,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Anthony's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
435,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Prince,"Machiavelli, Niccolò",0937832383,9780937832387,0937832383,144        pp,3.84,"337,575",1513,"Jul 13, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 20, 2020",,Paperback,view,/book/show/28862.The_Prince
436,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last Days of Socrates,Plato,0140449280,9780140449280,0140449280,256        pp,4.12,"41,419",-400,"Apr 29, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 20, 2020",,Paperback,view,/book/show/30300.The_Last_Days_of_Socrates
437,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Republic,Plato,0140449140,9780140449143,0140449140,416        pp,3.96,"204,387",-375,"Feb 25, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 20, 2020",,Paperback,view,/book/show/30289.The_Republic
438,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Symposium,Plato,0140449272,9780140449273,0140449272,90        pp,4.08,"71,882",-380,"Apr 29, 2003",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,8,1,"Oct 15, 2020","Oct 16, 2020","Sep 20, 2020",,Paperback,view,/book/show/81779.The_Symposium
439,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Too Much and Never Enough: How My Family Created the World’s Most Dangerous Man,"Trump, Mary L.",,,B0881YDNDD,236        pp,3.82,"88,383","Jul 14, 2020","Jul 14, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 20, 2020",,Kindle Edition,view,/book/show/54114950-too-much-and-never-enough
440,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Marx (Brief Insights),"Singer, Peter*",1402768885,9781402768880,1402768885,148        pp,3.71,"2,904",1980,"Jan 05, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 20, 2020",,Hardcover,view,/book/show/7561205-marx-brief-insights
441,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Einstein's Unfinished Revolution: The Search for What Lies Beyond the Quantum,"Smolin, Lee",,,B07FLK72XC,352        pp,3.93,955,2019,"Apr 09, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 20, 2020",,Kindle Edition,view,/book/show/42482054-einstein-s-unfinished-revolution
442,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In Praise of Shadows,"Tanizaki, Jun'ichirō",,,B0752SDYCB,61        pp,4.03,"23,635",1933,"Jul 01, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 10, 2021","Jan 11, 2021","Sep 20, 2020",,Kindle Edition,view,/book/show/36118162-in-praise-of-shadows
443,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Change Your Mind: The New Science of Psychedelics,"Pollan, Michael*",,,B077TCWPKH,448        pp,4.27,"75,307","May 15, 2018","May 17, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Sep 20, 2020",,Kindle Edition,view,/book/show/37674171-how-to-change-your-mind
444,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Origin of Satan: How Christians Demonized Jews, Pagans and Heretics","Pagels, Elaine",,,B005O1BLU8,241        pp,3.91,"6,931","Jan 28, 1995","Oct 12, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 20, 2020",,Kindle Edition,view,/book/show/19094519-the-origin-of-satan
445,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Sex at Dawn: How We Mate, Why We Stray, and What It Means for Modern Relationships","Ryan, Christopher*",,,B007679QTG,420        pp,3.98,"29,949","Jun 29, 2010","Mar 27, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 20, 2020",,Kindle Edition,view,/book/show/17742969-sex-at-dawn
446,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wisdom of Life and Counsels and Maxims,"Schopenhauer, Arthur",1573920339,9781573920339,1573920339,234        pp,4.29,732,1851,"Nov 01, 1995",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 20, 2020",,Paperback,view,/book/show/52075.The_Wisdom_of_Life_and_Counsels_and_Maxims
447,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What is Life?,"Schrödinger, Erwin",1107389704,9781107389700,B00E3URD7Q,198        pp,4.14,"6,839",1944,"Mar 26, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 20, 2020",,Kindle Edition,view,/book/show/18875603-what-is-life
448,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Little Match Girl,"Andersen, Hans Christian",0142301884,9780142301883,0142301884,32        pp,4.09,"26,867","Dec 01, 1845","Sep 23, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 20, 2020",,Paperback,view,/book/show/595948.The_Little_Match_Girl
449,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Letters to the Lady Upstairs,"Proust, Marcel",0008262888,9780008262884,B071DSLJSV,113        pp,3.38,579,2013,"Nov 02, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 20, 2020",,Kindle Edition,view,/book/show/35900316-letters-to-the-lady-upstairs
450,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Notre-Dame de Paris,"Hugo, Victor",0141911069,,B002RI9XD8,516        pp,4.02,"201,131","Mar 16, 1831","Mar 25, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 20, 2020",,Kindle Edition,view,/book/show/9661151-notre-dame-de-paris
451,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Aeneid,Virgil,0670038032,9780670038039,0670038032,486        pp,3.86,"130,237",-19,"Nov 02, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 20, 2020",,Hardcover,view,/book/show/12912.The_Aeneid
452,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Antigone        (The Theban Plays, #3)",Sophocles,1580493882,9781580493888,1580493882,80        pp,3.67,"153,598",-441,"Nov 30, 2005",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Oct 20, 2020","Oct 22, 2020","Sep 20, 2020",,Paperback,view,/book/show/7728.Antigone
453,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Oedipus at Colonus        (The Theban Plays, #2)",Sophocles,0195135040,9780195135046,0195135040,144        pp,3.76,"14,650",-401,"Dec 16, 2004",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Oct 20, 2020","Oct 22, 2020","Sep 20, 2020",,Paperback,view,/book/show/148313.Oedipus_at_Colonus
454,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Oedipus Rex        (The Theban Plays, #1)",Sophocles,1580495931,9781580495936,1580495931,75        pp,3.72,"216,673",-429,"Jun 28, 2004",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Oct 20, 2020","Oct 22, 2020","Sep 20, 2020",,Paperback,view,/book/show/1554.Oedipus_Rex
455,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dubliners,"Joyce, James",,,,368        pp,3.84,"156,184","Jun 15, 1914","Feb 03, 2000",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Dubliners is, honestly, one of the best shortstory books I've read so far. It has a very sober, clean, simple prose; that gives it even more strength Dubliners is, honestly, one of the best shortstory books I've read so far. It has a very sober, clean, simple prose; that gives it even more strength and solidity.The stories complement and enrich each other. At the end of it you have the knowledge of the Dublin society, its inhabitants like a journey from childhood to death. Their traditions, customs, hobbies, psychology and everything in between.Joyce is a genius, a god, a creator of worlds, a maker of lives; You read and read and it's like being in Dublin with him, going from bar to bar, from street to street. He made me feel like a Dubliner with his magical and realistic changes of time, space and plane of reality. And that after reading the Ulysses I thought that I could not marvel more, how wrong I was...more",Notes are private!,0,4,1,"Sep 19, 2020","Sep 21, 2020","Sep 19, 2020",,Paperback,view (with text),/book/show/23291.Dubliners
456,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dr. Faustus,"Marlowe, Christopher",0486282082,9780486282084,0486282082,64        pp,3.80,"67,341",1588,"Oct 20, 1994",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 14, 2020","Sep 14, 2020","Sep 19, 2020",,Paperback,view,/book/show/18525.Dr_Faustus
457,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Emma,"Austen, Jane",,,,474        pp,4.05,"886,077","Dec 23, 1815","May 06, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 17, 2020",,Paperback,view,/book/show/6969.Emma
458,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Haunting of Hill House,"Jackson, Shirley",,,,246        pp,3.82,"303,251","Oct 16, 1959","Oct 01, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 17, 2020",,Kindle Edition,view,/book/show/10863147-the-haunting-of-hill-house
459,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Life in Parts,"Cranston, Bryan",1476793859,9781476793856,1476793859,276        pp,4.20,"20,306",2016,2016,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 16, 2020",,Hardcover,view,/book/show/29868612-a-life-in-parts
460,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Vanishing Half,"Bennett, Brit*",,,,343        pp,4.15,"753,424","Jun 02, 2020","Jun 02, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 16, 2020",,Hardcover,view,/book/show/51791252-the-vanishing-half
461,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Transcendent Kingdom,"Gyasi, Yaa*",,,,264        pp,4.11,"146,872","Aug 31, 2020","Sep 01, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 16, 2020",,Hardcover,view,/book/show/48570454-transcendent-kingdom
462,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Homegoing,"Gyasi, Yaa*",,,,313        pp,4.47,"341,195","Jun 07, 2016","Jun 07, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,10,1,"Apr 06, 2021","Apr 09, 2021","Sep 16, 2020",,Kindle Edition,view,/book/show/28683066-homegoing
463,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We Have Always Lived in the Castle,"Jackson, Shirley",,,B004SS1MH0,162        pp,3.94,"227,006","Sep 21, 1962","Oct 31, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,6,1,"Oct 22, 2020","Oct 23, 2020","Sep 14, 2020",,Kindle Edition,view,/book/show/11161779-we-have-always-lived-in-the-castle
464,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Iliad,Homer,0140275363,9780140275360,B00A2KEJ5A,704        pp,3.91,"454,822",-660,"Apr 29, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 13, 2020",,Library Binding,view,/book/show/1371.The_Iliad
465,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Odyssey,Homer,0143039954,9780143039952,0143039954,541        pp,3.81,"1,080,344",-700,"Oct 31, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 13, 2020",,Paperback,view,/book/show/1381.The_Odyssey
466,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,There There,"Orange, Tommy*",,,B07B37BBKF,unknown,3.98,"181,585","Jun 05, 2018","Jun 05, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 13, 2020",,Audible Audio,view,/book/show/40490081-there-there
467,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,East of Eden,"Steinbeck, John",,,B002RI9K5Y,612        pp,4.41,"538,855",1952,"Sep 07, 2000",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I loved this book so much. Steinbeck is more than an author. This book is more philosophy than mere fiction. One might even classify it as allegoricalI loved this book so much. Steinbeck is more than an author. This book is more philosophy than mere fiction. One might even classify it as allegorical in its exploration of deeply human and universal themes. Everyone who reads this will likely get something wildly different out of it but one thing I think can be felt by all; this book epitomizes American literature....more,Notes are private!,0,15,1,"Dec 11, 2020","Dec 31, 2020","Sep 13, 2020",,Kindle Edition,view (with text),/book/show/11223160-east-of-eden
468,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Egghead: Or, You Can't Survive on Ideas Alone","Burnham, Bo",,,B00BAXFIKI,236        pp,4.04,"14,019","Oct 03, 2013","Oct 01, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The poems were good, also funny and absurd but what really made this book stand out for me, are the amazing illustrations that compliment the bizarrenThe poems were good, also funny and absurd but what really made this book stand out for me, are the amazing illustrations that compliment the bizarreness of the poetry....more",Notes are private!,0,2,1,"Sep 09, 2020","Sep 10, 2020","Sep 09, 2020",,Kindle Edition,view (with text),/book/show/18831067-egghead
469,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cain,"Saramago, José",,,B005ENZ6WK,162        pp,3.97,"28,994","Oct 18, 2009","Oct 04, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""the history of mankind is the history of our misunderstanding with god, for he doesn't understand us, and we don't understand him.""""the history of mankind is the history of our misunderstanding with god, for he doesn't understand us, and we don't understand him.""...more",Notes are private!,0,7,1,"Sep 11, 2020","Sep 12, 2020","Sep 09, 2020",,Kindle Edition,view (with text),/book/show/12222065-cain
470,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Night,"Wiesel, Elie",0140189890,9780140189896,0140189890,120        pp,4.37,"1,244,664",1956,"May 25, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 04, 2020",,Paperback,view,/book/show/273930.Night
471,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wuthering Heights,"Brontë, Emily",,,,464        pp,3.89,"1,805,276",Dec 1847,2002,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"First time reading this book drove me absolutely crazy. I hated every character, and I was mad all the time reading it, ended up in a DNF at 40%. ThisFirst time reading this book drove me absolutely crazy. I hated every character, and I was mad all the time reading it, ended up in a DNF at 40%. This time, my mindset was very different, purged off all former expectations, hence I ended up enjoying it immensely taking the story for what it really is; A Hate Story, and I absolutely loved it....more",Notes are private!,0,14,1,Sep 2020,"Sep 10, 2020","Sep 01, 2020",,Paperback,view (with text),/book/show/6185.Wuthering_Heights
472,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Antichrist: A Criticism of Christianity,"Nietzsche, Friedrich",1411428129,9781411428126,,112        pp,3.90,"28,328","Jun 02, 1895","Sep 01, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Aug 28, 2020",Sep 2020,"Aug 28, 2020",,ebook,view,/book/show/7009816-the-antichrist
473,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Twilight of the Idols,"Nietzsche, Friedrich",,,B005G6O3PQ,176        pp,3.95,"11,840","Jan 24, 1889","Mar 05, 1998",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Aug 27, 2020","Aug 28, 2020","Aug 27, 2020",,Kindle Edition,view,/book/show/18942830-twilight-of-the-idols
474,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Structure of Scientific Revolutions,"Kuhn, Thomas S.",0226458083,9780226458083,0226458083,226        pp,4.03,"27,281",1962,1996,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 22, 2020",,Paperback,view,/book/show/61539.The_Structure_of_Scientific_Revolutions
475,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Station Eleven,"Mandel, Emily St. John*",,,,354        pp,4.07,"517,890","Aug 26, 2014","Sep 09, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Aug 20, 2020","Aug 27, 2020","Aug 20, 2020",,Kindle Edition,view,/book/show/37653062-station-eleven
476,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ayiti,"Gay, Roxane*",,,B075VDQDZ3,122        pp,4.27,"7,654","Oct 11, 2011","Jun 12, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,"Aug 18, 2020","Aug 22, 2020","Aug 18, 2020",,Kindle Edition,view,/book/show/37672376-ayiti
477,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Portrait of the Artist as a Young Man,"Joyce, James",,,B00GWVU8LC,374        pp,3.64,"151,887","Dec 29, 1916","Jul 02, 2007",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,6,1,"Aug 17, 2020","Aug 22, 2020","Aug 17, 2020",,Kindle Edition,view,/book/show/19872929-a-portrait-of-the-artist-as-a-young-man
478,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Vegetarian,Han Kang,0553448188,9780553448184,0553448188,188        pp,3.58,"165,663","Oct 30, 2007","Feb 02, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Unique. Complex. Disturbing. Not for the weakhearted,Notes are private!,0,2,1,"Aug 15, 2020","Aug 18, 2020","Aug 15, 2020",,Hardcover,view (with text),/book/show/25489025-the-vegetarian
479,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rules of Civility,"Towles, Amor*",,,,335        pp,4.08,"232,133","Jul 26, 2011","Jul 26, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Aug 10, 2020","Aug 13, 2020","Aug 10, 2020",,Hardcover,view,/book/show/10054335-rules-of-civility
480,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This is How You Lose the Time War,"El-Mohtar, Amal*",,,,209        pp,3.91,"205,547","Jul 16, 2019","Jul 16, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 03, 2020",,Kindle Edition,view,/book/show/43352954-this-is-how-you-lose-the-time-war
481,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,American Psycho,"Ellis, Bret Easton",1447277716,,B00M43ZY5M,418        pp,3.81,"314,048","Mar 06, 1991","Dec 15, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Aug 03, 2020","Aug 13, 2020","Aug 03, 2020",,Kindle Edition,view,/book/show/23865908-american-psycho
482,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Call of the Wild,"London, Jack",,,B002RKSZCG,134        pp,3.90,"430,261",1903,"Mar 17, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Jun 08, 2020","Jun 10, 2020","Aug 03, 2020",,Kindle Edition,view,/book/show/8146139-the-call-of-the-wild
483,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Name is Red,"Pamuk, Orhan",,,B000MAH7UE,615        pp,3.87,"56,444",1998,"Dec 05, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jul 14, 2020","Jul 29, 2020","Aug 03, 2020",,Kindle Edition,view,/book/show/5358372-my-name-is-red
484,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Fisherman,"Langan, John",1939905222,,B01FZSCUKO,244        pp,3.93,"26,096","Jun 30, 2016","Jun 30, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,Jul 2020,"Jul 05, 2020","Aug 03, 2020",,Kindle Edition,view,/book/show/30525379-the-fisherman
485,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Mirror & the Light        (Thomas Cromwell, #3)","Mantel, Hilary",,,B01BS9N6PC,879        pp,4.39,"39,082","Mar 05, 2020","Mar 05, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 03, 2020",,Kindle Edition,view,/book/show/29564789-the-mirror-the-light
486,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Bring Up the Bodies        (Thomas Cromwell, #2)","Mantel, Hilary",,,,436        pp,4.29,"95,283",2012,"May 22, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Aug 13, 2020","Aug 18, 2020","Aug 03, 2020",,Kindle Edition,view,/book/show/13512040-bring-up-the-bodies
487,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Wolf Hall        (Thomas Cromwell, #1)","Mantel, Hilary",,,,653        pp,3.90,"210,296","Apr 30, 2009","Apr 01, 2010",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Aug 07, 2020","Aug 13, 2020","Aug 03, 2020",,Kindle Edition,view,/book/show/8171921-wolf-hall
488,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Flights,"Tokarczuk, Olga",1925626229,,B0732C5X8F,432        pp,3.76,"31,034",Sep 2007,"Aug 28, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jul 19, 2020","Aug 03, 2020","Jul 19, 2020",,Kindle Edition,view,/book/show/38206155-flights
489,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Girl, Woman, Other","Evaristo, Bernardine",,,B07WGWQSPJ,507        pp,4.29,"231,157","May 02, 2019","Nov 05, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Aug 22, 2020","Aug 27, 2020","Jul 10, 2020",,Kindle Edition,view,/book/show/54640667-girl-woman-other
490,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sense of Style: The Thinking Person's Guide to Writing in the 21st Century,"Pinker, Steven*",,,B00JW50680,348        pp,4.04,"8,665","Sep 04, 2014","Sep 04, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Jul 07, 2020","Sep 04, 2020","Jul 04, 2020",,Kindle Edition,view,/book/show/22813026-the-sense-of-style
491,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Spy Who Came in from the Cold,"le Carré, John",,,B006CUDDUG,213        pp,4.08,"110,034",Sep 1963,"Jan 18, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jun 05, 2020","Jun 07, 2020","Jul 03, 2020",,Kindle Edition,view,/book/show/19847968-the-spy-who-came-in-from-the-cold
492,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Secret History,"Tartt, Donna",1400031702,9781400031702,1400031702,559        pp,4.17,"741,787","Sep 16, 1992","Sep 11, 1992",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Jun 06, 2020","Jun 11, 2020","Jul 03, 2020",,Paperback,view,/book/show/29044.The_Secret_History
