,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Canadian Jen's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
150,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Weyward,"Hart, Emilia",,,B09Y45FSLD,336        pp,4.09,"139,691","Feb 02, 2023","Mar 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 27, 2023",,Kindle Edition,view,/book/show/57823095-weyward
151,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Ice Garden,"Crone, Moira*",9780932112,,,221        pp,4.24,117,"Oct 30, 2014","Oct 30, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 27, 2023",,Paperback,view,/book/show/23524239-the-ice-garden
152,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Once We Were Home,"Rosner, Jennifer*",1250855543,9781250855541,1250855543,288        pp,3.94,"2,322",Mar 2023,"Mar 14, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Over 200,000 Polish children kidnapped during WWII. Jewish parents who had given up their children to Polish families so they could live. But the costOver 200,000 Polish children kidnapped during WWII. Jewish parents who had given up their children to Polish families so they could live. But the cost... so complex and emotional. 4’displaced children. The war is over but there is another one rages. The war where children are stolen and not returned to their jewish families.An annihilation of a faith. Of a people. Children passed around from place to place; country to country. Uprooted; confused; not knowing who they are and struggling with who they were. Memories fading. Secrets exposed.How those who hid these children were complacent in keeping them. Preventing them from returning to their roots. The difficult decisions made by others for their protection at the time, but for some, for selfish reasons.Once We Were Home is about reclaiming one’s identity through the grief and loss of discovery. The core struggle of reconciliations of faith and family.Prose was lyrical. The story heartbreaking. 5⭐️I highly recommend The Yellow Bird Sings by Rosner. Another powerful and emotional read. ...more",Notes are private!,0,135,1,"Mar 31, 2023","Apr 02, 2023","Feb 17, 2023",,Hardcover,view (with text),/book/show/60784370-once-we-were-home
153,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Things Past Telling,"Williams, Sheila*",,,,352        pp,4.39,"1,811","Mar 15, 2022","Mar 15, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A beautifully written reflection of a life not belonging to oneself. This story is segmented into the Before and After. Little Bird was taken from herA beautifully written reflection of a life not belonging to oneself. This story is segmented into the Before and After. Little Bird was taken from her village when she was 10. From Somewhere in Africa, where the slave traders raped the women, burned the villages and shackled those they thought would bring them an income. Given the name Maryam by the white man, she learned languages by listening, was a healer and midwife. A skill that paid off and protected her but never gave back the life that once belonged to her.The writing: exquisite. This character: strong, brave and smart. The hardships: brutal. The relationships and children who were lost in the slave trades: Heartbreaking.Another reminder of an ugly period in history and the shameful behaviour of the white man. BUT, this was also a powerful one; rich with the memories of culture, family and traditions. Of story telling to her children so those memories would move forward and ancestors would never be forgotten. I dare you not to shed a tear for this one.5⭐️...more",Notes are private!,0,116,1,"Feb 13, 2023","Feb 17, 2023","Feb 13, 2023",,Hardcover,view (with text),/book/show/58392927-things-past-telling
154,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Siege        (The Siege, #1)","Dunmore, Helen",0802139582,9780802139580,0802139582,294        pp,4.03,"6,534",2001,"Nov 22, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Feb 12, 2023",,Paperback,view,/book/show/469959.The_Siege
155,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,After You'd Gone,"O'Farrell, Maggie*",0670894486,9780670894482,0670894486,372        pp,4.03,"17,315","Jan 01, 2000","Mar 19, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Feb 12, 2023",,Hardcover,view,/book/show/228835.After_You_d_Gone
156,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Parchment of Leaves,"House, Silas*",1949467252,9781949467253,1949467252,306        pp,4.21,"4,657","Aug 16, 2002","Jul 07, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Just the title evokes beauty in trees; in nature. They tell of their own spirituality.It’s the 1900’s and Vine (a Cherokee) has married Saul (a white Just the title evokes beauty in trees; in nature. They tell of their own spirituality.It’s the 1900’s and Vine (a Cherokee) has married Saul (a white man)in the mountains of Kentucky. But the war starts and Saul is called to do his duty, leaving Vine behind.This story tells of discrimination. A glimpse of Cherokee history and their banishment from their own land. Guilt. The question of blood being thicker than water.House’s writing is beautiful..takes nature and wraps a story within it. 4.5⭐️...more",Notes are private!,0,131,1,"Jan 31, 2023","Feb 04, 2023","Jan 31, 2023",,Paperback,view (with text),/book/show/54103321-a-parchment-of-leaves
157,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Trespasses,"Kennedy, Louise",0593540891,9780593540893,0593540891,304        pp,4.02,"33,104","Apr 14, 2022","Nov 01, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"As we forgive those who trespass against us…Ireland, 1975. The Troubles. An affair between a female teacher and a married man of significant age diffeAs we forgive those who trespass against us…Ireland, 1975. The Troubles. An affair between a female teacher and a married man of significant age difference. A political hotbed of violence between the Catholics and Protestants. When one can’t help a neighbour without it becoming a choice of whose side you’re on. A tragic period in Ireland’s history. A terrific debut.4⭐️...more",Notes are private!,0,128,1,"May 18, 2023","May 22, 2023","Jan 31, 2023",,Hardcover,view (with text),/book/show/60417483-trespasses
158,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,No Two Persons,"Bauermeister, Erica*",1250284376,9781250284372,1250284376,314        pp,4.11,"17,625","May 02, 2023","May 02, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jan 29, 2023",,Hardcover,view,/book/show/60196684-no-two-persons
159,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"My Father's House        (Rome Escape Line Trilogy, #1)","O'Connor, Joseph",,,B0B4FNRTXH,276        pp,4.08,"5,299","Jan 26, 2023","Jan 26, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Amen. Reading this was a religious experience.This story is based on the bravery and courageousness of one, Monsignor Hugh O’Flaherty. He put his lifeAmen. Reading this was a religious experience.This story is based on the bravery and courageousness of one, Monsignor Hugh O’Flaherty. He put his life at risk using his creative tactics against the Nazis, to help Jews and escaped allied prisoners to flee. WWII Rome. Priests in the Vatican City were to maintain neutrality and passivity in order to protect the Vatican City at all costs.Monsignor Hugh ‘disobeys’ his Holy Superiors and cannot turn a blind eye to the atrocities taking place-Even going as far to being reprimanded by the holiest ones for calling out Nazis for their blatant disregard for human life. ""The Escape Line” was an intricate and complex planning system to save 200+ prisoners. “The Choir” was the group of trusted people who helped in this dangerous undertaking. The Writing? Masterful. The characters? Charming. But buckle up. This is one journey that will give you heart palpitations.Book 2 BRING IT! 5⭐️***This story is based on the real Monsignor Hugh O'Flaherty***...more",Notes are private!,2,111,1,"Mar 22, 2023","Mar 27, 2023","Jan 27, 2023",,Kindle Edition,view (with text),/book/show/61447882-my-father-s-house
160,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Perfumist of Paris        (The Jaipur Trilogy, #3)","Joshi, Alka*",0778386147,9780778386148,0778386147,368        pp,4.17,"23,968","Mar 28, 2023","Mar 28, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jan 25, 2023",,Hardcover,view,/book/show/61062499-the-perfumist-of-paris
161,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Good Night, Irene","Urrea, Luis Alberto*",0316265853,9780316265850,0316265853,407        pp,4.15,"16,188","May 30, 2023","May 30, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jan 21, 2023",,Hardcover,view,/book/show/63023640-good-night-irene
162,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Alice Network,"Quinn, Kate*",,,,503        pp,4.32,"491,732","Jun 06, 2017","Jun 06, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"For 2023, I’ve committed to reading some of my own books I own, instead of going for the shiny new one the library has. Quinn has become my travellingFor 2023, I’ve committed to reading some of my own books I own, instead of going for the shiny new one the library has. Quinn has become my travelling companion. Loved the Diamond eye which I read in France last year. Now I have dusted off this one and she is joining me on the beaches of st.Lucia.This is a twofer. It is historically paralleled - first Great War (1915) and end of WWll (1949) with Eve being in both. A British spy in the first war and the trauma she suffered to the present day (1949) where she has been asked by a young girl to help locate her missing cousin. Revisiting the locations years later, jars Eve’s memory into sharp focus and the years sacrificed being a spy.This was fascinating. The Alice Network being a group of women spies. Trained to bring intel to the Brit’s. Historical buffs will love this one as it is based on some truths. It was intense at times, brutal even. Themes of early pregnancy, trust, grief, shame. And most significantly, the role women played during both wars. 4⭐️ ...more",Notes are private!,0,141,1,"Jan 09, 2023","Jan 16, 2023","Jan 09, 2023",,Paperback,view (with text),/book/show/32051912-the-alice-network
163,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"All the Broken Places        (The Boy in the Striped Pajamas, #2)","Boyne, John*",0593653068,9780593653067,0593653068,400        pp,4.50,"48,389","Nov 29, 2022","Nov 29, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Boyne’s style continues to be hypnotic and sharp. He delivers a Holocaust story with brutal precision and bold prose.91 year old Greta is reflecting oBoyne’s style continues to be hypnotic and sharp. He delivers a Holocaust story with brutal precision and bold prose.91 year old Greta is reflecting on her life. Her shame and guilt that has followed her as her father was a nazi commandment of one of the internment camps. How at 12 years of age, she and her mother escaped to Paris, with new identities, afraid they would be discovered for their own complicity in war crimes.When a neighbour’s child enters her life, 91 year old Greta has an opportunity for absolution. Or the closest thing to it. She confronts her own dark past and finds the strength and courage to defend someone vulnerable, as she had failed to do for any of those Jews camped outside of her home.Boyne does a deep dive into this deeply flawed character. How one can never escape the past; How events shape who we are; How we remain broken until we can reconcile the past with the present; how we can still change who we are from who we were. Even decades later.Boyne, you took a chance delving into this genre, but successfully left an impression of Greta and a reminder of all the victims who suffered. My heart now breaks in many places.5⭐️...more",Notes are private!,8,174,1,"Jan 02, 2023","Jan 05, 2023","Jan 02, 2023",,Hardcover,view (with text),/book/show/61111301-all-the-broken-places
164,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A History of Burning,"Oza, Janika",0771002327,9780771002328,B0B8GW9J7S,398        pp,4.14,"3,041","May 02, 2023","May 02, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 01, 2023",,Kindle Edition,view,/book/show/62079250-a-history-of-burning
165,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Boy, the Mole, the Fox and the Horse","Mackesy, Charlie",1529105102,9781529105100,1529105102,128        pp,4.56,"189,211","Oct 10, 2019","Oct 10, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A charming little feel good story of life and the wisdom that comes with it, the love & friendship of family who come in all shapes and sizes . Hand dA charming little feel good story of life and the wisdom that comes with it, the love & friendship of family who come in all shapes and sizes . Hand drawn illustrations. Geared for any age, as the author states, ""from 80-8"" ...more",Notes are private!,1,118,1,Jan 2023,Jan 2023,"Jan 01, 2023",,Hardcover,view (with text),/book/show/43708884-the-boy-the-mole-the-fox-and-the-horse
166,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The House of Eve,"Johnson, Sadeqa*",,,B0B3Y7NPMZ,320        pp,4.26,"74,967","Feb 07, 2023","Feb 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,0,not set,not set,"Dec 21, 2022",,Kindle Edition,view,/book/show/61435577-the-house-of-eve
167,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wind Knows My Name,"Allende, Isabel*",0593598105,9780593598108,0593598105,260        pp,4.03,"33,244","Jun 06, 2023","Jun 06, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Allende is a master at spinning an epic story. I really wanted this one to speak to me as her others have. Here she attempts to intricately weave 4 stAllende is a master at spinning an epic story. I really wanted this one to speak to me as her others have. Here she attempts to intricately weave 4 stories together.There is a Sam’s story - a survivor of those children sent on a Kindertransport train out of Austria during WW2 in 1938.There is Anita who emigrated with her mother from El Salvador only to be ripped apart at the border in 2020 during the pandemic.There is Selena who is an immigration lawyer trying to locate Anita’s mother. Then we have Leticia. Whose own heritage is that of an immigrant from Central America. Personally, I think it was far too ambitious. The child’s POV just didn’t work for me. Significant events could have had their own stories: The plight immigrants experience when making their way to the US only to be separated. An inhumane policy. Paralleling the peril of children from WW2 whose parents gave their children to other countries to ensure their safety. Both facing risks of abuse.The writing is Allende awesome. Although the paths did eventually merge, it still felt fragmented.Allende, give us a story of Chalchupa or El Mozart! 3.5⭐️...more",Notes are private!,8,216,1,"Jun 23, 2023","Jun 25, 2023","Dec 20, 2022",,Hardcover,view (with text),/book/show/62583516-the-wind-knows-my-name
168,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dust Child,Nguyễn Phan Quế Mai *,1643753754,9781643753751,B09Z8829V9,336        pp,4.25,"9,166","Mar 14, 2023","Mar 14, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Reading this was harsh. Like slap in the face. The reality of the collateral damage done by such a grievous and dirty war. The exploitation of women; Reading this was harsh. Like slap in the face. The reality of the collateral damage done by such a grievous and dirty war. The exploitation of women; Amerasian orphans abandoned after American GI's left; the discrimination and torment these mixed orphans experienced for being born with the features of the enemy.A dust child is a homeless orphan in Vietnam. Many of these babies and children left dying on the streets.It’s told from 3 perspectives. Kim, a Vietnamese girl, who leaves the village with her sister to earn an income by prostituting herself to American soldiers. Dan, a Vietnam vet, returning to the country 40 years later in an attempt to recover from PTSD. Phong, the Amerasian orphan, who fought against odds to survive on his own quest to find his parents. Each story unique. Each traumatic.The stories interconnected. The aftermath of a war that impacted countless children, families, citizens. Themes of abandonment, trauma, grief and redemption.A well written story to acknowledge a shameful and sad history. I love the fact this author took the time to explore and interview all victims: women, children & soldiers.4.25⭐️...more",Notes are private!,65,151,1,"Aug 14, 2023","Aug 17, 2023","Dec 16, 2022",,Kindle Edition,view (with text),/book/show/58479145-dust-child
169,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Remarkably Bright Creatures,"Van Pelt, Shelby",0063204150,9780063204157,0063204150,360        pp,4.40,"540,301","May 03, 2022","May 03, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,0,not set,not set,"Dec 11, 2022",,Hardcover,view,/book/show/58733693-remarkably-bright-creatures
170,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,River Sing Me Home,"Shearer, Eleanor*",0593548043,9780593548042,0593548043,322        pp,4.02,"22,502","Jan 19, 2023","Jan 31, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Dec 05, 2022",,Hardcover,view,/book/show/61111298-river-sing-me-home
171,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Like the Appearance of Horses,"Krivak, Andrew",,,B0B8K3L3P3,278        pp,4.09,127,unknown,"May 09, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"No matter what Krivak writes, it’s hypnotic. His strength is in his prose with the narrative following. It could be the most mundane subject and I wouNo matter what Krivak writes, it’s hypnotic. His strength is in his prose with the narrative following. It could be the most mundane subject and I would happily drift off to lala land.This is a multi generational story. The latest in the triology following The Sojourn and the The Signal Flame: A Novel. A father, Josef Vinich, an ‘adopted’ son, a daughter and their child. The war that disrupts their lives well after their return. But there is no joy without sorrow. No war without borders. The war may have ended for these men at different times, but as wars do, they remain ongoing in one’s mind having witnessed and participated as a soldier. It ravages the soul and the person one becomes struggles to re identify with the person they once where. It can take years to heal -if they even do- one layer at a time. This is dense with multi dimensional characters. The ties that bind to our birth country never straying too far from where one goes.Themes of Mental health, PTSD, addiction.The writing: breathtaking.5⭐️...more",Notes are private!,2,102,1,"Jul 26, 2023","Jul 30, 2023","Dec 04, 2022",,Kindle Edition,view (with text),/book/show/61911372-like-the-appearance-of-horses
172,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Shadow in Moscow,"Reay, Katherine*",1400243033,9781400243037,1400243033,384        pp,4.36,"2,491","Jun 13, 2023","Jun 13, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I’ve been drawn to these Eastern European reads on a quest to assuage my own curiosity. This is one of Russia and its devastatingly brutal culture. ThI’ve been drawn to these Eastern European reads on a quest to assuage my own curiosity. This is one of Russia and its devastatingly brutal culture. This culture that centres on the state, collectively. Individuality and its freedoms have no place in this land.A story told in dual timelines. Inga, an Austrian, marries and relocates to Moscow, 1955; Anya, a student, has had the opportunity to go abroad and is now back in Moscow working for the state, 1980.Dual identities developed to survive in a communist regime. To serve only the state. A country known for its violence as a solution to nonconformists. No democracy; no freedoms. To live there is to either accept the defeat of reality or rise up and risk your life.A compelling story of intrigue, betrayals, loyalties and espionage. The west vs the east. CIA. KGB. Strong female characters who hid in their own shadows for fear of being caught for their own treachery. As much as this is fiction, I believe there is much truth within these pages.5⭐️PSA- Yesterday, Alexei Navalny, a courageous opponent of Putin’s, passed away in the Arctic Circle jail in Russsia. He fought for democracy and freedoms and challenged Putin and the current regime. If you haven’t watched his documentary, I highly recommend. May his fight & hope live on for a better Russia....more",Notes are private!,93,129,1,"Feb 13, 2024","Feb 17, 2024","Dec 04, 2022",,Paperback,view (with text),/book/show/63340978-a-shadow-in-moscow
173,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Those People Next Door,"Abdullah, Kia*",,,,384        pp,3.77,"5,094","Jan 19, 2023","Jan 19, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Holy Hell. Have you ever had a neighbour that drives you crazy? Maybe plays their music too loud all hours of the day? Maybe doesn’t mow their lawn? MHoly Hell. Have you ever had a neighbour that drives you crazy? Maybe plays their music too loud all hours of the day? Maybe doesn’t mow their lawn? Maybe just annoyingly chatty? Nosy? Do they make you tense with anxiety when you see them? Hoping to avoid them?Well, these are those neighbours. With a different craziness taking it to extreme levels. The drama spiralling out of control -on both sides of the fence. But there is a dog. And that had me lose my sh*t.So there is much madness going on. Extreme retaliation. Too far gone to amend.To quote Robert Frost: “Good fences make good neighbours”. Well, this one did start out with a broken fence …My 2nd Abdullah and a good palate cleanser from the emotional ones I’ve been reading. The ending did provoke an eye roll but it was still a quick enjoyable one. Likely better to keep your neighbours close even if they drive you insane as you never know if you may need to call upon them one day....3.75⭐️...more",Notes are private!,2,129,1,"Apr 04, 2023","Apr 06, 2023","Dec 04, 2022",,Kindle Edition,view (with text),/book/show/60195044-those-people-next-door
174,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A World of Curiosities        (Chief Inspector Armand Gamache, #18)","Penny, Louise*",1250145295,9781250145291,1250145295,390        pp,4.47,"62,905","Nov 29, 2022","Nov 29, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Dec 01, 2022",,Hardcover,view,/book/show/60899502-a-world-of-curiosities
175,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dovetails in Tall Grass,"Specks, Samantha",1684630932,9781684630936,1684630932,328        pp,4.31,502,unknown,"Aug 24, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 26, 2022",,Paperback,view,/book/show/57753025-dovetails-in-tall-grass
176,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Notes on Grief,"Adichie, Chimamanda Ngozi",0593320808,9780593320808,0593320808,86        pp,4.22,"31,831","May 11, 2021","May 11, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Nov 26, 2022",,Hardcover,view,/book/show/57032570-notes-on-grief
177,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Beyond That, the Sea","Spence-Ash, Laura*",1250854377,9781250854377,1250854377,351        pp,4.26,"33,326","Mar 21, 2023","Mar 21, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 25, 2022",,Hardcover,view,/book/show/60784759-beyond-that-the-sea
178,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Covenant of Water,"Verghese, Abraham*",,,,724        pp,4.47,"150,290","May 02, 2023","May 02, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,0,not set,not set,"Nov 18, 2022",,Hardcover,view,/book/show/62687857-the-covenant-of-water
179,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,2022 on Goodreads,Various,,,,unknown,4.08,"1,304",2022,2022,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Another Year over! Wow. Where has the time flown? I’ve been on GR now since 2014 & I can’t imagine my reading life without it. This truly is a fantastAnother Year over! Wow. Where has the time flown? I’ve been on GR now since 2014 & I can’t imagine my reading life without it. This truly is a fantastic community of being able to share the love of reading if not all the actual reads. I’m grateful for the friends I have and the stories shared that I would likely have missed had I been on a solo reading journey. And would I have missed out!So, to get right to it. 2022 was a brilliant year for reading for me. I managed to pack in 60 reads with most being 4 & 5 star reads. I had 27 5⭐️ reads for the year & I want to share them all! I did lean into those of Ukraine & Russia wanting to know more about these people and their lives given the significance of what is happening there which sadly continues. My Ultimate Faves for the Year: Gold*Still Life*What the Wind Knows*The Marriage Portrait*Notes on an Execution*I Will Die in a Foreign Land*The Diamond Eye*Perla*The Good Left Undone*Three*Four Treasures of the Sky*Horse*Honor*On a Night of a Thousand Stars*A Train to Moscow*Us Against You*The Precious Jules*Violeta*NorthSilver: Memorable OnesThe Book Woman's DaughterThe Dog StarsThe Violinist of AuschwitzGeographies of the HeartLucy by the SeaI Must Betray YouThe Light PirateWinterlandThe OrchardStay Gone DaysThe TreesOur Little WorldThe Half Life of Valery KThe Next Ship HomeThese Silent WoodsThe Saints of Swallow HillPeach Blossom SpringThe President and the FrogThese are the ones that have stayed with me. **Also, I should mention Maggie O'Farrell topped out on both last year's list & this**** Thank you to my many friends who have recommended many of these to me & I hope I’ve been able to pay this forward & recommend some to others.I wish you all a peaceful and healthy 2023 with more good reads to share. Gratitude to all ...more",Notes are private!,0,113,1,"Dec 23, 2022","Dec 30, 2022","Nov 06, 2022",,,view (with text),/book/show/58628750-2022-on-goodreads
180,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Winners        (Beartown, #3)","Backman, Fredrik*",,,B09R2J1DXF,671        pp,4.46,"110,813",2022,"Sep 27, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Gut punched and heart hurting in this finale of the Beartown triology.Backman is back!What I adore most about him is his knack for making you feel likGut punched and heart hurting in this finale of the Beartown triology.Backman is back!What I adore most about him is his knack for making you feel like you are just as much a part of the community as those who live there.We feel the excitement of the wins, the anxiety of the losses; the strong connections that pull people together; and the vastness of space that push people apart: Right down the centre of the rink; right between Beartown & Hed.It’s a “hopelessly simple but horribly complicated” story of a forest town of people who love hockey and a community that comes together despite their differences. This comes full circle. Bang. Bang. Bang. 4.5⭐️ It did lag in the middle but that ending brought forgiveness....more",Notes are private!,0,159,1,"Nov 06, 2022","Nov 17, 2022","Nov 06, 2022",,Kindle Edition,view (with text),/book/show/60318890-the-winners
181,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Signal Fires,"Shapiro, Dani*",0593534727,9780593534724,0593534727,229        pp,3.92,"32,962","Oct 18, 2022","Oct 11, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What happens when a car accident changes the life of a family? Dreams and hopes change to dread and fear. What takes only moments dramatically changesWhat happens when a car accident changes the life of a family? Dreams and hopes change to dread and fear. What takes only moments dramatically changes lives. Secrets left buried that should have been discussed. Leaving them with scars over their heart and addictions of avoidance.This isn't a happy story. It's a sad and a draining one. But, there are stars that do lead these people back to a truth; that remind us how connected we are to our past, present & future.The writing was beautiful. But man, this is not an uplifting one but rather a heavy weight to bare. 3.5*...more",Notes are private!,2,125,1,"Nov 19, 2022","Nov 23, 2022","Nov 06, 2022",,Hardcover,view (with text),/book/show/59573299-signal-fires
182,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Old God's Time,"Barry, Sebastian",0593296109,9780593296103,0593296109,261        pp,3.88,"11,062","Mar 01, 2023","Mar 21, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 29, 2022",,Hardcover,view,/book/show/61358640-old-god-s-time
