,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,switterbug (Betsey)'s rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
699,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lamb,"Nadzam, Bonnie",1590514378,9781590514375,1590514378,275        pp,3.43,"1,702","Sep 13, 2011","Sep 13, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Bonnie Nazdam's dual degree in literature and environmental studies shines in her debut novel about human desire and dependency, and about the beauty Bonnie Nazdam's dual degree in literature and environmental studies shines in her debut novel about human desire and dependency, and about the beauty and decline of the landscape, resplendent in its rawness and fragile vulnerability. Nature and humanity form a synergistic elixir that permeates the pores of the story.David Lamb is a disturbed fifty-something man whose private aches are both diminishing and conquering him. His life collides with Tommie, who is only eleven-years-old, when she approaches him on a dare in a parking lot. Soon after that, he has abducted her through his calculated and unctuous intrusions, but she believes in her prepubescent mind that she has consensually agreed to his proposals. He offers to show her the true beauty of nature, and they abscond on a road trip from Chicago to the Rockies without Tommie informing her mother. He promises to return her in a specific amount of time.What follows is an account, from an unknown narrator, of their trip. The intimacy of the narrator, and the almost oblique and quiet ferocity of narration, brings the reader to a suspenseful, uncomfortable place that is both familiar and alien. It is appalling and suggestive at intervals; the question of personal boundaries lurks on every dangerous, winding road.The rack and pinion relationship between Tommie and Lamb is both complex and ineluctable. Tommie is not even developed yet, but matures biologically day by day; David Lamb regresses, and his sickness reduces him to predictable behaviors as an outgrowth of his need and desires. He uses reverse psychology and mimics a state of innocence and wonder through his delusion and grandiosity.""How powerful she was as long as she asserted no will of her own"" is the theme of this book, a dynamic conundrum that blends nature, the human need for connection, the question of will, and the paradoxical power of relationships. Nature and people are like that sometimes; leaving us and Mother Earth alone allows a ripe bloom, aggressive intervention can wither us. However, ignoring our personal and physical landscapes can lead to decay. There is a balance and a tipping point. Nazdam's awareness of the environment's impact on nature and humanity (and vice versa) is psychologically and scientifically acute.Suspenseful drama and murky territory keeps the reader edgy and off-balance, but there were some pages that stagnated and recycled the drama a bit. Fortunately Nazdam usually aimed in a steady and ultimately propelling course. Even when the human drama occasionally crawled, nature's way continued to pivot and flourish from the narrative.The narrator is an enigma, and it is left to the reader to decide who is telling the story. However, the voice was also vague, with an ambiguity that was equivocal and unintended. In lesser hands, it would have undermined the story itself. But the author kept us gripped to the characters and events of the story's time period, enough to give less weight of importance on the storyteller.Similarities to Lolita are shallow and inadequate, easily a first observation but dispensed with as this story is more deeply analyzed. The names of many characters are provocatively utilized, also, in all their androgyny. This book merits discussion and debate; there are no concrete, handy answers--only steep steps to further examination and inquiry. ...more",Notes are private!,0,17,1,"Oct 04, 2011","Oct 16, 2011","Oct 04, 2011",,Paperback,view (with text),/book/show/10155571-lamb
700,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Those Across the River,"Buehlman, Christopher*",0441020674,9780441020676,B007F7SDOG,357        pp,3.71,"12,430","Sep 06, 2011","Sep 06, 2011",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"He has a poet's touch, but the story was overdone and underwhelming. I'd like to see this author write in the non-horror genre, since he actually has He has a poet's touch, but the story was overdone and underwhelming. I'd like to see this author write in the non-horror genre, since he actually has a gift that was wasted on this prosaic churning....more",Notes are private!,0,0,1,"Oct 04, 2011","Oct 05, 2011","Oct 04, 2011",,Hardcover,view (with text),/book/show/10772903-those-across-the-river
701,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ed King,"Guterson, David",0307271064,9780307271068,0307271064,320        pp,3.24,"1,966",2011,"Oct 18, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 04, 2011",not set,"Oct 04, 2011",,Hardcover,view,/book/show/10682800-ed-king
702,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Marriage Plot,"Eugenides, Jeffrey",0374203059,9780374203054,0374203059,406        pp,3.47,"120,972",Oct 2011,"Oct 11, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Kafka said, “A book must be the axe for the frozen sea within us.” Stories that bore holes, blasting through the ice and earth rather than piling moreKafka said, “A book must be the axe for the frozen sea within us.” Stories that bore holes, blasting through the ice and earth rather than piling more on top of a parched, idle field, has the capacity to alter the reader, produce a chemical reaction and transgress the space that has already been traversed.Eugenides’ revolutionary novel THE VIRGIN SUICIDES blew the dust off the languid spines of literature shelves and, although the context wasn’t new (suburbia, Baby Boom generation), his Greek chorus of narrators and laconic treatment of shocking and tragic events allowed the reader a lot of space to interpret and experience the inscrutability of the feminine mystique. He allowed questions to be more meaningful than answers. Although the five blonde virgin girls were archetypal, he bent the very signifier of archetype with great irony and paradox.MIDDLESEX, a Pulitzer winner in 2003, brought intersex issues to the forefront. Rose Tremain (among others) had tackled this previously, but the acclaim and mainstream success of Eugenides’ novel was unprecedented. The context of a Greek immigrant family’s history (Eugenides is also Greek) and the polarized male/female dyad was praised for its social commentary, penetrating prose, and androgynous style of narration.THE MARRIAGE PLOT is not groundbreaking or unpredictable. Eugenides makes familiar, even prosaic pit stops in this largely phallocentric, chick lit love triangle (but a loose triangle) set in 1982 on the cusp of graduation at Brown University, an academic institution which embraces postmodernism. Over-familiar themes get a boost because of the textual discussion of semiotics and Eugenides’ renegade, rogue prose style and levity, making the scholarly concerns accessible and thought provoking. The best parts of the book were the academic digressions.The story explores the thesis of deconstruction, attainment, and illusion, pursuing (that overwrought theme of) romantic love and individuation while coming-of-age within a specific social construct—in this book, the 80’s and on the continuum of feminism. Derrida and Barthes et al flood the pages and add the most exuberant boosts to a long-winded, sometimes stagnant storyline of Cupidity. The narrative and plot reduce romance to the banal, and to Jodi Picoult territory, but from a misogynistic window (however shrewdly disguised).Eugenides taunts the slings and arrows of hearts and broken hearts with such lyrical, fetching effusion that the journey is deceptively captivating, even while it ambushes you to a pre-ordained destination. He also explores the conundrum his female protagonist, Madeleine, faces in trying to reconcile feminism with her taste for Victorian love and literature, and her dependent tethering to a man-- her object of desire, Leonard. I was disappointed in the lack of new insight here, even though it was gussied up to parallel a formal construct of the title’s origin--18th and 19th century novels by Austen, Eliot, Henry James, and the Brontë sisters.Madeleine Hanna, an intelligent and exceptionally beautiful protagonist, is an archetype that doesn’t really stray from the time-honored territory, so as the story progresses, she is more watered down and reduced to making stock choices. Leonard, her lover, is bipolar, an often treatable disease, with complications-- the illness seduces its hostage into grandiose self-doctoring. However, Leonard’s narcissism, a personality disorder, wasn’t addressed philosophically or otherwise. His mood disorder was hammered relentlessly, though, and left nothing for the reader to imagine, which made it difficult to comprehend his charm, or relate to his illness, which eventually became stale. If the author purposely propelled us toward exhaustion with the illness (in order to illustrate its effect on others), he did a bang-up job. But, Eugenides, at the end of the day, condescends to the feminine mystique. This was one of Madeleine’s epiphanies (she is talking about Leonard’s male anatomy):“…almost a third presence in the bed. She found herself sometimes judiciously weighing it in her hand. Did it all come down to the physical, in the end? Is that what love was? Life was so unfair. Madeleine felt sorry for all the men who weren't Leonard."" She also referred to Leonard's endowment as ""Mr. Gumby.""A shopworn and not terribly gifted “aha” moment, considering Eugenides' talent. Eugenides overindulges in the shock and awe, blow by blow plight of Leonard’s illness, considering the 500 or so pages of text, so that Leonard drifts into caricature. Madeleine’s insights, far from dawning, felt rehearsed by the author, even fusty. Moreover, Leonard’s bandana-wearing, manic, tobacco-chewing, intellectually doddering self appears to be a smarmy take on David Foster Wallace, but not very convincing, outside the superficial attributes.Mitchell Grammaticus, the seeker, journeys to Europe and India to find some answers to his Gnosticism and inculcate the mysticism he desires; his unrequited love to Madeleine is supplanted by his ability to mine and discover the self independently, something Madeleine’s character doesn’t evoke for herself. Still, there is little that Mitchell says or thinks that hasn’t been carved out before, although Eugenides does it with panache, as he is a first-class prose artist. There are also tendrils of his peer, Jonathan Franzen, in his style.Just about every choice Madeleine makes is in response to men, not guided by anything individual. That may be realistic, in this story, and in Eugenides’ eyes, but when I think of outstanding literature, Kafka’s statement comes to mind. Eugenides’ latest has been so preliminarily lauded and celebrated that it is already a sacred cow, and risky to criticize. FSG rented a billboard in Times Square, something stationary and ingrained for motorists and pedestrians to pass every day. Hailed as iconic, as well as iconoclastic, Eugenides' achievements precede this book. For this reader, he was skating on slick and thin ice, without cutting or boring through, but with an urgent velocity that leaves you breathless and warm on the one hand, constricted and cold on the other. 3.5...more",Notes are private!,0,47,1,"Sep 29, 2011",Oct 2011,"Sep 29, 2011",,Hardcover,view (with text),/book/show/10964693-the-marriage-plot
703,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Grief of Others,"Cohen, Leah Hager",1594488053,9781594488054,1594488053,384        pp,3.34,"2,929",2011,"Sep 15, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What is grief? It has no physical properties, but it fills a room, a life, many lives, and creates pain. It's bigger than a boulder, but is amorphous.What is grief? It has no physical properties, but it fills a room, a life, many lives, and creates pain. It's bigger than a boulder, but is amorphous. You can't domesticate or quarantine grief, but it can isolate, alienate, afflict. The sun rises and sets, our shadows shorten and lengthen, but grief reaches into darkness and obscures the light. Its stride is long and its span is spacious, but it has no measure. Grief is timeless, but time heals, according to the maxim.This novel is about a family whose grief is palpable in every room, in every sigh, but they aren't discussing their shared mourning. Its presence is living proof, and it is kindling the death of love and connection. Paradoxically, this loss of connection is so perceptible that they are all hung together in an imperceptible noose, connected in sorrow. Hope is a tenuous flame fluttering in a precarious wind.The Ryries of upper state NY each have a story that funnels into the larger story of their family life. John entertained the gypsy life of theatric design, and when his wife, Ricky, the financial engineer, put her foot down, he got a steady job at a local community college. Ricky earns a corporate paycheck, but is resentful of John's more laid back and essentially fun job. Truly, the resentments build both ways, and when tragedy strikes, they fail to lean on each other in a healing manner. Damaging secrets come out later, and lead to sequestered grieving. On top of all that, a visitor comes--a blast from the past, someone who is part of the presence of everything.John and Ricky's daughter, Biscuit (Elizabeth), is a sixth-grader, hoarding a book from the library on the ritual burying and funereal practices of worldwide cultures. Her brother, Paul, is thirteen and in a very awkward phase, subject to relentless school bullying. Enter Gordie and his dog, Ebie, who meet Biscuit down by the river. Biscuit is doing who-knows-what with ashes and bone and an egg, and gets pushed in the water by Ebie. The drying off process leads to Gordie and Ebie meeting the whole Ryrie family and their visitor. The multivalent chorus of the theme and story whorls around all these characters, and their private anguishes and public displays of untidy and unresolved grief keep the reader engaged until the suspenseful resolve.Cohen has a knack for the ""mot juste,"" Flaubert's term for the exact right word. She is a magician with words, metaphors, and imagery. The sentences and passages are delicate and edgy, muscular and creamy. Every felicitous line is meaningful and enchanting. Moreover, her tone and mood is suggestive and tender without sentimentality; you feel with the characters and move with the story.The drawback is within the primary thread of the set-up. Ricky makes a decision, setting up the initial complexity of her tragedy, that is impossibly difficult to swallow, and it becomes a thorn in the story's authenticity. Although the author braids it into a beautiful circle, and creates a provocative sense of discovery of human nature--a discovery that is genuine and believable--the logistics of penning this structure in order to lead to this enlightenment requires a quantum leap of disbelief suspension.However, this is a book I would recommend to literature lovers who enjoy ripe, eloquent domestic dramas. Cohen's impressive curvature of prose and fluent, credible understanding of grief and all its counterintuitive responses and follicular journey, carry the reader into places beyond the bend. THE GRIEF OF OTHERS ultimately illuminates the grace of self and unity with being and beings....more",Notes are private!,0,3,1,"Sep 24, 2011","Sep 26, 2011","Sep 24, 2011",,Hardcover,view (with text),/book/show/10733655-the-grief-of-others
704,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Cat's Table,"Ondaatje, Michael",0307700119,9780307700117,0307700119,269        pp,3.61,"26,486","Oct 04, 2011","Oct 04, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Elegiac, enigmatic, eloquent, elegant, evocative, ethereal. And another E for exemplary. Award-winning author Michael Ondaatje is certainly one of theElegiac, enigmatic, eloquent, elegant, evocative, ethereal. And another E for exemplary. Award-winning author Michael Ondaatje is certainly one of the most commanding, gifted, and original authors alive today, a poetic and lyrical writer who constructs stories with piquant, vivid imagery and interleaving, nonlinear storylines, and presents subtle motifs throughout his stories that bring you closer and closer to the emotional core of his characters. This novel has a circular feel, a sense of descending into deeper cavities and ascending from them, too. Although not a character-driven or plot-driven story, the cast is richly exotic, with a Dickensian resonance, and each character is indelibly painted and imprinted on the reader's eye and ear. As you move closer to the close of the novel, you will feel it mounting and ripening; danger, tension, and internal struggles burst like sunset over a ruthless day.As the cover suggests, much of THE CAT'S TABLE takes place on a ship, a journey in the 1950's where the protagonist moves from his home in Ceylon (Sri Lanka since 1972) to England. At only 11, he is immersed in childhood, and his perspective of adults, especially when reflected upon decades later, is shrouded in doubt, dreams, fantasy, longing, and desire. Ondaatje limns the thin line between contrasts, such as childhood/adulthood, freedom/captivity, memory/history, fact/fiction. This is a highly interpretive novel, with few concrete answers, a richly open-ended journey that, like much distinguished and superlative literature, invites the reader to weave his/her own personal experiences with the narrative at hand.The text is like resin in the hands'turning the pages of the book, I sensed the underground botanical garden in the bowels of the ship, the smell of the burning hemp from one passenger's cabin, the seawater splashing on the deck. There's an effect of expansiveness mixed with confinement throughout, which is, to this reader, the very thrill of this book. You will imagine the starry black sky and a crescent moon, the briny odor of the sea, the lanterns swaying and twinkling like stars, the whistles and calls of the maritime, the shadowy passageways underground.This beautiful, epic story feels both close and faraway, like our memories. ...more",Notes are private!,0,11,1,"Sep 21, 2011","Sep 23, 2011","Sep 21, 2011",,Hardcover,view (with text),/book/show/10335457-the-cat-s-table
705,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,You Deserve Nothing,"Maksik, Alexander",1848545703,9781848545700,1848545703,323        pp,3.56,"4,249","Aug 30, 2011","Sep 15, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"In existential philosophy, the words ""You deserve nothing"" are not reproachful. Rather, they define human responsibility and imperative, and the fundaIn existential philosophy, the words ""You deserve nothing"" are not reproachful. Rather, they define human responsibility and imperative, and the fundamental freedom to choose (versus the determinist ideology of fate). Essence comes after existence, not before. Human beings encounter themselves, surge up in this world, and have the burden of choice. We are not blobs of fate and destiny powered by an outside, ontological force. We are that force; there is no karmic essence--the world, as such, is a disinterested place, and we ascribe meaning to life and thrust ourselves into it. Existentialism 101.At the International High School of France, in Paris, American teacher William Silver is the conferred noblesse oblige--a school celebrity, hero, icon. It is the eve of America's invasion of Iraq, a time of protest and passionate politics. He is the teacher (most) everyone adores, wants to be near, or wants to be. Self-contained, attractive, charismatic, eloquent, inflammatory--he's the thinking-person's pinup of appeal and intellect. Students here are privileged, wealthy, and well traveled. They worship him, one despises him with jealous contempt, and another, who isn't in any of his classes, adores him with limpid gazes and lust.A crude, angry Dubliner, Colin, gradually finds his voice in Will's classroom, as do others who engage with new eyes with the world-at-large. Will teaches English Literature, particularly existential heavyweights, and invites an atmosphere of egalitarian challenge. Warning--a philosophy scholar may be peeved that whole passages are airlifted from Camus and Sartre. But Maksis does it with such élan that it is forgivable. It's an existential story within the context and milieu of existential academia.This swift, compelling novel is told in alternating chapters by three characters. There's student Gilad, who despairs his life at home--a cycle of abuse his mother endures and refuses to relinquish. He seeks a father figure and a hero, and Will is the Silver lining on his cloudy days. Gilad and Will witness a transforming, violent moment at the commuter train station, while waiting for the train for school, which sanctifies Will's status in Gilad's eyes.Marie is a French student at the ISF, but not in Will's class. She met him at a party the summer before senior year, and flirted heavily with him when they were drunk. Her derisive mother continually admonishes her, makes her feel diminished, and Marie is hungry for adult approval. Marie's best friend, Ariel, who she actually despises, is a superficial tart--beautiful but vapid, a control freak who wants everyone to notice her. Marie confides in Ariel, which is perplexing on a rational level, but understood within the angst of labile teen behavior.Then there's Will, the locus of the story. Will struggles with being an example of what he teaches; he is standing on the precipice of his life as the cracks begin to appear. He faces moral junctures that could be ruinous, and his image is colliding with his actions.The novel starts off whimsically witty, with a light touch--and initially threatens to be aimed at younger readers. The bedrock of the story is a boilerplate campus drama--a triangle, or several that overlap, and forbidden temptations. As the story progresses, the reader becomes cognizant of an informed story of provocative turmoil and a crisis of ethos. With an effortlessly lyrical cadence, quotable passages that melt in your mouth like warm custard, and human aches that lodge in your heart like stones, this luminous debut brims with pathos and spills with questions--how do we live, how do we choose, and what price freedom? Exhilarating and vibrant....more",Notes are private!,0,20,1,not set,"Sep 20, 2011","Sep 21, 2011",,Paperback,view (with text),/book/show/9777374-you-deserve-nothing
706,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Trackers        (Lemmer #2),"Meyer, Deon",0307360164,9780307360168,0307360164,496        pp,3.91,"2,473",2011,"Sep 06, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Many thrillers are about saving humanity, not necessarily inhabiting it. Maverick heroes are replicated from types previously established in classic iMany thrillers are about saving humanity, not necessarily inhabiting it. Maverick heroes are replicated from types previously established in classic iconic stories. Villains are cut from generic, barbaric cloth--the more psychopathic and gruesome, the better. Character and language are sacrificed for plot and standard themes, and the admirable hero/ine (or noble anti-hero/ine) saves the world. Gosh, with the hundreds of thrillers published each year (month?), the human race is lucky to be alive.Enter the intelligence and nuance of South African novelist, Deon Meyer, whose arresting thrillers open and close with crackle and character. The plot doesn't proceed without the evanescence and development of his mosaic cast. Each primary protagonist of the three distinct stories in TRACKERS has an enigmatic personality, a moral imperative, and palpable inner conflicts--and Meyer winds the three plots into a robust and ropy overlap. Plot and story move in tandem with character, and discovery is united with exposure.Characters are the key to open every dark path and locked password. The veld shimmers; you'll be Wiki-ing the Great Karoo and the black rhino. You won't want it to end. That's assured--you will be breathless for more--for the next page, the subsequent chapter, the following installment. Meyer created a hybrid of stand-alone and series--a few characters from former novels, and at least one that isn't done yet. One track in each.TRACKERS is Meyer's most complex, tightly controlled, and literary novel to date, with an ending so exhilarating yet sublime that you will be pondering it for days. I have been an ardent fan for the past four books, but Meyer has not only eclipsed himself, he has outshone the towering abundance of other thrillers on the market.His biting social commentary doesn't feel like a mouthpiece manipulation--it is woven in to the sharp observations of the various characters, such as Mat Joubert, the PI of the third story, a former member of SAPS gone corporate-private, and wrestling with middle-age ennui. Also, his passionate love for his wife is delightful.Meyer's mastery of language and poetic expression is channeled through the character of Milla Strachan, the would-be writer and lover of words, a forty-year-old survivor of spousal abuse whose grown son takes her for granted. Meyer inhabits Milla with sinewy ease; his ability to express his primary female character is haunting, and Milla's choices feel organic (like the rest of the cast).And then there is troubled Lemmer, who fans will remember from Blood Safari; Becker, an opaque swashbuckler; and Flea, his darkest of all female characters, a cipher. There's an offstage man, Danie, a cryptic, integral fellow who is revealed through other characters, such as his wife, his boss, and his employees--but who is he? Moreover, references to a primary protagonist from Thirteen Hours is intriguing to those of us who read it, because it engages us with a sense of continuity. And there are some secondary, beguiling characters who you're sure you'll see again.There's no reason to tell you the plot here. Just a few nods to Meyer's intrepid storytelling--he creates three different stories that keep you riveted, and you gradually stop wondering how, why, where, or when this all combines. You trust him, and after the first fifty pages or so, you stop worrying about remembering the plethora of names (it does settle down).Also, there's a wonderful glossary in the back, an education in itself. I wish I had known about it before I started reading. Laura Seegers translates from the original Afrikans with seamless authority. There are eleven official languages of South Africa, and her choice inclusions of slang, acronyms, and phraseology create an indelible atmosphere.Words like asseblief--it means ""please,"" or bergie, which is a homeless person living on the side of Table Mountain. And oom, a form of respectful address, like ""uncle."" Spoor means ""track,"" the mark a wild animal leaves in the bush. (All this and more in the glossary.) Also, heading the chapters of Lemmer's story are short sentences from Louis Liebenberg's THE ART OF TRACKING. After all, this book is about tracking--animal tracking, surveillance, and detective tracking. Okay, now you have it.Of all Meyer's books, this has the most global of contexts, ultimately. It is surely the most exciting. The fat lady doesn't sing, either--she whispers. ...more",Notes are private!,0,5,1,not set,"Sep 19, 2011","Sep 21, 2011",,Paperback,view (with text),/book/show/9552271-trackers
707,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Family Fang,"Wilson, Kevin*",0061579033,9780061579035,0061579033,320        pp,3.62,"30,824","Aug 09, 2011",Aug 2011,did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The more time that passes, the more I dislike the book, and am flummoxed that this insensate drivel was the darling of the publishing industry when itThe more time that passes, the more I dislike the book, and am flummoxed that this insensate drivel was the darling of the publishing industry when it was released. The prose was nothing more than serviceable, and the characters of Caleb and Camille were caricatures. What stands out, and kept me reading (and hoping) till the end, was the bond between Buster and Annie. I kept waiting to be moved or fastened. Instead, I experienced a penetrating boredom, and when the ludicrous, melodramatic denouement materialized, I was freed from my numbness sufficiently to say, ""This silly puppy is finally going to quit barking."" That's what it was--silly, juvenile.In order to step into a book, you have to believe the premise, or the premise must have a ring of authenticity. The ""performance art"" of Caleb and Camille should have aroused me in some way. But it didn't. I didn't believe that the MacArthur Foundation and other Arts Councils had awarded them thousands of dollars for their stunts--that's all they were--and puerile, at that. They did not impress me as anything more than grubby teenage pranks or, at the most, fraternity hazing behaviors. Just about every single, ahem...""performance act"" was shopworn. I'd either heard about it, seen it, or read about it somewhere else.A huge disappointment for me, but I know I am in the minority here. What to say? Viva la difference!...more",Notes are private!,2,121,1,not set,not set,"Sep 14, 2011",,Hardcover,view (with text),/book/show/10149142-the-family-fang
708,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cain,"Saramago, José",0547419899,9780547419893,0547419899,159        pp,3.97,"28,995","Oct 18, 2009","Oct 04, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"God is ineffable, say his disciples. In Saramago's recreation of the old testament, god is snide, foppish, vicious, capricious, puerile, contemptuous,God is ineffable, say his disciples. In Saramago's recreation of the old testament, god is snide, foppish, vicious, capricious, puerile, contemptuous, crabby, and a slouch at multi-tasking (and no iconic capital letters for this merry band of pranksters). This short but adventure-packed novella presents a new twist on the story of cain, the fratricidal brother. Weed out all the boring parts of Genesis, feature all the greatest hits, and place cain as the ubiquitous character. Actually, cain even shows up at events that god is too distracted to attend (and his angels are stuck in traffic?).In addition to being an erudite little gem, this story is full of slicing irony mixed with slapstick humor and dry, bone-dry, desert-dry wit. He's too subtle to just rant on the lord. Saramago seems to be peeking out of the corners of the pages, winking at the reader, offering a sly smile. As an arch example, Eve calls herself the First Lady of Paradise.Saramago, who won the Nobel Prize for Literature in 1998, was an ardent atheist, who said that the Bible is a handbook of bad morals. He also impugns a ""cruel, jealous, and inhumane God (who) exists only in our heads."" In 1992, a scandal erupted after The Gospel According to Jesus Christ was published, whose characterization of God didn't conform to certain pieties, so Saramago happily moved to the Spanish Canary Islands, where he lived until his death in 2010. He didn't think CAIN would offend Catholics, though, ""because they don't read the Bible.""This is his final contribution to the world of literature. Although not his most superlative--by definition it is contained--it is still masterful, and had me laughing with glee at intervals. Check out his 1995 Blindness for a novel of unsurpassed beauty, staggering tragedy, and stunning redemption....more",Notes are private!,0,22,1,not set,"Sep 09, 2011","Sep 13, 2011",,Hardcover,view (with text),/book/show/10086782-cain
709,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Trackers,"Meyer, Deon",080211993X,9780802119933,080211993X,488        pp,3.91,"2,473",2011,"Sep 06, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Many thrillers are about saving humanity, not necessarily inhabiting it. Maverick heroes are replicated from types previously established in classic iMany thrillers are about saving humanity, not necessarily inhabiting it. Maverick heroes are replicated from types previously established in classic iconic stories. Villains are cut from generic, barbaric cloth--the more psychopathic and gruesome, the better. Character and language are sacrificed for plot and standard themes, and the admirable hero/ine (or noble anti-hero/ine) saves the world. Gosh, with the hundreds of thrillers published each year (month?), the human race is lucky to be alive.Enter the intelligence and nuance of South African novelist, Deon Meyer, whose arresting thrillers open and close with crackle and character. The plot doesn't proceed without the evanescence and development of his mosaic cast. Each primary protagonist of the three distinct stories in TRACKERS has an enigmatic personality, a moral imperative, and palpable inner conflicts--and Meyer winds the three plots into a robust and ropy overlap. Plot and story move in tandem with character, and discovery is united with exposure.Characters are the key to open every dark path and locked password. The veld shimmers; you'll be Wiki-ing the Great Karoo and the black rhino. You won't want it to end. That's assured--you will be breathless for more--for the next page, the subsequent chapter, the following installment. Meyer created a hybrid of stand-alone and series--a few characters from former novels, and at least one that isn't done yet. One track in each.TRACKERS is Meyer's most complex, tightly controlled, and literary novel to date, with an ending so exhilarating yet sublime that you will be pondering it for days. I have been an ardent fan for the past four books, but Meyer has not only eclipsed himself, he has outshone the towering abundance of other thrillers on the market.His biting social commentary doesn't feel like a mouthpiece manipulation--it is woven in to the sharp observations of the various characters, such as Mat Joubert, the PI of the third story, a former member of SAPS gone corporate-private, and wrestling with middle-age ennui. Also, his passionate love for his wife is delightful.Meyer's mastery of language and poetic expression is channeled through the character of Milla Strachan, the would-be writer and lover of words, a forty-year-old survivor of spousal abuse whose grown son takes her for granted. Meyer inhabits Milla with sinewy ease; his ability to express his primary female character is haunting, and Milla's choices feel organic (like the rest of the cast).And then there is troubled Lemmer, who fans will remember from Blood Safari; Becker, an opaque swashbuckler; and Flea, his darkest of all female characters, a cipher. There's an offstage man, Danie, a cryptic, integral fellow who is revealed through other characters, such as his wife, his boss, and his employees--but who is he? Moreover, references to a primary protagonist from Thirteen Hours is intriguing to those of us who read it, because it engages us with a sense of continuity. And there are some secondary, beguiling characters who you're sure you'll see again.There's no reason to tell you the plot here. Just a few nods to Meyer's intrepid storytelling--he creates three different stories that keep you riveted, and you gradually stop wondering how, why, where, or when this all combines. You trust him, and after the first fifty pages or so, you stop worrying about remembering the plethora of names (it does settle down).Also, there's a wonderful glossary in the back, an education in itself. I wish I had known about it before I started reading. Laura Seegers translates from the original Afrikans with seamless authority. There are eleven official languages of South Africa, and her choice inclusions of slang, acronyms, and phraseology create an indelible atmosphere.Words like asseblief--it means ""please,"" or bergie, which is a homeless person living on the side of Table Mountain. And oom, a form of respectful address, like ""uncle."" Spoor means ""track,"" the mark a wild animal leaves in the bush. (All this and more in the glossary.) Also, heading the chapters of Lemmer's story are short sentences from Louis Liebenberg's THE ART OF TRACKING. After all, this book is about tracking--animal tracking, surveillance, and detective tracking. Okay, now you have it.Of all Meyer's books, this has the most global of contexts, ultimately. It is surely the most exciting. The fat lady doesn't sing, either--she whispers. ...more",Notes are private!,0,13,1,"Sep 13, 2011","Sep 19, 2011","Sep 13, 2011",,Hardcover,view (with text),/book/show/10478581-trackers
