,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Glee's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
426,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Let the Water Hold me Down,"Spurgeon, Michael",,,,unknown,4.24,105,"Jan 01, 2013",2013,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"An historical novel about Zapatista uprising in Chiapas in 1994. I know little to nothing about Mexican/Central American/South American history, so itAn historical novel about Zapatista uprising in Chiapas in 1994. I know little to nothing about Mexican/Central American/South American history, so it was all new to me. Also an exploration of relationships and how fragile they can be if we really don't appreciate the underpinnings, or perhaps to put it another way, how innocent we can be about each other. Local author who was kind enough to come to our book club, so a lot more background information than I usually get. Further local touch - it is a nice addition to the start-up publication arm of a local community college, so what's not to like?Pretty clear, straightforward prose - easy to read, although as most revolutions, painful, violent and bloody as hell at times....more",Notes are private!,0,0,1,not set,"Jan 12, 2014","Jan 20, 2014",,,view (with text),/book/show/17792198-let-the-water-hold-me-down
427,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Martian,"Weir, Andy*",0804139024,9780804139021,0804139024,384        pp,4.42,"1,121,211","Sep 27, 2011","Feb 11, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What a hoot. MacGyver on Mars. One of the most fun reads I've had in a long time. It does wander overlong at times on explanations of various improbabWhat a hoot. MacGyver on Mars. One of the most fun reads I've had in a long time. It does wander overlong at times on explanations of various improbable (and imaginative) solutions to unsolveable problems. Also hilarious.All of this is in support of an astronaut who is left behind on Mars by his fellow astronauts because they believe him dead, and they are escaping death themselves. This is one of those self-publishing success stories - the author put it out on Kindle for 99 cents, and after the glowing s poured in, Amazon pulled it and it is now available only in Audible. However, it is set to be published in hardback and re-released on kindle (but now $9.99, not $.99) in February 2014.The movie rights have been optioned already - I vote for Jeremy Renner to play our intrepid hero. There were many, many moments I was glad I didn't have any liquids in my mouth while listening, because it would have come out my nose and ears while I tried to stifle my laughing....more",Notes are private!,0,2,1,not set,"Dec 29, 2013","Dec 29, 2013",,Hardcover,view (with text),/book/show/18007564-the-martian
428,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Flora,"Godwin, Gail",1620401207,9781620401200,1620401207,278        pp,3.63,"4,253","May 07, 2013","May 07, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Wonderful prose, touching coming-of-age story of an almost twelve year old girl and the events of one summer that will haunt her for the rest of her lWonderful prose, touching coming-of-age story of an almost twelve year old girl and the events of one summer that will haunt her for the rest of her life. One of the most authentic first person narratives I can remember reading. Brutually honest and slightly creepy. It took me right back to my childhood, and that period where you know everything, and yet you are to discover you know nothing. The protagonist is truthful and unlikeable and has been orphaned by her mother, her grandmother (who stepped in when her mother died), and abandoned by her father in the summer of 1945.So, yes, she has issues, but she has a right to have them.Just a lovely and sad read. Echoes of Atonement for me....more",Notes are private!,0,0,1,not set,"Dec 21, 2013","Dec 21, 2013",,Hardcover,view (with text),/book/show/16034245-flora
429,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fuzzy Nation,"Scalzi, John*",,,B00502PI64,6        pp,4.13,"30,413","May 10, 2011","May 10, 2011",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Too cute by half. Or more. Really wanted to like it - actually liked the plot, but nothing very original there. The dialog was just a tad off - the kiToo cute by half. Or more. Really wanted to like it - actually liked the plot, but nothing very original there. The dialog was just a tad off - the kind of snark I usually like, but just... off. Sort of like harmonizing a half note sharp (or flat, depending on your inclination). At any rate, instead of being clever, over time it became grating.Some of the blame belongs with the narrator, however. As cute as Wil Wheaton was as Wesley Crusher and the kid in Stand By Me, it just doesn't translate for me here. I think it is because he doesn't (maybe isn't able to?) vary his modulation, pitch, or speech with different characters. So, sort of cute, but not a very satisfying read/listen....more",Notes are private!,0,0,1,not set,"Dec 12, 2013","Dec 15, 2013",,Audiobook,view (with text),/book/show/12605487-fuzzy-nation
430,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Language of Flowers,"Diffenbaugh, Vanessa*",034552554X,9780345525543,034552554X,323        pp,4.09,"221,661","Aug 23, 2011","Aug 23, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A remarkable first novel. I can't remember the last time that I read a book that truly explored new territory for me. This book had two such areas: foA remarkable first novel. I can't remember the last time that I read a book that truly explored new territory for me. This book had two such areas: foster care and the language of flowers, which was a Victorian notion of communication by using the meaning of flowers. (It isn't only a Victorian notion, but it seems to have had a heyday back then.)The story is told from the point of view of a young woman who is aging out of foster care at 18, and who is very emotionally fragile. It was tough going in the first few chapters because the first person point of view feels like an alien mind, and also because the chapters flip back and forth between current day and a period about ten years ago.My main difficulty with the book, however, is that it was uneven. The first third was powerful and moved along quickly. The middle third slowed down, but was still compelling. The last part of the book felt forced into an ending - not so much because it ended up where it was headed, but more because it just ran out of steam. And the ending was also a bit contrived.Nonetheless, a good read, a heartwarming book, and a truly impressive first novel....more",Notes are private!,0,0,1,not set,"Dec 08, 2013","Dec 10, 2013",,Hardcover,view (with text),/book/show/10032672-the-language-of-flowers
431,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Five Days at Memorial: Life and Death in a Storm-Ravaged Hospital,"Fink, Sheri",0804128103,9780804128100,,18        pp,3.93,"34,642","Sep 10, 2013","Sep 10, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The mother of all Monday morning quarterbacking stories. A fascinating, horrifying account of what happened in Memorial Hospital in New Orleans when HThe mother of all Monday morning quarterbacking stories. A fascinating, horrifying account of what happened in Memorial Hospital in New Orleans when Hurricane Katrina hit and the events afterward as families and law enforcement officials tried to piece together why certain patients at Memorial had died. Or had possibly been murdered.The underlying problem with a forensic analysis of these kind of events is that the circumstances cannot, or at least should not, be ignored. A hospital that is flooded, has lost power, and is housing 7 or 8 community residents for every hospital patient (not to mention hundreds of their pets) is not a hospital anymore. Yet the staff of Memorial were held to a legal standard as though they had been able to continue functioning as a normally operating hospital would, and three staff were arrested on (second degree) murder charges. There were mistakes made. Tragic mistakes, and errors of judgment. However, there were other hospitals that had equally difficult and tragic outcomes, but no staff from those hospitals were arrested.It isn't an easy retelling, but it is thorough. And it serves to make you think about not judging before you know the fuller story. ...more",Notes are private!,0,0,1,not set,"Dec 24, 2013","Dec 03, 2013",,Audiobook,view (with text),/book/show/17705032-five-days-at-memorial
432,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Shining Girls,"Beukes, Lauren*",0316216852,9780316216852,0316216852,368        pp,3.54,"51,086","Apr 15, 2013","Jun 04, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This should have been a five star book for me. Time travel, murder mystery, and a multi-layered puzzle. A lot of it did work, but in the end, I just dThis should have been a five star book for me. Time travel, murder mystery, and a multi-layered puzzle. A lot of it did work, but in the end, I just didn't care very much. I liked the cleverness, but I just don't like/get horror. Evil that just exists doesn't make sense to me. Why was the house evil? Why was Harper Curtis evil? Why don't I care? It feels wrong to not like this book more, but I don't. It isn't bad, just not very compelling. A page turner without an emotional core. ...more",Notes are private!,0,0,1,not set,"Jan 08, 2014","Dec 03, 2013",,Hardcover,view (with text),/book/show/16131077-the-shining-girls
433,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"MaddAddam        (MaddAddam, #3)","Atwood, Margaret*",0385528787,9780385528788,0385528787,394        pp,4.02,"76,554","Aug 29, 2013","Sep 03, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Wonderful series. This has been billed as part three of a trilogy, but I don't think this is your normal trilogy. Instead of a chronological series, tWonderful series. This has been billed as part three of a trilogy, but I don't think this is your normal trilogy. Instead of a chronological series, this is more of a layering of information series. The first, Oryx and Crake, was enjoyable but had a very frustrating/ambiguous ending. The second, The Year of the Flood, was pretty much the same series of events, but told from a different set of characters' points of view. The ending was at the same plot point as the first, but with a bit more information. The third, Maddaddam, filled in lots of spaces and enriched the entire story. While it picked up where the first and second had ended, it had a lot of flashback information that again filled in many gaps in the main characters' histories.Taken together, a fabulous read. I feel comfortable now saluting Margaret Atwood. This is a masterful cautionary tale filled with rich characterizations, as well as a strong sense of place and time as humanity disintegrates (literally and figuratively).If you have the patience for it, this series is second to none. And, by the way, the prose is remarkable. Even if it weren't, these would be worth reading, but the writing is a wonderful bonus....more",Notes are private!,0,0,1,not set,"Dec 27, 2013","Dec 03, 2013",,Hardcover,view (with text),/book/show/17262203-maddaddam
434,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Knocking on Heaven's Door: The Path to a Better Way of Death,"Butler, Katy*",1451641974,9781451641974,1451641974,322        pp,4.12,"3,115","Jan 01, 2013","Sep 10, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A well done analysis of how medical technology is driving our medical system, which often results in horrific situations in end of life care. In thoseA well done analysis of how medical technology is driving our medical system, which often results in horrific situations in end of life care. In those circumstances (which are by no means rare), very little ""nursing"" goes on. It is one medical intervention after another, leading to something akin to torture for the person undergoing such ""care"", and destroying family and friends' attempts to allow a loved one to have a peaceful (but not necessarily painless) death. The toll in human suffering (in particular, for the family caregivers, usually an elderly spouse) is enormous -- not to mention the unbelieveable demands and consumption of Medicare and private/family resources.What I found instructive was that while I thought my family and I had covered most of the bases in planning for this - advanced directives, DNRs, etc., it turns out that once you make that 911 call, the medical establishment will in all likelihood ignore all your careful plans. This book has some useful specifics about how to combat that probability.The author recognizes the good that many of these devices have achieved, but makes a good case that the incentives for their use have been manipulated to result in their overuse.If you care about these issues, I'd recommend picking up a copy (or borrowing it from the library as I did)....more",Notes are private!,0,1,1,not set,"Nov 18, 2013","Nov 19, 2013",,Hardcover,view (with text),/book/show/16130658-knocking-on-heaven-s-door
435,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Year of the Flood        (MaddAddam, #2)","Atwood, Margaret*",0385528779,9780385528771,0385528779,431        pp,4.06,"124,785","Sep 22, 2009","Sep 22, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Well, that was interesting. It seems that Atwood got a lot of feedback about the ambiguous ending to Oryx and Crake, which she addressed by writing thWell, that was interesting. It seems that Atwood got a lot of feedback about the ambiguous ending to Oryx and Crake, which she addressed by writing this book. As such, the Year of the Flood is not really a sequel, but a different and deeper look at the events that unfold in Oryx and Crake. While the first book focuses primarily on two young boys/men, this book takes a much broader perspective with several different points of view of the events in Oryx and Crake.That said, I found the Year of the Flood much more satisfying. It unfolds in the same way, but instead of one unreliable narrator, there are (at least) two.One of the things I truly enjoyed was the development of the culture and mythology of the God's Gardeners sect, which was a counter-culture movement/group that despaired of the havoc that humans have visited on our planet. Atwood develops poetry, speeches, and a sense of the politics of that group which serves to deepen the story. It reminded me of the approach that Ursula LeGuin often takes - creating whole societies with their unique anthropological and ethnographical(?) roots.In this world, God's Gardeners recognize every day as a Saint's day. Some of the saints are obvious - Rachael Carson, Dian Fossey - but most are not. I really enjoyed visiting Wikipedia at the beginnings of every chapter to find out what a particular ""saint"" had contributed to a body of knowledge, usually environmental/green causes.I still remain puzzled by the impact Atwood's books have on me. While they are brilliant and often compelling, they are still somewhat remote, as though intellectual thought can create an almost physical barrier. Amazing writing, but not very accessible in the traditional sense.On to Maddadam....more",Notes are private!,0,0,1,not set,"Nov 11, 2013","Nov 11, 2013",,Hardcover,view (with text),/book/show/6080337-the-year-of-the-flood
436,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Endurance: Shackleton's Incredible Voyage,"Lansing, Alfred",,,078670621X,282        pp,4.44,"131,952",1959,1999,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A fabulous book. It shouldn't be. Books about unimaginable, longer-than-you-think-possible misery shouldn't be page turners. Especially when it is nonA fabulous book. It shouldn't be. Books about unimaginable, longer-than-you-think-possible misery shouldn't be page turners. Especially when it is nonfiction and you know how it turns out (presuming you avail yourself of Wikipedia).Ernest Shackleton was one of those intrepid British polar explorers that always begs the question, for me anyway, ""Why?"". What could possess a person to want to cross the continent of Antarctica (because Amundsen had already beaten him to the South Pole), and why would thousands of people compete for the privilege of accompanying him? [I do feel a bit disingenuous saying this, because earlier in my life, I would have given much to be a colonist on Mars or even the moon. But the poles never beckoned, even then. Now, I much prefer my couch and fleece blankets.]The author did a masterful job of extracting information from the daily journals that were kept by several of the crew, and even though I ""listened"" to the book, I raced to the library for the print copy when I realized that many, many pictures were included that had actually been taken by the expedition photographer. The narrator is also superb. Reading the journal entries by different authors, he does wonderful British posh, British workingman, soft Scottish burr, and nasal Aussie voices equally well.Even now, it is hard for me to believe that anyone actually survived this expedition, let alone the entire crew (well, minus some bits and pieces). These guys were perpetually wet in temperatures below zero. I did live in Alaska for a while, and I was given to understand being wet was death at sub-zero temperatures. So I still don't get it. But the fact is, they did survive. Somehow. Reading the book is like being there - except, as I mentioned, I was dry and warm and on my couch, not wet - damp or soaked, trying to sleep in a rotting sleeping bag, on starvation rations (of dog kibble and seal meat), day after day, month after month - watching the ship get crushed by the ice, then drifting on ice floes, with hurricane gale winds, etc etc.I'll never make fun of British fops again. Well, until I watch Monty Python again....more",Notes are private!,0,1,1,not set,"Nov 05, 2013","Nov 06, 2013",,Hardcover,view (with text),/book/show/139069.Endurance
437,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Spider Woman's Daughter        (Leaphorn  & Chee, #19)","Hillerman, Anne*",0062270486,9780062270481,0062270486,301        pp,4.01,"14,125","Oct 01, 2013","Oct 01, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A very good attempt by Tony Hillerman's daughter to pick up the stories of Leaphorn and Chee. Used (maybe a bit overused) the travelog aspects, but niA very good attempt by Tony Hillerman's daughter to pick up the stories of Leaphorn and Chee. Used (maybe a bit overused) the travelog aspects, but nicely roped in an old case to form the basis of this mystery.I have missed these books, and it was nice to revisit the Four Corners area and the Navajo Nation. I hope Anne Hillerman does another....more",Notes are private!,0,0,1,not set,"Oct 28, 2013","Oct 28, 2013",,Hardcover,view (with text),/book/show/17349269-spider-woman-s-daughter
438,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Winter Sea        (Slains, #1)","Kearsley, Susanna*",0749080973,9780749080976,0749080973,527        pp,4.10,"66,163","Sep 22, 2008",2010,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Gabaldon lite. And I mean that in the best way. For anyone missing Jamie and Claire until the next Outlander book (not to mention the Starz series) coGabaldon lite. And I mean that in the best way. For anyone missing Jamie and Claire until the next Outlander book (not to mention the Starz series) comes out next spring, this is a fun read that hits some of the same historical/emotional territory.Character development is much weaker, but Gabaldon's had about 7000 more pages to develop hers. All in all, an enjoyable book. For those of you who have wondered about the Jacobite risings prior to the one that disasterously ended in Culloden, this is set about 40 years earlier.I was easily suckered into caring, sighing, and crying....more",Notes are private!,0,0,1,not set,"Oct 23, 2013","Oct 25, 2013",,Hardcover,view (with text),/book/show/3392089-the-winter-sea
439,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Oryx and Crake        (MaddAddam, #1)","Atwood, Margaret*",,,B00BG7FJFC,389        pp,4.01,"266,520","Apr 22, 2003","Mar 30, 2004",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Truly conflicted on this one. I enjoyed reading it, but not for (I suspect) the reasons the author had in mind. While the characters were repellent, ITruly conflicted on this one. I enjoyed reading it, but not for (I suspect) the reasons the author had in mind. While the characters were repellent, I found myself sucked into the adolescent humor and the silly naming of various products....Oryx and Crake is a horror story about (what could possibly go wrong?) genetic manipulation/engineering, wrapped around a (not believeable) love triangle. There is much wonderous word-smithing in pursuit of this cautionary tale. But what ultimately captured me (in contrast to another horror/dystopian/more famous novel by Atwood - A Handmaid's Tale) was the humor. The two adolescent (and no, they never really grow up) boy/men are disgusting and hilarious in their pursuit of empty pleasures. A Handmaid's Tale had no humor, at least that I recognized.(Could I possibly throw in more parenthetical asides....sheesh.)At times it was a page turner. At times it was just depressing. But I kept coming back and I kept enjoying reading it. So that's probably enough for me to read the next two in this (loosely defined, I think) trilogy....more",Notes are private!,0,1,1,not set,"Oct 17, 2013","Oct 25, 2013",,Paperback,view (with text),/book/show/46756.Oryx_and_Crake
440,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Alas, Babylon","Frank, Pat",0060741872,9780060741877,0060741872,323        pp,4.08,"45,578",1959,"Jul 01, 2005",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I was enthralled by this book when I was 12 years old. Now, not so much. It is too much a product of its time - 1959. Post Sputnik, but before our ownI was enthralled by this book when I was 12 years old. Now, not so much. It is too much a product of its time - 1959. Post Sputnik, but before our own (USA) space program flourished. What made it impossible to enjoy, however, was the casual racism and sexism that were prevalent in that time. Too jarring.A good cautionary tale for 1959, not so hot for 2013....more",Notes are private!,0,0,1,not set,"Oct 06, 2013","Oct 24, 2013",,Paperback,view (with text),/book/show/38169.Alas_Babylon
441,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Blood of Tyrants        (Temeraire, #8)","Novik, Naomi*",0345522893,9780345522894,0345522893,432        pp,3.99,"14,032","Aug 13, 2013","Aug 13, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Sad to say this three stars is probably a bit of a gift. I have enjoyed the company of Temeraire and Will Laurence so much in the past, though, Novik Sad to say this three stars is probably a bit of a gift. I have enjoyed the company of Temeraire and Will Laurence so much in the past, though, Novik has earned it. About two thirds of the book feels like filler - only the last third follows Napoleon's attempt to subdue Russia. And that is pretty interesting - always interesting to see how Novik takes actual history and weaves in the dragon component. I'll keep reading these as long as she keeps putting them out. It may not be possible to recapture the magic in the first three books, but still pretty good....more",Notes are private!,0,0,1,not set,"Oct 06, 2013","Oct 07, 2013",,Hardcover,view (with text),/book/show/16156292-blood-of-tyrants
442,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Joyland,"King, Stephen*",1781162646,9781781162644,1781162646,285        pp,3.93,"158,508",2013,Jun 2013,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Not his best. Easy, uncomplicated read. But not much there.",Notes are private!,0,0,1,not set,"Sep 24, 2013","Sep 25, 2013",,Paperback,view (with text),/book/show/13596166-joyland
443,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Shaman,"Robinson, Kim Stanley",0316098078,9780316098076,0316098078,456        pp,3.75,"4,452","Sep 03, 2013","Sep 03, 2013",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Gave it 120 pages before giving up. Several interesting ideas, but just felt like I was slogging through quicksand. I've enjoyed several of Robinson'sGave it 120 pages before giving up. Several interesting ideas, but just felt like I was slogging through quicksand. I've enjoyed several of Robinson's novels, but this isn't going to be one of them....more",Notes are private!,0,0,1,not set,not set,"Sep 12, 2013",,Hardcover,view (with text),/book/show/17669062-shaman
444,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Cold Day for Murder        (Kate Shugak, #1)","Stabenow, Dana*",042513301X,9780425133019,042513301X,208        pp,3.75,"16,227","Jun 01, 1992","Jun 01, 1992",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I've always been intrigued by this series, but had never gotten to it. Now I have, and I'm glad. The crime mystery was decent in its own right, but foI've always been intrigued by this series, but had never gotten to it. Now I have, and I'm glad. The crime mystery was decent in its own right, but for me the payoff is that this is a valentine to Alaska with its beauty as well as its harshness as reflected through the people who live there.I lived in the Fairbanks area for a short time a long time ago. I had never seen such natural beauty (nor have I since). And the people - aboriginal, Russian fur trader descendants, lower 48 transplants, and their intermixed offspring make for an interesting, frustrating brew. Shy, retiring types need not apply.This novel explores the tensions between cultures and the various assimilations of all groups toward an Alaskan ""type"" that is played out through the architecture of a murder mystery, and does it well. Stabenow has created a wonderful protagonist and surrounded her with a terrific and colorful supporting cast. Here's to Kate Shugak.... I intend to visit her again.PS While I listened to this as an audiobook, I noticed that it is a free Kindle book. At least for now it is....more",Notes are private!,0,0,1,not set,"Aug 23, 2013","Aug 24, 2013",,Mass Market Paperback,view (with text),/book/show/271295.A_Cold_Day_for_Murder
445,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,H2O,"Belateche, Irving*",0984026533,9780984026531,B00A447DDE,200        pp,3.25,646,"Nov 01, 2012","Nov 08, 2012",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"First half of book was OK, but not great. The balance was pretty lame. Oh well, got what I paid for - a free Kindle special.... At least it was short.",Notes are private!,0,0,1,not set,"Aug 22, 2013","Aug 22, 2013",,Kindle Edition,view (with text),/book/show/16899271-h2o
446,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dust        (Silo, #3)","Howey, Hugh*",1490904387,9781490904382,1490904387,458        pp,4.24,"97,168","Aug 17, 2013","Aug 17, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Slipped a little from the first two (Wool, Shift) but still very good. I will warn any potential readers, however, George R.R. Martin has nothing on HSlipped a little from the first two (Wool, Shift) but still very good. I will warn any potential readers, however, George R.R. Martin has nothing on Hugh Howey in terms of body count....The ending felt a bit forced, but a good ending. And on the other hand, lots of potential to pick up where this leaves off...hope Mr. Howey does so....more",Notes are private!,0,0,1,not set,"Aug 18, 2013","Aug 19, 2013",,Paperback,view (with text),/book/show/17855756-dust
447,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Own Kind of Freedom: A Firefly Novel,"Brust, Steven*",,,,168        pp,4.01,677,2008,2008,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"For those of you who miss Firefly...This book was written on spec but not picked up by Universal (or whatever movie studio it was) for a movie tie-in/For those of you who miss Firefly...This book was written on spec but not picked up by Universal (or whatever movie studio it was) for a movie tie-in/lead-in (?) before the Serenity movie was released.It is set between the end of the short-lived series and the movie, and reading it feels like getting a bonus episode of the series. So, if you've been hankering for a fix of Mal, Zoe and all the kids in the 'verse, snap this up. BTW, did I mention it is free? And fun?...more",Notes are private!,0,0,1,not set,"Aug 15, 2013","Aug 16, 2013",,ebook,view (with text),/book/show/2788448-my-own-kind-of-freedom
448,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Divergent        (Divergent, #1)","Roth, Veronica*",0062024035,9780062024039,0062024035,487        pp,4.14,"3,974,429","Apr 25, 2011","Jan 01, 2012",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Finally, a YA dystopian blah blah blah that I didn't much care for. The book is based on an interesting premise - people are living in groups based onFinally, a YA dystopian blah blah blah that I didn't much care for. The book is based on an interesting premise - people are living in groups based on personality traits such as kindness, bravery or honesty. But sadly, the author didn't/couldn't do much with the idea. World building and character development are almost nonexistent.The one thing that might make this work is that the target audience is young adult. I can imagine members of that target group with their limited life experiences being captured by this ""big idea"". I'm not saying that snarkily, rather that good YA novels like Hunger Games and Wool are multilayered and can be enjoyed on a fairly superficial level, or can be appreciated for the levels that are incorporated beyond the obvious teenager in distress in a sucky world....more",Notes are private!,0,0,1,not set,"Aug 03, 2013","Aug 14, 2013",,Paperback,view (with text),/book/show/13335037-divergent
449,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Jerusalem Gap,"Pearson, T.R.*",0615398650,9780615398655,0615398650,140        pp,4.26,547,"Sep 01, 2010","Sep 01, 2010",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"In addition to the beautiful prose, I simply loved the author's sly observations about people, life, dogs, and nature.Reading this book was like listeIn addition to the beautiful prose, I simply loved the author's sly observations about people, life, dogs, and nature.Reading this book was like listening to a comedian who loves people. All kinds of people. Don't get me wrong, he has disdain for some, but of course, they deserve it!Here's the publisher's blurb - I usually don't agree with them, and I could quibble with this, but you'll get the gist:""Donald Atwell didn't want a dog. He already had an ex wife, a balky truck, and a cat that was part Persian and part Taliban. But when a whiskery Blue-Ridge hillbilly put his puppy out on the side of the road, Donald didn't have much choice but to pick her up and take her in. Jerusalem Gap is the story of what happened next. Of how, in saving a mutt, one prickly old cuss saved himself a little as well. An Old Yeller for the 21st century, Jerusalem Gap is for anyone who's ever loved a four-legged pal.""Besides, you can get it on Kindle for 99 cents. I will be reading more T.R. Pearson, even if it isn't free, or actually costs me more than 99 cents....more",Notes are private!,0,0,1,not set,"Aug 02, 2013","Aug 14, 2013",,Paperback,view (with text),/book/show/10712192-jerusalem-gap
450,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Shift        (Silo, #2)","Howey, Hugh*",,,B00B6Z6HI2,579        pp,4.12,"105,701","Jan 28, 2013","Jan 28, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"In my continuing pursuit of all things in YA post-apocalyptic dystopian novels, this is the second of a proposed trilogy - the first book was Wool.SomIn my continuing pursuit of all things in YA post-apocalyptic dystopian novels, this is the second of a proposed trilogy - the first book was Wool.Somewhat of an aside - in the self-publishing/e-book publishing world, this series is a major breakthrough. It's worth just looking up the history of this series and its origins for the little engine that could story. I first heard of it on one of NPR's Science Book Club podcasts - the host mentioned his family was reading/enjoying it, and that the first part of Wool was available for free via Kindle. So, in my other continuing pursuit - all free stuff - I downloaded it for free and was hooked.If you enjoyed The Hunger Games, I can't imagine you wouldn't like this series. I actually think this one is a bit better. Great world-building, pretty strong characters (yes, another strong female protagonist), nice puzzle pieces that keep you reading....more",Notes are private!,0,0,1,not set,"Aug 12, 2013","Aug 14, 2013",,Kindle Edition,view (with text),/book/show/17306293-shift
