,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Mari's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
258,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Black Orchid,"Gaiman, Neil*",8866911488,9788866911487,8866911488,168        pp,3.73,"11,585","Jan 01, 1990",Jul 2012,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"La maggior parte delle cose che ""sanno tutti"" è sbagliata. Il resto è meramente inesatto.Non so come valutare questa Graphic Novel, perchè non sono unLa maggior parte delle cose che ""sanno tutti"" è sbagliata. Il resto è meramente inesatto.Non so come valutare questa Graphic Novel, perchè non sono un'amante del genere. Non mi dispiacciono ma neanche le cerco, L'ho letta per il gioco dell'Osa e ne ho apprezzato molto le tavole, ma la storia mi ha convinta poco. Interessante l'inizio, poi si è un po' afflosciata, come succede ai fiori quando non gli si da acqua. I disegni sono splendidi e i colori ancora di più, però non so se possono bastare per esprimere un giudizio positivo....more",Notes are private!,0,0,1,"Apr 16, 2014","Apr 16, 2014","Sep 09, 2014",,Hardcover,view (with text),/book/show/15745048-black-orchid
259,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gli indifferenti,"Moravia, Alberto",8845246248,9788845246241,8845246248,289        pp,3.75,"8,117",1929,Nov 2003,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"La trama non è niente di che, il classico lui, lei, l'altra, gelosie e tradimenti. Quello che mi è veramente piaciuto è la caratterizzazione dei persoLa trama non è niente di che, il classico lui, lei, l'altra, gelosie e tradimenti. Quello che mi è veramente piaciuto è la caratterizzazione dei personaggi. Più che indifferenti, li definirei frustrati!...more",Notes are private!,0,3,1,"Apr 14, 2014","Apr 15, 2014","Sep 09, 2014",,Paperback,view (with text),/book/show/67201.Gli_indifferenti
260,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Vela bianca,"Bambaren, Sergio*",8820030071,9788820030070,8820030071,178        pp,3.74,344,2000,Feb 2001,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Vivi in armonia con le verità che senti tue.  Se non stronco completamente questo libro è solo perchè adoro il mare e ho un bellissimo ricordo delle  Vivi in armonia con le verità che senti tue.  Se non stronco completamente questo libro è solo perchè adoro il mare e ho un bellissimo ricordo delle vacanze in barca ma questa storia è un'accozzaglia di citazioni e buonismo da far impennare la curva glicemica! I sogni sono importanti e cercare di realizzare i propri è fondamentale se si vuol essere felici, su questo non ci sono dubbi, ma non trovo poi così coraggioso mollare tutto prendendosi un periodo sabbatico per ritrovare se stessi e riaccendere la fiamma in un matrimonio viziato dalla routine quando si hanno le spalle coperte per poterlo fare, avendo a disposizione un fondo pensionistico per potersi comprare una barca a vela, navigare per un anno nel Sud del Pacifico sorseggiando dell'ottimo vino, far rifornimento quando serve e ripartire... Mi sembra un modo piuttosto facile per sfuggire allo stress quotidiano. Non dico che tutti sarebbero disposti a farlo però avrei trovato più azzardato decidere di vivere in una foresta, con degli indigeni, cibandosi solo di quello che la natura o la caccia ti mette a disposizione!...more",Notes are private!,0,3,1,"Apr 13, 2014","Apr 13, 2014","May 09, 2014",,Hardcover,view (with text),/book/show/12654947-vela-bianca
261,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Via col Vento,"Mitchell, Margaret",,,,"1,053        pp",4.31,"1,207,891","Jun 30, 1936",Nov 1986,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Dopotutto domani è un altro giorno!  Avessi avuto più stelle a disposizione non mi sarei fermata a cinque! E' meraviglioso. Uno dei pochissimi casi i Dopotutto domani è un altro giorno!  Avessi avuto più stelle a disposizione non mi sarei fermata a cinque! E' meraviglioso. Uno dei pochissimi casi in cui libro e film si equivalgono. Pochissime e trascurabili anche le differenze, il libro è sicuramente più dettagliato ma le emozioni che mi ha fatto provare sono le stesse. Intorno alla storia di Rossella e Reth c'è quella di una nazione e della Guerra Civile che l'ha travolta. L'America del Sud smette di sognare e deve fare i conti con la fame, la distruzione, la povertà. Rossella non sa cosa siano, è cresciuta viziata dalla famiglia, contesa dagli spasimanti e adorata da tutti. Scopre con sorpresa di essere forte, di saper lottare contro le avversità e le ridicole usanze dell'epoca e saprà risollevarsi. L'unica cosa che non le riuscirà, se non troppo tardi, è saper leggere nel suo cuore! A dispetto vostro e mio, a dispetto dello stupido mondo che ci crolla intorno, vi amo. Perchè siamo tutti uguali, gentaglia tutti e due, egoisti e scaltri, ma capaci di guardare le cose in faccia e di chiamarle con il loro nome....more",Notes are private!,0,1,1,"May 09, 2014","May 13, 2014","May 09, 2014",,Hardcover,view (with text),/book/show/21854500-via-col-vento
262,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Se mi chiami mollo tutto... però chiamami,"Espinosa, Albert*",8862568185,9788862568180,8862568185,192        pp,3.49,"8,996","Feb 03, 2011","Oct 04, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Essere chi sei o diventare cò che gli altri credono che tu siaDedicato a tutti quelliche hanno ancora voglia di essere diversie di combatterecontro quEssere chi sei o diventare cò che gli altri credono che tu siaDedicato a tutti quelliche hanno ancora voglia di essere diversie di combatterecontro quelli che ci vogliono uguali...Una struttura particolare, fatta di rimandi. Dani, il protagonista della storia, inizia a raccontarsi da un evento, ma un po' per interagire con il lettore e un po' per ritrovare se stesso e poter andare avanti ha bisogno di raccontarci del suo passato. Piano piano mette insieme una serie di tessere che compongono la sua vita e lo aiutano ad affrontare un presente che temeva. L'idea è buona, anche il messaggio, lo stile però lascia un po' a desiderare, troppo elementare e soprattutto troppi puntini di sospensione!Se solo cercassimo di capire gli altri, prima di giudicarli... Se solo gli altri fossero sinceri e ci raccontassero tutto, dandoci modo di valutare le cose con cognizione di causa.E' impossibile comprendere cosa sia una relazione se non si è mai vista una coppia litigare, amarsi e dormire nello stesso letto....more",Notes are private!,0,0,1,"Apr 09, 2014","Apr 11, 2014","May 09, 2014",,Paperback,view (with text),/book/show/16156076-se-mi-chiami-mollo-tutto-per-chiamami
263,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il piccolo acrobata,"Gurême, Raymond",8856631881,9788856631883,8856631881,157        pp,3.67,51,"May 04, 2011",Jan 2013,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Apr 2014,"Apr 04, 2014","May 09, 2014",,Paperback,view,/book/show/18776112-il-piccolo-acrobata
264,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La lunga marcia,"Bachman, Richard",8860616212,9788860616210,8860616212,304        pp,4.08,"185,806",1979,"Feb 09, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Camminare o morire, ecco la morale della favolaUna gara che somiglia un po a un reality. Cento concorrenti devono percorrere a piedi svariati chilometCamminare o morire, ecco la morale della favolaUna gara che somiglia un po a un reality. Cento concorrenti devono percorrere a piedi svariati chilometri, ad un'andatura costante e senza mai potersi fermare. Tutto sotto i riflettori di stampa e tv, pubblico e sostenitori lungo la strada. Chi cede muore, senza mezzi termini. Fucilato barbaramente in mezzo alla strada sotto gli occhi degli altri marciatori.Un romanzo agghiacciante, che provoca ansia e tensione. Una gara per la vita, il vincitore potrà chiedere tutto quello che vuole. Quello che manca a tutti i partecipanti è uno scopo nella vita, scopo che troveranno nella marcia: vivere. E la vita si sa, per qualcuno è più corta che per altri!...more",Notes are private!,0,1,1,"Mar 30, 2014","Mar 31, 2014","May 09, 2014",,Paperback,view (with text),/book/show/16193399-la-lunga-marcia
265,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,L'arpa d'erba,"Capote, Truman",8811670020,9788811670025,8811670020,116        pp,3.89,"3,461",1951,Mar 2001,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Un uomo che non sogna è come un uomo che non suda: accumula in se riserve di veleno.  Un breve romanzo di formazione, il ricordo malinconico di un au Un uomo che non sogna è come un uomo che non suda: accumula in se riserve di veleno.  Un breve romanzo di formazione, il ricordo malinconico di un autunno, una struggente ricerca di libertà che Capote descrive con minuziosa delicatezza. Leggendolo ho avuto la sensazione di trovarmi anch'io nella casa sull'albero dove si svolge quasi tutta la storia. I rumori, i colori e gli odori della foresta li ho sentiti e visti proprio come fossi lì. Le storie di Capote hanno sempre una forte componente emotiva, credo sia questo, almeno per me, il segreto del suo successo. ""Stiamo parlando di amore. Una foglia, una foglia, una manciata di semi...comincia con queste cose, impara che cosa sia amare. Prima una foglia o uno scroscio di pioggia...poi qualcuno per ricevere ciò che una foglia ti ha insegnato, ciò che uno scroscio di pioggia ha fatto maturare. Non è un processo facile, intendimi; potrebbe richiedere un'intera vita, come è accaduto a me. E pure non sono mai riuscito a padroneggiarlo. So soltanto questo: che l'amore è una catena di amore, come la natura è una catena di vita.""...more",Notes are private!,0,2,1,"Mar 22, 2014","Mar 23, 2014","Mar 24, 2014",,Paperback,view (with text),/book/show/9565820-l-arpa-d-erba
266,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La mano che teneva la mia,"O'Farrell, Maggie*",8860886686,9788860886682,8860886686,379        pp,4.03,"24,714","Apr 12, 2009","Oct 06, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"È come mettersi una maschera, guardare sott’acqua e vedere un altro mondo che, a quanto pare, a sua insaputa è sempre esistito, sotto una superficie  È come mettersi una maschera, guardare sott’acqua e vedere un altro mondo che, a quanto pare, a sua insaputa è sempre esistito, sotto una superficie piatta e imperscrutabile. Un mondo che brulica di vita, creature e significato.  Ascoltate. In questa storia gli alberi stormiscono, fremono, si riaggiustano. Dal mare arrivano raffiche di vento, ed è come se nell’inquietudine, nello scuotere le chiome impazienti, sapessero che sta per accadere qualcosa. Passato e presente, vite che si intrecciano, legami invisibili che restano sospesi per anni per poi riaffiorare all’improvviso. Storie che si mescolano, come i colori nelle tele di Pollock. Lexie e Innes, una passione travolgente che a loro insaputa coinvolgerà inevitabilmente altre persone. Una verità che da sempre è custodita in fondo a un cuore e piano piano tornerà a galla. All’inizio ho faticato un po’ ad entrare nella storia. Il personaggio di Elina mi era insopportabile (non che alla fine il mio giudizio su di lei sia cambiato…), poi ho capito che, contrariamente a quanto la trama porta a credere, lei solo marginalmente è coinvolta in questo caleidoscopico romanzo e l’interesse per la storia e la curiosità sono cresciute, pagina dopo pagina, fino alla fine che è un po’ un inizio!...more",Notes are private!,0,4,1,"Feb 27, 2014","Mar 18, 2014","Mar 21, 2014",,Paperback,view (with text),/book/show/12844381-la-mano-che-teneva-la-mia
267,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La famosa invasione degli orsi in Sicilia,"Buzzati, Dino",880443676X,9788804436768,880443676X,74        pp,3.97,"2,661",1945,1997,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Gli orsi non sapevano, gli orsi non avevano paura. E decisero di lasciare le montagne per scendere nella pianura.  Gli uomini rovinano tutto quello c Gli orsi non sapevano, gli orsi non avevano paura. E decisero di lasciare le montagne per scendere nella pianura.  Gli uomini rovinano tutto quello con cui entrano in contatto, anche gli animali. E così gli orsi, dopo aver vinto la battaglia contro l’esercito del Granduca, si lasciano influenzare dai lussi e le comodità della vita cittadina. Diventano schiavi del gioco d’azzardo, si ubriacano e soprattutto diventano avidi di potere e ambiziosi. Tutto questo costerà la vita a Leonzio, il Re degli orsi, che come ultima volontà chiederà ai suoi di ritornare tra le montagne, lontano dai vizi della città. Una favola deliziosa, che per un paio d’ore mi ha regalato un viaggio da qualche parte in Sicilia, in un tempo imprecisato, insieme a uomini, orsi, fantasmi, maghi e animali fantasiosi come il gatto mammone. Una favola che fa sorridere e commuovere, ma soprattutto riflettere, perché l’intento di Buzzati non è solo quello di allietare il lettore. Una storia per bambini ma che non fa male neanche agli adulti....more",Notes are private!,0,3,1,"Mar 15, 2014","Mar 17, 2014","Mar 21, 2014",,Paperback,view (with text),/book/show/216033.La_famosa_invasione_degli_orsi_in_Sicilia
268,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Giornate tranquille,"Doron, Lizzie",8880573608,9788880573609,8880573608,169        pp,3.86,97,"Jul 18, 2005","Jan 01, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Tutti abbiamo bisogno di un angolo privato nella nostra vita.  Tranquillo come le giornate raccontate da Lea, la protagonista. Triste, come sono tutt Tutti abbiamo bisogno di un angolo privato nella nostra vita.  Tranquillo come le giornate raccontate da Lea, la protagonista. Triste, come sono tutte le storie dei sopravvissuti alla Shoa; ma triste anche perché Lea non ha mai sorriso in vita sua, non è mai riuscita ad assaporare neanche il più breve attimo di felicità che il suo destino ogni tanto ha provato a darle. Qui da noi, ognuno è una storia, una storia che nessuno vuole raccontare e nessuno vuole ascoltare....more",Notes are private!,0,0,1,"Mar 12, 2014","Mar 15, 2014","Mar 21, 2014",,Paperback,view (with text),/book/show/9652135-giornate-tranquille
269,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Piccoli suicidi tra amici,"Paasilinna, Arto",,,,259        pp,3.52,"8,904",1990,"Apr 01, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Si può scherzare con la morte, ma con la vita no.  Due persone si incontrano nello stesso luogo, entrambi con la stessa idea in mente: uccidersi. I d Si può scherzare con la morte, ma con la vita no.  Due persone si incontrano nello stesso luogo, entrambi con la stessa idea in mente: uccidersi. I due, tra lo stupore e il sollievo, si raccontano la propria vita e le motivazioni che li hanno spinti a compiere un gesto così estremo. Decidono a questo punto di creare un club per aspiranti suicidi, in Finlandia si sa che non mancano, e magari compiere tutti insieme un bel suicidio di massa! Il suicidio raccontato con humor. Una storia surreale che affronta però problemi molto delicati, come la solitudine, la depressione, la morte. Forse l’ho letto in un momento di stanchezza alternando momenti divertenti a pagine lente, forse ci sono troppi personaggi con nomi difficili da ricordare e questo non semplifica la lettura. Non credo che l’intenzione di Paasilinna fosse quella di voler favorire un gesto così disperato. In modo scherzoso e ironico ci ha voluto raccontare un dramma che il suo Paese conosce molto bene stando alle statistiche, e lo ha fatto facendomi sorridere e riflettere sul valore della vita. Avrei preferito però qualche pagina in meno. Quel che sarebbe davvero imperdonabile è credersi vivi quando invece si è morti da un pezzo....more",Notes are private!,0,0,1,"Mar 07, 2014","Mar 12, 2014","Mar 21, 2014",,Paperback,view (with text),/book/show/9667032-piccoli-suicidi-tra-amici
270,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Madre del riso,"Manicka, Rani*",8804532629,9788804532620,8804532629,475        pp,4.16,"7,268",2002,May 2004,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"La giovinezza è un’amica capricciosa. Puoi darle tutto, ma ti lascerà egualmente. L’età è la vera amica. Rimane con te, dandoti sempre di più finche  La giovinezza è un’amica capricciosa. Puoi darle tutto, ma ti lascerà egualmente. L’età è la vera amica. Rimane con te, dandoti sempre di più finche non muori.  Un'epoca in cui gli spiriti abitavano sulla terra proprio come gli esseri umani, prima che il bagliore dell'elettricità e il ruggito della civiltà li facessero fuggire spaventati nel cuore segreto delle foreste. Un libro meraviglioso. Dove c’è tanto, c’è tutto. Un arazzo dove poter raffigurare l’amore, la famiglia, la guerra, il dolore, la magia. L’ho iniziato per caso, per un gioco, un po’ intimorita dalle tante pagine e non ho potuto smettere, ogni volta che dovevo interrompere la lettura per fare altro il cuore rimaneva li e non vedevo l’ora di rituffarmi dentro questa storia splendida. Una saga familiare, dove ogni personaggio ha il suo capitolo e ci racconta la sua storia, il suo destino. A far da cornice c’è la Malesia, affascinante e primitiva, c’è l’invasione giapponese che porta orrore e distruzione, c’è il coraggio di una madre, il suo amore per i figli, la sua tenacia e il suo dolore. Ci sono pagine splendide in cui vengono descritti il mercato, la vita domestica. I piatti che Lakshmi prepara per la sua famiglia, gli ingredienti che usa, curry, cocco, mango, riso, più volte mi hanno fatto venire l’acquolina in bocca. Ho avuto una gran voglia di bere una tazza di te insieme a lei, sedute sulla vecchia panca inglese e guardare dalla finestra quel suo piccolo intenso mondo. Le saghe familiari si somigliano un po’ tutte, ci sono anni più o meno spensierati, dove la famiglia inizia a formarsi, i figli crescono, qualcuno è il prediletto, qualcun altro è fonte di dolore. A loro volta si sposano e la famiglia continua a crescere. Quello che però può fare la differenza è lo stile e la capacità dello scrittore a coinvolgere chi legge, vuoi per l’ambientazione storica, per la descrizione degli eventi e del Paese in cui la storia si svolge, vuoi per quanto di noi riusciamo a trovare tra le pagine di quello che leggiamo. In questo Rani Macicka c’è riuscita benissimo. Non saprei cosa altro dire per poterlo descrivere, perché per me va letto e basta, e ognuno potrà trovarci dentro quello che vuole, quello che ha nel cuore. Leggetelo! Chi ha condotto una via virtuosa non ha motivo di raccontare la propria storia, ma chi ha lacerato con gli artigli quelli che amava deve giustificarsi. Per questo ti dico tutto. Tutto perché tu possa imparare a condurti in modo diverso....more",Notes are private!,0,1,1,"Feb 27, 2014","Mar 02, 2014","Mar 21, 2014",,Paperback,view (with text),/book/show/6737848-madre-del-riso
271,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tra amici,"Oz, Amos",8807018993,9788807018992,8807018993,144        pp,4.04,"2,798",2012,Jun 2012,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Tutti sono compagni ma ben pochi sono amici veri. Io, ad esempio, qui ho solo due o tre amici personali. Quelli con cui mi va persino di tacere insie Tutti sono compagni ma ben pochi sono amici veri. Io, ad esempio, qui ho solo due o tre amici personali. Quelli con cui mi va persino di tacere insieme.  Otto splendidi racconti ambientati in un kibbutz israeliano. Una realtà a me sconosciuta, quasi un mondo parallelo, dove si convive e condivide, dove si intrecciano vite, amori, sofferenze. I personaggi di queste storie sono quasi sempre gli stessi, in alcuni racconti sono protagonisti, in altri comparse, al centro c’è sempre il loro mondo, il kibbutz di Yekhat. Degli otto racconti 3 mi sono rimasti particolarmente nel cuore, Due donne, Osnat e Ariela, rispettivamente moglie abbandonata e nuova fidanzata, che invece di perdersi in drammi della gelosia, litigi, minacce, si ritrovano in segreto a scriversi consigli e opinioni sull’uomo che è stato di entrambe condividendo alla fine più cose tra loro che con lui. Papà è la commovente storia di Moshe che esce dal kibbutz per andare a trovare il padre malato, che a stento lo riconosce. Un bambino piccolo è il racconto che mi ha commosso di più. E’ la storia del piccolo Yuval, un bimbo gracile e introverso vittima dei soprusi dei suoi compagni di scuola. Storie semplici, che raccontano del quotidiano e che soprattutto mi hanno mostrato cosa è un kibbutz, una comunità basata sul principio della proprietà comune, dove ognuno ha un compito e svolge un lavoro per il quale però non percepisce denaro ma usufruisce del frutto del lavoro altrui. Le decisioni vengono prese nelle assemblee. Le donne hanno la stessa parità degli uomini, per ottenerla però devono rinunciare alla loro femminilità non truccandosi. I bambini non crescono a casa con i genitori, ma alla casa dei bambini. Veramente una bella scoperta Oz, forse la migliore di questo anno appena iniziato. La sua scrittura semplice, armoniosa, elegante mi ha conquistata! Alzando lo sguardo, Yoav ha trovato una coltre di nuvole basse sopra la testa e si è detto che quel che per lui è importante in fondo non conta nulla, ma a quel che conta davvero non ha tempo di pensare. La vita trascorre senza darti quasi mai il tempo di pensare alle cose più semplici e più grandi come la solitudine, la nostalgia, il desiderio e la morte. Il silenzio ora era profondo, ampio, spezzato a tratti dal lamento degli sciacalli. Yoav si è sentito pieno di riconoscenza per quel silenzio, e anche per quel lamento. Non credeva in Dio, ma nei momenti di solitudine e silenzio come ora, in quella notte, gli sembrava che qualcuno fosse lì ad aspettarlo giorno e notte, ad aspettare in silenzio e con pazienza, in perfetta immobilità, e che avrebbe continuato ad aspettarlo per sempre....more",Notes are private!,0,0,1,"Feb 27, 2014","Feb 27, 2014","Mar 21, 2014",,Paperback,view (with text),/book/show/15250875-tra-amici
272,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il principe e il povero,"Twain, Mark",8809204506,9788809204508,8809204506,224        pp,3.87,"119,380",1881,1994,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ora sono davvero coperto di orpelli...  Non è tutto oro quello che luccica. A volte ci piacerebbe poter indossare i panni di qualcun'altro, immaginan Ora sono davvero coperto di orpelli...  Non è tutto oro quello che luccica. A volte ci piacerebbe poter indossare i panni di qualcun'altro, immaginando una vita migliore, più appagante. Ma non sempre è così, non è detto che l'erba del vicino sia più verde. Questo in un certo senso è il significato del libro di Twain. Lo scrittore però usa questo espediente per raccontarci anche della povertà che schiacciava l'Inghilterra in quegli anni. Una lettura più adatta ai ragazzi sicuramente, ma anche gli adulti potranno trovarci spunti di riflessione importanti....more",Notes are private!,0,0,1,"Feb 25, 2014","Feb 27, 2014","Mar 21, 2014",,Hardcover,view (with text),/book/show/20798176-il-principe-e-il-povero
273,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Le lacrime della giraffa,"McCall Smith, Alexander*",8850207034,9788850207039,8850207034,235        pp,3.98,"56,922",2000,"Oct 01, 2004",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Una sorpresa la Signora Ramotswe. Mi sono divertita troppo leggendo questo libro. Il giallo in realtà è quasi un contorno, la parte più importante e aUna sorpresa la Signora Ramotswe. Mi sono divertita troppo leggendo questo libro. Il giallo in realtà è quasi un contorno, la parte più importante e anche più piacevole della storia è il Botswana, la sua gente, le sue usanze, i suoi paesaggi. Descrizioni dietro cui perdersi e fantasticare. Un libro ricco di colori e odori particolari. E poi c'è lei, Precious Ramotswe. Uno spasso, una donna fuori dal comune!Immagino che significhi che tutti possiamo dare qualcosa. Una giraffa non ha nient'altro da dare, soltanto le sue lacrime....more",Notes are private!,0,0,1,"Feb 23, 2014","Feb 25, 2014","Mar 21, 2014",,Paperback,view (with text),/book/show/5229415-le-lacrime-della-giraffa
274,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il quinto figlio,"Lessing, Doris",8807013681,9788807013683,8807013681,166        pp,3.62,"21,058",1988,Nov 1988,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"...a volte le pareva che la tenera carne del suo ventre venisse dilaniata da zoccoli equini, altre da artigli.Può un libricino di appena 170 pagine pr...a volte le pareva che la tenera carne del suo ventre venisse dilaniata da zoccoli equini, altre da artigli.Può un libricino di appena 170 pagine provocare tanta angoscia, paura, disagio pur non essendo un thriller? Ebbene si! Questa storia mi ha terrorizzata, ed è solo la storia di una coppia che desidera sposarsi, comprare una grande casa e avere tanti figli. E all'inizio sembrano riuscirci, la loro fino ad un certo punto sembra essere la famiglia perfetta, la casa sempre piena di parenti e amici a festeggiare il Natale e la Pasqua, bambini vivaci e pieni di gioia che si rincorrono e giocano; fino all'arrivo del quinto figlio, fino all'arrivo di Ben... Arrivata all'ultima pagina ho tirato un sospiro di sollievo!...more",Notes are private!,0,1,1,"Feb 12, 2014","Feb 12, 2014","Feb 12, 2014",,Paperback,view (with text),/book/show/11115564-il-quinto-figlio
275,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,L'arte di ascoltare i battiti del cuore,"Sendker, Jan-Philipp*",8865590424,9788865590423,8865590424,303        pp,4.02,"82,245",2002,"Dec 01, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Non tutto ciò che si può spiegare è vero, Julia, e non tutto ciò che è vero si può spiegare.  Un po' delusa da questo libro. Mi aspettavo qualcosa ch Non tutto ciò che si può spiegare è vero, Julia, e non tutto ciò che è vero si può spiegare.  Un po' delusa da questo libro. Mi aspettavo qualcosa che alla fine non ho trovato, o forse le aspettative erano troppo alte perché ne ho sempre sentito parlar bene. Inizia bene, coinvolge, descrive luoghi ed usanze così lontane e diverse. Però l'incanto non riesce a durare fino alla fine, alcune scelte, alcuni comportamenti per me non hanno nessuna logica. Non so se avete presente quei film dove ci sono una serie di fraintendimenti utili ad allungare i tempi e a creare suspence e poi alla fine si risolve tutto molto in fretta. La sensazione che ho provato è stata simile, solo che quì i protagonisti si adattano al destino avverso come fosse una cosa normale, senza neanche provare a cambiare il corso degli eventi...... Per lui qualunque persona al mondo era capace di qualsiasi cosa, o meglio: non si doveva mai escludere nulla, solo perché si credeva di conoscere qualcuno. Questo però non significava avere una visione del mondo pessimista e cinica. Al contrario, diceva. Era molto peggio aspettarsi il meglio dalle persone e poi rimanere delusi quando non corrispondevano alle nostre aspettative. Era questo, che portava all'amarezza e al disprezzo dell'umanità....more",Notes are private!,0,0,1,"Feb 11, 2014","Feb 23, 2014","Feb 11, 2014",,Paperback,view (with text),/book/show/13541289-l-arte-di-ascoltare-i-battiti-del-cuore
276,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,L'uomo che piantava gli alberi,"Giono, Jean",8877824794,9788877824790,8877824794,53        pp,4.20,"15,307",1953,"Jan 01, 1998",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""La felicità è una ricerca. Occorre impegnarvi l'esperienza e la propria immaginazione.""In questi giorni di maltempo in cui la natura sembra voler dis""La felicità è una ricerca. Occorre impegnarvi l'esperienza e la propria immaginazione.""In questi giorni di maltempo in cui la natura sembra voler distruggere tutto fa bene, e soprattutto fa riflettere leggere racconti come questo! Piangiamo davanti alle nostre case invase e distrutte dall'acqua, ci disperiamo per tutto ciò che perdiamo e che ci viene portato via, però continuiamo a disboscare aree geografiche per costruire ferrovie, favoriamo l'abusivismo con condoni e multe ridicole. Dovremmo invece prendere esempio da Elzéard Bouffier e seminare alberi, permettere alla natura di riprendersi i suoi spazi e fermarci ogni tanto ad osservare un albero e renderci conto di quanta vita porta con se.....Se si teneva a mente che era tutto scaturito dalle mani e dall'anima di quell'uomo, senza mezzi tecnici, si comprendeva come gli uomini potrebbero essere altrettanto efficaci di di Dio in altri campi oltre alla distruzione....more",Notes are private!,0,0,1,"Feb 08, 2014","Feb 09, 2014","Feb 11, 2014",,Paperback,view (with text),/book/show/9270004-l-uomo-che-piantava-gli-alberi
