,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,NerwSlowa's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
10,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Widmowy Zagon        (Straceńcy Madsa Voortena #3),"Mortka, Marcin",,9788382109146,,384        pp,4.00,230,"Mar 22, 2023","Mar 22, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Mimo że cykl o Voortenie bardzo lubię, do tej części nie jestem do końca przekonana. Z jednej strony niby wszystko jest tak samo albo bardzo podobnie Mimo że cykl o Voortenie bardzo lubię, do tej części nie jestem do końca przekonana. Z jednej strony niby wszystko jest tak samo albo bardzo podobnie - mamy tutaj dużo smoków, śmiertelne niebezpieczeństwa grożące całej krainie, męskich mężczyzn prezentujących męstwo w męskich walkach, a na deser więcej niebezpieczeństw i więcej męskich mężczyzn. Z drugiej: dużo tutaj ustawiania bohaterów na planszy (tylko w sumie po co?), ""czasu antenowego"" na bohaterów pobocznych (a stosunkowo mało ciągnącego tę serię Voortena), dużo opisów, a mało konsekwencji w budowaniu doniosłości geograficznej (tzn. nagle bohaterowie znajdują się bardzo blisko siebie i w sumie nie wiadomo, dlaczego). W ramach dbania o zdrowie codziennie robię określoną liczbę kroków, i do tych wędrówek potrzebuję odpowiednich lektur. Czasem sięgam po wyzwanie intelektualne, a czasem po książkę, którą czyta się łatwo i przyjemnie, i ""Widmowy Zagon"" właściwie do takich należy, jak często kolejne tomy znanych nam serii. Nic nas tutaj negatywnie nie zaskoczy, niektóre momenty są bardzo udane (szara mgła! <3), jest dużo konsekwencji stylistycznej i językowej, a lektor (Filip Kosior) swoim głosem dodaje treści pazura. Jednocześnie jednak nie będzie to najważniejsza książka fantasy, jaką przeczytałam w życiu - ot, solidna, dobrze wykonana fantastyczna literatura środka. Dla mnie bardzo okej, ale - no właśnie - głównie okej. Zdecydowanie wolę cykl o Kociołku, zwłaszcza że w nim Autor w końcu zrezygnował już z bajdurzeń głównego bohatera pod tytułem ""och to już nie moja walka, och jestem zmęczony"", które tutaj zajmują sporo miejsca. Zastanawia mnie jednak, co stanie się dalej, bo po ""Widmowym Zagonie"" są jeszcze ""Ostrza Burzy"". ""Widmowy Zagon"" wydaje się finałem serii, jej swoistym dopełnieniem (nieco zbyt mało epickim, ale niech będzie), nawet jako taki jest reklamowany przez wydawcę, a jednak dziewięć miesięcy po jego premierze pojawiła się kolejna książka. No cóż - na szczęście kroki robię codziennie, więc prędzej czy później po kolejny tom przygód Voortena i spółki sięgnę....more",Notes are private!,0,0,1,"Mar 17, 2024","Mar 24, 2024","Mar 17, 2024",,Paperback,view (with text),/book/show/123242438-widmowy-zagon
11,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Necrovet. Metody leczenia drakonidów        (Necrovet, #2)","Gajzler, Joanna W.",838330224X,9788383302249,838330224X,368        pp,3.83,889,"Nov 15, 2023","Nov 15, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Jest tu więcej tego, co w pierwszej części, czyli uroku, fantazji, wyobraźni, świadomości realiów i trafnego diagnozowania zjawisk. Mi się bardzo, barJest tu więcej tego, co w pierwszej części, czyli uroku, fantazji, wyobraźni, świadomości realiów i trafnego diagnozowania zjawisk. Mi się bardzo, bardzo podoba, zwłaszcza że wyjaśnia rzeczy, które w pierwszym tomie były nieco zbyt niejasne (jak np. jak właściwie wykorzystuje się tę całą nekromancję). Jeszcze nie wiem, czy jestem fanką wątku miłosnego, ale obserwowanie mnóstwa różnych drakonidów, których wątki były rozwiązywane zaskakująco realnie i pomysłowo jednocześnie, należało do wspaniałych przyjemności. Chcę więcej. ...more",Notes are private!,0,1,1,"Mar 09, 2024","Mar 10, 2024","Mar 09, 2024",,Paperback,view (with text),/book/show/201598821-necrovet-metody-leczenia-drakonid-w
12,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Necrovet. Usługi weterynaryjno-nekromantyczne        (Necrovet, #1)","Gajzler, Joanna W.",8383300514,9788383300511,8383300514,320        pp,3.60,"1,909","Jun 07, 2023","Jun 07, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Debiut Joanny W. Gajzler minął mi w paru miejscach, ostatnio u Kulturalnego Człowieka (którego profil na fejsbuku bardzo polecam). Wszyscy czytelnicy Debiut Joanny W. Gajzler minął mi w paru miejscach, ostatnio u Kulturalnego Człowieka (którego profil na fejsbuku bardzo polecam). Wszyscy czytelnicy wydają się co najmniej doceniać tę książkę - i muszę przyznać, że jako fanka pomysłowej fantastyki dołączam się do grona jej wielbicielek i wielbicieli. Florka jest techniczką weterynaryjną, która po trzech latach pracy w wielkim mieście postanawia opuścić przemocowe miejsce pracy i przenieść się na urokliwej wioski, do domu swoich ciotek, w poszukiwaniu choć odrobiny spokoju i rutyny. Rzeczywistość okazuje się jednak zaskakująca, bo Florka trafia do gabinetu nieumarłej weterynarki ze zdolnościami nekromantycznymi, gdzie leczyć będzie - poza psami, kotami i innymi ""standardowymi"" towarzyszami - również zwierzęta nieudomowione i magiczne. Przede wszystkim pozytywnie zaskakuje mnie wyobraźnia autorki i świat, jaki ta buduje w swojej opowieści. Co prawda czuć, że na razie jest to pierwszy tom większej historii (drugi jest już dostępny w Legimi, trzeci chyba niebawem zostanie wydany), ale są tutaj solidne podstawy do dalszego rozbudowywania kolejnych wątków. Cały koncept tego, skąd w świecie łudząco przypominającym nasz pojawiły się magiczne zwierzęta, jest dla mnie fascynujący w swojej prostocie. Tak samo opisy samych zwierząt - co prawda w dużej części są to ""zlepki"" dwóch zwierząt istniejących w naszym świecie, ale wiem już, że w kolejnym tomie autorka jeszcze bardziej popuściła wodze fantazji (na plus dla opowieści). ""Necrovet"" to historia pisana z dużą dozą lekkości (wiadomo, w końcu to powieść fantastyczno-przygodowa), ale jednocześnie z tą charakterystyczną znajomością tematu, jaką może mieć tylko ktoś, kto rzeczywiście daną rzeczą się zajmuje. Opisywane reakcje i zachowania właścicieli zwierząt, nawet jeśli dotyczą wężów odżywiających się mlekiem czy zajęcy z porożem, są typowymi reakcjami z naszego świata, czasem miłe, a często głupie, bezsensowne i ze szkodą dla zwierzęcia. Również zjawiska, które autorka porusza - mimo że oczywiście nie jest to wielka rozprawa filozoficzna na ich temat, tylko historia opowiedziana na ich dalekim tle - jak mobbing w pracy (i jego skutki u pracownika), wykluczenie społeczne ""innych"" czy nawet mechanizm autokreacji i przeinaczania faktów na swoją korzyść zostały bardzo dobrze zaobserwowane i wykorzystane. Jest tutaj dużo uroku i ładnych - ale nie prostackich - wzruszeń. Zwłaszcza jeśli sami mamy zwierzęcego towarzysza życia, odnajdziemy tutaj dużo dla siebie, przy czym autorka sama przestrzega w przedmowie (a ja się do niej dołączam), że jeżeli nie jesteście w stanie czytać o tematach jak krzywda czy ból zwierzęcia, to zdecydowanie nie jest to książka dla Was. Jest tutaj dużo opisów operacji, procedur medycznych, płynów ustrojowych, i mimo że autorka absolutnie nie epatuje opisami dla samych opisów, są to dość spore dawki wiedzy fachowej.Jeśli miałabym coś skrytykować, to zastanowiłabym się nieco bardziej nad kompozycją i strukturą tej powieści. Bardzo możliwe oczywiście, że wszystko zostanie rozwinięte i wykorzystane w kolejnych częściach (na to bardzo liczę), ale jest kilka elementów zostawionych ""luzem"", które z jednej strony się w tej powieści dzieją, a z drugiej niekoniecznie zmieniają coś fabularnie poza małymi przystosowaniami (np. wypadek z pierwszych parunastu stron). Poczekamy, zobaczymy.To powiedziawszy: muszę przyznać, że jestem totalnie zauroczona tą książką. Jest tu pewna lekkość, wdzięk, urok, ale też nieuciekanie od trudnych tematów i mnóstwo wyobraźni, jakie chcę znajdować w literaturze, zwłaszcza tej czytanej dla wspaniałego spędzenia czasu i odprężenia, a nie w ramach ćwiczenia intelektualnego. Muszę też się przyznać, że ponieważ czytam książkę na czytniku w ramach abonamentu Legimi, to od razu po zakończeniu części pierwszej odpaliłam drugą, i z rozpędu przed napisaniem tej oto recenzji przeczytałam jej jedną czwartą, bo zupełnie nie mogłam się oderwać.Parę lat temu nie powiedziałabym, że to akurat Wydawnictwo Sine Qua Non wręcz zmonopolizuje rynek dobrej fantastyki, ale Gajzler można śmiało dołączyć do najbardziej poczytnych osób autorskich tego wydawnictwa, obok Samanthy Shannon, T.J. Kingfisher czy bestsellerowego Marcina Mortki. Bardzo, bardzo polecam i idę kończyć drugą część przed pójściem spać. ...more",Notes are private!,0,1,1,"Mar 06, 2024","Mar 08, 2024","Mar 09, 2024",,Paperback,view (with text),/book/show/156949995-necrovet-us-ugi-weterynaryjno-nekromantyczne
13,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Drabina,"Kuznetsova, Eugenia",8324068279,9788324068272,8324068279,304        pp,4.24,"2,272",unknown,"Feb 13, 2024",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Kuzniecowa po raz kolejny serwuje czytelnikowi powieść zaskakującą - niby literaturę środka, ale jednocześnie z górnej półki, pod przykrywką spraw codKuzniecowa po raz kolejny serwuje czytelnikowi powieść zaskakującą - niby literaturę środka, ale jednocześnie z górnej półki, pod przykrywką spraw codziennych skrywając nieoczekiwanie pogłębioną refleksję socjologiczną. I choć wydawnictwo traktuje ""Drabinę"" po macoszemu (jednocześnie dość bezdusznie uważając ją za maszynkę do robienia pieniędzy), to w tym wypadku warto się przemęczyć i się z tą historią mimo wszystko zapoznać.""Drabina"" opowiada historię Tolika, introwertycznego mężczyzny mieszkającego w domu w Hiszpanii, który po wybuchu wojny w Ukrainie z konieczności przyjmuje do siebie swoją rodzinę - matkę, ciotkę, siostrę, wuja, koleżankę siostry, psa oraz dwa koty. (Pozornie?) wymarzony dom Tolika, na który pracował całe życie, z oazy spokoju pogrąża się w rodzinno-wojennym chaosie, pełnym sprzeczek i utyskiwań na picie kawy, brak pomidorów w ogrodzie i niepokojąco rozrastającego się kaktusa. Wbrew dramatycznym opisom z okładki sugerującym wręcz powieść sensacyjną (""(...) Tolik, by nie oszaleć, wchodzi do swojego pokoju przez balkon, po drabinie. Taka sytuacja nie może trwać wiecznie."", ""Drabina"" to - jeśli chodzi o ""gęstość"" akcji - rzecz niespieszna. Jeśli tak jak ja jesteście fanami ""Nim dojrzeją maliny"", to przypadnie Wam do gustu ta powolna, spokojna atmosfera. Główne sensy tej książki rozgrywają się nie w kolejnych dramatycznych wydarzeniach, tylko w dynamice relacji między postaciami, w dialogach i w rzeczach, które nigdy wprost wypowiedziane nie zostają. Kuzniecowa ma fenomenalny zmysł obserwacyjny i niezwykłą zdolność przelewania swoich myśli na papier - to, jak uchwycone zostały zachowania osób zupełnie niewiedzących, jak zachować się w sytuacji styczności z osobą pochodzącą z kraju ogarniętego wojną, wschodnia wszechogarniająca i nieoczekiwana gościnność, a także brak umiejętności postawienia granic w rodzinnej sytuacji kryzysowej to moim zdaniem najwyższa półka sztuki budowania i rozwijania postaci. Są tu smutek, humor, ciepło, bezsilność, złość i nadzieja, i przede wszystkim - dzięki temu jest tu prawda.Nie podoba mi się, jak wydawnictwo potraktowało tę książkę - widać niestety brak porządnej korekty i redakcji tłumaczenia, bo tekst wręcz roi się od niby minimalnych, ale jednak znaczących niedopasowań, niejasności, ""niedotłumaczeń"". Jaskrawe przykłady zaczynają się od strony 20 (""Wzdłuż schodów na piętro można było zobaczyć wyhaftowane imiona prawdopodobnie wszystkich wnuków lub prawnuków zmarłej: Paul, Maricarmen, Maria, Carla, Marisabel, Mariavictoria, Carmen. Wyglądało na to, że Paul był jej jedynym wnukiem""), potem właściwie co kilka stron zdarza się jakiś problem z interpunkcją czy stylistyką. Mam też wrażenie, że wydawnictwo bardzo postarało się sztucznie wydłużać objętość książki - marginesy i interlinia są zaskakująco duże, trochę tak, jakbyśmy mieli nie zrozumieć, że przeczytać całość można właściwie w 2-3 godziny.Takich powieści potrzebuję i takich - mam wrażenie - potrzebuje świat. Mówiących o tematach ważnych (bo oprócz wojny mamy tutaj też emancypację od własnego rodzinnego uwikłania czy odnajdowanie się w obcym świecie oraz konfrontowanie się z własnym kulturowym dziedzictwem), ale pozostawiających w czytelniku nadzieję. Ja bardzo, bardzo polecam....more",Notes are private!,0,0,1,"Mar 03, 2024","Mar 06, 2024","Mar 03, 2024",,Paperback,view (with text),/book/show/204360394-drabina
14,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Białość,"Fosse, Jon",8367515668,9788367515665,8367515668,50        pp,3.51,"5,001","Jan 01, 2023",Feb 2024,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Prenumerata ArtRage dostarcza niezapomnianych wrażeń. Właściwie to mimo całej swojej pretensjonalności i przeintelektualizowania nie za bardzo rozumiePrenumerata ArtRage dostarcza niezapomnianych wrażeń. Właściwie to mimo całej swojej pretensjonalności i przeintelektualizowania nie za bardzo rozumiem, co się stało (i nie wiem, czy mam rozumieć), ale jednocześnie stwierdzam, że było to absolutnie przewspaniałe, hipnotyzujące, wręcz psychodeliczne doświadczenie całkowitego pochłonięcia monologiem pisanym (i tłumaczonym!) jak strumień świadomości. Ogromne brawa dla Iwony Zimnickiej, nie wiem, jak to zrobiła, ale wielkie gremia tęgich głów powinny rzucać w nią nagrodami....more",Notes are private!,0,0,1,"Mar 02, 2024","Mar 02, 2024","Mar 02, 2024",,Paperback,view (with text),/book/show/202802478-bia-o
15,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Legendy,"Lindgren, Torgny",8367515455,9788367515450,8367515455,120        pp,3.70,175,1986,"Jan 15, 2024",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Kluczem do tej opowieści okazuje się tytuł - Autor tworzy zbiór historii o bogach, ludziach, czynach i myślach (ale tak naprawdę o nas wszystkich). WiKluczem do tej opowieści okazuje się tytuł - Autor tworzy zbiór historii o bogach, ludziach, czynach i myślach (ale tak naprawdę o nas wszystkich). Wiadomo, że niektóre opowiadania przypadną do gustu bardziej, inne mniej, ale niektóre (jak np. o ""wyjeździe"" córki do dużego miasta) są absolutnie doskonałe. Rytm historii jest dość specyficzny, przypominający gawędę przy kominku, gdy cała rodzina zbiera się po kolacji, łączący w sobie patos i wielkie prawdy z brutalną rzeczywistością (jak podpowiada posłowie, w pewien sposób zgodne z rzeczywistym doświadczeniem Autora), i wiadomo, że nie każdemu przypadnie to do gustu; ale jeśli tylko złapiecie ""vibe"", to od pierwszej strony poczujecie ten charakterystyczny dreszczyk podniecenia, że ""to będzie dobre"".(Also, nie wiem, jak trudno musiało być to tłumaczyć, żeby zostawić oryginalny rytm i nawiązania, ale na pewno bardzo trudno - gratulacje dla Tomasza Feliksa za to, jak wspaniale się tym zajął!)Jak chyba większość polskich czytelników nie znałam nawet nazwiska tego pisarza i bardzo, bardzo cieszę się, że niezastąpione ArtRage mi go przybliżyło. Chciałabym więcej.PS Z pewnym zdziwieniem stwierdzam również, że mnóstwo nieoczekiwanych kontekstów dodało mi jednoczesne z lekturą granie w ""Assassin's Creed: Valhalla"" dziejące się w nordyckich klimatach. Polecam ów pomysł do rozważenia :-)...more",Notes are private!,0,0,1,"Feb 15, 2024",Mar 2024,"Mar 02, 2024",,Hardcover,view (with text),/book/show/183789908-legendy
16,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Czas krwawego księżyca. Zabójstwa Osagów i narodziny FBI,"Grann, David*",,9788383189420,,368        pp,4.15,"340,069","Apr 18, 2017","Sep 27, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 07, 2024",not set,"Feb 07, 2024",,Paperback,view,/book/show/195873158-czas-krwawego-ksi-yca-zab-jstwa-osag-w-i-narodziny-fbi
17,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Słabsi,"Nunez, Sigrid",8396888825,9788396888822,8396888825,224        pp,3.66,"6,025","Nov 07, 2023","Jan 10, 2024",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Hm, no srogo się zawiodłam. Tak srogo, że porzuciłam książkę w połowie (na moim czytniku była to strona 65 ze 138). Ciekawi mnie, że gdy tylko zobaczyHm, no srogo się zawiodłam. Tak srogo, że porzuciłam książkę w połowie (na moim czytniku była to strona 65 ze 138). Ciekawi mnie, że gdy tylko zobaczyłam nazwisko autorki, pomyślałam sobie, że kurczę, w końcu muszę przeczytać tego ""Przyjaciela"", bo podobno był wybitny, a nigdy po niego nie sięgnęłam - wiecie, tak w ramach zbierania informacji i poznawania tła. Okazało się jednak, że tę książkę przeczytałam w 2020 roku (!), na Goodreads nawet widnieje moja bardzo pochlebna recenzja, ale zupełnie nie pamiętałam nawet samego faktu sięgnięcia po nią, co praktycznie nigdy mi się nie zdarza.Tutaj zaczyna się w miarę okej - jak zbiór esejów o życiu, powiązanych motywem pandemicznym. Nunez pisze inteligentnie, z rozległą wiedzą o kulturze, a do tego jest bardzo dobrze przetłumaczona (przez Dobromiłę Jankowską), więc czyta się to okej (i jeszcze z absolutnie przepiękną okładką, top of the top). Im jednak dalej, tym gorzej, bo okazuje się, że esejów... nie łączy w sumie nic. No, może poza tym, że Nunez najwyraźniej akurat miała humor na napisanie danego fragmentu, więc po prostu go sobie napisała, by potem do niego nie wracać, nie nawiązywać, nie zajmować się nim. Tak o. (Przy czym problemem nie jest chyba sam fakt napisania, bardziej wydania tego jako książki).Wysiadłam jednak w momencie, w którym Nunez zaczyna pisać o słabości i kruchości w obliczu pandemii (z którą się zgadzam), tylko że z perspektywy osoby... mieszkającej w apartamencie z czterema sypialniami i denerwującej się, że nie może swobodnie wyjść na spacer. (Co oczywiście po chwili jest złagodzone, ponieważ przyjaciele autorki proszą ją o zajmowanie się ich papugą, co zmusza ją do codziennej zmiany otoczenia). I naprawdę, uważam, że jestem ostatnią osobą, która powinna sprawdzać czy wkurzać się na czyjś przywilej, bo sama mam go bardzo dużo (nikt z mojej bliskiej czy dalszej rodziny podczas pandemii nie umarł, nie miał ciężkich objawów, nie straciłam też pracy czy mieszkania przez covid), ale kurczę, naprawdę? Rozumiem, że pani Nunez mogło być ciężko psychicznie, i o tym bardzo chętnie bym poczytała, ale o prawdzie psychologicznej nie ma tu właściwie ani słowa, co zostawia pewien niesmak po byciu walonym w twarz jakimś kosmicznym przywilejem i brakiem jego świadomości. Naprawdę poleciłabym Autorce chociażby zapoznanie się z jakąś lekarką, która pracowała w szpitalu podczas pandemii, albo porozmawianie z kimś, kto musiał gnieździć się całą rodziną w kawalerce, komu przez pandemię rozpadło się małżeństwo, kto stracił dom albo pracę. Serio, czasem po prostu trzeba dotknąć trawy i chociaż spróbować poczuć jakąś wdzięczność do świata, a nie usilnie udawać nieświadomą własnego przywileju łanię.Nie do końca rozumiem w tym kontekście marketing tej książki i zachwycone blurby oraz recenzje. ""Elegia plus komedia – jak twierdzi narratorka – to jedyny sposób, by wyrazić, jak teraz żyjemy"" - dla mnie jest tutaj bardziej nuda. Nuda, nuda, nuda i brak jakiegokolwiek znaczenia czegokolwiek. Coś tam o papugach, coś tam o szkolnych miłościach, coś tam o przyjaciółce, która miała matkę nimfomankę. I zero prawdy. I nawet jeśli zaczniemy analizować, czy to prawdziwe wspomnienia Sigrid Nunez, czy tylko autopisarska kreacja, to i tak nic nie sprawi, że ta książka stanie się lepsza.Jeszcze ze dwa lata temu właściwie nigdy świadomie nie rezygnowałam z książek - powtarzałam sobie, że przecież ja MUSZĘ dokończyć, bo odłożenie będzie porażką i inne bzdury. Im jednak jestem starsza (i im dokładniejszego excela z premierami kulturalnymi sobie prowadzę), tym bardziej wiem, że tuż obok czekają na mnie prawdopodobnie wspaniałe książki, które sprawią, że COŚ poczuje, i które będą przedstawiać sobą jakąś wartość i sens. Nie wiem więc, po co miałabym spędzać kolejną godzinę czy dwie na mozolnym przedzieraniu się przez quasieseje naduprzywilejowanej narratorki/autorki. Kasuję więc z czytnika i idę do kolejnej pozycji, i wszystkich zachęcam do tego samego.PS Wiem, że możliwe, iż ""Słabsi"" nie mieli być zbiorem quasiesejów, tylko powieścią, ale wciąż - tak bardzo odpycha mnie ta konstrukcja, że nie zamierzam się jakoś dłużej nad tym zastanawiać....more",Notes are private!,0,3,1,"Jan 29, 2024","Feb 04, 2024","Jan 29, 2024",,Paperback,view (with text),/book/show/201357195-s-absi
18,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wypieki defensywne,"Kingfisher, T.",,9788383303246,,336        pp,4.11,"39,673","Jul 21, 2020","Nov 29, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Kocham, gdy książki w najprostszej warstwie są świetnie skonstruowaną, wciągającą, buchającą od wyobraźni opowieścią, ale tak naprawdę oferują coś o wKocham, gdy książki w najprostszej warstwie są świetnie skonstruowaną, wciągającą, buchającą od wyobraźni opowieścią, ale tak naprawdę oferują coś o wiele głębszego. I ponownie, tak jak w fenomenalnej ""Pokrzywie i kości"", T. Kingfisher oferuje nam przypowieść - niby o czternastoletniej piekarce z drobnym talentem magicznym, a tak naprawdę o odwadze, heroizmie, robieniu tego, co konieczne, gdy tak trzeba, i złości na to, że osoby, których zadaniem jest nie dopuszczać innych do stawania się bohaterami, tak często zawodzą.Trochę odrzucały mnie okładka i tytuł, natomiast muszę przyznać, że niesłusznie - bo jeśli macie w najbliższym czasie przeczytać jakąś powieść fantastyczną, to to będzie idealny kandydat.Jestem absolutnie zachwycona twórczością laureatki nagrody Hugo i mam ogromną nadzieję, że niebawem więcej jej książek pojawi się w polskiej dystrybucji. Wspaniałe, mądre, sensowne. Mroczne, ale lekkie, poważne, ale humorystyczne. Bardzo, bardzo polecam....more",Notes are private!,0,1,1,"Jan 24, 2024","Jan 29, 2024","Jan 29, 2024",,Paperback,view (with text),/book/show/202207703-wypieki-defensywne
19,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pokrzywa i kość,"Kingfisher, T.",8383301421,9788383301426,8383301421,352        pp,4.15,"74,813","Apr 26, 2022","May 17, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"No i to, proszę Państwa, jest (znowu ten sam) problem z polską krytyką literacką. Książka, która otrzymała najważniejszą nagrodę na świecie przyznawanNo i to, proszę Państwa, jest (znowu ten sam) problem z polską krytyką literacką. Książka, która otrzymała najważniejszą nagrodę na świecie przyznawaną literaturze fantastycznej, doskonała opowieść o przemocy domowej, patriarchacie, bezsilności i lęku... a u nas cisza. Żaden z ""poważnych"" dziennikarzy nic nie pisze, nikt o tej książce nie wspomina, nikt jej nie promuje. Mimo że najwyraźniej sporo osób czyta (i słusznie) - bo na Legimi ma już status bestsellera.Dla mnie ""Pokrzywa i kość"" to to, co w literaturze najlepsze - tzn. świeży i zaskakujący pomysł zupełnie na swój sposób obracający znane motywy, a do tego bardzo dobre wykonanie (i niezłe tłumaczenie). Bohaterka, która nie czuje się bohaterką (i która zdecydowanie nie jest rycerką w lśniącej zbroi), nie rozumie politycznych intryg na dworze (jest najmłodszą - i przez to najmniej ważną w wielkim świecie - z trzech księżniczek) i w ogóle chciałaby trzymać się od tego wszystkiego z daleka. Orientuje się jednak, że jej starsza siostra jest krzywdzona przez swojego męża, księcia sąsiedniej krainy, i postanawia ją uratować. Musi więc wyruszyć w podróż po cmentarzach, zapomnianych krainach kanibali i kolejnych wioskach, by wykonać trzy niewykonalne zadania.I chociaż, rzecz jasna, w najprostszej warstwie jest tutaj mnóstwo wyobraźni, kreatywności i retellingów (motyw matek chrzestnych!), to nie dziwię się, że akurat ta książka dostała Nagrodę Hugo: bo świeżość wynika z tego, że W KOŃCU ktoś pisze fantasy, w którym jest miejsce dla kobiet (panie Mortka, patrzę tu na pana). I nie chodzi tylko o to, że kobieta jest główną bohaterką - chodzi o to, że problemy, z którymi kobiety stykają się na co dzień jak strach o własne życie podczas spotkania z nieznajomym na ulicy, nawet w południe, nie są tutaj pominięte, ""bo przecież moja siostra czasem wraca sama po ciemku i jakoś się nie boi"". Marra (nasza heroina) nie chce ratować całego wielkiego świata; chce uratować swoją siostrę. Nie musi uzasadniać swojego czynu wielkimi mowami, wie, że po prostu chce, by jej rodzinie przestała dziać się krzywda. Nie bierze miecza i nie wymyśla samodzielnie wielkich planów, nie robi głupich rzeczy, w wyniku których ktoś jednym ciosem mógłby ją zmiażdżyć - za to zbiera dookoła siebie grupę dość ekscentrycznych przyjaciół, co do których stara się być zawsze w porządku. I z uporem, determinacją, konsekwencją i odwagą brania życia we własne ręce, brnie do przodu przez własny strach i przerażenie. Jest tu trochę humoru (wręcz zaskakująco dużo!), jest trochę ciepła, jest też bardzo dużo mroku i realizmu. Trochę jak u Pratchetta - najpierw widzimy kostium fantastyczny, a po chwili dochodzi do nas, jeśli tylko popatrzymy, jak dużo w tej wyobraźni i nawiązywaniu do baśni naszego dzieciństwa jest prawdziwego świata. (Jeśli nie wierzycie, to przeczytajcie cykl o Wiedźmach, w którym błazen mianowany na władcę zostaje najlepszym władcą krainy, a złośliwe siły chcą zniszczyć jej bogactwa z samej żądzy okrucieństwa, i odnieście to chociażby do wojny w Ukrainie). Dla mnie fantastyczny top roku. I tylko szkoda, że nikt więcej o tej książce nie pisze - ale jak dobrze, że czytelnicy najwyraźniej wiedzą lepiej. ...more",Notes are private!,2,4,1,"Jan 21, 2024","Jan 21, 2024","Jan 21, 2024",,Paperback,view (with text),/book/show/146626269-pokrzywa-i-ko
