,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Christopher's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
413,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Have Lost My Way,"Forman, Gayle*",1471173720,,,368        pp,3.67,"14,763","Mar 27, 2018","Apr 01, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Paperback,view,/book/show/36470842-i-have-lost-my-way
414,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Servants: A Downstairs History of Britain from the Nineteenth-Century to Modern Times,"Lethbridge, Lucy",0393241092,9780393241099,0393241092,385        pp,3.68,"1,377","Mar 01, 2013","Nov 18, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Hardcover,view,/book/show/17573678-servants
415,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,On Sal Mal Lane,"Freeman, Ru",1555976425,9781555976422,1555976425,376        pp,3.86,735,"Apr 29, 2013","May 14, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Hardcover,view,/book/show/16059649-on-sal-mal-lane
416,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Virgin Suicides,"Eugenides, Jeffrey",0747560595,9780747560593,0747560595,250        pp,3.80,"337,931",1993,2002,did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Dec 28, 2019","Dec 28, 2019","Aug 31, 2019",,Paperback,view,/book/show/10956.The_Virgin_Suicides
417,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book of Daniel,"Doctorow, E.L.",0452275660,9780452275669,0452275660,320        pp,3.86,"5,620","Apr 12, 1971","Apr 01, 1996",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Paperback,view,/book/show/411761.The_Book_of_Daniel
418,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Tale of Two Cities,"Dickens, Charles",0141439602,9780141439600,0141439602,489        pp,3.87,"947,114","Nov 26, 1859",2003,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Paperback,view,/book/show/1953.A_Tale_of_Two_Cities
419,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Trick to Time,"Waal, Kit de*",024120710X,9780241207109,024120710X,272        pp,3.92,"2,134","Mar 29, 2018","Mar 29, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Hardcover,view,/book/show/35997411-the-trick-to-time
420,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Round House,"Erdrich, Louise",0062065246,9780062065247,0062065246,323        pp,3.98,"116,333","Oct 02, 2012","Oct 02, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Hardcover,view,/book/show/13602426-the-round-house
421,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This Land Is Their Land: Reports from a Divided Nation,"Ehrenreich, Barbara",0805088407,9780805088403,0805088407,235        pp,3.57,"1,534","Jan 01, 2008","Jun 24, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Hardcover,view,/book/show/2880662-this-land-is-their-land
422,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Birdy Flynn,"Donohoe, Helen",1780749392,9781780749396,1780749392,384        pp,3.53,135,Mar 2017,"May 09, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Paperback,view,/book/show/31921690-birdy-flynn
423,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Gilded Hour        (The Waverly Place, #1)","Donati, Sara",0425271811,9780425271810,0425271811,741        pp,4.09,"16,246","Sep 01, 2015","Sep 01, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Hardcover,view,/book/show/24611868-the-gilded-hour
424,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Crime and Punishment,"Dostoevsky, Fyodor",,,,671        pp,4.27,"903,849",1866,"Dec 31, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Paperback,view,/book/show/7144.Crime_and_Punishment
425,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Interventions,"Chomsky, Noam",0872864839,9780872864832,0872864839,232        pp,3.87,893,2007,"Jul 01, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Paperback,view,/book/show/62674.Interventions
426,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,White Noise,"DeLillo, Don",0143129554,9780143129554,0143129554,320        pp,3.86,"115,122","Jan 21, 1985","Oct 18, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Paperback,view,/book/show/28251250-white-noise
427,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Chomsky On Anarchism,"Chomsky, Noam",1904859208,9781904859208,1904859208,241        pp,3.94,"5,786",2010,"May 01, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Paperback,view,/book/show/12618.Chomsky_On_Anarchism
428,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Power Systems: Conversations on Global Democratic Uprisings and the New Challenges to U.S. Empire,"Chomsky, Noam",0805096159,9780805096156,0805096159,224        pp,4.11,"2,356","Nov 01, 2012","Jan 08, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Paperback,view,/book/show/13538352-power-systems
429,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Propaganda and the Public Mind,"Chomsky, Noam",074531788X,9780745317885,074531788X,256        pp,4.06,"1,203",1998,2001,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Paperback,view,/book/show/12625.Propaganda_and_the_Public_Mind
430,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Little Faith,"Butler, Nickolas*",0062469738,9780062469731,,336        pp,3.88,"4,997","Mar 05, 2019","Mar 05, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,ebook,view,/book/show/38899726-little-faith
431,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wicked Cometh,"Carlin, Laura",1473661374,9781473661370,1473661374,337        pp,3.43,"2,190","Feb 01, 2018","Feb 01, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Hardcover,view,/book/show/34812995-the-wicked-cometh
432,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Rehearsal,"Catton, Eleanor",0316074330,9780316074339,0316074330,320        pp,3.44,"5,859","Apr 01, 2008","May 17, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Hardcover,view,/book/show/7381740-the-rehearsal
433,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Queen of the Night,"Chee, Alexander*",0618663029,9780618663026,0618663029,561        pp,3.44,"11,803","Feb 02, 2016","Feb 02, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Hardcover,view,/book/show/17912498-the-queen-of-the-night
434,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Remembered,"Battle-Felton, Yvonne*",0349700486,9780349700489,0349700486,304        pp,3.65,867,"Feb 07, 2019","Aug 01, 2019",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jan 02, 2020","Jan 03, 2020","Aug 31, 2019",,Paperback,view,/book/show/42769272-remembered
435,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Boatmaker,"Benditt, John",1935639986,9781935639985,1935639986,400        pp,3.77,231,"Jan 19, 2015","Mar 03, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Paperback,view,/book/show/22542549-the-boatmaker
436,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Before the Feast,"Stanišić, Saša*",1782271309,9781782271307,B016DRT8W4,303        pp,3.70,"2,477","Mar 10, 2014","Oct 22, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Kindle Edition,view,/book/show/27395855-before-the-feast
437,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Heart's Invisible Furies,"Boyne, John*",,,,582        pp,4.51,"162,336","Feb 09, 2017","Aug 22, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Hardcover,view,/book/show/33253215-the-heart-s-invisible-furies
438,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sweet Home,"Bray, Carys",1844719065,9781844719068,1844719065,156        pp,3.87,567,"Nov 09, 2012","Nov 09, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Paperback,view,/book/show/16110419-sweet-home
439,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Good Morning, Midnight","Brooks-Dalton, Lily*",0812998901,9780812998900,,218        pp,3.90,"20,764","Aug 09, 2016","Aug 09, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,ebook,view,/book/show/27405160-good-morning-midnight
440,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In the Time of the Butterflies,"Alvarez, Julia*",0452274427,9780452274426,0452274427,324        pp,4.15,"71,767",1994,Aug 1995,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Paperback,view,/book/show/11206.In_the_Time_of_the_Butterflies
441,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Transcription,"Atkinson, Kate",031617663X,9780316176637,031617663X,343        pp,3.49,"55,722","Sep 06, 2018","Sep 25, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Hardcover,view,/book/show/37946414-transcription
442,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Life After Life        (Todd Family, #1)","Atkinson, Kate",0316176486,9780316176484,0316176486,529        pp,3.78,"227,425","Mar 14, 2013","Apr 02, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Hardcover,view,/book/show/15790842-life-after-life
443,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cat’s Eye,"Atwood, Margaret*",0385491026,9780385491020,0385491026,462        pp,3.94,"68,285",Sep 1988,1998,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Paperback,view,/book/show/51019.Cat_s_Eye
444,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Blind Assassin,"Atwood, Margaret*",0385720955,9780385720953,0385720955,521        pp,3.96,"155,485",Sep 2000,"Aug 28, 2001",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,"Nov 10, 2019","Nov 17, 2019","Aug 31, 2019",,Paperback,view,/book/show/227614.The_Blind_Assassin
445,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Guide to Being Born,"Ausubel, Ramona*",1594487952,9781594487958,1594487952,198        pp,3.69,"2,206","May 02, 2013","May 02, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Hardcover,view,/book/show/16158505-a-guide-to-being-born
446,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Crimes in Southern Indiana: Stories,"Bill, Frank",0374532885,9780374532888,0374532885,272        pp,3.80,"2,626","Aug 30, 2011",2011,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Paperback,view,/book/show/10713935-crimes-in-southern-indiana
447,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Fire Next Time,"Baldwin, James",067974472X,9780679744726,067974472X,106        pp,4.54,"100,407","Jan 31, 1963","Feb 01, 1993",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Paperback,view,/book/show/464260.The_Fire_Next_Time
448,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Innocents,"Segal, Francesca*",,,B007FSJB3W,289        pp,3.19,"5,608","Jan 01, 2012","Jun 05, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 26, 2019",,Kindle Edition,view,/book/show/18932492-the-innocents
449,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Patron Saint of Liars,"Patchett, Ann",1841150509,9781841150505,1841150509,352        pp,3.87,"50,660",1992,"Jan 01, 2003",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,"Aug 26, 2019","Aug 26, 2019","Aug 26, 2019",,Paperback,view,/book/show/15957.The_Patron_Saint_of_Liars
450,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Cuckoo's Calling        (Cormoran Strike, #1)","Galbraith, Robert",0316206849,9780316206846,0316206849,456        pp,3.89,"581,588","Apr 18, 2013","Apr 30, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 26, 2019","Aug 26, 2019","Aug 26, 2019",,Hardcover,view,/book/show/16160797-the-cuckoo-s-calling
451,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Bones of Grace        (Bangla Desh, #3)","Anam, Tahmima*",1847679773,9781847679772,1847679773,336        pp,3.80,739,"May 18, 2016","Mar 05, 2016",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 23, 2019","Aug 23, 2019","Aug 23, 2019",,Hardcover,view,/book/show/29217381-the-bones-of-grace
452,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Happiness,"Forna, Aminatta",080212755X,9780802127556,080212755X,312        pp,3.86,"4,573","Mar 06, 2018","Mar 06, 2018",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Aug 10, 2019","Aug 10, 2019","Aug 10, 2019",,Hardcover,view,/book/show/35458040-happiness
453,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Need,"Phillips, Helen*",1982113162,9781982113162,1982113162,272        pp,3.16,"15,184","Jul 09, 2019","Jul 09, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Jul 26, 2019","Jul 26, 2019","Jul 26, 2019",,Hardcover,view,/book/show/42201850-the-need
454,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Fishermen,"Obioma, Chigozie*",0316338370,9780316338370,0316338370,297        pp,3.88,"19,633","Apr 14, 2015","Apr 14, 2015",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jul 22, 2019","Jul 28, 2019","Jul 22, 2019",,Hardcover,view,/book/show/22875103-the-fishermen
455,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cataclysm Baby (The Mud Luscious Press Novel,"Bell, Matt*",0983026378,9780983026372,0983026378,118        pp,4.35,240,"Apr 15, 2012","Apr 15, 2012",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Jul 21, 2019","Jul 21, 2019","Jul 21, 2019",,Paperback,view,/book/show/13271003-cataclysm-baby-the-mud-luscious-press-novel
456,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Bone Ships        (The Tide Child, #1)","Barker, R.J.*",0316487961,9780316487962,0316487961,512        pp,4.05,"8,236","Sep 24, 2019","Sep 24, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 17, 2019",,Paperback,view,/book/show/43521682-the-bone-ships
457,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Women Talking,"Toews, Miriam",1635572584,9781635572582,1635572584,216        pp,3.62,"57,607","Aug 21, 2018","Apr 02, 2019",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jul 16, 2019","Jul 16, 2019","Jul 16, 2019",,Hardcover,view,/book/show/40046077-women-talking
458,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Mapmaker's War        (Keeper of Tales Trilogy, #1)","Domingue, Ronlyn*",1451688881,9781451688887,1451688881,226        pp,3.61,907,"Mar 05, 2013","Mar 05, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 15, 2019",,Hardcover,view,/book/show/15802506-the-mapmaker-s-war
459,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Ruins of Ambrai        (Exiles, #1)","Rawn, Melanie",0330344196,9780330344197,B0027OX23Y,928        pp,4.07,"9,159",1994,"Mar 07, 1997",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 07, 2019",,Paperback,view,/book/show/185292.The_Ruins_of_Ambrai
460,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Ruin of Kings        (A Chorus of Dragons, #1)","Lyons, Jenn*",1250175488,9781250175489,1250175488,560        pp,3.84,"13,347","Feb 05, 2019","Feb 05, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 06, 2019",not set,"Jul 06, 2019",,Hardcover,view,/book/show/39863237-the-ruin-of-kings
461,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Eye of Night: A Novel,"Alama, Pauline J.*",0553584634,9780553584639,0553584634,451        pp,3.84,153,"Jun 25, 2002","Jun 25, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 02, 2019",,Mass Market Paperback,view,/book/show/544406.The_Eye_of_Night
462,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Heir of Autumn        (Heartstone Trilogy, #1)","Carwyn, Giles",0060829761,9780060829766,0060829761,608        pp,3.62,250,2006,"Oct 31, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 02, 2019",,Mass Market Paperback,view,/book/show/1141188.Heir_of_Autumn
463,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Covenants        (Borderlands, #1)","Freeman, Lorna",0451459806,9780451459800,0451459806,548        pp,4.10,"2,022","May 04, 2004","May 04, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 21, 2019",,Mass Market Paperback,view,/book/show/342659.Covenants
464,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Son of Avonar        (The Bridge of D'Arnath, #1)","Berg, Carol*",0451459628,9780451459626,0451459628,471        pp,3.78,"3,153","Feb 01, 2004","Feb 03, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 16, 2019",,Mass Market Paperback,view,/book/show/437786.Son_of_Avonar
465,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Queen's Necklace,"Edgerton, Teresa*",0380789116,9780380789115,0380789116,592        pp,3.59,122,"Jul 01, 2001","Jul 03, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 15, 2019",,Paperback,view,/book/show/16649.The_Queen_s_Necklace
466,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dutch House,"Patchett, Ann",0062963678,9780062963673,0062963678,337        pp,4.10,"446,664","Sep 24, 2019","Sep 24, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,4.5 - knocked it half a star because I hated the last three pages,Notes are private!,0,5,1,"Sep 25, 2019","Sep 28, 2019","Jun 15, 2019",,Hardcover,view (with text),/book/show/44318414-the-dutch-house
467,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Why I Am Not a Feminist: A Feminist Manifesto,"Crispin, Jessa",1612196012,9781612196015,1612196012,151        pp,3.51,"4,035","Feb 21, 2017",Feb 2017,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 14, 2019","Jun 14, 2019","Jun 14, 2019",,Paperback,view,/book/show/31227905-why-i-am-not-a-feminist
468,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Black Prism        (Lightbringer, #1)","Weeks, Brent*",0316075558,9780316075558,0316075558,629        pp,4.23,"122,985","Aug 25, 2010","Aug 25, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 11, 2019",not set,"Jun 11, 2019",,Hardcover,view,/book/show/7165300-the-black-prism
469,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Kushiel's Dart        (Phèdre's Trilogy, #1)","Carey, Jacqueline*",0765342987,9780765342980,0765342987,901        pp,4.02,"80,096","Jun 23, 2001","Mar 15, 2002",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 16, 2021","Feb 16, 2021","Jun 06, 2019",,Mass Market Paperback,view,/book/show/528997.Kushiel_s_Dart
470,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Luck of the Wheels        (Windsingers, #4)","Lindholm, Megan",0007112556,9780007112555,0007112556,408        pp,3.85,738,1989,2002,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 02, 2019",,Mass Market Paperback,view,/book/show/401433.Luck_of_the_Wheels
471,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Goblin Emperor        (The Goblin Emperor, #1)","Addison, Katherine*",076532699X,9780765326997,076532699X,446        pp,4.07,"46,202","Apr 01, 2014","Apr 01, 2014",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"May 31, 2019","May 31, 2019","May 31, 2019",,Hardcover,view,/book/show/17910048-the-goblin-emperor
472,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Point of Hopes        (Astreiant, #1)","Scott, Melissa*",0812550994,9780812550993,0812550994,421        pp,3.81,"1,062","Dec 01, 1995","Jan 01, 1997",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 29, 2019",,Paperback,view,/book/show/836592.Point_of_Hopes
473,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Gilded Chain        (The King's Blades, #1)","Duncan, Dave",0380791269,9780380791262,0380791269,396        pp,3.92,"3,387",1998,"Sep 01, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 23, 2019",,Mass Market Paperback,view,/book/show/57687.The_Gilded_Chain
