,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,L.K.'s rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
321,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Travelling Cat Chronicles,"Arikawa, Hiro",0451491335,9780451491336,0451491335,277        pp,4.34,"73,145",Nov 2012,"Oct 23, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 03, 2019",,Hardcover,view,/book/show/39508663-the-travelling-cat-chronicles
322,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Whisper Man,"North, Alex*",1250317991,9781250317995,1250317991,355        pp,4.03,"163,586","Jun 13, 2019","Aug 20, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 02, 2019",,Hardcover,view,/book/show/41940236-the-whisper-man
323,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Small Wonder,"Kingsolver, Barbara",0060894598,9780060894597,,0        pp,4.03,"10,790","Jan 01, 2002","Nov 08, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 24, 2019",,Audio,view,/book/show/9810161-small-wonder
324,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Normal People,"Rooney, Sally*",,,B07DVT2VZK,268        pp,3.81,"1,385,377","Aug 28, 2018","Aug 28, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 23, 2019",,Kindle Edition,view,/book/show/40648401-normal-people
325,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I'm the One Who Got Away,"Jarrell, Andrea*",1631522604,9781631522604,1631522604,176        pp,3.86,740,"Sep 05, 2017","Sep 05, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 17, 2019",,Paperback,view,/book/show/34014136-i-m-the-one-who-got-away
326,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,You Cannot Mess This Up: A True Story That Never Happened,"Daughters, Amy Weinland*",1631525832,9781631525834,1631525832,252        pp,3.58,184,unknown,"Jun 04, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 17, 2019",,Paperback,view,/book/show/42629440-you-cannot-mess-this-up
327,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Lessons From Lucy: The Simple Joys of an Old, Happy Dog","Barry, Dave*",1501161172,9781501161179,,240        pp,4.09,"6,087","Apr 02, 2019","Apr 02, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 11, 2019",,ebook,view,/book/show/38942647-lessons-from-lucy
328,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Ladder to the Sky,"Boyne, John*",1984823019,9781984823014,1984823019,362        pp,4.21,"34,445","Aug 09, 2018","Nov 13, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 11, 2019",,Hardcover,view,/book/show/40400269-a-ladder-to-the-sky
329,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kafka on the Shore,"Murakami, Haruki",1400079276,9781400079278,1400079276,467        pp,4.13,"468,840",Sep 2002,"Jan 03, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 11, 2019",,Paperback,view,/book/show/4929.Kafka_on_the_Shore
330,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Old Baggage,"Evans, Lissa*",0857523627,9780857523624,0857523627,320        pp,3.86,"5,330","Jun 14, 2018","Jun 14, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 11, 2019",,Hardcover,view,/book/show/36114334-old-baggage
331,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Woman Is No Man,"Rum, Etaf*",0062699768,9780062699763,0062699768,339        pp,4.26,"149,536","Mar 05, 2019","Mar 05, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 11, 2019",,Hardcover,view,/book/show/34313931-a-woman-is-no-man
332,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Graduate's Handbook: Your No-Nonsense Guide for What Comes Next,"Gaither, Clark",,,B01FDIINK2,145        pp,3.90,10,unknown,"Jun 14, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I ordered Graduate's Handbook for a cherished friend who just graduated university, and I had it shipped to my house so I could write a note in it. OfI ordered Graduate's Handbook for a cherished friend who just graduated university, and I had it shipped to my house so I could write a note in it. Of course, I had to have a look when it came, which turned into reading it. Another copy is on the way for the gift.Dr. Clark Gaither put together a perfect little book of pithy wisdom, and frankly I'm astonished it hasn't gone viral. Each chapter is brief, gets to the point quickly, and is accompanied by wonderful quotes by thinkers, writers, and leaders from diverse fields. This is a book for anyone graduating from anything, be it high school or university, the school of hard knocks, or simply from yesterday to tomorrow. Wonderful!Here are a few excerpts:On Success: ""Before you can have success, you must first define what success means to you."" Dr. GaitherOn Your Life's Journey: ""All journeys have secret destinations of which the traveler is unaware."" Martin BuberOn Life Without Self-Imposed Limits: ""When nothing is sure, everything is possible."" Margaret AtwoodOn Knowledge: ""We are never fully prepared for what we discover."" Dr. GaitherOne more. On Change: ""You must be the change you wish to see in the world."" Mahatma Gandhi...more",Notes are private!,0,2,1,"May 10, 2019","May 11, 2019","May 11, 2019",,Kindle Edition,view (with text),/book/show/34674870-the-graduate-s-handbook
333,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Story Lately Told,"Huston, Anjelica",1451656297,9781451656299,1451656297,272        pp,3.35,"2,935","Nov 19, 2013","Nov 19, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 08, 2019",,Hardcover,view,/book/show/16130548-a-story-lately-told
334,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ohio,"Markley, Stephen*",1501174479,9781501174476,1501174479,484        pp,3.87,"13,336","Aug 21, 2018","Aug 21, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 07, 2019",,Hardcover,view,/book/show/36373372-ohio
335,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Choices        (A Joyful Cup Story Book 1),"Lynn, Jacquelyn*",1941826296,9781941826294,B07MLLYTD5,146        pp,4.16,44,unknown,"Jan 04, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I read this novel over a single weekend, which is unusual for me, even when I like a book. Ms. Lynn is not a writer who's interested in wasting your tI read this novel over a single weekend, which is unusual for me, even when I like a book. Ms. Lynn is not a writer who's interested in wasting your time - she gets on with it. I love that. In my opinion, this is Christian fiction at its best, dealing with the tough themes of shame, regret, and anger. Early one morning in a small Florida town, invisible dynamics are set in motion when a college student, distracted by texting, strikes a biker, then, panicked, leaves the scene Thus the book is off and running. It was easy for me to put myself in the shoes of the justifiably angry bike rider, a small business owner who is laid up in ICU. Frankly, it was equally easy for me to put myself in the shoes of the college student, who hides her shameful act while the town seethes with rage.You know reconciliation is coming - this is a Christian novel - but the journey to it is satisfying and believable. This appears to be Jacquelyn Lynn's first novel, but she's obviously a veteran writer. Well done....more",Notes are private!,0,3,1,"Apr 27, 2019","Apr 28, 2019","Apr 30, 2019",,Kindle Edition,view (with text),/book/show/43474910-choices
336,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hiding Place,"Boom, Corrie Ten; Sherrill",0340208457,9780340208458,0340208457,221        pp,4.46,"324,518","Jan 01, 1971","Jan 01, 1976",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,2,not setnot set,"Mar 28, 1976not set","Apr 28, 2019",,Paperback,view,/book/show/1412485.The_Hiding_Place
337,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Seven or Eight Deaths of Stella Fortuna,"Grames, Juliet*",0062862820,9780062862822,0062862820,445        pp,3.95,"17,389","May 07, 2019","May 07, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 22, 2019",,Hardcover,view,/book/show/41180661-the-seven-or-eight-deaths-of-stella-fortuna
338,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Song of the Tree Frogs: A Novel,"Kitson, J.W.",,,B076H46HXY,255        pp,4.42,31,unknown,"Nov 07, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 16, 2019",,Kindle Edition,view,/book/show/36555256-song-of-the-tree-frogs
339,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hunchback of Notre-Dame,"Hugo, Victor",0451527887,9780451527882,0451527887,510        pp,4.02,"201,137","Mar 16, 1831","Apr 10, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 15, 2019",,Paperback,view,/book/show/30597.The_Hunchback_of_Notre_Dame
340,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hideaway,"Denton, Lauren K.*",0718084225,9780718084226,0718084225,345        pp,3.98,"47,864","Apr 11, 2017","Apr 11, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 11, 2019",,Paperback,view,/book/show/30649413-the-hideaway
341,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Death Becomes Us,"Skjolsvik, Pamela*",,,,unknown,4.28,80,"Nov 13, 2015","Apr 15, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 03, 2019",,,view,/book/show/34884049-death-becomes-us
342,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bookshop of the Broken Hearted,"Hillman, Robert",0525535926,9780525535928,0525535926,304        pp,3.58,"7,535",2018,"Apr 09, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 03, 2019",,Hardcover,view,/book/show/40953736-the-bookshop-of-the-broken-hearted
343,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Face Like the Moon: Stories,"Athanassious, Mina*",1771613416,9781771613415,B07FQXV3HJ,184        pp,4.26,19,unknown,"Sep 18, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 03, 2019",,Kindle Edition,view,/book/show/42536065-a-face-like-the-moon
344,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Bourne Identity        (Jason Bourne, #1)","Ludlum, Robert",0752864327,9780752864327,0752864327,566        pp,4.05,"432,163","Feb 04, 1980","Mar 24, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 01, 2019",,Paperback,view,/book/show/7869.The_Bourne_Identity
345,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Everyday Genesis: Inviting God to Re-Create You,"Maples, Nika*",161795666X,9781617956669,161795666X,256        pp,4.35,37,unknown,"Dec 12, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 31, 2019",,Paperback,view,/book/show/34448854-everyday-genesis
346,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Collected Stories of Deborah Eisenberg,"Eisenberg, Deborah",0312429894,9780312429898,0312429894,992        pp,4.09,727,"Sep 16, 2008","Mar 30, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 31, 2019",,Paperback,view,/book/show/7786087-the-collected-stories-of-deborah-eisenberg
347,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The End of Your Life Book Club,"Schwalbe, Will*",0307594033,9780307594037,0307594033,336        pp,3.81,"54,547","Oct 02, 2012","Oct 02, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 31, 2019",,Hardcover,view,/book/show/13414676-the-end-of-your-life-book-club
348,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Great Believers,"Makkai, Rebecca*",,,B07DL36TWJ,unknown,4.28,"135,437","Jun 19, 2018",unknown,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Epigraphs (in case you wonder where the title came from):“We were the great believers. I have never cared for any men as much as for these who felt thEpigraphs (in case you wonder where the title came from):“We were the great believers. I have never cared for any men as much as for these who felt the first springs when I did, and saw death ahead, and were reprieved—and who now walk the long stormy summer.” F. Scott Fitgerald“The world is a wonder, but the portions are small.” Rebecca HazeltonI listened to the Audible edition, beautifully narrated by Michael Crouch. When I downloaded the novel, I realized the audiobook was over 18 hours. Eighteen hours! Sheesh! There's a quote in the latter portion of the book about life being at once too long and too short. That was this novel too, at least for me. In the beginning, the book's length was daunting. Slowly, I became more and more invested in Fiona and Yale—especially Yale!—and the rest of the characters. Then I settled into the story, as one settles in to life. By the end, everyone's stories were over too quickly.Rebecca Makkai brilliantly parallels a group of Chicagoans devastated by the AIDS outbreak of the 1980s with the Great War's lost generation. This is a novel about ordinary people—people who just want to be happy—finding themselves in a life and death struggle they did not ask for against an enemy they don't understand. It's about the heartbreak of watching beloved friends and fellows fall on the right hand and the left, and being powerless to stop it.As I write this , it's been a couple of months since I finished the book. I listened to the last chapter again. Because that's where the loss is driven home. That's where Makkai pushes her reader's empathy to a peak.And that's when I added The Great Believers to my favorites shelf....more",Notes are private!,0,3,1,"Jul 08, 2019","Oct 25, 2019","Mar 31, 2019",,Audible Audio,view (with text),/book/show/44323861-the-great-believers
349,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What We Do with the Wreckage: Stories,"Lunstrum, Kirsten Sundberg*",0820353736,9780820353739,0820353736,0        pp,4.50,24,unknown,"Oct 15, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 31, 2019",,ebook,view,/book/show/39816247-what-we-do-with-the-wreckage
350,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bad Kansas: Stories        (Flannery O'Connor Award for Short Fiction),"Mandelbaum, Becky*",0820351296,9780820351292,0820351296,176        pp,4.21,201,2017,"Sep 15, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 18, 2021","Dec 24, 2021","Mar 30, 2019",,ebook,view,/book/show/34689312-bad-kansas
351,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Clockwork Orange,"Burgess, Anthony",0140291059,9780140291056,0140291059,150        pp,4.00,"712,051",1962,2000,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Apr 30, 1990","Mar 30, 2019",,Paperback,view,/book/show/302597.A_Clockwork_Orange
352,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Land More Kind Than Home,"Cash, Wiley*",,,0062088149,309        pp,3.88,"27,382","Apr 17, 2012","Apr 17, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 30, 2019",,Hardcover,view,/book/show/12408149-a-land-more-kind-than-home
353,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,High Fidelity,"Hornby, Nick",1573225517,9781573225519,1573225517,323        pp,3.91,"201,518","Apr 13, 1995","May 05, 1996",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 28, 2019",,Paperback,view,/book/show/285092.High_Fidelity
354,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In the Fall,"Lent, Jeffrey",0330391968,9780330391962,0330391968,565        pp,3.84,"2,300",2000,2001,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 27, 2019",,Paperback,view,/book/show/312275.In_the_Fall
355,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Shadow Frost        (Shadow Frost, #1)","Ma, Coco*",1982527447,9781982527440,1982527447,400        pp,3.73,"1,404","Oct 01, 2019","Oct 01, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 27, 2019",,Hardcover,view,/book/show/43611226-shadow-frost
356,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All In,"Simonds, L K*",,,B07L7J714M,283        pp,4.13,93,"May 07, 2019","May 07, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Five stars. Obviously.Don’t worry—I’m not ing my own work. But this space is a great vehicle to carry the news to my GR friends that I have a noFive stars. Obviously.Don’t worry—I’m not ing my own work. But this space is a great vehicle to carry the news to my GR friends that I have a novel coming out. May I repeat that? I have a novel coming out! Its available to READ NOW on NetGalley. http://netgal.ly/wmYTlGBack in the 90s, I was vacationing in NYC with my travel buddies. We got out the phonebook—as we always did while traveling—to see how many people with our last names were listed. In that thick Manhattan phonebook was a single listing for a person with the same name as my friend’s. Two initials and a surname, as a single woman might’ve listed her number back in those days. The address was only a few blocks from our Midtown hotel, and we joked about calling to see if she was a long-lost cousin, who might take us to her favorite shops and restaurants. We didn’t call, but the “what if?” stuck with me. What if you did call? What if the person you called was in crisis? Or about to face a crisis? What if that serendipitous phone call resulted in a friendship that became a lifeline? That notion was the inception of ALL IN.Author Neil Gaiman talks about having an idea that’s better than our ability to write it. It took 25 years and a couple of false starts, but my vision for these characters and this story is fulfilled. Finally.ALL IN is my first offering as a novelist—my best writing to date. I hope you’ll enjoy it.#allinthenovel...more",Notes are private!,0,5,1,not set,"Mar 31, 2019","Mar 27, 2019",,Kindle Edition,view (with text),/book/show/44769119-all-in
357,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Enchanted Hour: The Miraculous Power of Reading Aloud in the Age of Distraction,"Gurdon, Meghan Cox*",0062562835,9780062562838,,304        pp,4.31,"4,243","Jan 15, 2019","Jan 15, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 27, 2019",,ebook,view,/book/show/36300637-the-enchanted-hour
358,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fragile Things: Short Fictions and Wonders,"Gaiman, Neil*",,,,360        pp,3.96,"69,814","Sep 25, 2006","Sep 26, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 23, 2019",,Hardcover,view,/book/show/16788.Fragile_Things
359,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,City of Fear: A Rob Soliz and Frank Pierce Mystery,"Enmon, Larry*",,,B07L8GJKHJ,304        pp,4.20,35,"Jun 01, 2019","Jun 11, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Another great Rob Soliz and Frank Pierce police procedural from Larry Enmon. Mr. Enmon once again explores the fringes of society: gangsters, mobstersAnother great Rob Soliz and Frank Pierce police procedural from Larry Enmon. Mr. Enmon once again explores the fringes of society: gangsters, mobsters, an unlikely assassin, and a mysterious, apparently mystical professor who captures Frank in her spell. Lots of thrills riding shotgun with Rob and Frank as give us a local's tour of Dallas and bring their brand of justice to its mean streets. Well done!...more",Notes are private!,0,2,1,"Jun 18, 2019","Oct 05, 2019","Mar 23, 2019",,Kindle Edition,view (with text),/book/show/43661392-city-of-fear
360,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Junkie Love,"Clifford, Joe*",,,,216        pp,4.26,416,"Mar 13, 2013","Mar 13, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 19, 2019",,Paperback,view,/book/show/17656909-junkie-love
361,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Diver's Clothes Lie Empty,"Vida, Vendela",144340974X,9781443409742,144340974X,224        pp,3.44,"7,232","Jun 02, 2015","Jun 02, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 18, 2019",,Paperback,view,/book/show/23590710-the-diver-s-clothes-lie-empty
362,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mendocino and Other Stories,"Packer, Ann*",0749934107,9780749934101,0749934107,241        pp,3.48,594,"May 01, 1994","Jan 01, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 18, 2019",,Paperback,view,/book/show/16060.Mendocino_and_Other_Stories
363,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I'm Fine and Neither Are You,"Pagán, Camille*",1542042550,9781542042550,1542042550,270        pp,3.72,"34,400","Apr 01, 2019","Apr 01, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Every aspect of Penelope's life - her marriage, her household, her career, even her car - is running on fumes. Like Penelope, I found myself overwhelmEvery aspect of Penelope's life - her marriage, her household, her career, even her car - is running on fumes. Like Penelope, I found myself overwhelmed, frustrated, and angry at just about everyone, especially her self-centered, deadbeat husband, Sanjay. Grrr.Then, here comes the inciting incident, rather, more accurately, the ""insighting"" incident. And all that's been unseen - motives, emotions, secrets - slowly percolate to the surface, where they can be recognized for what they are and dealt with. I'm so glad Penelope and I both hung in there. The payoff was worth the pain.I'm Fine and Neither Are You is a quick, humorous read. But it isn't at all superficial. Ms. Pagán does a fabulous and beautifully subtle job of capturing just how much the people closest to us respond and react according to the (often unrealized) signals we give off. Ultimately, our lives emanate from us and no one else. Thank you, Camille Pagán, for reminding us of that important truth while giving us some laughs along the way....more",Notes are private!,0,3,1,"May 25, 2019","Jun 14, 2019","Mar 18, 2019",,Hardcover,view (with text),/book/show/41451741-i-m-fine-and-neither-are-you
364,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Life and Other Near-Death Experiences,"Pagán, Camille*",150390623X,9781503906235,B00U6IQFFU,255        pp,3.88,"36,675","Nov 01, 2015","Nov 01, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 18, 2019",,Kindle Edition,view,/book/show/26583370-life-and-other-near-death-experiences
365,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Art of Work,"Goins, Jeff*",0529117657,9780529117656,0529117657,212        pp,3.90,"3,849","Mar 24, 2015",2015,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 10, 2019",,Paperback,view,/book/show/21548935-the-art-of-work
366,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Salvage the Bones,"Ward, Jesmyn*",1608195228,9781608195220,1608195228,261        pp,3.96,"64,715",Aug 2011,2011,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 10, 2019",,Hardcover,view,/book/show/10846336-salvage-the-bones
367,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Things We Lose, The Things We Leave Behind","O'Callaghan, Billy*",1848402678,9781848402676,1848402678,238        pp,4.51,83,"Sep 01, 2013",Sep 2013,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 10, 2019",,Paperback,view,/book/show/18514168-the-things-we-lose-the-things-we-leave-behind
368,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Border of Paradise,"Wang, Esmé Weijun",1939419697,9781939419699,1939419697,286        pp,3.87,"1,391","Apr 12, 2016","Apr 12, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 10, 2019",,Paperback,view,/book/show/26196482-the-border-of-paradise
369,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Biloxi,"Miller, Mary*",1631492160,9781631492167,1631492160,255        pp,3.29,"2,190","May 21, 2019","May 21, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 10, 2019",,Hardcover,view,/book/show/41817515-biloxi
370,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Problem of Pain,"Lewis, C.S.",0006280935,9780006280934,0006280935,176        pp,4.13,"63,589",1940,unknown,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 10, 2019",,Paperback,view,/book/show/26435.The_Problem_of_Pain
