,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Jolynn's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
220,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Library Book,"Orlean, Susan*",1476740186,9781476740188,1476740186,317        pp,3.89,"114,947","Oct 16, 2018","Oct 16, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 16, 2021",,Hardcover,view,/book/show/39507318-the-library-book
221,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Night Watchman,"Erdrich, Louise",0062671200,9780062671202,,464        pp,4.11,"74,860","Mar 03, 2020","Mar 03, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 14, 2021",,ebook,view,/book/show/43721059-the-night-watchman
222,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Keepers of the House,"Grau, Shirley Ann",1400030749,9781400030743,1400030749,320        pp,4.00,"12,698","Feb 12, 1964","Nov 11, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 14, 2021",,Paperback,view,/book/show/266978.The_Keepers_of_the_House
223,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Angela’s Ashes        (Frank McCourt, #1)","McCourt, Frank",0007205236,9780007205233,0007205236,452        pp,4.14,"629,185","Sep 05, 1996","Oct 03, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 14, 2021",,Paperback,view,/book/show/252577.Angela_s_Ashes
224,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Commonwealth,"Patchett, Ann",0062491792,9780062491794,0062491792,322        pp,3.83,"182,226",Sep 2016,"Sep 13, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 14, 2021",,Hardcover,view,/book/show/28214365-commonwealth
225,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How High We Go in the Dark,"Nagamatsu, Sequoia*",0063072645,9780063072640,0063072645,304        pp,3.84,"54,437","Jan 18, 2022","Jan 18, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 12, 2021",,Hardcover,view,/book/show/57850265-how-high-we-go-in-the-dark
226,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sea of Tranquility,"Mandel, Emily St. John*",0593321448,9780593321447,0593321448,259        pp,4.08,"231,557","Apr 05, 2022","May 05, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 12, 2021",,Hardcover,view,/book/show/58446227-sea-of-tranquility
227,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Orlando,"Woolf, Virginia",0141184272,9780141184272,0141184272,336        pp,3.87,"93,121","Oct 11, 1928","Oct 03, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 12, 2021",,Paperback,view,/book/show/18839.Orlando
228,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cloud Atlas,"Mitchell, David",0375507256,9780375507250,B00A2M3QD4,509        pp,4.01,"248,794",Mar 2004,"Aug 17, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 12, 2021",,Paperback,view,/book/show/49628.Cloud_Atlas
229,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Loveless,"Oseman, Alice*",000824412X,9780008244125,000824412X,433        pp,4.21,"100,773","Jul 09, 2020","Jul 09, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Sep 18, 2022","Oct 07, 2022","Nov 12, 2021",,Paperback,view,/book/show/42115981-loveless
230,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Ace: What Asexuality Reveals About Desire, Society, and the Meaning of Sex","Chen, Angela",080701379X,9780807013793,080701379X,210        pp,4.36,"14,992","Sep 15, 2020","Sep 15, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,"Feb 03, 2022","Feb 17, 2022","Nov 12, 2021",,Hardcover,view,/book/show/52128695-ace
231,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Policeman,"Roberts, Bethan",0143136984,9780143136989,0143136984,289        pp,4.01,"79,680","Feb 02, 2012","Aug 03, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 05, 2021",,Paperback,view,/book/show/57238191-my-policeman
232,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Island of Missing Trees,"Shafak, Elif*",,,1635578590,368        pp,4.16,"101,973","Nov 02, 2021","Nov 02, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 02, 2021",,Hardcover,view,/book/show/57404905-the-island-of-missing-trees
233,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Grapes of Wrath,"Steinbeck, John",067001690X,9780670016907,067001690X,479        pp,4.01,"906,470","Apr 14, 1939","Apr 10, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 02, 2021",,Hardcover,view,/book/show/18114322-the-grapes-of-wrath
234,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Kiss Quotient        (The Kiss Quotient, #1)","Hoang, Helen*",0451490819,,B075HXST4P,323        pp,3.90,"437,219","Jun 05, 2018","Jun 05, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 29, 2021",,Kindle Edition,view,/book/show/36199084-the-kiss-quotient
235,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dearly Beloved,"Wall, Cara*",198210452X,9781982104528,198210452X,342        pp,4.07,"28,434","Aug 13, 2019","Aug 13, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 25, 2021",,Hardcover,view,/book/show/43822731-the-dearly-beloved
236,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Red, White & Royal Blue","McQuiston, Casey*",,,,423        pp,4.09,"988,155","May 14, 2019","May 14, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Feb 17, 2022","Mar 21, 2022","Oct 25, 2021",,Paperback,view,/book/show/41150487-red-white-royal-blue
237,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,To Paradise,"Yanagihara, Hanya*",0385547935,9780385547932,0385547935,720        pp,3.76,"44,121","Jan 11, 2022","Jan 11, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 22, 2021",,Hardcover,view,/book/show/57739876-to-paradise
238,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Tree Grows in Brooklyn,"Smith, Betty",0061120073,9780061120077,0061120073,496        pp,4.29,"465,610","Aug 18, 1943","May 30, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 20, 2021",,Paperback,view,/book/show/14891.A_Tree_Grows_in_Brooklyn
239,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cloud Cuckoo Land,"Doerr, Anthony*",1982168439,9781982168438,1982168439,626        pp,4.26,"214,077","Sep 28, 2021","Sep 28, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 19, 2021",,Hardcover,view,/book/show/56783258-cloud-cuckoo-land
240,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Shell Seekers,"Pilcher, Rosamunde",1250063787,9781250063786,1250063787,632        pp,4.19,"110,884","Dec 15, 1987","May 12, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Jan 09, 2022","Feb 03, 2022","Oct 19, 2021",,Paperback,view,/book/show/23014724-the-shell-seekers
241,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We Ride Upon Sticks,"Barry, Quan",1524748099,9781524748098,1524748099,367        pp,3.79,"15,580","Mar 03, 2020","Mar 03, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 17, 2021",,Hardcover,view,/book/show/50215350-we-ride-upon-sticks
242,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Disappearing Earth,"Phillips, Julia*",,,,312        pp,3.84,"52,889","May 22, 2019","May 14, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 17, 2021",,Hardcover,view,/book/show/34563821-disappearing-earth
243,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Shipped,"Hockman, Angie*",1982151595,9781982151591,1982151595,336        pp,3.64,"65,465","Jan 19, 2021","Jan 19, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 17, 2021",,Paperback,view,/book/show/54304013-shipped
244,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fake Accounts,"Oyler, Lauren",1948226928,9781948226929,1948226928,272        pp,2.86,"10,007","Feb 02, 2021","Feb 02, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 17, 2021",,Hardcover,view,/book/show/45732027-fake-accounts
245,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Happy Hour,"Granados, Marlowe",1989919006,9781989919002,1989919006,280        pp,3.51,"20,284","Sep 08, 2020","Sep 08, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 16, 2021",,Paperback,view,/book/show/54173267-happy-hour
246,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gone With the Wind,"Mitchell, Margaret",1451635621,9781451635621,1451635621,959        pp,4.31,"1,207,864","Jun 30, 1936","May 03, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Dec 04, 2021","Dec 31, 2021","Oct 16, 2021",,Paperback,view,/book/show/34689759-gone-with-the-wind
247,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lonesome Dove,"McMurtry, Larry",,,,858        pp,4.53,"190,840",1985,2010,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"May 09, 2023","Jul 31, 2023","Oct 16, 2021",,Paperback,view,/book/show/54828959-lonesome-dove
248,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Braiding Sweetgrass,"Kimmerer, Robin Wall",,9781571313560,1571313567,386        pp,4.54,"117,200","Oct 15, 2013","Aug 11, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 13, 2021",,Paperback,view,/book/show/20763843-braiding-sweetgrass
249,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Immortalists,"Benjamin, Chloe*",0735213186,9780735213180,0735213186,346        pp,3.71,"205,532","Jan 09, 2018","Jan 09, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 13, 2021",,Hardcover,view,/book/show/30288282-the-immortalists
250,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Payback's a Witch        (The Witches of Thistle Grove, #1)","Harper, Lana",0593336062,9780593336069,0593336062,352        pp,3.61,"34,919","Oct 05, 2021","Oct 05, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 13, 2021",,Paperback,view,/book/show/55566545-payback-s-a-witch
251,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Heart and Seoul        (Seoul, #1)","Frederick, Jen*",059310014X,9780593100141,059310014X,330        pp,3.47,"3,122","May 25, 2021","May 25, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 13, 2021",,Paperback,view,/book/show/44539656-heart-and-seoul
252,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Unhoneymooners        (Unhoneymooners, #1)","Lauren, Christina*",,,,432        pp,3.92,"834,621","May 14, 2019","May 14, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 12, 2021",,Paperback,view,/book/show/42201431-the-unhoneymooners
253,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Jacket Weather,"DeCapite, Mike*",1593766939,9781593766931,1593766939,272        pp,3.50,496,unknown,"Oct 12, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 12, 2021",,Paperback,view,/book/show/56993176-jacket-weather
254,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Open Water,"Nelson, Caleb Azumah",0241448778,9780241448779,0241448778,145        pp,4.05,"61,180","Feb 04, 2021","Jan 27, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 12, 2021",,Hardcover,view,/book/show/53414230-open-water
255,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,White Is for Witching,"Oyeyemi, Helen*",0330458140,9780330458146,0330458140,256        pp,3.55,"11,926","Jun 23, 2009","May 01, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 12, 2021",,Hardcover,view,/book/show/6277227-white-is-for-witching
256,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Heaven,"Kawakami, Mieko",1609456211,9781609456214,1609456211,192        pp,3.81,"53,381","Sep 02, 2009","May 25, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 08, 2021",,Hardcover,view,/book/show/53223710-heaven
257,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Greenwood,"Christie, Michael*",0771024487,9780771024481,0771024487,512        pp,4.34,"20,945","Sep 24, 2019","Aug 25, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 16, 2021","Nov 03, 2021","Oct 08, 2021",,Paperback,view,/book/show/54217550-greenwood
258,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Crossroads,"Franzen, Jonathan",0374181179,9780374181178,0374181179,592        pp,4.06,"56,505","Oct 05, 2021","Oct 05, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 05, 2021",,Hardcover,view,/book/show/55881796-crossroads
259,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Song of Solomon,"Morrison, Toni",140003342X,9781400033423,140003342X,338        pp,4.14,"112,917","Aug 12, 1977","Jun 08, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 05, 2021",,Paperback,view,/book/show/11334.Song_of_Solomon
260,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Coffeeland: One Man's Dark Empire and the Making of Our Favorite Drug,"Sedgewick, Augustine",1594206155,9781594206153,1594206155,448        pp,3.60,"1,380","Oct 05, 2021","Apr 07, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 02, 2021",,Hardcover,view,/book/show/49808906-coffeeland
261,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lincoln Highway,"Towles, Amor*",0735222355,9780735222359,0735222355,576        pp,4.23,"259,064","Oct 05, 2021","Oct 05, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Needed to change this to a 3 after stewing on this for a while…. The beginning grabbed my attention but it failed to follow through on some important Needed to change this to a 3 after stewing on this for a while…. The beginning grabbed my attention but it failed to follow through on some important story lines and left me unsatisfied. The ending was abrupt, weak, and didn’t do justice to some of the better characters. ...more",Notes are private!,0,4,1,"Jan 02, 2022","Jan 09, 2022","Sep 29, 2021",,Hardcover,view (with text),/book/show/57109107-the-lincoln-highway
262,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Poison for Breakfast,"Snicket, Lemony*",1324090626,9781324090625,1324090626,158        pp,3.86,"16,008","Aug 31, 2021","Aug 31, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 29, 2021",,Hardcover,view,/book/show/56769614-poison-for-breakfast
263,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Maid: Hard Work, Low Pay, and a Mother's Will to Survive","Land, Stephanie*",,,0316505110,270        pp,3.85,"96,857","Jan 22, 2019","Jan 22, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 28, 2021",,Hardcover,view,/book/show/39218350-maid
264,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Love Hypothesis,"Hazelwood, Ali*",0593336828,9780593336823,0593336828,383        pp,4.15,"1,385,501","Sep 14, 2021","Sep 14, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 23, 2021",,Paperback,view,/book/show/56732449-the-love-hypothesis
265,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,People We Meet on Vacation,"Henry, Emily*",1984806750,9781984806758,1984806750,364        pp,3.88,"1,131,434","May 11, 2021","May 11, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Nov 12, 2021","Dec 04, 2021","Sep 23, 2021",,Paperback,view,/book/show/54985743-people-we-meet-on-vacation
266,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Yours Cruelly, Elvira: Memoirs of the Mistress of the Dark","Peterson, Cassandra",0306874350,9780306874352,0306874350,304        pp,4.35,"7,987","Sep 21, 2021","Sep 21, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 21, 2021",,Hardcover,view,/book/show/55809879-yours-cruelly-elvira
267,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Course of Love,"de Botton, Alain*",1501134256,9781501134258,1501134256,225        pp,4.02,"43,687",Mar 2016,"Jun 14, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 21, 2021",,Hardcover,view,/book/show/27276213-the-course-of-love
268,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Assembly,"Brown, Natasha*",0316268267,9780316268264,0316268267,112        pp,3.85,"25,351","Jun 03, 2021","Sep 14, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 14, 2021",,Hardcover,view,/book/show/56646330-assembly
269,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harlem Shuffle        (Ray Carney, #1)","Whitehead, Colson*",0385545134,9780385545136,0385545134,318        pp,3.74,"69,511","Sep 14, 2021","Sep 14, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 14, 2021",,Hardcover,view,/book/show/54626223-harlem-shuffle
270,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Gilead        (Gilead, #1)","Robinson, Marilynne",031242440X,9780312424404,031242440X,247        pp,3.85,"110,301","Oct 28, 2004","Jan 10, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 10, 2021",,Paperback,view,/book/show/68210.Gilead
271,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Color Purple,"Walker, Alice",,,,295        pp,4.27,"685,328","Jun 01, 1982","Apr 01, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 10, 2021",,Paperback,view,/book/show/11486.The_Color_Purple
272,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,On Earth We're Briefly Gorgeous,"Vuong, Ocean",0525562028,9780525562023,0525562028,246        pp,4.04,"299,619","Jun 04, 2019","Jun 04, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 06, 2021",,Hardcover,view,/book/show/41880609-on-earth-we-re-briefly-gorgeous
273,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Middlesex,"Eugenides, Jeffrey",0312422156,9780312422158,0312422156,529        pp,4.03,"639,173","Sep 04, 2002","Sep 16, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 06, 2021",,Paperback,view,/book/show/2187.Middlesex
274,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Secret History,"Tartt, Donna",1400031702,9781400031702,1400031702,559        pp,4.17,"741,845","Sep 16, 1992","Sep 11, 1992",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 06, 2021",,Paperback,view,/book/show/29044.The_Secret_History
275,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Real Life,"Taylor, Brandon",0525538887,9780525538882,0525538887,329        pp,3.81,"33,263","Feb 18, 2020","Feb 18, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 06, 2021",,Hardcover,view,/book/show/46263943-real-life
276,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Five Little Indians,"Good, Michelle*",1443459194,9781443459198,,304        pp,4.48,"37,121","Apr 14, 2020","Apr 14, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 06, 2021",,ebook,view,/book/show/52214103-five-little-indians
277,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hating Game,"Thorne, Sally*",,,,387        pp,3.90,"713,551","Aug 09, 2016","Aug 09, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Sep 29, 2021","Oct 16, 2021","Sep 01, 2021",,ebook,view,/book/show/25883848-the-hating-game
278,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Call Your Daughter Home,"Spera, Deb*",0778307743,9780778307747,0778307743,352        pp,4.23,"38,004","Sep 03, 2018","Jun 11, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 01, 2021",,Hardcover,view,/book/show/38636043-call-your-daughter-home
279,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Motherhood,"Heti, Sheila*",1627790772,9781627790772,1627790772,304        pp,3.66,"17,099","Jun 07, 2018","May 01, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 29, 2021",,Hardcover,view,/book/show/36203362-motherhood
280,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We Are the Brennans,"Lange, Tracey*",1250796229,9781250796226,1250796229,274        pp,3.81,"74,540","Aug 03, 2021","Aug 03, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 28, 2021",,Hardcover,view,/book/show/55169040-we-are-the-brennans
281,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Love Songs of W.E.B. Du Bois,"Jeffers, Honorée Fanonne",0062942956,9780062942951,0062942956,816        pp,4.52,"33,636","Aug 24, 2021","May 10, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Jan 08, 2023","Jan 25, 2023","Aug 24, 2021",,Paperback,view,/book/show/59678813-the-love-songs-of-w-e-b-du-bois
