,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Lavinia's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
185,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Professor and the Madman: A Tale of Murder, Insanity and the Making of the Oxford English Dictionary","Winchester, Simon",0060839783,9780060839789,0060839783,242        pp,3.84,"116,914","Sep 28, 1998",2005,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 24, 2021","Oct 27, 2021","Oct 27, 2021",,Paperback,view,/book/show/25019.The_Professor_and_the_Madman
186,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kejsarn av Portugallien,"Lagerlöf, Selma",9188073467,9789188073464,9188073467,160        pp,3.88,"6,199",1914,2017,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 26, 2021","Nov 07, 2021","Oct 26, 2021",,Staple Bound,view,/book/show/59455155-kejsarn-av-portugallien
187,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Small Things Like These,"Keegan, Claire",0802158749,9780802158741,0802158749,128        pp,4.19,"153,396","Nov 05, 2021","Nov 30, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 24, 2021",,Hardcover,view,/book/show/58662236-small-things-like-these
188,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ayer,"Kristóf, Ágota",8417977910,9788417977917,B09G8FQD46,89        pp,3.84,"5,679",1995,"Sep 20, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"În Hier, Kristof îi împrumută lui Sándor, personajul principal al cărții și anti-erou memorabil, multe dintre experiențele proprii; e și el, la fel caÎn Hier, Kristof îi împrumută lui Sándor, personajul principal al cărții și anti-erou memorabil, multe dintre experiențele proprii; e și el, la fel ca ea, un refugiat maghiar care ajunge în Elveția, muncitor într-o fabrică de ceasuri, cu o existență la fel de mecanică și repetitivă ca a unui mecanism dintre cele pe care le asamblează zilnic. Un om încă tînăr, cu ambiții de scriitor într-o limbă care nu e a lui, urmărit de trecut, ros de disperarea exilului și a incapacității de a trăi prezentul....more",Notes are private!,0,10,1,"Oct 22, 2021","Oct 22, 2021","Oct 11, 2021",,Kindle Edition,view (with text),/book/show/59042922-ayer
189,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Death of Francis Bacon,"Porter, Max",0571366511,9780571366514,0571366511,80        pp,3.14,"2,553","Jan 05, 2021","Jan 07, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Oct 09, 2021","Oct 09, 2021",,Hardcover,view,/book/show/54549665-the-death-of-francis-bacon
190,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"KIWI, Antologia de proză scurtă 2021, Sosiri/Plecări","Chivu, Marius*",9734685015,9789734685011,9734685015,382        pp,3.73,119,unknown,May 2021,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Oct 09, 2021","Oct 08, 2021",,Paperback,view,/book/show/58386839-kiwi-antologia-de-proz-scurt-2021-sosiri-plec-ri
191,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Rules of Attraction,"Ellis, Bret Easton",067978148X,9780679781486,067978148X,283        pp,3.72,"47,288",Sep 1987,"Jun 30, 1998",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,(3.5*),Notes are private!,0,2,1,"Oct 08, 2021","Oct 11, 2021","Oct 08, 2021",,Paperback,view (with text),/book/show/9912.The_Rules_of_Attraction
192,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Assembly,"Brown, Natasha*",0316268267,9780316268264,0316268267,112        pp,3.85,"25,353","Jun 03, 2021","Sep 14, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 01, 2021",,Hardcover,view,/book/show/56646330-assembly
193,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Ecstasy of Influence: Nonfictions, Etc.","Lethem, Jonathan",0385534957,9780385534956,0385534957,464        pp,3.62,"1,126","Nov 08, 2011","Nov 08, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 01, 2021",,Hardcover,view,/book/show/10770576-the-ecstasy-of-influence
194,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Magician,"Tóibín, Colm",1476785082,9781476785080,1476785082,498        pp,4.03,"15,418","Sep 07, 2021","Sep 07, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,"Sep 29, 2021","Dec 14, 2021","Sep 29, 2021",,Hardcover,view,/book/show/56897459-the-magician
195,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,America de peste pogrom,"Mihuleac, Cătălin",9735069520,9789735069520,9735069520,264        pp,4.40,317,Sep 2014,Mar 2021,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Abandonez cartea lui Mihuleac mai tîrziu decît am avut inițial impulsul de a o face. Am perseverat în speranța că ceva din ea o să mă determine să o tAbandonez cartea lui Mihuleac mai tîrziu decît am avut inițial impulsul de a o face. Am perseverat în speranța că ceva din ea o să mă determine să o termin și/sau apreciez. Mă recunosc înfrîntă de stilul autorului, și ca să fiu sigură că nu mai doresc vreodată să citesc ceva scris de el, am verificat și cele cîteva pagini online din Deborah, celălalt roman al lui din aceeași colecție de la Humanitas, unde am regăsit același stil, sau în fine, aceeași lipsă a lui. E clar că, în esență, subiectul cărții e sensibil, dureros, și o mare pată pe istoria țării noastre, dar o operă de ficțiune nu se judecă doar prin prisma subiectului. De gustibus, știu, aceasta nu e o opinie dintre cele populare, cartea e foarte apreciată între cititori, critica nu văd să se fi pronunțat. Singurul merit pe care i l-am găsit cărții e că pare (n-am verificat, desigur) foarte bine documentată. Ceea ce, pentru mine, n-a fost, din păcate, suficient.(nici coperta nu strălucește, dacă e să recunoaștem)...more",Notes are private!,0,18,1,"Sep 29, 2021","Sep 30, 2021","Sep 29, 2021",,Paperback,view (with text),/book/show/57305320-america-de-peste-pogrom
196,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Döden och kärleken i Kumla,"Nesser, Håkan",9170533733,9789170533730,9170533733,143        pp,3.58,657,"Jan 01, 2002",Jan 2012,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 25, 2021",,Paperback,view,/book/show/35297762-d-den-och-k-rleken-i-kumla
197,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lucy,"Kincaid, Jamaica",0374527350,9780374527358,0374527350,164        pp,3.82,"12,187",1990,"Sep 04, 2002",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,"Sep 17, 2021","Sep 19, 2021","Sep 17, 2021",,Paperback,view,/book/show/333971.Lucy
198,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Beautiful World, Where Are You","Rooney, Sally*",0374602603,9780374602604,0374602603,356        pp,3.54,"388,517","Sep 07, 2021","Sep 07, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"(3.5*) For what it's worth, I think Sally would make an excellent essay writer. (3.5*) For what it's worth, I think Sally would make an excellent essay writer. ...more",Notes are private!,0,10,1,"Sep 10, 2021","Sep 12, 2021","Sep 12, 2021",,Hardcover,view (with text),/book/show/56597885-beautiful-world-where-are-you
199,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Beauty of the Husband: A Fictional Essay in 29 Tangos,"Carson, Anne",0375707573,9780375707575,0375707573,160        pp,4.23,"6,615","Feb 06, 2001","Feb 19, 2002",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Sep 04, 2021","Sep 05, 2021","Sep 04, 2021",,Paperback,view,/book/show/150252.The_Beauty_of_the_Husband
200,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,H is for Hawk,"Macdonald, Helen",0224097008,9780224097000,0224097008,300        pp,3.74,"73,958",2014,2014,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 02, 2021","Sep 16, 2021","Sep 02, 2021",,Hardcover,view,/book/show/18803640-h-is-for-hawk
201,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Plictisitoarea vacanță de vară a Fraților Rățoi,"Coman, Dan",6060860184,9786060860181,6060860184,128        pp,4.13,31,unknown,Feb 2021,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jul 22, 2021","Jul 25, 2021","Sep 02, 2021",,Hardcover,view,/book/show/57693091-plictisitoarea-vacan-de-var-a-fra-ilor-r-oi
202,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cartea albă cu Apolodor sau Apolododecameronul,"Bican, Florin",6067886472,9786067886474,6067886472,80        pp,3.92,38,unknown,"Nov 22, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 31, 2021","Aug 31, 2021","Sep 02, 2021",,Hardcover,view,/book/show/49181061-cartea-alb-cu-apolodor-sau-apolododecameronul
203,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Amor robado (Narrativa),"Maraini, Dacia",,,B00II6GPS4,144        pp,3.77,361,Aug 2012,"Mar 01, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"(3.5*) 7 povestiri care au în centru victime ale violenței domestice, în toate formele ei. Nu e o lectură facilă, dar nici sordidă. Povestirile nu se (3.5*) 7 povestiri care au în centru victime ale violenței domestice, în toate formele ei. Nu e o lectură facilă, dar nici sordidă. Povestirile nu se concentrează asupra violenței în sine, ci a modului în care dragostea ajunge să fie mutilată, distrusă și “furată”. Nu știu dacă s-a vrut a fi o denunțare a violenței de gen sau dacă DM a avut vreo agendă în acest sens, nu m-aș mira să fie așa, și e chiar foarte bine....more",Notes are private!,0,4,1,"Aug 21, 2021",Sep 2021,"Aug 21, 2021",,Kindle Edition,view (with text),/book/show/45499211-amor-robado-narrativa
204,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Opere III: Cinci ani cu Belphegor. Mătușile din Tel Aviv,"Cosașu, Radu",9734614207,9789734614202,9734614207,472        pp,4.60,10,Oct 2009,Oct 2009,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Nu notez cei cinci ani cu Belphegor, că încă mai citesc la textele astea, seara înainte de culcare. Dacă nu vă știți pasionați de sport, se pot sări, Nu notez cei cinci ani cu Belphegor, că încă mai citesc la textele astea, seara înainte de culcare. Dacă nu vă știți pasionați de sport, se pot sări, dar nu recomand, sînt totuși pline de miez.Dar Mătușile, oh, mătușile astea sînt de neratat și nu faceți ca mine să tot amînați citirea lui Cosașu, puneți mîna, ochelarii etc. și treceți la treabă....more",Notes are private!,0,6,1,"Aug 21, 2021","Aug 29, 2021","Aug 21, 2021",,Hardcover,view (with text),/book/show/23591896-opere-iii
205,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Some Tame Gazelle,"Pym, Barbara",1559212640,9781559212649,1559212640,252        pp,3.92,"3,819",1950,"Mar 14, 1999",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Seriously, do yourselves a favour and read Barbara already.",Notes are private!,0,7,1,"Aug 06, 2021","Aug 12, 2021","Aug 13, 2021",,Paperback,view (with text),/book/show/178572.Some_Tame_Gazelle
206,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,No One Is Talking About This,"Lockwood, Patricia*",152662978X,,B08L6RRT43,224        pp,3.56,"47,893","Feb 16, 2021","Feb 16, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Too many people are talking about this, but I still got to figure out why.",Notes are private!,0,9,1,Aug 2021,"Aug 04, 2021","Aug 01, 2021",,Kindle Edition,view (with text),/book/show/55820702-no-one-is-talking-about-this
207,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Good Behaviour,"Keane, Molly",,,,291        pp,3.88,"3,242","Apr 12, 1981","Dec 15, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 22, 2021",,Paperback,view,/book/show/439712.Good_Behaviour
208,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Slow Days, Fast Company: The World, The Flesh, and L.A.","Babitz, Eve",,,B0190HI6LS,185        pp,4.10,"17,315",1977,"Aug 30, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Jul 15, 2021","Jul 25, 2021","Jul 15, 2021",,Kindle Edition,view,/book/show/28376574-slow-days-fast-company
209,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Absalom! Absalom!,"Faulkner, William",0099475111,9780099475118,0099475111,384        pp,3.98,"44,541",May 1936,"Jun 02, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,13,1,"Jun 25, 2021","Aug 20, 2021","Jun 25, 2021",,Paperback,view,/book/show/716652.Absalom_Absalom_
210,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Disco Titanic,"Gheo, Radu Pavel*",9734663739,9789734663736,9734663739,464        pp,4.47,207,Sep 2016,Oct 2016,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,"Jun 16, 2021","Jun 24, 2021","Jun 16, 2021",,Paperback,view,/book/show/32750226-disco-titanic
211,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Un amor,"Mesa, Sara",8433941712,,B08BDWQ1W5,132        pp,3.58,"14,849","Sep 02, 2020","Feb 02, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,"Jun 09, 2021","Jun 12, 2021","Jun 09, 2021",,Kindle Edition,view,/book/show/55170929-un-amor
212,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Still Life,"Winman, Sarah",0008283354,9780008283353,0008283354,464        pp,4.17,"66,124","Jun 01, 2021","Jun 01, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 06, 2021",,Hardcover,view,/book/show/56381423-still-life
213,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,That Reminds Me,"Owusu, Derek*",152911859X,9781529118599,152911859X,128        pp,3.84,"1,381","Nov 14, 2019","Nov 14, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,(3.5),Notes are private!,0,3,1,"Jun 04, 2021","Jun 07, 2021","Jun 04, 2021",,Hardcover,view (with text),/book/show/50978929-that-reminds-me
214,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Invisible Land,"Mingarelli, Hubert",1783786027,9781783786022,1783786027,144        pp,3.08,164,unknown,"Nov 05, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 02, 2021",,Hardcover,view,/book/show/54579781-the-invisible-land
215,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Agujero,"Oyamada, Hiroko",8418668059,9788418668050,8418668059,200        pp,3.50,"8,612",May 2013,"May 03, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 02, 2021",,Paperback,view,/book/show/57443651-agujero
216,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Home        (Gilead, #2)","Robinson, Marilynne",1844085503,9781844085507,1844085503,339        pp,4.04,"27,636","Sep 02, 2008","Apr 16, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I realise that whatever """" I could write won't do this book (or Robinson's writing for that matter) justice, so I'm just going to say it's a worI realise that whatever """" I could write won't do this book (or Robinson's writing for that matter) justice, so I'm just going to say it's a work of exquisite and quiet beauty, and if you're drawn to slow paced, profound and contemplative writing, you might like it.And Robinson might have just become my favourite American female writer atm, so I'll go slow with her fiction for a while, I only have Housekeeping and Lila left....more",Notes are private!,0,15,1,"May 29, 2021","Jun 09, 2021","May 29, 2021",,Paperback,view (with text),/book/show/6097133-home
217,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Un verdor terrible,"Labatut, Benjamín",9788433941,,,213        pp,4.14,"36,013",2019,"Apr 01, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"May 19, 2021","May 26, 2021","May 19, 2021",,Paperback,view,/book/show/55756916-un-verdor-terrible
218,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Snowflake,"Nealon, Louise",1786580691,9781786580696,1786580691,376        pp,3.87,"10,838","May 10, 2021","May 13, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 18, 2021",,Paperback,view,/book/show/53459455-snowflake
219,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Onoarea pierdută a Katharinei Blum sau Cum se iscă și unde poate duce violența,"Böll, Heinrich",,,,143        pp,3.68,"15,817",Jan 1974,1978,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Tii, ce grozăvie! De la Cronica unei morți anunțate nu am mai citit ceva la fel de fain.Tii, ce grozăvie! De la Cronica unei morți anunțate nu am mai citit ceva la fel de fain....more",Notes are private!,0,13,1,"May 17, 2021","May 19, 2021","May 17, 2021",,Paperback,view (with text),/book/show/17251772-onoarea-pierdut-a-katharinei-blum-sau-cum-se-isc-i-unde-poate-duce-vi
220,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Orfeo,"Powers, Richard",0393349845,9780393349849,0393349845,400        pp,3.67,"6,257","Jan 20, 2014","Sep 02, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 15, 2021",,Paperback,view,/book/show/20663749-orfeo
221,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mephisto,"Mann, Klaus",0140189181,9780140189186,0140189181,272        pp,4.05,"4,979",1936,"Sep 01, 1995",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 10, 2021",,Paperback,view,/book/show/223635.Mephisto
222,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Marile bucurii și marile tristeți: povestiri,"Cupşa, Augustin",9735069911,9789735069919,9735069911,220        pp,3.77,182,2013,2021,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ok, recunosc, sînt fan. Și-al povestirilor ăstora (bine construite, cu ochi de vultur pentru detaliul vizual și ureche pentru dialogul firesc) și a caOk, recunosc, sînt fan. Și-al povestirilor ăstora (bine construite, cu ochi de vultur pentru detaliul vizual și ureche pentru dialogul firesc) și a cam orice scrie omul prin diverse gazete....more",Notes are private!,0,13,1,"May 07, 2021","May 13, 2021","May 07, 2021",,Paperback,view (with text),/book/show/57245798-marile-bucurii-i-marile-triste-i
223,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Doctor Faustus,"Mann, Thomas",6066094513,9786066094511,6066094513,912        pp,4.08,"12,373",1947,"Jul 01, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 03, 2021","May 17, 2021","May 03, 2021",,Hardcover,view,/book/show/18338851-doctor-faustus
224,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fragil,"Goșu, Simona",9734683195,9789734683192,9734683195,304        pp,4.06,370,Nov 2020,Nov 2020,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"(4.5*) Un debut absolut remarcabil, mă bucur să mai descopăr scriitoare de proză scurtă, acum că se virează masiv către roman (da, LB, la tine mă uit (4.5*) Un debut absolut remarcabil, mă bucur să mai descopăr scriitoare de proză scurtă, acum că se virează masiv către roman (da, LB, la tine mă uit :P).Musai de citit aceste povestiri....more",Notes are private!,0,36,1,"Apr 27, 2021","May 03, 2021","Apr 27, 2021",,Paperback,view (with text),/book/show/55884186-fragil
225,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Line Made By Walking,"Baume, Sara",0544716957,9780544716957,0544716957,320        pp,3.75,"2,474","Feb 23, 2017","Apr 18, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Apr 26, 2021","May 06, 2021","Apr 26, 2021",,Hardcover,view,/book/show/30971749-a-line-made-by-walking
226,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Amintiri deghizate,"Crohmălniceanu, Ovid S.",973503462X,9789735034627,973503462X,304        pp,4.09,34,1994,2012,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 26, 2021",,Paperback,view,/book/show/15833338-amintiri-deghizate
227,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,ART OF BLOOMBSURY (PAPERBACK) /ANGLAIS,Shone,1854372858,9781854372857,1854372858,288        pp,4.03,63,1999,"Dec 30, 1999",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,Apr 2021,"Apr 25, 2021","Apr 25, 2021",,Paperback,view,/book/show/7672199-art-of-bloombsury-paperback-anglais
228,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Primera memoria,"Matute, Ana María",8423345769,9788423345762,B01IPXU2EM,209        pp,3.63,"1,650","Jun 07, 1959","Nov 05, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"(3.5*) Primera memoria e cel mai probabil un bildungsroman, dacă e să îl încadrăm undeva, și e povestea maturizării adolescentei Matia, izolată (fizic(3.5*) Primera memoria e cel mai probabil un bildungsroman, dacă e să îl încadrăm undeva, și e povestea maturizării adolescentei Matia, izolată (fizic și afectiv) pe o insulă (Mallorca) în plin război civil spaniol. E scris din perspectiva adultului, așa cum își amintește evenimentele la ani distanță, cu inevitabilele reflecții provocate de vîrstă și experiență. Maturizarea (oarecum forțată a) fetei mi-a amintit de un alt (excelent) roman spaniol al epocii, Nada / Carmen Laforet (1945), iar izolarea, necesitatea de a fi de o parte sau alta și chiar cruzimea, de împăratul muștelor / W. Golding (1954).Natura joacă un rol esențial și e descrisă cu super-măiestrie de Matute—soarele, în special, e aproape un inamic în sine—iar războiul civil, care nu se dă efectiv pe insulă, unde ajung doar ecouri ale lui, e dublat de conflictele locale, care scot la iveală cruzimea și antisemitismul.Cartea a apărut și în română în 1968, în colecția Meridiane, tradusă de către Elena Bălan-Osiac....more",Notes are private!,0,6,1,"Apr 22, 2021","Apr 26, 2021","Apr 22, 2021",,Kindle Edition,view (with text),/book/show/31557669-primera-memoria
229,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,El camino que va a la ciudad y otros relatos,"Ginzburg, Natalia",8417346600,9788417346607,8417346600,128        pp,3.73,"1,874",1942,"Apr 03, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"În încercarea de a vedea cine au fost precursoarele Elenei Ferrante, am luat la citit autoare italiene ale secolului trecut. Prima pe listă, Natalia GÎn încercarea de a vedea cine au fost precursoarele Elenei Ferrante, am luat la citit autoare italiene ale secolului trecut. Prima pe listă, Natalia Ginzburg (1916-1991) / El camino que va a la ciudad y otros relatos (Drumul care duce către oraș și alte povestiri).Nuvela care dă titlul volumului de față (o ediție spaniolă care mai conține încă 3 povestiri) a fost scrisă în plin război mondial, al doilea, și a fost prima carte publicată de Ginzburg, inițial sub pseudonim (Alessandra Tornimparte), din cauza anti-semitismului. Sînt texte de tinerețe, scrise direct, fără emfază, în care se amestecă mizeria și sărăcia vieții la țară, relații defectuoase, cu accent pe condiția tinerelor fete / femei, de fapt (cred că) e un portret foarte realist al epocii.Mi-a plăcut, mai caut Ginzburg.Din cunoștințele mele, Natalia Ginzburg s-a tradus în română cu o singură carte, Lexic de familie, în 1981. Nu știu să se fi reeditat. Dacă nu e așa, să fiu scuzată și corectată....more",Notes are private!,0,8,1,"Apr 20, 2021","Apr 22, 2021","Apr 20, 2021",,Paperback,view (with text),/book/show/44775701-el-camino-que-va-a-la-ciudad-y-otros-relatos
230,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Things Are Against Us,"Ellmann, Lucy",1913111210,9781913111212,B097Z8JJMQ,228        pp,3.59,328,"Jul 02, 2021","Jun 30, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 07, 2021",Aug 2021,"Apr 16, 2021",,Kindle Edition,view,/book/show/58447819-things-are-against-us
