,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Fernando's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
268,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Mundo Belo, Onde Estás","Rooney, Sally*",9897831800,9789897831805,9897831800,312        pp,3.54,"388,518","Sep 07, 2021","Nov 08, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,"Jan 25, 2022","Jan 27, 2022","Jan 25, 2022",,Paperback,view,/book/show/59486963-mundo-belo-onde-est-s
269,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,As Partículas Elementares,"Houellebecq, Michel",,,,unknown,3.80,"43,961","Aug 24, 1998",Jan 2022,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 21, 2022",,Paperback,view,/book/show/60129120-as-part-culas-elementares
270,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,O Menino de Cabul,"Hosseini, Khaled*",9722351281,9789722351287,9722351281,333        pp,4.34,"3,148,947","May 29, 2003","Sep 17, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"O livro conta a história de Amir, um jovem afegão que vive em Kabul durante um período turbulento da história do país. Amir é assombrado pela culpa deO livro conta a história de Amir, um jovem afegão que vive em Kabul durante um período turbulento da história do país. Amir é assombrado pela culpa de ter traído o seu melhor amigo, Hassan, e passa grande parte da sua vida tentando encontrar formas de se redimir pelo que fez. Ao longo do livro, Amir é forçado a confrontar o seu passado e as consequências das suas ações, enfrentando desafios emocionais e físicos. Em última análise, ""O Menino de Cabul"" é uma história de redenção e esperança, que oferece uma mensagem poderosa sobre a capacidade humana de superar as adversidades e se tornar uma pessoa melhor....more",Notes are private!,0,6,3,"Mar 22, 2023not setnot set","Mar 29, 2023not setnot set","Jan 18, 2022",,Paperback,view (with text),/book/show/18487904-o-menino-de-cabul
271,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Vida Após Vida,"Atkinson, Kate",9896414076,9789896414078,9896414076,488        pp,3.78,"227,426","Mar 14, 2013",Feb 2014,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 17, 2022",,Paperback,view,/book/show/20949278-vida-ap-s-vida
272,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Se Esta Rua Falasse,"Baldwin, James",9896656460,9789896656461,9896656460,198        pp,4.27,"60,711",1974,"Sep 04, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Há livros que nos distraem e livros que nos fazem pensar, refletir sobre o mundo em que vivemos. E há escritores que têm uma particular mestria em desHá livros que nos distraem e livros que nos fazem pensar, refletir sobre o mundo em que vivemos. E há escritores que têm uma particular mestria em descrever determinadas realidades que nos chocam e deviam repensar a nossa forma de estar na vida. James Baldwin é um dos nomes incontornáveis da literatura norte-americana, que fez da luta contra o racismo e a descriminação social a sua missão de vida, em nome da defesa dos direitos dos negros e dos homossexuais.Porque a sua obra é essencial ser lida, sugiro um livro que bem poderá servir de porta de entrada a todos aqueles que não conhecem a obra deste aclamado escritor. Ler Baldwin é aprender história e muito mais sobre o mundo em que vivemos todos os dias....more",Notes are private!,0,14,1,"Aug 11, 2022","Aug 13, 2022","Jan 17, 2022",,Paperback,view (with text),/book/show/41735049-se-esta-rua-falasse
273,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Se o disseres na montanha,"Baldwin, James",9896655626,9789896655624,9896655626,248        pp,4.04,"68,524","May 18, 1953",Nov 2019,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,8,1,"Jun 29, 2022","Jul 02, 2022","Jan 17, 2022",,Paperback,view,/book/show/48757489-se-o-disseres-na-montanha
274,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,O barulho das coisas ao cair,"Vásquez, Juan Gabriel",9897841296,9789897841293,B08K4LC1XJ,278        pp,3.83,"18,593",May 2011,"Sep 23, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,7,1,"Sep 20, 2022","Sep 24, 2022","Jan 12, 2022",,Kindle Edition,view,/book/show/57330336-o-barulho-das-coisas-ao-cair
275,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Desgraça,"Coetzee, J.M.",9896600694,9789896600693,9896600694,240        pp,3.85,"106,330",1999,2010,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 11, 2022","Jan 12, 2022","Jan 11, 2022",,Paperback,view,/book/show/13574424-desgra-a
276,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Amanhã na batalha pensa em mim,"Marías, Javier",989784127X,9789897841279,989784127X,416        pp,3.96,"7,241",1994,Nov 2020,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jan 22, 2023","Jan 29, 2023","Jan 08, 2022",,Paperback,view,/book/show/56767777-amanh-na-batalha-pensa-em-mim
277,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,And Every Morning the Way Home Gets Longer and Longer,"Backman, Fredrik*",,,B01INMZKD8,97        pp,4.33,"92,575","Aug 24, 2015","Nov 01, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 06, 2022",,Kindle Edition,view,/book/show/31373633-and-every-morning-the-way-home-gets-longer-and-longer
278,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A forma das ruínas,"Vásquez, Juan Gabriel",9896651787,9789896651787,9896651787,576        pp,3.96,"2,730","Nov 11, 2015",Jan 2017,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Dec 25, 2021","Dec 28, 2021","Dec 25, 2021",,Unknown Binding,view,/book/show/34870503-a-forma-das-ru-nas
279,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tomás Nevinson,"Marías, Javier",9897843515,9789897843518,9897843515,656        pp,4.06,"2,453","Mar 11, 2021","Dec 07, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,2,"Jan 06, 2022Jan 10, 2022","Jan 10, 2022not set","Dec 23, 2021",,Paperback,view,/book/show/59592783-tom-s-nevinson
280,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Morte de Ivan Ilitch,"Tolstoy, Leo",,9789722036870,9722036874,91        pp,4.13,"163,956",1886,Sep 2008,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Um clássico da literatura que se lê de uma penada, não só por ser um romance curto mas sobretudo pela sua excecionalidade.Neste livro, Tolstoy exploraUm clássico da literatura que se lê de uma penada, não só por ser um romance curto mas sobretudo pela sua excecionalidade.Neste livro, Tolstoy explora a natureza da existência humana e a maneira como as pessoas lidam com o inevitável fim da vida.É-nos contada a história de Ivan Ilitch, um juiz de sucesso e respeitado pela sociedade, que de repente é confrontado com a sua própria mortalidade quando lhe é diagnosticado uma doença terminal. A partir daí, Ivan vive obcecado com a proximidade da morte, começando a questionar o significado da sua vida e a sua relação com as pessoas que o rodeiam, que ele tanto negligenciou em favor da procura incessante pelo sucesso....more",Notes are private!,0,6,1,"Mar 29, 2023","Mar 30, 2023","Dec 21, 2021",,Paperback,view (with text),/book/show/6613712-a-morte-de-ivan-ilitch
281,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Intimacies,"Kitamura, Katie*",1787332004,9781787332003,1787332004,224        pp,3.65,"33,282","Jul 20, 2021","Aug 19, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 17, 2021",,Hardcover,view,/book/show/54831596-intimacies
282,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,As Regras da Cortesia,"Towles, Amor*",9722066692,9789722066693,9722066692,408        pp,4.08,"232,153","Jul 26, 2011","Mar 26, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,"Dec 29, 2021",Jan 2022,"Dec 17, 2021",,Hardcover,view,/book/show/44540505-as-regras-da-cortesia
283,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lincoln Highway,"Towles, Amor*",1786332531,9781786332530,1786332531,576        pp,4.23,"259,073","Oct 05, 2021","Oct 01, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Há tanto para desfrutar neste romance generoso repleto de personagens fantásticos. A não perder.,Notes are private!,0,10,1,"Jul 13, 2022","Jul 16, 2022","Dec 17, 2021",,Paperback,view (with text),/book/show/56567208-the-lincoln-highway
284,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Money,"Amis, Martin",9726954630,,,511        pp,3.69,"23,575",Jan 1984,Sep 2001,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Dec 16, 2021",,,view,/book/show/9733472-money
285,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,O Miniaturista,"Burton, Jessie",9722354582,9789722354585,9722354582,404        pp,3.62,"143,109","Jul 03, 2014","Feb 18, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 15, 2021",,Paperback,view,/book/show/24952721-o-miniaturista
286,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"O Ano do Dilúvio        (MaddAddam, #2)","Atwood, Margaret*",9722541145,9789722541145,9722541145,448        pp,4.06,"124,778","Sep 22, 2009","Sep 30, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Dec 13, 2021","Dec 18, 2021","Dec 13, 2021",,Paperback,view,/book/show/59066365-o-ano-do-dil-vio
287,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Per, o Afortunado","Pontoppidan, Henrik",9897831878,9789897831874,9897831878,680        pp,4.41,"1,448",1898,Nov 2021,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Em 1917 partilhou com o seu compatriota Karl Adolph Gjellerup o Prémio Nobel da Literatura. De Pontopiddan, Thomas Mann disse que era ""um poeta épico Em 1917 partilhou com o seu compatriota Karl Adolph Gjellerup o Prémio Nobel da Literatura. De Pontopiddan, Thomas Mann disse que era ""um poeta épico nato e um conservador que preservou para nós o grande estilo do romance.Recomendo este livro a todos os que apreciam uma narrativa rica em nuances e que estejam interessados numa reflexão profunda sobre os dilemas e desafios da vida....more",Notes are private!,0,9,1,"Oct 10, 2023","Oct 19, 2023","Dec 04, 2021",,Paperback,view (with text),/book/show/59667529-per-o-afortunado
288,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tempo de Matar,"Grisham, John*",9722528343,9789722528344,9722528343,552        pp,4.11,"801,172",1989,Apr 2015,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 03, 2021",,Paperback,view,/book/show/25413792-tempo-de-matar
289,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hell of a Book,"Mott, Jason*",059333096X,9780593330968,059333096X,323        pp,4.05,"22,966","Jun 29, 2021","Jun 29, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 30, 2021",,Hardcover,view,/book/show/55964195-hell-of-a-book
290,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Montanha Mágica,"Mann, Thomas",9722037323,9789722037327,9722037323,832        pp,4.13,"49,440",1924,Jun 2009,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Nov 28, 2021","Dec 12, 2021","Nov 28, 2021",,Paperback,view,/book/show/6518385-a-montanha-m-gica
291,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,O Grande Gatsby,"Fitzgerald, F. Scott",8563560298,9788563560292,8563560298,256        pp,3.93,"5,238,557","Apr 10, 1925","Sep 30, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 25, 2021","Nov 27, 2021","Nov 25, 2021",,Paperback,view,/book/show/13409866-o-grande-gatsby
292,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Os Despojos do Dia,"Ishiguro, Kazuo*",9726622093,9789726622093,,256        pp,4.14,"303,601","May 01, 1989",Nov 2021,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Delicioso!,Notes are private!,0,8,1,"Jul 24, 2023","Jul 26, 2023","Nov 21, 2021",,Paperback,view (with text),/book/show/59614274-os-despojos-do-dia
293,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Os Buddenbrook — Decadência de Uma Família,"Mann, Thomas",9897830065,9789897830068,9897830065,680        pp,4.19,"30,337",1901,"May 15, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,8,2,"Nov 15, 2021not set","Nov 24, 2021not set","Nov 15, 2021",,Paperback,view,/book/show/53418887-os-buddenbrook-decad-ncia-de-uma-fam-lia
294,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Servidão humana,"Maugham, W. Somerset",9892306481,9789892306483,9892306481,704        pp,4.14,"57,091",1915,Nov 2009,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Um romance fabuloso que aborda todas as complexidades da vida humana.,Notes are private!,0,15,1,"Feb 03, 2022","Feb 09, 2022","Nov 07, 2021",,Paperback,view (with text),/book/show/7436611-servid-o-humana
295,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Committed        (The Sympathizer, #2)","Nguyen, Viet Thanh*",0802157068,9780802157065,0802157068,345        pp,3.96,"9,598","Mar 02, 2021","Mar 02, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 02, 2021",,Hardcover,view,/book/show/52260627-the-committed
296,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Olho de Gato,"Atwood, Margaret*",9721029653,9789721029651,9721029653,372        pp,3.94,"68,285",Sep 1988,1990,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""Olho de Gato"" é uma ode à arte da escrita, onde as palavras são lapidadas com esmero, dando vida a personagens profundos e intrigantes. É um convite ""Olho de Gato"" é uma ode à arte da escrita, onde as palavras são lapidadas com esmero, dando vida a personagens profundos e intrigantes. É um convite para explorar as paisagens da mente humana e decifrar os enigmas que habitam os nossos próprios olhares....more",Notes are private!,0,10,1,"Aug 02, 2023","Aug 05, 2023","Oct 16, 2021",,Paperback,view (with text),/book/show/8355363-olho-de-gato
297,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,O Sentido do Fim,"Barnes, Julian",9725649893,9789725649893,9725649893,152        pp,3.74,"179,065","Aug 04, 2011",Nov 2011,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,6,1,"Oct 04, 2021","Oct 05, 2021","Oct 04, 2021",,Paperback,view,/book/show/13076043-o-sentido-do-fim
298,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Volver la vista atrás,"Vásquez, Juan Gabriel",,9789585118379,9585118378,475        pp,4.38,"2,825",2020,Dec 2020,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Nov 02, 2021","Nov 07, 2021","Oct 04, 2021",,Paperback,view,/book/show/56031809-volver-la-vista-atr-s
299,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Morrer Sozinho em Berlim,"Fallada, Hans",989641677X,9789896416775,989641677X,528        pp,4.26,"32,253",1947,Nov 2016,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Oct 13, 2021","Oct 23, 2021","Oct 03, 2021",,Paperback,view,/book/show/33207344-morrer-sozinho-em-berlim
300,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Se os Gatos Desaparecessem do Mundo,"Kawamura, Genki",9722367668,9789722367660,9722367668,136        pp,3.79,"70,960","Aug 30, 2012","Aug 18, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Oct 02, 2021","Oct 04, 2021","Oct 02, 2021",,Paperback,view,/book/show/58711664-se-os-gatos-desaparecessem-do-mundo
301,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A última casa em Needless Street,"Ward, Catriona*",,9789720034656,9720034653,336        pp,3.86,"96,462","Mar 18, 2021","Sep 16, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jun 28, 2023","Jun 30, 2023","Sep 20, 2021",,Paperback,view,/book/show/58818241-a-ltima-casa-em-needless-street
302,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Win        (Windsor Horne Lockwood III, #1)","Coben, Harlan*",9722367773,9789722367776,9722367773,328        pp,4.09,"67,287","Mar 16, 2021",Sep 2021,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,"Mar 28, 2022","Mar 31, 2022","Sep 13, 2021",,Capa mole,view,/book/show/58912289-win
303,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,V2,"Harris, Robert*",9722367803,9789722367806,9722367803,288        pp,3.91,"13,253","Nov 17, 2020","Sep 15, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Nov 10, 2021","Nov 14, 2021","Sep 06, 2021",,Paperback,view,/book/show/58846568-v2
304,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Viver,Yu Hua,8535912355,9788535912357,8535912355,216        pp,4.34,"17,708",1992,2008,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 04, 2021",,Paperback,view,/book/show/17306507-viver
305,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,O Livro dos Médiuns,"Kardec, Allan",9896682941,9789896682941,9896682941,456        pp,4.36,665,1861,Aug 2015,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 02, 2021",,Paperback,view,/book/show/26211313-o-livro-dos-m-diuns
306,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,O Céu e o Inferno,"Kardec, Allan",,,,429        pp,4.53,393,"Aug 01, 1865",1944,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 02, 2021",,,view,/book/show/3189639-o-c-u-e-o-inferno
307,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Génese,"Kardec, Allan",9898873450,9789898873453,9898873450,416        pp,4.45,382,"Jan 06, 1868",Jun 2018,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 02, 2021",,Paperback,view,/book/show/53081514-a-g-nese
308,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,O Evangelho Segundo o Espiritismo,"Kardec, Allan",,,,448        pp,4.59,938,"Apr 15, 1864",Jul 2016,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,not setnot set,not setnot set,"Sep 02, 2021",,Paperback,view,/book/show/51812720-o-evangelho-segundo-o-espiritismo
309,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,O Livro dos Espíritos,"Kardec, Allan",9896682518,9789896682514,B07Q7TNX9G,448        pp,4.39,"2,090",1857,"Jul 07, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 02, 2021",,Paperback,view,/book/show/23687685-o-livro-dos-esp-ritos
310,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rumo a Casa,"Gyasi, Yaa*",9722359770,9789722359771,9722359770,344        pp,4.47,"341,229","Jun 07, 2016","Mar 15, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,"Jan 27, 2022","Jan 30, 2022","Sep 02, 2021",,Paperback,view,/book/show/34737815-rumo-a-casa
311,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Vida Depois da Morte,"Atkinson, William Walker",9898907592,9789898907592,9898907592,176        pp,3.84,79,1912,"Jan 18, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Sep 02, 2021","Sep 05, 2021","Sep 02, 2021",,Paperback,view,/book/show/43680517-a-vida-depois-da-morte
312,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Siddartha,"Hesse, Hermann",9722051911,9789722051910,9722051911,156        pp,4.07,"771,303",1922,Feb 2013,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 02, 2021",,Paperback,view,/book/show/26199949-siddartha
313,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Raparigas em Chamas,"Tudor, C.J.*",9897774599,9789897774591,9897774599,384        pp,4.02,"40,829","Feb 09, 2021","Sep 07, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"May 02, 2022","May 06, 2022","Aug 28, 2021",,Paperback,view,/book/show/58823905-raparigas-em-chamas
314,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Cor do Hibisco,"Adichie, Chimamanda Ngozi",9722066560,9789722066563,9722066560,368        pp,4.18,"119,973","Oct 30, 2003",Feb 2019,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,6,1,Sep 2021,"Sep 05, 2021","Aug 27, 2021",,Paperback,view,/book/show/44890667-a-cor-do-hibisco
315,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,O Segredo dos seus Olhos,"Sacheri, Eduardo",9896651043,9789896651046,9896651043,312        pp,4.01,"6,603",2005,Jul 2016,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"O autor diz que este romance ""é uma reflexão sobre a punição"".Os leitores são convidados a questionar: quem é o responsável? Como estamos todos implicO autor diz que este romance ""é uma reflexão sobre a punição"".Os leitores são convidados a questionar: quem é o responsável? Como estamos todos implicados? E como é que o anseio pelo amor é como o anseio pela justiça?Este livro teve uma adaptação cinematográfica que ganhou o Óscar para o Melhor Filme Estrangeiro de 2010....more",Notes are private!,0,9,1,"Jan 16, 2022","Jan 18, 2022","Aug 26, 2021",,Hardcover,view (with text),/book/show/35563813-o-segredo-dos-seus-olhos
316,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tempo para Amar e Tempo para Morrer,"Remarque, Erich Maria",,9789721021570,,428        pp,4.43,"13,154",1954,Apr 1977,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A visão da 2ª guerra mundial pelo olhar de um soldado alemão.A perda da ilusão, o despertar, a descoberta do amor no meio da destruição, perda, dor, mA visão da 2ª guerra mundial pelo olhar de um soldado alemão.A perda da ilusão, o despertar, a descoberta do amor no meio da destruição, perda, dor, medo e morte.Simplesmente brilhante....more",Notes are private!,0,5,1,"Sep 22, 2021","Sep 25, 2021","Aug 26, 2021",,Paperback,view (with text),/book/show/12750102-tempo-para-amar-e-tempo-para-morrer
317,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Escritos Secretos,"Barry, Sebastian",,9789782518338,,304        pp,3.83,"21,387","Apr 02, 2008",Mar 2009,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 26, 2021",,Paperback,view,/book/show/7076584-escritos-secretos
318,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,O Amigo das Sombras,"North, Alex*",9895645376,9789895645374,9895645376,320        pp,3.74,"56,565","Jul 07, 2020","May 17, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 17, 2022","Apr 19, 2022","Aug 25, 2021",,Paperback,view,/book/show/57903277-o-amigo-das-sombras
319,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Náusea,"Sartre, Jean-Paul",9723830817,9789723830811,9723830817,232        pp,3.94,"119,316",1938,Oct 2018,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,"Aug 29, 2021","Aug 30, 2021","Aug 25, 2021",,Paperback,view,/book/show/42341467-a-n-usea
