,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Deborah's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
392,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Comedy at the Edge: How Stand-up in the 1970s Changed America,"Zoglin, Richard",,,B002STNAXU,unknown,3.82,658,"Jan 22, 2008",unknown,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 17, 2015",,Kindle Edition,view,/book/show/10959822-comedy-at-the-edge
393,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Descent,"Johnston, Tim*",,,B00KNCWLO8,384        pp,3.61,"22,991","Jan 06, 2015","Jan 06, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 17, 2015",,Kindle Edition,view,/book/show/22462257-descent
394,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dark Places,"Flynn, Gillian*",,,B0027MJU00,370        pp,3.95,"751,301",2009,"May 05, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Let me tell you how I know Gillian Flynn is the real deal. Prior to this book, I read a non-fiction book, the extremely well-written and well-researchLet me tell you how I know Gillian Flynn is the real deal. Prior to this book, I read a non-fiction book, the extremely well-written and well-researched ""In the Heart of the Sea,"" a solid story with riveting characters and a compelling setting that kept me engaged throughout. So, the time came to choose my next book, and since I like to alternate between fiction and non-fiction, I chose a recently published suspense novel that had come highly recommended and well-received by critics and readers alike. Only it wasn't Gillian Flynn's novel - it was a different suspense novel, acclaimed by a different group of readers, and one whose name and author I will not mention here, as I intend to use it as my ""before"" picture in this particular ""before and after"" comparison. Halfway into the first chapter of this unnamed novel, I shut the book and sat for a moment, asking myself if I thought the book was poorly written or if it just paled in comparison to the book I had just read. Should I keep going? Give its lifeless pages another chance to improve? Ah, life is too short to read bad books when there are so many good ones out there beckoning, and there is so little time. So...I placed it on the backburner and turned to the next title in my queue, ""Dark Places"" by Gillian Flynn. I had read her novel ""Gone Girl"" last year and found it a pleasant surprise, the kind of book that becomes popular with a mass audience despite being non-formulaic, a real gem of well-crafted dialogue and superb character development all wrapped around a twisted little premise. I had liked it very much. So I started in and got to about the third sentence, when I realized, ""Wow, what a difference! This lady can write. This book is already so much better than the bland, mediocre writing I encountered a few minutes ago."" And things just kept getting better from there. ""Dark Places"" is not the kind of book you want to read if you like warm and fuzzy stories about happy people living normal lives in relative comfort and safety. Flynn seems to have an affinity for tragic people in desperate situations trying to grasp a little piece of everyone else's seemingly normal existence. This tale deals with the sole survivor of a murdered family, trying to uncover the details of what happened that night twenty five years later. Libby Day was seven years old when her family was butchered in their farmhouse and she has been just floating through life ever since, never thinking about that night, staying away from the ""Dark Place."" Her testimony, however, was the main reason for the conviction of her teenage brother, Ben, and now, in her thirties, she is confronted with the concept that she may have been wrong. A truly intriguing premise that would have probably made a good story in the hands of any competent suspense writer, but Gillian Flynn has a way of bringing characters to life and writing scenes so vivid that they make you feel you are right inside the action, inside the heads of these people every step of the way. The story jumps back and forth between 1985 (the days leading up to the murders) and the present (2009 as of its writing) - and the chapters alternate between three main characters and are told in the voice of each: Libby (now and in 1985), her mother Patty (murdered in 1985) and her brother Ben (in prison all these years). Some writers attempt this type of format and fail miserably, the time frame jumpy and hard to follow, the different characters muddying the waters, making the story feel choppy and unfocused. Flynn masters this format with a fluidity and seamlessness that make the transitions seem barely noticeable. Each character is a fully developed, well-defined entity with all of the flaws and strengths and quirks and unique personality traits that entails. In fact, with as dark a premise as this (a murdered family, a tragic survivor, a potentially innocent man imprisoned as a boy, and several other desperate people in unsavory sidebars) you would think this a depressing little read, heavy on the battle between good and evil, barely readable in its horrific details. But no, this is where Flynn manages a magical balancing act, somehow transcending horror, transcending genre, and flying in the face of preachy convention. She gives us a collection of people, real flesh and blood people, and says, ""This is life. This is what can happen, even when everything seems to be normal. This could be you or any of us."" And she makes us care what happens, because these characters are not unlike you and me, our neighbors, our coworkers. These are not hideous anomalies, pathetic victims, caricatures of terror. These are average folks in a normal existence until the unthinkable happens. And that's why Gillian Flynn is a writer that will most likely be writing compelling fiction for a long time to come. She doesn't write suspense thrillers. She writes about average people in unthinkable situations, just trying to cope, just trying to get past it. Because we all have at least one dark place, whether we want to admit it or not. ...more",Notes are private!,0,12,1,"Mar 05, 2015","Mar 11, 2015","Feb 17, 2015",,Kindle Edition,view (with text),/book/show/6569735-dark-places
395,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In the Heart of the Sea: The Tragedy of the Whaleship Essex,"Philbrick, Nathaniel*",,,B000OZ0NWQ,302        pp,4.15,"108,208","May 08, 2000","May 01, 2001",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I'm a sucker for stories about exploration and survival. My bookshelves are littered with them: ""The Lost City of Z,"" ""Into Thin Air,""""The River of DoI'm a sucker for stories about exploration and survival. My bookshelves are littered with them: ""The Lost City of Z,"" ""Into Thin Air,""""The River of Doubt,"" ""Blue Latitudes,"" ""The Perfect Storm,"" ""The Terror."" You hand me a book about shipping disasters or Amazonian perils or Shackleton or the search for the Northwest Passage, and if it is at all well-researched and readable, I am in. But find me one that references something I know, an area with which I am already familiar - and there is something even more tempting and immediate about its draw. That's why ""In The Heart of the Sea"" seems like a book that was custom written just for me. A thrilling true story about a shipping disaster in the 1800's that gives brilliant detail about the Nantucket seafaring community of the time, its uniquely constructed society, its dependence upon sperm whale oil for its financial success, all of the anthropological nuances of that culture brought to life, but also tells - in harrowing detail - the story of one tragic voyage, a voyage that would ultimately become the basis for one of literature's greatest novels, ""Moby Dick.""Exhaustively researched, this book succeeds on many levels, largely due to its investment in the lives and fates of our main characters. Much the way Sebastian Junger made us experience (as if first-hand) the unique swordfishing community of Gloucester in his book ""A Perfect Storm"" and made it a place we could literally see in our mind's eye, populated with people we came to know and care about, so too does Nathaniel Philbrick bring the early Quaker enclave of Nantucket to life and attempt to describe the inner lives of the men who would go to sea on this ill-fated voyage, as well as those of the women left behind, often for two years at a time. The description of early Nantucket, in fact, was nearly as interesting as the description of the tragedy itself, one of those rare occasions when the backstory really is as essential to our understanding as the main event. I won't get into specifics here, but the quest for sperm whale oil in the 1800s may have been one of the most dangerous and incomparably brutal occupations ever known to humans, and Philbrick describes the process in awe-inspiring detail. That every crew who sailed for that purpose did not suffer a similar fate is the true miracle of the tale. I will tell you this. This is not a book about a tragedy, it is a tale about a series of tragedies, each one more disheartening and insurmountable than the last. Be prepared for a dark voyage into corners of the human psyche few care to contemplate. Yes, there are glimmers of hope along the way, and yes, there is a great deal of history and adventure here. But at its heart, this is a tale of bad luck, poor decisions, and the truly dire consequences that can occur when those elements converge with the power of the sea and its creatures, unmoved by the desire of men to master and tame them. Every bad thing you can imagine happens in these pages. Even a few things you never dared to imagine. In less talented hands this would be a lurid tale of brutality, gore, death and despair. In Philbrick's hands, it is a thoughtful narrative on what living beings are able to endure, how our behaviors define us, and in the end, what constitutes humanity. ...more",Notes are private!,0,13,1,"Feb 17, 2015","Mar 04, 2015","Feb 17, 2015",,Kindle Edition,view (with text),/book/show/6570440-in-the-heart-of-the-sea
396,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Girl on the Train,"Hawkins, Paula*",038568231X,9780385682312,038568231X,316        pp,3.96,"2,942,716","Jan 13, 2015","Jan 06, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"In most people's lives, there are what I call ""familiars."" These are the store clerks or baristas or subway travelers we see on a fairly regular basisIn most people's lives, there are what I call ""familiars."" These are the store clerks or baristas or subway travelers we see on a fairly regular basis, the somewhat familiar faces that show up in our existence time and again - people we think we may ""kind of know,"" but who we do not really ""know"" at all. And in our heads, maybe we play this little game where we imagine what their lives might be like beyond the context of our acquaintance. ""Maybe Kent the toll taker has a young wife and three children at home and they live in a cramped tenement apartment with Kent's ailing mum?"" It's tempting to create a backstory and then convince ourselves that it is real. Or maybe we think that we can gauge a person's character by virtue of their looks or their demeanor. ""That waitress is always so pleasant to me - she must be a nice person, right?"" ""That guy at Starbuck's is so handsome, I'll bet his wife is a lucky woman."" Which is probably why the neighbors of serial killers, when interviewed on television, always say ""He seemed such a nice, quiet fellow. Always polite, always helpful. I can't believe he would ever do such a thing."" We all think we know the familiars in our lives...but we don't really know them at all. ""The Girl on the Train"" is arranged around that same premise. Part ""Rear Window,"" part ""Yellow Wallpaper"" and part every mystery you have ever encountered that involves suspicious suburbanites, a missing woman, and unreliable witnesses, this book follows our main protagonist, Rachel, who has created a backstory for two of her ""familiars"" - a couple who live in a home she sees from her train stop every day. Rachel witnesses something unusual in the lives of her familiars the day before the wife in that couple goes missing, and from there we are catapulted into a story where we are presented with a host of characters we begin to think we know...only to learn we do not really know them at all. I won't lay out the plot lines or divulge any spoilers here. This book is a great little character study that benefits most from its razor-sharp economy of language, addressing all the dark layers of human existence with a very effective minimalism, and also succeeds due to its disturbingly simple premise that we never truly know what anyone around us is capable of doing at any given moment, we cannot imagine the inner lives, the internal struggles that those around us face beneath the facade of everyday platitudes. That lady down the street may be cheating on her husband or plotting revenge on a colleague or a clinically depressed addict just as easily as she may be a good samaritan or a devoted mother or a volunteer at the food bank. And she may even be all of these things at once. The capacity for others to be able to deceive us also depends on our capacity to deceive ourselves. There were a couple of minor issues I had with the book, but they did not detract much from my enjoyment of its quick prose and nasty little twists and turns. What bothered me most was Rachel herself, but that's actually a testament to the author, because Rachel is supposed to bother me. She is a troubled desperate woman, an alcoholic, obsessed with her ex-husband and her old life, and truly her own worst enemy. In fact, I kind of wonder if the train imagery that persists in the book is also meant to represent the ""train wreck"" of a woman that Rachel has become. There were several moments in the book when Rachel would fall into another bad habit or desperately serial call someone, and I wanted to crawl into the pages and take the cell phone away from her or stop her from making some new boneheaded mistake. But Rachel has to be this way, for purposes of the storyline and for purposes of lulling us into yet another preconception. The only real stumbling point for me with this book was that I figured out the big reveal long before it happened. Very close to the beginning of the book, in fact. And that took a bit of the fun out of it, because I do like a book that can surprise me, and I would have liked to have been wrong. Many readers claimed not to have seen it coming, though, and I envy them that morsel of satisfaction. Somehow, even knowing did not diminish my enjoyment of the book or my compulsion to try to read as much of it in one sitting as possible. The untangling of the story's many deceptions and misconceptions, the realization of the true natures of their ""familiars,"" is really a journey that the characters themselves have to take, a reveal that they ultimately have to uncover, whether we know where this train is going or not. ...more",Notes are private!,0,4,1,"Feb 07, 2015","Feb 11, 2015","Jan 16, 2015",,Paperback,view (with text),/book/show/22105022-the-girl-on-the-train
397,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gone Girl,"Flynn, Gillian*",,,,415        pp,4.13,"3,090,960","Dec 06, 2012","Apr 22, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 30, 2014",not set,"Jun 30, 2014",,Paperback,view,/book/show/19288043-gone-girl
398,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,American Brutus: John Wilkes Booth and the Lincoln Conspiracies,"Kauffman, Michael W.",0375759743,9780375759741,0375759743,544        pp,4.14,"2,308","Nov 02, 2004","Oct 18, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 23, 2012",,Paperback,view,/book/show/146263.American_Brutus
399,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Into the Silence: The Great War, Mallory and the Conquest of Everest","Davis, Wade",067697919X,9780676979190,067697919X,672        pp,4.26,"4,336","Oct 06, 2011","Sep 27, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 21, 2012",,Hardcover,view,/book/show/11602442-into-the-silence
400,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Brain on Fire: My Month of Madness,"Cahalan, Susannah*",,,,288        pp,4.08,"219,137","Nov 13, 2012","Nov 13, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 09, 2012",,ebook,view,/book/show/13547596-brain-on-fire
401,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Great Night,"Adrian, Chris",1250007380,9781250007384,1250007380,384        pp,3.16,"1,408","Apr 26, 2011","May 08, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 22, 2012",,Paperback,view,/book/show/13167227-the-great-night
402,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Egyptologist,"Phillips, Arthur*",0812972597,9780812972597,0812972597,396        pp,3.27,"4,009","Sep 23, 2004","May 24, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 20, 2012",,Paperback,view,/book/show/212474.The_Egyptologist
403,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Set This House in Order,"Ruff, Matt*",006095485X,9780060954857,006095485X,496        pp,4.29,"5,827","Feb 04, 2003","Jan 20, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 20, 2012",,Paperback,view,/book/show/71847.Set_This_House_in_Order
404,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Ghosts of Belfast        (Jack Lennon Investigations #1),"Neville, Stuart*",1569476004,9781569476000,1569476004,336        pp,3.91,"8,060",2009,"Oct 01, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 09, 2012",,Hardcover,view,/book/show/6388743-the-ghosts-of-belfast
405,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Canada,"Ford, Richard",0061692042,9780061692048,0061692042,420        pp,3.52,"26,981",Jun 2012,"May 22, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 28, 2012",,Hardcover,view,/book/show/12872236-canada
406,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Echo Maker,"Powers, Richard",0374146357,9780374146351,0374146357,451        pp,3.44,"11,401","Oct 17, 2006","Oct 17, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 28, 2012",,Hardcover,view,/book/show/19794.The_Echo_Maker
407,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Exploration of the Colorado River and Its Canyons,"Powell, John Wesley",0142437522,9780142437520,0142437522,432        pp,3.93,"1,917",1895,"May 27, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 30, 2012",,Paperback,view,/book/show/236793.The_Exploration_of_the_Colorado_River_and_Its_Canyons
408,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Reeducation of Cherry Truong,"Phan, Aimee*",0312322682,9780312322687,0312322682,368        pp,3.67,348,"Mar 13, 2012","Mar 13, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 13, 2012",,,view,/book/show/12160925-the-reeducation-of-cherry-truong
409,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Nudge: Improving Decisions About Health, Wealth, and Happiness","Thaler, Richard H.",0300122233,9780300122237,0300122233,293        pp,3.84,"86,700","Apr 08, 2008","Apr 08, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 10, 2012",,Hardcover,view,/book/show/2527900.Nudge
410,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Devil All the Time,"Pollock, Donald Ray",038553504X,9780385535045,038553504X,261        pp,4.13,"35,276","Jul 12, 2011","Jul 12, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 07, 2012",,Hardcover,view,/book/show/10108463-the-devil-all-the-time
411,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Bring Up the Bodies        (Thomas Cromwell, #2)","Mantel, Hilary",,,,436        pp,4.29,"95,287",2012,"May 22, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"“Those who are made can be unmade.”In “Wolf Hall” we followed the unexpected rise of Thomas Cromwell, a blacksmith’s son of questionable repute who sa“Those who are made can be unmade.”In “Wolf Hall” we followed the unexpected rise of Thomas Cromwell, a blacksmith’s son of questionable repute who sat on the wrong side of the King’s regard for Cardinal Wolsey. Somehow, through keen perception and shrewd dealings with key players in the Court, Cromwell broke the shackles of his ill associations and low birth to become right hand to King Henry VIII (largely by helping the king find a way to shed his wife of two decades by virtue of overturning the entire country’s wealthy and powerful religious system). No small feat. In “Bring Up the Bodies” we now watch Cromwell perform a dangerous tightrope walk between the regard of his new Queen - Anne Boleyn (who has shown him favor despite her volatility), his mercurial King, whose temper and wandering eye may be the undoing of countless innocents, and the nobility, most of whom despise him, but all of whom want to use them for their own ends. You would fear for poor Cromwell’s safety if you did not know the man. But once knowing him, you begin to fear for the safety of everyone else involved. That Mantel somehow manages to make this ruthless, vengeful scrabbler the hero of these volumes is nothing less than miraculous. We do not just root for Cromwell in these books, we admire him. He is nothing less than a marvel of insight and perspicacity. One wonders if he is more wizard than human. In this Court full of entitled men of noble birth, he reigns free, holds a place of honor and fear among all. All because he is a man who is willing to do what others will not.At the end of this book many men have died at the hand of Cromwell, ostensibly because they were consorting with the Queen, but in actuality because they were enemies of Cromwell’s mentor, Cardinal Wolsey – if men had to die to appease the wishes of the King, they may as well be men for whom Cromwell had little regard in the first place. Men who, in his mind, deserved it more. This is the justice of the Court of King Henry, a justice the king applauds as long as it suits his needs. For we become increasingly aware that the only man more ruthless than Cromwell is the King himself. Thus is the stage set for the final volume in Mantel’s trilogy about Cromwell. How long can a man of low birth and high aspirations stay safe in a place where he has more enemies than friends and his only protector is a king who grows more unstable and demanding with each passing day? If the following description is any indication, Cromwell has his work cut out for him:“You can be merry with the king, you can share a joke with him. But as Thomas More used to say, it's like sporting with a tamed lion. You tousle its mane and pull its ears, but all the time you're thinking, those claws, those claws, those claws.”...more",Notes are private!,0,5,1,not set,"Jun 03, 2015","May 02, 2012",,Kindle Edition,view (with text),/book/show/13512040-bring-up-the-bodies
412,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Plainsong        (Plainsong, #1)","Haruf, Kent",0375705856,9780375705854,0375705856,301        pp,4.03,"73,806","Oct 04, 1999","Aug 22, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 28, 2012",,Paperback,view,/book/show/77156.Plainsong
413,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Last Good Kiss        (C.W. Sughrue, #1)","Crumley, James",0394759893,9780394759890,0394759893,244        pp,4.05,"8,013",1978,"Nov 05, 1988",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 24, 2012",,Paperback,view,/book/show/523795.The_Last_Good_Kiss
414,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Shackleton,"Huntford, Roland",0786705442,9780786705443,0786705442,800        pp,4.34,689,"Jan 01, 1975","Feb 26, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 19, 2012",,Paperback,view,/book/show/144097.Shackleton
415,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In One Person,"Irving, John*",1451664125,9781451664126,1451664125,425        pp,3.70,"26,812","May 08, 2012","May 08, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 08, 2012",,Hardcover,view,/book/show/12758317-in-one-person
416,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Anthologist        (The Paul Chowder Chronicles #1),"Baker, Nicholson*",1416572449,9781416572442,1416572449,256        pp,3.76,"4,003","Jan 01, 2009","Sep 08, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 02, 2012",,Hardcover,view,/book/show/6364068-the-anthologist
417,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cloudland,"Olshan, Joseph*",,9781250000170,1250000173,294        pp,3.14,534,"Apr 10, 2012","Apr 10, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 28, 2012",,Hardcover,view,/book/show/12567837-cloudland
418,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Diary of Anaïs Nin, Vol. 1: 1931-1934","Nin, Anaïs",0156260255,9780156260251,0156260255,384        pp,4.16,"7,568",unknown,"Mar 19, 1969",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 22, 2012",,Paperback,view,/book/show/46064.The_Diary_of_Ana_s_Nin_Vol_1
419,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Shadow Tag,"Erdrich, Louise",0061536091,9780061536090,B007C1XX4K,255        pp,3.44,"8,127",2010,"Jan 01, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"When an author names a character “Irene America,” chances are the name has not been randomly chosen. Irene is a a woman, but she is also a symbol – foWhen an author names a character “Irene America,” chances are the name has not been randomly chosen. Irene is a a woman, but she is also a symbol – for a country, a culture, a part of history. And when that character is also Native American, her symbolic impact becomes even more nuanced. And when that character’s husband is a famous artist whose paintings are all inspired by Irene’s image, then suddenly the conceptual framework intensifies and individual interpretation of Irene - of her image, of the real woman behind the image, of her artist husband, and of America itself - becomes not only the key to our understanding of the character, but of the story as a whole. Irene America regularly writes her thoughts and life story in a hidden red diary. Upon discovering that her husband has found her diary and begun reading it in secret, rather than confront him, she decides to continue writing in her diary, but writing lies and half-truths and quizzical thoughts that will make her husband question their marital history and their life together. Additionally, she obtains a secret safety deposit box, and begins writing a blue diary to be kept and updated there, filled with her actual story, the truth of the matter as she believes it to be. Her husband, a possessive and occasionally abusive man, a brilliant artist, but desperate and insecure, becomes haunted and enraged by the deceptive passages he reads in the red diary, and Irene uses the betrayal as a sort of belated revenge against the man who has exploited her for all these years. It is a twisted scenario, particularly when viewed in the context of a dysfunctional marriage in which three children also get to witness their parents’ issues, and equally disturbing when utilized as a reflection of America and the revisionist history that has become an inherent part of both its mystique and its corruption.The theme of revisionist history is woven into the story in several different ways. Irene is completing a doctoral thesis on George Catlin, an artist whose early paintings of Native Americans became controversial symbols of exploitation to some, valuable depictions of early life to others, and were a source of both fear and wonder for the subjects of those paintings. Irene tells stories about Catlin to her husband, and often those stories are filled with half-truths, imagining occurrences that never actually happened. We are given glimpses of Catlin's character that we need to reassess when we later discover Irene’s falsifications. We are left to decide if our feelings about the actual man have changed given the information we now have at our disposal, some of it true, some of it created. Catlin comes to stand for the history of America as a country and the way much of what we learn in history classes is myth, a history written by the victors, legends passed down through centuries that may have little or no basis in fact but become true by numerous retellings. Similarly, like visitors to a gallery, we are given small glimpses into the lives of our main characters, scenes that show both their weaknesses and strengths, their moments of light and dark, and then we must ask ourselves if the information at hand gives us a complete enough portrait to make an assessment about their true selves. The fine line (or at times, vast chasm) between truth and mythology, art and reality, depiction and exploitation, image and distortion, are all images Erdrich plays with throughout the novel, often with startling and disturbing results. The material is ambitious, but Erdrich handles it deftly with sharp prose and surprising imagery. When Irene discusses the way Catlin’s portrait subjects were worried that their images on canvas contained trapped pieces of their souls, she begins to see her own image, captured so often on canvas by her artist husband (Gil), as another soul trapped in captivity, a distortion of the real woman, now altered to suit the motives of the painter and the interpretations of those who view her. Irene’s ancestors, like Catlin’s subjects, believed a soul could be captured through a shadow, a mirror, a reflection. Irene begins to see herself in Gil’s paintings as a double that has been released into the world, one that her husband now owns. Erdrich writes, “Gil had placed his foot on Irene’s shadow when he painted her. And though she tried to pull away, it was impossible to tug that skein of darkness from under his heel.” There are other thought-provoking points made in the novel, particularly when we are made privy to Gil’s favorite artists (Rembrandt, Bonnard – both renowned for their portraiture) and asked to consider Rembrandt’s portrait of Lucretia (the doomed faithful wife who took her life rather than bear the shame of having been raped). Gil obsesses over this portrait of a woman who has been represented in art and literature throughout the ages. We know this obsession foreshadows something unfortunate for Irene and Gil, as well, but in essence, we are being asked ahead of time to judge the depiction and decide if the story has been told accurately or if it is a fabrication that has achieved nearly mythological status. Likewise, in descriptions of Bonnard's paintings, we are given small scenes from a life and asked if we can judge the truth from those few small moments in time. This theme resonates in the larger story as we are given a series of incidents, a spate of domestic moments, a handful of facts, and then are asked to discern, by virtue of just these details, if we can ever truly know the motives of the people involved in these scenes. Erdrich seems to want us to arrive at the conclusion that we all have shades of light and dark within us, we all carry the full spectrum of colors, and most of us have reflected all of them at one time or another. No single glimpse, no moment in time, ever tells the whole story. Every soul is open to interpretation. I would have loved to have given this book four, or even five, stars. I have been pondering its stunning themes for days, and I am enamored of Erdrich’s writing style and her bravery in taking on such a breadth of philosophical matter. Unfortunately, the book itself isn’t fleshed out enough to take on such expansive themes. For starters, it is simply too short. Usually, I am apt to complain if a book is unnecessarily too long, but this book needed at least another two hundred pages to fulfill its early promise. By the end of Part Two, at just over two hundred pages, it was clear that Erdrich was rushing her narrative. Either the book had become too harrowing for her, its subject matter too difficult to explore any longer, or she was merely under a deadline and needed to wrap it up. Several veins of rich material needed to be further mined, and the impact of certain story lines was vastly diminished by the quick wrap-up. I almost want to call “Shadow Tag” Erdrich’s ""unfinished"" novel, because if only it were twice as long, it might be the best book ever written. (Three and a half stars – and well worth reading for the conceptual framework alone.)...more",Notes are private!,0,31,1,"Feb 12, 2012","Feb 16, 2012","Feb 12, 2012",,Hardcover,view (with text),/book/show/6673172-shadow-tag
420,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Monster Calls,"Ness, Patrick",1406311529,9781406311525,1406311529,226        pp,4.35,"265,607","May 05, 2011","Sep 27, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 07, 2012",,Hardcover,view,/book/show/8621462-a-monster-calls
