,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Zinta's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
10,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Defending Beef: The Case for Sustainable Meat Production,"Niman, Nicolette Hahn",1603585362,9781603585361,1603585362,288        pp,4.18,392,"Oct 24, 2014","Oct 31, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 02, 2014",,Paperback,view,/book/show/22180823-defending-beef
11,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Working Stiffs,"Dila, George",0989607127,9780989607124,0989607127,42        pp,4.50,4,"May 16, 2014","May 16, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Review pending.,Notes are private!,0,0,1,"Jun 02, 2014","Jun 09, 2014","Jun 02, 2014",,Paperback,view (with text),/book/show/22104512-working-stiffs
12,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Devil Music        (Devil Music, #1)","Orosz, Carly*",0996028102,9780996028103,0996028102,702        pp,3.50,16,"Apr 03, 2014","Apr 14, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Pending .,Notes are private!,0,0,1,"Jun 02, 2014","Aug 06, 2014","Jun 02, 2014",,Paperback,view (with text),/book/show/22018588-devil-music
13,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bad Apple,"Schoonover, Kristi Petersen*",0615683894,9780615683898,0615683894,194        pp,3.77,66,"Sep 01, 2012",Sep 2012,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"In reading as in life, it’s always a good idea to push one’s comfort zone, break routine from time to time, and try something new or different for theIn reading as in life, it’s always a good idea to push one’s comfort zone, break routine from time to time, and try something new or different for the purpose of discovery. Reading within the horror genre is that for me, although I’m not sure I would classify Kristi Petersen Schoonover’s novel, Bad Apple, in that category. It certainly does send the occasional shiver of delightful creepiness up and down the spine, but it’s not the sort of story that gives one nightmares.Bad Apple is the story of teenage Scree, growing up in a Maine apple orchard among an intriguingly dysfunctional and broken family. She is burdened with household chores that never seem to end, among them the raising of her brother’s baby, Beckitt. Fascinated with patterns, Scree allows dishes to pile up because she enjoys the patterns food and mold make on dirty dishes, and household debris accumulates as a kind of funky art form. Her obsessive behavior seems to indicate unhealed psychological wounds, and rightly so. Deep in Scree’s psyche is a childhood memory of pushing her mother down a well, and the memory surfaces in her life and her choices in surreal ways throughout the story. Rather than allow the baby she grows to love to follow in her life path, Scree escapes the orchard to a colorful resort. It seems to hold within its walls all that Scree has dreamed for her own life, but facades begin to melt and tapestries of story lines unravel to increasingly reveal the odd, the freaky, the inexplicable, the haunting in her surroundings as well as Scree’s inner landscape. Reality becomes ever more meshed with dreamlike scenarios, and the baffled reader must hang on until the ending for a stunning revelation.Schoonover is a writer who loves her art and is practiced at it. Bad Apple is not her first novel, and her dedication to excellence in the written word shines here. Descriptions are vivid and tense, reeling the reader into her character’s ever more twisted world: “My fingers went numb, my toes stiff, my teeth chattered, and my breath came in white puffs: I was instantly freezing. I sat up, and for some reason, I was embarrassed as Adam and Eve in the Garden the second they’d discovered they were naked. I marathoned across the icy broken cabana cement to the door that—strangely—was stuck and took three yanks to open. The wallpaper glared, each stripe a crowbar threatening to bash in my skull. I ran up the stairs, down the hall, tripped over something—what, I didn’t know—and crumpled against a wall mural depicting gnarled, shadow-dark trees under an igniting sky. It made me miss the orchard. “The orchard that was no longer my home. The mural’s tree limbs swayed and called to me, cursing me for leaving behind the bobbing Gingergolds, the incinerating summers, the raw spring, the moon-indigo winters, the November afternoons when the gray sun was an omniscient eye.” (pg. 150-151)Kristi Petersen Schoonover is the author of the short story collection Skeletons in the Swimmin’ Hole—Tales from Haunted Disney, and her short fiction has appeared in Carpe Articulum Literary Review, Full of Crow, Eclectic Flash, The Adirondack Review, Barbaric Yawp, The Illuminata, Macabre Cadaver, Morpheus Tales, Citizen Culture, MudRock: Stories & Tales, New Witch Magazine, Spilt Milk, Toasted Cheese, and a host of others, including several anthologies. She hosts the paranormal fiction segment on The Ghostman & Demon Hunter Show broadcast and serves as an editor for Read Short Fiction. An interview with the author is featured in The Smoking Poet’s Summer 2014 Issue #26. ...more",Notes are private!,0,0,1,not set,not set,"Jun 02, 2014",,Paperback,view (with text),/book/show/16062598-bad-apple
14,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tea in Heliopolis,"Habra, Hedy*",1935708767,9781935708766,1935708767,100        pp,4.60,10,Feb 2013,"Feb 01, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I’ve met the delightful Hedy Habra at local poetry readings, and I have gotten to know her, and her work, through several submissions I was thrilled tI’ve met the delightful Hedy Habra at local poetry readings, and I have gotten to know her, and her work, through several submissions I was thrilled to publish in a literary magazine I manage, The Smoking Poet. Indeed, one of the poems there published makes an appearance in her new poetry collection, Tea in Heliopolis, called “Adagio for a Forgotten Viola d’Amore.” I have also read and ed her short story collection, Flying Carpets. Every bit of this crossing of paths has been a pleasure. Call me a fan. So I found myself in the first poem of the collection, “Bricolage,” expecting poetic pleasure—and I found it. Reading Habra’s lines, “Go every day a little deeper/into the woods, collect acorns,/twigs, thorns, fallen leaves,/pine needles, a fern’s curl,/a bird’s nest, a lost feather,/spring air, hot, humid air, a raindrop,/a touch of blue, a ripple,/and why not the hush/of your steps over moss,/the trembling of leaves/at dusk against black bark?/,” I found myself on a familiar path, knew myself at home in Habra’s world, and immediately settled into her pages like one does into a comfortable chair, molded already to one’s own shape. Poetry like an old friend, walking side by side into new discoveries. Habra weaves her different homes into her poetry. Of Lebanese origin, she was born in Egypt, has traveled across the world and called other countries home before settling down in Kalamazoo, Michigan, where she now teaches at Western Michigan University. It is helpful to know this about the poet, because her experiences of different cultures, different languages, different perspectives on the world around her, imbue her work on countless levels of lush nuance as well as vast life experience. Some would call it exotic, and it is, but it also as simple as a woman growing up anywhere. Consider her opening poem, “Bricolage.”Go every day a little deeperinto the woods, collect acorns,twigs, thorns, fallen leaves,pine needles, a fern’s curl,a bird’s nest, a lost feather,spring air, hot, humid air, a raindrop,a touch of blue, a ripple,and why not the hushof your steps over moss …She is the every woman that perhaps only a woman of international knowledge can be, finding the common in the uncommon that lives everywhere and in every heart and experience. The reader can feel at home, whatever Habra’s landscape, in communion with a close friend. In “How the Song Turns into a Legend,” Habra shares her light as a poet, shining it on the importance, indeed the necessity, of telling our stories. Not in whispers to ourselves, but “in tongues, in parables, uttered in public squares,/whispered in corners/in sotto voce,/from mouth to mouth.” Engraved in stone or on paper, told or written, her gorgeous poem encourages all our many stories to be told and so made enduring. Her own need to tell her story comes through with a tender yet fiery passion.Habra also crosses art forms, her poetry connecting with her painting (note the book cover by the poet) in a delicate blend—painting about her words, painting with words. In a tribute to her mother, “To Henriette,” also a painter, Habra writes: “You dream the painter painting his model,/merging dreams, erasing distances.” Habra writes in various forms, and her poetry can take traditional form, to free verse, to haiku verses tucked into larger poems, to experimental and prose poems, such as “Amber Daum.” In whatever form, as a multi-lingual poet, she imbues language with a quiet power that seeps inside and blooms, at first almost imperceptibly, but then in breathtaking and near overwhelming beauty. If in “Vision” she mourns how a beautiful line can sometimes evaporate like water, this collection is as near perfection as any I’ve read, with not a drop evaporated. In her delicacy is her power, in her light touch she delivers great and powerful messages, in a whisper she produces longing, and with each poem a growing satisfaction in a body of work that can be read again and again, with each time new discovery. Tea in Heliopolis is a finalist for the 2014 International Book Award and finalist or semi-finalist in a number of literary competitions. Hedy Habra was born in Egypt and is of Lebanese origin. She is the author of a short story collection, Flying Carpets, and a book of literary criticism, Mundos alternos y artísticos en Vargas Llosa. She has an MA and an MFA in English and an MA and PhD in Spanish literature, all from Western Michigan University. Her multilingual work appears in numerous journals and anthologies. ...more",Notes are private!,0,1,1,not set,not set,"Jun 02, 2014",,Paperback,view (with text),/book/show/17268279-tea-in-heliopolis
15,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Quality Snacks,"Mozina, Andy*",0814340156,9780814340158,0814340156,216        pp,4.24,51,"May 01, 2014","May 01, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It begins with a lie. A good one. The author, after all, is an expert liar. He disarms you for only a moment when he admits it, his expression unchangIt begins with a lie. A good one. The author, after all, is an expert liar. He disarms you for only a moment when he admits it, his expression unchanged.Andy Mozina, an English professor at Kalamazoo College since 1999 and author of the new story collection, Quality Snacks (Wayne State University Press, May 2014), makes his admission, or confession, on air in a recent interview for the Arts and More program at the WMUK radio station, Kalamazoo’s NPR affiliate. Yes, he lies, he says.As do all fiction writers, and Mozina is fast gaining notoriety as such. Quality Snacks is Mozina’s second story collection. His first, The Women Were Leaving the Men, also published by Wayne State University Press (2007), won the Great Lakes Colleges Association New Writers Award and was a finalist for the Glasgow/Shenandoah Prize for Emerging Writer. His fiction has appeared in numerous magazines, including Tin House, Ecotone, Fence, The Southern Review, and The Missouri Review, and has received special citations in Best American Short Stories, Pushcart Prize, and New Stories from the Midwest. His critical work, Joseph Conrad and the Art of Sacrifice, was published by Routledge in 2001.On the morning of his radio interview, talking about his new book, Mozina enters the studio breathless. He abandoned his car, he says, realizing that he was running late. The car was beached like a whale on the grass, he says, with hazard lights blinking and doors swinging open as he tore up the campus in his race to the studio.Really? Not quite. As it turns out, Mozina’s car is parked in its parking spot, squared between the yellow lines, doors locked, lights off, engine cool.Mozina grins, just a little. This is how he tells stories, building on near nothing, embellishing, adding twists and surprises and horseshoe turns on every page. He says he often begins his story idea with the twist, then builds the story around it.Quality Snacks is a collection of 15 stories, each one with Mozina’s signature sense of wry humor. The stories, for the most part, are built around the efforts of middle-aged men struggling with relationship issues.Santa Claus as a baseball player may not qualify as middle-aged in the final story, “No Joy in Santa’s Village,” but he nevertheless struggles with deteriorating relationships with his elves, who have come to resent him for what they consider Santa’s shortcomings. In fact, the elves in the dugout are showing a dark side as they clamor for Santa flesh in retribution for those long winter nights.“His dugout was filled with elves. Some never moved, some never sat still—whittling a piece of wood into a bat, whittling the bat into baseballs, whittling the baseballs into tiny bats, which were whittled into still tinier baseballs. Some were incontinent, some respired entirely through their pores, like plants. Some rooted for Santa, some cast spells against him. At each game they created a locked-ward atmosphere in the dugout. Last year, one or another of the elves would occasionally streak onto the field in the middle of a game, tear up a piece of turf, and retreat toward the bench, gibbering hysterically, holding the turf aloft.” (Page 184, No Joy in Santa’s Village)As for Doritos, a popular snack by Frito-Lay, Mozina says he once had an addiction for the chips, but, happily, has been able to conquer it. His title story, “Quality Snacks,” is a story of a team of Frito-Lay employees brainstorming new and vitamin-fortified flavors for the snack (burrito, chicken quesadilla, enchilada, refried beans), perhaps even marketing them as a main meal rather than just a snack.Mozina won’t admit to a fear of dogs, but his opening story, “Dogs I Have Known,” begs to differ. He’s convincing. In one mini-story after another, the narrator describes dogs that have made an appearance in his life, none truly vicious, yet Mozina manages to make even the nicest pup at least a little unnerving with toothy potential.The banker and the college professor meet over sandwich wraps and keep on meeting into what warms and then sizzles into “My Nonsexual Affair: A Tale of Strong and Unusual Feelings.” Lines are not exactly crossed but toed and danced upon with increasing insistence, and Mozina manages his signature effect on the reader once again.Again: Mozina’s ability to make us see ourselves at our nerdiest, geekiest, weakest, most vulnerable and so also most human. Even as we wince and sigh, glad that’s not me … we have to admit, some of it is. The silly human condition, the offbeat element of truth that is stranger than fiction, unless it’s Mozina’s fiction.Mozina is riding along on the Michigan Notable Book Tour that began in April, reading with Michigan notable authors Patricia Clark, Arnie Johnston, Ron Riekki and Phillip Sterling. With Quality Snacks officially off the presses on May 1, the book launch party will be held at The Museum of Contemporary Art in Detroit on May 21, where Mozina will read with fellow Wayne State University Press authors Lisa Lenzo, Lolita Hernandez, Diane Decillis, and Kalamazoo College favorite, professor emeritus Conrad Hilberry.It's the meal that leaves you licking your fingers, Doritos dust and all....more",Notes are private!,0,0,1,"Apr 16, 2014","Jun 02, 2014","Apr 16, 2014",,Paperback,view (with text),/book/show/20419217-quality-snacks
16,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The American Way of Eating: Undercover at Walmart, Applebee's, Farm Fields and the Dinner Table","McMillan, Tracie*",1439171963,9781439171967,1439171963,352        pp,3.59,"3,476","Feb 21, 2012","Oct 02, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Review pending.,Notes are private!,0,0,1,"Oct 21, 2013","Apr 16, 2014","Oct 21, 2013",,Paperback,view (with text),/book/show/13547854-the-american-way-of-eating
17,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Whiteness of the Whale,"Poyer, David*",1250020573,9781250020574,1250020573,336        pp,3.66,161,"Apr 02, 2013","Apr 02, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Yet again, I watched another news story on the evening news that matched almost exactly the story David Poyer tells in The Whiteness of the Whale. ThiYet again, I watched another news story on the evening news that matched almost exactly the story David Poyer tells in The Whiteness of the Whale. This may be a novel, but it is based on factual scenarios, happening all too often on the oceans. As in real life, the novel tells a story of activists in pursuit of a Japanese whaling fleet they’ve observed killing whales and processing the whales for meat. That has long been illegal for all but scientific research purposes, yet the Japanese still hunt and kill whale in the Antarctic waters, hiding behind the banner of “research.” The activists in pursuit are a motley crew. A primate behaviorist, a Hollywood movie star, a double-amputee Afghanistan war veteran, and others, each adding their own storyline and colorful personality as they sail together on the Black Anemone.  They are not the only ones in pursuit. After an altercation with the Japanese whaling fleet, described with unnerving detail that makes the suffering of the whales uncomfortably memorable, the Black Anemone picks up a castaway. More, they pick up a tail. At this point, the story takes on echoes of Moby Dick, as a whale turns on the boat and goes out of its way to destroy the ship and the crew. Poyer writes from a base of experience. He has a 30-year sea career on which to base his many sea novels. That kind of first-hand knowledge adds all kinds of subtle layers of nuance that bring scene after scene alive, some terrifyingly so. There are sections of the book that, when read, leave what feels like an uncanny splash of seawater on the reader’s face. The activists don’t always come off as heroes. They appear human. Characters show their weaknesses as well as their heroic moments. The whale recognizes none, in dogged pursuit, seemingly enraged by the slaughter those very activists tried to prevent. Poyer’s strongest characterizations are, in fact, the whale and the primate behaviorist, Dr. Sara Pollard. It’s not often one reads such accurate and effective cross-gender writing, but Poyer captures her female voice precisely. I enjoyed the book enough to want to know more, and asked the author to do an author interview in the Summer/Fall 2013 Issue of The Smoking Poet. My hope is that such novels take on a life outside of the fiction world and enter into the movement to save whales from the kind of barbarous scenes of slaughter Poyer describes and evening news show all too often. David Poyer’s naval career included service in the Atlantic, Mediterranean, Arctic, Caribbean, and Pacific. His thirty-plus books, including twenty sea novels, have been translated into Italian, Dutch, Japanese, and other languages. He’s also written sailing, diving, and nautical history articles for Chesapeake Bay, Southern Boating, Shipmate, Tidewater Virginian, and other periodicals. His work has been required reading in the Literature of the Sea course at the U.S. Naval Academy, along with that of Joseph Conrad and Herman Melville. He lives on the Eastern Shore of Virginia with his wife and daughter, with whom he explores the Chesapeake Bay and Atlantic coast in their sloop, Water Spirit....more",Notes are private!,0,0,1,not set,not set,"Oct 21, 2013",,Kindle Edition,view (with text),/book/show/15795175-the-whiteness-of-the-whale
18,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Psychiatrist: New and Selected Poems,"Griffor, Mariela*",1908998113,9781908998118,1908998113,70        pp,4.40,5,"Oct 23, 2013","Oct 23, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I’ve had the privilege to read the galleys for Mariela Griffor’s third poetry collection, The Psychiatrist, which will be published in late October 20I’ve had the privilege to read the galleys for Mariela Griffor’s third poetry collection, The Psychiatrist, which will be published in late October 2013. The experience is mesmerizing, even healing. My introduction to Griffor’s work came through Exiliana, her first collection. Thirteen poems from that collection are included in this one, only two from her second, House, and twenty-one poems are new. In them all, Griffor allows us windows into her remarkable life. Born in Chile, Griffor was a Chilean opponent to the military regimen of General Pinochet in love with another such opponent. Their love story is a tragic one; he was assassinated, and Griffor, expecting their child, was exiled to Sweden. Eventually, she married an American and moved to the Detroit area in Michigan. Much of this life story appears in her work, in the tender ache of a lost love, in the fierce love of a mother for her child, in the love for her ancestral home left behind. In these poems, we step into Chile, Sweden and, finally, the streets of Detroit. We visit Griffor’s broken and patched-again heart. We step into her life. Griffor exposes her vulnerability with courage, but then also lets us see her resilience, her street smarts, her determined survival. “I should have died but the devil/did not want me,” she writes in the poem, “Code Names.”Griffor does not write dense poetry. I say this as a compliment. To call her an accessible poet, too, is meant as a compliment. Her images are clear, in almost plain wrapping, and nothing stands between the poet, the poem, the reader. It is as if the poet has unzipped her skin and put her core self on the page, the experience of her life, and allowed us entry. And not just us, but also a kind of alter ego, an invented friend: “I invent a friend to pour out/remembrances of the old country” (from “Prologue I”). She finishes that poem so: “As I invent you, I invent myself.” With that, Griffor states plainly and clearly the truth of all writers, that literature is an unveiling of self, and in so doing, a kind of therapy, an easing of loneliness, a word-balmed healing, an invitation to the reader to come inside and connect, if even for just an instant in time. And we connect. Griffor holds up no barriers. There is a disarming sincerity to her poetry. She asks the questions we have all at some time in our well-lived lives asked. “What do we do with the love if you die?” (from “Love for a subversive”). She births grief like she births new life, and in that birthing of a grief, its slow laboring, it’s painful entry into the light, one realizes just how alike these two processes are, and the prizes for enduring both: new life. “Maybe just poets can understand each other, /even bad poets have another language. It is like/the words are invented only for those who love them,” Griffor writes in the new poem, “Death in Argentina.” To some degree, that may be, but no one is left standing outside Griffor’s gate. If not all of us have experienced exile, most all of us have known rootlessness, being lost in the sea of life, and to that part of us that we keep hidden, protected, denied, unloved, shamed, wrapped in secrets and lies, to that part Griffor reaches out and gives a healing touch. Much like a psychiatrist. Mariela Griffor is the author of Exiliana (Luna Publications) and House (Mayapple Press). She was born in the city of Concepcion in southern Chile. She is co-founder of The Institute for Creative Writers at Wayne State University and Publisher of Marick Press. Her work has appeared in periodicals across Latin America and the United States. Griffor is Honorary Consul of Chile in Detroit, Michigan. ...more",Notes are private!,0,0,1,not set,not set,"Sep 27, 2013",,Hardcover,view (with text),/book/show/18590959-the-psychiatrist
19,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Blush: A Mennonite Girl Meets a Glittering World,"Showalter, Shirley Hershey*",0836196260,9780836196269,0836196260,272        pp,3.89,363,"Sep 13, 2013","Sep 19, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Review pending.,Notes are private!,0,1,1,"Sep 27, 2013","Oct 21, 2013","Sep 27, 2013",,Paperback,view (with text),/book/show/17627835-blush
20,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wild Comfort: The Solace of Nature,"Moore, Kathleen Dean",1590307712,9781590307717,1590307712,256        pp,4.12,704,2010,"Mar 09, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 08, 2013",not set,"Jun 08, 2013",,Paperback,view,/book/show/7276774-wild-comfort
21,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Booklover: A One-Year Journal of Reading, Reflecting & Remembering","Bazzett, Timothy*",0977111946,9780977111947,0977111946,426        pp,3.67,6,"Aug 28, 2010","Aug 23, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I met Tim Bazzett—virtually but not yet in person—through an email exchange about books. Of course. We exchanged thoughts about the novel of a MichigaI met Tim Bazzett—virtually but not yet in person—through an email exchange about books. Of course. We exchanged thoughts about the novel of a Michigan writer that he felt, by reading some of my s, that I perhaps understood better than he. That got my attention. How many people do you know who have approached you to say you may just get something better than they do? Sharp guy. Actually, I’m not sure I did get that book better than Bazzett, but we got a good conversation going, and one book leading to another, he sent me one of his own books: Booklover. Is this going to be a very long, elaborate listing of all the books this book addict has ever read? I wondered. Well, something along those lines. Only Bazzett adds in plenty of his own lines, managing to tell his story while talking about the stories written and told by others. Booklover is one of several memoirs Bazzett has written. He begins by expressing his disdain for the reading fare that kindergartners are given, if the children are given books to read at all, and with that introduction, he had me on board. (I, too, am an admitted book addict.) From there, this memoir describes Bazzett's moves from Michigan to California and to Europe, part of that being his military service. It is also the story of his marriage and his family.It's a down home story, and Bazzett tells it in a friendly, easy style that makes you feel like you are sitting on the front porch with him, making friends. He can be charmingly self-deprecating, willing to open his door to the reader in a frank manner, if sometimes perhaps a bit too frank. There are times that I don't want to know where his guy's mind wanders, moments that tingle on my feminist bone when he muses on the female gender, but in the next moment I've forgiven him, because, well, he just comes off as a genuinely nice guy. I could also do without the repeated ""but no matter"" continuously inserted into the telling of Bazzett's story, but that's it, those are my only complaints. Bazzett is a classic. He excels at being himself, no pretenses, rather than trying to outdo someone else among the literati. He has a fun way of inserting his sense of humor, even while building up the reader's desire to go to the nearest library or book store and bring home a mountain of books to read that Bazzett has recommended. It is with his insights into literature and authors that we realize just how sharp-minded he is. I hope I do get to sit on his front porch, or mine, with him sometime. Bazzett lives in Reed City, Michigan, with his wife and his books. He has published five memoirs and a biography. He is a book er for The Smoking Poet. ...more",Notes are private!,0,1,1,not set,not set,"Jun 07, 2013",,Paperback,view (with text),/book/show/9578419-booklover
22,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Storey's Guide to Raising Chickens,"Damerow, Gail",1603424695,9781603424691,1603424695,448        pp,4.29,"1,668","Jan 12, 1995","Jan 20, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 20, 2013",not set,"Mar 20, 2013",,Paperback,view,/book/show/7288952-storey-s-guide-to-raising-chickens
23,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Submission,"Waldman, Amy*",0374271569,9780374271565,0374271569,300        pp,3.67,"12,804",2011,"Aug 16, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Review pending.,Notes are private!,0,0,1,"Feb 27, 2013","Mar 20, 2013","Feb 27, 2013",,Hardcover,view (with text),/book/show/10364994-the-submission
24,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Merle's Door: Lessons from a Freethinking Dog,"Kerasote, Ted",0151012709,9780151012701,0151012709,398        pp,4.21,"19,441",2007,"Jul 02, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Review pending.,Notes are private!,0,0,1,"Feb 22, 2013","Feb 27, 2013","Feb 22, 2013",,Hardcover,view (with text),/book/show/430968.Merle_s_Door
25,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Flying Carpets,"Habra, Hedy*",1159661168,,,200        pp,3.82,22,Jan 2012,Jan 2012,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I grew up reading Latvian folk tales, and as an adult, I have often experienced that a-ha moment of realization that much of my value system, my work I grew up reading Latvian folk tales, and as an adult, I have often experienced that a-ha moment of realization that much of my value system, my work ethic, my life outlook, has been developed by those enchanting tales of my childhood. Oh, how I loved to read as a little girl! And still do. So when I opened up Flying Carpets, and immersed in the world on the page before me, I felt myself as if traveling back in time to that sweet world of long ago. Initially, I couldn't quite understand why I was so drawn to these tales of exotic lands, magic and fantasy, but then I realized that childhood connection. That's it! We all love going back, back to our past of innocence and wonder—and Hedy Habra masterfully waves her writing wand and brings us there with this collection. These are stories influenced by the author's Middle Eastern background in Egypt and Lebanon. From there fly and float these magic carpets, as we read about temples and mountain villages, gliding boats and fragrant kitchens, flaming fish and rich tapestries. Traditions surface to conflict with contemporary issues. The further into the book one reads, the more fantastical the stories become. Habra's language, which no doubt is only enriched by the fact that the author speaks several, lulls with a powerful magic of its own:""Calm down, child. Fear is a gust of cold wind you must not allow in your mind or heart. The way torrential storms ruthlessly invade fragile houses, fear's whirling eddies will possess you, penetrating through the least fissures … Look closely and see how tightly woven is the braided wheat wreath framing her, protecting her from all winged creatures, stallions, falcons, lions, even from angels. Like her, retreat into your center."" (Page 175)Habra's language alone is enough to transport. These are fairy tales for the adults who still believe—and those who need awakening from forgetting how to believe. These stories tell tales of love and loss, of a longing to leave the known behind and enter something greater and more universal—and surely that is the echo of the universal human heart. Each story builds an intimate world around the reader, often, but not always, with strong women in leading roles, even when they are struggling against cultural constraints demanding conformity. Through magical realism, these characters reflect the inner voices many of us hold deep inside. Flying Carpets is a story collection in the grand tradition of storytelling. For those who know Habra's poetry, discovering her equal expertise in prose will be a treat. Hedy Habra, born and raised in Egypt, is of Lebanese origin. She received her M.F.A. and a Ph.D. in Spanish Literature from Western Michigan University where she currently teaches. Her poetry and fiction in French, Spanish, and English have appeared in numerous journals and anthologies, including The Smoking Poet, Puerto del Sol, The New York Quarterly, Cider Press Review, Nimrod, Poet Lore, and Dinarzad's Children Second Edition. Her critical essays have appeared in literary journals such as Chasqui and Latin American Literary Review. Her newest title is Tea in Heliopolis, a poetry collection published by Press 53....more",Notes are private!,0,4,1,not set,not set,"Feb 14, 2013",,Paperback,view (with text),/book/show/17346143-flying-carpets
