,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Radu's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Triumful mortii,"D'Annunzio, Gabriele",,,,374        pp,3.74,343,1894,1974,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,not set,"Feb 18, 2024",,Paperback,view,/book/show/12996394-triumful-mortii
127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Un cerc în iarbă,"Jong, Oek de",9733401382,,,404        pp,3.38,308,"Jan 01, 1985",1991,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 18, 2024",,Paperback,view,/book/show/16078378-un-cerc-n-iarb
128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dincolo de iubire. Un cal hăituit,"Walser, Martin",,,,218        pp,4.50,2,"Jan 01, 1982",1982,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 18, 2024",,Paperback,view,/book/show/18115008-dincolo-de-iubire-un-cal-h-ituit
129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La camicia bruciata,"Banti, Anna",,,,249        pp,3.41,17,1973,1973,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 18, 2024",,Hardcover,view,/book/show/9257809-la-camicia-bruciata
130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Famille Boussardel,"Hériat, Philippe",,9782070362080,2070362086,608        pp,3.91,70,1944,"Jan 01, 1964",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 18, 2024",,Paperback,view,/book/show/1310062.Famille_Boussardel
131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cursa | Loc gol in calendar,"Gherasimov, Iosif",9733401102,,,unknown,3.00,2,unknown,1978,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 18, 2024",,,view,/book/show/37913673-cursa-loc-gol-in-calendar
132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Copilul de nisip/Noaptea sacra,"Ben Jelloun, Tahar",9733403520,,,unknown,3.39,"3,471",1985,unknown,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 18, 2024",,,view,/book/show/14739559-copilul-de-nisip-noaptea-sacra
133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Victorie,"Conrad, Joseph",,,,334        pp,3.84,"3,897",1915,1972,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 18, 2024",,Paperback,view,/book/show/59653486-victorie
134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,De komedianten,"Couperus, Louis",9021495317,,,282        pp,3.45,56,1917,1982,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,not set,not set,"Feb 18, 2024",,Paperback,view,/book/show/7780085-de-komedianten
135,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Iskander,"Couperus, Louis",,,,480        pp,3.96,97,1920,1992,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,not set,not set,"Feb 18, 2024",,Paperback,view,/book/show/36380172-iskander
136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,De bende van Jan de Lichte,"Boon, Louis Paul",9029503297,,,247        pp,3.61,356,1957,"May 01, 1975",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,not set,"Feb 18, 2024",,Paperback,view,/book/show/57504719-de-bende-van-jan-de-lichte
137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,El Caballero de el Dorado,"Arciniegas, Germán",,,B004QY2Z9A,0        pp,4.00,7,unknown,"Jan 01, 1969",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,not set,"Feb 18, 2024",,Paperback,view,/book/show/127359193-el-caballero-de-el-dorado
138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Războiul redescoperit 1914-1918,"Audoin-Rouzeau, Stéphane",6068623521,9786068623528,6068623521,352        pp,3.75,221,1998,2014,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,not set,not set,"Feb 18, 2024",,Paperback,view,/book/show/25504838-r-zboiul-redescoperit-1914-1918
139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Constantin Paleologul,"Kyriazis, Kostas",,,,443        pp,4.00,10,1952,1985,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,not set,not set,"Feb 18, 2024",,,view,/book/show/17969776-constantin-paleologul
140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mileniu,"Varley, John",9737076753,9789737076755,9737076753,348        pp,3.77,"2,781",Jun 1983,Oct 2012,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,not set,not set,"Feb 18, 2024",,Paperback,view,/book/show/16167712-mileniu
141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Orașul și stelele,"Clarke, Arthur C.",6069000080,9789731248431,9731248439,280        pp,4.08,"33,819","Jan 27, 1956",Feb 2013,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,not set,not set,"Feb 18, 2024",,Hardcover,view,/book/show/17413063-ora-ul-i-stelele
142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Al cincilea copil,"Lessing, Doris",9734611062,9789734611065,9734611062,195        pp,3.62,"21,056",1988,2008,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,not set,not set,"Feb 18, 2024",,Paperback,view,/book/show/18660915-al-cincilea-copil
143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mitra,"Lessing, Doris",973462024X,9789734620241,973462024X,200        pp,2.92,"3,469",2007,2011,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,not set,not set,"Feb 18, 2024",,Hardcover,view,/book/show/17672061-mitra
144,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ceai în Sahara,"Bowles, Paul",9735009439,9789735009434,,304        pp,3.89,"28,322",1949,2005,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,not set,"Feb 18, 2024",,Paperback,view,/book/show/25587951-ceai-n-sahara
145,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Accidentul. Orașul cu salcâmi,"Sebastian, Mihail",,9789731999807,9731999809,445        pp,4.00,823,1974,2009,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 18, 2024",,Hardcover,view,/book/show/15770865-accidentul-ora-ul-cu-salc-mi
146,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Calaul lui Hitler. Viata lui Heydrich,"Gerwarth, Robert",6068623505,9786068623504,6068623505,0        pp,4.08,"1,385","Jan 01, 2011","Nov 21, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,not set,not set,"Feb 18, 2024",,Paperback,view,/book/show/49338577-calaul-lui-hitler-viata-lui-heydrich
147,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Patruzeci de secole de esoterism,"Messadié, Gerald",9731431179,9789731431178,9731431179,384        pp,3.36,11,"Jan 01, 2006",Apr 2008,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 18, 2024",,Paperback,view,/book/show/12332197-patruzeci-de-secole-de-esoterism
148,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sânge pentru cine?,"Loukotková, Jarmila",,,,245        pp,3.81,26,unknown,1974,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 18, 2024",,Paperback,view,/book/show/29397528-s-nge-pentru-cine
149,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Zilele miniei,"Chares, Petros",,,,336        pp,1.50,2,unknown,1985,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Feb 18, 2024",,Paperback,view,/book/show/53097365-zilele-miniei
150,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Winterspelt,"Andersch, Alfred",3257017987,9783257017984,B001ESA8A4,596        pp,3.56,41,1974,1988,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 18, 2024",,Paperback,view,/book/show/9560852-winterspelt
151,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Trainspotting,"Welsh, Irvine",,9789734647910,9734647911,372        pp,4.10,"167,161",1993,Aug 2014,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,not set,"Feb 17, 2024",,Mass Market Paperback,view,/book/show/23005983-trainspotting
152,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La isla de Róbinson,"Uslar Pietri, Arturo",,,,357        pp,3.84,77,1982,1982,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 17, 2024",,Paperback,view,/book/show/834826.La_isla_de_R_binson
153,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Puterea armelor        (The First Law, #3)","Abercrombie, Joe",6065796271,9786065796270,6065796271,"1,032        pp",4.34,"159,253","Mar 20, 2008","Oct 11, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 17, 2024",,Paperback,view,/book/show/18716607-puterea-armelor
154,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Fără îndurare        (The First Law, #2)","Abercrombie, Joe",6065794090,9786065794092,6065794090,888        pp,4.35,"172,142","Mar 15, 2007","Mar 19, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 17, 2024",,Paperback,view,/book/show/17670792-f-r-ndurare
155,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Tăișul sabiei        (The First Law, #1)","Abercrombie, Joe",6065791237,9786065791237,6065791237,840        pp,4.21,"246,743","May 04, 2006","Jan 28, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 17, 2024",,Paperback,view,/book/show/15829528-t-i-ul-sabiei
156,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Clanurile de pe Alpha,"Dick, Philip K.",,9789731432304,,298        pp,3.74,"5,851",1964,Sep 2008,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 17, 2024",,Paperback,view,/book/show/18372279-clanurile-de-pe-alpha
157,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cele trei stigmate ale lui Palmer Eldritch,"Dick, Philip K.",9735699109,9789735699109,,320        pp,4.01,"39,046",Jan 1965,Dec 2006,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 17, 2024",,Paperback,view,/book/show/10394321-cele-trei-stigmate-ale-lui-palmer-eldritch
158,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Semne bune,"Pratchett, Terry",9737332210,9789737332219,9737332210,293        pp,4.26,"748,475","May 10, 1990",May 2008,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,10,1,not set,not set,"Feb 16, 2024",,Hardcover,view,/book/show/7141291-semne-bune
159,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Primarul din Casterbridge,"Hardy, Thomas",,,,352        pp,3.86,"62,423",1886,1985,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,6,1,not set,not set,"Feb 16, 2024",,Paperback,view,/book/show/25477941-primarul-din-casterbridge
160,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tess D'Urberville,"Hardy, Thomas",,9786065398405,,523        pp,3.83,"283,551",1891,2011,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,not set,not set,"Feb 16, 2024",,Hardcover,view,/book/show/16138851-tess-d-urberville
161,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Jude nestiutul vol. I + II,"Hardy, Thomas",,,,783        pp,3.83,"71,803","Apr 16, 1895",1969,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,not set,not set,"Feb 16, 2024",,Mass Market Paperback,view,/book/show/15744921-jude-nestiutul-vol-i-ii
162,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fiul risipitor,"Tudoran, Radu",9731245162,9789731245164,9731245162,384        pp,4.34,"1,292",1970,2010,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,not set,not set,"Feb 16, 2024",,Hardcover,view,/book/show/1150752.Fiul_risipitor
163,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lumină de august,"Faulkner, William",,,,415        pp,3.94,"61,909","Mar 12, 1932",1973,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,not set,not set,"Feb 16, 2024",,Paperback,view,/book/show/7712593-lumin-de-august
164,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Blaze,"Bachman, Richard",,9786068073842,,208        pp,3.76,"50,646","Jun 12, 2007",2009,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,not set,not set,"Feb 16, 2024",,Hardcover,view,/book/show/18050401-blaze
165,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wyrm,"Card, Orson Scott",,,,422        pp,3.40,"5,955",Jul 1987,2010,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,not set,not set,"Feb 16, 2024",,Paperback,view,/book/show/20809278-wyrm
166,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Toamna,"Stifter, Adalbert",,,,672        pp,3.84,308,1857,1984,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,not set,not set,"Feb 16, 2024",,Paperback,view,/book/show/37914461-toamna
167,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cenuşă,"Żeromski, Stefan",,,,760        pp,3.30,108,1902,1975,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,not set,not set,"Feb 16, 2024",,Paperback,view,/book/show/23443614-cenu
168,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Craii de Curtea-Veche,"Caragiale, Mateiu I.",9975743625,,,280        pp,3.67,"1,482",1929,2004,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,not set,not set,"Feb 16, 2024",,Paperback,view,/book/show/2256422.Craii_de_Curtea_Veche
169,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Documentele postume ale clubului Pickwick        (vol. 1),"Dickens, Charles",,,,438        pp,3.98,352,1836,1970,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,not set,"Feb 16, 2024",,Paperback,view,/book/show/30132016-documentele-postume-ale-clubului-pickwick
170,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Faunul de marmura,"Hawthorne, Nathaniel",,9789735699628,,576        pp,3.47,"3,218",1860,Jan 2007,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Feb 16, 2024",,Paperback,view,/book/show/15817651-faunul-de-marmura
171,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Șuanii,"Balzac, Honoré de",,,,380        pp,3.52,"1,169",1829,1981,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,not set,not set,"Feb 16, 2024",,Paperback,view,/book/show/34531154-uanii
172,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Spre far,"Woolf, Virginia",9735764385,,,251        pp,3.80,"183,342","May 05, 1927",2002,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,not set,"Feb 16, 2024",,Paperback,view,/book/show/7715018-spre-far
173,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Viriconium        (Viriconium #1-4),"Harrison, M. John",,9789737330703,,415        pp,3.81,"2,550","Jul 01, 2000",2006,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,7,1,not set,not set,"Feb 14, 2024",,Paperback,view,/book/show/19181723-viriconium
174,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Virusul,"Kunzru, Hari*",9734601008,,,392        pp,3.37,"2,108",2004,2005,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,not set,not set,"Feb 14, 2024",,Paperback,view,/book/show/25069352-virusul
175,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mostenirea lui Marti Barbany,"Lloréns, Chufo",,,,"1,032        pp",3.98,"2,306",2008,unknown,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,not set,not set,"Feb 14, 2024",,Paperback,view,/book/show/32486254-mostenirea-lui-marti-barbany
176,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Papillon        ( 2 volume),"Charrière, Henri",,,,602        pp,4.23,"69,854",1969,2008,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,8,1,not set,not set,"Feb 14, 2024",,Hardcover,view,/book/show/17345702-papillon
177,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Țara huzurului,"Mann, Heinrich",,,,326        pp,3.47,64,1900,1971,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,not set,not set,"Feb 14, 2024",,Paperback,view,/book/show/17557662-ara-huzurului
178,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Drifting Cities,"Tsirkas, Stratis",9600411417,9789600411416,9600411417,710        pp,4.14,71,1974,"Jul 10, 1995",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,not set,not set,"Feb 14, 2024",,Paperback,view,/book/show/2823853-drifting-cities
179,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Access to Western Esotericism,"Faivre, Antoine",0791421783,9780791421789,0791421783,380        pp,4.00,34,1986,"Dec 05, 1994",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,not set,"Feb 14, 2024",,Paperback,view,/book/show/1793732.Access_to_Western_Esotericism
180,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cabala / Femeia din Andros,"Wilder, Thornton",,,,216        pp,3.69,74,1968,1983,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,not set,not set,"Feb 14, 2024",,Paperback,view,/book/show/37921800-cabala-femeia-din-andros
181,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dreptatea lui Jeremiah Beaumont,"Warren, Robert Penn",,,,625        pp,2.00,2,unknown,1983,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,not set,not set,"Feb 14, 2024",,Paperback,view,/book/show/44420913-dreptatea-lui-jeremiah-beaumont
182,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Locul care ma cheama,"Warren, Robert Penn",,,,450        pp,3.96,349,"Jan 01, 1977",1992,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,not set,"Feb 14, 2024",,Paperback,view,/book/show/51909952-locul-care-ma-cheama
183,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Casa întunericului,"King, Stephen*",9731430814,9789731430812,9731430814,752        pp,4.03,"63,314",2001,Dec 2007,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,not set,"Feb 14, 2024",,Paperback,view,/book/show/17665756-casa-ntunericului
184,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Talismanul,"King, Stephen*",6068073513,9786068073514,6068073513,736        pp,4.12,"129,763","Nov 08, 1984",Oct 2009,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Feb 14, 2024",,Hardcover,view,/book/show/11375746-talismanul
185,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Eloiza. 15 nuvele,"Aymé, Marcel",,9789732109175,,384        pp,3.70,10,"Jan 01, 2008",2008,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,7,1,not set,not set,"Feb 14, 2024",,Paperback,view,/book/show/17908138-eloiza-15-nuvele
186,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La asfintit,"King, Stephen*",,9786068134635,6068134636,391        pp,3.88,"54,990","Nov 11, 2008",2010,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,not set,not set,"Feb 14, 2024",,Hardcover,view,/book/show/19140815-la-asfintit
187,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ce hacuiala!,"Coe, Jonathan*",973461004X,9789734610044,973461004X,664        pp,4.11,"11,865","Apr 28, 1994",2008,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,8,1,not set,not set,"Feb 14, 2024",,Paperback,view,/book/show/13561162-ce-hacuiala
188,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pavilionul canceroșilor,"Solzhenitsyn, Aleksandr",,,,unknown,4.25,"16,639",1967,unknown,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,not set,not set,"Feb 14, 2024",,,view,/book/show/22453388-pavilionul-cancero-ilor
189,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A History of Reading,"Manguel, Alberto*",0140166548,9780140166545,0140166548,372        pp,3.98,"5,162","Oct 01, 1996","Oct 01, 1997",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,12,1,not set,not set,"Feb 13, 2024",,Paperback,view,/book/show/53085.A_History_of_Reading
190,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Orb prin Gaza,"Huxley, Aldous",,,,487        pp,3.88,"2,956",1936,Nov 1974,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,13,1,not set,not set,"Feb 13, 2024",,Paperback,view,/book/show/7712869-orb-prin-gaza
191,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Pasărea Domnului        (Pasărea Domnului, #1)","Russell, Mary Doria*",,9789737077080,9737077083,616        pp,4.14,"75,550","Sep 09, 1996",2013,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Feb 13, 2024",,Paperback,view,/book/show/17566458-pas-rea-domnului
192,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Al 27-lea oraș,"Franzen, Jonathan",9734607286,9789734607280,9734607286,579        pp,3.14,"4,991",1988,2007,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Feb 13, 2024",,Paperback,view,/book/show/7985501-al-27-lea-ora
