,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Paul's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
285,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last Neanderthal,"Cameron, Claire",0316314455,9780316314459,,288        pp,3.65,"4,433",Apr 2017,"May 02, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 05, 2019",,ebook,view,/book/show/31932891-the-last-neanderthal
286,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In Our Mad and Furious City,"Gunaratne, Guy*",1472250192,9781472250193,1472250192,292        pp,3.88,"3,258","Apr 19, 2018",2018,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Gunaratne's debut novel is both sad and angry, full of hope and full of despair.Gunaratne's debut novel is both sad and angry, full of hope and full of despair....more",Notes are private!,0,0,1,"Apr 18, 2019","Apr 28, 2019","Jan 04, 2019",,Hardcover,view (with text),/book/show/35212538-in-our-mad-and-furious-city
287,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Song of Achilles,"Miller, Madeline*",1408816032,9781408816035,1408816032,352        pp,4.33,"1,485,119","Sep 20, 2011","Sep 20, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a story about love. But it's also a story about rage, and war, and the killing fields, and how any of those can stand in the way and kill the This is a story about love. But it's also a story about rage, and war, and the killing fields, and how any of those can stand in the way and kill the heart....more",Notes are private!,0,1,1,"Mar 30, 2019","Apr 07, 2019","Jan 02, 2019",,Hardcover,view (with text),/book/show/11250317-the-song-of-achilles
288,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Big Fella: Babe Ruth and the World He Created,"Leavy, Jane*",0062380222,9780062380227,0062380222,620        pp,3.76,"1,444","Oct 16, 2018","Oct 16, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,https://tbrstack.blogspot.com/2019/01...https://tbrstack.blogspot.com/2019/01......more,Notes are private!,0,0,1,"Dec 31, 2018",Jan 2019,"Dec 31, 2018",,Hardcover,view (with text),/book/show/38236820-the-big-fella
289,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Milkman,"Burns, Anna",1644450003,9781644450000,1644450003,352        pp,3.54,"61,601","May 15, 2018","Dec 04, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Link to : https://tbrstack.blogspot.com/2019/01...Link to : https://tbrstack.blogspot.com/2019/01......more,Notes are private!,0,0,1,"Dec 31, 2018","Jan 09, 2019","Dec 31, 2018",,Paperback,view (with text),/book/show/42121455-milkman
290,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Elmet,"Mozley, Fiona",1616208422,9781616208424,1616208422,312        pp,3.79,"14,349","Aug 10, 2017","Dec 05, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 12, 2018","Dec 31, 2018","Jan 12, 2018",,Paperback,view,/book/show/36254681-elmet
291,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Last Mile        (Amos Decker, #2)","Baldacci, David*",1455586455,9781455586455,1455586455,420        pp,4.23,"92,373","Apr 19, 2016","Apr 19, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 05, 2018","Dec 31, 2018","Jan 09, 2018",,Hardcover,view,/book/show/26245878-the-last-mile
292,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Artemis,"Weir, Andy*",0553448129,9780553448122,0553448129,305        pp,3.69,"271,042","Nov 14, 2017","Nov 14, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,https://tbrstack.blogspot.com/2017/12...https://tbrstack.blogspot.com/2017/12......more,Notes are private!,0,0,1,"Dec 17, 2017","Dec 25, 2017","Dec 25, 2017",,Hardcover,view (with text),/book/show/34928122-artemis
293,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Uncommon Type,"Hanks, Tom",1101946156,9781101946152,1101946156,405        pp,3.42,"44,464","Oct 17, 2017","Oct 17, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,https://tbrstack.blogspot.com/2018/01...https://tbrstack.blogspot.com/2018/01......more,Notes are private!,0,0,1,"Dec 25, 2017","Jan 05, 2018","Dec 25, 2017",,Hardcover,view (with text),/book/show/34389773-uncommon-type
294,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Obama Inheritance: Fifteen Stories of Conspiracy Noir,"Phillips, Gary",1941110592,9781941110591,1941110592,322        pp,3.19,178,"Oct 10, 2017","Oct 03, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,https://tbrstack.blogspot.com/2017/12...https://tbrstack.blogspot.com/2017/12......more,Notes are private!,0,2,1,"Dec 10, 2017","Dec 20, 2017","Dec 10, 2017",,Paperback,view (with text),/book/show/33912090-the-obama-inheritance
295,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Line Made By Walking,"Baume, Sara",0544716957,9780544716957,0544716957,320        pp,3.75,"2,475","Feb 23, 2017","Apr 18, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 27, 2017","Dec 04, 2017","Dec 04, 2017",,Hardcover,view,/book/show/30971749-a-line-made-by-walking
296,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wild Ducks Flying Backward,"Robbins, Tom",1842431714,9781842431719,1842431714,255        pp,3.56,"6,653",2005,2007,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,https://tbrstack.blogspot.com/2017/12...https://tbrstack.blogspot.com/2017/12......more,Notes are private!,0,0,1,"Nov 22, 2017","Nov 25, 2017","Nov 23, 2017",,Paperback,view (with text),/book/show/591368.Wild_Ducks_Flying_Backward
297,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Commonwealth,"Patchett, Ann",0062491830,9780062491831,0062491830,322        pp,3.83,"182,252",Sep 2016,"May 02, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 19, 2017","Nov 21, 2017","Nov 19, 2017",,Paperback,view,/book/show/31371743-commonwealth
298,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Smile: A Novel,"Doyle, Roddy",0735224447,9780735224445,0735224447,214        pp,3.43,"4,323","Sep 07, 2017","Oct 17, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,https://tbrstack.blogspot.com/2017/11...https://tbrstack.blogspot.com/2017/11......more,Notes are private!,0,1,1,"Nov 05, 2017","Nov 10, 2017","Nov 05, 2017",,Hardcover,view (with text),/book/show/34347431-smile
299,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Going Into Town: A Love Letter to New York,"Chast, Roz",1620403218,9781620403211,1620403218,169        pp,3.98,"4,873","Oct 03, 2017","Oct 03, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,https://tbrstack.blogspot.com/2017/11...https://tbrstack.blogspot.com/2017/11......more,Notes are private!,0,0,1,"Nov 05, 2017","Nov 05, 2017","Nov 05, 2017",,Hardcover,view (with text),/book/show/33911267-going-into-town
300,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Strange Weather: Four Short Stories,"Hill, Joe*",0062663119,9780062663115,0062663119,432        pp,3.86,"24,451","Oct 24, 2017","Oct 24, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,https://tbrstack.blogspot.com/2017/11...https://tbrstack.blogspot.com/2017/11......more,Notes are private!,0,1,1,"Oct 29, 2017","Nov 02, 2017","Oct 29, 2017",,Hardcover,view (with text),/book/show/34066621-strange-weather
301,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Another Brooklyn,"Woodson, Jacqueline*",0062359991,9780062359995,0062359991,192        pp,3.87,"39,183","Aug 09, 2016","May 30, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,https://tbrstack.blogspot.com/2017/10...https://tbrstack.blogspot.com/2017/10......more,Notes are private!,0,0,1,"Oct 23, 2017","Oct 26, 2017","Oct 23, 2017",,Paperback,view (with text),/book/show/31371705-another-brooklyn
302,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Grunt: The Curious Science of Humans at War,"Roach, Mary",0393354377,9780393354379,0393354377,288        pp,3.93,"22,003","Jun 07, 2016","Jun 06, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,https://tbrstack.blogspot.com/2017/10...https://tbrstack.blogspot.com/2017/10......more,Notes are private!,0,0,1,"Sep 30, 2017","Oct 05, 2017","Oct 07, 2017",,Paperback,view (with text),/book/show/32191737-grunt
303,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sleeping Beauties,"King, Stephen*",150116340X,9781501163401,150116340X,702        pp,3.73,"84,393","Sep 26, 2017","Sep 26, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,https://tbrstack.blogspot.com/2017/10...https://tbrstack.blogspot.com/2017/10......more,Notes are private!,0,0,1,"Oct 07, 2017","Oct 16, 2017","Oct 07, 2017",,Hardcover,view (with text),/book/show/34466922-sleeping-beauties
304,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Golden Hill: A Novel of Old New York,"Spufford, Francis*",1501163876,9781501163876,1501163876,303        pp,3.79,"13,136","Jun 02, 2016","Jun 27, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,https://tbrstack.blogspot.com/2017/10... https://tbrstack.blogspot.com/2017/10... ...more,Notes are private!,0,0,1,"Sep 07, 2017","Sep 23, 2017","Sep 16, 2017",,Hardcover,view (with text),/book/show/32620302-golden-hill
305,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Name Is Leon,"Waal, Kit de*",1501117467,9781501117466,1501117467,320        pp,4.06,"10,992",2016,"Jul 25, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,https://tbrstack.blogspot.com/2017/09...https://tbrstack.blogspot.com/2017/09......more,Notes are private!,0,0,1,Sep 2017,"Sep 04, 2017","Sep 04, 2017",,Paperback,view (with text),/book/show/32920218-my-name-is-leon
306,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Legend of Korra: Turf Wars, Part One        (The Legend of Korra: Turf Wars, #1)","DiMartino, Michael Dante*",1506700152,9781506700151,1506700152,76        pp,4.35,"10,249","Jul 26, 2017","Jul 26, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 04, 2017","Aug 05, 2017","Aug 04, 2017",,Paperback,view,/book/show/33161035-the-legend-of-korra
307,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dubliners,"Joyce, James",0486268705,9780486268705,0486268705,152        pp,3.84,"156,204","Jun 15, 1914","May 01, 1991",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 09, 2017","Oct 20, 2017","Jul 09, 2017",,Paperback,view,/book/show/77233.Dubliners
308,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Treat Us Like Dogs and We Will Become Wolves,"Chute, Carolyn",080211945X,9780802119452,080211945X,304        pp,2.85,154,"Nov 04, 2014","Nov 04, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,https://tbrstack.blogspot.com/2017/09...https://tbrstack.blogspot.com/2017/09......more,Notes are private!,0,0,1,"Jul 04, 2017","Aug 31, 2017","Jul 04, 2017",,Hardcover,view (with text),/book/show/21535681-treat-us-like-dogs-and-we-will-become-wolves
309,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Minding Frankie,"Binchy, Maeve",0307273563,9780307273567,0307273563,400        pp,3.85,"26,731","Sep 30, 2010","Mar 01, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,https://tbrstack.blogspot.com/2017/08...https://tbrstack.blogspot.com/2017/08......more,Notes are private!,0,0,1,"Jun 28, 2017","Jul 12, 2017","Jun 28, 2017",,Hardcover,view (with text),/book/show/8700213-minding-frankie
310,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Gwendy's Button Box        (The Button Box, #1)","King, Stephen*",1587676109,9781587676109,1587676109,171        pp,3.92,"70,185","May 16, 2017","May 16, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,https://tbrstack.blogspot.com/2017/07...https://tbrstack.blogspot.com/2017/07......more,Notes are private!,0,0,1,"Jun 25, 2017","Jun 28, 2017","Jun 25, 2017",,Hardcover,view (with text),/book/show/34430839-gwendy-s-button-box
311,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Congress of Wonders,"McClanahan, Ed",1887178562,9781887178563,1887178562,176        pp,4.35,51,1996,"Jan 01, 1997",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,https://tbrstack.blogspot.com/2017/07...https://tbrstack.blogspot.com/2017/07......more,Notes are private!,0,0,1,"Jun 23, 2017","Jun 26, 2017","Jun 23, 2017",,Paperback,view (with text),/book/show/702073.A_Congress_of_Wonders
312,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nora Webster,"Tóibín, Colm",1439170932,9781439170939,1439170932,400        pp,3.60,"20,172",Oct 2014,"Jun 02, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,https://tbrstack.blogspot.com/2017/06...https://tbrstack.blogspot.com/2017/06......more,Notes are private!,0,0,1,"Jun 14, 2017","Jun 21, 2017","Jun 14, 2017",,Paperback,view (with text),/book/show/23492822-nora-webster
313,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Woman Hollering Creek and Other Stories,"Cisneros, Sandra",0394576543,9780394576541,0394576543,165        pp,4.05,"10,650","Apr 03, 1991","Apr 03, 1991",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,https://tbrstack.blogspot.com/2017/06...https://tbrstack.blogspot.com/2017/06......more,Notes are private!,0,0,1,"Jun 04, 2017","Jun 11, 2017","Jun 04, 2017",,Hardcover,view (with text),/book/show/108603.Woman_Hollering_Creek_and_Other_Stories
314,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Twisted River,"MacDonald, Siobhán*",0143108433,9780143108436,0143108433,258        pp,3.41,"1,930","Sep 30, 2014","Mar 22, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,https://tbrstack.blogspot.com/2017/06...https://tbrstack.blogspot.com/2017/06......more,Notes are private!,0,0,1,"Jun 02, 2017","Jun 04, 2017","Jun 02, 2017",,Paperback,view (with text),/book/show/25810336-twisted-river
315,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Grendel,"Gardner, John",0679723110,9780679723110,0679723110,174        pp,3.69,"39,113","Aug 12, 1971","Jun 02, 2010",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,https://tbrstack.blogspot.com/2017/05...https://tbrstack.blogspot.com/2017/05......more,Notes are private!,0,0,1,"May 27, 2017","May 29, 2017","May 20, 2017",,Paperback,view (with text),/book/show/676737.Grendel
316,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Rain Before It Falls,"Coe, Jonathan*",0307388166,9780307388162,0307388166,240        pp,3.69,"6,839",2007,"Mar 10, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,https://tbrstack.blogspot.com/2017/05...https://tbrstack.blogspot.com/2017/05......more,Notes are private!,0,0,1,"May 19, 2017","May 27, 2017","May 20, 2017",,Paperback,view (with text),/book/show/4786704-the-rain-before-it-falls
317,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Mermaid's Secret,"Schickel, Katie*",0765381311,9780765381316,0765381311,285        pp,3.56,365,"Jun 14, 2016","Jun 14, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,https://tbrstack.blogspot.com/2017/05...https://tbrstack.blogspot.com/2017/05......more,Notes are private!,0,0,1,"May 12, 2017","May 15, 2017","May 12, 2017",,Paperback,view (with text),/book/show/26114386-the-mermaid-s-secret
318,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The House on Mango Street,"Cisneros, Sandra",0679734775,9780679734772,0679734775,110        pp,3.69,"190,550",1984,"Apr 03, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"https://tbrstack.blogspot.com/2017/05...A young Latina writes of her days growing up in Chicago.It's a fine, if too-short, book -- less than 100 pageshttps://tbrstack.blogspot.com/2017/05...A young Latina writes of her days growing up in Chicago.It's a fine, if too-short, book -- less than 100 pages -- that's deceptively well written, and introduces you to a way of life perhaps seen but seldom understood by many in America. It talks of poverty, and of getting by and living in a culture different from the majority.It's not really a novel but a series of vignettes the author uses to introduce us to her characters. In tight but evocative writing, with some of the most compelling metaphors I have seen, Cisneros explains their motivations and desires. She is sympathetic, realistic, and non-judgmental about their actions and their decisions.She writes like she has lived their stories. Because she has....more",Notes are private!,0,0,1,"May 05, 2017","May 07, 2017","May 05, 2017",,Paperback,view (with text),/book/show/139253.The_House_on_Mango_Street
319,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Casual Vacancy,"Rowling, J.K.",0316228532,9780316228534,0316228532,503        pp,3.30,"328,881","Sep 27, 2012","Sep 27, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,http://tbrstack.blogspot.com/2017/04/...http://tbrstack.blogspot.com/2017/04/......more,Notes are private!,0,0,1,"Apr 16, 2017","Apr 24, 2017","Apr 16, 2017",,Hardcover,view (with text),/book/show/13497818-the-casual-vacancy
320,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Absolutely True Diary of a Part-Time Indian,"Alexie, Sherman",0316013692,9780316013697,0316013692,230        pp,4.07,"270,077","Sep 12, 2007","Apr 01, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 13, 2017","Apr 17, 2017","Apr 13, 2017",,Paperback,view,/book/show/843804.The_Absolutely_True_Diary_of_a_Part_Time_Indian
321,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Week in Winter,"Binchy, Maeve",0307273571,9780307273574,0307273571,326        pp,3.86,"54,392","Oct 11, 2012","Feb 12, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Well done. Gracefully written tales of the lives of a dozen ordinary, decent people, whose lives come together at the opening of a bed and breakfast oWell done. Gracefully written tales of the lives of a dozen ordinary, decent people, whose lives come together at the opening of a bed and breakfast on the west coast of Ireland. Vivid descriptions of the people and the land, which is perhaps my favorite part of Ireland. I am thinking perhaps that is why I enjoyed the book so much -- that it reached a longing in my soul to be part of the wind-swept coast, with the sea and the wind beside you every day,...more",Notes are private!,0,0,1,"Apr 09, 2017","Apr 12, 2017","Apr 09, 2017",,Hardcover,view (with text),/book/show/16030647-a-week-in-winter
322,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When Everything Changed: The Amazing Journey of American Women from 1960 to the Present,"Collins, Gail",0316059544,9780316059541,0316059544,480        pp,4.06,"5,515","Oct 14, 2009","Oct 14, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Read  on my blog, http://tbrstack.blogspot.com/A good overview of how the last 50-odd years of history affected women, from the average homemakeRead  on my blog, http://tbrstack.blogspot.com/A good overview of how the last 50-odd years of history affected women, from the average homemaker to the candidate for president of the United States. I liked it. The basic premise of the book is that the life of the American woman has changed dramatically over the past half-century, so much that most people born during the period do not comprehend what life was like in the 1950s and before. Yes, not everything is perfect these days, and women still fight discrimination. But the basic acceptance of women as equals, and their abilities in all fields, has pretty much cancelled out the idea of ""men's work,"" and ""women's work.""Collins, a columnist for The New York Times, is know for her witty observations, and this book has no shartage of them. It drags, however, when she moves into historian mode, blandly reciting facts and anecdotes on various historical events. In her defense, however, some of those times were pretty bloody and sad, as when she relates the roles of women in the civil rights movements, and the deaths that occurred during that period.But her book is full of actual women who caused and lived through many of the changes, and the effect it had on them. However. some of these women jump in and out of the narrative, making it hard to keep track of them as individuals. Collins does, however, brings us up to date on many of the women portrayed.Beware, however. The book was written in 2009, so while it includes Hillary Clinton's 2008 run for president, her 2016 run is not ed....more",Notes are private!,0,0,1,"Mar 29, 2017","Apr 09, 2017","Mar 29, 2017",,Hardcover,view (with text),/book/show/6192234-when-everything-changed
323,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dark Matter and the Dinosaurs: The Astounding Interconnectedness of the Universe,"Randall, Lisa",0062328506,9780062328502,0062328506,412        pp,3.67,"3,312","Oct 27, 2015","Oct 18, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,https://tbrstack.blogspot.com/2017/11...https://tbrstack.blogspot.com/2017/11......more,Notes are private!,0,0,1,"Mar 26, 2017","Nov 23, 2017","Mar 26, 2017",,Paperback,view (with text),/book/show/28595004-dark-matter-and-the-dinosaurs
324,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Traditional Irish Fairy Tales,"Stephens, James",0486291669,9780486291666,0486291669,197        pp,3.81,"2,050",1920,"Jun 12, 1996",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Good collections of stories, many of which I had not heard before.",Notes are private!,0,0,1,"Feb 27, 2017","Mar 26, 2017","Feb 27, 2017",,Paperback,view (with text),/book/show/377663.Traditional_Irish_Fairy_Tales
325,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Girl With All the Gifts        (The Girl With All the Gifts, #1)","Carey, M.R.*",0316334758,9780316334754,0316334758,405        pp,3.95,"227,754","Jan 14, 2014","Apr 28, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I picked up this book because I liked the title and the cover. Also, I read the first few lines, and they caught my attention.It turns out this is an I picked up this book because I liked the title and the cover. Also, I read the first few lines, and they caught my attention.It turns out this is an apocalyptic nightmare book (written for teens?) that pits the hungries, people infected with a fungus that takes over their brains, causing them to have a taste for human flesh; the junkers, survivalists who compete with the hungries; and those who are studying the second-generation of hungries.It's not a bad book. It has just five main characters, so it's easy to keep track of who is who. They are pretty much characters without a lot of depth, so their motivations are simple.But the main character -- the second-generation hungry, who knows who she is and is discovering why -- is a finely drawn character with charm and intelligence. She might not have all the gifts, but she is picking them up quickly. It's a nice, easy weekend read....more",Notes are private!,0,0,1,"Feb 24, 2017","Feb 27, 2017","Feb 24, 2017",,Paperback,view (with text),/book/show/22875099-the-girl-with-all-the-gifts
326,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Stolen Child,"Carey, Lisa*",0062492187,9780062492180,0062492187,373        pp,3.59,"1,640","Jan 10, 2017","Jan 12, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A wonderfully written book by one of my favorite authors. I looked forward to this book for months, but ultimately, was disappointed, mostly because iA wonderfully written book by one of my favorite authors. I looked forward to this book for months, but ultimately, was disappointed, mostly because it was so damn despressing/...more",Notes are private!,0,0,1,"Feb 07, 2017","Feb 20, 2017","Feb 07, 2017",,Paperback,view (with text),/book/show/30227217-the-stolen-child
327,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dangerous Laughter,"Millhauser, Steven",0307267563,9780307267566,0307267563,244        pp,3.82,"2,297","Feb 12, 2008","Feb 12, 2008",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A wonderful, inventive collections of short stories by one of the most imaginative writers I have read.",Notes are private!,0,1,1,"Feb 05, 2017","Feb 24, 2017","Feb 05, 2017",,Hardcover,view (with text),/book/show/1540810.Dangerous_Laughter
328,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Ya Gotta Believe!: My Roller-Coaster Life as a Screwball Pitcher and Part-Time father, and My Hope-Filled Fight Against Brain Cancer","McGraw, Tug",0451212584,9780451212580,0451212584,256        pp,3.97,97,Feb 2004,"Feb 10, 2004",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,One of the bad things about reading an autobiography by one of your childhood heroes is finding out what an asshole he was.One of the bad things about reading an autobiography by one of your childhood heroes is finding out what an asshole he was....more,Notes are private!,0,1,1,"Jan 28, 2017",Feb 2017,"Jan 28, 2017",,Hardcover,view (with text),/book/show/1292191.Ya_Gotta_Believe_
329,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dwarves of Death,"Coe, Jonathan*",0141033282,9780141033280,0141033282,214        pp,3.10,"2,210",1990,"Jan 01, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 24, 2017","Jan 28, 2017","Jan 24, 2017",,Paperback,view,/book/show/2441277.The_Dwarves_of_Death
