,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Lindsay's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We the Animals,"Torres, Justin*",0547844190,9780547844190,0547844190,128        pp,3.71,"21,583","Sep 02, 2011","Sep 11, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 19, 2023",,Paperback,view,/book/show/13318653-we-the-animals
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Legitimate Kid: A Memoir,"Rodríguez, Aida",0063241285,9780063241282,0063241285,256        pp,3.71,164,unknown,"Oct 17, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 19, 2023",,Hardcover,view,/book/show/84096644-legitimate-kid
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Alone with You in the Ether,"Blake, Olivie*",1250888182,9781250888181,1250888182,288        pp,3.84,"76,088","Jun 20, 2020","Oct 24, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 04, 2023",,Paperback,view,/book/show/65213706-alone-with-you-in-the-ether
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Monster,"Jackson, Steve*",0806543558,9780806543550,0806543558,576        pp,4.06,"2,716",1998,"Nov 28, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 04, 2023",,Paperback,view,/book/show/123286999-monster
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All the Little Bird-Hearts,"Lloyd-Barlow, Viktoria",1643756613,9781643756615,1643756613,304        pp,3.85,"2,413","Mar 02, 2023","Dec 05, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 04, 2023",,Paperback,view,/book/show/198494039-all-the-little-bird-hearts
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Covenant of Water,"Verghese, Abraham*",0802162177,9780802162175,0802162177,724        pp,4.47,"150,563","May 02, 2023",Jun 2023,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 28, 2023",,Hardcover,view,/book/show/180357146-the-covenant-of-water
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Watch Your Language: Visual and Literary Reflections on a Century of American Poetry,"Hayes, Terrance",0143137735,9780143137733,0143137735,240        pp,4.17,60,unknown,"Jul 18, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 15, 2023",,Paperback,view,/book/show/62366360-watch-your-language
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Survivor’s Guilt        (Erin McCabe Mysteries #2),"Gigl, Robyn*",1496728289,9781496728289,1496728289,352        pp,3.99,757,"Jan 25, 2022","Jan 25, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 14, 2023",,Hardcover,view,/book/show/58598284-survivor-s-guilt
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Medusa,"Burton, Jessie",1639732683,9781639732685,1639732683,208        pp,3.89,"16,462","Oct 28, 2021","Dec 05, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 11, 2023",,Paperback,view,/book/show/75675158-medusa
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Blackouts,"Torres, Justin*",0374293570,9780374293574,0374293570,306        pp,3.81,"5,176","Oct 10, 2023","Oct 10, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 10, 2023",,Hardcover,view,/book/show/65215321-blackouts
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Florida,"Groff, Lauren*",1594634521,9781594634529,1594634521,275        pp,3.77,"31,562","Jun 05, 2018","May 21, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 06, 2023",,Paperback,view,/book/show/44776662-florida
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dirtbag, Massachusetts: A Confessional","Fitzgerald, Isaac",1639731644,9781639731640,1639731644,256        pp,3.59,"6,463","Jul 19, 2022","Nov 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 26, 2023",,Paperback,view,/book/show/62039094-dirtbag-massachusetts
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Signal Fires,"Shapiro, Dani*",0593467965,9780593467961,0593467965,288        pp,3.92,"32,977","Oct 18, 2022","Oct 24, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 23, 2023",,Paperback,view,/book/show/168677951-signal-fires
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wellness,"Hill, Nathan",0593536118,9780593536117,0593536118,607        pp,4.01,"33,149","Sep 26, 2023","Sep 19, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 23, 2023",,Hardcover,view,/book/show/65650229-wellness
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,North Woods,"Mason, Daniel*",0593597036,9780593597033,0593597036,372        pp,4.18,"27,218","Sep 19, 2023","Sep 19, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 23, 2023",,Hardcover,view,/book/show/71872930-north-woods
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Say Babylon,"Sinclair, Safiya",1982132337,9781982132330,1982132337,352        pp,4.48,"9,784","Oct 03, 2023","Oct 03, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 23, 2023",,Hardcover,view,/book/show/62919742-how-to-say-babylon
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Let Us Descend,"Ward, Jesmyn*",198210449X,9781982104498,B0BT642ZDK,320        pp,3.73,"20,574","Oct 24, 2023","Oct 24, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 23, 2023",,Hardcover,view,/book/show/87556695-let-us-descend
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hester,"Albanese, Laurie Lico*",1250825164,9781250825162,1250825164,352        pp,3.97,"35,858","Oct 04, 2022","Oct 03, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 18, 2023",,Paperback,view,/book/show/65214048-hester
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Icepick Surgeon: Murder, Fraud, Sabotage, Piracy, and Other Dastardly Deeds Perpetrated in the Name of Science","Kean, Sam",0316496502,9780316496506,0316496502,368        pp,4.00,"7,463","Jul 13, 2021","Jul 13, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 14, 2023",,Hardcover,view,/book/show/55867888-the-icepick-surgeon
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Vaster Wilds,"Groff, Lauren*",0593418395,9780593418390,0593418395,272        pp,3.79,"24,358","Sep 12, 2023","Sep 12, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 14, 2023",,Hardcover,view,/book/show/62952130-the-vaster-wilds
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,They Called Us Exceptional: And Other Lies That Raised Us,"Gupta, Prachi*",0593442989,9780593442982,,288        pp,4.39,"3,822","Aug 22, 2023","Aug 22, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 05, 2023",,Hardcover,view,/book/show/142601047-they-called-us-exceptional
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Sideways Stories from Wayside School        (Wayside School, #1)","Sachar, Louis*",0747571775,9780747571773,0747571775,144        pp,4.16,"97,476",1978,"Jan 19, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 05, 2023",,Paperback,view,/book/show/15779.Sideways_Stories_from_Wayside_School
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Gift of Failure: How the Best Parents Learn to Let Go So Their Children Can Succeed,"Lahey, Jessica*",0062299239,9780062299239,0062299239,243        pp,4.14,"6,519","Aug 05, 2014","Aug 11, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 02, 2023",,Hardcover,view,/book/show/18813645-the-gift-of-failure
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,No Two Persons,"Bauermeister, Erica*",1250284376,9781250284372,1250284376,314        pp,4.11,"17,653","May 02, 2023","May 02, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 02, 2023",,Hardcover,view,/book/show/60196684-no-two-persons
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Never Enough: When Achievement Culture Becomes Toxic-and What We Can Do About It,"Wallace, Jennifer Breheny",0593191862,9780593191866,0593191862,320        pp,4.22,"3,047","Aug 22, 2023","Aug 22, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 02, 2023",,Hardcover,view,/book/show/63876547-never-enough
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Just Do This One Thing for Me,"Zimmermann, Laura",0593530330,9780593530337,0593530330,320        pp,3.68,405,"Aug 22, 2023","Aug 22, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 02, 2023",,Hardcover,view,/book/show/62649014-just-do-this-one-thing-for-me
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Leftover Woman,"Kwok, Jean*",0063031469,9780063031463,0063031469,288        pp,3.78,"19,084","Oct 10, 2023","Oct 10, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 02, 2023",,Hardcover,view,/book/show/78296909-the-leftover-woman
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,To Infinity and Beyond: A Journey of Cosmic Discovery,"Tyson, Neil deGrasse *",,,,320        pp,4.32,900,"Sep 12, 2023","Sep 12, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 02, 2023",,Kindle Edition,view,/book/show/124934602-to-infinity-and-beyond
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Landlines,Raynor Winn*,0241484561,9780241484562,0241484561,288        pp,4.35,"6,323","Sep 15, 2022","Sep 15, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 02, 2023",,Hardcover,view,/book/show/59831617-landlines
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,One Blood,"Millner, Denene*",1250276195,9781250276193,1250276195,432        pp,4.14,810,"Sep 05, 2023","Sep 05, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 02, 2023",,Hardcover,view,/book/show/65211088-one-blood
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Happiness Falls,"Kim, Angie*",0593448200,9780593448205,0593448200,387        pp,3.76,"47,103","Aug 29, 2023","Aug 29, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 02, 2023",,Hardcover,view,/book/show/75495002-happiness-falls
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Everything/Nothing/Someone,"Carrière, Alice*",1954118295,9781954118294,1954118295,277        pp,4.05,"3,112","Aug 29, 2023","Aug 29, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 02, 2023",,Hardcover,view,/book/show/86512061-everything-nothing-someone
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Congratulations, the Best is Over!","Thomas, R. Eric*",0593496264,9780593496268,0593496264,240        pp,4.10,"5,200","Aug 08, 2023","Aug 08, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 02, 2023",,Hardcover,view,/book/show/71872896-congratulations-the-best-is-over
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Book of Life,"Kingsley, Peter*",199963845X,9781999638450,199963845X,258        pp,3.51,269,unknown,"Sep 01, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 29, 2023",,Paperback,view,/book/show/58310819-a-book-of-life
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Be an Adult in Relationships: The Five Keys to Mindful Loving,"Richo, David",1570628122,9781570628122,1570628122,265        pp,4.16,"5,509","Jun 18, 2002","Jun 18, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 29, 2023",,Paperback,view,/book/show/500901.How_to_Be_an_Adult_in_Relationships
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Kasher in the Rye: The True Tale of a White Boy from Oakland Who Became a Drug Addict, Criminal, Mental Patient, and Then Turned 16","Kasher, Moshe",0446584266,9780446584265,0446584266,303        pp,3.83,"9,291","Jan 01, 2012","Mar 28, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 29, 2023",,Hardcover,view,/book/show/11569862-kasher-in-the-rye
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The English Experience,"Schumacher, Julie",038555012X,9780385550123,038555012X,230        pp,3.92,"1,565","Aug 15, 2023","Aug 15, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 24, 2023",,Hardcover,view,/book/show/63366031-the-english-experience
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Trampoline: An Illustrated Novel,"Gipe, Robert",0821421522,9780821421529,0821421522,336        pp,4.16,599,"Mar 15, 2015","Nov 20, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 22, 2023",,Hardcover,view,/book/show/23604075-trampoline
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Mambo Kings Play Songs of Love,"Hijuelos, Oscar",1538740613,9781538740613,1538740613,448        pp,3.67,"12,377",1989,"Oct 03, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 17, 2023",,Paperback,view,/book/show/103488873-the-mambo-kings-play-songs-of-love
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,An Immense World: How Animal Senses Reveal the Hidden Realms Around Us,"Yong, Ed",0593133250,9780593133255,0593133250,480        pp,4.47,"22,297","Jun 21, 2022","Aug 29, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 17, 2023",,Paperback,view,/book/show/156479403-an-immense-world
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book of Goose,"Li, Yiyun",1250872413,9781250872418,1250872413,368        pp,3.72,"13,590","Sep 20, 2022","Aug 08, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 13, 2023",,Paperback,view,/book/show/63291996-the-book-of-goose
