,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Travis's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
287,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Truants,"Weinberg, Kate*",0525541969,9780525541967,0525541969,352        pp,3.34,"9,997","Aug 08, 2019","Jan 28, 2020",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Characters: shallow and unrealistic. It’s impossible to care about any of them.Pacing: slower than frozen molasses. Dialogue: trite and pretentious.PlCharacters: shallow and unrealistic. It’s impossible to care about any of them.Pacing: slower than frozen molasses. Dialogue: trite and pretentious.Plot: insipid and horribly executed.Ending: laughable and unbelievable. If it were a good novel, one might care about how stupid the ending is, but since it's so bad, one is not remotely surprised that the ending is commensurately awful.Worst of all, this novel is just boring. It’s supposed to be a thriller. It is the exact opposite....more",Notes are private!,0,22,1,not set,"Mar 03, 2020","Mar 02, 2020",,Hardcover,view (with text),/book/show/45553633-the-truants
288,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Confederacy of Dunces: A Novel,"Toole, John Kennedy",0807159603,9780807159606,0807159603,348        pp,3.89,"275,440","May 01, 1980","Aug 11, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"On so many occasions while reading A Confederacy of Dunces, I found myself laughing uproariously at the antics of Ignatius Reilly. This mad farce is wOn so many occasions while reading A Confederacy of Dunces, I found myself laughing uproariously at the antics of Ignatius Reilly. This mad farce is wildly entertaining. It is not a perfect novel, however: the scenes where Ignatius is not present are, by and large, rather hum-drum, with the comedy definitely two or three notches below the level of that when Ignatius is present. But anytime Ignatius is front and center, the novel soars and reels with ridiculous hilarity.One scene that I cannot get out of my mind is Ignatius trying to capture a stray cat and stow it in the bun warmer of his hot dog cart. And there are so many more madcap escapades involving this giant, bloviating, over-educated, pedantic mama's boy. A Confederacy of Dunces is a gem.I was actually quite surprised by how much I enjoyed this novel. I picked up A Confederacy of Dunces a decade or so ago and could not get past the first ten pages. I thought it was ridiculous and insipid. Anytime I read something referencing A Confederacy of Dunces, I would scowl, thinking what a terrible novel it was. Last week, however, a book podcaster claimed A Confederacy of Dunces was a much better comic adventure than Don Quixote, which I immensely enjoyed, so I decided to give A Confederacy of Dunces a second chance, and I am glad that I did. Now, is A Confederacy of Dunces as good as Don Quixote? No, it is not. It isn't even as good as America's greatest comic novels, Huckleberry Finn and Catch-22, but it is still a masterpiece of farce and comedy....more",Notes are private!,0,1,1,not set,"Feb 27, 2020","Feb 27, 2020",,Hardcover,view (with text),/book/show/22351338-a-confederacy-of-dunces
289,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wanderers,"Wendig, Chuck*",0399182101,9780399182105,0399182101,782        pp,3.98,"26,175","Jul 02, 2019","Jul 02, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"If you want to lose yourself for a week or two in an 800-page adventure with sleepwalkers, artificial intelligence, a deadly pandemic, and the end of If you want to lose yourself for a week or two in an 800-page adventure with sleepwalkers, artificial intelligence, a deadly pandemic, and the end of civilization as we know it, then Wanderers fits the bill. I was thoroughly entertained....more",Notes are private!,0,0,1,not set,"Feb 20, 2020","Feb 20, 2020",,Hardcover,view (with text),/book/show/34019083-wanderers
290,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Song of Solomon,"Morrison, Toni",0679445048,9780679445043,0679445048,384        pp,4.14,"112,915","Aug 12, 1977","Nov 14, 1995",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Feb 09, 2020","Feb 09, 2020",,Hardcover,view,/book/show/1148735.Song_of_Solomon
291,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Adventures of Augie March,"Bellow, Saul",0140281606,9780140281606,0140281606,585        pp,3.84,"18,125","Sep 18, 1953",1999,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Saul Bellow definitely has a way with words. He writes bold, bombastic sentences that run away with themselves in long lists and rambling tangents thaSaul Bellow definitely has a way with words. He writes bold, bombastic sentences that run away with themselves in long lists and rambling tangents that sometimes require re-reading a few times to comprehend. That was my favorite part of this novel: savoring some of Bellow's magnificent sentences.This novel is the story of the eponymous Augie March. Augie is a good guy, a likable character, stumbling from one job to another and one woman to another, trying to make his way in the world. Throughout the novel, he ruminates on life and existence and fears he isn't living up to his potential, but he presses on, trying to find his dream and live it.The writing and the characterization here are brilliant, but there is not really much plot--just pericopes from Augie's life. While I appreciate Bellow's talent, this novel did not move me at all. And while Augie is a well drawn, fully realized character, he is not a character that I came to care all that much about. There aren't any broad themes in this novel that I found compelling. There is nothing really to sink your teeth into in this novel: it's just a novel about a guy's life. It is certainly well written, and the guy is an interesting guy in many ways, but the story of Augie March, at least for me, is not all that memorable....more",Notes are private!,0,0,2,not setnot set,"Feb 04, 2020not set","Feb 04, 2020",,Paperback,view (with text),/book/show/1079398.The_Adventures_of_Augie_March
292,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All Things Cease to Appear,"Brundage, Elizabeth*",1101875593,9781101875599,1101875593,400        pp,3.69,"12,286","Mar 08, 2016","Mar 08, 2016",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is an exceptionally well written crime novel with nearly perfectly drawn characters. It should have been a 4- or 5-star rating for me, but there This is an exceptionally well written crime novel with nearly perfectly drawn characters. It should have been a 4- or 5-star rating for me, but there is a gaping plot hole that left me flummoxed as to how the author or her editor(s) did not catch it. This plot hole ruined the novel for me.************SPOILER ALERT************************SPOILER ALERT************************SPOILER ALERT************************SPOILER ALERT************************SPOILER ALERT************************SPOILER ALERT************************SPOILER ALERT************************SPOILER ALERT************************SPOILER ALERT************************SPOILER ALERT************************SPOILER ALERT************************SPOILER ALERT************************SPOILER ALERT************************SPOILER ALERT************************SPOILER ALERT************************SPOILER ALERT************************SPOILER ALERT************************SPOILER ALERT************************SPOILER ALERT************************SPOILER ALERT************************SPOILER ALERT************************SPOILER ALERT************************SPOILER ALERT************************SPOILER ALERT************************SPOILER ALERT************************SPOILER ALERT************************SPOILER ALERT************************SPOILER ALERT************************SPOILER ALERT************************SPOILER ALERT************************SPOILER ALERT************************SPOILER ALERT************************SPOILER ALERT************************SPOILER ALERT************************SPOILER ALERT************************SPOILER ALERT************************SPOILER ALERT************************SPOILER ALERT************************SPOILER ALERT************************SPOILER ALERT************************SPOILER ALERT************************SPOILER ALERT************************SPOILER ALERT************************SPOILER ALERT************************SPOILER ALERT************************SPOILER ALERT************************SPOILER ALERT************************SPOILER ALERT************************SPOILER ALERT************************SPOILER ALERT************************SPOILER ALERT************************SPOILER ALERT************************SPOILER ALERT************************SPOILER ALERT************************SPOILER ALERT************************SPOILER ALERT************************SPOILER ALERT************************SPOILER ALERT************************SPOILER ALERT************************SPOILER ALERT************************SPOILER ALERT************************SPOILER ALERT************************SPOILER ALERT************************SPOILER ALERT************So, here's the plot hole: in 1979, Catherine Clare is bludgeoned to death with an ax while her toddler daughter, Franny, sleeps in the next room. The primary suspect is her husband, George, and everything in the novel points to George being the murderer. The police can never locate any solid evidence, so George is never charged. Near the end, the novel skips ahead 25 years to 2004. The house where the murder took place could not be sold for this quarter of a century, but it finally does sell to some buyers unaware of its bloody history. The real estate agent who sells the murder house tracks down Franny, who is now in medical school, and she asks Franny if she wants to come clean out the house before the new owners move in, and Franny does.As Franny is exploring the house, she finds a heart-shaped Valentine's chocolate box sitting on a book shelf in plain sight. Curious, she opens the box. It is filled with letters that Catherine had written but never sent--mainly to Catherine's own mother but also to her sister and even to God. In these never sent letters, Catherine writes that her husband is ""psychotic"" and her ""adversary,"" that she plans to leave her husband, and in a letter dated the very day before the murder, that if anything should ever happen to her, "". . . don't assume it was an accident.""Why the police never found this box is never explained. It seems incredible that the police would not have done a thorough search of the house and found these letters. When I got to this part of the novel, I kept thinking that there must be a catch or something that I was missing. Because the novel is also a bit of a ghost story, I thought that maybe, somehow, Catherine's ghost had kept the letters hidden for all these years and only brought them out of some mystical ghost world and back to the material world when Franny arrived. However, the novel does not even imply that this is the case, and Catherine hates George, so it makes no sense that her ghost would have kept the letters hidden from the police.I simply cannot understand how this plot hole made its way into this book because the author is, otherwise, extremely talented, but the ending betrays the rest of the story....more",Notes are private!,0,10,1,not set,"Jan 28, 2020","Jan 28, 2020",,Hardcover,view (with text),/book/show/25731953-all-things-cease-to-appear
293,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Such a Fun Age,"Reid, Kiley",,,,310        pp,3.79,"521,143","Dec 31, 2019","Dec 31, 2019",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The characters are superficial and undeveloped, and most of them are not likable. Even the protagonist, who is not unlikable, is still not someone thaThe characters are superficial and undeveloped, and most of them are not likable. Even the protagonist, who is not unlikable, is still not someone that the novel makes us really care about.There is a toddler character who is constantly saying things that we are supposed to find cute and adorable but that, instead, sound ridiculous and false. For example, at one point, the child says to her mother with no prompting and for no apparent reason, ""Bees don't like when you do gymnastics on they's [sic} heads"" (page 217). This line as well as much of the dialogue throughout sounds forced and synthetic. The characters in this novel do not talk and rarely even act like real people. This novel is full of stereotyped characters talking in stereotyped fashion; it lacks genuineness.The main plot point, though, is intriguing, so this novel isn't all bad. It's a debut effort, and the author shows some talent with plotting (although, even here, the plot takes too long to develop), so there is a possibility that after a bit more time to mature as a writer, this author could produce something of much better quality....more",Notes are private!,0,1,1,not set,"Jan 21, 2020","Jan 21, 2020",,Hardcover,view (with text),/book/show/43923951-such-a-fun-age
294,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Darkness at Noon,"Koestler, Arthur",1416540261,9781416540267,1416540261,273        pp,4.11,"30,628",1940,"Oct 17, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This short novel thoroughly and with great insight examines the psychology of communistic fascism during the 1930s, particularly that of the Soviet UnThis short novel thoroughly and with great insight examines the psychology of communistic fascism during the 1930s, particularly that of the Soviet Union under Stalin--though neither Stalin nor the USSR is explicitly mentioned. Koestler knows his subject well and writes with precision and deep understanding....more",Notes are private!,0,0,1,not set,"Jan 16, 2020","Jan 16, 2020",,Paperback,view (with text),/book/show/30673.Darkness_at_Noon
295,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Poisonwood Bible,"Kingsolver, Barbara",0060786507,9780060786502,0060786507,546        pp,4.10,"743,705","Sep 24, 1998","May 31, 2005",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A character study of the four Price sisters and, to a lesser degree, of their mother and, to a still lesser degree, of their father and, to a commensuA character study of the four Price sisters and, to a lesser degree, of their mother and, to a still lesser degree, of their father and, to a commensurate degree, of the Congo (Zaire), this novel tells the story of colonialism and its attendant evils, particularly that of Christian proselytization and American imperialistic capitalism, through the lives of the Price family. It shines a needed spotlight on America’s role in waging war against democracy and propping up brutal dictatorships in Africa. This novel tells the truth of history through the fictional lives of these sisters. Rarely does one find characters so vividly drawn and fully realized. These sisters leap off the page and into reality, Athenas from the brow of Zeus. The descriptive power of Kingsolver is astonishing. All this is in service of revealing the bitter truth, the poisonwood Bible, of colonialism....more",Notes are private!,0,0,1,not set,"Jan 12, 2020","Jan 12, 2020",,Hardcover,view (with text),/book/show/7244.The_Poisonwood_Bible
296,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Tiger's Wife,"Obreht, Téa*",0385343833,9780385343831,0385343833,338        pp,3.42,"99,562","Mar 08, 2011","Mar 08, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jan 05, 2020","Jan 05, 2020",,Hardcover,view,/book/show/8366402-the-tiger-s-wife
297,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Ungrateful Refugee,"Nayeri, Dina*",1948226421,9781948226424,1948226421,368        pp,4.05,"4,643","Sep 19, 2019","Sep 03, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Everyone needs to read this book. For so many of us, refugees conjure faceless masses huddled in tent cities and filthy camps. In an age of growing naEveryone needs to read this book. For so many of us, refugees conjure faceless masses huddled in tent cities and filthy camps. In an age of growing nativism, we must acknowledge that every refugee is a person. When we hear their stories, we give faces to those faceless masses. We come to see that refugees deserve the same chance at life as anyone else, and if they want to take that chance in Europe or the US or Canada, we in the West should welcome them.That is why this book is important. It gives us the stories of refugees. It forces us to confront our privilege and ask why refugees do not deserve the same opportunities that we have. Refugees do not owe us their gratitude; they do not owe us anything; however, if we in the West want to live up to the standards of morality set by our greatest philosophers and religious and ethical teachers, then we must embrace refugees and welcome them in their flight from persecution, torture, poverty, suffering, and death....more",Notes are private!,0,0,1,not set,"Dec 28, 2019","Dec 28, 2019",,Hardcover,view (with text),/book/show/43835469-the-ungrateful-refugee
298,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Silent Patient,"Michaelides, Alex*",1250301696,9781250301697,1250301696,336        pp,4.18,"2,166,754",2018,"Feb 05, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Much of the talk about this book is concerned with a major twist at the end. Perhaps most readers won't see this twist coming from a mile away, but moMuch of the talk about this book is concerned with a major twist at the end. Perhaps most readers won't see this twist coming from a mile away, but most will probably see it coming from a half mile away. It's still a pretty good twist, but it isn't terribly well disguised.Overall, this was just another in a long line of good but ultimately forgettable thrillers. It was a fun, entertaining read, but there isn't really much here to sink your teeth into....more",Notes are private!,0,1,1,not set,"Dec 22, 2019","Dec 22, 2019",,Hardcover,view (with text),/book/show/40097951-the-silent-patient
299,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Changeling,"LaValle, Victor",0812995945,9780812995947,0812995945,431        pp,3.79,"23,349","Jun 13, 2017","Jun 13, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The first half of this book, which focuses mainly on Apollo Kagwa and his life, is a great family drama. I was completely caught up in and loved the sThe first half of this book, which focuses mainly on Apollo Kagwa and his life, is a great family drama. I was completely caught up in and loved the story of Apollo, of his parents, of his childhood, of his career, of his courtship of and marriage to Emma, and of his life as a father to baby Brian.When the changeling aspect of the story comes into play in the second half, however, the story loses its grounding and veers into the nearly ridiculous, even granting the allowances we make for fiction. I was still interested and wanted to see how the story would end, but I was very disappointed with how the seriousness and weight of the drama was shunted aside in the latter half. Seeing how well written the first half of the book was, I have no doubt that Victor LaValle, who is certainly a talented author, could have still told the changeling story in a fashion more tonally consistent with the first half. But, then again, who am I to question an artist's choice? All I can say is that I think this book had the potential to be great, but, in the end, it was just average....more",Notes are private!,0,1,1,not set,"Dec 18, 2019","Dec 18, 2019",,Hardcover,view (with text),/book/show/31147267-the-changeling
300,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Need,"Phillips, Helen*",1982113162,9781982113162,1982113162,272        pp,3.16,"15,184","Jul 09, 2019","Jul 09, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I loved everything about this book--the plot, the characters, the writing, the tension--except the ending. It's not that it was a bad ending or a poorI loved everything about this book--the plot, the characters, the writing, the tension--except the ending. It's not that it was a bad ending or a poorly executed ending; rather, (view spoiler)[there really isn't any resolution at all. At the end of the book, we are, to a large extent, left hanging: we are provided no ultimate explanation for the why's and how's of the story, which isn't that big of an issue for me, nor is there any revelation--and this is the problem for me--of how Molly and Moll will work out their predicament. Now, I suppose one could argue that the epilogue does seem to indicate that Moll has taken the children and Molly is no longer going to be in the picture, but this is just an interpretation of the epilogue. The epilogue is not explicit and gives no final answers. In the end, we don't know what arrangement, if any, has been made between Moll and Molly for going forward. (hide spoiler)]...more",Notes are private!,0,0,1,not set,"Dec 11, 2019","Dec 11, 2019",,Hardcover,view (with text),/book/show/42201850-the-need
301,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Ninth House        (Alex Stern, #1)","Bardugo, Leigh*",1250313074,9781250313072,1250313074,461        pp,4.03,"305,569","Oct 08, 2019","Oct 08, 2019",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I made it through 90 pages, but with the plot barely even established at this point and continuing to move molasses-drippingly slowly and with charactI made it through 90 pages, but with the plot barely even established at this point and continuing to move molasses-drippingly slowly and with characters that I just don't care about, I'm moving on to something else. In the past, I might have pushed through and finished this book, but there are too many great books out there for me to waste time reading books that I just don't like, and I don't like this one....more",Notes are private!,0,2,0,not set,not set,"Dec 09, 2019",,Hardcover,view (with text),/book/show/43263680-ninth-house
302,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,An Anonymous Girl,"Hendricks, Greer*",1250133734,9781250133731,1250133734,375        pp,3.80,"164,519","Jan 08, 2019","Jan 08, 2019",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Do you want to read a novel about New York City elites and their extravagant lifestyles? A novel about beautiful people and their beautiful people proDo you want to read a novel about New York City elites and their extravagant lifestyles? A novel about beautiful people and their beautiful people problems? Are you curious about all of the wonderful clothes and cars and wines and other luxuries that the wealthy enjoy? Well, then, my friend, this novel is tailor-made for you. Unless you also like a realistic plot and characters who resemble actual human beings in your stories--in which case, maybe give this a pass. I'm sorry. That's probably harsh. We all have our own individual taste. Some people might love this novel for very good reasons. It was not, however, my cup of tea.Several of my friends on Goodreads have given rave s to this novel, so I was hopeful that it would be great. Alas, it was not. I started to put it down at page 50, but my friends’ positive comments inspired me keep going. But by page 135, I couldn’t take it anymore. This novel is so utterly vapid that I wanted to stab myself in the eyes so that I would not have to read any more of its horrid prose or endure any more of its awful, amateurish storytelling.I’ll give a couple of examples, among far too many in only the first third of this novel, of why I so very much disliked An Anonymous Girl--at least those first 135 pages of it. Would it have gotten better had I finished it? Possibly, but I doubt it.At one point in this inane novel, Dr. Shields, ostensibly a highly educated and extremely intelligent university professor and mental health counselor, draws the following conclusion from a highly unethical experiment that she is running:“It is clear that not all men are susceptible to the attention of a beautiful young woman.”She had to run an experiment--one that runs afoul of the most fundamental principles of her field--to learn that not all men can be seduced by beautiful young women. An academic and a mental health professional had not already learned this not only from her studies and work but just from general life experience? Really? Are you kidding me? Another distasteful element in An Anonymous Girl is how it continually references all of the amenities that the rich enjoy in life. The authors revel in giving us details about the extravagant lifestyle of Dr. Shields, who seems able to afford a life of luxury that is not commensurate with her position as a college professor and mental health counselor. Consider the following:“An intimate location, the townhouse we once shared, is selected to eliminate outside distractions, such as an overbearing waiter or a boisterous party of six at the next table. The menu was carefully curated: a bottle of Dom Perignon, the same vintage served at our engagement party; Melpeques oysters; a rack of lamb; creamed spinach; oven-roasted baby potatoes with rosemary. For dessert, a variation of Thomas’s preferred sweet: chocolate torte.Traditionally, the torte is purchased at a patisserie on West Tenth Street. For tonight‘s meal, however, the ingredients have been procured from two separate gourmet markets.”If you’ve ever eaten a chocolate torte or just looked at a recipe, you know that you don’t have to go to two separate gourmet stores to get the ingredients. You can easily find all of the ingredients at any grocery store. If you were a snooty rich person, maybe you would buy them at a gourmet store, but you would certainly not need to go to two different gourmet stores. This type of stupid pandering to our idea of what life for the rich is like is nauseating—though it would be less so if such and similar passages were not found on almost every other page.I could go on with this  or with this book, but there are so many things in life that would be more enjoyable than continuing to read this drivel or to discuss it—like clipping my toenails or mopping my kitchen floor...more",Notes are private!,0,1,0,not set,not set,"Dec 09, 2019",,Hardcover,view (with text),/book/show/39863515-an-anonymous-girl
303,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wave,"Deraniyagala, Sonali",0307962695,9780307962690,0307962695,232        pp,3.78,"20,811",2013,2013,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Dec 07, 2019","Dec 07, 2019",,Hardcover,view,/book/show/15797917-wave
304,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In the Dream House,"Machado, Carmen Maria*",1644450038,9781644450031,1644450038,251        pp,4.43,"124,489","Nov 05, 2019","Nov 05, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is the best memoir I've read since Tara Westover's Educated. I found myself utterly surprised to be so engaged by this memoir about a toxic, abusThis is the best memoir I've read since Tara Westover's Educated. I found myself utterly surprised to be so engaged by this memoir about a toxic, abusive relationship. Why do I find this personal story so fascinating? Am I titillated by the horrifying details of the psychological and emotional abuse? Am I just curious about something so alien (a toxic relationship) to me? Am I baffled that such an intelligent, educated, strong woman could be the subject of such abuse and how she could put up with it for so long? I can't say for sure. I can say that I am repulsed and saddened by what Carmen Maria Machado endured at the hands of her abusive partner. No one should be treated as she was, yet the terrible truth is that far too many people are.In the Dream House reads like a thriller, like a game of cat-and-mouse, and we are definitely on the side of the mouse here. It's a compelling, informative, and thought-provoking dive into how abusive relationships play out. It is often emotionally overwhelming, moving me to tears on several occasions. While In the Dream House makes me grieve for everyone suffering in abusive relationships, it also makes me so very grateful that I have a healthy, loving relationship....more",Notes are private!,0,0,1,not set,"Dec 05, 2019","Dec 05, 2019",,Hardcover,view (with text),/book/show/43317482-in-the-dream-house
305,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Paper Girls, Volume 6","Vaughan, Brian K.*",1534313249,9781534313248,1534313249,144        pp,4.20,"13,302","Sep 25, 2019","Oct 01, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Dec 04, 2019","Dec 04, 2019",,Paperback,view,/book/show/44426058-paper-girls-volume-6
306,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Recursion,"Crouch, Blake*",1524759783,9781524759780,1524759783,326        pp,4.16,"234,566","Jun 11, 2019","Jun 11, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Recursion takes the time travel novel to new territory as Blake Crouch devises a time travel method that, to my knowledge, has never before been broacRecursion takes the time travel novel to new territory as Blake Crouch devises a time travel method that, to my knowledge, has never before been broached. Crouch's approach to time travel is innovative, ingenious, and--unlike many other time travel novels--rigorously logical such that it is not subject to the Grandfather Paradox and similar time travel problems. Now, this is not to say that the time travel envisioned in Recursion seems likely to be feasible; it doesn't, but this is a work of fiction, so I'm not going to worry about how feasible this time travel mechanism is.Recursion, though, is not perfect: the first quarter is a bit slow, and the resolution is too easy and isn't fully consistent with the science of the time travel in this novel. Perhaps I should say not that the ending is not consistent with the science of the rest of the novel but that the ending is more of a deus ex machina that fails to fully account for why it works. Nevertheless, overall, I found this novel very well crafted and loved the ideas that it plays with....more",Notes are private!,0,0,1,not set,"Dec 03, 2019","Dec 03, 2019",,Hardcover,view (with text),/book/show/42046112-recursion
307,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Grammarians,"Schine, Cathleen*",0374280118,9780374280116,0374280118,272        pp,3.58,"8,443","Sep 03, 2019","Sep 03, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a beautiful story about sisterhood, friendship, grammar, life, and death. I love the co-protagonsit twins, Laurel and Daphne, but find myself This is a beautiful story about sisterhood, friendship, grammar, life, and death. I love the co-protagonsit twins, Laurel and Daphne, but find myself decidedly on Team Laurel.Cathleen Schine's prose is pristine and precise. Her characters spring perfectly to life from the pages. Full of wit and humor and melancholy, The Grammarians is a nearly flawless novella....more",Notes are private!,0,0,1,not set,"Nov 26, 2019","Nov 26, 2019",,Hardcover,view (with text),/book/show/43565380-the-grammarians
308,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Will My Cat Eat My Eyeballs? Big Questions from Tiny Mortals About Death,"Doughty, Caitlin",039365270X,9780393652703,039365270X,200        pp,4.13,"40,999","Sep 10, 2019","Sep 10, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a fascinating, informative look at death, dead bodies, and the rituals of death. The author approaches these topics with a light yet still resThis is a fascinating, informative look at death, dead bodies, and the rituals of death. The author approaches these topics with a light yet still respectful tone and with a great, though slightly macabre, sense of humor. ...more",Notes are private!,0,0,1,not set,"Nov 24, 2019","Nov 24, 2019",,Hardcover,view (with text),/book/show/43785830-will-my-cat-eat-my-eyeballs-big-questions-from-tiny-mortals-about-death
309,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Starless Sea,"Morgenstern, Erin*",038554121X,9780385541213,038554121X,498        pp,3.86,"203,419","Nov 05, 2019","Nov 05, 2019",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"If I could send a message into the past to myself last week when I started this novel, it would be: ""Don't waste your time on The Starless Sea.""The StIf I could send a message into the past to myself last week when I started this novel, it would be: ""Don't waste your time on The Starless Sea.""The Starless Sea begins with great promise and then utterly fails to live up to that promise. Beyond the first third of this novel, reading it became a chore. I had to force myself to traipse through the latter two thirds. It was not remotely enjoyable. I adored Erin Morgenstern's first novel, The Night Circus, so I know that she is a talented writer who can spin a good yarn. The Starless Sea, however, is not good; it is an excruciatingly disappointing follow up to The Night Circus.The character development in The Starless Sea is minimal to non-existent. Despite being almost 500 pages, the novel fails to give much personality to its protagonist, Zachary, and even less to the supporting cast. We know that Zachary is a somewhat reserved, bookish video game fanatic, but not much beyond that; the novel simply does not take the time to flesh out his character. Because the characters are so flat, I didn't care about any of them. I was not invested in their stories or their fate, both of which, stories and fate, are major themes in the novel.And the love story between Zachary and Dorian did not work at all because we know almost nothing about them and can see no reason for them to fall in love. They basically fall in love at first sight with the novel never showing us why, beyond a physical attraction, they are so strongly attracted to each other. The love story lacks credibility. Again, I found myself not caring at all about this romance between our protagonist and his love interest.As poor as the character development is, the plot is even worse. This novel aspires to metafiction, to being a story about stories. It spins out multiple stories within the larger frame story that all relate back to each other and to the metanarrative, but it is all very convoluted--and not in a good way. Being convoluted is not necessarily a bad thing: some novels intricately weave and entwine multiple stories that inter-connect and loop back together such that we can appreciate the bigger picture because of the fine detail work. With The Starless Sea, though, the multiple storylines create more of a Pollack-like chaos than anything remotely beautiful.This novel is a mess. It is very beautifully written and has a wealth of great ideas, but the execution fails to due justice to the prose. Were it not for the quality of Morgenstern's writing, I would have rated this novel as one star. I was so relieved to finish this novel and be able to move on to something that will, I hope, be good....more",Notes are private!,0,3,1,not set,"Nov 21, 2019","Nov 21, 2019",,Hardcover,view (with text),/book/show/43575115-the-starless-sea
