,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Lee's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
665,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Deadly Shade of Gold        (Travis McGee, #5)","MacDonald, John D.",0449133133,9780449133132,0449133133,288        pp,4.10,"6,647","Jan 01, 1965","Aug 12, 1987",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 25, 2014",Jul 2014,"Jun 19, 2014",,Mass Market Paperback,view,/book/show/6368887-a-deadly-shade-of-gold
666,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Purple Place for Dying        (Travis McGee #3),"MacDonald, John D.",0449224384,9780449224380,0449224384,285        pp,4.06,"7,431","Jan 01, 1964","May 27, 1995",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 19, 2014",,Paperback,view,/book/show/571397.A_Purple_Place_for_Dying
667,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pale Gray for Guilt,"MacDonald, John D.",0449133311,9780449133316,0449133311,224        pp,4.17,"5,277",1968,"May 12, 1987",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 16, 2014","Aug 21, 2014","Jun 19, 2014",,Mass Market Paperback,view,/book/show/6241385-pale-gray-for-guilt
668,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Frankenstein,"Shelley, Mary",0141439475,9780141439471,0141439475,273        pp,3.87,"1,597,671",1818,2003,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jun 19, 2014","Jul 17, 2014","Jun 19, 2014",,Paperback,view,/book/show/18490.Frankenstein
669,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Zero Fade,"Terry, Chris L.*",0988480433,9780988480438,0988480433,294        pp,4.04,174,"Sep 10, 2013","Sep 10, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 19, 2014",,Paperback,view,/book/show/17258888-zero-fade
670,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Troop,"Cutter, Nick*",1476717710,9781476717715,1476717710,407        pp,3.85,"83,319","Feb 25, 2014","Feb 25, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 14, 2015",not set,"Jun 19, 2014",,Hardcover,view,/book/show/17571466-the-troop
671,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Taipei,"Lin, Tao*",0307950174,9780307950178,0307950174,248        pp,3.33,"7,446","Jun 04, 2013","Jun 04, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 19, 2014",,Paperback,view,/book/show/16041828-taipei
672,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Mammoth Books presents Messing With Your Head: Five Stories by Joel Lane, Kirstyn McDermott, Steve Rasnic Tem, Mark Valentine, Brian Hodge","Hodge, Brian*",,,B008O58FBO,61        pp,4.50,4,"Jul 26, 2012","Jul 26, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 19, 2014",,Kindle Edition,view,/book/show/21187040-mammoth-books-presents-messing-with-your-head
673,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Little Things,"Little, John R.*",,,B005CM1PJ6,292        pp,4.38,24,Aug 2010,"Jul 13, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 19, 2014",,Kindle Edition,view,/book/show/20443146-little-things
674,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Again, Dangerous Visions","Ellison, Harlan",0385079532,9780385079532,B0006C0GBA,830        pp,4.16,"4,162",1972,1972,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 19, 2014",,Hardcover,view,/book/show/600350.Again_Dangerous_Visions
675,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dawn        (Xenogenesis, #1)","Butler, Octavia E.",0446603775,9780446603775,0446603775,248        pp,4.15,"51,517",May 1987,Apr 1997,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 19, 2014",,Paperback,view,/book/show/60929.Dawn
676,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Journey to the End of the Night,"Céline, Louis-Ferdinand",0811216543,9780811216548,0811216543,453        pp,4.19,"42,092",1932,"May 17, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 19, 2014",,Paperback,view,/book/show/12395.Journey_to_the_End_of_the_Night
677,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Love Is a Dog from Hell,"Bukowski, Charles",0876853629,9780876853627,0876853629,312        pp,3.99,"35,154",1977,2003,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 18, 2014",,Paperback,view,/book/show/23534.Love_Is_a_Dog_from_Hell
678,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Anatomy of Story: 22 Steps to Becoming a Master Storyteller,"Truby, John",0865479518,9780865479517,0865479518,445        pp,4.27,"6,407",2007,"Oct 30, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jun 17, 2014","Feb 27, 2015","Jun 17, 2014",,Hardcover,view,/book/show/1383168.The_Anatomy_of_Story
679,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pastoralia,"Saunders, George",0747553866,9780747553861,0747553866,188        pp,4.09,"22,545",May 2000,"Sep 08, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jun 17, 2014",,Paperback,view,/book/show/14295.Pastoralia
680,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tenth of December,"Saunders, George",0812993802,9780812993806,0812993802,251        pp,3.98,"74,493","Jan 03, 2013","Jan 08, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jun 17, 2014",,Hardcover,view,/book/show/13641208-tenth-of-december
681,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,White Time,"Lanagan, Margo*",006074393X,9780060743932,006074393X,216        pp,3.74,223,"Jan 01, 1999","Aug 01, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jun 17, 2014",,Hardcover,view,/book/show/969427.White_Time
682,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Skin Game        (The Dresden Files, #15)","Butcher, Jim*",0451464397,9780451464392,0451464397,464        pp,4.56,"85,675","May 27, 2014","May 27, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 17, 2014",,Hardcover,view,/book/show/19486421-skin-game
683,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Very Hungry Caterpillar,"Carle, Eric",0241003008,9780241003008,B01BITQJP6,26        pp,4.33,"510,290","Jun 03, 1969",1994,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 17, 2014",,Board book,view,/book/show/4948.The_Very_Hungry_Caterpillar
684,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Age of Innocence,"Wharton, Edith",0140622055,9780140622058,0140622055,365        pp,3.97,"174,493",Oct 1920,"Jan 01, 1996",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 15, 2014",,Paperback,view,/book/show/839995.The_Age_of_Innocence
685,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Banquet for the Damned,"Nevill, Adam*",0753513587,9780753513583,0753513587,410        pp,3.62,"1,428",2004,"Sep 01, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 14, 2014",,Paperback,view,/book/show/3587238-banquet-for-the-damned
686,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,L.A. Times,"Woods, Stuart",0061091561,9780061091568,B0072B3RCI,376        pp,3.88,"2,821","Apr 01, 1993","Jan 01, 1993",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 14, 2014",,Paperback,view,/book/show/1426557.L_A_Times
687,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wired for Story: The Writer's Guide to Using Brain Science to Hook Readers from the Very First Sentence,"Cron, Lisa*",,,B005X0JTGI,274        pp,4.21,"4,985","Jul 10, 2012","Jul 10, 2012",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 14, 2014","Jun 19, 2014","Jun 14, 2014",,Kindle Edition,view,/book/show/15747464-wired-for-story
688,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Crime Beat: A Decade of Covering Cops and Killers,"Connelly, Michael*",031615377X,9780316153775,031615377X,375        pp,3.40,"5,584","Dec 01, 2004",May 2006,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 14, 2014",,Hardcover,view,/book/show/84778.Crime_Beat
689,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Chronicles of Narnia        (The Chronicles of Narnia, #1-7)","Lewis, C.S.",0066238501,9780066238500,0066238501,767        pp,4.27,"650,850",1956,2014,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 14, 2014",,Paperback,view,/book/show/11127.The_Chronicles_of_Narnia
690,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Irregular Verbs and Other Stories,"Johnson, Matthew*",1771481773,9781771481779,1771481773,340        pp,3.76,67,"May 15, 2014","Jun 18, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 14, 2014",,Paperback,view,/book/show/20300230-irregular-verbs-and-other-stories
691,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Good Boy: A Novel,"Schwegel, Theresa*",125000179X,9781250001795,125000179X,368        pp,3.22,370,"Jan 01, 2013","Nov 05, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 13, 2014",,Hardcover,view,/book/show/17286712-the-good-boy
692,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Revelations,"Winter, Douglas E.",0060937734,9780060937737,0060937734,656        pp,3.75,157,1997,"Oct 02, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 13, 2014",,Paperback,view,/book/show/503158.Revelations
693,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stephen King: The Art of Darkness,"Winter, Douglas E.",0451146123,9780451146120,0451146123,327        pp,4.16,"2,235",1982,"Dec 02, 1986",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 13, 2014",,Mass Market Paperback,view,/book/show/32713.Stephen_King
694,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What Hides Within,"Parent, Jason*",,,B008OZ3X5C,347        pp,4.01,287,"Jul 25, 2012","Jul 25, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 13, 2014",,Kindle Edition,view,/book/show/15828545-what-hides-within
695,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Revenant of Rebecca Pascal,"Barker, David*",,,,130        pp,4.19,21,"Jun 01, 2014",Jun 2014,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jun 13, 2014",,Hardcover,view,/book/show/22231916-the-revenant-of-rebecca-pascal
696,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Children of the Corn,"King, Stephen*",,,,50        pp,3.91,"10,730",Mar 1977,unknown,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 13, 2014",,ebook,view,/book/show/17826887-children-of-the-corn
697,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,One Flew Over the Cuckoo’s Nest,"Kesey, Ken",,,,325        pp,4.20,"732,420",1962,"Feb 01, 1963",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jun 13, 2014",,Mass Market Paperback,view,/book/show/332613.One_Flew_Over_the_Cuckoo_s_Nest
698,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Hillary: Tail of the Dog        (Hillary, #1)","Gelique, Angel*",,,,243        pp,3.75,403,"Dec 31, 2012","Dec 31, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 13, 2014",,Paperback,view,/book/show/17253860-hillary
699,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Song of Kali,"Simmons, Dan",0575076593,9780575076594,0575076593,311        pp,3.61,"13,995",1985,"Jan 01, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 13, 2014",,Paperback,view,/book/show/3979.Song_of_Kali
700,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Girl With All the Gifts,"Carey, M.R.*",0316278157,9780316278157,0316278157,407        pp,3.95,"227,753","Jan 14, 2014","Jun 10, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 12, 2014",,Hardcover,view,/book/show/18656044-the-girl-with-all-the-gifts
701,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Girl with All the Gifts        (The Girl With All the Gifts, #1)","Carey, M.R.*",0356500152,9780356500157,0356500152,461        pp,3.95,"227,753","Jan 14, 2014","Jun 19, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 12, 2014",,Paperback,view,/book/show/17235026-the-girl-with-all-the-gifts
702,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Half a King        (Shattered Sea, #1)","Abercrombie, Joe",0804178321,9780804178327,0804178321,336        pp,3.97,"65,373","Jul 03, 2014","Jul 15, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jun 12, 2014",,Hardcover,view,/book/show/18666047-half-a-king
703,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Blackout,"Curran, Tim",,9781940544465,,95        pp,3.67,651,"Aug 19, 2014","Aug 19, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jun 12, 2014",,ebook,view,/book/show/22431309-blackout
704,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Persuader        (Jack Reacher, #7)","Child, Lee*",0385336667,9780385336666,B007H8WJKM,352        pp,4.13,"89,677","Apr 01, 2003","Jan 01, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 11, 2016",not set,"Jun 12, 2014",,Hardcover,view,/book/show/1446291.Persuader
705,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Queenpin,"Abbott, Megan*",1416534288,9781416534280,B003NHR9XI,180        pp,3.75,"4,788","Jan 01, 2007","Jun 05, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Feb 20, 2015","Feb 22, 2015","Jun 11, 2014",,Paperback,view,/book/show/52408.Queenpin
706,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,500 Ways to Tell a Better Story,"Wendig, Chuck*",,,B008E71JC4,177        pp,4.20,297,"Jun 25, 2012","Jun 25, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Solid advice with a lot of repeated information.,Notes are private!,0,1,1,"Jun 11, 2014","Jun 14, 2014","Jun 11, 2014",,Kindle Edition,view (with text),/book/show/15722308-500-ways-to-tell-a-better-story
707,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Blue Ice,"Dice, Brian*",161434728X,9781614347286,161434728X,142        pp,3.91,22,"Oct 31, 2011","Nov 01, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 09, 2014",,Hardcover,view,/book/show/12960389-blue-ice
708,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The River of Souls        (Matthew Corbett, #5)","McCammon, Robert",159606630X,9781596066304,159606630X,257        pp,4.13,"2,563","May 30, 2014","May 31, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 09, 2014",,Hardcover,view,/book/show/20312149-the-river-of-souls
709,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Secrets / Outcast        (JournalStone's DoubleDown, #5)","Little, John R.*",1940161606,9781940161600,1940161606,260        pp,3.71,34,"Aug 21, 2014","Aug 22, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 09, 2014",,Paperback,view,/book/show/22295007-secrets-outcast
710,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Tent,"Burke, Kealan Patrick",,,B00CGDYR9Y,134        pp,3.79,"1,097","Apr 01, 2013",Apr 2013,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 08, 2014",,Kindle Edition,view,/book/show/17839402-the-tent
711,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"West of Western        (Chicago Stories, #1)","Hamer, Eileen Robertson*",,,B006X0S8IW,252        pp,4.06,90,"Jan 11, 2012","Jan 11, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 08, 2014",,Kindle Edition,view,/book/show/13496005-west-of-western
712,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Off Season        (Dead River, #1)","Ketchum, Jack",0843956968,9780843956962,0843956968,308        pp,3.78,"15,728",1980,Jun 2006,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jun 08, 2014",,Mass Market Paperback,view,/book/show/179734.Off_Season
713,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Thief of Always,"Barker, Clive*",0060177241,9780060177249,0060177241,225        pp,4.21,"33,648",Nov 1992,Nov 1992,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 08, 2014",,Hardcover,view,/book/show/32638.The_Thief_of_Always
714,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Hundred Thousand Kingdoms        (Inheritance, #1)","Jemisin, N.K.*",0316043915,9780316043915,0316043915,427        pp,3.90,"74,768","Feb 25, 2010","Feb 25, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 08, 2014",,Paperback,view,/book/show/6437061-the-hundred-thousand-kingdoms
715,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Poor Boy's Game: A Novel,"Tafoya, Dennis*",1250019532,9781250019530,1250019532,336        pp,3.68,88,"Apr 29, 2014","Apr 29, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 08, 2014",,Hardcover,view,/book/show/17934439-the-poor-boy-s-game
716,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Diviner's Tale,"Morrow, Bradford*",0547382634,9780547382630,0547382634,311        pp,3.22,"1,634","Jan 01, 2010","Jan 20, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 08, 2014",,Hardcover,view,/book/show/7997293-the-diviner-s-tale
717,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Conn        (Skin Walkers, #5)","Bliler, Susan A.*",1479127914,9781479127917,1479127914,360        pp,4.00,"1,721","Jan 01, 2012",2012,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 08, 2014",,Paperback,view,/book/show/15980188-conn
718,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Longest Road: Overland in Search of America, from Key West to the Arctic Ocean","Caputo, Philip*",0805094466,9780805094466,0805094466,320        pp,3.62,"1,550","Jun 25, 2013","Jul 16, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 08, 2014",,Hardcover,view,/book/show/16044992-the-longest-road
719,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Green River, Running Red","Rule, Ann",0743460502,9780743460507,0743460502,704        pp,3.99,"18,015",2004,"Oct 01, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 08, 2014",,Mass Market Paperback,view,/book/show/225384.Green_River_Running_Red
720,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Secret Place        (Dublin Murder Squad, #5)","French, Tana*",0670026328,9780670026326,0670026328,452        pp,3.85,"85,387","Sep 02, 2014","Sep 02, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 08, 2014",,Hardcover,view,/book/show/20821043-the-secret-place
721,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Kill Switch        (Tucker Wayne, #1)","Rollins, James*",0062309064,9780062309068,,14        pp,4.16,"9,201","Jan 01, 2014","May 13, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 05, 2014",,Audiobook,view,/book/show/18053269-the-kill-switch
722,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Relic        (Pendergast, #1)","Preston, Douglas*",0765354942,9780765354945,0765354942,480        pp,4.05,"108,202","Jan 01, 1995","Aug 01, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 05, 2014",,Paperback,view,/book/show/67035.Relic
723,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Switch Bitch,"Dahl, Roald",,,,140        pp,3.94,"10,078",1974,1987,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 04, 2014",,Paperback,view,/book/show/44516.Switch_Bitch
724,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book: On the Taboo Against Knowing Who You Are,"Watts, Alan W.",0679723005,9780679723004,0679723005,163        pp,4.22,"22,032",1966,"Aug 28, 1989",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 04, 2014",,Mass Market Paperback,view,/book/show/60551.The_Book
725,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Death of the Heart,"Bowen, Elizabeth",0385720173,9780385720175,0385720173,418        pp,3.65,"8,324",1938,"May 09, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 04, 2014",,Paperback,view,/book/show/91494.The_Death_of_the_Heart
726,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,For Whom the Bell Tolls,"Hemingway, Ernest",,,,471        pp,3.98,"293,577",Oct 1940,1995,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 04, 2014",,Paperback,view,/book/show/46170.For_Whom_the_Bell_Tolls
