,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Erica's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Goodbye Nothing,"Sherman, Beck*",,9780985732721,,400        pp,4.50,34,"Jan 01, 2020","Jan 01, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 03, 2020",,Paperback,view,/book/show/18482898-goodbye-nothing
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Other People,"Tudor, C.J.*",,,B07NRY6VCL,400        pp,3.86,"30,495","Jan 28, 2020","Jan 23, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 03, 2020",,Kindle Edition,view,/book/show/43721320-the-other-people
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Night Circus,"Morgenstern, Erin*",,9780385534635,0385534639,506        pp,4.02,"974,941","Sep 13, 2011","Sep 13, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 03, 2020",,Hardcover,view,/book/show/9361589-the-night-circus
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Two Can Keep a Secret,"McManus, Karen*",1524714720,9781524714727,1524714720,329        pp,3.93,"141,925","Jan 08, 2019","Jan 08, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 08, 2021","Apr 30, 2021","Feb 03, 2020",,Hardcover,view,/book/show/38225791-two-can-keep-a-secret
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"One of Us Is Next        (One of Us Is Lying, #2)","McManus, Karen*",0525707964,9780525707967,0525707964,377        pp,3.92,"226,934","Jan 07, 2020","Jan 07, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 03, 2020",,Hardcover,view,/book/show/44654627-one-of-us-is-next
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"One of Us Is Lying        (One of Us is Lying, #1)","McManus, Karen*",,,,360        pp,3.94,"845,773","May 30, 2017","May 30, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 03, 2020",,Kindle Edition,view,/book/show/32571395-one-of-us-is-lying
121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Memories of Tomorrow        (Nameless: Season One, #6)","Koontz, Dean*",1542016266,9781542016261,B07Y8HQ783,55        pp,4.38,"24,865","Nov 12, 2019","Nov 12, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 03, 2020",,Kindle Edition,view,/book/show/52222570-memories-of-tomorrow
122,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Mercy of Snakes        (Nameless: Season One, #5)","Koontz, Dean*",1542016258,9781542016254,B07Y8JDBS5,61        pp,4.17,"21,865","Nov 12, 2019","Nov 12, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 03, 2020",,Kindle Edition,view,/book/show/52219355-the-mercy-of-snakes
123,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Red Rain        (Nameless: Season One, #4)","Koontz, Dean*",154201624X,9781542016247,B07Y8JC3RD,50        pp,4.09,"23,865","Nov 12, 2019","Nov 12, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 03, 2020",,Kindle Edition,view,/book/show/52220812-red-rain
124,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Praying Mantis Bride        (Nameless: Season One, #3)","Koontz, Dean*",1542016231,9781542016230,B07Y8CXZ2Y,61        pp,4.10,"27,484","Nov 12, 2019","Nov 12, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 03, 2020",,Kindle Edition,view,/book/show/52224267-the-praying-mantis-bride
125,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Photographing the Dead        (Nameless: Season One, #2)","Koontz, Dean*",1542016223,9781542016223,B07Y8HLS8T,58        pp,4.18,"30,352","Nov 12, 2019","Nov 12, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 03, 2020",,Kindle Edition,view,/book/show/49884639-photographing-the-dead
126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In the Heart of the Fire        (Nameless #1),"Koontz, Dean*",,,B088NQRLPQ,62        pp,4.13,"50,302","Nov 12, 2019","Nov 12, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 03, 2020",,Kindle Edition,view,/book/show/49877668-in-the-heart-of-the-fire
127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fish in a Tree,"Hunt, Lynda Mullaly*",0399162593,9780399162596,0399162593,288        pp,4.26,"74,329","Feb 05, 2015","Feb 05, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 03, 2020",,Hardcover,view,/book/show/22402972-fish-in-a-tree
128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"In an Absent Dream        (Wayward Children, #4)","McGuire, Seanan*",,,B079DVJV2W,204        pp,4.16,"33,066","Jan 08, 2019","Jan 08, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 03, 2020",,Kindle Edition,view,/book/show/38244358-in-an-absent-dream
129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Beneath the Sugar Sky        (Wayward Children, #3)","McGuire, Seanan*",0765393581,9780765393586,0765393581,174        pp,3.85,"41,302","Jan 09, 2018","Jan 09, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 03, 2020",,Hardcover,view,/book/show/27366528-beneath-the-sugar-sky
130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Down Among the Sticks and Bones        (Wayward Children, #2)","McGuire, Seanan*",0765392038,9780765392039,0765392038,187        pp,4.15,"53,034","Jun 13, 2017","Jun 13, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 03, 2020",,Hardcover,view,/book/show/31450908-down-among-the-sticks-and-bones
131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Every Heart a Doorway        (Wayward Children, #1)","McGuire, Seanan*",0765385503,9780765385505,0765385503,176        pp,3.82,"110,709","Apr 05, 2016","Apr 05, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 03, 2020",,Hardcover,view,/book/show/25526296-every-heart-a-doorway
132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Middlegame        (Alchemical Journeys, #1)","McGuire, Seanan*",,,B07HF2ZK75,492        pp,4.02,"28,733","May 07, 2019","May 07, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 03, 2020",,Kindle Edition,view,/book/show/35965482-middlegame
133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"To Be Taught, If Fortunate","Chambers, Becky*",0062936018,9780062936011,0062936018,153        pp,4.20,"43,384","Aug 08, 2019","Sep 03, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 03, 2020",,Paperback,view,/book/show/43190272-to-be-taught-if-fortunate
134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Sisters of the Vast Black        (Our Lady of Endless Worlds, #1)","Rather, Lina*",1250260264,9781250260260,,176        pp,4.02,"4,148","Oct 29, 2019","Oct 29, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 03, 2020",,ebook,view,/book/show/44581558-sisters-of-the-vast-black
135,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Light Brigade,"Hurley, Kameron*",1481447963,9781481447966,1481447963,356        pp,3.90,"10,342","Mar 19, 2019","Mar 19, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 03, 2020",,Hardcover,view,/book/show/40523931-the-light-brigade
136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,You Are Not Alone,"Hendricks, Greer*",1250202035,9781250202031,1250202035,343        pp,3.76,"80,973","Mar 03, 2020","Mar 03, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 03, 2020",,Hardcover,view,/book/show/45046742-you-are-not-alone
137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Family Upstairs        (The Family Upstairs, #1)","Jewell, Lisa*",1501190105,9781501190100,1501190105,340        pp,3.97,"414,668","Aug 06, 2019","Nov 05, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 03, 2020",,Hardcover,view,/book/show/43822820-the-family-upstairs
138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Long Bright River,"Moore, Liz*",0525540679,9780525540670,0525540679,482        pp,4.04,"108,528","Jan 07, 2020","Jan 07, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 18, 2020","Mar 08, 2021","Feb 03, 2020",,Hardcover,view,/book/show/43834909-long-bright-river
139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wives,"Fisher, Tarryn*",1488054355,9781488054358,,295        pp,3.65,"203,746","Dec 30, 2019","Dec 30, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 03, 2020",,ebook,view,/book/show/43262893-the-wives
140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Stranger Inside,"Unger, Lisa*",0778308723,9780778308720,0778308723,374        pp,3.78,"10,784","Sep 17, 2019","Sep 17, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 03, 2020",,Hardcover,view,/book/show/42525185-the-stranger-inside
141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Everything My Mother Taught Me,"Hoffman, Alice*",,9781542091459,B08LDD8KXK,28        pp,4.02,"26,363","Dec 19, 2019","Dec 19, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 03, 2020",,ebook,view,/book/show/48582002-everything-my-mother-taught-me
142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Darling Rose Gold,"Wrobel, Stephanie*",0593100069,9780593100066,0593100069,311        pp,3.71,"36,730","Mar 17, 2020","Mar 17, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 03, 2020",,Hardcover,view,/book/show/49223060-darling-rose-gold
143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sun Down Motel,"St. James, Simone*",0440000173,9780440000174,0440000173,327        pp,4.02,"149,233","Feb 18, 2020","Feb 18, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 03, 2020",,Hardcover,view,/book/show/45885644-the-sun-down-motel
144,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This is How You Lose the Time War,"El-Mohtar, Amal*",,,,209        pp,3.91,"205,621","Jul 16, 2019","Jul 16, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 03, 2020",,Kindle Edition,view,/book/show/43352954-this-is-how-you-lose-the-time-war
145,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Riot Baby,"Onyebuchi, Tochi",,,B07QDHR8SG,167        pp,3.72,"10,905",Jan 2020,"Jan 21, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 03, 2020",,Kindle Edition,view,/book/show/43719523-riot-baby
146,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Starless Sea,"Morgenstern, Erin*",038554121X,9780385541213,038554121X,498        pp,3.86,"203,433","Nov 05, 2019","Nov 05, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 03, 2020",,Hardcover,view,/book/show/43575115-the-starless-sea
147,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Thirteenth Tale,"Setterfield, Diane*",0743298020,9780743298025,0743298020,406        pp,3.98,"313,082","Sep 12, 2006","Sep 12, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 03, 2020",,Hardcover,view,/book/show/40440.The_Thirteenth_Tale
148,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Chicken Soup for the Soul: Inspiration for Writers: 101 Motivational Stories for Writers – Budding or Bestselling – from Books to Blogs,"Canfield, Jack",1611599091,9781611599091,1611599091,400        pp,4.21,191,"Dec 05, 2013","May 21, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 22, 2020",,Paperback,view,/book/show/15802907-chicken-soup-for-the-soul
149,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Emotion Thesaurus: A Writer's Guide to Character Expression        (Writers Helping Writers, #1)","Ackerman, Angela*",0999296353,9780999296356,B07MTQ7W6Q,308        pp,4.51,"5,964","Apr 21, 2012","Feb 19, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 22, 2020","Sep 24, 2020","Jan 22, 2020",,Kindle Edition,view,/book/show/43666740-the-emotion-thesaurus
150,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Save the Cat! Writes a Novel,"Brody, Jessica*",,,,320        pp,4.51,"10,635","Jan 01, 2018",2018,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 22, 2020",,Paperback,view,/book/show/32805475-save-the-cat-writes-a-novel
151,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Shuddering,"Ahlborn, Ania*",1611099676,9781611099676,1611099676,283        pp,3.68,"12,496","Jun 18, 2013","Jun 18, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 22, 2020",,Paperback,view,/book/show/17327053-the-shuddering
152,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Neighbors,"Ahlborn, Ania*",1612184456,9781612184456,1612184456,252        pp,3.29,"7,612","Nov 27, 2012","Nov 27, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 22, 2020",,Paperback,view,/book/show/15787063-the-neighbors
153,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Room of One’s Own,"Woolf, Virginia",,,0141183535,112        pp,4.21,"207,314",1903,"Jan 01, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 22, 2020",,Paperback,view,/book/show/18521.A_Room_of_One_s_Own
154,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How Not to Write a Novel: 200 Classic Mistakes and How to Avoid Them--A Misstep-by-Misstep Guide,"Mittelmark, Howard*",,,B00166YCBU,274        pp,4.00,"3,991","Apr 01, 2008",unknown,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,How Not to Write Novel is a quick read full of anecdotes and issues you should never include in your novel like the gum on the mantel or the side kickHow Not to Write Novel is a quick read full of anecdotes and issues you should never include in your novel like the gum on the mantel or the side kick that serves no other purpose than to give the main character a big head or a hard on. It gave me some pause...did I do that in me work? Now I will know what to look for....more,Notes are private!,0,0,1,"Jan 22, 2020","Feb 23, 2020","Jan 22, 2020",,Kindle Edition,view (with text),/book/show/8550081-how-not-to-write-a-novel
155,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Underground Railroad: A Record,"Still, William",1536803952,9781536803952,1536803952,478        pp,4.19,"1,011",Jun 1872,"Jul 30, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 10, 2020",,Paperback,view,/book/show/33303920-the-underground-railroad
156,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"In the Woods        (Dublin Murder Squad, #1)","French, Tana*",,,,431        pp,3.79,"399,731","May 17, 2007","May 27, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 03, 2020",,Paperback,view,/book/show/2459785.In_the_Woods
157,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Testaments        (The Handmaid's Tale, #2)","Atwood, Margaret*",,,,422        pp,4.19,"352,080","Sep 10, 2019","Sep 10, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 12, 2019",,Hardcover,view,/book/show/42975172-the-testaments
158,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Other Mother,"Goodman, Carol*",,,B0727TNDFM,332        pp,3.57,"3,676","Mar 27, 2018","Mar 27, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 12, 2019",,Kindle Edition,view,/book/show/35951965-the-other-mother
159,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Roxy Letters,"Lowry, Mary Pauline*",1982121432,9781982121433,1982121432,320        pp,3.32,"2,659","Apr 07, 2020","Apr 07, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 12, 2019",,Hardcover,view,/book/show/52914459-the-roxy-letters
160,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fearless,"Michaels, Fern*",1496714563,9781496714565,1496714563,272        pp,4.03,"5,714","Mar 31, 2020","Mar 31, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 12, 2019",,Hardcover,view,/book/show/51341733-fearless
161,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wanderers,"Wendig, Chuck*",0399182101,9780399182105,0399182101,782        pp,3.98,"26,176","Jul 02, 2019","Jul 02, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 12, 2019",,Hardcover,view,/book/show/34019083-wanderers
162,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"If You Tell: A True Story of Murder, Family Secrets, and the Unbreakable Bond of Sisterhood","Olsen, Gregg*",154200523X,9781542005234,154200523X,405        pp,4.00,"251,302","Dec 01, 2019","Dec 01, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 12, 2019",,Paperback,view,/book/show/45034263-if-you-tell
163,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Red Moon,"Percy, Benjamin*",145554535X,9781455545353,145554535X,832        pp,3.37,"5,987","May 07, 2013","May 07, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 12, 2019",,Hardcover,view,/book/show/15826602-red-moon
164,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Thousand Mornings: Poems,"Oliver, Mary",1594204772,9781594204777,1594204772,82        pp,4.21,"25,945","Oct 11, 2012","Oct 11, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 12, 2019",,Hardcover,view,/book/show/13588404-a-thousand-mornings
165,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,88 Names,"Ruff, Matt*",0062854690,9780062854698,,336        pp,3.42,"2,286","Mar 17, 2020","Mar 17, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 12, 2019",,ebook,view,/book/show/44148558-88-names
166,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Needful Things,"King, Stephen*",,,,790        pp,3.97,"252,314",Oct 1991,1992,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 06, 2019",,Paperback,view,/book/show/107291.Needful_Things
167,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Doctor Sleep        (The Shining, #2)","King, Stephen*",1476727651,9781476727653,1476727651,531        pp,4.13,"261,747","Sep 24, 2013","Sep 24, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"There is a lot I liked about this book from the throwback to the shining, the well-developed characters (of course, it's King), and knowing what happeThere is a lot I liked about this book from the throwback to the shining, the well-developed characters (of course, it's King), and knowing what happened to Danny after. I felt like it lagged a little in some places towards the end and the settings would throw me off on occasion. I couldn't connect with Danny and his life for quite some time. I wanted to like him, but often I didn't. No, that isn't a bad thing. A reader doesn't have to like every character they take a journey with....more",Notes are private!,0,0,1,"Dec 06, 2019","Dec 20, 2019","Dec 06, 2019",,Hardcover,view (with text),/book/show/16130549-doctor-sleep
168,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,’Salem’s Lot,"King, Stephen*",0450031063,9780450031069,0450031063,483        pp,4.06,"455,854","Oct 17, 1975",1991,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 06, 2019",,Paperback,view,/book/show/11590._Salem_s_Lot
169,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Stand,"King, Stephen*",,,,"1,152        pp",4.35,"760,556",1990,"May 01, 1990",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jan 03, 2020","Jan 28, 2020","Dec 06, 2019",,Hardcover,view,/book/show/149267.The_Stand
170,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Key to Being a Highly Successful Woman: Self-Love: The Key to Lead, Empower, and Transform","Ross, Caryn",1616993189,9781616993184,B07PZCX8GT,123        pp,0.00,0,unknown,"Mar 25, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 29, 2019",,Kindle Edition,view,/book/show/44900464-the-key-to-being-a-highly-successful-woman
171,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Champion        (Legend, #3)","Lu, Marie*",0399256776,9780399256776,0399256776,369        pp,4.32,"217,688","Nov 05, 2013","Nov 05, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 22, 2019",,Hardcover,view,/book/show/14290364-champion
172,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Prodigy        (Legend, #2)","Lu, Marie*",0399256768,9780399256769,0399256768,371        pp,4.23,"262,845","Jan 29, 2013","Jan 29, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 10, 2020","Feb 28, 2020","Oct 22, 2019",,Hardcover,view,/book/show/13414446-prodigy
173,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Heart-Shaped Box,"Hill, Joe*",0061147931,9780061147937,0061147931,376        pp,3.84,"136,868","Feb 13, 2007","Feb 13, 2007",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I enjoy the way Joe Hill tells a story.,Notes are private!,0,1,1,"Feb 28, 2020","Mar 04, 2020","Oct 22, 2019",,Hardcover,view (with text),/book/show/153025.Heart_Shaped_Box
