,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Celia's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
662,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Magus,"Fowles, John",,,B0081BTOJS,656        pp,4.05,"58,603",1965,"Dec 12, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 16, 2022",,Kindle Edition,view,/book/show/18336147-the-magus
663,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Correction: A Novel,"Bernhard, Thomas",,,B00ATLA9HY,290        pp,4.26,"3,222",1975,"Jan 23, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 16, 2022",,Kindle Edition,view,/book/show/19266621-correction
664,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Cubs and Other Stories,"Vargas Llosa, Mario",,,B004QGYWKI,103        pp,3.53,"3,943",1967,"Mar 04, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 16, 2022",,Kindle Edition,view,/book/show/19901709-the-cubs-and-other-stories
665,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,So Long a Letter,"Bâ, Mariama",,,B00GTSRBBS,96        pp,3.97,"10,349",1980,"May 01, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This my second book taking place in Senegal and a fine book it is.Written in a series of letters, it has added to my understanding of Senegalese cultuThis my second book taking place in Senegal and a fine book it is.Written in a series of letters, it has added to my understanding of Senegalese culture and daily life.As the novel begins, Ramatoulaye Fall is beginning a letter to her lifelong friend Aissatou Bâ. The occasion for writing is Ramatoulaye's recent widowhood. As she gives her friend the details of her husband's death, she recounts the major events in their lives.The letter opens""I am beginning this diary, my prop in my distress. Our long association has taught me that confiding in others allays pain.""I am impressed with the writing style and the story line.5 stars...more",Notes are private!,0,7,1,"May 16, 2022","Jun 11, 2022","May 16, 2022",,Kindle Edition,view (with text),/book/show/20423440-so-long-a-letter
666,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Waiting for the Barbarians,"Coetzee, J.M.",1524705470,,B01M9ICTC0,193        pp,3.93,"32,146",Dec 1980,"Jan 03, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 16, 2022",,Kindle Edition,view,/book/show/33395775-waiting-for-the-barbarians
667,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Shoeless Joe,"Kinsella, W.P.",,,B00514IHIW,276        pp,3.97,"15,445",1982,"Jan 09, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 16, 2022",,Kindle Edition,view,/book/show/31192689-shoeless-joe
668,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nervous Conditions,"Dangarembga, Tsitsi",,,B08L58N4PR,212        pp,4.04,"19,429",1988,"Oct 19, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 16, 2022",,Kindle Edition,view,/book/show/55745867-nervous-conditions
669,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"City of the Beasts        (Eagle and Jaguar, #1)","Allende, Isabel*",0060535032,9780060535032,0060535032,408        pp,3.74,"40,665","Jan 01, 2002","Apr 27, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 16, 2022",,Paperback,view,/book/show/3304.City_of_the_Beasts
670,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Great Graves of Upstate New York!: The Upstate New York Final Resting Places of 70 True American Legends,"D'imperio, Chuck",1420896768,9781420896763,1420896768,236        pp,4.38,8,"Jan 18, 2006","Jan 01, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 16, 2022",,Paperback,view,/book/show/378986.Great_Graves_of_Upstate_New_York_
671,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Apologia Pro Vita Sua,"Newman, John Henry",0486114910,9780486114910,B00A62YKWG,337        pp,4.10,"1,506",1864,"Mar 05, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 12, 2022",,Kindle Edition,view,/book/show/19034264-apologia-pro-vita-sua
672,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Closely Watched Trains,"Hrabal, Bohumil",0810112787,9780810112780,0810112787,85        pp,3.75,"10,865",1965,"Mar 09, 1995",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The coming of age story of Miloš Hrma, who works at a train station under German occupation. Miloš is a train station guard. His boss, the self-absorbThe coming of age story of Miloš Hrma, who works at a train station under German occupation. Miloš is a train station guard. His boss, the self-absorbed supervisor of the train station, is also an eccentric pigeon-breeder. Miloš is obsessed with having his first sexual encounter.Atrocities abound in Czechoslovakia and beyond. The station is peaceful until word of an ammunition train approaching is received. (view spoiler)[Miloš takes up the heroic job of destroying the train, empowered by his sexual awakening facilitated by Viktoria (hide spoiler)].A very different kind of story, I enjoyed it. It is my second book taking place in Czechoslovakia.4 starsBTW, the book was made into a movie in 1966....more",Notes are private!,0,11,1,"May 29, 2022","Jun 15, 2022","May 06, 2022",,Paperback,view (with text),/book/show/87282.Closely_Watched_Trains
673,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Strung [Full-color Paperback],Roske*,,9798985681055,B0B1JL17NT,390        pp,4.69,29,unknown,"Feb 22, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 05, 2022",,Paperback,view,/book/show/60489734-strung-full-color-paperback
674,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In a Strange Room,"Galgut, Damon",,,B079MHFJ5X,194        pp,3.65,"4,298","Oct 13, 2010","Oct 13, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 05, 2022",,Kindle Edition,view,/book/show/38488698-in-a-strange-room
675,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Smiley's People        (George Smiley, #7; Karla Trilogy, #3)","le Carré, John",0743455800,9780743455800,0743455800,397        pp,4.28,"38,943","Jan 02, 1979","Nov 26, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 04, 2022",,Paperback,view,/book/show/18999.Smiley_s_People
676,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Spy Who Came In from the Cold        (George Smiley, #3)","le Carré, John",,9780743442534,0743442539,212        pp,4.08,"110,034",Sep 1963,"Nov 27, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 04, 2022",,Paperback,view,/book/show/19494.The_Spy_Who_Came_In_from_the_Cold
677,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Second City Sinners: True Crime from Historic Chicago’s Deadly Streets,"Seidel, Jon",1493038451,9781493038459,1493038451,336        pp,3.80,82,"Sep 20, 2019","Sep 20, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 04, 2022",,Hardcover,view,/book/show/43972021-second-city-sinners
678,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beautiful Little Fools,"Cantor, Jillian*",,,B08VMYRFSL,336        pp,4.02,"11,592","Feb 01, 2022","Feb 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 04, 2022",,Kindle Edition,view,/book/show/58659471-beautiful-little-fools
679,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Crooked Path,"Joubert, Irma",,,B06XFM7W1T,400        pp,4.03,"1,067","Aug 15, 2011","Nov 07, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 04, 2022",,Kindle Edition,view,/book/show/34907229-the-crooked-path
680,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Child of the River,"Joubert, Irma",,,B01CXE9LVY,410        pp,4.12,"1,718","Sep 01, 2010","Oct 18, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 04, 2022",,Kindle Edition,view,/book/show/29980122-child-of-the-river
681,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Last Summer Boys,"Rivers, Bill",1662500300,9781662500305,B09KXD3SXY,285        pp,4.41,"13,522","Sep 09, 2022","Jun 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 04, 2022",,Kindle Edition,view,/book/show/60726858-last-summer-boys
682,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Peacekeeper        (The Good Lands, #1)","Blanchard, B.L.*",154203650X,9781542036504,B09BZ9J3QL,312        pp,3.87,"3,426","Jun 01, 2022","Jun 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 04, 2022",,Kindle Edition,view,/book/show/58723037-the-peacekeeper
683,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fatechanger: Penny Lost,"Poplin, L.M.*",,,B07R95FQRK,225        pp,4.62,76,"May 30, 2019","May 30, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 04, 2022",,Kindle Edition,view,/book/show/46046087-fatechanger
684,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Maya's Notebook,"Allende, Isabel*",,,B009NFFZ08,405        pp,3.87,"29,865",2011,"Apr 23, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The story of a teenager named Maya Vidal and her struggles with drug addiction, grief and history.Although a work of fiction, the story is rooted in rThe story of a teenager named Maya Vidal and her struggles with drug addiction, grief and history.Although a work of fiction, the story is rooted in real-life tragedy. Three of Allende’s stepchildren have struggled with addiction: Two of them have died of drug-related causes.What a sad, tragic, poignant story.The main characters:Maya- A teenager whose worst four years of her life are chronicled in this book.Nidia-her Bohemian grandmotherPopo - Nidia's second husband. The grandfather Maya loves. He dies of pancreatic cancer when Maya is 15. His death sends Mya into a downward spiral.The story takes place in Chiloye Chile with flashbacks to Berkeley, Toronto and Las Vegas.Sometimes graphic, sometimes eye-opening, always captivating.And the notebook given to Maya by Grandma Nini as she boarded the plan eot Chile:""She (Nini) handed me a hundred-page notebook so I could keep a diary, as I did from the age of eight until I was fifteen, when my life went off the rails. “You’re going to have time to get bored, Maya. Take advantage of it to write down the monumental stupidities you’ve committed, see if you can come to grips with them...”4 stars...more",Notes are private!,0,7,1,"Jul 27, 2022","Aug 02, 2022","May 03, 2022",,Kindle Edition,view (with text),/book/show/17971991-maya-s-notebook
685,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Map for the Missing,"Tang, Belinda Huijuan*",0593300661,9780593300664,0593300661,400        pp,4.00,"3,763","Aug 09, 2022","Aug 09, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 03, 2022",,Hardcover,view,/book/show/59900654-a-map-for-the-missing
686,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mercury Pictures Presents,"Marra, Anthony*",0451495209,9780451495204,0451495209,416        pp,3.68,"10,976","Jul 19, 2022","Aug 02, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 03, 2022",,Hardcover,view,/book/show/59109471-mercury-pictures-presents
687,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cucina Tipica: An Italian Adventure        (The Italian Adventures Book 1),"Cotto, Andrew*",,,B07K32SNR5,306        pp,4.14,355,"Oct 25, 2018","Oct 31, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 03, 2022",,Kindle Edition,view,/book/show/42616398-cucina-tipica
688,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Lady's Guide to Fortune-Hunting,"Irwin, Sophie",0008519544,9780008519544,,400        pp,3.92,"34,635","May 12, 2022","May 12, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Dorsetshire England 1818 - 5 sisters, orphans and destitute. The oldest, Kitty, just jilted by her fiance whose family thinks HER family is inappropriDorsetshire England 1818 - 5 sisters, orphans and destitute. The oldest, Kitty, just jilted by her fiance whose family thinks HER family is inappropriate. What's a girl to do? Why, go off to London to find a wealthy husband, no love needed!!Kitty and Cecily Talbot go off to London to be with Aunt Dorothy. Auntie has the ins with some of London's society. The 'season' is just about to begin. Kitty starts looking.At first, I thought the book would be predictable. I almost stopped reading it. I am glad that I did not. While some things were inevitable, others were a COMPLETE SURPRISE. That's what I like in a book - the surprises.Not all of the characters were likeable but all were well developed. I got a good sense of London Society in the early 19th century. And I fell in love with Kitty; she was quite resourceful as she carried out her plan to find a rich hubby.4 stars ...more",Notes are private!,0,4,1,"Jun 08, 2022","Jun 19, 2022","May 03, 2022",,ebook,view (with text),/book/show/59656538-a-lady-s-guide-to-fortune-hunting
689,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Booth,"Fowler, Karen Joy*",0593331435,9780593331439,0593331435,470        pp,3.84,"12,980","Mar 08, 2022","Mar 08, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 03, 2022",,Hardcover,view,/book/show/58502673-booth
690,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,To Paradise,"Yanagihara, Hanya*",0385547935,9780385547932,0385547935,720        pp,3.76,"44,120","Jan 11, 2022","Jan 11, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 02, 2022",,Hardcover,view,/book/show/57739876-to-paradise
691,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The People in the Trees,"Yanagihara, Hanya*",0385536771,9780385536776,0385536771,369        pp,3.74,"37,977","Aug 13, 2013","Aug 13, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 02, 2022",,Hardcover,view,/book/show/16126596-the-people-in-the-trees
692,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Double-Edged Sword        (Renegade #4),"Hawkins, J.D.R.*",1685363172,9781685363178,1685363172,370        pp,4.58,31,unknown,"Apr 07, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 30, 2022",,Hardcover,view,/book/show/60808872-double-edged-sword
693,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Those Who Save Us,"Blum, Jenna*",0156031663,9780156031660,0156031663,479        pp,4.11,"101,188","Apr 05, 2004","May 02, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 27, 2022",,Paperback,view,/book/show/49465.Those_Who_Save_Us
694,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Evil Mother,"Atwood, Margaret*",1662504497,9781662504495,B09T971KPQ,32        pp,3.90,"75,796","Apr 01, 2022","Apr 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 27, 2022",,Kindle Edition,view,/book/show/60497502-my-evil-mother
695,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Winners        (Beartown, #3)","Backman, Fredrik*",,,B09R2J1DXF,671        pp,4.46,"110,836",2022,"Sep 27, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The Winners by Fredrik Backman is the third and final installment of the Beartown trilogy. Preceded by Beartown and Us Against You, the novel focuses The Winners by Fredrik Backman is the third and final installment of the Beartown trilogy. Preceded by Beartown and Us Against You, the novel focuses on the intertwining lives of an ensemble of characters who live in the Swedish towns of Beartown and Hed. Following a colossal storm, tensions rise as resources dwindle and must be shared. The characters grapple with past traumas that will shape their futures, and the novel ends with a shocking act of violence.The Characters... - Look how many!! (This list obtained from https://beartown.fandom.com/wiki/The_...)Maya Andersson - The daughter of Kira and Peter who becomes a global singer.Benjamin Ovich - Former ice hockey player and the hero of the second book.Ana - Best friend of Maya.Peter Andersson - Former general manager of the Beartown Ice Hockey team.Kira Andersson - Lawyer; the mother of Maya and Leo.Leo Andersson - Younger brother of Maya.Amat - Hockey player on the A-team who eventually goes on to play pro.Ramona - Longtime owner of the Bearskin pub who dies.Tails - Owner of Beartown's grocery store who attempts to cover up the illegal practices of the hockey club's finances.Teemu Rinnius - Leader of The Pack, a group known for violence.Vidar Rinnius (mentioned) - The younger brother of Teemu who died.Richard Theo - A politician who looks out for his own best interests.Lev - A shady man who works in a grey area. He has nieces but lives alone.Bengt - a firefighter injured during the storm.Sune - An old man who had a pet dog he thought of naming ""Bang"". He would take care of Alicia.Alicia - A young girl who will go on to be a star hockey player.Adri Ovich - Older sister of Benji who runs the dog kennels and eventually owns the Bearskin pub.Katia Ovich - Older sister of Benji. Will own the pub with her sisters.Gaby Ovich - Older sister of Benji with two children. Will own the pub with her sisters.Bobo - A hockey coach with a big heart. Falls in love with Tess.Hannah - A midwife who is impressed with Ana, who helps deliver a child through the storm.Johnny - A firefighter who tries to be the hero.Tess - The daughter of Hannah and Johnny, who falls in love with Bobo.Tobias - The son of Hannah and Johnny; 15-years-old.Ted - The son of Hannah and Johnny; 13-years-old.Ture - The son of Hannah and Johnny; 7-years-old.Matteo - Raised in a devout Christian household, holds resentment for hockey players and seeks revenge on those who hurt his older sister.Ruth - The older sister of Matteo who was raped by Rodri. She leaves town though dies from drug overdose. Her death is not remembered by the town; only to her family and Mumble.Elizabeth Zackell - A successful hockey coach who can seem emotionless.Aleksandr - A newly recruited hockey player who is unpredictable on the ice.Rodri - A misogynistic, violent young male who rapes Ruth.Mumble - A talented goalie who feels guilt over doing nothing to help Ruth. Former friend of Rodri.Kevin Erdahl - The former hockey player that rapes Maya in Book 1 and moves away.My favorite character is Benji. You see a whole new side of him in this book. He is a hero and you gotta love him.ThemesThe Effects Of TraumaThe Winners presents characters who have undergone personal traumas, and it explores how traumatic events—even when they seem far in the past—can create present distress that unfolds in often unpredictable ways.The Power Of Rumor And GossipRumor is defined as a circulating story that is of uncertain or doubtful truth, while gossip is defined as conversations about other people that involve unconfirmed details. Both rumor and gossip play a significant role in The Winners, helping perpetuate exclusionary ideologies and inspiring violence between Hed and Beartown. Everything And Everyone Is ConnectedIn the novel’s closing chapter, the narrator says that Alicia will one day become the best hockey player Beartown has ever seen, stating that every story that has been told in fact leads to the beginning of Alicia’s story. The last sentence of the novel is thus devoted to highlighting how every life is interconnected: Although the reader has been following the stories of Maya and Benji, it is from their stories that Alicia’s own will emerge. This closes the novel with the idea expressed in the beginning that everything and everyone is connected. The book is full of violence and negative images. Yet I liked it because of the strong and image-producing character descriptions. This book is SOOOO character driven and I loved that aspect of it.5 starsBut... I am glad I do not have to read any more books about Beartown. ...more",Notes are private!,3,33,1,"Mar 06, 2024","Mar 19, 2024","Apr 26, 2022",,Kindle Edition,view (with text),/book/show/60318890-the-winners
696,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Ballad of Songbirds and Snakes        (The Hunger Games, #0)","Collins, Suzanne",,,,541        pp,3.95,"751,949","May 19, 2020","May 19, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 26, 2022",,Kindle Edition,view,/book/show/51901147-the-ballad-of-songbirds-and-snakes
697,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Scent of Gardenias,"Haas, Lorraine*",,,B09WT6697X,368        pp,4.41,162,unknown,"Apr 19, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 26, 2022",,Kindle Edition,view,/book/show/60744437-the-scent-of-gardenias
698,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hide in Time,"Faversham, Anna *",,,B00A3E925M,286        pp,3.84,229,"Nov 06, 2012","Nov 06, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 21, 2022",,Kindle Edition,view,/book/show/17283332-hide-in-time
699,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Widows of Malabar Hill        (Perveen Mistry, #1)","Massey, Sujata*",1616957786,9781616957780,1616957786,385        pp,3.93,"28,942","Jan 09, 2018","Jan 09, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 21, 2022",,Hardcover,view,/book/show/35133064-the-widows-of-malabar-hill
700,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Puma Years,"Coleman, Laura*",1542022207,9781542022200,B089SQN5WQ,321        pp,4.34,"12,986","Jun 01, 2021","Jun 01, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Apr 20, 2022",,Kindle Edition,view,/book/show/56930703-the-puma-years
701,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Ardent Swarm,"Manai, Yamen",1542020468,9781542020466,B085XXCF62,174        pp,4.10,"7,448","Apr 11, 2017","Feb 01, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"No 122 in my Reading the World Journey - TunisiaThe author, Yamen Manai, was born in Tunis in 1980. Both a writer and an engineer, Manai explores the No 122 in my Reading the World Journey - TunisiaThe author, Yamen Manai, was born in Tunis in 1980. Both a writer and an engineer, Manai explores the intersections of past and present, and tradition and technology, in his prose. In The Ardent Swarm (originally published as L’Amas ardent), his first book to be translated into English, he celebrates Tunisia’s rich oral culture, a tradition abounding in wry, often fatalistic humor.The main character of this story is Sidi. Everyone knew he would give his life for his 'girls'. He is a beekeeper and loves them as if they were human. One day a devasting attack occurs on one of his hives. There are smashed and dead bodies are everywhere (30,000 of them). Sidi must determine why and by whom this happened and vows to do something about it.Contrasted to Sidi are two other characters: Douda and Toumi. All three live in the town of Nawa, one that still seems to exist in the 18th century. There have been many rulers in Tunisia. The previous two were named: The Old One and the Handsome One. Neither has done anything to further the advancement of the people of Nawa. Enter the Party of God. With gifts of clothing and food, they convince the citizens of Nawa to vote for THEIR candidate. And tell them to vote for the candidate with the pigeon emblem (these people cannot read)In the meantime, Sidi is bound and determined to find the cause of his hive's massacre. Douda and Toumi assist (read the book, you will see how). I strongly recommend this book. Short but powerful.5 stars...more",Notes are private!,3,19,1,"Jan 22, 2024","Feb 07, 2024","Apr 20, 2022",,Kindle Edition,view (with text),/book/show/56449198-the-ardent-swarm
702,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Timeless Echoes,"Singh, Balroop*",,,B07F1VVJK7,77        pp,4.52,27,unknown,"Jun 30, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 20, 2022",,Kindle Edition,view,/book/show/40681476-timeless-echoes
703,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Feather on the Breath of God,"Nunez, Sigrid",,,B0058U7I9S,193        pp,3.98,"1,597","Jan 01, 1995","Dec 27, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 18, 2022",,Kindle Edition,view,/book/show/20044641-a-feather-on-the-breath-of-god
704,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Under a Sky of Memories,"Lane, Soraya M.*",1542031982,9781542031981,B0976WZ6S8,351        pp,4.38,"6,469","Jan 11, 2022","Jan 11, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 18, 2022",,Kindle Edition,view,/book/show/57845241-under-a-sky-of-memories
705,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Swann's Way        (Remembrance of Things Past #1),"Proust, Marcel",,,B09PZTKW2X,589        pp,4.14,"60,145","Nov 14, 1913","Jan 07, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 17, 2022",,Kindle Edition,view,/book/show/60658853-swann-s-way
706,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Celebrating Birds: An Interactive Field Guide Featuring Art from Wingspan,"Rojas, Natalia",0063045745,9780063045743,0063045745,352        pp,4.43,42,unknown,"Apr 06, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 16, 2022",,Hardcover,view,/book/show/54427175-celebrating-birds
