,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Ralu's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
287,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Poesie/Poezii,"Pavese, Cesare",,9789735022303,9735022303,359        pp,4.31,"1,018",1952,2008,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"May 07, 2021","May 16, 2021","May 07, 2021",,Paperback,view,/book/show/24969188-poesie-poezii
288,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Despre eroi şi morminte,"Sabato, Ernesto",9735003236,9789735003234,9735003236,480        pp,4.26,"12,344",1961,2003,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"May 07, 2021","Jun 08, 2021","May 07, 2021",,Paperback,view,/book/show/9309574-despre-eroi-i-morminte
289,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Interpretul de maladii,"Lahiri, Jhumpa",,,,272        pp,4.17,"193,360","Apr 20, 1999","Mar 24, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Proza din debutul volumului mi-a plăcut cel mai mult -O situație temporară, urmată de ce cea din încheiere - Cel de-al treilea și ultimul continent. AProza din debutul volumului mi-a plăcut cel mai mult -O situație temporară, urmată de ce cea din încheiere - Cel de-al treilea și ultimul continent. Altfel, nouă povestiri scrise cu multă, multă duioșie. ...more",Notes are private!,0,4,1,May 2021,"May 09, 2021","May 01, 2021",,Paperback,view (with text),/book/show/57791083-interpretul-de-maladii
290,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tunelul,"Sabato, Ernesto",9735002930,9789735002930,9735002930,160        pp,4.02,"74,872",1948,2002,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"O primă întâlnire mult amânată cu domnul Sabato, care m-a încântat teribil. Un fel de Sonata Kreutzer sud-americană de secol XX, in care Juan Pablo CaO primă întâlnire mult amânată cu domnul Sabato, care m-a încântat teribil. Un fel de Sonata Kreutzer sud-americană de secol XX, in care Juan Pablo Castel, un pictor obsedat de o Maria in mare parte imaginară, se confesează. Orbit de gelozie, o ucide pe această singura femeia care-i observase un detaliul important intr-o pictura- fereastra, iar apoi se predă. Delirul psihologic, tensiunea care crește și tot crește de la o pagina la alta, metafora asta a tunelului si a ferestrei, discuțiile despre pictură, literatură si raportul artist-opera au făcut ca romanul să-mi placă la nebunie si sa-mi doresc o a doua întâlnire. Încerc să fiu punctuală de astă dată ...more",Notes are private!,0,26,1,"Apr 24, 2021","May 04, 2021","Apr 24, 2021",,Paperback,view (with text),/book/show/11105267-tunelul
291,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Casa veselă. O tragicomedie de familie,"Bechdel, Alison",,9786067102260,6067102269,234        pp,4.08,"180,858","Jun 08, 2006",May 2016,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,"Apr 13, 2021","Apr 24, 2021","Apr 13, 2021",,Paperback,view,/book/show/30631452-casa-vesel-o-tragicomedie-de-familie
292,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Marile bucurii și marile tristeți: povestiri,"Cupşa, Augustin",9735069911,9789735069919,9735069911,220        pp,3.77,182,2013,2021,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"S-a vorbit mult laudativ despre acest volum, astfel ca ma simt prost din cauza ca mie n-a reusit sa-mi lase o impresie atat de buna. Nu m-au atras nicS-a vorbit mult laudativ despre acest volum, astfel ca ma simt prost din cauza ca mie n-a reusit sa-mi lase o impresie atat de buna. Nu m-au atras nici povestile, nici tehnica narativa. Poate n-a fost momentul lui, venind prea repede dupa cateva volume de proza scurta care mi-au plăcut mult mai mult......more",Notes are private!,0,5,1,"Apr 13, 2021","May 13, 2021","Apr 13, 2021",,Paperback,view (with text),/book/show/57245798-marile-bucurii-i-marile-triste-i
293,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cazul Dora-Fragment de analiza a unei isterii,"Freud, Sigmund",973955301,,,126        pp,3.37,"3,556",1905,1994,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Dora e indragostita de tată. Ba nu, e de soțul amantei tatălui. Ba nu, de amanta tatălui.",Notes are private!,0,5,1,"Apr 10, 2021","Apr 13, 2021","Apr 10, 2021",,Mass Market Paperback,view (with text),/book/show/44698664-cazul-dora-fragment-de-analiza-a-unei-isterii
294,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lunetistul,"Mălaicu-Hondrari, Marin",973463884X,9789734638840,973463884X,248        pp,4.01,198,"Jan 01, 2013",2013,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Chiar dacă M.M-H nu e printre prozatorii mei preferați, mă suprinde mereu plăcut. E al doilea roman citit, după Apropierea, care m-a dezrădăcinat din Chiar dacă M.M-H nu e printre prozatorii mei preferați, mă suprinde mereu plăcut. E al doilea roman citit, după Apropierea, care m-a dezrădăcinat din solul preponderent realist si catapultat discret intr-o lume in care viața și literatura se suprapun. Si mi-a plăcut ce am găsit acolo. Constantin, Cristina si Carlos au construit o narațiune comună, poate prea puțin credibilă, după cum au remarcat alți cititori, însă cu mult farmec estetic, așa a lá Bolaño, Cortazar sau Arriga. Eu chiar am gustat exercitiul ăsta literar cu toate trimiterile lui pe care nu le-am gasit ca fiind exagerate, cu structura sa bizară, cu imponderabilitatea personajelor, cu povestea care conectează mai multe vieți prin dragoste.. in primul rând cea față de literatură....more",Notes are private!,0,12,1,"Apr 10, 2021","Apr 12, 2021","Apr 10, 2021",,Paperback,view (with text),/book/show/18589112-lunetistul
295,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Swimmer,"Cheever, John",0517125870,9780517125878,0517125870,12        pp,4.03,"4,420",1964,"Jul 10, 1994",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Până reușesc să găsesc integrala prozei scurte in vreun anticariat, m-am delectat doar cu povestirea asta si adevarul e că Cheever mi-a părut excelentPână reușesc să găsesc integrala prozei scurte in vreun anticariat, m-am delectat doar cu povestirea asta si adevarul e că Cheever mi-a părut excelent. E o proză doldora de simboluri (aici a pierdut o mică stea), pe care o poți descifra folosind diferite chei de lectură. Eu am ales să-l văd pe Neddy-omu’ care se decide să înoate prin piscinele prietenilor până acasă vreo 8 mile-ca fiind un exponat alienat al middle-class-ului american din anii ‘30. O viață dusă prin suburbii cu multă băutură, cu adulter, cu întâlniri frivole se prefigurează la început lăsând impresia de libertate individuală totală, de tinerețe, multumire, efervescență pentru ca gradual ea să sufere transformări pe măsura ce înotătorul nostru mai trece dintr-o piscină în alta. Si totul incepe să se degradeze uman, dar si fizic- împrejurimile împrumută din tonurile de culoare aferente ratării pe care o descoperă protagonistul, pentru ca in final...În final realizăm că el am putea fi noi. Abia aștept să ajung la volum. ...more",Notes are private!,0,3,1,"Apr 07, 2021","Apr 07, 2021","Apr 07, 2021",,Hardcover,view (with text),/book/show/1234382.The_Swimmer
296,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,De ce fierbe copilul în mămăligă,"Veteranyi, Aglaja",9736812960,9789736812965,9736812960,204        pp,4.05,"2,920",1999,2003,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"O cărțulie stranie pe care voiam s-o citesc de mult timp, dar abia acum am reușit s-o strecor pe ordinea de zi. Vocea copilei purtătoare a multor tainO cărțulie stranie pe care voiam s-o citesc de mult timp, dar abia acum am reușit s-o strecor pe ordinea de zi. Vocea copilei purtătoare a multor taine, mai deloc agreabile, te călăuzește prin lumea circului, a fugii, a infinitelor călătorii forțate, a abuzului, a agresivității, a abandonului, livrându-ți părticele trunchiate ale personalității ei ce abia prinde contur. Prezentul ei e îmbibat de trecut și de multă frică, frica de a nu-si pierde mama, de a nu fi separată de sora ei și de a nu-si vedea visul împlinit-acela de a deveni actrită. Pe acest fundal ea oferă multiple interpretări poveștii cu copilul care fierbe mămăligă în funcție de momentul în care și-o amintește. Vă las să le descoperiți. Mie mi-a plăcut modul în care Aglaja a ales să ne arunce în marea de nefericire a acestei copile, care cel mai probabil e tocmai ea. Mi-a plăcut ritmul, fragmentarea și dimensiunea povestirii (fiind exact atât cât ar fi trebuit sa fie). ...more",Notes are private!,0,10,1,"Apr 05, 2021","Apr 07, 2021","Apr 05, 2021",,Paperback,view (with text),/book/show/3971728-de-ce-fierbe-copilul-n-m-m-lig
297,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cartea din nufăr,"Dorosheva, Svetlana",,9786068564265,,224        pp,4.44,234,2010,2015,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Genul de carte care-si ratează grupul-țintă sau pur si simplu nu îl are. Cartea din nufăr e un soi de sociologie a oamenilor scrisă din prisma zânelorGenul de carte care-si ratează grupul-țintă sau pur si simplu nu îl are. Cartea din nufăr e un soi de sociologie a oamenilor scrisă din prisma zânelor, gnomilor, elfilor si altor creaturi fabuloase, dar sigur nu-i o carte pentru copii (desi ai fi tentat să crezi asta la început). Dacă nu e pentru copii, atunci e pentru adulți, dar adulților mă tem că li se va părea cam puerilă. Reteta: câteva generalităti, câteva banalităti, cateva stereotipuri plus niscaiva citate si textu-i gata. Marele plus e, cu sigurantă, grafica. Deci dacă vă doriți o carte “frumoasă”, cu ilustrații minunate, yessss she’s the one (ca mai toate de la aceasta editură), dar nu-i taman o fabuloasă viziune asupra umanității ( cel mai probabil nici nu-și propunea să fie)....more",Notes are private!,0,5,1,"Apr 05, 2021","Apr 07, 2021","Apr 05, 2021",,Hardcover,view (with text),/book/show/25483893-cartea-din-nuf-r
298,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Stories of John Cheever,"Cheever, John",0375724427,9780375724428,0375724427,693        pp,4.27,"15,163",1978,"May 16, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 05, 2021",,Paperback,view,/book/show/11686.The_Stories_of_John_Cheever
299,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Poartă-ți plugul peste oasele morților,"Tokarczuk, Olga",,9789734679379,9734679376,279        pp,3.96,"100,286","Nov 25, 2009",2019,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Nu dau 5 steluțe doar pentru că nu pot evalua ca fiind superlativ pentru mine ceva ce conține pasaje descriptive cu soiuri diverse de larve și gândaciNu dau 5 steluțe doar pentru că nu pot evalua ca fiind superlativ pentru mine ceva ce conține pasaje descriptive cu soiuri diverse de larve și gândaci ascunși prin scoarța copacilor (pe care de altfel le-am citit doar cu un ochi). Dar dincolo de asta, întâlnirea cu Olga a fost și acum una memorabilă. Lumea Janinei Duszejko, rece, stranie, solitară mi-a părut atât de bine construită la nivel narativ, încât n-am pășit niciun moment în afara ei. Câteva zile am tradus Blake, am urmărit braconieri/vânători (totuna), am predat engleza copiilor mici, am analizat astrograme (deși n-am nici măcar un minim bagaj de cunoștințe în direcția asta), am băut ceaiuri în bucătării luminoase, am poreclit oameni (Sperietoare, Visătorul, Talpă Mare, Mațe etc) am scris petiții/ făcut vizite la poliție și am intervenit în predica unui preot (trebuie să recunosc că la asta aveam experiență deja). Și-a fost bine! Din toate astea n-au lipsit dilemelele morale, principala fiind Cine și ce are voie să ucidă? Singura ficțiune literară pe care îmi amintesc s-o fi citit și care să aibă o vagă legătura cu tematica volumului de față e Elizabeth Castello a lui Coetzee. Era și acolo (parcă) tot o protagonistă în vârstă, vegetariană, mult mai cosmopolită, ce face ocolul pământului propovăduindu-si propriile adevăruri, adunate într-un volum, despre conditia animalului în societatea contemporană. M-a plictisit copios, chiar dacă principial eram de acord cu ea. Romanul Olgăi Tokarczuk, pe de altă parte, cu veșmintele-i noir, a avut, din punctul meu de vedere, câștig de cauză nu doar pentru că a acumulat informații din mai multe domenii, imersând gradual dilemele morale cu privire la abuzurile asupra animalelor și pentru că a folosit tușe ironice, ci și pentru că autoarea a construit un personaj memorabil- o băbuță strașnică, puțin într-o ureche, fostă campioană la aruncat cu ciocanul, cu Beteșuguri felurite pe cap, care se mută într-o localitate izolată de la graniță și luptă (la propriu) să salveze toate viețuitoarele pustiului. Iubesc personajele astea complexe, militante, cu predispozitii reflexive, care, totuși, își conștientizează micimea (și nebunia) în ochii societății. Ea știe că e inutilă, că nu a produs/inventat nimic(că nu a stimulat economia), că nu are putere, că va dispărea fără ca nimănui să-i pese. Știe când să vorbească, știe când să tacă (vezi momentul în care e conciediată). E firească (mă rog, până într-un punct).De subliniat, am subliniat mult-transcriu putine fragmente, doar dintre cele care vizează legătura dintre Om și Natură asa cum o descrie magistral Olga. Întotdeauna am crezut că cea mai intimă și mai personală parte a corpului omenesc sunt tălpile, nu organele genitale, inima sau creierul, organe fără o însemnătate fundamentală, dar care sunt subapreciate. În tălpi se ascunde întreaga știință despre Om: acolo se scurge din corp esența adevăratei noastre identități și a atitudinii față de pământ. În contactul cu pământul, în interactiunea dintre corp și pământ rezidă întregul mister-și anume că, deși, suntem plăsmuiți din moleculele materiei, nu facem totuși parte din ea, suntem separați. pg 16Aici cerul atârnă deasupra noastră, jos și întunecat, ca un ecran negru pe care se desfășoară luptele neîmblânzite ale norilor. De aceea există casele noastre- ca să ne apere de cerul acesta amenințător, care altfel ar pătrunde în adâncul corpurilor noastre, unde, asemenea unei sfere mici de sticlă, rezidă Sufletul nostru.Dacă Sufletul chiar există cu adevărat. pg 29Primăvara este doar un interludiu, urmat de oștirile invincibile ale morții, care deja împresoară zidurile orașelor. Trăim sub asediu. Dacă te uiți îndeaproape la fiecare frântura de clipă, poți să te sufoci de spaimă. În corpurile noastre descompunerea înaintează cu o forță de nestăvilit, în scurt timp ne îmbolnăvim și murim. pg 131etc....more",Notes are private!,0,9,1,"Sep 23, 2021","Sep 29, 2021","Apr 05, 2021",,Paperback,view (with text),/book/show/49532440-poart---i-plugul-peste-oasele-mor-ilor
300,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cântecul păsării de plajă,"Ganea, Tudor",9734683918,9789734683918,9734683918,224        pp,4.05,373,Feb 2021,Feb 2021,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3,5Un roman realist nerecomandat celor slabi de inima- zice-se pe coperta-cu o puternică amprentă socială. Ganea a descris ireproșabil locul, timpul s3,5Un roman realist nerecomandat celor slabi de inima- zice-se pe coperta-cu o puternică amprentă socială. Ganea a descris ireproșabil locul, timpul si atmosfera - Constanța, anii ‘90, toată ierarhia socială a multietnicilor din FZN- dar, cu toate astea, ceva a părut să lipsească romanului. Personajele principale te tin la distanță si nu doar pentru ca sunt dezagreabile, ci pentru ca nu sunt suficient de bine ancorate in text. Nu m-a interesat catusi de puțin soarta lor individuala, vazandu-le mereu ca un pretext pentru tușa descriptivă. In schimb, mi-au placut mai mult personajele colective secundare, șocaricii și barăcanii. Un mare plus, așadar, pentru excelenta documentare a orasului natal postdecembrist, dar un minus la capitolul fictiune. ...more",Notes are private!,0,10,1,"Apr 03, 2021","Apr 09, 2021","Apr 03, 2021",,Paperback,view (with text),/book/show/57000186-c-ntecul-p-s-rii-de-plaj
301,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nouă povestiri,"Salinger, J.D.",9736838145,,,240        pp,4.18,"147,448","Apr 06, 1953",2001,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"N-am citit prea multă proză scurtă, dar până acum acest volum e preferatul meu.",Notes are private!,0,5,1,"Mar 31, 2021","Apr 12, 2021","Mar 31, 2021",,Paperback,view (with text),/book/show/6201902-nou-povestiri
302,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,nimic nu e în neregulă cu mine,"Boldizsar, Ramona*",6069901681,9786069901687,6069901681,70        pp,4.19,221,unknown,Jan 2021,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3,5 Adevărul e că atunci când citesc poezie nu-mi doresc să citesc jurnalul de lectură al poetului, eventual doar să-l deduc. În acest sens, trimiteri3,5 Adevărul e că atunci când citesc poezie nu-mi doresc să citesc jurnalul de lectură al poetului, eventual doar să-l deduc. În acest sens, trimiterile la diverși autori (fie ei forme ale anarhismelor interioare) mi-au părut cam prea dese. But it’s just me. Dar altfel un debut bun, in umila-mi opinie. ...more",Notes are private!,0,3,1,"Mar 26, 2021","Mar 28, 2021","Mar 26, 2021",,Paperback,view (with text),/book/show/56957857-nimic-nu-e-n-neregul-cu-mine
303,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Proprietatea și Posesiunea: Partea I Din Memoriile Lui Erasmus Ionescu:  Roman,"Dumitriu, Petru",9733502510,9789733502517,9733502510,239        pp,3.60,5,1991,"Jan 01, 1991",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 22, 2021","Mar 24, 2021","Mar 22, 2021",,Unknown Binding,view,/book/show/3322336-proprietatea-i-posesiunea
304,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Misterul Regelui - despre scris,"King, Stephen*",9731430296,9789731430294,9731430296,288        pp,4.34,"287,637",2000,Sep 2007,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Prima parte am frunzărit-o doar, pentru ca nefiind o fana a domnului (căruia i-am citit doar un roman de altfel) nu a prezentat mare interes. M-am oprPrima parte am frunzărit-o doar, pentru ca nefiind o fana a domnului (căruia i-am citit doar un roman de altfel) nu a prezentat mare interes. M-am oprit asupra Trusei cu scule si Despre scris, acolo unde se pot găsi, fara îndoiala, câteva sfaturi valoroase pentru scriitori aspiranți. Stilul e savuros, aducător de zâmbete pe ici pe colo, dar cred ca volumul le cade bine in primul rând fanilor lui King. Zic asta pentru ca multe dintre sugestii/exemplificări sunt strâns legate de personajele si scenele din romanele sale.Altfel, de reținut dictonul: nu poți fi scriitor, fără a fi cititor!...more",Notes are private!,0,6,1,"Mar 21, 2021","Mar 23, 2021","Mar 21, 2021",,Paperback,view (with text),/book/show/13584020-misterul-regelui---despre-scris
305,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ecograffiti,"Novac, Ruxandra",6066649388,9786066649384,,64        pp,4.09,120,"Jan 01, 2003",2018,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 15, 2021","Mar 21, 2021","Mar 15, 2021",,Paperback,view,/book/show/40013406-ecograffiti
306,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,kirilă,"Dună, Teodor",,9786066648882,,88        pp,4.21,33,unknown,Nov 2017,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 14, 2021",,Paperback,view,/book/show/37759570-kiril
307,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Un cal într-o mare de lebede,"Nagy, Raluca*",,9786064302274,,184        pp,3.69,293,unknown,2018,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Perspectiva mea e subiectivă tare, pentru că întâmplator m-am relocat o perioadă ceva mai scurtă în Seul chiar cu un an înainte ca naratoarea Ralucăi Perspectiva mea e subiectivă tare, pentru că întâmplator m-am relocat o perioadă ceva mai scurtă în Seul chiar cu un an înainte ca naratoarea Ralucăi să se mute in Japonia având cam aceeași vârsta. În ciuda faptului că unul dintre personajele cărții, originar din Coreea de Sud o avertizează pe Rosalyn înainte de plecare că japonezii sunt foarte diferiți chiar și pentru ei, eu cred totuși că șocurile culturale inițiale se resimt în mare parte la fel pentru europeni (indiferent de care țară asiatică vorbim), iar cartea mi-a confirmat acest lucru. Romanul n-a venit cu nimic nou pentru mine la nivel informațional (cu excepția cuvintelor din japoneză, pe care oricum le-am uitat deja) nemaifiind vorba despre o explorare a unor trăsături comportamentale sau a unor atitudini noi, însă mi-a adus un chef nebun de a ma reîntoarcere la pas intr-un spatiu mental aproape uitat. Am avut mereu impresia pe parcursul lecturii că mă plimb alături de o veche prietenă, usor amnezică in ceea ce privește naționalitatea sa si ca împreună construim o harta a emoțiilor. De ce zic amnezică? Pentru că n-am putut-o vedea pe Rosalyn ca fiind britanica, in mare parte din pricina unor alegeri lingvistice neinspirate- folosirea apelativului tanti, variatiunea aceea cu zăpadă-omăt-nea sau expresia a fi de-o liotă (sunt primele care imi vin in minte), dar și pentru că a tinut sa sublinieze de mai multe ori neajunsurile financiare pe care le avea acolo (aspect pus in cârca exploziei de la Fukushima care ar fi depreciat lira sterlina in favoarea yenului japonez). Firește că nu toti britanicii care ajung in Japonia ar trebui sa fie dintre cei mai instariti, dar cu toate astea, in prisma experienței personale( deci o evaluare extrem de subiectiva) as zice că e mai probabil ca astfel de probleme sa apară in cazul est-europenilor si nu al vesticilor, dat fiind decalajul mult mai mare intre venituri si nivelurile de trai. Deci prietena mea e românca si ar fi fost mai bine să nu pretindă altceva ( nu de alta, dar n-as fi vrut să-i fur din steluțe).In rest, toate bune. Mi-au plăcut teribil detaliile cu care Raluca a ales sa decoreze firava existenta a personajului său ( ...more",Notes are private!,0,12,1,"Mar 11, 2021","Mar 15, 2021","Mar 11, 2021",,Paperback,view (with text),/book/show/40668710-un-cal-ntr-o-mare-de-lebede
308,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Capătul Morții        (Amintiri din trecutul Terrei, #3)","Liu, Cixin*",6064306300,9786064306302,6064306300,767        pp,4.43,"111,186",Nov 2010,"May 25, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Sunt 4 stele, dar ceva mai îndepărtate de Calea Lactee. :) Cumva am avut impresia ca Liu Cixin si-a mai revenit puțin după al doilea volum (pe care euSunt 4 stele, dar ceva mai îndepărtate de Calea Lactee. :) Cumva am avut impresia ca Liu Cixin si-a mai revenit puțin după al doilea volum (pe care eu il consider cel mai slab), aducând lămuriri suplimentare pentru unele alegeri anteriore. De data asta populația Terrei se tot divizează si subdivizeaza in raport cu invazia trisolariana/evoluția universului, nemaiexistând consensul aparent din volumul precedent, ceea ce a adus un punct in plus la capitolul credibilitate. Ce m-a amuzant insa a fost alegerea unei femei pe post de protagonist al volumului (ca tot i se adusesera multe reprosuri la Padurea Intunecata pentru ca toate pozitiile-cheie erau ocupate de barbati) care de fapt o dă in bară in fiecare moment crucial. Sa ne înțelegem, perioada de timp in care se desfasoara acțiunea e nelimitata, erele succedându-se intr-un ritm greu imaginabil, timp in care beata Cheng Xin poate gafa in numele iubirii (cum altfel?!) de mai multe ori, in mai multe dimensiuni, pe mai multe planete. Morala: Ați vrut o femeie la cârma proiectelor majore ce privesc viitorul omenirii? Well, sfârșitul e inevitabil! In rest, universul se schimba si umanitatea sau ceea ce ramane din ea, se schimba odata cu el și e plăcut să descoperi variantele propuse de Cixin. Per ansamblu mi-a placut si volumul, si intreaga serie, chiar daca la nivel narativ omu e destul de plat si deloc inovativ. Adevarul e ca mi-ar fi placut să văd și ceva mai mult curaj in creionarea finalului, dar nu m-a deranjat in mod special usoara predictibilitate care a aparut de la un punct incolo. Ma opresc aici cu Sf-ul pentru o vreme, multumita de alegerea facuta. P.s Seria ocupa locul 1 la categoria Cea mai proasta redactare....more",Notes are private!,0,5,1,"Mar 07, 2021","Mar 21, 2021","Mar 07, 2021",,Paperback,view (with text),/book/show/53736433-cap-tul-mor-ii
309,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kinderland,"Corobca, Liliana",9732330015,9789732330012,9732330015,184        pp,3.77,706,2013,2013,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 05, 2021",,Paperback,view,/book/show/17933618-kinderland
310,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Femeile lui Lazăr,"Stepnova, Marina",6065887668,9786065887664,6065887668,400        pp,4.34,"3,192",2011,2014,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Stepnova e printre putinii autori contemporani (la care am ajuns eu, evident) care se joacă remarcabil cu lexicul, nelăsând pe dinafara nici suita de Stepnova e printre putinii autori contemporani (la care am ajuns eu, evident) care se joacă remarcabil cu lexicul, nelăsând pe dinafara nici suita de figuri de stil invatate in scoala, cele care ar putea suna artificial intr-atat de multe contexte. E deosebită tocmai pentru că redescoperă vocabularul, readucând la viață cuvinte aproape uitate în vorbirea curentă (nu ma refer aici la arhaisme) si pentru că face ca frazele încărcate să curgă atât de firesc. E chiar o încântare să o citesti....more",Notes are private!,0,22,1,Mar 2021,"Apr 09, 2021","Mar 01, 2021",,Paperback,view (with text),/book/show/23573241-femeile-lui-laz-r
311,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Toate zborurile au fost anulate,"Diniș, Adrian*",,9786068577777,,130        pp,4.53,237,unknown,Nov 2020,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 27, 2021","Mar 10, 2021","Feb 27, 2021",,Paperback,view,/book/show/56040377-toate-zborurile-au-fost-anulate
312,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sînt alta,"Cârstean, Svetlana",9786064310,,,104        pp,4.19,854,unknown,"Jan 12, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Feb 23, 2021","Feb 26, 2021","Feb 23, 2021",,Paperback,view,/book/show/56624379-s-nt-alta
