,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,luce (cry baby)'s rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
1632,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cult Classic,"Crosley, Sloane*",0374603391,9780374603397,0374603391,304        pp,3.30,"18,711","Jun 07, 2022","Jun 07, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 26, 2022",,Hardcover,view,/book/show/58772761-cult-classic
1633,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Love Marriage,"Ali, Monica",1982181478,9781982181475,1982181478,432        pp,3.91,"15,976","Feb 03, 2022","May 03, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 26, 2022",,Hardcover,view,/book/show/59366233-love-marriage
1634,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bitter Orange Tree,"Alharthi, Jokha",164622003X,9781646220038,164622003X,224        pp,3.44,"1,646",2016,"May 10, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 26, 2022",,Hardcover,view,/book/show/58706931-bitter-orange-tree
1635,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Human Blues,"Albert, Elisa",1982167866,9781982167868,1982167866,416        pp,3.25,587,"Jul 05, 2022","Jul 05, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 26, 2022",,Hardcover,view,/book/show/59366184-human-blues
1636,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,You Have a Friend in 10A: Stories,"Shipstead, Maggie*",0525656995,9780525656999,0525656995,272        pp,3.44,"2,403","May 17, 2022","May 17, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 26, 2022",,Hardcover,view,/book/show/58988174-you-have-a-friend-in-10a
1637,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tracy Flick Can't Win,"Perrotta, Tom",1501144065,9781501144066,1501144065,259        pp,3.64,"13,285","Jun 07, 2022","Jun 07, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 26, 2022",,Hardcover,view,/book/show/58977852-tracy-flick-can-t-win
1638,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Afterlives,"Gurnah, Abdulrazak",,,,288        pp,3.78,"10,847","Sep 17, 2020","Sep 29, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 26, 2022",,Hardcover,view,/book/show/52744975-afterlives
1639,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Visit from the Goon Squad,"Egan, Jennifer*",0307592839,9780307592835,0307592839,274        pp,3.69,"226,763","Jun 08, 2010","Jun 08, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 26, 2022",,Hardcover,view,/book/show/7331435-a-visit-from-the-goon-squad
1640,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Haven,"Donoghue, Emma*",0316445916,9780316445917,0316445916,352        pp,3.42,"9,267","Aug 23, 2022","Aug 23, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 26, 2022",,Hardcover,view,/book/show/59801796-haven
1641,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Trouble with Happiness,"Ditlevsen, Tove",0241545315,9780241545317,0241545315,192        pp,3.90,"1,594","Mar 03, 2022","Mar 03, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 26, 2022",,Paperback,view,/book/show/57951418-the-trouble-with-happiness
1642,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Light Always Breaks,"Jackson-Brown, Angela*",0785240594,9780785240594,0785240594,384        pp,3.63,577,unknown,"Jul 05, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 26, 2022",,Paperback,view,/book/show/59608936-the-light-always-breaks
1643,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Witches,"Lozano, Brenda",1646220684,9781646220687,1646220684,240        pp,3.53,"2,532","Jul 21, 2020","Aug 16, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 26, 2022",,Hardcover,view,/book/show/59892323-witches
1644,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Let the Mountains Be My Grave,"Tacchi, Francesca*",195208640X,9781952086403,195208640X,80        pp,4.11,296,"May 17, 2022","May 17, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,this book is everything i didn't know i needed. this book is everything i didn't know i needed. ...more,Notes are private!,0,5,0,not set,not set,"Jan 26, 2022",,Paperback,view (with text),/book/show/58928784-let-the-mountains-be-my-grave
1645,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tidesong,"Xu, Wendy",0062955799,9780062955791,0062955799,240        pp,3.91,"4,885","Nov 16, 2021","Nov 16, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 26, 2022",,Paperback,view,/book/show/57094282-tidesong
1646,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Foul Lady Fortune        (Foul Lady Fortune, #1)","Gong, Chloe*",,,B09QLBXRT1,528        pp,4.26,"23,973","Sep 27, 2022","Sep 27, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 25, 2022",,Kindle Edition,view,/book/show/57190453-foul-lady-fortune
1647,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mika in Real Life,"Jean, Emiko*",,,B09L89VCQH,384        pp,3.93,"8,351","Aug 02, 2022","Aug 02, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jan 25, 2022",,Kindle Edition,view,/book/show/59414969-mika-in-real-life
1648,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Self-Portrait with Ghost: Short Stories,"Jin, Meng*",0063160730,9780063160736,,224        pp,3.55,480,"Jul 05, 2022","Jul 05, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"❀ blog ❀ thestorygraph ❀ letterboxd ❀  tumblr ❀ ko-fi ❀ 3 ¼ starsSly and surreal Self-Portrait with Ghost makes for a playfully weird and refreshingly❀ blog ❀ thestorygraph ❀ letterboxd ❀  tumblr ❀ ko-fi ❀ 3 ¼ starsSly and surreal Self-Portrait with Ghost makes for a playfully weird and refreshingly inventive collection of short stories. Like most collections, not all of its stories are created equal, as there are a couple, especially the shorter ones last, that are rather forgettable. The most effective stories were the ones that, although characterized by a whimsical & off-beat tone, contained surprising moments of introspection and incisiveness. The surreal elements within these narratives are rendered all the more peculiar by Meng Jin’s deadpan delivery. In ‘Philip Is Dead’, our narrator recollects her relationship with Philip, a solipsistic artist who would routinely use her for his art or during his creative process. Convinced of his brilliance, he consistently failed to see the narrator’s own potential and talent. In ‘Suffering’ Ling, a single mother begins an online exchange with Mr. Fu, an older man. As soon as the two attempts to meet IRL, someone begins poisoning Ling’s favorite cream. In ‘Self-Portrait with Ghost’ our narrator, a writer, finds herself ‘haunted’ by a childhood friend, who challenges her understanding of real and unreal. In ‘First Love’ a woman, employed by her friend to look after her child, falls for X. The two knew each other growing up and have once again found one another so their rekindling is bittersweet. While most of the previous stories are set in China, ‘Selena and Ruthie’ transports us to America where we follow Selena, a Chinese American girl with a promising voice. She becomes fast friends with Ruthie, who also sings in the chorus. Ruthie and her ‘cool’ mother offer an escape for Selena, who lives with her widowed father. As Selena becomes more engrossed in Ruthie, she begins to draw away from her only friend, Helen. This short story was one of my favorites, as it presents us with a compelling coming-of-age exploring sexuality, identity, and unrequited love. Many of these stories feature characters who are attempting to gain self-knowledge as they navigate their regrets, jealousies, and desires. Past mistakes and disappointments encroach on their present-day lives, sometimes in the guise of actual ghosts. Otherness, whether stemming from one's queerness and/or one's cultural background, is also a motif in this collection, as time and again we follow characters who are lonely & disconnected. Death, beauty, and creativity are other recurring themes, and Jin explores these with ingenuity. Meng Jin plays around with perspective and narrative modes but her language always retains a wry tone, which often enhances a story’s absurd elements and moments. I can definitely see this collection appealing to fans of authors like Kevin Wilson, Helen Oyeyemi, and Hiromi Kawakami....more",Notes are private!,0,28,1,"Dec 19, 2022","Dec 21, 2022","Jan 25, 2022",,ebook,view (with text),/book/show/59314720-self-portrait-with-ghost
1649,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lies We Tell,"Zhao, Katie*",1547603992,9781547603992,1547603992,352        pp,3.42,"1,173","Nov 15, 2022","Nov 15, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 24, 2022",,Hardcover,view,/book/show/58484019-the-lies-we-tell
1650,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Count Your Lucky Stars        (Written in the Stars, #3)","Bellefleur, Alexandria*",0063000881,9780063000889,0063000881,384        pp,3.97,"21,114","Feb 01, 2022","Feb 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 21, 2022",,Paperback,view,/book/show/58079450-count-your-lucky-stars
1651,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Clockwork Girl,"Mazzola, Anna*",1398703818,9781398703810,B08SCCD89M,400        pp,3.92,"2,344","Mar 03, 2022","Mar 03, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jan 21, 2022",,Kindle Edition,view,/book/show/57841291-the-clockwork-girl
1652,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Baby First Birthday,"Zhang, Jenny",1947793810,9781947793811,1947793810,208        pp,3.95,473,"May 12, 2020","May 12, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"i honestly gave this collection a chance but the first few poems are by just too florid for me. zhang goes out of the way to be gross, perhaps mistakii honestly gave this collection a chance but the first few poems are by just too florid for me. zhang goes out of the way to be gross, perhaps mistaking vulgarity for substance. there was nothing shocking or raw about these poems. if anything, i found their desperate attempts at being edgy and gritty kind of pathetic. this collection is giving me '13-yr-old just got into swearing' energy and i don't want to be here for it.anyway, just to give you an idea of what i'm talking about, here is the first poem:if there is an augustthere is an augustI would probably write every daybut some days I get caught uprubbing my pussychecking for pimplesgreen ones pop on their ownwhen I need to cumor when I'm flicking cum outbeautiful white globs that dry mid-airI would be lazier than thisor we have one that goes on like this:to give pencils to motherswho are incarceratedthey can take those pencils and break themin their stupid cuntsI bail out everyone of those cuntsand a few lines later we get this:my detachable pussy is not afraid of beingapproachable by a man late at nightwho is like hey girlyou don't need none of thatyou look good without makeupand I feel very sexybecause my cunt gets leashed to a treeand waves hello to everyonedisclaimer: i did not understand these poems nor do i claim to.if you are fan of zhang please don't @ me. my inability to appreciate her poems is entirely subjective. if you are interested in this collection and were not put off by the above snippets...well, go for it! i'm sure there is an audience for this collection, it just so happens that i am not part of it....more",Notes are private!,0,12,0,not set,not set,"Jan 20, 2022",,Paperback,view (with text),/book/show/52950800-my-baby-first-birthday
1653,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Light from Uncommon Stars,"Aoki, Ryka*",1250789060,9781250789068,1250789060,372        pp,4.07,"29,097","Sep 28, 2021","Sep 28, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jan 20, 2022",,Hardcover,view,/book/show/56179360-light-from-uncommon-stars
1654,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Fastest Way to Fall,"Williams, Denise*",0593101928,9780593101926,0593101928,380        pp,4.03,"19,493","Nov 02, 2021","Nov 02, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 20, 2022",,Paperback,view,/book/show/56921326-the-fastest-way-to-fall
1655,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Invisible Life,"Harris, E. Lynn",0385469683,9780385469685,0385469683,288        pp,4.31,"6,611","Dec 28, 1991","Feb 15, 1994",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 20, 2022",,Paperback,view,/book/show/507388.Invisible_Life
1656,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Savvy Sheldon Feels Good as Hell,"McCoy, Taj*",0778311848,9780778311843,0778311848,320        pp,3.48,"3,559","Mar 22, 2022","Mar 22, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 20, 2022",,Paperback,view,/book/show/57873333-savvy-sheldon-feels-good-as-hell
1657,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Berlin,"Setton, Bea",,,,256        pp,3.62,"2,689","Jul 07, 2022","Jul 07, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 20, 2022",,Hardcover,view,/book/show/60199064-berlin
1658,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Force of Such Beauty,"Bourland, Barbara*",0593329341,9780593329344,0593329341,400        pp,4.07,"1,507","Jul 19, 2022","Jul 19, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 20, 2022",,Hardcover,view,/book/show/58784480-the-force-of-such-beauty
1659,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Thorn,"Khanani, Intisar*",,,,246        pp,4.00,"13,820","May 15, 2012",Jan 2014,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 20, 2022",,Kindle Edition,view,/book/show/20558124-thorn
1660,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"August Kitko and the Mechas from Space        (The Starmetal Symphony, #1)","White, Alex",0316430579,9780316430579,0316430579,451        pp,3.84,"1,074","Jul 12, 2022","Jul 12, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 20, 2022",,Paperback,view,/book/show/58340716-august-kitko-and-the-mechas-from-space
1661,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Language of Light,"Brady, Kathleen",1612942245,9781612942247,B095MBLJTC,212        pp,4.16,19,"Feb 22, 2022","Feb 22, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 20, 2022",,Kindle Edition,view,/book/show/60146798-the-language-of-light
1662,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Arrival,Nataliya Deleva | Наталия Делев*,1911648373,9781911648376,1911648373,272        pp,4.08,116,unknown,"Feb 24, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 20, 2022",,Paperback,view,/book/show/59951056-arrival
1663,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"What Moves the Dead        (Sworn Soldier, #1)","Kingfisher, T.",1250830753,9781250830753,1250830753,165        pp,3.90,"64,916","Jul 12, 2022","Jul 12, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 20, 2022",,Hardcover,view,/book/show/58724626-what-moves-the-dead
1664,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Restless Truth        (The Last Binding, #2)","Marske, Freya*",1250788919,9781250788917,1250788919,388        pp,3.93,"11,392","Nov 01, 2022","Nov 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"dnf 35%since i was fond of this book's predecessor i had really high hopes for a restless truth. in fact, given that it centres on a sapphic romance, dnf 35%since i was fond of this book's predecessor i had really high hopes for a restless truth. in fact, given that it centres on a sapphic romance, i actually thought i would like this even more (your honor, i am biased). and...ugh. the premise has so much potential (i have a weakness for books set in enclosed spaces like ships/cruises/trains...) but as soon as were introduced to the two main characters i felt kind of underwhelmed. maybe it would been refreshing to have a love interest who wasn't (yet again) a white beautiful aristocrat...but oh well. violet's antics were frustrating. she goest to great lengths to be sort of scandalous and while i'm sure that will make her intriguing figure for many, i just found her puerile. maud like her brother suffers a bit from main character syndrome, in that they have these rather generic personalities. the dynamic between maud & violet was too been-there-done-that for me (one is sunny and naive, the other one is more sardonic and charismatic).and don't get me started on lord hawthorn...i absolutely detest this type of character. while some may find his vulgarity charming or amusing, i thought him annoying and affected. he likes to swear, wow, how edgy...lastly, we have another addition to this ragtag group, one whose name made my brain itch (his full name is alanzo cesare rossi....???? is he spanish? italian? both?). maybe the latter half of the novel will provide an answer for this but a quick search only resulted in a scene were hawthorn calls rossi a 'bloodsucking mediterranean gutter-rat'. annoying/bland characters aside, the odd pacing never drew me in.i'm sure ppl will love this, i can see this type of writing, romance, and character dynamics appeal to fans of casey mcquiston. chances are if you loved the 1st book in this series you will also love this one. what can i say, i am just a contrarian outlier. ...more",Notes are private!,0,15,0,not set,not set,"Jan 19, 2022",,Hardcover,view (with text),/book/show/59807966-a-restless-truth
1665,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Split,"Che, Cathy Linh*",1938584058,9781938584053,1938584058,100        pp,4.45,272,"May 06, 2014","May 06, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 18, 2022",,Paperback,view,/book/show/18406193-split
1666,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dear Memory: Letters on Writing, Silence, and Grief","Chang, Victoria*",1571317368,9781571317360,,unknown,4.52,664,"Oct 12, 2021","Oct 08, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"❀ blog ❀ thestorygraph ❀ letterboxd ❀  tumblr ❀ ko-fi ❀ “Maybe our desire for the past grows after the decay of our present.”Dear Memory: Letters on W❀ blog ❀ thestorygraph ❀ letterboxd ❀  tumblr ❀ ko-fi ❀ “Maybe our desire for the past grows after the decay of our present.”Dear Memory: Letters on Writing, Silence, and Grief is a deeply affecting work that struck me for its beauty and empathy. Victoria Chang’s lyrical writing is not only aesthetically pleasing but it demonstrates admirable emotional intelligence, sensitivity, and insight. Not only I found myself highlighting every-other sentence, but I was completely spellbound by Chang’s voice and her ability to articulate with precise yet poetic language thoughts, feelings, and things that are, to me at least, so difficult to express/address. Enriching her reflections are her and her family’s experiences as well as the words of numerous writers, poets, and activists. The many quotes that make their way into Chang’s letters added further depth and nuance to her own remembrances and observations. Family mementoes, such as photos, letters, postcards, and certificates are interspersed throughout Dear Memory, and often appear in a fragmented way or combined with Chang’s own poetry, resulting in a collage of sorts.“Maybe all of our memories are tied to the memories of others.”Within these letters—addressed to Chang’s grandparents, parents, and children, as well as a teacher, her body, and memory itself—Chang interrogates grief, language and silence, generational trauma, cultural dissonance, displacement, invisibility, the notion of belonging, poetry & creativity, her Chinese American identity and her relationship to her family. Many of the episodes and histories that inform her reflections appear to us in fragments, so that we often ‘only’ gain brief and incomplete glimpses into her family’s and her own experiences. This works really well stylistically as the letters never feel bogged down by too many dates & facts. Within these letters, Chang’s voice possesses a beautiful lightness that in many ways belies her subject matter, as Chang discusses death, ageing, and trauma. She also talks about her experiences with racism, how many of the offensive words and gestures were very much normalized in American media and classic literature, as well as her eating disorder.“In some ways, being born Chinese in America means not being born at all”Regret & longing permeate most of these letters, as Chang is writing to people who are no longer alive or able to find meaning in her words. But Chang never spirals into hopelessness, and her lyrical language mitigates the sorrow of her and her family’s experiences. There is an open-endedness to her enquiries and recollections, one that invites the reader to contribute to the discussion, and I really appreciated that. “A writer lives in an infinity of days, time without end, ploughed under.”...more",Notes are private!,0,25,1,"Jun 08, 2022","Jun 11, 2022","Jan 18, 2022",,ebook,view (with text),/book/show/58067926-dear-memory
1667,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Such Color: New and Selected Poems,"Smith, Tracy K.",1644450674,9781644450673,1644450674,256        pp,4.30,233,"Oct 05, 2021","Oct 05, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 18, 2022",,Hardcover,view,/book/show/56269260-such-color
1668,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Essential June Jordan,"Jordan, June",1556596200,9781556596209,1556596200,256        pp,4.53,378,"May 04, 2021","May 04, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 18, 2022",,Paperback,view,/book/show/55843998-the-essential-june-jordan
1669,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Memory Rose into Threshold Speech: The Collected Earlier Poetry: A Bilingual Edition,"Celan, Paul",0374298378,9780374298371,0374298378,592        pp,4.61,74,"Nov 24, 2020","Nov 24, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 18, 2022",,Hardcover,view,/book/show/50403457-memory-rose-into-threshold-speech
1670,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Selected Works of Audre Lorde,"Lorde, Audre",1324004614,9781324004615,1324004614,367        pp,4.63,"1,526","Sep 08, 2020","Sep 08, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 18, 2022",,Paperback,view,/book/show/50489367-the-selected-works-of-audre-lorde
1671,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Guillotine: Poems,"Corral, Eduardo C.",1644450305,9781644450307,1644450305,72        pp,4.34,753,"Aug 04, 2020","Aug 04, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 18, 2022",,Paperback,view,/book/show/51541967-guillotine
1672,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Postcolonial Love Poem,"Díaz, Natalie",0571359868,9780571359868,0571359868,128        pp,4.35,"6,704","Mar 03, 2020","Jan 01, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 18, 2022",,Paperback,view,/book/show/49097701-postcolonial-love-poem
1673,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Seeking Fortune Elsewhere: Stories,"Bhanoo, Sindya",1646220870,9781646220878,1646220870,240        pp,4.26,666,"Feb 15, 2022","Mar 08, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"❀ blog ❀ thestorygraph ❀ letterboxd ❀  tumblr ❀ ko-fi ❀ 3 ½ stars  “The memory of the past, the futility of the future, it leaves her breathless.” See❀ blog ❀ thestorygraph ❀ letterboxd ❀  tumblr ❀ ko-fi ❀ 3 ½ stars  “The memory of the past, the futility of the future, it leaves her breathless.” Seeking Fortune Elsewhere presents its readers with a well-crafted collection of short stories mapping the paths of those who leave and those who are left behind. Set in America and southern India these narratives explore the realities of leaving one’s homeland behind, generational and cultural rifts, loneliness and connectedness, family and belonging. The first story, “Malliga Homes,”, which was selected by Chimamanda Ngozi Adichie for an O. Henry Prize, strikes the perfect balance between bittersweet and unsentimental. The narrator is a widow living in a retirement community in Tamil Nadu. She tells us that like most of the residents of Malliga Homes, she is there because she has lost her child to 'Foreign'. Kamala, her daughter, is the one who pushed her into ‘joining’ this community. She lives in America with her husband and child and has not visited the narrator in years, and in fact, keeps postponing and delaying her next visit. The author captures the microcosm that is this community, where parent(s) seem to outdo each other when it comes to their children's achievements and how close they are to them. The unaffected style really gives the narrative a rich sense of realism and results in a subtle yet resonant short story. Throughout this collection the author mines similar themes: characters struggle to reconcile themselves to their past actions or are forced to reassess the past; they may long and yearn for the ‘what-ifs’ of the roads not taken; they flit between hope and regret; they desire a place and a people they can belong to. The more effective stories are the ones that focus on a particular period phase of a character’s life whereas the ones that did not quite succeed in reeling me in were the ones that attempted to cover too much of a character’s life. In these instances, the author isn’t quite able to achieve the rich in detail storytelling that she showcases in her more concise stories, where we glimpse a day or a week in a character’s life (rather than their whole life).Nevertheless Seeking Fortune Elsewhere is a promising debut and I really loved the author's understated yet incisive writing style.some quotes: “We were in that stage of life and motherhood that is filled with fatigue, unimaginable to the young, forgotten by the old, unknown altogether to those without children.”“The offspring of the rich are rich, and they do not seek their fortunes elsewhere.” “The time between childhood and old age passes quickly, leaving you feeling like your entire life is a double feature with no intermission.” “What our children do, how much money they make, whether our grandchildren are bright or mediocre—all of this matters. It is a tragedy to have a brilliant child and a dunce of a grandchild.” “[F]or all the space and privacy that America offers, it is a country that longs for life. You go for a drive and the road is endless.”“He remembered the loneliness, the immense sorrow that came from going months without uttering a word of Tamil. There was no way for him to express certain thoughts, certain feelings, in the English language.”...more",Notes are private!,0,25,1,"Apr 18, 2022","Apr 19, 2022","Jan 18, 2022",,Hardcover,view (with text),/book/show/57427936-seeking-fortune-elsewhere
