,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Katia's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
10,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Suicide,"Levé, Édouard",2846822360,9782846822367,2846822360,128        pp,4.13,"4,191",2008,"Mar 06, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"In books, life, whether it was documented or invented, seemed to you more real than the life you saw and heard for yourself. It was when you were alo In books, life, whether it was documented or invented, seemed to you more real than the life you saw and heard for yourself. It was when you were alone that you used to perceive real life. When you recalled it, it was made weaker by your memory’s many points of imprecision. But others had imagined life in books: what you were reading was the superimposition of two consciousnesses, yours and that of the author. You used to doubt what you had perceived, but never what others invented. You suffered real life in its continuous stream, but you controlled the flow of fictional life by reading at your own rhythm: you could stop, speed up, or slow down; go backward or jump into the future. As a reader, you had the power of a god: time submitted to you. As for words, even the best-chosen ones, they passed like the wind. They would leave traces in your memory, but your recollecting them made you doubt their existence. Did you reconstruct them as they had been spoken, or did you remodel them in your own style? (p 37)...more",Notes are private!,12,16,1,"Feb 22, 2024","Feb 22, 2024","Feb 23, 2024",,Paperback,view (with text),/book/show/4604185-suicide
11,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Solenoid,"Cărtărescu, Mircea",1646052021,9781646052028,1646052021,639        pp,4.29,"3,570",Nov 2015,"Oct 25, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I loved his “Blinding”. I still regret that only the first third was translated into English so I would not be able to read the whole book anytime sooI loved his “Blinding”. I still regret that only the first third was translated into English so I would not be able to read the whole book anytime soon. But this, in my view, is the paler, less inventive meditation on the same themes. Surreal, sometimes beautifully so; baroque, excessive but repetitive in some parts. Derivative in others. It is also full of pathos and Existentialism on the level of a teenager: would you safe a masterpiece or a child from a burning building? The question is helpfully answered for us not to despair, but it takes 800 pages. And the endless sequences of dreams that seemed to be taken verbatim from the author’s older diaries were as tiresome as they usually are in the novels: revelatory only to the dreamer.This novel (though the narrator prefers to call it anti-novel) has been highly praised by others and I might write something more in depth to show more nuanced opinion. There were many elements I enjoyed. But for now I am glad to “escape” not unlike the narrator of the novel constantly searching for “escape” routes. I agree it might be easier in my case. The translation is superb though....more",Notes are private!,18,35,1,"Feb 23, 2024","Mar 10, 2024","Feb 23, 2024",,Paperback,view (with text),/book/show/60582780-solenoid
12,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Other Minds and Other Stories,"Sims, Bennett",1953387357,9781953387356,1953387357,202        pp,4.07,111,"Nov 14, 2023","Nov 14, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,"Feb 10, 2024","Feb 17, 2024","Feb 22, 2024",,Paperback,view,/book/show/137163866-other-minds-and-other-stories
13,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sleepwalkers        (The Sleepwalkers #1-3),"Broch, Hermann",0679764062,9780679764069,0679764062,656        pp,4.08,"1,466",1932,"Jan 30, 1996",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,9,1,"Feb 15, 2024","Feb 21, 2024","Feb 15, 2024",,Paperback,view,/book/show/238367.The_Sleepwalkers
14,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Simone Weil,"Yourgrau, Palle",1861897987,9781861897985,1861897987,189        pp,3.94,54,"Mar 15, 2011","Mar 15, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Nicely illustrated brochure containing main facts from Simone Weil’s biography and her family. Her life philosophy and religious views are as well briNicely illustrated brochure containing main facts from Simone Weil’s biography and her family. Her life philosophy and religious views are as well briefly covered. However around a third of the book is devoted to a passionate polemic of her views on Judaism and whether they constitute a form of antisemitism. It is followed by the discussion of her “reimagining of the Gospels” under the influence of her love for Plato. I felt the former discussion was a little too passionate for my liking - it would be sufficient to summarise her views through the quotes and to state that she seemingly did not identify as a Jew in spite of having direct Jewish ancestry. However, the author was unfavourably contrasts Weil’s behaviour with Arendt who apparently acknowledged hew Jewish identity after the beginning of Nazi’s persecution. For Arendt The author rephrased Nietzsche citation of “Become what you are” into “Become what Hitler says you are?” and questioned whether is that what Arendt indeed accomplished. I found this polemic excessive and not necessary to defend Weil’s case. So it spoiled my impression of the book. But it works as a short summary of Weil’s life. ...more",Notes are private!,0,17,1,"Feb 14, 2024","Feb 15, 2024","Feb 14, 2024",,Paperback,view (with text),/book/show/11385434-simone-weil
15,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Home in the World: A Memoir,"Sen, Amartya",1324091614,9781324091615,1324091614,480        pp,4.18,619,"Jul 08, 2021","Jan 25, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Reading this intellectual memoir was such a delightful experience - like the time spent with very wise but very warm, curious and still passionate graReading this intellectual memoir was such a delightful experience - like the time spent with very wise but very warm, curious and still passionate granddad. He talks about the main events, especially at the beginning of his life that shape his intellectual views and agenda (including but not limited to Begali famine and the Partition). He discusses big ideas varying from how to insure that there is no starving people in the world to what is right and what is wrong with Marx's theory. However, mainly this book is devoted to his friends and colleagues who influenced or inspired him. Many of them, sadly not alive anymore. And it makes this read very poignant, such a long and fruitful life... I've posted some updates throughout reading. Those might give a bit more of an idea what the book is about. I plan to read his earlier writing both on economic theory of choice and on a wider social and political topics such an identity, Indian philosophy and his view on the theory of justice. ...more",Notes are private!,6,27,1,"Feb 09, 2024","Feb 29, 2024","Feb 09, 2024",,Hardcover,view (with text),/book/show/58092792-home-in-the-world
16,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Magnificent Rebels: The First Romantics and the Invention of the Self,"Wulf, Andrea",0525657118,9780525657118,0525657118,512        pp,4.19,"1,476","Sep 13, 2022","Sep 13, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It seems that, among other things, our contemporary literature has inherited from German romanticism a fragmentary writing style as an alternative to It seems that, among other things, our contemporary literature has inherited from German romanticism a fragmentary writing style as an alternative to a straightforward storytelling. Another big thing, it seems, is autofiction. Yes, it is at minimum that old. With their obsession with “self” as a philosophical object they’ve brought this into the literature as well. Not always but sometimes it was on the level bordering self-obsession. So next time if one complains about “navel gazing” in a book, we all know whom to blame:-)Another take from this book for me was additional appreciation for the development of medicine in the last 200 years or so. The child mortality and the life span of those people were horrible, even if all of them stem from a privileged background in case of this story. The exception were though notable: Goethe lived until 83 and Schlegel and Schelling - almost to 80. The book is devoted to so-called Jena’s circle. The author uses the word “set” to compare and contrast with Bloomsbury set and alike. A few women, including Caroline Schelling played a very significant role in the intellectual development of the set and they are duly presented in the book. It is a narrative non-fiction and i personally did not appreciate the style of writing: all historical figures are presented as if they are characters in fiction with passages referring what they were thinking during their walks, talks and travels in carriages etc. For example:“Each would remember the next four days as some of the most extraordinary and creative of their lives.”And there are numerous instances like this. I’d rather avoid such intimacy and pathos in a historical writing unless “each of them” subsequently have written a testimony to this fact. However, the style might amplify the book’s appeal for the wider audience. And the book is certainly an easy digestible read on a difficult topic. ...more",Notes are private!,8,22,1,"Feb 06, 2024","Feb 15, 2024","Feb 06, 2024",,Hardcover,view (with text),/book/show/59883428-magnificent-rebels
17,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Restless Clock: A History of the Centuries-Long Argument over What Makes Living Things Tick,"Riskin, Jessica",022630292X,9780226302928,022630292X,544        pp,3.93,71,"Nov 13, 2015","Mar 10, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It is quite a niche read. But a very rewarding one. I've been meaning to read it since Siri Hustvedt recommended it in the one of her interviews ages It is quite a niche read. But a very rewarding one. I've been meaning to read it since Siri Hustvedt recommended it in the one of her interviews ages ago. The book is devoted to two centuries' argument that broadly comes down to the question ""what is life?"" One side of the argument is that alive creatures are not different from other mechanisms, just more sophisticated ones - no ""ghost within machine"" so to speak . On another - that there is a certain ""vitality"" force, the purposeness from within (the author uses the word ""agency': that differentiate alive world. If the second side of the argument seems obvious, it is not. The majority of scientific and philosophic community actually supports the first side. But the book is the history of the development of those ideas. The debate is still unfinished starting from Descartes and the automata of the 17th century, through Darwin vs Lamarck to Turing and Schrödinger and many others in between. I would need to read it at least one more time to be able to summarise the debate in more meaningful way. For now, I've just touch upon two ideas. First, Schrödinger's view:""Schrödinger proposed that the essence of life was a form of agency. “What is the characteristic feature of life?” he asked. “When is a piece of matter said to be alive? When it goes on ‘doing something,’ moving, exchanging material with its environment and so forth.” Specifically, the most salient “something” that organisms characteristically did, Schrödinger proposed, was to resist entropy, to avoid decay into equilibrium. They achieved this feat by means of their various metabolic functions: eating, drinking, breathing, photosynthesizing. In a world that tended toward disorder and decay, these functions enabled a living thing to maintain its order and energy, “continually sucking orderliness from its environment,” “drinking orderliness,” and “concentrating a ‘stream of order’” upon itself.""I think, this ability of a system to self-organise is actually becoming the one of the recognised features defining what it means to be alive; (and the ability of a system to be ""self-evidenced"" - monitor itself with awareness - would define a conscious system). All of it becomes even more fascinating when it comes to the field of artificial intelligence. I was extremely amazed by the far-sight of Turing's ideas (not the first time of course). Mainly that ""thinking machine"" should be able to learn itself. And also it should be fallible in a sense should be able to make mistakes. He wrote in 1947 ""if a machine is not fallible it cannot also be Intelligent"". That sounds so counterintuitive at first glance, but than it is a genial insight. He also contemplated teaching a machine through a contrast of ""pleasure"" and ""pain"" in its mechanical sense:""Turing urged, it made better sense to try to simulate a child’s mind. He imagined building, to begin, what he called an “unorganised machine,” that is, a bunch of neuron-like components connected “in a relatively unsystematic way” through “connection modifiers,” their configuration subject to some random variation. He thus laid out a blueprint for an approach to artificial intelligence that a decade and a half later would be called “connectionism.” The machine would become organized by means of an education, consisting of systematic “interference” that altered, fixed, or disrupted the connections among the components.Turing imagined two sorts of “interfering” input, “one for ‘pleasure’ or ‘reward’ (R) and the other for ‘pain’ or ‘punishment’ (P).” Pleasure interference would work to fix in place the current configuration of the machine while pain interference would disrupt it, causing previously fixed features to change or to vary randomly. You might then simply allow the machine “to wander at random through a sequence of situations, applying pain stimuli when the wrong choice is made, pleasure stimuli when the right one is made,” acting as the machine’s trainer in just the way that Ashby described training the Homeostat. One could even program the “teaching policies” right into the machine, Turing suggested, so that it would learn all on its own and direct its own process of organization.""It is amazing that it has been written in 1947 before any real computer has been designed. The first point does not need any commentary after Chat GPT. But the second is even more fascinating. I've read recently a very interesting book investigating the origins of consciousness The Hidden Spring: A Journey to the Source of Consciousness. I have not ed it yet even here as it is absolutely packed with knowledge and ideas supporting its main argument. And I feel overwhelmed so far how to present it in a coherent way. However, its author has got very interesting and strong hypothesis how Consciousness arises. According to him, its main function is to feel as this helps an organism to make quick decisions in uncertain situations. And on the very basic level, it is to feel exactly those two things: pleasure and pain. So Turing was basically mentally conceiving a machine that if realised, might eventually become conscious. Well, I leave it on this note I guess for now. This book would be of interest to those who are fascinated by philosophy of mind and history of biology and psychology. But is quite an academic writing, so might require some perseverance. ...more",Notes are private!,0,18,1,"Feb 02, 2024","Feb 29, 2024","Feb 02, 2024",,Hardcover,view (with text),/book/show/24998642-the-restless-clock
18,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Great Ideas of Psychology,"Robinson, Daniel N.",1565853687,9781565853683,1565853687,0        pp,4.16,449,unknown,"Jan 01, 1999",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Prof Robinson has appeared to be amazingly charismatic lecturer. I’ve listened to this on my walks for about a month and never got tired. The lecturesProf Robinson has appeared to be amazingly charismatic lecturer. I’ve listened to this on my walks for about a month and never got tired. The lectures are very interesting, easily accessible but also are far from trivial. He covers the ideas and thinkers from Ancient Greece to circa beginning of our millennium. Only place though where it was little outdated is on the subject of artificial intelligence. His consideration looks a little native compared to what we know now. But this makes his reasoning even more interesting with the benefits of hindsight. I would recommend it to everyone one who wants to get a good overview of the subject in an enjoyable way....more",Notes are private!,1,23,1,Jan 2024,"Jan 31, 2024","Jan 31, 2024",,Audio CD,view (with text),/book/show/8524385-the-great-ideas-of-psychology
19,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hidden Spring: A Journey to the Source of Consciousness,"Solms, Mark",1782835717,9781782835714,B08FKPV1WR,432        pp,4.27,754,"Jan 28, 2021","Jan 28, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,7,1,"Jan 23, 2024","Jan 30, 2024","Jan 23, 2024",,Kindle Edition,view,/book/show/56862585-the-hidden-spring
20,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Frank Ramsey: A Sheer Excess of Powers,"Misak, Cheryl",019875535X,9780198755357,019875535X,544        pp,4.26,250,unknown,"Mar 06, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Jan 15, 2024","Jan 31, 2024","Jan 15, 2024",,Hardcover,view,/book/show/52950063-frank-ramsey
21,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ludwig Wittgenstein: The Duty of Genius,"Monk, Ray",0140159959,9780140159950,0140159959,704        pp,4.13,"6,292",1990,"Nov 01, 1991",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Enigmatic name ""Wittgenstein"" has often popped up in the novels I was reading. Only recently, i’ve read Austral and Austerlitz one straight after the Enigmatic name ""Wittgenstein"" has often popped up in the novels I was reading. Only recently, i’ve read Austral and Austerlitz one straight after the other. They were chosen by happenstance without any visible connection to each other. Amazingly, both of them referred to the man and his work. As a result, I’ve decided it was a time to read Tractatus Logico-Philosophicus. I've grabbed a new translation and took it with me on a city break. It was a mistake. I was reading it during museums’ visits; I was reading it in a Metro’s train and in a hotel bed. For many times, I was re-reading the passages trying to get to the meaning. I was trying to unlock them with my mind, but the page after page, it was more like an austere poem full of symbols. It was like some cosmic code or a prayer: “the limits of language (of that language which alone I understand) mean the limits of my world""I was intrigued. I was taken not that much by the concepts, but by the enigma: who would wright like this? Who would put at the core of his philosophical argument an image of a man climbing the ladder only to tip it off from the top (as not anymore required)? Who would use this metaphor of a discarded ladder for his own work that i’ve just read? A snake biting its tale...It is almost equally ironic that his later self did indeed “discarded” a big part of his earlier thinking. Fichte said: “What sort of philosophy one chooses depends…on what sort of man one is; for a philosophical system is not a dead piece of furniture that we can reject or accept as we wish; it is rather a thing animated by the soul of the person who holds it.”And this astonishing biography has given me some access to that “soul. Wittgenstein of course is a “rewarding character”. Still this book reads like a thriller. I was especially impressed how much space Monk has left for Wittgenstein and people of his time to speak directly (through the quotes of correspondence and other sources).So who was the man? I recommend Monk’s narrative to find out more. But when i think about his life, i do not think of a narrative. I think of a list of seven “propositions” instead.1. Wittgenstein tried to live a good life.1.1 “The way to solve the problem you see in life is to live in a way that will make what is problematic disappear”. (Wittgenstein,1937)1.1.2. He went to fight for his country (Austria) in WWI though he did not have to. 1.1.3. He gave up his part of huge fortune back to his family and never let them help him with money or with anything else. 1.1.4. After the WWI, he went to teach children in a variety of primary schools in the poorest Alpine villages of Austria. 1.1.5 He went to stalinist Russia to see whether he and his then partner could emigrate there and work as manual labourers helping to build communism. He came back and never mentioned that again.1.1.6 During WWII, he resigned from Cambridge and helped the war effort by working in a hospital. 1.1.7 He always advised his student to give up on academic career and do something useful like doctors, mechanics or manual labour do. Some of them have followed his advice.1.1.8 According to Lettice Ramsey, “He made a moral issue out of everything”1.2 “Fear in face of death is the best sign of a false, i.e. a bad, life.” (Wittgenstein, Diaries 1914-16)1.2.1 He had to face death of people close to him since early age. 1.2.1.1 Three of his four brothers committed suicide. 1.2.1.1.1 The oldest brother was a very talented musician but needed to subdue his talent to the father’s will. He rebelled and escaped, but did not hold it together.1.2.1.1.2 Another brother killed himself publicly in a bar leaving a note about his homosexual inclinations. 1.2.1.1.3 The third brother killed himself during the WW1 facing his soldiers disobedience and a need to surrender.1.2.1.2 David Pinsent, his best friend in 1910s and possibly a platonic love, has died in a plane crash aged 27. Wittgenstein devoted [Tractatus] to his memory.1.2.1.3 Francis Skinner, his friend and possibly lover, has died on his hands aged 28 in a Cambridge Hospital in 1941, neglected while all medical attention was on the war’s victims.1.2.2 It seems, he went to war to overcome fear of death. He looked in abyss and came back with ""Tractatus"". 1.2.2.1 He was initially sent to perform duties far from the frontline. But he begged to be send onto the battlefield. He was decorated for bravery.1.2.2.2 During this time, he was profoundly influenced by Tolstoy’s “The Gospel in Brief.” He has come across it by chance. But it has become his “talisman”, “a magnificent work”. He has become known as a “man with the Gospels” between the soldiers. He wrote: “this book virtually kept me alive”.2. Genius: high stakes and high bar for himself and everyone else.2.1 For Otto Weininger, the philosopher who influenced young Wittgenstein, it was genius or death. Wittgenstein was doubting his genius and vocation. “He was ashamed for 9 years he did not dare to kill himself. His feeling was overcome only when “he had convinced Russell that he possessed philosophic genius” (Monk). 2.1.1. He was “perhaps the most perfect example I have ever known of genius as traditionally conceived; passionate, profound, intense, and dominating.” (Russel)2.2 Since then, he was considered “a genius” by all Cambridge philosophers and was gaining much wider reputation, the following and fame. Even now he is widely considered the best philosopher of the 20th century. His impact on the wider culture is even greater including in the 21st century.2.3 However, Wittgenstein said: “Inner process stands in need for outward criteria”. And it seemed through his life and starting with Russel, his genius was often “in a need for outward criteria”. He often relied on others for validation, intellectual and practical help. And he did not make it easy for people around him. 3. “God may say to me: “I am judging you out of your own mouth. Your own actions have made you shudder with disgust when you have seen other people do them.” (Wittgenstein, 1951)3.1 Fighting pride and vanity but losing the fight.3.1.1 In the 30s, he had made a number of closed friends to sit through the “confessions of his sins”. The reason he did it was that he believed the main objection to good philosophy is pride. He did not ask whether these people would be comfortable to be his confessors.3.1.2 On the front he despised “slavic soldiers” as a “bunch of delinquents” (In Austro-Hungarian army slavic ethnicity was prevailing between the soldiers while the officers were predominantly of a germanic or Hungarian heritage). 3.1.3. When teaching in village schools he did not quite warm up to the locals. At one place he wrote ‘these people are not people at all but loathsome worms”. They did not trust him either and called him “baron”.3.1.4 Gilbert Ryle, an Oxford philosopher, thought: “W not only properly distinguished philosophical from exegetic problems but also, less properly, gave the impression first that he himself was proud not to have studied other philosophers - which he had done, though not much - and second that he thought that people who did study them were academic and therefore unauthentic philosophers.”3.1.4.1 “What Ryle says about Wittgenstein attitude towards reading the great works of the past is correct.” (Monk). In his own words: “As little philosophy as I read I have certainly not read too little, rather too much. I see that whenever I read a philosophical book: it doesn’t improve my thoughts at all, it makes them worse.” (Wittgenstein diaries).3.1.4.2 In spite of this self-professed “view”, many scholars agree that the influence of Schopenhauer on Tractatus is obvious and very substantial. He also read Kant.3.1.5 “Freud surely errs very frequently & as far as his character is concerned is probably a swine or something similar, but in what he says there is a great deal. And the same is true of me. There is a lot in what I say.” (Wittgenstein’s Diaries). 3.2 Feeling guilt in a Raskolnikov’s way 3.2.1 During his days as a teacher, he had all the time in the world for clever students, mainly boys. Less able, especially girls but not exclusively, were the subject of physical punishment. He boxed their ears, pulled hairs. Sometimes it has caused bleeding. He felt very guilty after that. But it seems to be a repeating pattern.3.2.1.1 Just before the end of his teaching career, he knocked a boy on a head in such a way that the boy has lost consciousness. He carried him to the teaching room. But in the process has been seen by the father of a girl whom he made physically suffer as well. The police was called and tribunal ensued. However, he was cleared. Possibly it was a cover up by his family. For years he experienced a tremendous guilt. Ten years later, while working at Cambridge, he returned to the village, to ask for the children's forgiveness. The reception was understandably mixed. The incident here is referred as Haidbauer incident (wiki).3.2.2 Francis Skinner, Cambridge student, was his long-term on/off partner, friend and collaborator in the second half of the 30s. Francis was a very soft, kind and extremely devoted person. However, Wittgenstein did not always payed him due respect. Though Francis might have become a solid academic, Wittgenstein convinced him to leave the academic life and to start working as a mechanic in a garage. At the same time Wittgenstein left for Norway to do ‘his work’ in solitude. Francis felt very lonely and out of place. However, he blamed only himself for any disagreements and for Wittgenstein’s cold treatment. Only after Francis untimely death, Wittgenstein appreciated him more and felt some very much delayed guilt. 3. 3 Strong views often reflecting the worst prejudices of his time. 3.3.1 Otto Weininger and later Oswald Spengler have had a forming and lasting influence on the his views. 3.3.1.1 In 1903, Otto Weininger has committed suicide aged 23 in the house where Beethoven has died. Otto has become a cult figure with a few copy-cats suicides, possibly including Wittgenstein’s brother. Before that he, wrote a book “Sex and the Character”.3.3.1.2 “Sex and the Character” has become very popular after Weininger's death. The book was devoted to decay of the society. Weininger attributed this to the raise of science and decline of the art and music.3.3.1.3 Being a Jew, Otto has expressed severely anti-semitic and misogynistic views in the book. Due to this, llegedly he was “Hitler’s favourite Jew”.3.3.2 Wittgenstein considered the book “great” though did not agree with his views directly: ""It isn't necessary or rather not possible to agree with him but the greatness lies in that with which we disagree. It is his enormous mistake which is great."" 3.3.3 However, Wittgenstein also considered the predominance of science very negatively: “What links his apocalyptic anxiety with his hostility to academic philosophy is his detestation of the power of science in our age, which on the one hand encourage philosopher craving for generality, and on the other produced atomic bomb. In a curious sense he even welcomed the bomb, if only the fear of it could so something to diminish the reverence with which society regarded scientific progress.” (Monk)3.3.4 Like many in his time, he looked at the tragic events of the century through the prism of “race” and “civilisations”. 3.3. 4.1 “I feel the terrible sadness of our - the German race’s -situation. The English-the best race in the world- cannot lose. We however can lose and will lose, of not this year then the next. The thought that our race will be defeated depresses me tremendously because i am German through and through.” (from the Diaries 1914)3.3.4.2 In 1947: “Cambridge grows more and more hateful to me. The disintegrating and putrefying English civilisation. A country in which politics alternates between an evil purpose and no purpose.” 3.3.5 He also has hold some anti-semitic views, at least for a period and often was not comfortable with women’s increasing role in the society.3.3.5.1. “Were they not written by W, many of his pronouncements on the nature of Jews in his autobiographical remarks in 1931 would be understood as nothing more than the rantings of a fascist anti-Semite.” (Monk) He adopted for Jews many metaphors of illness on a healthy body. 3.4. Intolerance of other opinions, people and any critique of his work.3.4.1 About Francis Skinner, his probable lover: “Thought: it would be good and right if he had died, and thereby taken my folly away. Althing again I only half mean it.” Francis, who was much young has died indeed in a few years. (The diary)3.4.2 About Ramsey, very talented colleague and a friend, the translator of “The Tractatus” just three months after his death:  “his mind repulsed me. He had an ugly mind but not an ugly soul. (The diary).3.4.3 Occasional silent treatments to his friends and colleagues for obscure reasons sometimes lasting years. In Ramsey’s case - four years. 3.4.5 Judging Russel, Moore and other colleagues harshly, being rude and intense in letters, sometimes unreasonably demanding, asking for favours all the time. “If a person tells me he has been to the worst places I have no right to judge him but if he tells it was his superior wisdoms that enabled him to go there, then I know he is a fraud.” (about Russel in the diary).3.4.6 “He tolerated no critical examination by others, once the insight had been gained by an act of inspiration...I sometimes had the impression that the deliberately rational and unemotional attitude of the scientist and likewise any ideas which had the flavour of “enlightenment” were repurgent to him. (Carnap said in the 20s)3.4.7 “Because if you doubt the truth of what he says he always thinks you can’t have understood it. This makes him rather tiring to talk to, but if I had more time I think I should learn a lot from discussing with him.” (Ramsey in the 20s).4. Solipsism both in philosophy and in personal life4.1 “what the solipsist means is quite correct; only it cannot be said, but makes itself manifest.” (The Tractatus). 4.1.1 At least in his early philosophy he seemed to reject the existence of other minds. It has got impact on his relationships with people and even later philosophy as well.4.2 Otto Weininger has got the following to say about love:“In love, man is only loving himself. Not his empirical self, bit the weakness and vulgarities, not the failings and smallnesses which he outwardly exhibits; but all that he wants to be, all that he ought to be, his truest, deepest, intelligible nature, free from all fetters of necessity, from all taint of earth.”4.2.1. This is almost too perfect a description of Wittgenstein’s romantic life.He wanted to be very selfless but often ended up extremely selfish. Francis Skinner, his the most established partner, has got the worst treatment. In his only known relationship with a woman he has totally ignored her feelings or intentions. Respectively he totally misread them. 5. He lived and thought more like a Sage. 5.1 Early Wittgenstein views has got strong mystical elements:5.1.1 “When my conscience upsets my equilibrium, then I am not in agreement with Something. But what is this? Is it the world? Certainly it is correct to say: Conscience is the voice of God.” (The Diaries 1914-16)5.1.2 Ethics: “if there is of value, it must lie outside all happening and being-so.” (Tractatus 6.41)5.1.3 “There is indeed the inexpressible. This shows itself; it is the mystical.” Again like Weil about beauty in literature. (Tractatus 6.521)5.2 Even later in life his insights came to him more like a result of “divine inspiration”:“His point of view and his attitude toward people and problems even theoretical problems, were much more similar to those of a creative artist than to those of a scientists; one might almost say, similar to those of a religious prophet or a seer. When he started to formulate his view on some specific philosophic problem we often felt the internal struggle by which he tried to penetrate from darkness to light under an intense and painful strain, which was even visible on his most expressive face. When finally, sometimes after a prolonged arduous effort, his answer came forth, his statement stood before us like a newly created piece of art or divine revelation. Not that he asserted his views dogmatically... But the impression he made on us was as if insight came to him as through a divine inspiration, so that we could not help feeling that nay sober rational comment or analysis of it would be a profanation.” (Carnap in the 20s)5.4 Keynes called him “God” even if he probably was ironic.5.5 He developed almost a cult following.5.6 Like a hermit, he always tried to run away to remote places (house in Norway or cottage in Ireland) to devote himself to work. However, he always came back to the “world” after that.5.7 Zosima, a monk from The Brothers Karamazov was the one of his favourite characters. He said one could be a person like Zosima in real life. Dostoyevsky and Tolstoy who preached the ethic of spiritual sacrifice were the writers he respected the most.  6. He has started with solving all philosophical problems and ended by pointing that there were no problems as such, just confusions.(due to the lack of space in the  box, the further points on 6. are in the first comment below) 7. “His disposition is that of an artist...”7.1“His disposition is that of an artist, intuitive and moody. He says every morning he begins his work with hope, and every evening he ends in despair.” (Russel)(see further points on 7. in the 2nd comment)7.4 In my view, he was he was the best judge of himself:“Among Jews “genius” is found only in the holy man. Even the greatest of Jewish thinkers is no more than talented. (Myself for instance). I think there is some truth in my idea that I really only think reproductively. I don’t believe I have ever invented a line of thinking. I have always taken one over from someone else. I have simply straightaway seized on it with enthusiasm for my work of clarification. That is how Boltzmann, Hertz Schopenhauer Frege Russel Kraus, Loos, Weininger, Spengler, Staffa have influenced me. What I invent are new similes.”Inventing “new similes” appeared to be worthwhile occupation in life....more",Notes are private!,29,35,1,"Jan 04, 2024","Jan 29, 2024","Jan 04, 2024",,Paperback,view (with text),/book/show/12079.Ludwig_Wittgenstein
