,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Sheila's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
175,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Life After Life        (Todd Family, #1)","Atkinson, Kate",0316176486,9780316176484,0316176486,529        pp,3.78,"227,420","Mar 14, 2013","Apr 02, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Some novels grab the reader and won’t let go, even after the reader becomes sure that “this shouldn’t work.” Kate Atkinson’s Life after Life is one ofSome novels grab the reader and won’t let go, even after the reader becomes sure that “this shouldn’t work.” Kate Atkinson’s Life after Life is one of these—an oddly moving and enthralling tale with endings that start almost immediately and somehow keep going, till, at times, the reader is wondering, waiting--how will it end this time--even though the book is only half-read. It’s a great way to avoid the “near the end of the book” feel, and it makes for a novel that’s delightfully consistent, smoothly readable, and thoroughly intriguing and entertaining. Plus it brings to life a fascinating time in recent history, with much to tell for the present day. Highly recommended.Disclosure: My sister-in-law knew I’d like this one too....more",Notes are private!,0,0,1,not set,"Jul 08, 2022","Aug 08, 2022",,Hardcover,view (with text),/book/show/15790842-life-after-life
176,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Sugar        (Sugar Lacey, #1)","McFadden, Bernice L.*",0452282209,9780452282209,0452282209,256        pp,4.28,"9,168","Feb 01, 2000","Jan 02, 2001",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Bernice McFadden’s Sugar recreates a world and lives as relevant today as they were when the book was first published. The good and the bad of churchgBernice McFadden’s Sugar recreates a world and lives as relevant today as they were when the book was first published. The good and the bad of churchgoing community pair with the good and bad of someone living outside society's bounds, inviting readers to ponder just where and why those boundaries lie. The beautiful, wounded Sugar hardly seems to need anyone. But Pearl, with other wounds, is wrapped in those who perhaps find their own meaning in caring for her. Now, living next door to each other, Pearl and Sugar are invited into a different realm of caring, and hints of healing share the pages with hints of mystery, as daily lives are lived and new hopes are born.It's not a Hollywood happy-ending story, but it’s a deeply enthralling story about very believable people, and a thought-provoking tale of our times. The novel gives human faces to trauma, tragedy and mistake, and leaves the reader, perhaps, the wiser for having read it. Plus it’s a thoroughly engaging read—highly recommended.Disclosure: My sister-in-law guessed I would like it and she was right....more",Notes are private!,0,0,1,not set,"Jul 08, 2022","Aug 08, 2022",,Paperback,view (with text),/book/show/495369.Sugar
177,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Singing Tree,"Seredy, Kate",0140345434,9780140345438,0140345434,247        pp,4.11,"2,850",Oct 1940,"Oct 01, 1990",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Hungarian history is not something I knew anything about before reading and enjoying this book. But history, perhaps, is what gives reason to the presHungarian history is not something I knew anything about before reading and enjoying this book. But history, perhaps, is what gives reason to the present. And mistakes of the past are what can propel us forward to avoid repeating them.Time, people and place come to life in this middle-grade novel, and, even though the world is very different, the characters of the story are easily recognizable in children and adults of the present day. Janesci and Kate are growing up. Their world is changing. And the intervention of the outside world, in the form of war and conscription, will bring heartache and pain. It also brings strangers and a reason to make friends among enemies, and welcome the humanity of those we might be told to reject.This book is a really good read, thought-provoking, haunting, informative, and beautifully told. Truly a masterpiece.Disclosure: I love Newbery Library books!...more",Notes are private!,0,0,1,not set,"Jul 08, 2022","Aug 08, 2022",,Paperback,view (with text),/book/show/826852.The_Singing_Tree
178,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Chateau of Secrets,"Dobson, Melanie*",1476746117,9781476746111,1476746117,400        pp,4.14,"3,505","May 13, 2014","May 13, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Melanie Dobson’s Chateau of Secrets is another haunting WWII story in which a modern-day character returns to the scene of her family history, searchiMelanie Dobson’s Chateau of Secrets is another haunting WWII story in which a modern-day character returns to the scene of her family history, searching for the truth of her family’s past. In the present day, Chloe’s future is well mapped out, her parents superbly successful, and her intended spouse an up and coming politician in America. But the mapping doesn’t quite match with what Chloe wants for her life, and sudden betrayal sends her spinning back to France, where history and mystery await.The story of French noblewoman Giselle, as Germans occupy her town and take over her home, forcing her to serve them as her masters, weaves in and out of Chloe’s tale, inviting readers to wonder which character in the past will map to which in the present day. Betrayals abound in Nazi France as well, and Giselle is soon struggling to care for a child, obey all the rules, and protect the true patriots of her country.Complex situations and complex characters characterize Melanie Dobson’s novels, and this one is no exception. The dark and light are smoothly portrayed, with a glimmer of hope always shining, plenty of love, and just a gentle touch of faith. A haunting, thought-provoking read, it’s highly recommended.Disclosure: I met the author and couldn’t resist the chance to read this book. I really enjoyed it....more",Notes are private!,0,0,1,not set,"Jul 08, 2022","Aug 08, 2022",,Paperback,view (with text),/book/show/18143963-chateau-of-secrets
179,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Curator's Daughter,"Dobson, Melanie*",1496444175,9781496444172,1496444175,416        pp,4.20,"1,647","Mar 09, 2021","Mar 09, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Melanie Dobson creates another twin timeline novel in The Curator’s Daughter, as holocaust researcher Ember Ellis tries to help an elderly woman recovMelanie Dobson creates another twin timeline novel in The Curator’s Daughter, as holocaust researcher Ember Ellis tries to help an elderly woman recover lost memories of World War II. But Ember is a character struggling to come to terms with her own secrets too, which perhaps make her the perfect person to look into a history of secrets.Back in 1940 an archeologist is forced to marry and required to produce children for the Aryan race. Instead she ends up adopting. And now the reader begins to wonder who is who between past and future? Where do these characters and storylines fit together, for surely they will?The author grabs the reader’s attention quickly, and soon convinces us that all will be explained, as indeed it is. The parallels between past and present horrors (and past and present dangers) are scarily real, and this is the sort of novel that invites you to see the present day through different eyes, reflected in the past. There’s a Christian undertone that’s never overwhelming or out of place, and the characters are vividly real, as are the somewhat heart-breaking situations. The darkness of the past echoes into the present, and the result is a thought-provoking, intriguing, and enthralling read.Disclosure: I “met” the author online and couldn’t resist getting this book once I’d heard about the story. I really enjoyed it....more",Notes are private!,0,0,1,not set,"Jul 08, 2022","Aug 08, 2022",,Paperback,view (with text),/book/show/54025221-the-curator-s-daughter
180,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Night Portrait,"Morelli, Laura*",0062993577,9780062993571,0062993577,496        pp,3.98,"8,227","Sep 08, 2020","Sep 08, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Two worlds come to life in this book – one, in the time of Leonardo da Vinci, is the expanding world of a beautiful girl who wants something more fromTwo worlds come to life in this book – one, in the time of Leonardo da Vinci, is the expanding world of a beautiful girl who wants something more from her life. The other is the contracting world of an art conservator “rescuing” priceless Italian art during the depredations of the second World War. But the expanding world contracts when Cecilia’s benefactor proves fickle. And the contracting world expands when American soldiers arrive on the scene.Told through the eyes of Cecilia and Leonardo, and Edith and Dominic, the Night Portrait’s time switches are very natural and smooth. The narrative voices are convincing. And the story comes together, propelled by danger and emotion, with the reader drawn in and out of each story, always eager for more.Beautifully researched, enticingly imagined, well-plotted and pleasingly presented, this is a thoroughly enjoyable read, and a great one to add to my WWII and Italian Art shelves. (Does that mean I need two copies?)Disclosure: I can’t remember where I got it from but I’m glad I did....more",Notes are private!,0,0,1,not set,"Jul 08, 2022","Aug 08, 2022",,Paperback,view (with text),/book/show/49086129-the-night-portrait
181,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Still Life,"Winman, Sarah",0593330757,9780593330753,0593330757,464        pp,4.17,"66,115","Jun 01, 2021","Nov 02, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I’ve always wondered why those paintings are called “Still life.” Now I’ve read Sarah Winman’s novel, Still Life, I’m still not sure I can explain it I’ve always wondered why those paintings are called “Still life.” Now I’ve read Sarah Winman’s novel, Still Life, I’m still not sure I can explain it entirely. But this novel places lives together, just as the paintings place objects, and the result is a beautiful tale – moving, but oddly still as well – a story of intersecting lives, drawn together, pulled apart, and lived to the full. Still Life is also a book where art and that wonderful city of art, Florence, come to glorious life, vividly colored and wonderfully peopled with a wealth of great characters. Then there’s grimy old England – the still life of juxtapositions. And there’s love – the glue that holds it all together. Different loves. Different people. Different lives. And different times, not so long ago, with war, flood, sadness and joy… and art.Now I really, really want to visit Florence. And I’m awed by the beauty of both book and place. A wonderful, long, and truly enthralling read.Disclosure: My wonderful sister-in-law knew I would like this too. Thank you!...more",Notes are private!,0,0,1,not set,"Jul 08, 2022","Aug 08, 2022",,Hardcover,view (with text),/book/show/57001545-still-life
182,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hamnet,"O'Farrell, Maggie*",1472223799,9781472223791,1472223799,372        pp,4.20,"255,710","Mar 31, 2020","Mar 31, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I just enjoyed a great talk on Shakespeare at a writing group. And then I enjoyed this amazing book in which the Bard figures, almost as a side characI just enjoyed a great talk on Shakespeare at a writing group. And then I enjoyed this amazing book in which the Bard figures, almost as a side character, in the world where his wife and children struggle with day-to-day country life while father Will follows his own path. But what if a child falls ill? Can the father get the message in time to get home?Author Maggie O’Farrell creates a truly convincing world with believable lifestyles, houses, medicine, transport, communication, and characters. Hamnet, son of Will, runs to find help for his sick sister. Agnes, mother of Hamnet, gathers herbs. Neighbors help or hinder. Relatives reveal the complex lives of real people, loving, despairing, arguing… And what of a father who wants the best for his son but sees him lured by the big city?Perhaps the world’s not so much changed after all. But this novel draws readers enticingly into the past, believably pulling us into the lives of others, till we want to laugh and cry with them, and then…Poignant, lyrical, beautifully told, this a book to treasure and read again and again. And a great step into the world of Shakespeare.Disclosure: My wonderful sister-in-law knew I would like it. Thank you!...more",Notes are private!,0,0,1,not set,"Jul 08, 2022","Aug 08, 2022",,Hardcover,view (with text),/book/show/43890641-hamnet
183,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Awake,"Huff, A. M.",,,B071CW1TGD,331        pp,4.10,21,unknown,"Apr 30, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"As the environment spirals out of control, maybe it’s not so impossible to imagine a world where the government demands that everyone sleep for a whilAs the environment spirals out of control, maybe it’s not so impossible to imagine a world where the government demands that everyone sleep for a while, giving the earth a chance to recover.Okay, I’m not sure I’m sold on the concept. But I was quickly sold on this enjoyable book, in which impending catastrophe demands unquestioning obedience. And then those questions, so forcably suppressed, become the truth behind a different kind of disaster.The world to which protagonist Timothy Stone reawakens is very different from the one he fell asleep in. And nature really does appear to have recovered. There’s something truly enticing about scenes of Oregon townscapes overcome by wilderness, and there’s the added bonus for anyone living here of recognizing locations so intriguingly changed. But then there’s the threat beneath it all – who wakens when and why? And what’s happened to the people who were meant to be in charge? And… where is Timothy’s father whose Alzheimer’s almost echoes the pain of the world.I really enjoyed this book, and my suspension of disbelief was entirely willing and well worth it. Definitely recommended.Disclosure: I got it on a deal and I offer my honest ....more",Notes are private!,0,0,1,not set,"Jul 08, 2022","Aug 08, 2022",,Kindle Edition,view (with text),/book/show/34914785-awake
184,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Walked With Jesus: New Testament Stories of Faith and Healing From the Least of These,"Jones, Kathryn Elizabeth*",,,B0992WPL3Q,0        pp,4.71,7,unknown,"Aug 30, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I Walked with Jesus invites readers into the first century lives of ordinary people who might have met Jesus during his life on earth. The characters I Walked with Jesus invites readers into the first century lives of ordinary people who might have met Jesus during his life on earth. The characters might be familiar to anyone familiar with Jesus’ miracles, but author Kathryn Elizabeth Jones gives them imagination and depth that brings them to life for the reader. Nicely researched background details feed naturally into these stories of believably ordinary people in a world touched by the extraordinary. And readers, ordinary as most of us are, are pleasingly invited in to share in the wonder.The dialog is well imagined, with large sections taken directly from the Bible. To my English ears, the (KJV) old English felt odd initially, but soon became natural and fitting to the author's enticing descriptions of location and occasion. I particularly enjoyed the later chapters in the book, where the reader gets to walk alongside those who saw Jesus die, sharing the mix of confusion and excitement, and the struggle to reconcile personal experience with what the authorities proclaim.An enjoyable easy-reading book, with depth to make you want to dip into it again and again, this is a great addition to any Christian library and a really good reminder that ordinary people – the least of these – are those He came to save.Disclosure: I was given a copy, and I really enjoyed reading it. This is my honest ....more",Notes are private!,0,1,1,not set,"Jul 08, 2022","Aug 08, 2022",,Kindle Edition,view (with text),/book/show/58756698-i-walked-with-jesus
185,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lincoln: The Fire of Genius: How Abraham Lincoln's Commitment to Science and Technology Helped Modernize America,"Kent, David J.*",1493063839,9781493063833,1493063839,320        pp,4.42,33,"Sep 01, 2022","Sep 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jul 20, 2022",,Hardcover,view,/book/show/60103850-lincoln
186,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Demon Copperhead,"Kingsolver, Barbara",,,,560        pp,4.51,"397,632","Oct 18, 2022","Oct 18, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"For a long, leisurely, haunting read that you hope will never end… For characters who will stick in your head long after the last page is turned… For For a long, leisurely, haunting read that you hope will never end… For characters who will stick in your head long after the last page is turned… For memories that aren’t your own, that invade your waking moments, Barbara Kingsolver’s Demon Copperhead is surely the perfect novel. I picked it up for its connection to David Copperfield. But I read it for its unique point of view, clever prose, neat twists and turns of fate, and enthralling depiction of wisdom, poverty, hope, despair, and everything in between.The story’s told with fantastic, wholly consistent, and believable first-person narration. The characters, good, bad, and awful, leap from the page. The trials of a child growing up way too fast, of a young man falling down, of love and betrayal and mystery and hope, all become awesomely real. And the scary thing, of course, is that this part of the world is real, and these trials are all too often the trials of real people.I loved reading this book, from start to finish, and I really didn’t want it to end. But I love the ending too. Just perfect.Disclosure: I bought it in England to read on a plane, and it kept me glued to the pages all through the journey....more",Notes are private!,0,0,1,not set,"Aug 08, 2023","Jul 20, 2022",,Hardcover,view (with text),/book/show/60194162-demon-copperhead
187,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Sanatorium        (Detective Elin Warner, #1)","Pearse, Sarah*",0593296672,9780593296677,0593296672,400        pp,3.37,"171,196",2020,"Feb 02, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The sanatorium is a strange place for a modern hotel, but the architect seems to have made it work. Strange hints of past goings-on might leave guestsThe sanatorium is a strange place for a modern hotel, but the architect seems to have made it work. Strange hints of past goings-on might leave guests thinking they’d prefer not to know too much history. But there’s an engagement to celebrate here, a sister meeting her estranged brother, and a mystery hiding behind both buildings and characters. Elin is a cop, taking a break from her job and unsure if she’ll return. Her long-suffering, ever-patient boyfriend Will does everything he can to encourage her. Meanwhile her brother’s beloved is one of Elin’s childhood friends. And details of the past might haunt, wreck, or otherwise derail the present.The Sanatorium is one of those novels, like a horror movie, where you keep wanting to shout “Don’t do that!” and of course, the characters don’t listen. The weather draws in, as it must, closing off all the roads. The characters are trapped—some disappearing, some dead, some trying to solve the mystery and others just trying to get home. The story veers between times and storylines—each as icy as the weather—and the protagonist probably wants to save her reputation more than she wants to stay alive.It's a fast, varied ride, and it ends with just enough closure to work, and just enough intrigue to promise another book to come. Somewhat predictable, darkly plotted and devious, it's an enjoyable read.Disclosure: I borrowed it from the library. ...more",Notes are private!,0,2,1,not set,"May 25, 2022","May 25, 2022",,Hardcover,view (with text),/book/show/56935099-the-sanatorium
188,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Murder in G Major        (Gethsemane Brown Mysteries, #1)","Gordon, Alexia*",1635110572,9781635110579,1635110572,271        pp,3.79,"2,733","May 12, 2016","Sep 13, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"African-American classical musician Gethsemane Brown arrives in a small town in Southern Ireland, hoping to make an orchestra out of a team of rowdy cAfrican-American classical musician Gethsemane Brown arrives in a small town in Southern Ireland, hoping to make an orchestra out of a team of rowdy children, and in the process impress a future employer in the States. But this is Ireland, and the cottage she rents has a resident ghost.The interactions between the protagonist and her ghost are very pleasing—a fun clash of characters who come to respect each other as time goes on. There’s the mystery of why the ghost died, and what happened to his wife. There’s the police force that don’t need Gethsemane opening an old case file. And there’s the killer who certainly won’t want Gethsemane investigating. Plus, there are the kids.The village is filled with great characters—clearly enough for a series that follows this book. And the storyline is fun, with action, adventure, humor, and music too. An enjoyable beginning to what’s sure to be a fun series.Disclosure: I found it in the library and enjoyed it....more",Notes are private!,0,1,1,not set,"Apr 25, 2022","May 25, 2022",,Paperback,view (with text),/book/show/30255243-murder-in-g-major
189,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mr. Nobody,"Steadman, Catherine*",1524797685,9781524797683,1524797685,348        pp,3.60,"22,096","Jan 07, 2020","Jan 07, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Everyone wants to know who the kind, quiet man who can’t remember his past might be. He’s found wandering on an English shore, and neuropsychiatrist EEveryone wants to know who the kind, quiet man who can’t remember his past might be. He’s found wandering on an English shore, and neuropsychiatrist Emma Lewis is thrilled to be asked to investigate—its just the boost her burgeoning career might need, even if it does mean coming home to a place where she swore she would never return.The blurb tells readers that “places aren’t haunted; people are,” and the story certainly bears this theory out. The past haunts the psychiatrist. A missing past haunts her patient. And something sinister lurks in a mystery waiting to be resolved.It’s a fascinating tale, set in the beautiful scenery of a lonely coast. The twists and turns of this psychological thriller veer between surprising and predictable with just the right balance. And a terrifying climax resolves with a satisfying mix of good luck and kind help. It's an enjoyable read.Disclosure: I found it in the library and I’m glad I borrowed it. ...more",Notes are private!,0,3,1,not set,"Mar 25, 2022","May 25, 2022",,Hardcover,view (with text),/book/show/44891403-mr-nobody
190,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Madness of Crowds        (Chief Inspector Armand Gamache, #17)","Penny, Louise*",1250145260,9781250145260,1250145260,436        pp,4.19,"66,867","Aug 24, 2021","Aug 24, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I love Louise Penny’s Inspector Gamache novels, and I was sufficiently eager to read this one that I gave up waiting for the paperback. A haunting posI love Louise Penny’s Inspector Gamache novels, and I was sufficiently eager to read this one that I gave up waiting for the paperback. A haunting post-pandemic book, Madness invites readers to ponder some serious modern-day issues and consider moral questions of publicity, social media, and more. How easily are good, kind, thoughtful crowds turned toward a collective and horrifying madness? How well would we stick to our convictions in the face of the seemingly rational, cleverly couched in words we want to hear? And then, what we do if we refuse to be fooled?A fascinating mystery, set in wonderful locations, involving favorite (but very human) characters, and inviting the reader into the debate—I really enjoyed reading this.Disclosure: It was a Christmas present and I love it....more",Notes are private!,0,1,1,not set,"Jan 25, 2022","May 25, 2022",,Hardcover,view (with text),/book/show/56269078-the-madness-of-crowds
191,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Troubled Blood        (Cormoran Strike, #5)","Galbraith, Robert",0751579939,9780751579932,0751579939,944        pp,4.37,"125,916","Sep 15, 2020","Sep 15, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I’ve enjoyed all Robert Galbraith’s Cormoran Strike novels, and this one is no exception. The relationships between characters continues to grow and cI’ve enjoyed all Robert Galbraith’s Cormoran Strike novels, and this one is no exception. The relationships between characters continues to grow and change—indeed the characters themselves are growing as the series progresses. The plot is complex. The side-plots are numerous. And the whole gives a sense of a slice of real investigative life. The fact that this mystery involves a cold case, long neglected, adds an interesting time dimension to the plot. And, as always, the story is filled with memorable characters, curious backstories, red herrings, and a great sense of place. I loved learning more about both the protagonists as the story progressed, and I enjoyed the way their connections are playing out. Looking forward to more.Disclosure: I got this for Christmas and loved it....more",Notes are private!,0,1,1,not set,"Jan 25, 2022","May 25, 2022",,Hardcover,view (with text),/book/show/51807232-troubled-blood
192,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"By Its Cover        (Commissario Brunetti, #23)","Leon, Donna",0802122647,9780802122643,0802122647,237        pp,3.85,"8,803",2014,"Apr 01, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I usually try to start series at the beginning, but this is the first time I’ve had one of Donna Leon’s Commissario Guido Brunetti books on hand, so II usually try to start series at the beginning, but this is the first time I’ve had one of Donna Leon’s Commissario Guido Brunetti books on hand, so I started here and I loved it. Maybe it helps that I’ve just been learning some Italian history (and why Venice is “different”), and I've even been armchair traveling to that famous city. Certainly the waterways, crowds, bridges and buildings of Venice all come to life in the author’s writing. Scents, sounds, sights, and the sighs of the guilty and innocent all feel real. And, despite the underlying darkness and corruption, it feels like a world of light, hope and forgiveness.The mystery is intriguing. The life-style is slow as the slow-moving waters, with time to stop for lunch and talk to family. And the corruption of those unwilling to investigate is merely an obstacle, like water or the weather, to be overcome, not something to be raged over. It all makes for an appealing, calming read, despite the violence and crime. And this novel’s emphasis on books and history is simply the icing on the cake. I really enjoyed it.Disclosure: I borrowed it from a friend. Must be time to start my own Donna Leon collection!...more",Notes are private!,0,1,1,not set,"May 25, 2022","May 25, 2022",,Hardcover,view (with text),/book/show/18467799-by-its-cover
193,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Water Dancer,"Coates, Ta-Nehisi",,,,416        pp,4.07,"110,065","Sep 24, 2019","Sep 24, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A novel that balances the horrors of slavery with the wonders of magic, The Water Dancer carries the reader along with a boy whose existence spans twoA novel that balances the horrors of slavery with the wonders of magic, The Water Dancer carries the reader along with a boy whose existence spans two cultures—slave son of a rich and possibly foolish man, and beloved son of a woman who danced on water. Stories of water dancing, escape, and mystical travel are just a background myth as this novel progresses. Hiram’s life and trials are all too real, even when his father brings him into the house, clothes and protects him, but fails to offer any permanent change. Hiram stays true to the mother who cared for him after his own mother was lost, the people who stood by him, and people he intends to stand up for as he grows older. But he lives in the south where standing up is forbidden, and he struggles to find his way.From south to north, from magic to reality, from despair to hope, The Water Dancer is a novel that spans cultures and fears, and builds to a place where the impossible might be achievable—maybe even walking on water—if only we believe enough, honestly and deeply enough to try. The writing is lyrical, the storyline is darkly compelling, and the possibilities are more than we can imagine. A truly powerful tale.Disclosure: I was given this for Christmas and really enjoyed it....more",Notes are private!,0,1,1,not set,"Apr 25, 2022","May 25, 2022",,Hardcover,view (with text),/book/show/43982054-the-water-dancer
194,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Matrix,"Groff, Lauren*",1594634491,9781594634499,1594634491,260        pp,3.68,"56,688","Sep 07, 2021","Sep 07, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Lauren Groff’s Matrix convincingly portrays the worlds of France and England, and the sacred and profane, in the time of Eleanor of Aquitaine, variousLauren Groff’s Matrix convincingly portrays the worlds of France and England, and the sacred and profane, in the time of Eleanor of Aquitaine, variously queen of two countries in the 1100s, and wife of Henry II. While Eleanor rules a world of people and politics, protagonist Marie is sent to “rule” in a nunnery. But there she finds visions to replace her dreams, a family of women to replace the spouse and children she might have hoped for, and plans and purpose enough to rule a small kingdom of her own.Sensuous, complex, convincing and clever, the novel recreates life in the middle ages, peoples it with wholly believable characters and motivations, and draws the reader in to a very complex and different way of life, well-disguised as simplicity.Readers looking for conventional love and romance should probably look elsewhere, but those who love complexity and tales of powerful women will find much to enjoy in this oddly enticing, well-crafted, complex and well-researched novel.Disclosure: I got it for Christmas and I really enjoyed it. ...more",Notes are private!,0,0,1,not set,"Feb 25, 2022","May 25, 2022",,Hardcover,view (with text),/book/show/57185348-matrix
195,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Silverview,"le Carré, John",0735244464,9780735244467,0735244464,224        pp,3.67,"19,752","Oct 12, 2021","Jan 01, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Blending quiet country life with the arrival of a mysterious stranger and the twists and turns of espionage, John Le Carré’s Silverview is a short, enBlending quiet country life with the arrival of a mysterious stranger and the twists and turns of espionage, John Le Carré’s Silverview is a short, enticing novel, filled with thought-provoking problems and human spirit. It’s beautifully English, intricate, and haunting. And it echoes to the complexities of life’s small kindnesses, fierce rights and wrongs, safety and the conundrum of seeking a world worth saving. Equally convincing in its coverage of times past and the quiet erosion of dreams, it left me sad and awed at a perfect ending—a masterpiece.Disclosure: I enjoyed his earlier books and I was delighted to get this one for Christmas....more",Notes are private!,0,1,1,not set,"Feb 25, 2022","May 25, 2022",,Hardcover,view (with text),/book/show/58133677-silverview
196,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dogsong,"Paulsen, Gary",0689827008,9780689827006,0689827008,176        pp,3.68,"6,473","Dec 31, 1985","Jul 01, 1999",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Author Gary Paulson brings readers to a place and way of life that are quickly disappearing, bringing a world of snow and ice to life, carrying the reAuthor Gary Paulson brings readers to a place and way of life that are quickly disappearing, bringing a world of snow and ice to life, carrying the reader with the speed and danger of the dog-sled, and offering dreams and encounters that create life, myth, and song. Young Russel Susskit knows he is missing something in his life. The dogs miss their purpose. The shaman misses the needs and future that held him in thrall. And now a new way begins, a new song sings on the air, and Russel will learn who he is, and what it means to be alive. The story is short, swiftly and beautifully told, and perfect for readers willing to ask questions, dream, and learn.Disclosure: I found it in a library and fell in love with it....more",Notes are private!,0,0,1,not set,"May 25, 2022","May 25, 2022",,Mass Market Paperback,view (with text),/book/show/760848.Dogsong
