,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Maxwell's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Memory Police,"Ogawa, Yōko",1101870605,9781101870600,1101870605,274        pp,3.73,"88,714","Jan 26, 1994","Aug 13, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What do we do when we start losing sense of the world around us—when everyday life becomes unrecognizable and that disconnect becomes debilitating?What do we do when we start losing sense of the world around us—when everyday life becomes unrecognizable and that disconnect becomes debilitating? How do we make our mark when we are being silenced? And what can a single person do in the face of so much chaos and uncertainty?These are all questions excellently explored in Yoko Ogawa's quiet dystopian novel, The Memory Police: a story of an unnamed author living on an unnamed island where things regular are 'disappeared' by a militant organization called The Memory Police. One day roses are gone, petals flowing away down the river to the sea never to be seen again. Another day, calendars vanish and leave the citizens with no sense of time. Inspired by Anne Frank and her family's story, Ogawa writes into this narrative a man, R, who does not lose his memory as these things fade away. So the narrator helps hide him from the Memory Police in a secret room in her house to preserve his life and his memories of the things taken from their community.In ways this reminded me of a childhood class,  The Giver by Lois Lowry, and blurbs compare it to Orwell's 1984 and Bradbury's Fahrenheit 451 which I think are apt. There's a timeless quality to this story, perhaps because of the characters' and location's anonymity, as well as the parable-like quality to the writing. The story is not heavy-handed in its message, in my eyes; in fact, I think it's quite open at the end, and the 'book within a book' elements leave a lot to be interpreted (and perhaps, desired, if you want a more clear-cut story). I, however, enjoyed the journey and its rumination on these larger themes, while being told in an almost cozy way. This calm atmosphere—you can almost feel the constant presence of snow and how it dampens the characters' world—comes on slowly and pulls you along until you, like the characters, are met with a seemingly inevitable ending.A compelling and creative take on the genre with an excellent translation by Stephen Snyder!...more",Notes are private!,3,56,1,"Jan 15, 2024","Jan 17, 2024","Dec 31, 2023",,Hardcover,view (with text),/book/show/37004370-the-memory-police
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The West Passage,"Pechaček, Jared",1250884837,9781250884831,1250884837,384        pp,4.53,30,"Jul 16, 2024","Jul 16, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 29, 2023",,Hardcover,view,/book/show/195790798-the-west-passage
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ragged Company,"Wagamese, Richard",,,,378        pp,4.36,"5,531","Aug 12, 2008",2009,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"If there's one thing Richard Wagamese knows how to do it's make you feel. He is able to tap into the emotional core of his characters, and in turn tapIf there's one thing Richard Wagamese knows how to do it's make you feel. He is able to tap into the emotional core of his characters, and in turn tap into the reader's very soul, better than many authors I've read from. And while his craft and storytelling isn't always technically perfect, it's that raw, undefined quality that shines through his stories that makes them so memorable and powerful. In Ragged Company we follow five protagonists, four of whom are homeless: One for the Dead (Amelia One Sky), Timber, Digger and Double Dick. During a particularly bitter winter storm the group seeks shelter in a movie theater where they meet soon-to-become fifth member of their ragged company: Granite, a retired journalist. After Digger discovers an unclaimed lottery ticket that ends up winning them $13.5 million, we follow this crew as we see how life off the street brings old memories and troubles to the surface, and how they lean on one another to overcome their past traumas.Within each of the four main parts of this novel are smaller sections that regularly switch between all five protagonists who all have distinct narrative voices. I enjoyed hearing from all of them, even if, compared to other Wagamese novels I've read, it was an adjustment following so many characters. We learn a lot about their presents and their pasts through each section, as Wagamese slowly doles out information.My only minor quip with this story is its tendency to lean into melodrama. Perhaps because of the nostalgic quality and reflective tone of the story, it can tend to come across as cliche or platitudinal, with characters either speaking or narrating in quotes that you imagine printed on a poster about life, love, family and home. Don't get me wrong, I think it's beautifully written, but it does come across occasionally as a bit simplistic.But I'm biased because I love Wagamese and trust that by the end he will weave it all together to make an unforgettable story. I also trust him to handle this material, especially about the homeless experience (and Granite's job as a journalist) because of his personal experience with these things; at least, more trusted than other author's who might try to tackle the same subject matter.I wouldn't necessarily recommend this as someone's first Wagamese—it's a bit longer than his other works, more meandering/meditative and character-driven—but it's a fine addition to his oeuvre and one I'm glad to have read!...more",Notes are private!,0,15,1,"Jan 19, 2024","Jan 22, 2024","Dec 25, 2023",,Paperback,view (with text),/book/show/55250580-ragged-company
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tokyo Ueno Station,Yū Miri,0593088026,9780593088029,0593088026,180        pp,3.48,"22,914","Mar 19, 2014","Jun 23, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A kaleidoscopic, dreamlike novel that examines the imperial might of Japan through the lens of an everyday citizen fated (?) to live a life in the shaA kaleidoscopic, dreamlike novel that examines the imperial might of Japan through the lens of an everyday citizen fated (?) to live a life in the shadows. Kazu is a ghost haunting Ueno Park in Tokyo. After a life devoid of any luck, he’s invisible to the world around him after dying homeless and without his family. Born on the same day as the Emperor in 1933, his life serves as a foil to the privilege of royalty & wealth, asking: what truly separates mankind from one another? Is it luck or something more deliberate?The writing is quite fractured at times. Starting off almost as a poem and then moving through recollections, history lessons, overheard conversations, transit announcements and more, the prose weaves between voices in a sort of dreamy state. Kazu is, after all, a ghost haunted by the past and inhabiting a vague present. I loved certain aspects of this, namely the parts about Kazu’s personal life, his childhood and family life and the effects that his ‘fate’ had on his circumstances. I found those elements incredibly moving and sad. However, at times to give us context or try to establish parallels and make points about larger social issue, Miri gives these sort of history lessons delivered by another homeless man, Shige, and I thought those were a bit dull and took me out of the story. I understand why they were there but I didn’t find them as interesting and it really slowed down the narrative thrust of Kazu’s story. While it was a bit uneven, I enjoyed this story for the most part. I found it sympathetic to an audience that’s almost always overlooked and I feel like if I had a bit more context for modern Japanese history I would’ve enjoyed some of the more didactic bits even more. ...more",Notes are private!,0,14,1,"Dec 24, 2023","Dec 28, 2023","Dec 24, 2023",,Hardcover,view (with text),/book/show/48890205-tokyo-ueno-station
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"This Could Be Us        (Skyland, #2)","Ryan, Kennedy*",1538706822,9781538706824,1538706822,416        pp,4.49,"9,747","Mar 05, 2024","Mar 05, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I want to preface this by saying I recognize I am not the intended demographic for this book, so please take my  with a grain of salt. However, I want to preface this by saying I recognize I am not the intended demographic for this book, so please take my  with a grain of salt. However, I did read the first book in this series last year ( Before I Let Go) and I thoroughly enjoyed it. So when I heard this one was coming out I eagerly anticipated it, as I don't read a ton of romance and was happy to have a new book from an author I had previously read and enjoyed. I went to Netgalley and requested an early copy (thanks publishers!) which I have now read, and here are my thoughts.This book follows Soledad who is a wife to Edward and mother to three daughters. Her life is very home-centric. Her role is that of wife and mother, primarily, and has been for going on nearly 20 years. When the plot of this book kicks off, it completely upends that forced dependency her bread-winning husband has created for her and in that journey to caring for her daughters and herself she rediscovers the inner strength she didn't realize she had lost. Along the way, there's also a complicated, sort of forbidden romance with Judah, a divorced father of two boys with autism. Does that sound like a lot? Because, it is. And I think despite there being so much good in this book, there just isn't enough space to explore in depth what Kennedy Ryan tries to, even at over 400 pages!I felt the characters lacked from the start, and since this is a romance, but also a story of a contemporary woman tackling real issues, it made everything seem a bit surface level and not as hard hitting as the issues discussed in Before I Let Go. We don't really get a complete picture of Soledad (as I described her above) before the inciting incident of the novel. So while we are supposed to be rooting for her, we are still getting to know her. I thought the male main character Judah had more depth early on and expected a bit more of that from Soledad. Plus, and I want to avoid any spoilers here since the book isn't even out yet, there is very little on page time between Soledad and Judah for a majority of the book. It's more about their separate storylines, with his story turning from that of a father and his sons to a man who thinks about Soledad all the time. And her journey, which includes becoming a viral social media star (over a vinaigrette recipe?!) felt convenient and personally just not that interesting or believable.This book is very dialogue heavy, too. And unfortunately most of the exposition or character development is done through stilted conversations between the characters where they explain stuff to each other for the reader's edification, which makes the dialogue feel unnatural. I would've much rather the characters speak like normal people, and since the book is written entirely in first person, each character narrating their chapter could have just directly addressed the reader or made comments to themselves about things we needed to find out. Because the dialogue suffered and the book relies so heavily on characters speaking, it definitely brought down my enjoyment of the book.I am hoping some of these issues are resolved in the final edits before the book is published. I can't quote the book here because I read an early copy, but I really don't remember having these issues with Before I Let Go, which made reading this feel like it was from a completely different author.I see a lot of really positive early s, so again, take my  with some pause and if you are still interested in reading this one, go for it. I think between those more technical issues and my disinterest in what type of romance this turned out to be, I didn't have the best time with it. But I am still willing to pick up the next book in the series when it comes out next year following Hendrix's character, when I'm in the mood for something light and romantic. I think her story could be really fun!...more",Notes are private!,0,17,1,"Feb 20, 2024","Feb 22, 2024","Dec 15, 2023",,Paperback,view (with text),/book/show/182762109-this-could-be-us
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Great Expectations,"Cunningham, Vinson",0593448235,9780593448236,0593448235,272        pp,3.49,357,"Mar 12, 2024","Mar 12, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"DNF @ 25%I gave this one a good try, reading about 65 pages, but it’s just not engaging me and I don’t feel like forcing myself to the end and potentiDNF @ 25%I gave this one a good try, reading about 65 pages, but it’s just not engaging me and I don’t feel like forcing myself to the end and potentially giving it a negative . The story follows a young Black man in the year or so leading up to the 2008 election as he works for “the Senator“(a.k.a. Obama). I really liked the sound of this premise, however, that’s only a small portion of what the book really is. There’s a lot of meditations on religion and education, as the main character, David, is discovering himself after failing out of college. His work on the campaign takes him to many different places, and he sees wealth And power exploited in the name of politics.However, I can’t help but feel this would have been more interesting as a memoir or collection of essays from the author, as David, the main character is clearly a stand-in for the author himself. I think books, like this can work in terms of auto-fiction, with the author drawing clear parallels between their characters and their own experiences. But I just didn’t feel the form of a novel was being utilized to its full capacity here. There was no deeper character exploration or through-line in terms of plot or themes (at least not by the end of Part 1, nearly a quarter of the way into the novel), that pulled me forward and made me want to read more. The author is clearly a skilled writer at a sentence level, but that wasn’t enough for me to stay engaged.If readers can look past the issues I had with this novel (because I do acknowledge my ‘problems’ with it were just personal preferences), then I think there is a lot to enjoy here. It just wasn’t for me. [Thanks to the publisher for sending me an early copy for . All thoughts and opinions are my own.]...more",Notes are private!,1,26,0,not set,not set,"Dec 15, 2023",,Hardcover,view (with text),/book/show/139400711-great-expectations
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Friends,"Matar, Hisham",081299485X,9780812994858,B0C1YHGQN1,399        pp,4.35,"1,011","Jan 09, 2024","Jan 09, 2024",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"When the book begins in 2016, Khaled is saying goodbye to his old friend and exiled author, Hosam Zowa, at King's Cross Station in London as Hosam heaWhen the book begins in 2016, Khaled is saying goodbye to his old friend and exiled author, Hosam Zowa, at King's Cross Station in London as Hosam heads back to Paris where they met and spent time together over 20 years before. After Hosam's departure, Khaled begins the long walk back from the station to the apartment he's lived in for three decades, and along this meandering and meditate walk he dives into the history that brought him to London from Libya so many years ago.As a child in Libya, Khaled heard a bizarre but compelling short story on the BBC radio about a man who was slowly eaten by his cat, piece by piece, until finally the man resists with a single word: ""No."" This story, written by Hosam Zowa, would transform Khaled's life, pushing him to go to Edinburgh to study literature where he meets a fellow Libyan young man named Mustafa. Eventually, Mustafa convinces Khaled to go down to London to attend a protest outside the Libyan embassy against Gaddafi's dictatorship in 1984. While attending the protest, the two men are shot; yet their survival renders them static—unable to return to school for fear of exposure as radicals against Gaddafi's regime by fellow Libyan spies or their homeland for being wanted for their purported crimes. With this narrative, Hisham Matar expertly weaves together meditations on what it means to have a home, to be at peace with the world around you, to make a life for oneself after unimaginable tragedy. The title alludes to advice Khaled's father gives him when leaving home, that he only need a few good friends and work to make a life, as he also warns him not to get sucked into 'their world,' to keep a firm grip on his reality and maintain a strong sense of self. This novel is also deeply political—as all books are—and considers the role that writers have in revolution. From Hosam Zowa's powerful short story that so deeply impacts Khaled's life to the many writers he studies in university and whose homes across London (from Virginia Woolf to Robert Louis Stevenson) Mustafa turns into a sort of pilgrimage to visit. Some books get their hooks in you from the very start. Others steadily grow on you, never quite leaving your mind while you aren't reading them. This was the latter; a book I wanted to return to again and again, a book I wanted to speed through but also take my time with to savor the experience. The novel opens:""It is, of course, impossible to be certain of what is contained in anyone's chest, least of all one's own or those we know well, perhaps especially those we know best, but, as I stand here on the upper level of King's Cross Station, from where I can monitor my old friend Hosam Zowa walking across the concourse, I feel I am seeing right into him, perceiving him more accurately than ever before, as though all along, during the two decades that we have known one another, our friendship has been a study and now, ironically, just after we have bid one another farewell, his portrait is finally coming into view."" When I completed the novel last night, I immediately turned to that beginning and revisited the first 20 pages. To my surprise, the ending was there all along; Khaled had detailed so much of what we, much later, come to know—and yet he had taken us, over the course of a single night's walk back, through history as he finally returns home that I'd lost myself along the way only to feel, at the end, like one of his friends. His view of Hosam Zowa could very well be our view of him, and this book a kind of friendship between him and the reader....more",Notes are private!,2,78,1,"Jan 08, 2024","Jan 12, 2024","Dec 15, 2023",,Hardcover,view (with text),/book/show/127488823-my-friends
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"1Q84        (1Q84, #1-3)","Murakami, Haruki",0307593312,9780307593313,0307593312,944        pp,3.94,"259,639","May 28, 2009","Oct 25, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 15, 2023",,Hardcover,view,/book/show/10357575-1q84
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Enon,"Harding, Paul",,,B00BVJG3BY,257        pp,3.39,"2,981","Jun 07, 2013","Sep 10, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 15, 2023",,Kindle Edition,view,/book/show/40019326-enon
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Tie That Binds,"Haruf, Kent",0375724389,9780375724381,0375724389,246        pp,4.11,"9,184",1984,"Mar 01, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 15, 2023",,Paperback,view,/book/show/126862.The_Tie_That_Binds
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Where You Once Belonged,"Haruf, Kent",0375708707,9780375708701,0375708707,176        pp,3.93,"6,701",1990,"Mar 01, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 15, 2023",,Paperback,view,/book/show/843792.Where_You_Once_Belonged
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Get Filthy Rich in Rising Asia,"Hamid, Mohsin",1594632332,9781594632334,1594632332,222        pp,3.81,"22,492","Mar 01, 2013","Mar 04, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This story follows 'you' (told entirely in 2nd person) as you grow up in poverty but make your way into the upper echelons of society through cunning This story follows 'you' (told entirely in 2nd person) as you grow up in poverty but make your way into the upper echelons of society through cunning and business savvy. Each chapter is framed as a piece of advice or tip for getting rich and starts with a snarky analysis of self-help books and how this one is different. I enjoyed that aspect a lot; it set the book apart from just a traditional rags to riches tale. All in all, a fun read with a surprisingly emotional ending....more",Notes are private!,3,17,1,"Jan 29, 2024","Jan 31, 2024","Dec 15, 2023",,Paperback,view (with text),/book/show/18114229-how-to-get-filthy-rich-in-rising-asia
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Vernon God Little,"Pierre, D.B.C.",,,,279        pp,3.61,"32,394",2003,"Jun 09, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 15, 2023",,Paperback,view,/book/show/15733903-vernon-god-little
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Country Girl,"O'Brien, Edna",031612270X,9780316122702,031612270X,368        pp,3.49,"2,095","Sep 24, 2012","Apr 28, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 15, 2023",,Hardcover,view,/book/show/15790829-country-girl
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Trespasses,"Kennedy, Louise",0593540891,9780593540893,0593540891,304        pp,4.02,"33,145","Apr 14, 2022","Nov 01, 2022",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Womp womp. This was a book I figured I'd love because I'm a huge Irish literature nerd. But something about this story just did NOT work for me. I didWomp womp. This was a book I figured I'd love because I'm a huge Irish literature nerd. But something about this story just did NOT work for me. I didn't really understand Cushla's motivations at all. I felt that the events of the novel happened to her, but the focus of the story wasn't really about her reactions to these events at all so she felt like she had no agency within the story (not criticizing whether or not she as a character believably would or would not have agency in her time). Idk, I just felt like nothing that happened before the 70% mark was really interesting or impactful. The one 'twist' was surprising to me, but once it happened I immediately pegged who was responsible because I had been suspicious of that character the whole book. It just felt a bit hollow to me which was not what I expected....more",Notes are private!,2,27,1,"Nov 28, 2023","Nov 29, 2023","Nov 30, 2023",,Hardcover,view (with text),/book/show/60417483-trespasses
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Crossings,"Landragin, Alex",1250259045,9781250259042,1250259045,384        pp,3.85,"8,211","Jul 28, 2020","Jul 28, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 29, 2023",,Hardcover,view,/book/show/51170065-crossings
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,House of Caravans,"Suneja, Shilpi*",,,B0BSFTJQCC,318        pp,4.34,35,"Sep 19, 2023","Sep 19, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 29, 2023",,Kindle Edition,view,/book/show/57696326-house-of-caravans
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Darkly,"Pessl, Marisha*",0593706552,9780593706558,0593706552,416        pp,4.60,5,Oct 2024,"Nov 12, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 27, 2023",,Hardcover,view,/book/show/208430757-darkly
