,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Peter's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Great Mistake,"Lee, Jonathan*",0525658491,9780525658498,0525658491,304        pp,3.59,"2,517","Jun 15, 2021","Jun 15, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This captivating novel focuses on the life of Andrew Haswell Green, the man who is considered ""the Father of Greater New York."" The story begins with This captivating novel focuses on the life of Andrew Haswell Green, the man who is considered ""the Father of Greater New York."" The story begins with his death, murdered outside his front door by a distressed individual named Cornelius Williams. The book then splits into two narratives. The first takes a look at highlights from Green's life. We learn about his humble beginnings, working on the meagre family farm. In his teens, he is sent to New York to become an apprentice in a general store, in the hopes of setting him on the path to earn a respectable living (""His family feared he might one day succumb to the catastrophe of being a poet""). There he falls under the spell of the two real loves of his life - books, and his great friend Samuel Tilden. The second plot strand takes a look at the investigation into Green's death, led by the capable Inspector McClusky, who tries his best to understand the motive behind the murder.The Great Mistake is billed as historical fiction, but it's all based on events in the life of a real person, so a 'reimagining' might be a more accurate description. I had never heard of Green before reading the book, and I was amazed to learn about the enormous impact he had on New York City, being responsible for the creation of Central Park and New York Public Library, among many other significant projects. The story also captures Green's profound loneliness and I found this quite moving. He was obviously gay, though never able to publicly acknowledge the fact, and his repressed sexuality only served to drive him further into himself. His close friendship with Tilden seemed to be a single source of comfort, and though it appears his deeper feelings were reciprocated, they both held back from pursuing a relationship. Lee also paints a vivid picture of a bustling and booming New York, a melting pot of multiple cultures, still scrabbling to forge its true identity. I didn't find the police investigation quite as riveting as other ers, but that's probably down to my own personal preference. The Great Mistake is an immersive, poignant tale, and a fitting tribute to the life of a man who deserves to remembered.Favourite Quotes:""He loved this city. He hated it. It was a cathedral of possibilities, it would never settle down, it might remember him or it might forget him, there was a sense of no control...""""He likes the way the slightest impressions are magnified at this early hour: the distant crack of a cratemaker’s hammer; the flat beauty of a flake of downtrodden tobacco; the vendor pulling a cart out of the shack on the other side of the street, ears all aquiver with the effort. This is an area of hatters and druggists, of print shops and bookstores, of hackney coachmen waiting on corners praying for rain.""""Eighty-three years old. A lifetime of being a bachelor. This extended life of aloneness might have an effect on a man’s character, might it not? Independence might have rusted into obstinacy.""""You wake up one day and realize you are a different person. That seems to be how life happens, how it establishes its patterns. The adult becomes a stranger to the boy he used to be. You become distant from everybody, especially yourself, even if, in the secrecy of your heart, you feel mostly unchanged.""""And was it so bad, really, to be plagued by regret? Might our private loneliness, our most crushing inner fears, push us outward, at times, into greater public good? The building of bridges, of open spaces, of consolidated places where others might feel less alone? Is such an idea too ridiculous to form the foundation of action, or inaction?""...more",Notes are private!,0,32,1,"Jun 09, 2021","Jun 13, 2021","Jun 09, 2021",,Hardcover,view (with text),/book/show/55502632-the-great-mistake
137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,White City,"Power, Kevin",1398506699,9781398506695,,unknown,3.67,695,"Apr 15, 2021","Apr 15, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Kevin Power burst onto the Irish literary scene in 2008 with Bad Day in Blackrock, which was later turned into an acclaimed film by Lenny Abrahamson. Kevin Power burst onto the Irish literary scene in 2008 with Bad Day in Blackrock, which was later turned into an acclaimed film by Lenny Abrahamson. We've had a while to wait for his second novel, and Power recently gave a fascinating account of his writing struggles in the Irish Times. But White City has finally arrived, and it is a pleasure to be back in his capable hands.Like Power's debut, it's also a tale of privilege and greed involving a wealthy family from Dublin's southside. Our narrator is 27-year-old Ben, son of a highly successful banker. Ben has drifted through the majority of this life of luxury, with faint ambitions of becoming a writer. His relationship with his parents is distant at best. And lately things have begun to fall apart. For one thing, he is telling his story from a rehab facility called St Augustine's, his drug habit having finally got the better of him. His father is being investigated by the authorities for embezzling an eye-watering sum of money. His relationship with girlfriend Clio is on the rocks. And he seems to have got himself into trouble with some kind of shady property deal. Ben's problems keep mounting and St Augustine's might be his last chance at figuring his life out.Ben is a difficult character to warm to. He's a total narcissist, which Clio regularly tells him. He's selfish and self-destructive - the number of drugs he takes just to get through the day signifies much deeper issues. Yet's he's also self-aware, looking back on past deeds, and this is the one reason why I would cut him some slack. He realises now that he has acted like a horrible person. He's quite hard on himself and there are hints of his intentions to change his ways.Power writes brilliantly about affluence and avarice in post Celtic-Tiger Ireland - the sense of entitlement embedded in this private-school educated set, their in-built arrogance and gigantic egos. The fact that he manages to generate any sympathy at all for Ben's plight is some feat. If I was to criticise the book in any way, I would say that the Serbian-based chapters didn't always ring true. Some of the characters in those pages felt a bit clichéd and two-dimensional. But maybe I'm nitpicking. I found so much to admire in this captivating, witty tale. Power is such a deft and perceptive writer, and I hope we don't have to wait as long for his next work of genius....more",Notes are private!,0,30,1,"May 31, 2021","Jun 07, 2021","May 31, 2021",,Audiobook,view (with text),/book/show/56695697-white-city
138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Thursday Murder Club        (Thursday Murder Club, #1)","Osman, Richard",,,B07S5D5TH7,382        pp,3.89,"475,956","Sep 03, 2020","Sep 03, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Richard Osman is a well-known UK TV personality and this is his first novel. There has been a bit of a backlash against celebrity authors in recent tiRichard Osman is a well-known UK TV personality and this is his first novel. There has been a bit of a backlash against celebrity authors in recent times - claims that publishers are trading on big names to sell books, with a distinct lack of literary quality about them. But I have to say that this one is different. Osman can certainly write and I'm sure that this will be the first of a very successful series.It's set in a retirement community in rural England, where four elderly friends meet up every Thursday to examine cold cases. It's a bit more exciting than jigsaws and crossword puzzles I suppose. There's Joyce, a chatty and genial sort, who narrates part of the story. Ron is a loud, argumentative fellow whose son was a famous boxer. Ibrahim is a former psychiatrist, an attentive and inquisitive gentleman. And then there's Elizabeth, the most dogged investigator of them all, who has a shady past that might have involved some kind of espionage - nobody is really sure. One day a murder happens on their own doorstep, conveniently enough. Our four heroes decide to take it upon themselves to solve the crime, with the reluctant help of the local police.Osman used to co-present a popular quiz show called Pointless on the BBC, and was famous for his quick wit. He uses those skills to great effect here - the way the quartet run rings around the police and coerce them into revealing information left me quite amused. But I also admired the sensitive way in which the story tackled various problems of the elderly: the loneliness they can face, the difficulties with various ailments, caring for partners who can longer take care of themselves. As for the murder plot though, I'm not sure I can praise it in the same way. It all became quite convoluted and the denouement felt rushed and unconvincing. Maybe I'm being a bit harsh. I did enjoy this book overall and I would certainly read another tale involving Joyce and her intrepid, crime-busting pals....more",Notes are private!,0,32,1,"May 25, 2021","May 30, 2021","May 25, 2021",,Kindle Edition,view (with text),/book/show/46000520-the-thursday-murder-club
139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Say Nothing: A True Story of Murder and Memory in Northern Ireland,"Keefe, Patrick Radden",0385521316,9780385521314,0385521316,441        pp,4.46,"104,732","Nov 01, 2018","Feb 26, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is not a complete history of the conflict in Northern Ireland (good luck fitting all of that into one book!). Instead it takes a look at some keyThis is not a complete history of the conflict in Northern Ireland (good luck fitting all of that into one book!). Instead it takes a look at some key figures throughout the Troubles, specifically on the Republican side. Like Dolours Price, a young woman who was convinced to join the cause after a peaceful protest she took part in was met with Loyalist violence. She ended up carrying out several dangerous missions for the IRA and at one point went on hunger strike. There's also Brendan Hughes, a significant member of the Provos, his military acumen proving invaluable, but a man with many regrets at the end of his life. Most heartbreaking of all, the book investigates the disappearance of Jean McConville, a widowed mother of ten who was kidnapped from a Belfast flat one December night, and never seen again. Patrick Radden Keefe is a journalist for the New Yorker. He has some Irish ancestry on his father's side, but he was never really interested in the Troubles, until he read Dolours Price's obituary, and heard about the Boston College tapes, a secret project where ex-paramilitaries discussed their roles in the conflict. He brings a refreshingly unbiased insight to the subject, and his painstaking research has paid off in spades. Say Nothing is a riveting read, whether it's examining the delicate political situation in Northern Ireland, the nefarious deeds of the IRA or the devastating impact on the families who lost loved ones. Parts of it even read like a thriller - the account of the 1973 London bombings had me on the edge of my seat. The book is most damning of all on Gerry Adams, the former Sinn Fein President who has always denied his membership of the IRA. It leaves no doubt as to his involvement as a leader of that organisation. Whether he will ever face repercussions for those actions remains to be seen. Say Nothing is a stunning achievement: Radden Keefe's exceptional storytelling and dogged reporting shines new light on a society haunted by the memories of past atrocities.P.S. For fans of Patrick Radden Keefe's work, I highly recommend his podcast Wind of Change, which investigates a rumour that a song by a popular German band was written by the CIA. It's much lighter in tone than this book, but no less fascinating. I finished it several weeks ago and I'm still thinking about it....more",Notes are private!,0,23,1,"May 18, 2021","May 24, 2021","May 18, 2021",,Hardcover,view (with text),/book/show/40163119-say-nothing
140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Town Called Solace,"Lawson, Mary",1784743925,9781784743925,1784743925,302        pp,4.03,"24,242",2021,"Feb 18, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This slice of small-town Ontario life is told from three points of view. First we have Clara, an anxious seven-year-old whose elder sister Rose has ruThis slice of small-town Ontario life is told from three points of view. First we have Clara, an anxious seven-year-old whose elder sister Rose has run away from home. Then there's Mrs Orchard, their next-door neighbour, who is currently in hospital. Clara is looking after her cat Moses while she recuperates. And last of all there is Liam, a man in his thirties who knew Mrs Orchard when he was a small boy. These days he's an accountant in Toronto, but he has kept in touch with his old friend in the last few years. Why he appears at her house is a mystery to Clara, but it will soon become clear. Mrs Orchard remembers the happy time they spent together when he was little, though there are also hints at an incident that she regrets. Liam looks through her keepsakes on his visit and the memories come flooding back.Some s have compared this book to the work of Anne Tyler, and I can see why. The plot is not hugely important, it's more a study of some fascinating, lifelike characters. The mysterious link between Mrs Orchard and Liam is teased out over the course of the story. Their interior lives are rendered so vividly as to make them seem real. Recollections of happiness and regret, the events that have shaped them into the people they are today are all conjured with true depth and meaning. I also liked the evocation of rural Canadian life in 1972 - a slower pace, not without its own problems, but with a sense of community that a lonely, broken Liam comes to admire. It's a gentle, introspective story told with real elegance and warmth. I look forward to reading more from this talented writer....more",Notes are private!,0,32,1,"May 11, 2021","May 16, 2021","May 11, 2021",,Hardcover,view (with text),/book/show/53328334-a-town-called-solace
141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Together: Why Social Connection Holds the Key to Better Health, Higher Performance, and Greater Happiness","Murthy, Vivek*",006291331X,9780062913319,,352        pp,4.24,"6,564",2020,"Apr 28, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Vivek Murthy was the US Surgeon General from 2014 to 2017. After his term had ended, he decided to write a book about one of the main health scourges Vivek Murthy was the US Surgeon General from 2014 to 2017. After his term had ended, he decided to write a book about one of the main health scourges he had encountered while travelling around the country. Not smoking, or the opioid crisis, but loneliness.Murthy was shocked by the number of lonely patients he met and their struggles really moved him. He tells the story of James, a baker who worked hard at his job and was good at it. He was single but lived among a community of people that he liked and felt appreciated for who he was. Then James won the lottery, and everything changed. He quit his baking role and moved to a luxury house by the ocean. But his life was no longer fulfilling - he didn't know anybody in this new location and he became withdrawn and angry. Spending most of his time alone at home, he put on lots of weight, contracted diabetes and ended up absolutely miserable.There is scientific evidence that loneliness is a danger to our health. Murthy points to a study carried out by Dr Julianne Holt-Lunstad of Brigham Young University. It found that people with strong social relationships are 50 per cent less likely to die prematurely than people with weak social relationships. It also discovered that the impact of loneliness on reducing life span is equal to smoking 15 cigarettes a day, and that it poses a greater risk than obesity or excessive alcohol consumption.However, Murthy also claims that loneliness ""serves a vital function by warning us when something essential for our survival - social connection - is lacking."" Connecting with other people is the key to beating this hardship, he concludes:""Our greatest moments of joy involve other people - the birth of a child, finding love, reunions with dear friends. And our moments of greatest sorrow often involve separation and loss of those connections - the death of a loved one, a romantic breakup, an irreconcilable dispute with a close friend.""So who is this book for? It's not really a self-help guide for lonely folk. It's more an examination of a heartbreaking condition, providing examples of the suffering it has caused and describing the ways in which it can be tackled. Loneliness is something that many people feel shame about admitting to, and maybe a book like this is a valuable way of opening the discussion, and helping us understand that it is far more common affliction than anybody realises. I wouldn't call Together a groundbreaking work full of stunning observations. But it is a compassionate, thought-provoking read, and I hope it provides inspiration to those who chose to fight this silent, deadly epidemic....more",Notes are private!,0,26,1,"May 04, 2021","May 09, 2021","May 04, 2021",,ebook,view (with text),/book/show/43309159-together
142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Small Pleasures,"Chambers, Clare",1474613888,9781474613880,1474613888,352        pp,3.78,"54,214","Oct 12, 2021","Oct 12, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Jean Swinney lives quite an uncomplicated life. It's the 1950s and she works as a journalist on the North Kent Echo, writing a weekly column that provJean Swinney lives quite an uncomplicated life. It's the 1950s and she works as a journalist on the North Kent Echo, writing a weekly column that provides household tips. Now in her late thirties, she takes care of her elderly mother and spends her free time tending to the garden. One day, the newspaper receives a curious letter. A woman named Gretchen Tilbury claims to have had a virgin birth. Jean is intrigued and volunteers to investigate. She visits Gretchen, who makes quite a convincing case. She also meets her beautiful daughter Margaret, and Howard, her mild-mannered husband. The story brings excitement into Jean's world - if something like this could be true, it would make national headlines. But she also becomes close to the Tilbury family, and feelings begin to stir that she long ago given up on. Jean has never been in a romantic relationship and she has made her peace with this. She even manages to convince herself that her average looks are a blessing in disguise: ""She had no illusions or anxieties about her own lack of physical beauty; her ordinariness, in fact, grew less irksome with every passing year. It had been dispiriting to be plain at twenty, but by forty it hardly mattered. Time had caught up with most of her prettier contemporaries and those with the most to lose seemed to feel its depredations the hardest.""But then love comes into Jean's life, most unexpectedly. I won't mention the subject of her affections for fear of spoilers. But with this person, even before anything has happened between the two of them, she feels: ""nothing but warmth and kindness and the certainty of some feeling not yet declared, but even so accepted and returned.""However, these feelings frighten her - she's terrified of the pain she will suffer if things don't work out: ""She wondered how many years – if ever – it would be before the monster of awakened longing was subdued and she could return to placid acceptance of a limited life. The journey into love was so effortless and graceful; the journey out such a long and laboured climb.""This book works on two levels. First there is the mystery of the virgin birth, which is compelling enough in its own right. But then there is Jean's story: the loneliness she tries not to think about, the happiness which has always seemed so far from reach, now tantalizingly close. She's a shy, good-natured person who has resigned herself to a life of solitude, until something miraculous happens. And as long-term singleton myself, I absolutely rooted for her. The ending, I'm not so sure about. I didn't dislike it, but it seemed (view spoiler)[ unnecessarily cruel (hide spoiler)]. Nevertheless, Small Pleasures is a triumph: a compassionate tale of longing and desire, beautifully told....more",Notes are private!,0,44,1,"Apr 27, 2021","May 03, 2021","Apr 27, 2021",,Hardcover,view (with text),/book/show/51475209-small-pleasures
143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How the One-Armed Sister Sweeps Her House,"Jones, Cherie*",0316536989,9780316536981,0316536989,278        pp,3.69,"15,020","Jan 21, 2021","Feb 02, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This story is set in the fictional location of Baxter's Beach, Barbados. Lala is an 18-year-old woman who braids the hair of tourists to earn money. SThis story is set in the fictional location of Baxter's Beach, Barbados. Lala is an 18-year-old woman who braids the hair of tourists to earn money. She's pregnant and lives with her husband Adan in a run-down shack. Alone at home one night, she feels the baby coming and begins to panic. Running outside to the nearest house, a villa, she presses frantically on the buzzer for help. She hears a loud bang and a piercing scream, and to her surprise, Adan emerges. He's furious at being interrupted, and they get out of there as fast as they can. The baby is born, but the problems begin to mount. Adan won't face up to the consequences of his actions that night, and Lala feels trapped in their marriage, taking the blame for all of their misfortune. Meanwhile, Mira Whalen, the woman whose scream Lala heard, looks back on how her life led to that eventful moment, and realises that things have changed forever.I probably wouldn't have read this book had it not been nominated for the Women's Prize for Fiction, but I'm glad I did. It's a promising debut: Cherie Jones examines an abusive relationship in a nuanced, perceptive manner and contrasts the struggles of the poverty-stricken locals with the wealthy blow-ins. My one complaint is that is that she tries to include the voices of too many characters, which results in some of them feeling underdeveloped. I never really understood the motivations of Adan for example - he seemed like a two-dimensional villain to me. Nevertheless, the author's voice is fresh and assured. She's off to a fine start....more",Notes are private!,0,36,1,"Apr 20, 2021","Apr 25, 2021","Apr 20, 2021",,Hardcover,view (with text),/book/show/53369488-how-the-one-armed-sister-sweeps-her-house
144,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last House on Needless Street,"Ward, Catriona*",1788166167,9781788166164,1788166167,335        pp,3.86,"96,459","Mar 18, 2021","Jan 01, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I'm not gonna lie - this book required some perseverance. When I got to the chapter narrated by a cat, my dedication began to falter. But the high praI'm not gonna lie - this book required some perseverance. When I got to the chapter narrated by a cat, my dedication began to falter. But the high praise from Stephen King on the cover made me reconsider. ""I haven't read anything this exciting since Gone Girl,"" he enthuses. Well that's a heck of an endorsement, I thought to myself, so I better read on.At the beginning we meet Ted Bannerman. And he's a bit of an oddball: he lives in a dirty old house on Needless Street that has boarded-up windows, with his cat Olivia. Ted doesn't have a job or seem to have any friends. He thinks a lot about the past, and he remembers that today is the eleven-year anniversary of Little Girl With Popsicle. This was a six-year old who went missing at a nearby lake. Ted's house was searched at the time and his photo was printed in a local newspaper, but he had a solid alibi and wasn't charged. Her body was never found. The girl's name was Lulu and her older sister Dee hasn't given up on finding her. She eventually tracks down the newspaper photo and identifies Ted from it. Moving into the house next door, she keeps a close eye on Ted's residence and notices some strange events. Also, it seems like there might be another person living with him. Dee is determined to get inside and see for herself, but if Ted really is who she thinks he is, this could be a very dangerous plan.I suppose I would classify this story as a mystery, with some elements of horror. The author does a good job of misdirection, and the explanation for all the peculiarity at the beginning makes total sense by the end. Though I couldn't help feeling a little bit cheated by some of the plot twists, such as (view spoiler)[ the revelation that Dee hasn't been telling the truth about her own role in Lulu's disappearance  (hide spoiler)]. The multiple narrators all have a unique voice, even if I felt some of them worked better than others. However, the main thing that kept me reading was the suspense: I really wanted to find out what happened to Lulu. So I don't agree with Mr King's claim, but I still think this book is a worthwhile read - it's a compelling and unusual mystery that will certainly keep you guessing....more",Notes are private!,0,31,1,"Apr 13, 2021","Apr 18, 2021","Apr 13, 2021",,Hardcover,view (with text),/book/show/54621094-the-last-house-on-needless-street
145,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pure Gold: Stories,"McHugh, John Patrick",1848407912,9781848407916,1848407912,256        pp,4.03,229,unknown,"Feb 10, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The conveyor belt of Irish writing talent shows no signs of stopping. In the past year alone, the likes of Naoise Dolan and Megan Nolan have publishedThe conveyor belt of Irish writing talent shows no signs of stopping. In the past year alone, the likes of Naoise Dolan and Megan Nolan have published debut novels to much acclaim. And with this superb first collection, the name of John Patrick McHugh can be added to the burgeoning list of gifted authors.These eight stories are set on the fictional island of Keel, off the coast of Mayo. And they capture the atmosphere of rural Ireland so well: the air of menace that sometimes lingers beneath the countryside's beautiful facade, the community's reliance on alcohol as a social lubricant, a place where everybody knows your business whether you like it or not.Bonfire tells the story of a couple of young pyromaniacs, who ""hunted after the cocky spark and clunk of the lighter, the peacock-ruffle of a catching blaze, the flame and all its bold promises."" The title tale is about two teenagers who meet up one morning with a terrible hangover, ""glue-lipped, dangling on the border between the horrors and the thirst"". After deciding that the only course of action is for more beer to take the edge off, their drinking plans are interrupted by some unwelcome guests.To be honest, I enjoyed every story in the book, but two stood out in my mind. Howya, Horse is about an eventful house party, one that I feel like I have been to many times in my wilder days. It's funny and surprising, but it's also incredibly perceptive about young relationships, in the same kind of way Sally Rooney has been noted for. And I loved Twelve Pubs, about three men who embark on annual Christmas drinking ritual in the local village. Over the course of a few pages, McHugh imparts so much wisdom about friendship, masculinity and peer pressure, among other subjects.I also thought of Colin Barrett and Kevin Barry while reading this collection. It shares their darker vision of rural Ireland, shot through with devilish humour. But it's unfair to draw too many comparisons to other authors. John Patrick McHugh has a literary voice all of his own, and I'm already looking forward reading more from this exciting new talent....more",Notes are private!,0,34,1,"Apr 06, 2021","Apr 11, 2021","Apr 06, 2021",,Paperback,view (with text),/book/show/56504077-pure-gold
146,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Robin,"Itzkoff, Dave",,,B076B17NZP,527        pp,4.11,"16,790","May 15, 2018","May 15, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I can clearly remember the moment I heard about Robin Williams' untimely passing. I was over at the Fringe in Edinburgh when I turned on the wifi on mI can clearly remember the moment I heard about Robin Williams' untimely passing. I was over at the Fringe in Edinburgh when I turned on the wifi on my phone one morning. It instantly lit up with notifications and messages. This was a human being who had touched many lives - his death was so abrupt and shocking that it felt like the world was mourning. Even though I was supposed to be enjoying my holidays, a sense of sadness overtook me.This book was published not long afterwards. It attempts to uncover the man behind that loud and wacky persona, to investigate what really made him tick. And I think that it succeeds on that level. I also learned a lot of things that I didn't know about Williams, such as:- He grew up a in a wealthy family and lived in a series of mansions as his father moved about in his job with Ford- He was a very bright student and was taking a course in political science before he dropped out to pursue acting- I didn't realise how popular his stand-up comedy was. On this side of the pond, he is mostly known for his movies, so his HBO specials and Grammy for Best Comedy Album were news to me- His first major TV series, Mork and Mindy, was an instant hit, and Williams became a huge star in the US pretty much overnight- His movie career however, consisted of a string of flops for a number of years, until the script for Good Morning Vietnam fell into his lapItzkoff goes into detail about the sheer joy Williams received from performing, the intense rush that it gave him. But he also explores how tough the lifestyle of a comedian really is, and how Robin leaned on drugs and alcohol to get him through it. Even though he often mined it for laughs it in his stand-up routines, he struggled with addiction throughout his life.The book also examines the last of years of Williams' life and it really is tragic to read about. He became extremely paranoid and his whole personality seemed to change. Friends found him unrecognizable. His suicide was a complete shock to his family, but we now know that he had been suffering from Lewy body dementia, a degenerative brain disease. His wife says that he knew he was losing his mind and he kept telling her that he needed to reboot it. For a man identified by his sharp wit, it must have been his worst nightmare.You get a good sense of the kind of man Williams was from reading this book. A comic genius of course, but driven by the need for adulation, and often consumed by insecurity about his abilities. Being the film buff that I am, I would have enjoyed a more in-depth discussion of his movies, particularly the likes of Dead Poets Society and Good Will Hunting. But overall, this biography is a fitting tribute to the blazing talent and sad demise of Robin Williams. He truly was one of a kind....more",Notes are private!,0,23,1,"Mar 30, 2021","Apr 05, 2021","Mar 30, 2021",,Kindle Edition,view (with text),/book/show/36609155-robin
147,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This Sweet Sickness,"Highsmith, Patricia",0393323676,9780393323672,0393323676,288        pp,3.79,"2,811","Dec 18, 1960","Oct 17, 2002",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"There's a new biography of Patricia Highsmith out at the moment. I read a  of it in The Sunday Times a few weeks ago and I was amazed at what anThere's a new biography of Patricia Highsmith out at the moment. I read a  of it in The Sunday Times a few weeks ago and I was amazed at what an unpleasant person it described. Highsmith didn't seem to like people very much and channeled this hate into her characters. I've enjoyed some of the movie adaptations of her work such as Carol and The Talented Mr. Ripley, but I'd never read her novels, so I decided to give This Sweet Sickness a try.The story begins in upstate New York and is narrated by David Kelsey, a young chemist. He's a man with a problem: his true love Anabelle is married to somebody else. But David is certain that everything will work out in the end. During the week he lives in a boarding house with various nosy and interfering inhabitants. The weekends though, he spends at a house in a nearby town, purchased under a fake name. He believes this dream home will be enough to win Annabelle over and often fantasizes about her presence there. David doesn't have many friends - there is an office colleague named Wes that he sometimes shares a drink with. And a girl called Effie at the boarding house who seems to have a crush at him. They are merely distractions from his grand plan - David will win Annabelle's affections, no matter the cost.This Sweet Sickness is an incredibly creepy tale of infatuation and unrequited love. Highsmith does an amazing job of getting inside an obsessive mind. David is utterly deluded throughout - anyone can see that Annabelle has no interest in him, and she's too polite to tell him to get lost. Every kind of setback in his conquest is put aside - he is absolutely determined that they will end up together. And the character of Effie is a clever invention, a girl who is just as besotted with him as he is with Annabelle. Yet David sees her as pathetic, an annoyance. He's a calculating, devious individual but his lies eventually get him into trouble. It's an uncomfortable yet gripping read, a psychological thriller that demonstrates Highsmith's rare ability to imagine the motivations of tormented and depraved characters....more",Notes are private!,0,20,1,"Mar 23, 2021","Mar 28, 2021","Mar 23, 2021",,Paperback,view (with text),/book/show/768987.This_Sweet_Sickness
148,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Transcendent Kingdom,"Gyasi, Yaa*",,,,264        pp,4.11,"146,881","Aug 31, 2020","Sep 01, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I was a big fan of Yaa Gyasi's Homegoing, a daring, sweeping debut that spanned generations and continents. So I needed no encouragement to read her fI was a big fan of Yaa Gyasi's Homegoing, a daring, sweeping debut that spanned generations and continents. So I needed no encouragement to read her follow-up novel, the highly-anticipated Transcendent Kingdom. And it turns out that this is a much more reflective, intimate tale than its predecessor.Gifty is a 28-year-old scientist, born in Huntsville, Alabama to Ghanian parents. At the beginning of the story, she tells us that her mother has fallen into a deep depression and that this is the second time in her life that it has happened. The family pastor sends her to stay with Gifty at Stanford, but as soon as she arrives, she takes to bed. Gifty tells her about her work, in which she experiments on mice to study the neurological effects of addiction. However, her mother shows no interest, only asking Gifty if she still prays. She has always been a deeply religious woman, and Gifty was brought up in the same tradition, but her faith has wavered in recent years. Gifty also thinks back to her childhood and the family tragedy that initiated her mother's first depression.This a sad and quiet novel about a lonely young woman. Gifty has been so haunted by the effects of addiction on her family that she makes it her life's work to understand the condition. And this seems to be at the cost of her personal happiness, as the few friends she spends time with in Stanford are all through her job. She also wrestles with the question of science versus religion quite a bit. Even though her colleagues are quick to dismiss the Church, and she has drifted from it herself, there are Christian values that she still holds dear.To be honest, I missed the scope and ambition of Homegoing, but I suppose it shows that Yaa Gyasi can write personal, smaller-scale stories too. It's a moving tale of grief and addiction that asks some difficult questions. It's also an eye-opening portrait of the immigrant experience. I don't know what this talented writer is going to try next, but I'm intrigued to find out....more",Notes are private!,0,38,1,"Mar 16, 2021","Mar 22, 2021","Mar 16, 2021",,Hardcover,view (with text),/book/show/48570454-transcendent-kingdom
