,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Blaine's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
324,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dressed for Death        (Commissario Brunetti, #3)","Leon, Donna",,,B0097D7DMY,287        pp,3.94,"15,567",1994,"Dec 30, 2008",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Donna Leon, I am sorry! I apologize for not reading any of your books until this year (2020). I LOVE THIS SERIES!!! Set in Venice, I love the plots anDonna Leon, I am sorry! I apologize for not reading any of your books until this year (2020). I LOVE THIS SERIES!!! Set in Venice, I love the plots and characters. Just another super job with Commissario Brunetti. This time he is on the trail of a murderer who has killed a man who is found in the field outside a slaughterhouse. What makes this different is that the man is wearing red womens shoes and a red dress. Was he a cross-dressing whore? Was he a closet gay man? What is the story behind this man, and who is he. Heck we do not even know that much for almost the first 100 pages. Just a really good plot and writing. We have quite a few deaths that derive from this initial murder and all of them seem to be connected to a Morality League, but yet there is no physical evidence of this. Here we are kept waiting until the very end for justice to prevail, or at least we hope it will! Filled with local Venetian landmarks, humor, and murder, we find Brunetti at his very best. Also a new character, Elettera who is the secretary for Vice-Questorre Patta (who himself has problems!!). Just a really good book. Thanks Donna, and again, I am sorry it took me so long to dive into Commissario Brunetti!...more",Notes are private!,0,30,1,"Aug 18, 2020","Aug 23, 2020","Aug 18, 2020",,Kindle Edition,view (with text),/book/show/19073299-dressed-for-death
325,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Education of Delhomme,"Burkhalter, Nancy",1732950857,9781732950856,1732950857,290        pp,4.09,64,unknown,"Nov 17, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"BIg shoutout to NetGalley and History through Fiction for this wonderful book. Part history, part spy, part music, this is a great and fast read as weBIg shoutout to NetGalley and History through Fiction for this wonderful book. Part history, part spy, part music, this is a great and fast read as we follow the life of Beaulieu Delhomme who begins his adult life going to medical school and after failing rather miserably ends up becoming a piano tuner, and eventually the personal piano tuner for Chopin. Filled with a multitude of historical figures and historical accuracy, we meet many in the art world in 1840's France including George Sand, Liszt, Berlioz, Delacroix and more. We are eyewitnesses to the tumultuous political upheavals that roiled France during this time period, and we follow Delhomme as both a piano tuner and extremely reluctant spy. Not only is he reluctant, he isn't very good!!! Personally and professionally we see he development as an artisan and as a human. This is a book that I have been raving about to friends since I began reading it only a few days ago, and certainly for my reading tastes it as it all: history, espionage and music. Wonderful book, thanks for taking me on this journey to mid-19th century France!...more",Notes are private!,0,18,1,"Aug 05, 2020","Aug 11, 2020","Aug 05, 2020",,Hardcover,view (with text),/book/show/54297701-the-education-of-delhomme
326,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Thursday Murder Club        (Thursday Murder Club, #1)","Osman, Richard",,,B07S5D5TH7,382        pp,3.89,"475,941","Sep 03, 2020","Sep 03, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Just finished this book and really enjoyed this debut mystery novel. Fast read, fun read and lots of red herrings and plot twists. The Thursday MurderJust finished this book and really enjoyed this debut mystery novel. Fast read, fun read and lots of red herrings and plot twists. The Thursday Murder Club is a group of retirees in England who meet every Thursday to go over Cold Cases and try to solve the old crimes. But then actual murder comes to their doorsteps and now this group is trying to solve the crime, and ""help"" the police. 117 chapters and so the action is really always moving and we find out a lot about those in the Murder Club and we also get a very good description of all the characters, the crimes and the investigations. And it appears that by the way the book ends there will be more Thursday Murder Club books in the future!...more",Notes are private!,0,75,1,Aug 2020,"Aug 05, 2020","Aug 01, 2020",,Kindle Edition,view (with text),/book/show/46000520-the-thursday-murder-club
327,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,"Brown, Daniel James*",067002581X,9780670025817,067002581X,404        pp,4.39,"312,294","Jun 04, 2013","Jan 01, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A wonderful book about a group of young men who persevere and overcome major obstacles to become the US Olympic 8-man rowing team in the 1936 Berlin OA wonderful book about a group of young men who persevere and overcome major obstacles to become the US Olympic 8-man rowing team in the 1936 Berlin Olympics. This is a well researched book in which the author was fortunate to have been able to interview one of the last two remaining members of that team, Joe Rantz. We follow the story of Joe from childhood, from his mothers death to his fathers remarriage, to the time his family moved and he was left behind to fend for himself. What a remarkable story of overcoming adversity, and then we get into the story of the University of Washington crew team and the group of athletes who became part of the 1935 Freshman crew and how they spent those intervening 3 years. There were no scholarships and most all of these men had to work over the summer to earn the money to pay their way through each semester of college - one year Joe even worked blasting away rock for the construction of the Grand Coulee Dam! We get to meet these young men, and the author does a great job of detailing the highlights and lowlights of their careers. The triumphs and tragedies and all the obstacles that stood in their way. We get to follow their rivalry with Cal, go with them to Poughkeepsie for 3 years as part of the collegiate rowing championships, and then in 1936 to Princeton for the Olympic trials and finally onto Berlin where they once again had to overcome many hurdles in that Olympic final event. Great writing, great stories and it teaches that the sum of the whole is greater than any one individual. A great and inspirational read. ...more",Notes are private!,0,26,1,"Jul 24, 2020","Oct 27, 2020","Jul 24, 2020",,Hardcover,view (with text),/book/show/16158542-the-boys-in-the-boat
328,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fast Italian meals,"Chapman, Emalee",0892862106,9780892862108,0892862106,168        pp,3.00,2,1983,"Jan 01, 1983",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Just a great book. Simple and easy recipes. Each recipe has only a few ingredients and best of all, you can make most of these dishes in under 20 minuJust a great book. Simple and easy recipes. Each recipe has only a few ingredients and best of all, you can make most of these dishes in under 20 minutes. No photos, but some interesting notes precede a bunch of recipes. One of the other really nice things about this book is that these are recipes for 2 people. So you have just a wonderful book. I have found about 75 recipes that we are going to try!...more",Notes are private!,0,17,1,"Jul 10, 2020","Jul 10, 2020","Jul 10, 2020",,Paperback,view (with text),/book/show/5033053-fast-italian-meals
329,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Between Two Worlds        (The Lanny Budd Novels Book 2),"Sinclair, Upton",,,B07B69M9H1,859        pp,4.31,521,1941,"Jan 19, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Wonderful book, and the second in this long forgotten and unavailable series. This book covers the years of 1919 until 1929 and culminates with the WaWonderful book, and the second in this long forgotten and unavailable series. This book covers the years of 1919 until 1929 and culminates with the Wall Street crash. Very good book in terms of the historical events that our hero, Lanny Budd, gets to witness. My biggest problem with the book is that Lanny in my humble opinion is a rather unlikeable character. Oh, he does nothing wrong, but he seems to go through life living like Oscar Wilde - life is Beauty. Ugh! He is wishy-washy, flighty, and lives above most events. Lots of pages dedicated to him not being able to figure out what he believes. Ends up living with 2 married women (at different times) in the South of France. Has no idea what he wants out of life and when he finally finds someone to marry he refuses to court her because she is rich. By the end, he and his wife are heading back to France and book 3 will probably get us into the rise of Hitler and Franco, since we have already witnessed Mussolini. At 871 pages this one takes time and could easily have been cut down by about 200 pages. But, it is an interesting read, and I have 9 more to go in this series! Looking forward to them....more",Notes are private!,0,18,1,"Jul 06, 2020",Aug 2020,"Jul 06, 2020",,Kindle Edition,view (with text),/book/show/39353986-between-two-worlds
330,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Pot Thief Who Studied D. H. Lawrence        (The Pot Thief Mysteries Book 5),"Orenduff, J. Michael*",,,B07B6BQ4JT,270        pp,4.03,318,"May 12, 2012","Jan 28, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Probably the least satisfying of the first 5 books of the series. The author has minimalized many of the characters we grew to enjoy in his first 4 boProbably the least satisfying of the first 5 books of the series. The author has minimalized many of the characters we grew to enjoy in his first 4 books, he spent most of the first quarter of the book just recounting past book adventures and characters, we ended one romance, got new romances for new characters, stole a pot with no problem, lost a pot that really got minimal mention until the last 5 pages, and all in all it was a weak effort for an author who had done much better in the past. Maybe because it is a locked-room mystery, maybe because there are so many characters we never really know or care much about, but whatever it was just a middling effort. By the way, despite the age discrepancy, it is about time for Hubert and Susannah to realize that they truly meant for each other....more",Notes are private!,0,29,1,"Jul 03, 2020","Jul 06, 2020","Jul 03, 2020",,Kindle Edition,view (with text),/book/show/39406652-the-pot-thief-who-studied-d-h-lawrence
331,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Heart of the Hunter,"Meyer, Deon",,,B007D5UCJY,396        pp,4.01,"1,919",2002,"Mar 06, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is the first book I have read by this author and it blew me away. Great plot and characters, as we have South African state intelligence, counterThis is the first book I have read by this author and it blew me away. Great plot and characters, as we have South African state intelligence, counter-intelligence, and even counter-counter-intelligence. Many innocents caught up in these games. The plot really takes its time to develop and we are not sure who are the good guys, or who is working for whom. A really good book that makes me want to read a lot more of his works. Biggest negative is that I wish there had been a map since I was sort of lost as to where this 2500 km adventure takes the reader....more",Notes are private!,0,28,1,"Jun 29, 2020","Jul 03, 2020","Jun 29, 2020",,Kindle Edition,view (with text),/book/show/19159527-heart-of-the-hunter
332,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Long Son,"Bowen, Peter",,,B07B6BKGZ1,264        pp,4.25,323,"Apr 01, 1999","Mar 13, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Another great entry in this series. Here we get more Métis Indian culture and get involved in killings that are the result of incidents over 100 yearsAnother great entry in this series. Here we get more Métis Indian culture and get involved in killings that are the result of incidents over 100 years prior to this time. This book seems to really start fleshing out all the Du Pre family, their fears and their pride and honor. Just a well written book and makes me glad that all of these are on my Kindle!...more",Notes are private!,0,10,1,"Jun 27, 2020","Jun 29, 2020","Jun 27, 2020",,Kindle Edition,view (with text),/book/show/39793293-long-son
333,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Precious Blood        (The Gregor Demarkian Mysteries Book 2),"Haddam, Jane",,,B072L8C8VS,336        pp,3.86,642,"Mar 01, 1991","Jul 01, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Book 2 in this series and I really enjoy our main character, Armenian-American Gregor Demarkian. Here he is pulled into a series of mysterious deaths Book 2 in this series and I really enjoy our main character, Armenian-American Gregor Demarkian. Here he is pulled into a series of mysterious deaths in upstate New York all of which are tied into the local Catholic Church. There is a lot of Catholic tradition that is a part of the book and sometimes there is a bit too much minutia but the characters are all real and the plot is ingenious. I did feel the book was about 50 pages too long, but it did not detract from the overall enjoyment of the book. Lots of red herrings, lots of fascinating characters and a solid entry in this series....more",Notes are private!,0,10,1,"Jun 23, 2020","Jun 27, 2020","Jun 23, 2020",,Kindle Edition,view (with text),/book/show/38737535-precious-blood
334,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Classic Pasta Cookbook,"Hazan, Giuliano",1564582922,9781564582928,1564582922,160        pp,4.32,120,"Sep 15, 1993","Jan 01, 1993",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Just a wonderful book. Being Italian I have well over 100 different Italian Cookbooks and this is one of the easiest to read and use. Wonderful graphiJust a wonderful book. Being Italian I have well over 100 different Italian Cookbooks and this is one of the easiest to read and use. Wonderful graphics, very good recipes and if you had to choose only 1 cookbook on pasta this one is the definite winner. Hazan and his mother are great Italian cooks and this book is brimming with mouthwatering photos and recipe. All I can say is, ""Mangia, Mangia!""...more",Notes are private!,0,16,1,"Jun 22, 2020","Jun 22, 2020","Jun 22, 2020",,Hardcover,view (with text),/book/show/1175888.The_Classic_Pasta_Cookbook
335,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,JOHNNY CARSON PA,"Bushkin, Bushkin",0544334485,9780544334489,0544334485,320        pp,3.77,"8,580","Jan 01, 2013","Oct 07, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Book started out strong and ended poorly. I did not expect a book of Carson jokes or every inside detail but as the book went on it became more about Book started out strong and ended poorly. I did not expect a book of Carson jokes or every inside detail but as the book went on it became more about the author. As Johnny got more tired of the show, the author seemed to get more tired of writing. OK, but not great....more",Notes are private!,0,15,1,"Jun 21, 2020","Jul 03, 2020","Jun 21, 2020",,Paperback,view (with text),/book/show/20256722-johnny-carson-pa
336,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Death in a Strange Country        (Commissario Brunetti #2),"Leon, Donna",,,B002L4F45E,268        pp,3.93,"18,087",1993,unknown,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Book 2 and I am loving this series set in Venice. Very good plot and characters you quickly get to know and enjoy. Here we have a murder of a US ArmedBook 2 and I am loving this series set in Venice. Very good plot and characters you quickly get to know and enjoy. Here we have a murder of a US Armed Forces soldier in Venice, and who is stationed in Vincenza which is over an hour away. Brunetti is called upon to investigate this crime and along the way another person dies on the base in Vicenza. We also have some other crimes involving the mugging of an important businessman from Milan who was staying at his Venice apartment, and we have the theft of valuable paintings. Really well done, having visited Venice and Italy on numerous occasions the description of the city, the politics, graft, etc. are spot on. And the ending leaves you, as Brunetti feeling that justice has been served! Only 27 more books to go in this series!!!...more",Notes are private!,0,16,1,"Jun 19, 2020","Jun 23, 2020","Jun 19, 2020",,Kindle Edition,view (with text),/book/show/8258599-death-in-a-strange-country
337,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Friends of Freeland,"Leithauser, Brad",0679772707,9780679772705,0679772707,528        pp,3.77,53,1997,"Sep 08, 1998",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Extremely tedious reading. Had a decent premise but it is at least 200 pages too long and terribly meandering.,Notes are private!,0,17,1,"Jun 18, 2020","Aug 23, 2020","Jun 18, 2020",,Paperback,view (with text),/book/show/394137.The_Friends_of_Freeland
338,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dark Place        (Gideon Oliver #2),"Elkins, Aaron",,,B00J84KRUM,276        pp,3.87,"2,174","Jan 01, 1983","Apr 01, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Book 2 of this enjoyable series finds Gideon called in as an advisor to try and help the FBI determine if bones that were discovered in Olympia NationBook 2 of this enjoyable series finds Gideon called in as an advisor to try and help the FBI determine if bones that were discovered in Olympia National Park are those of hikers who died over 7 years ago. Of course, Gideon is able to get a lot of information from just the few bones to help to a degree. What we see here is that he is able to help piece together the crime based on assistance from his old college professor and National Park Ranger, Julie. We also get into some more of Gideon's background as well as a blooming love affair for him - three years after his wife died. I enjoyed the book but have some reservations as to how quickly the pieces of the puzzle were put together and the killer discovered. But when you consider the number of books in this series you appreciate how the author develops his character and allows us to see that despite being an expert, there is always room for assistance from others!...more",Notes are private!,0,9,1,"Jun 15, 2020","Jun 19, 2020","Jun 15, 2020",,Kindle Edition,view (with text),/book/show/22346324-the-dark-place
339,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hainan Conflict        (The Net #2),"Coffman, D.M.*",,9798619963670,B0858VRW57,252        pp,4.00,7,"Feb 29, 2020","Feb 29, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Thank you Books Go Social and NetGalley for this free ARC in return for my honest .Very good book. Read it in one day! Interesting plot and charThank you Books Go Social and NetGalley for this free ARC in return for my honest .Very good book. Read it in one day! Interesting plot and characters. Also it hits a lot of my top reading criteria - the ability to tell a fine story in less than 400 pages, and no gratuitous sex or violence. Yes, you can not have those and still have a wonderful book, as this was. It is the 2nd in a linked series but even though I did not read book 1 it was not a problem. Here we have 2 people, training to be judges for WTO and who met in China. Yi is Chinese and Sarah is from Tibet. After their exploits in book 1, they are sent for a vacation in Hainan, and island off of mainland China. While there they come across some strange goings on at Wild Boar Island and from there things take off. We have what appears to be a Middle Eastern terrorist organization training troops on Hainan, also a secret command center on Wild Boar Island. It really is a quite fast paced and interesting read, as these two are able to penetrate the entrance to the command center and set into motion a joint US-Chinese operation to destroy that command center, Only real criticism is the speed at which things happen which is a bit unbelievable, but other than that this really is a very good effort, one with identifiable heroes and villains. I really liked it and there is another book that will soon be coming out, I look forward to that one!!!!...more",Notes are private!,0,6,1,not set,not set,"Jun 15, 2020",,Paperback,view (with text),/book/show/52083653-the-hainan-conflict
340,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hainan Conflict        (The Net series - clean read thrillers),"Coffman, DM",,,B082WMGYF9,254        pp,4.31,16,unknown,"Dec 17, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Thank you Books Go Social and NetGalley for this free ARC in return for my honest .Very good book. Read it in one day! Interesting plot and charThank you Books Go Social and NetGalley for this free ARC in return for my honest .Very good book. Read it in one day! Interesting plot and characters. Also it hits a lot of my top reading criteria - the ability to tell a fine story in less than 400 pages, and no gratuitous sex or violence. Yes, you can not have those and still have a wonderful book, as this was. It is the 2nd in a linked series but even though I did not read book 1 it was not a problem. Here we have 2 people, training to be judges for WTO and who met in China. Yi is Chinese and Sarah is from Tibet. After their exploits in book 1, they are sent for a vacation in Hainan, and island off of mainland China. While there they come across some strange goings on at Wild Boar Island and from there things take off. We have what appears to be a Middle Eastern terrorist organization training troops on Hainan, also a secret command center on Wild Boar Island. It really is a quite fast paced and interesting read, as these two are able to penetrate the entrance to the command center and set into motion a joint US-Chinese operation to destroy that command center, Only real criticism is the speed at which things happen which is a bit unbelievable, but other than that this really is a very good effort, one with identifiable heroes and villains. I really liked it and there is another book that will soon be coming out, I look forward to that one!!!!...more",Notes are private!,0,10,1,"Jun 14, 2020","Jun 15, 2020","Jun 14, 2020",,Kindle Edition,view (with text),/book/show/49542692-the-hainan-conflict
341,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Murder at the Natural History Museum        (Museum Mysteries, #5)","Eldridge, Jim",0749025972,9780749025977,0749025972,352        pp,3.92,381,unknown,"Aug 20, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Thank you Allison & Busby along with NetGalley for this free ARC in return for my .I loved this book! I think that author is spot on in his writThank you Allison & Busby along with NetGalley for this free ARC in return for my .I loved this book! I think that author is spot on in his writing and I personally super enjoy stories set during this late 1800 time period, and since I am a museum nut this hits all the points for me. This continues the Daniel Wilson, Abigail McKenzie collaboration. The couple are now living together (in sin!) and together they are solving cases and have been dubbed ""The Museum Detectives."" Here we have lots going on. We have a new dinosaur exhibit at the Natural History Museum which is mysteriously vandalized one day. A day later we have the death of one of the Museum Attendants also by the dinosaur exhibit. Are these cases related, Daniel and Abigail are already investigating the vandalism and are now drawn into the murder. Also involved in the case are Oscar Wilde who is in prison serving his sodomy conviction, and Bram Stoker who is a theater manager. We have a bit of the illegal ""gay"" characters, along with blackmailers, multiple unexplained prior deaths and a host of issues that Scotland Yard wants solved ASAP. Good dialogue, very good plot and lots of action. This is the 2nd book of the series that I have read and I give it a hearty thumbs up to all mystery readers. Top Notch effort!!...more",Notes are private!,0,10,1,"Jun 09, 2020","Jun 14, 2020","Jun 09, 2020",,Hardcover,view (with text),/book/show/50921973-murder-at-the-natural-history-museum
342,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Johnstown Flood,"McCullough, David",,,,301        pp,4.13,"22,978","Jan 01, 1968",unknown,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"First book by a fine historical author. It is a good recounting of the famous Johnstown, PA flood in 1889. Way to many names and details and recountinFirst book by a fine historical author. It is a good recounting of the famous Johnstown, PA flood in 1889. Way to many names and details and recounting of the same thing over and over again. A good book but not an easy book to read due to a laborious style. I have a lot of his books and can only hope that he gets better at a narrative story style. He does lay out the problem with the dam in Johnstown, as well as those probably responsible for the dam failure -the South Fork Fishing and Hunting Club, whose members are a Who's Who of Gilded Age elites. And yet, the main culprit was the weather and the sheer amount of rain that came down, coupled with bad timber management, a poor rebuild of the damn, and South Fork's rather casual lack of concern with the problem that had been growing for years. Total devastation and I was living back home in PA when the 2nd Johnstown Flood occurred in 1977 and despite all the new engineering that went into making sure the 1889 flood would not happen again, Mother Nature and the topography of the land just cannot seem to stop flooding there. Informative book, but I wonder if in later years the author might have written a more easily readable book....more",Notes are private!,3,33,1,"Jun 09, 2020","Jul 21, 2020","Jun 09, 2020",,Paperback,view (with text),/book/show/20325421-the-johnstown-flood
343,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Widening Stain,"Johnson, W. Bolingbroke",,,B07ZXF231H,252        pp,3.62,295,1942,"Aug 04, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What a shame that this is the authors only novel, as he mainly published in the non-fiction genre.A really good book, although a bit dated since it orWhat a shame that this is the authors only novel, as he mainly published in the non-fiction genre.A really good book, although a bit dated since it originally was published in the Interwar years, and some of the stuff is downright silly, but the plot is great, the cast of characters is good and from page 1 it really kept my attention. We end up with not one but two murders at a college library, along with missing valuable books and we have a good cast of characters to choose from. College professors, librarians, night watchmen, etc. Very good effort and a good read. If you get a chance this one is a really enjoyable way to spend your evenings!...more",Notes are private!,0,15,1,"Jun 05, 2020","Jun 09, 2020","Jun 05, 2020",,Kindle Edition,view (with text),/book/show/51590401-the-widening-stain
344,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Death on the Green        (The Dublin Driver Mysteries, #2)","Murphy, Catie",1496724208,9781496724205,1496724208,264        pp,4.09,632,"Jan 01, 2020","Sep 29, 2020",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Thank you Kensington Books and NetGalley for this free ARC in return for my honest . Very disappointed with this book. How can a super plot get Thank you Kensington Books and NetGalley for this free ARC in return for my honest . Very disappointed with this book. How can a super plot get lost in a bunch of characters I really could not care about and have one of the most unbelievable and convoluted endings imagined. The plot was good, a golfer dies with no apparent suspects and with no witnesses. From there we get into some interesting golf and family issues, but our main character, Meghan, who drives a limousine, just turns me off with all her side comments and holier than thou attitudes about men. The entire chapters about a wealthy client who dresses Meghan in a gold outfit are asinine, and so this book fails on so many levels for me. I have enjoyed many books with female detectives or female amateur detectives, but this one is a big Zero for me. Sorry Kensington, I usually love your cozy mysteries but this one is a clunker....more",Notes are private!,0,4,1,not set,not set,"Jun 05, 2020",,Mass Market Paperback,view (with text),/book/show/50250277-death-on-the-green
345,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Death on the Green        (The Dublin Driver Mysteries #2),"Murphy, Catie",1496724216,9781496724212,B082WQS1RY,289        pp,4.09,632,"Jan 01, 2020","Sep 29, 2020",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Thank you Kensington Books and NetGalley for this free ARC in return for my honest . Very disappointed with this book. How can a super plot get Thank you Kensington Books and NetGalley for this free ARC in return for my honest . Very disappointed with this book. How can a super plot get lost in a bunch of characters I really could not care about and have one of the most unbelievable and convoluted endings imagined. The plot was good, a golfer dies with no apparent suspects and with no witnesses. From there we get into some interesting golf and family issues, but our main character, Meghan, who drives a limousine, just turns me off with all her side comments and holier than thou attitudes about men. The entire chapters about a wealthy client who dresses Meghan in a gold outfit are asinine, and so this book fails on so many levels for me. I have enjoyed many books with female detectives or female amateur detectives, but this one is a big Zero for me. Sorry Kensington, I usually love your cozy mysteries but this one is a clunker....more",Notes are private!,0,6,1,"May 31, 2020","Jun 05, 2020","May 31, 2020",,Kindle Edition,view (with text),/book/show/50526595-death-on-the-green
346,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dreams of El Dorado: A History of the American West,"Brands, H.W.",1541672526,9781541672529,1541672526,544        pp,4.24,"2,001","Oct 22, 2019","Oct 22, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Brands is one of my favorite historian/authors. He has a way of telling a story that does not come off as overly professorial or long-windedly boring.Brands is one of my favorite historian/authors. He has a way of telling a story that does not come off as overly professorial or long-windedly boring. This is another great example of his works. This book focuses on the development of the West, from the time of Jefferson's Louisiana Purchase to Teddy Roosevelts preservation of the American West. It is a glorious overview of American history, filled with names both familiar and scarcely known. Obviously, volumes can and have been written on the subject matter of each of these 54 chapters, and for someone who wishes to learn more than we are all welcome to do so, but here Brands gives us so many wonderful and tragic stories, characters and incidents that made the West. He breaks it down into 8 different sections beginning with the Louisiana Purchase, then we have Fur Traders, Texas and on and on it goes until we have reached the end of our Continental borders and begin to fill in the Midwest - great info on the Oklahoma Land Rush. All in all just a superb book by one of our leading historians. ...more",Notes are private!,0,33,1,"May 28, 2020","Jun 18, 2020","May 28, 2020",,Hardcover,view (with text),/book/show/43730451-dreams-of-el-dorado
347,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Second Perimeter        (Joe DeMarco, #2)","Lawson, Mike*",,,B006R71Y32,398        pp,4.01,"1,863","Jan 01, 1994","Dec 25, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Book 2 of this series and it gets better and better. I read Book 1 and decided to quickly read Book 2 to see if I had a One Hit Wonder or not. Well, iBook 2 of this series and it gets better and better. I read Book 1 and decided to quickly read Book 2 to see if I had a One Hit Wonder or not. Well, in my opinion this is no One Hit Wonder. GREAT JOB, MIKE!! Really enjoyed this book and the cast of characters that accompany our protagonist, Joe DeMarco. Lots of interesting naval details here but unlike to many others, Lawson does not get bogged down in the detail, he has a plot and he sticks to it. So darn happy I now have all 14 of his books!!! Well written, well plotted and it is filled with characters you will love, you will hate, you will love to hate and hate to love!!! Top Notch!...more",Notes are private!,0,17,1,"May 28, 2020","May 31, 2020","May 28, 2020",,Kindle Edition,view (with text),/book/show/19164668-the-second-perimeter
