,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Sammy's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
707,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How Shall I Tell the Dog?: And Other Final Musings,"Kington, Miles",155704841X,9781557048417,155704841X,256        pp,3.48,190,"Oct 16, 2008","Jul 04, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"When I told people the basic premise for this book they got a confused look upon their face and then commented on how sad that sounded. What I told thWhen I told people the basic premise for this book they got a confused look upon their face and then commented on how sad that sounded. What I told them and what I shall tell you are the same thing: this book is not sad. It is witty and joyful. It was just what I personally needed to help me continue coping with my dad's current struggle with lung cancer.Yes, the book is littered with dark humor, the man's dying it's bound to happen. But there is so much clever, biting humor that decorates what could come across as bitterness you're unable to groan or cringe. He faces the issues people try to skirt about with bold-faced openess and then points out how uncomfortable people are with it. He's basically saying, ""It's here. Deal with it.""It's a fitting style of autobiography for a humorist. And I'm sure it was cathartic for him to write it in his final days. As his wife points out in the afterword, he died doing what he loved. By just the way he writes you can tell writing brought him the most joy. To me, it reiterated the point that I don't know what's going to happen with my dad, and it doesn't matter. What matters is finding joy wherever you can and enjoying life for all the little things it has to offer. Life is short, don't take it so seriously.Rest in peace and laughter Miles....more",Notes are private!,0,1,1,"May 08, 2010","May 14, 2010","Jan 21, 2010",,Hardcover,view (with text),/book/show/6014279-how-shall-i-tell-the-dog
708,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hour I First Believed,"Lamb, Wally*",0060393491,9780060393496,0060393491,740        pp,3.83,"62,675","Nov 11, 2008","Nov 11, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 21, 2010",,Hardcover,view,/book/show/3086160-the-hour-i-first-believed
709,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hotel World,"Smith, Ali",0140296794,9780140296792,0140296794,238        pp,3.59,"7,162","Apr 25, 2001","May 07, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 21, 2010",,Paperback,view,/book/show/123036.Hotel_World
710,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hotel du Lac,"Brookner, Anita",0679759328,9780679759324,0679759328,184        pp,3.60,"22,127","Sep 06, 1984","Oct 03, 1995",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 21, 2010",,Paperback,view,/book/show/251665.Hotel_du_Lac
711,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Holes        (Holes, #1)","Sachar, Louis*",0439244196,9780439244190,0439244196,272        pp,4.00,"1,199,359","Aug 20, 1998","Sep 02, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 21, 2010",,Paperback,view,/book/show/38709.Holes
712,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Herzog,"Bellow, Saul",0142437298,9780142437292,0142437298,371        pp,3.76,"21,511",1964,"Feb 25, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 21, 2010",,Paperback,view,/book/show/6551.Herzog
713,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Heretic's Daughter,"Kent, Kathleen*",0316037532,9780316037532,0316037532,332        pp,3.78,"35,736","Sep 03, 2008","Sep 03, 2008",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"So... yeah. There we go, that sums up my thoughts quite nicely. Really though? Wasn't bored, wasn't entertained, The Heretic's Daughter caught me righSo... yeah. There we go, that sums up my thoughts quite nicely. Really though? Wasn't bored, wasn't entertained, The Heretic's Daughter caught me right in the mediocre middle. I think it was because the book had a lot going for it, but the writing wasn't quite enough to push it to where it should have been.As I sit here I'm having a lot of difficulty trying to figure out what it was that was off about it. The characters were good, the story of the Salem witch trials is a fascinating subject matter, and I found myself at certain points getting really emotionally pulled in. So why do I feel that this book only deserves a C+? The answer is: I don't know.This is going to be one of those books that just didn't quite do it for me. Good. Not good enough. But I'm sure other people are going to read this book and be absolutely in love with it. While others are just going to down right not like it at all. This is going to be one of those books where my exact thoughts will come out in a discussion.So what were your thoughts on the book? Did you read it? Enjoy it? Hate it? Let me know. Help me figure out why I really gave the book a C+. Who knows... maybe I'll change the grade....more",Notes are private!,0,0,1,"Apr 05, 2010","Apr 11, 2010","Jan 21, 2010",,Hardcover,view (with text),/book/show/3181953-the-heretic-s-daughter
714,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Handle with Care,"Picoult, Jodi*",0743296419,9780743296410,0743296419,477        pp,4.00,"130,332",2009,"Mar 03, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I like Jodi Picoult. I really enjoyed the other two books I've read of hers, My Sister's Keeper and Nineteen Minutes. I was hoping to like thiI like Jodi Picoult. I really enjoyed the other two books I've read of hers, My Sister's Keeper and Nineteen Minutes. I was hoping to like this book as much as I had the others. Again she was attacking a sensitive issue and trying to give a voice to all sides of the argument, but something was lacking this time around. Perhaps because one side just wasn't as strong? I can't quite place my finger on it what was lacking this time around. I think it mainly was because this book was so similar to My Sister's Keeper that it just felt like an unncessary rewrite of it.What didn't help the book was also the amount of characters talking. In her usual style, allowing the reader to hear all sides of the story, Picoult writes from multiple characters perspectives. She stretched herself too far this time. Because certain characters had the same opinions it just became a rehashing of stuff we already knew. Some characters were just as not as sympathetic or as interesting as others so that just dragged the book out a little further. Also all the baking references and recipes, though I could see what Picout was trying to do, didn't push the book along or enhance it at all.I still read it pretty fast though because the whole idea behind the book was fascinating and I wanted to see where it would end. Picoult hadn't disappointed me in her last two endings, and I figured she would again do some kind of unique twist ending. She did. Kind of. All in all it was the subject of the book itself, the controversy of parents suing for a ""wrongful birth"" and the character of Amelia that kept this book alive and really kept me reading. I wish Picoult had cut out the lawyer Marin's seperate storyline and had focused more on Amelia's struggle and story.One last thing. Reading this, I couldn't help picturing it all as a Lifetime movie. The court scenes, the dialogue, the angst- it all fit too perfectly and is ready for a made-for-tv-movie. Am I right? ...more",Notes are private!,0,2,1,"Feb 06, 2010","Feb 07, 2010","Jan 21, 2010",,Hardcover,view (with text),/book/show/3720975-handle-with-care
715,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hair of Harold Roux,"Williams, Thomas",0385242514,9780385242516,0385242514,372        pp,3.67,425,"Feb 01, 1974","Feb 01, 1988",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 21, 2010",,Paperback,view,/book/show/1415915.The_Hair_of_Harold_Roux
716,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Guards! Guards!        (Discworld, #8; City Watch, #1)","Pratchett, Terry",0061020648,9780061020643,0061020648,376        pp,4.34,"207,922",Aug 1989,Aug 2001,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 21, 2010",,Mass Market Paperback,view,/book/show/64216.Guards_Guards_
717,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gravity’s Rainbow,"Pynchon, Thomas",0143039946,9780143039945,0143039946,776        pp,4.00,"44,109","Feb 28, 1973","Oct 31, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 21, 2010",,Paperback,view,/book/show/415.Gravity_s_Rainbow
718,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Gormenghast Novels        (Gormenghast, #1-3)","Peake, Mervyn",0879516283,9780879516284,0879516283,"1,173        pp",4.02,"9,426",1959,Dec 1995,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 21, 2010",,Paperback,view,/book/show/39058.The_Gormenghast_Novels
719,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch","Pratchett, Terry",,,,491        pp,4.26,"748,426","May 10, 1990","Nov 28, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 21, 2010",,Mass Market Paperback,view,/book/show/12067.Good_Omens
720,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Good Good Pig: The Extraordinary Life of Christopher Hogwood,"Montgomery, Sy",0345496094,9780345496096,0345496094,245        pp,4.01,"7,611","Jan 01, 2006","Apr 17, 2007",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book struck a very strong chord with me. Within the first couple of pages we learn that Montgomery's father is struggling with lung cancer. My daThis book struck a very strong chord with me. Within the first couple of pages we learn that Montgomery's father is struggling with lung cancer. My dad was diagnosed with lung cancer at the beginning of the year. From that moment on, this book took a completely different tone with me.The Good Good Pig is really just as much about Sy as it is about Christopher Hogwood. Maybe even a little more. Sy's growth in her community and with her fledgling family is coincided by Christopher's growing (both literal and figurative). She defines family as what it really is, making a home with the ones you love, be they related by blood or not (or in the same species). I appreciated her use of the phrase ""child-free"" rather than ""child-less."" There are many couples out there who choose not to have children and to consider them child-less makes it seem like they are lacking something. Clearly Sy lacks nothing in terms of family. She has an adoring husband, a loyal dog, a fanclub of clucking chickens, and one smitten pig.Montgomery has a light wit throughout her writing, never getting too serious and only highlighting a few poignant and memorable moments throughout the life of Christopher Hogwood. Christopher was the highlight of a very wonderful, tumultous and exciting time in Sy's life, and he was always there for her. Montgomery describes all of Christopher's characteristics and his surroundings in such crisp detail you feel like you know Christopher just as well as Sy. You'll also put the book down having an entirely different opinion about pigs than before. I already felt I knew that pigs were smarter than most people give them credit for, but I never knew they had such strong personalities, loud opinions and refined taste. Thanks to Sy Montgomery and Christopher Hogwood the stigmas attached to pigs for centuries are being torn down one page turn at a time....more",Notes are private!,0,1,1,"Apr 27, 2010","Apr 29, 2010","Jan 21, 2010",,Paperback,view (with text),/book/show/133803.The_Good_Good_Pig
721,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Going After Cacciato,"O’Brien, Tim",0767904427,9780767904421,0767904427,351        pp,3.90,"13,846",1978,"Sep 01, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 21, 2010",,Paperback,view,/book/show/3446.Going_After_Cacciato
722,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The God of Small Things,"Roy, Arundhati*",0679457313,9780679457312,B006E58GFG,321        pp,3.95,"297,975",Apr 1997,1997,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 21, 2010",,Paperback,view,/book/show/9777.The_God_of_Small_Things
723,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,From Here to Eternity,"Jones, James",0517223007,9780517223000,0517223007,816        pp,4.08,"17,572",1951,"Apr 01, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 21, 2010",,Hardcover,view,/book/show/116114.From_Here_to_Eternity
724,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Fire by Night        (Refiner's Fire, #2)","Austin, Lynn*",1556614438,9781556614439,1556614438,429        pp,4.45,"8,957","Jan 01, 2003","Nov 01, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I was surprised by just how immersed in this book I became. Maybe it's because I headed into it with a bit of trepidation because after the last histoI was surprised by just how immersed in this book I became. Maybe it's because I headed into it with a bit of trepidation because after the last historical, Christian novel I read I was very disappointed. Fire by Night was a completely different creature.The thing I appreciated most was that at no point did I ever feel like I was being preached at. The presence of God throughout the novel was there and touched upon frequently, but it wasn't forced upon the reader as something they should have to relate to, rather it was part of who the characters were and in that way the reader could either take it to heart or just let it stay in the character's lives. For me, the sharing of God should not be forced on anyone, it should be there for people to take as they will. When they do it that way, I think the message is felt so much stronger, and much less resented.Of course the story became cliche at times, it's a fun, historical romance novel, it's to be expected, but for me it never hit cheesey. I found Austin's handling of the two main characters beautifully done, they both evolved wonderfully and neither of them made huge, saint-like changes. They stayed raw and real and fully developed throughout the whole novel.Austin also didn't hold back in telling it like it is. She of course stayed away from any kind of shock factor, but did acknowledge the fact that this was a real war, a real, violent and unbelievably deadly war that affected everyone in the United States. People on the front lines saw awful things and Austin shares that with the reader. Also it was clear she tried her best to stay historically accurate, I don't know how accurate seeing as I'm not an expert of the Civil War, but accurate enough to not take the reader out of the book by going, ""I highly doubt that could ever have happened.""Fire by Night is a good read. I don't want the idea that it is classified as Christian Lit to deter anyone because like I said the Christian message that's in the book was never EVER preached to the reader. If you like a good and fun historical romance you've got to give Fire by Night a try. You may find yourself just as unable to put the book down as I was....more",Notes are private!,0,1,1,"Jun 21, 2010","Jun 24, 2010","Jan 21, 2010",,Paperback,view (with text),/book/show/144758.Fire_by_Night
725,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Fire        (The Eight, #2)","Neville, Katherine",0345500679,9780345500670,0345500679,451        pp,3.30,"8,091","Jan 01, 2008","Oct 14, 2008",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Sadly this book can't hold a candle to The Eight. To me it came across as a slapped together attempt to ride the coat tails of the success of The Da VSadly this book can't hold a candle to The Eight. To me it came across as a slapped together attempt to ride the coat tails of the success of The Da Vinci Code. There was no need for her to do that though. In the sudden rise of these historical mysteries popularity The Eight would have been rediscovered by a new generation all on it's own, there was no need for a shoddy sequel to point readers towards it.I should preface that my entire judgement and criticism on the book could be clouded by the fact that while reading this I was in the midst of a serious family emergency, which often didn't allow me to focus entirely on the book. Even so, it was so drawn out and fact heavy there was nothing within it that gave me the much needed distraction that books can often provide. For most of the book I was confused and bored. There wasn't a lot of plot or action, and it was heavy with ""telling not showing."" Neville tried to follow the same formula she wrote The Eight with in terms of having two corresponding storylines happening at once but that didn't work this time. The twists and turns that were shocking and exciting in The Eight seemed predictable this time around. The story took a back seat to all the facts and information being given (very dryly I might add) which then defeated the purpose of having all this information because there was no story for it to fuel.My investment in the characters was non-existant, mainly because their development was non-existant. Relationships suddenly appeared, other characters disappeared, and the ones we loved from The Eight just seemed shoved in there because fans of the first novel were expecting them to be there. While in The Eight there were many characters, every single one was neccessary. Here? No. Too many. Too many characters coming across as useless and hard to keep track of.Of course most of this critique is being made in comparison to The Eight, but it's the sequel. The Fire was a sequel that did not live up to it's predecessor, which is disappointing because The Eight was such a fantastic novel. The Fire wasn't entirely without it's good points. Neville still stayed strong to the endearing cheesiness I grew fond of in The Eight. She also made sure not to leave any stone unturned, so even though it stretched the novel out and made it boring at times there was no way you were left going, ""Wait! what about...?"" Most importantly there was Neville's beautiful use of language, she writes with wit and intelligence abundantly. This actually was the first book in a long time that I've had to stop and look up a word or two.In the end I will state it was worth the read, even if it was just to make The Eight seem all that much greater. I'll stand by my original statement though that this sequel didn't really need to be written. An okay but unneccessary book. ...more",Notes are private!,0,0,1,"Jan 25, 2010","Feb 04, 2010","Jan 21, 2010",,Hardcover,view (with text),/book/show/2848984-the-fire
726,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Fasting, Feasting","Desai, Anita",0099284723,9780099284727,0099284723,228        pp,3.35,"4,952",1999,"Jan 01, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 21, 2010",,Paperback,view,/book/show/271734.Fasting_Feasting
727,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Far From the Madding Crowd,"Hardy, Thomas",,,,433        pp,3.96,"153,303","Jan 01, 1874","Feb 27, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 21, 2010",,Paperback,view,/book/show/31463.Far_From_the_Madding_Crowd
728,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dune        (Dune, #1)","Herbert, Frank",0340839937,9780340839935,0340839937,604        pp,4.27,"1,357,526","Jun 01, 1965","Jan 01, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 21, 2010",,Paperback,view,/book/show/234225.Dune
729,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Duchess,"Foreman, Amanda",0812979699,9780812979695,0812979699,456        pp,3.77,"19,800",1998,"Aug 19, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book is currently being presented in a slightly misleading fashion. At least, for my mother (who got me the book) and me it was. Both of us thougThis book is currently being presented in a slightly misleading fashion. At least, for my mother (who got me the book) and me it was. Both of us thought this was a historical romance-type book. It's not. And while I wasn't disappointed upon starting to read the book, I was slightly caught off guard because I found myself having to quickly shift gears. So if you're like me (and Mom) don't be fooled, it's a biography- not the historical romance you may have been expecting. On that note...This biography was still very good. Foreman clearly spent an exhaustive amount of time researching for the biography (which she stated in her author's note that she never actually chose to do, the life of the Duchess chose her) and that research definitely payed off for a well planned out and very informative book. The thing I appreciated most, besides Foreman backing up all her research, was the fact that she clearly stuck to the solid details, rarely, if at all, adding a couple creative flairs here and there. At times the foray into British politics became a little dry and boring, the ins-and-outs being a little difficult to understand despite Foreman's clear and easy explanations of it all.The most remarkable and best achieved thing about the book was that Amanda Foreman brought Georgianna back to life for everyone of today and tomorrow to get to know this remarkable woman. Her carefully reconstructed life and words combine to allow you to know the real Duchess, the woman who was often riddled with insecurities and anxieties that only a few of her closest friends knew about. There is also a lot of drama, romance and intrigue throughout Georgianna's life so despite those lulls in the political sections the book is enthralling and exciting, made even more so by the fact that this all really did happen.Foreman has a clear gift for detail, research and a clear, concise yet beautiful way with words. Her next book A World on Fire is due out at the end of this year/beginning of next year and I will definitely be getting a copy....more",Notes are private!,0,0,1,"Jun 11, 2010","Jun 17, 2010","Jan 21, 2010",,Paperback,view (with text),/book/show/3073339-the-duchess
730,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Day After Night,"Diamant, Anita*",0743299841,9780743299848,0743299841,294        pp,3.69,"15,002",2009,"Sep 08, 2009",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Again, another piece of amazing storytelling from Anita Diamant. Taking a moment from not-so-distant history and breathing life back into it. Like Again, another piece of amazing storytelling from Anita Diamant. Taking a moment from not-so-distant history and breathing life back into it. Like The Red Tent this was a very difficult book to put down so allot yourself some time to read it.Something interesting Diamant did with this book was making the span of a month (was it just a month?) seem like years, thus allowing the reader to experience the same sort of time manipulation the ""prisoners"" felt. Every day felt like a month and after a while you don't really know how long it's been. Time has slowed to a standstill. Perhaps it's her attention to detail and characters that has time dragging, but though time is dragging at no point did the book. She maintains a certain flow to her writing. Despite jumping from character to character and event to event, there was no bumping the reader out of the moment. The changes were so subtle and smoothe the reader was easily able to stay with the story.Diamant clearly has a gift with creating characters as well. Of course there was a central conflict point to push the story along, but really, for me, it was mostly character driven. Each woman was so unique and well developed I kept having to remind myself that though this was based on a real story, the characters themselves weren't real. They were flawed, not over the top, with varying personalities. The way they responded to the horrors they had been through was not stereotypical but you definitely know it was probably how most people did act afterwards.Between the characters, the flow of the beautiful writing, the obviously meticulous research, and the story itself, Day After Night end up being a superb read and another one that I'm talking to my friends and family about. I'm excited to see whatever is next from Anita Diamant, and excited to see the new characters she'll bring to life....more",Notes are private!,0,2,1,"Jul 04, 2010","Jul 05, 2010","Jan 21, 2010",,Hardcover,view (with text),/book/show/6330323-day-after-night
731,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dale Loves Sophie to Death: A Novel,"Dew, Robb Forman",0316890669,9780316890663,0316890669,227        pp,3.23,306,"Jan 01, 1981","Sep 19, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 21, 2010",,Paperback,view,/book/show/37434.Dale_Loves_Sophie_to_Death
732,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Color of Magic        (Discworld, #1; Rincewind, #1)","Pratchett, Terry",0060855924,9780060855925,0060855924,228        pp,4.00,"387,565","Dec 01, 1983","Sep 13, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 21, 2010",,Paperback,view,/book/show/34497.The_Color_of_Magic
733,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Color Purple,"Walker, Alice",,,,295        pp,4.27,"685,301","Jun 01, 1982","Apr 01, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 21, 2010",,Paperback,view,/book/show/11486.The_Color_Purple
734,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Chimera,"Barth, John",0618131701,9780618131709,0618131701,308        pp,3.72,"2,163",1972,"Nov 20, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 21, 2010",,Paperback,view,/book/show/24840.Chimera
735,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Children's Book,"Byatt, A.S.",0307272095,9780307272096,0307272095,675        pp,3.67,"18,127",2009,"Oct 06, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 21, 2010",,Hardcover,view,/book/show/6280379-the-children-s-book
736,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Brideshead Revisited,"Waugh, Evelyn",0316926345,9780316926348,0316926345,351        pp,4.00,"113,359",1945,"Sep 01, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 21, 2010",,Paperback,view,/book/show/30933.Brideshead_Revisited
737,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Brave New World,"Huxley, Aldous",0060929871,9780060929879,0060929871,268        pp,3.99,"1,855,204",1932,"Jan 01, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Mar 2021,"Jan 21, 2010",,Paperback,view,/book/show/5129.Brave_New_World
738,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The BFG,"Dahl, Roald",0141311371,9780141311371,0141311371,199        pp,4.23,"482,095","Nov 01, 1982",2001,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 21, 2010",,Paperback,view,/book/show/6319.The_BFG
739,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bendigo Shafter,"L'Amour, Louis",055326446X,9780553264463,055326446X,480        pp,4.21,"3,842",Jan 1979,"Jan 05, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 21, 2010",,Paperback,view,/book/show/123403.Bendigo_Shafter
740,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Animals Make Us Human: Creating the Best Life for Animals,"Grandin, Temple",0151014892,9780151014897,0151014892,341        pp,4.03,"5,942","Jan 06, 2009","Jan 01, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Animals Make Us Human is kind of another version of Animals in Translation. Many facts and topics that were brought up in her first book are addressedAnimals Make Us Human is kind of another version of Animals in Translation. Many facts and topics that were brought up in her first book are addressed and referred to again in this book. Therefore I feel that this book needs to be ed as a companion book to Animals in Translation rather than a completely new and different book.The book is divided into sections focusing on specific species and then analyzes their behavior in order to allow us as humans to better understand them, thus better their welfare. Again, Grandin does her best to simplify the super-scientific stuff, but at times I felt it almost about to go over my head. Even still, the majority of the book was fascinating and informative. She doesn't anthropomorphize the animals at all, but she does make very clear that animals have feelings, though processes, anxieties, pretty much everything humans go through, they just go about it a different way. We need to stop thinking about animals as just dumb things out there to serve us, Animals Make Us Human gives us valid reasons why.For all you pet owners out there, this book is a must-read, if not a must-own. It's better than a training manual because it will help you understand your pet on a completely different level. When you understand your pet and why they do the things they do, training them will become so much easier. Also, understanding what will get them to do certain things is what can turn an hour of training into a minute. Plus, better understanding will lead to a better and happier life for you and your beloved pet....more",Notes are private!,0,1,1,May 2010,"May 07, 2010","Jan 21, 2010",,Hardcover,view (with text),/book/show/4386485-animals-make-us-human
741,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"All the Pretty Horses        (The Border Trilogy, #1)","McCarthy, Cormac",0679744398,9780679744399,0679744398,302        pp,4.04,"123,967",1992,"Jun 29, 1993",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 21, 2010",,Paperback,view,/book/show/469571.All_the_Pretty_Horses
742,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Alchemist,"Coelho, Paulo*",0061122416,9780061122415,B00A2KBUGQ,197        pp,3.91,"3,055,952",1988,"May 01, 1993",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 21, 2010",,Paperback,view,/book/show/865.The_Alchemist
