,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Jeff's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
289,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Holocaust Literature: A History and Guide,"Roskies, David G.",1611683580,9781611683585,1611683580,368        pp,4.50,12,"Dec 08, 2012","Jan 08, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It is very hard to judge an academic text, particularly one that is SO academic. I am reading this for a Holocaust Literature course, and although it It is very hard to judge an academic text, particularly one that is SO academic. I am reading this for a Holocaust Literature course, and although it seems incredibly researched and painstakingly put together, it often struck me as the tired esoteric every-text of higher education. Roskies and Diamant know their stuff, they really do, and they compile a list of 100 relevant texts for the second half of this work; it's just that, when I read, I want to enjoy while learning. I've certainly learned, but I don't know if/how much I enjoyed. Perhaps, as per the topic, this is apropos....more",Notes are private!,0,1,1,not set,not set,"Feb 03, 2014",,Paperback,view (with text),/book/show/15094828-holocaust-literature
290,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Salt Fish Girl,"Lai, Larissa*",0887621112,9780887621116,0887621112,269        pp,3.73,"1,472","Aug 04, 2002","Aug 04, 2002",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I was utterly grabbed by this beautiful, haunting, and complex narrative. Oscillating between chinese mythology (the past) and corporate dystopia (theI was utterly grabbed by this beautiful, haunting, and complex narrative. Oscillating between chinese mythology (the past) and corporate dystopia (the speculative future), Lai draws on a complicated discourse on the past's relationship with personal identity, maternal creationsim in patriarchy, love and betrayal, etc. The dystopian critiques on class struggle and corporate capitalism are as ripe as 1984, the mythological first-person magic realism as vibrant as Ovid, and the mastery of the prose as lovely as Romantic poetry. A complete work of art....more",Notes are private!,0,0,1,not set,not set,"Jan 22, 2014",,Paperback,view (with text),/book/show/531944.Salt_Fish_Girl
291,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Book of Questions: Volume I [I. The Book of Questions, II. The Book of Yukel, III. Return to the Book]","Jabès, Edmond",0819562475,9780819562470,0819562475,404        pp,4.51,292,1963,"Sep 15, 1991",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"There's always something interesting about Deconstructive post-modern literature, particularly how it reveals the disjointed realities of the contempoThere's always something interesting about Deconstructive post-modern literature, particularly how it reveals the disjointed realities of the contemporary day. This text, which seems to itself suffer from the horrors of the 20th Century (particularly, the Holocaust), replicates what Joyce did slightly better in creating a prose/poem series in seemingly random quotes from Rabbis and non-linear distracted prose snippets. There's a lot of great one-liners throughout and one really gets the lost and persecuted tone of the text, but I found the incomprehensibility of the majority of this off-putting. I am wary to say it, but perhaps I simply cannot grasp much of the genius that is going on here; perhaps it is my lacking knowledge of Judaism and Kabbalistic mythology, or perhaps I'm just dense with this one. At any rate, at times I was appreciating what I was reading and at others I may have read over lines while absorbing nothing. Like God. Like how I, myself, am here, in the words.Reb Jeff says, ""The seed that is the sky opens the ground where Yukel got confused by the water which ripples, which proves God. Which is nothing."" ...more",Notes are private!,0,0,1,not set,not set,"Jan 17, 2014",,Paperback,view (with text),/book/show/531580.The_Book_of_Questions
292,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Distances,"Singh, Vandana",1933500263,9781933500263,1933500263,158        pp,3.93,57,"Dec 15, 2008","Dec 15, 2008",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The reason I think science fiction is so hard to appreciate (and this can be generalized to much of the genre-fictions: detective, romance, etc.) is tThe reason I think science fiction is so hard to appreciate (and this can be generalized to much of the genre-fictions: detective, romance, etc.) is that the author's focus is on the production of the theme inherent in the genre rather than a fidelity to literary craft(person)ship. That is the case of the fallibility of this novella. It seems Singh was more interested in including dense scientific and mathematical hypotheses rather than craft artistic literature. Moreover, I found said inclusions--despite these being her foci--as quite watery at best. There's no real science here in the fiction, just a pseudo-conception of scientific principals that guide what could have been an interesting plot if more direct attention was spent there.Singh does create an interesting, though alien, world; and her plot has glimmers of intrigue. Space travelers (from a place that seems a lot like Earth, mostly because they're a$$holes) come to a distant land to convert a mathematical serum (ugh) into lightspeed travel technology, only to cheat the folks who help them find it. Meanwhile, earnest protag deals with loss of personal racial identity as she: sees math in all things (Cabal Judaism anyone?), has polyamorous orgies, and swims in math.A lot of things left unexplored and not enough things carried through....more",Notes are private!,0,0,1,not set,not set,"Jan 15, 2014",,Paperback,view (with text),/book/show/6271668-distances
293,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Yosl Rakover Talks to God,"Kolitz, Zvi",0375708405,9780375708404,0375708405,112        pp,4.19,294,"Jan 01, 1946","Oct 10, 2000",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"In the whitewashing of holocaust literature that can numb readers to the truest of human horrors, this piece stands out because its spiratual focus,coIn the whitewashing of holocaust literature that can numb readers to the truest of human horrors, this piece stands out because its spiratual focus,contradictory and contrary as it is, adds a nuanced level of ontology to the discourse. Not only do we engage with a doomed man who petitions god, does not lose his faith in god, then almost goes to far as to blame god and demand from him (all within a few paragraphs); but we get the interesting metafictitious journey of the text as a historical artifact, its contraversy demanding conversation on the validity of fiction in depicting terrifying reality by assuming empathetic experience. Yosl is so compelling that he transcends his narrative and, with a few publishing snafus, becomes the autobiographical author. He had, in a sense, usurped the agency of the author to instill his own voice in historic canon. I think it is our fascination in the holocaust which permits our reading of fiction to presume and almost wish it real. We yearn for the rebellious and vengeant victim who wrestles with his motivator (faith) before acquiescing to it. This text acts as a nice springboard to open up the discussion of what role literature plays as historic document and how readers' projections and yearnings influence text and even publication....more",Notes are private!,0,0,1,not set,not set,"Jan 10, 2014",,Paperback,view (with text),/book/show/1411357.Yosl_Rakover_Talks_to_God
294,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Electronic Literature: New Horizons for the Literary,"Hayles, N. Katherine",0268030855,9780268030858,0268030855,223        pp,3.76,125,"Mar 01, 2008","Mar 01, 2008",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I found the introductory chapter interesting, as it describes and locates the discussion of computer technology in the evolving literary landscape. I'I found the introductory chapter interesting, as it describes and locates the discussion of computer technology in the evolving literary landscape. I'd recommend to stop reading there. The following chapters are dense, should be reserved for specialists in the field, and diverge greatly from what I took to be the thesis. I'm a print aficionado, and will need patience engaging in a literature that seems dependent on postmodern ontology rather than traditional narrative and discovery. This book does at least initiate my personal avenue into what will, inevitable, come. This , after all, was generated, all 1s and 0s, from a frickin' phone....more",Notes are private!,0,0,1,not set,not set,"Jan 10, 2014",,Paperback,view (with text),/book/show/2625125-electronic-literature
295,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dawn        (Xenogenesis, #1)","Butler, Octavia E.",0446603775,9780446603775,0446603775,248        pp,4.15,"51,517",May 1987,Apr 1997,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I'm a bit surprised at how much I enjoyed this book. I don't really like science fiction at all, and it had a lot of the tenants of scifi that I don'tI'm a bit surprised at how much I enjoyed this book. I don't really like science fiction at all, and it had a lot of the tenants of scifi that I don't like, but the writing wasn't awful and the story was actually interesting. Although I don't think a lot of the alien rape was particularly stimulating, and though there are clear racial issues here (my cover art even has Lilith as a white woman!!; not to mention discourse on interracial mating), I thought it was overall an enjoyable book....more",Notes are private!,0,0,1,not set,not set,"Jan 04, 2014",,Paperback,view (with text),/book/show/60929.Dawn
296,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Frankenstein,"Shelley, Mary",0141439475,9780141439471,0141439475,273        pp,3.87,"1,597,650",1818,2003,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I hadn't read this novel since college and rereading it now, I get the impression that it was one of the first that made me fall in love with literatuI hadn't read this novel since college and rereading it now, I get the impression that it was one of the first that made me fall in love with literature enough to read books again more than a decade from the last perusal.Anyway.Shelley's masterpiece resounds seemingly infinitely as she tackles the obvious lamentations of monomania and solipsism and further criticizes class inequality, social perception and (regrettably) all things not European (except, of course, Ireland; she criticizes Ireland a bunch [but who doesn't?] [Well, I guess the only people who can are the Irish, so detractors beware.] [anyway]). It is a story that features a frame narrative externally, in the letters of R. Walton, and a frame narrative internally, in the words of the Creature. Such a complex structure does not, however, distract, as Shelley's lovely writing glides the reader seamlessly through the text.Finally, Frankenstein's monster does not have bolts in his neck....more",Notes are private!,0,0,1,not set,not set,"Dec 31, 2013",,Paperback,view (with text),/book/show/18490.Frankenstein
297,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Shropshire Lad,"Housman, A.E.",0486264688,9780486264684,0486264688,51        pp,4.02,"2,718",1896,"Jul 01, 1990",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Out of the 60-some poems here, I marked roughly 5 as notable for rereading. I appreciate the themes of mortality, love, and bucolic life that Housman Out of the 60-some poems here, I marked roughly 5 as notable for rereading. I appreciate the themes of mortality, love, and bucolic life that Housman conjures here, I only believe the poems are a bit dated and particular to anglophile aficionados remanded to pastoral England. ...more",Notes are private!,0,0,1,not set,not set,"Dec 27, 2013",,Paperback,view (with text),/book/show/752936.A_Shropshire_Lad
298,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,They Say / I Say: The Moves That Matter in Academic Writing,"Graff, Gerald",0393924092,9780393924091,0393924092,181        pp,3.80,"5,518","Jan 10, 2006","Jan 10, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I read this to consider using it for my composition classes. I see a lot of value for students here in the simplification of argumentative thinking. II read this to consider using it for my composition classes. I see a lot of value for students here in the simplification of argumentative thinking. I do not, however, think I will be a huge proponent of the templates and some chapters seem to be a stretch from the main thesis of the book. They say: a chapter in class discussion in necessary. I say: stop it....more",Notes are private!,0,0,1,not set,not set,"Dec 24, 2013",,Paperback,view (with text),/book/show/566744.They_Say_I_Say
299,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Negotiating with the Dead: A Writer on Writing,"Atwood, Margaret*",1844080277,9781844080274,1844080277,198        pp,3.90,"4,620","Mar 07, 2002",2003,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It's been awhile since I'd read this text; I'll admit, I liked it more the first time than I did this go 'round. I use this for my introduction to CreIt's been awhile since I'd read this text; I'll admit, I liked it more the first time than I did this go 'round. I use this for my introduction to Creative Writing class because, although there's little advice on the craft of writing (I mean, in Atwood's defense, how many books are there about just this?), there is a lot of anecdotal value to the aesthetic of being a writer and a metaphysical approach to what the writing craft is and what it means to ourselves/the world. I feel students can do well to ponder these things while the prof teaches them craft and the literature assigned gives them example.Fans of Atwood will certainly enjoy the insight into the writer's history....more",Notes are private!,0,0,1,not set,not set,"Dec 21, 2013",,Paperback,view (with text),/book/show/17647.Negotiating_with_the_Dead
300,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Mrs. Bridge        (Mrs and Mr Bridge, #1)","Connell, Evan S.",0865470561,9780865470569,0865470561,246        pp,4.06,"7,013",1959,1981,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I wasn't thrilled to read this book. Not that it didn't contain a nightmarish perspective on the misogynistic suffocations of Middle Class America or I wasn't thrilled to read this book. Not that it didn't contain a nightmarish perspective on the misogynistic suffocations of Middle Class America or that each page didn't reinforce the downright awfulness of privilege and social restriction at the time period; but I just didn't find it that enjoyable to read. Perhaps it is that so many works of fiction have been written underscoring these important though repetitive points and I have read them prior to coming to Bridge. Entering the world of the novel, I already knew how restrictive and degrading to women these era was and how class, race, and postcolonial issues were flagrant in the then-developing Middle America; so the power it surely had at the time of its publication was diffused a bit for me.The final scene/image was perhaps the best of the book <>: having her trapped in the car with no ability to fend for herself ultimately signifying the brutal domination of patriarchal society....more",Notes are private!,0,0,1,not set,not set,"Dec 11, 2013",,Paperback,view (with text),/book/show/129972.Mrs_Bridge
301,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Writers at Work: The Paris Review Interviews : First Series,"Cowley, Malcolm",0140045406,9780140045406,0140045406,320        pp,4.24,164,1959,"Jan 01, 1977",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Having read a number of interviews from authors I enjoy the most: Forster, Capote, Faulkner, etc.; I can say that this collection certainly provides iHaving read a number of interviews from authors I enjoy the most: Forster, Capote, Faulkner, etc.; I can say that this collection certainly provides insight into the personalities of these writers just as much as it makes suggestions about their craft. ...more",Notes are private!,0,0,1,not set,not set,"Dec 06, 2013",,Paperback,view (with text),/book/show/235785.Writers_at_Work
302,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lion and Leopard,"Popkin, Nathaniel*",0989312518,9780989312516,0989312518,360        pp,3.62,26,"Nov 12, 2013","Nov 12, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Smartly researched and delicately written historic fiction concerning America's nubile art culture and the political/philosophical weavings of the chaSmartly researched and delicately written historic fiction concerning America's nubile art culture and the political/philosophical weavings of the characters therein. Although at times slow, and including what must have been a tongue-in-cheek inclusion of a journal entry by a monkey, Popkin masters history in a way that doesn't drown (pun intended) in a sterile whitewashing of events. Rather, we are rewarded with charming prose and elegance that shows us Philadelphia's consistent claim to America's past and the power of art to incite and inspire. Hopefully, Popkin can hold his breath long enough and swim well enough to give us more....more",Notes are private!,0,3,1,not set,not set,"Dec 05, 2013",,Paperback,view (with text),/book/show/18588377-lion-and-leopard
303,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Quiet American,"Greene, Graham",0143039024,9780143039020,0143039024,180        pp,3.97,"63,294",Dec 1955,"Aug 31, 2004",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Greene's well-written and deeply political novel about the absurdity of war loosely cloaked in a love-story. Greene seems unabashed to vehemently critGreene's well-written and deeply political novel about the absurdity of war loosely cloaked in a love-story. Greene seems unabashed to vehemently criticize both ""old"" colonialism (that of Western Europe, particularly of Britain) and more contemporary forms of colonialism, such as the global capitalism of America.The ""love"" story resonates mostly as the anti-colonial critique as both protagonists (English and American) jockey over a Vietnamese woman whom neither seem to really understand or for whom neither have her best interests. Most notably was the confrontation scene where Pyle admits to his love for Phuong to Fowler: amidst this rather trivial and modern-romantic scene, the characters seem only tangentially aware of mortars exploding around them and bullets firing; in short, life being taken, as they quarrel benignly over their own affairs. Naturally, this shows the more horrific idea of how the West presumes to know what is best for Southeast Asia and remains ignorant to the succeeding results of its presence there.Fowler also harbors some interesting philosophical parlance (mostly with himself): rushing toward death out of a fear of it, fidelity and morality in marital monogamy, guilt in partisanship during military conflict, etc.As short and non-complex as the novel is, it nevertheless holds a large store of criticism and beautiful writing....more",Notes are private!,0,1,1,not set,not set,"Nov 26, 2013",,Paperback,view (with text),/book/show/3698.The_Quiet_American
304,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Almanac 2013        (Rust Belt Rising, #1)","Gallant, Linda",098931250X,9780989312509,098931250X,168        pp,3.94,16,"Jan 01, 2013",Jun 2013,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Like any anthology, there were pieces that I downright loved and pieces that I thought fell quite far under par of the overall project, but in total, Like any anthology, there were pieces that I downright loved and pieces that I thought fell quite far under par of the overall project, but in total, the Almanac was a brilliantly constructed insight into post-industrial America, particularly concerning the East Coast (as the publisher, most writers, and focus seems to be on Philadelphia). Despite the regional roots, the book highlights a fundamental aspect of Americana: its blue-collar past converted into a present day destitution mixed with progressive promise. It simultaneously shows the horrors of urban poverty and entrepreneurial intuitiveness that hope to spring the metropolitan areas of squalor and disrepair into modern, livable homes for the arts and intellect. Being from Philly, I had the constant quivers of acknowledgement concerning both the troubling realities of my home as well as the things that make me most proud. For outsiders, I believe there is worth and good writing here to invigorate foreign audiences and lore them to our rusty beauty....more",Notes are private!,0,0,1,not set,not set,"Nov 24, 2013",,Paperback,view (with text),/book/show/18231342-almanac-2013
305,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sirens of Titan,"Vonnegut, Kurt, Jr.",,,,224        pp,4.15,"141,462",1959,"Sep 09, 1999",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is not only my favorite book by Vonnegut, but certainly makes an argument for my top 5 desert island novels. There is such an enormous amount of This is not only my favorite book by Vonnegut, but certainly makes an argument for my top 5 desert island novels. There is such an enormous amount of wit, sweetness, deep thought, and enterprise in this novel that no matter how many times I read it, I am still invigorated.Vonnegut pulls out his traditional pinpoint-perfect cerebral humor, simultaneously criticizing the social institutions of capitalism, religion, military conflict, and celebrity while pondering the existence of purpose in existence.Humanesque creatures create machines to discover their purpose, fail in doing so, commit suicide by said machine, the machines send a messenger across the universe to say ""hello,"" he's stranded, 200 millenia of Earth life is fabricated to get him the replacement part, then he violates his mission by displaying human tendencies. It's intricate and simple, absurd and astute. And while humans argue the purposefull/lessness of existence, whether it is chaos or design, it seems Vonnegut ultimately just doesn't care; with lines about the sanctity of love and the joy of dog ownership, Vonnegut seems more of a Buddhist than a scientist.And the clincher: there isn't a pretentious word in the novel. Reading my , one would be apt to think they were getting a Stephen Hawking perspective of the Universe and existence. Au contrair (sp?), it's written so basically, so meanly, as to get the most poetic distance out of commonplace prose. Only, and I really think only, Kurt Vonnegut has been able to do this so effectively, so beautifully.Greetings....more",Notes are private!,0,1,1,not set,not set,"Nov 20, 2013",,Paperback,view (with text),/book/show/4982.The_Sirens_of_Titan
306,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hard Times,"Dickens, Charles",0321107217,9780321107213,0321107217,384        pp,3.54,"68,418",1854,"Oct 09, 2003",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Although not as charming and engaging as some of Dickens's other works, Hard Times is at least consistent with Dickensonian social politics and criticAlthough not as charming and engaging as some of Dickens's other works, Hard Times is at least consistent with Dickensonian social politics and criticisms of formal schooling. And of course, there is the necessary tying up of all loose ends that must have been loved by Queen Victoria. Relatively overt in its twists and not of the typical poetic nature of his prose, it's still a reasonably valuable piece of literature....more",Notes are private!,0,0,1,not set,not set,"Nov 15, 2013",,Paperback,view (with text),/book/show/5344.Hard_Times
307,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bonfire of the Vanities,"Wolfe, Tom",,,,690        pp,3.90,"80,879","Nov 01, 1987","Oct 30, 2001",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I'm sorry Mr. Wolfe, but you're no Charles Dickens. With all of the racial epithets of your novel, you're more like first syllable, last name. And I kI'm sorry Mr. Wolfe, but you're no Charles Dickens. With all of the racial epithets of your novel, you're more like first syllable, last name. And I know the hyperbolic histrionic use of racial slurs was supposed to represent the narrow-mindedness to multiculturalism alive in NYC in the 80s, but the slapdash and careless way he uses it causes one to pause about the author's own biases.Then there was the switching between present and past tense.And sure, he does his research, proving that he's a journalist; but he's not a novelist. If you're going to make me read near 700 pages in a story that should have only taken 70, you better at least be less megalomaniacal in granting your alcoholic Brit journalist the Pulitzer for spotty writing at best.Into the bonfire with this vain wolfe. ...more",Notes are private!,0,0,1,not set,not set,"Nov 09, 2013",,Paperback,view (with text),/book/show/2666.The_Bonfire_of_the_Vanities
308,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Widows and Orphans Fund,"Elyshevitz, Alan",1936205467,9781936205462,1936205467,184        pp,3.75,4,"Sep 30, 2011","Feb 08, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 25, 2013",,Paperback,view,/book/show/12480128-the-widows-and-orphans-fund
309,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pale Fire,"Nabokov, Vladimir",,,B0092JP94W,246        pp,4.17,"50,746",1962,"Aug 31, 2000",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A gloriously enigmatic book by a linguistic genius, Pale Fire once again uses the Nabokovian trope of an unreliable narrator, this time homoeroticallyA gloriously enigmatic book by a linguistic genius, Pale Fire once again uses the Nabokovian trope of an unreliable narrator, this time homoerotically obsessed with his poet-neighbor and delusional (du grandeur) about his own history and the circumstances around his friend's untimely and accidental death.While a criticism concerning such neuroses and the depth of self-value they incur, correlated is the pretentiousness of academics and literary intellectuals determined to ""analyze"" literature by projecting personal needs and biases on a text. I enjoy literary theory, and identify with Reader Response, but it seems here Nabokov is frustrated with the irresponsible flounderings of self-fulfilling interpretations.Unique meta-fictitious/poetic narrative that features raving idiosyncratic passages and a darned good poem that shares the titular namesake.Vintage Nabokov.Exit reader....more",Notes are private!,0,0,1,not set,not set,"Oct 19, 2013",,Paperback,view (with text),/book/show/7805.Pale_Fire
310,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Flappers and Philosophers,"Fitzgerald, F. Scott",1406509566,9781406509564,1406509566,269        pp,3.97,"5,689",1920,1920,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What's interesting about this collection of stories is that we see an immature version of Fitzgerald's genius as it works its way to the surface. All What's interesting about this collection of stories is that we see an immature version of Fitzgerald's genius as it works its way to the surface. All of the stories are interesting, though a bit formulaic (19-year-old girls, we get it) but I think that has a lot to do with magazine publication back then, something we don't really have an equivalent for anymore. Peaking through the formula, however, are glimpses of what will become his more refined and expert writing style evidenced inGatsby through Tycoon. Some of the sentences hit with the same ferocity of these later works, and the stories have the themes we've come to recognize as Fitegeraldian. In all, a great addition to any F. Scott--phile's library....more",Notes are private!,0,0,1,not set,not set,"Oct 05, 2013",,Hardcover,view (with text),/book/show/16856.Flappers_and_Philosophers
311,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beyond the Culture Wars: How Teaching the Conflicts Can Revitalize American Education,"Graff, Gerald",0393311139,9780393311136,0393311139,226        pp,3.78,46,1992,"Sep 17, 1993",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Graff makes a few decent points in this text, but it follows the structure of many academic diatribes: stated thesis, enormous unrelated leaps, and weGraff makes a few decent points in this text, but it follows the structure of many academic diatribes: stated thesis, enormous unrelated leaps, and weak solutions to the problem.His thesis: that there are enormous cultural disagreements in academia that, instead of hiding, we should teach, incorporating students into intellectual debate amongst their professors rather that maintain autonomy in individual classrooms (I buy it). His solution: Learning communities (I buy it, sort of).He could have left it at that paragraph. Much of the bridge that connects thesis to solution is academic history, theory/aesthetic debates, and politics in the classroom. These items are marginally related to the topic, but are often presented in tangential and difficult-to-place arguments. What's more, I disagree with a lot of what he says. Perhaps, he would argue, that we then have a basis to form a Learning Community and allow students to watch us go blow-for-blow. Metaphorically....more",Notes are private!,0,0,1,not set,not set,"Sep 30, 2013",,Paperback,view (with text),/book/show/251334.Beyond_the_Culture_Wars
312,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Light in August,"Faulkner, William",0679732268,9780679732266,0679732268,507        pp,3.94,"61,910","Mar 12, 1932","Oct 01, 1990",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Wonderfully enriching and complex book weaving a variety of parallel narratives through the perspective of primary to tertiary characters to encapsulaWonderfully enriching and complex book weaving a variety of parallel narratives through the perspective of primary to tertiary characters to encapsulate the redundantly critiqued ""southern gothic"" style while centering on themes of race post-abolition, women's rights/roles, religious hypocrisy, and human tenderness.And most of his sentences are more complex than that last one. I found the novel difficult to read but note that that is not a negative criticism; rather, it was a challenge. Faulkner's narrative style befuddles but rewards persistence. What's more, the reader is rewarded with complex and beautiful linework when the most important aspects of the narrative develop. Each of the characters' isolations in oppressive environments rule their motivations, and revolve around a solitary incident. This is one of those books you'll remember, especially having had to work so hard to get through; but it is a gem: polished, rough-cut symmetric, translucent, and right. ...more",Notes are private!,0,0,1,not set,not set,"Sep 23, 2013",,Paperback,view (with text),/book/show/10979.Light_in_August
313,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Country of the Pointed Firs,"Jewett, Sarah Orne",156792140X,9781567921403,156792140X,224        pp,3.79,"3,947",1896,"Aug 01, 2000",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Though a narrative, the book veers from traditional plot structure and trope but does not fail outrightly. There are tedious sections of monotony, andThough a narrative, the book veers from traditional plot structure and trope but does not fail outrightly. There are tedious sections of monotony, and I can't say I'd have expected to like it, but something in the careful bucolic reverie for new england and a simple rural life made this city boy nostalgic the smalltown life. Like: I came to the coffeshop carried on summer's end breeze, nestled against brick on the single-person table and chair. Car exhaust slowly murdered me, but it was no matter, as my solitude was broken by random people, who told long stories about nothing. And the sun shined....more",Notes are private!,0,0,1,not set,not set,"Sep 08, 2013",,Paperback,view (with text),/book/show/2347137.The_Country_of_the_Pointed_Firs
314,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Djibouti,"Leonard, Elmore",0061735175,9780061735172,0061735175,279        pp,3.05,"3,262","Oct 01, 2010","Oct 12, 2010",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ouch. I mean, I've always thought genre fiction was pretty bupkis, and I was reading this for just a little time-kill before starting another gruelingOuch. I mean, I've always thought genre fiction was pretty bupkis, and I was reading this for just a little time-kill before starting another grueling 15-week semester, but yikes.At times, I thought the plot might be interesting, but the writing is bad (SO BAD) that I had to read over the poorly prepared sentences a dozen times before getting what Leonard (RIP) was trying to say. The inconsistent 3rd person narrator shifted to fit whichever character it discussed, and the story was so full of racism, Orientalism, and misogyny that I thought I was reading Nazi propaganda before I realized I was really reading a pseudo-Samali pirate narrative really about a bisexual terrorist who has no real motivation and doesn't really do anything...ending in a climax as effective as...So, by George, this was a stinger....more",Notes are private!,0,0,1,not set,not set,"Sep 05, 2013",,Hardcover,view (with text),/book/show/7981086-djibouti
