,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Mark 's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
355,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Castle,"Kafka, Franz",0805211063,9780805211061,0805211063,328        pp,3.94,"62,695",1926,"Dec 15, 1998",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Warning for those wanting to read this, it is excruciating. Having said that, it is Kafka at his best. Protagonist K. enters a small village located uWarning for those wanting to read this, it is excruciating. Having said that, it is Kafka at his best. Protagonist K. enters a small village located under a large castle on a mountain, its winter, dark, cold, and forever snowing. K. enters an inn and announces he has been engaged by the Count of the Castle as a land surveyor. The initial suspicion and hostility of the locals is transformed into silent acquiescence as a call is made to check with the Central Office of the castle to check K’s. story.Needless to say, Central Office have never heard of K.Now we enter “Kafka-World.” It is a nightmare comprising of self-important, often invisible, administrators (senior and junior), inept assistants – such as secretaries and messengers, inefficient and ineffective departments a bloated self-serving bureaucracy and suspicious and unfriendly locals. All of this, snugly ensconced in a dark, cold, unfriendly environment.K. is buffeted between all the above, he is certainly determined (bahahaha – poor bloke) and he is obsessed about contacting a senior official called Klamm, this guy has all the answers apparently. K. is usually lead on – he gets many false promises if he’s lucky, lots of dead-ends. He’s also allocated two of the most useless assistants one could ever meet – both act like 4-year-olds and make his life worse. Funny enough - K. also ends up being a school janitor and ends up with a fiancée called Freida (Klamm's ex). There are too many other unhelpful & odd characters to mention here – but if you read this you will find the distractions and diversions annoyingly numerous. One can only feel for K. his pain, frustration and desire for help and friendship is palpable.One main, if not the main reason I read is to ”feel”. For an author to make one feel frustrated so completely, a bit angry, to feel bored more than once – and also to chuck in a couple of laughable scenes (more like chuckles really – or irritated chuckles), is no mean feat. Kafka achieves this absolutely and completely. The weight of the novel is considerable. So much so, that I was going to DNF on many occasions. But what compelled me to continue was twofold:1.	My man, Kafka spent a lot of time and effort creating this befuddling world, so I felt an obligation to spend a lot of time in it.2.	To get the whole “Kafka Experience “one must suffer and gobble up every annoying word and situation. So, I did.Without giving the ending away, this story ends mid-paragraph. This was Kafka’s last work – so we can draw our own conclusions whether he died mid-sentence or not. But, in a nightmare story like this – perhaps there is no ending.I hated and loved this.5-StarsNote for those of you who haven't read Kafka - I'm not sure this one is the best to start your bizarre journey. This short story is a good one of his A Country Doctor and will only take you half an hour: https://www.kafka-online.info/a-count......more",Notes are private!,1,154,1,"Apr 04, 2023","May 12, 2023","Apr 04, 2023",,Paperback,view (with text),/book/show/333538.The_Castle
356,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Country Doctor,"Kafka, Franz",8090217141,9788090217140,8090217141,92        pp,3.68,"5,911",unknown,"Oct 01, 1997",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Once in a while, I feel the need to have a good mental work-out and read Kafka.A Country Doctor by Franz Kafka, published in 1919 - yes that’ll do theOnce in a while, I feel the need to have a good mental work-out and read Kafka.A Country Doctor by Franz Kafka, published in 1919 - yes that’ll do the trick! A human version of All Creatures Great and Small perhaps?.......a quietly amusing medical romp amongst rolling hills, cotton wool ball sheep in the fields, harmless quirky country patients – all in all a relaxing piece to savour.Well, I had to read this bloody thing thrice and I am still trying to figure it out.Our Country Doctor receives a call from the family of a seriously ill man in a village ten miles away. It is snowing, the good doctor has no horse to pull his carriage. So, he goes into the pig sty (yes - pigs to pull the carriage) and lo and behold there’s a couple of strapping horses there, perspiring flanks, twitching muscles – with a groomsman no less, and they’re ready to go. The groomsman is a sleazebag and decides to stay behind to have his willing way with the house maid (Rosa)– who is terrified of him and locks herself in the house. The ten mile trip to the sick man takes a second or two.Now this is where it gets weird. The sick man’s family are babbling indecipherably, the patient is in bed, thin, afebrile, with empty eyes and shirtless. He asks (wheezes) to the doctor - “Let me die”. The phantom horses have loosened their own straps meanwhile and are looking through the window, curious (as they would be). The doctor then starts complaining to himself, reflecting on his own troubles – he doesn’t have his own horse, patients rely on him all the time, unnecessary call-outs in the middle of the night He then discovers a suppurating, ghastly, worm ridden wound on the hip of the patient……..this is when things get weirder…….[image]Okay if you want to know the rest you might want to check this one out.My Thoughts/Reaction - Confusion, insomnia (I read it in bed x 3), incontinence, perspiration, weight loss and a dark, persistent itching on my right hip, and a foreboding feeling of impending doom.Analyses from other sources - Failure, sexual competition (the groomsman), chaos, inability to act, blame, self-pity – plus countless others….The number of analyses I read were proportional to the number of different opinions I saw – I realised each has their own, different, perspective. Which is fine of course, maybe this little story is meant to be opaque and open to individual interpretation? Maybe, Kafka is laughing at us all?4 Stars...more",Notes are private!,0,40,1,"Apr 02, 2023","Apr 04, 2023","Apr 03, 2023",,Hardcover,view (with text),/book/show/221524.A_Country_Doctor
357,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Social Lives of Animals,"Ward, Ashley*",1541600835,9781541600836,1541600835,384        pp,4.21,302,"Mar 01, 2022","Mar 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 02, 2023",,Hardcover,view,/book/show/58340981-the-social-lives-of-animals
358,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Fire from Heaven        (Alexander the Great, #1)","Renault, Mary",0375726829,9780375726828,0375726829,375        pp,3.97,"9,215",Jun 1969,"Jun 11, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 31, 2023",,Paperback,view,/book/show/67697.Fire_from_Heaven
359,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"My Father's House        (Rome Escape Line Trilogy, #1)","O'Connor, Joseph",,,B0B4FNRTXH,276        pp,4.08,"5,299","Jan 26, 2023","Jan 26, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Joseph O’Connor’s – My Father’s House, was a captivating experience. What a read – what a story, this piece of historical fiction is based on real eveJoseph O’Connor’s – My Father’s House, was a captivating experience. What a read – what a story, this piece of historical fiction is based on real events using fictional characters created by amalgamating real players of this period of WWII Rome.We are right in the thick of the Nazi occupation. The Nazis are stomping all over the shop, committing all sorts of atrocities and trashing people and places. There are a number of heroic locals committed to making the Nazi’s malignant presence as difficult as possible. Monsignor Hugh O’Flaherty, who would be right up there with Count Rostov as one of my favourite male leads, runs an underground group called The Choir . This clandestine group assists Allied POWs to escape and go into hiding to evade the clutches of the SS and Gestapo. A very dangerous business indeed, and the most frightening illustration of the horrific danger here, is the presence of a cruel SS officer, Paul Hauptmann. You will be hard pressed to find a more sadistic human being than Hauptmann. He was a family man too. Many of these obscene war criminals were – filing down the teeth of prisoners to pulp being interrogated during the day and tucking their kids in bed at night.Four thousand frightened prisoners crammed like abused beasts, half starved, into a couple of barbed-wired stony fields. One doctor, a drunken pervert. No letters. Two latrines. Compulsory hard labour. Frequent beatings.There is a lot of suspense here, a lot of tension, this is a thriller – you will be on edge. For those Romaphiles among us, we see the sights – to assist us, there is a detailed map inside the front cover (I love maps). There are horrors and fascinating characters. This author uses a highly effective way of developing the main characters (largely, choir members) by inserting a few pages on each, spaced throughout the novel. These passages take the form of interview records or reports. I found this such a clever way to build the characters into something tangible. It also assisted with plot development. An interesting aspect of this book, for me, involved the relationship between the Catholic Church and the Nazi aggressors. The Pope even makes an appearance in this story. I need to read some non-fiction of this aspect of the war – there is a lot to learn and try and understand.The last chapter was incredibly emotional.This is a superb 5-Star effort by O’Connor....more",Notes are private!,0,73,1,"Apr 25, 2023","May 03, 2023","Mar 30, 2023",,Kindle Edition,view (with text),/book/show/61447882-my-father-s-house
360,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Very Nice,"Dermansky, Marcy*",1526605651,9781526605658,1526605651,290        pp,3.24,"6,966","Jul 02, 2019","Sep 03, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Very Nice, by Marcy Dermansky Oh, what a tangled web we weave. Dermansky serves up the scenario of a male university professor having sex with a femalVery Nice, by Marcy Dermansky Oh, what a tangled web we weave. Dermansky serves up the scenario of a male university professor having sex with a female undergraduate. The good professor then turns up (and stays) at the student’s house and becomes involved with her mother. This student’s father has recently left the mother for a beautiful female pilot. There are a small cast of extras including a pair of sexy female twins, one a lesbian and one straight. The lesbian twin works with the student’s father, and is renting the, the professor’s flat. The straight twin is the professor’s best friend. Things go pear-shaped in this romantic farce. Of course they do.Coincidences run free. The most likable character was a standard poodle called Princess – the professor’s. Yes, this guy is involved in everything and is well up to his neck in it.I was unsure about this when I started, but after a chapter or two – I just LOVED IT. I was so immersed in this romp, I was even reading it as I was walking between rooms, on the toilet, outside (I never read outside – it’s too sticky), I took it in the car in case I broke down, and of course I read it in bed.Brief chapters are rotated between each of the characters and are written in the first person. This produces an immersive experience. There were even suspenseful, risky undertones humming away in the background – I never quite knew how this was going to finish.5 Stars...more",Notes are private!,0,48,1,"Mar 30, 2023","Apr 02, 2023","Mar 30, 2023",,Paperback,view (with text),/book/show/49130301-very-nice
361,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Life of Alexander the Great,Plutarch,0812971337,9780812971330,0812971337,96        pp,4.15,"2,731",100,"Apr 13, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 29, 2023",,Paperback,view,/book/show/398122.The_Life_of_Alexander_the_Great
362,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Company of Laughing Faces,"Gordimer, Nadine",,,,12        pp,3.60,40,1965,1965,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 24, 2023",,Paperback,view,/book/show/22094409-a-company-of-laughing-faces
363,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Salt to the Sea,"Sepetys, Ruta*",,,0399160302,391        pp,4.36,"211,651","Feb 02, 2016","Feb 02, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 23, 2023",,Hardcover,view,/book/show/25614492-salt-to-the-sea
364,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Indian Horse,"Wagamese, Richard",1553654021,9781553654025,1553654021,221        pp,4.42,"29,339","Jan 27, 2012","Jan 01, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 16, 2023",,Paperback,view,/book/show/11994903-indian-horse
365,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Moving On,"Steger, Sara*",,,B00NX3QJ6U,206        pp,4.46,37,"Sep 24, 2014","Sep 24, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 15, 2023",,Kindle Edition,view,/book/show/23534929-moving-on
366,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Call for the Dead        (George Smiley, #1)","le Carré, John",0743431677,9780743431675,0743431677,144        pp,3.85,"38,870",1961,"Jan 29, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 15, 2023",,Paperback,view,/book/show/46460.Call_for_the_Dead
367,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Oppermanns,"Feuchtwanger, Lion",0786708808,9780786708802,0786708808,416        pp,4.42,"1,650","Jan 01, 1933","May 10, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 12, 2023",,Paperback,view,/book/show/543760.The_Oppermanns
368,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Alexander the Great: His Life and His Mysterious Death,"Everitt, Anthony",0425286525,9780425286524,0425286525,496        pp,4.04,826,"Aug 27, 2019","Aug 27, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Author, Anthony Everitt’s, Alexander the Great – His Life and His Mysterious Death, is amazing. He has written a book that reads like a novel – EveritAuthor, Anthony Everitt’s, Alexander the Great – His Life and His Mysterious Death, is amazing. He has written a book that reads like a novel – Everitt presents a rollicking story of life in antiquity including warfare, geopolitics, riches, violence, realpolitik and uber skull-duggery.Alexander came to power following the assassination of his father, Philip II of Macedonia in 336 BCE. His father was also military leader of great note – so this desire to conquer must’ve been in the familial blood. His relationship with his Mother Olympias, a significant figure herself, was solid for the duration of Alexander’s life. Soon after he grabbed his father’s throne – he campaigned in the Balkans, Thrace, Illyria, Thebes – and he led the League of Corinth (the Greek states – except Sparta) with the lofty ambition of invading Persia – ruled by the Great King Darius. He also dropped into Egypt and nipped over to India ……..a step too far?.Alexander believed he was related to Zeus and Achilles – the latter being an idol of his. Apparently he didn’t go anywhere without Homer’s, The Iliad. Alexander sailed with sixty fighting ships to the land of Troy, where he flung his spear from the ship and fixed it in the ground, and then leapt ashore himself the first of the Macedonians, signifying that he received Asia from the gods as a spear-won prize. (Diodorus XVII. 17)[image]I would have loved to have seen this – imagine!! Yes he may have said, “get that ginger bastard with the glasses and the dodgy knee” – but it would be worth the risk!!The author includes some fantastic, informative maps, of signiciant battles such as The Battle of Gaugamela, and The Battle of Granicus River as well as others. These maps include the locations of infantry, cavalry, mercenaries – the Generals. It’s fascinating – it puts you right there.. This never-ending war certainly presented logistical challenges. Imagining feeding 40, 50, 60 thousand or more troops? This lot pretty much devastated farmlands of the countryside they were progressing through – you can imagine it. He also struck an unusually low casualty rate amongst his troops. This was probably due to a combination of Alexander’s brilliant leadership but also his troops were battle hardened – many left over from the reign of his father King Phillip II. Hardened old codgers. But it wasn’t all beer and skittles – many were sick of this ongoing campaign, even though Alexander paid them well, looked after them, they wanted to go home. So mutinous actions did foment from time to time. Conspirators were dealt with ruthlessly. Alexander was brutal (Impaling makes me a little twitchy) – he could flatten a city, kill everyone, sell captors into slavery - but he could also conduct a softer take-over and use local administrators to keep the place running pretty much as it was before. He had the insight to make sure local populations were needed to maintain the Empire.The author, quite naturally, ends the book detailing (as much as he can) with the death of this gigantic figure. He discusses some of the theories surrounding his death and pros and cons of various theories. He died at 32 years of age, and what an impact he made.I’d still rather have a beer and veggie burger with Ragin’ Trajan, but I’d SMS Alexander if Trajan was unavailable.5 StarsI need to mention, the last one hundred or so pages contains a glossary and a timeline of significant events, he details his sources – this makes interesting reading too. This author explains the challenges of sourcing material, particularly contemporary sources – and his reasoning for questioning, or advocating for various material used....more",Notes are private!,0,55,1,"Mar 17, 2023","Mar 29, 2023","Mar 11, 2023",,Hardcover,view (with text),/book/show/43230718-alexander-the-great
369,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Idiot,"Dostoevsky, Fyodor",014044792X,9780140447927,014044792X,732        pp,4.21,"182,651",1869,"Aug 31, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 11, 2023",,Paperback,view,/book/show/107844.The_Idiot
370,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Legacy of Spies        (George Smiley, #9)","le Carré, John",0735225117,9780735225114,0735225117,264        pp,3.89,"23,341","Sep 05, 2017","Jan 01, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What a tangled web we weave.A Legacy of Spies by John le Carre is my first (yeah I know) le Carre book and it was a very entertaining and enjoyable reWhat a tangled web we weave.A Legacy of Spies by John le Carre is my first (yeah I know) le Carre book and it was a very entertaining and enjoyable read. The main character is a retired agent called Peter Guillam, living in Brittany (which does sound like a beautiful part of the world BTW) and is recalled to the UK as the British Secret Service faces possible legal action due to a colossal blunder that occurred during an operation back in the days of East vs West in Europe . A couple of children of two innocents who were shot dead back in the day are seeking some recourse.Guillam is interviewed (interrogated) by two smarmy, young British Civil Servants (one of them is a guy called ‘Bunny’ would you believe). Our retired agent is required to remember what happened many years ago during this episode, when the Stasi and the KGB were doing their thing, as were the Western Secret Services. I don’t think I will elaborate on the plot as it’s complex and I think I’ve said enough.There are big serves of double agents, spies, codenames, monikers (my favourite being a lady called Tulip), double crossing, hopeless bureaucracy, deaths, mystery and a complicated plot, with numerous (+++) characters.I did need to re-read passages as I did get lost a number of times. But it was worth the effort.George Smiley (I have heard of him!) seems like a legendary character and makes some memorable appearances. I also like the way the author tends to make those stuffy, upper-class types look and sound a bit silly. Whether he does this intentionally or not, I don’t know – as they tend to sound a bit silly and are full of their own self-importance anyway – I think.The author leaned heavily on field reports, Secret Service memoranda, minutes and other correspondence as a mechanism to tell this story. I really enjoyed this method as it provided a sense of realism. Again, this is not a genre I spend much, or any time reading – but after this effort I think I’ll read a bit more – in fact I thought I just heard le Carre’s Agent Running in the Field muttering something in Russian under its breath from my bookcase. I will grab that one soon enough!4 Stars...more",Notes are private!,0,75,1,"Mar 08, 2023","Mar 14, 2023","Mar 08, 2023",,Hardcover,view (with text),/book/show/34496624-a-legacy-of-spies
371,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Titanic Disaster Omens, Mysteries and Misfortunes of the Doomed Liner","Bancroft, James W.*",1399048953,9781399048958,1399048953,224        pp,3.24,42,unknown,"Apr 30, 2023",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The Titanic Disaster Omens, Mysteries, and Misfortunes...is not really my thing. I am fascinated by The Titanic, its creation, it's tragedy and the peThe Titanic Disaster Omens, Mysteries, and Misfortunes...is not really my thing. I am fascinated by The Titanic, its creation, it's tragedy and the people who survived and died. It is a fascinating story, for sure.This book cites numerous stories of premonitions of survivors, or people who felt a foreboding uneasiness about the trip and didn't embark - even a dog, no less.There is also some speculation of an Egyptian mummy's coffin lid being on board - and the associated curses that may have influenced the sinking of this magnificent ship. Also, some speculation of the Hope Diamond being on board, with its associated curses.This book includes numerous reports from psychics and mediums about this madien voyage. There were also stories of sightings of the good captain who may have survived (never proved). I did find the personal accounts of the survivors absolutely horrific. The freezing ocean, the fires, explosions the deaths - it truly is a horror story. However, there's too much otherworldliness here for me. As a non-believer in curses, the supernatural and things such as omens, this book was a hard pill to swallow.2 Stars Many thanks to NetGalley for providing me with a copy of this book in exchange for my thoughts...more",Notes are private!,0,68,1,"Mar 08, 2023","Mar 10, 2023","Mar 08, 2023",,Hardcover,view (with text),/book/show/81411833-the-titanic-disaster-omens-mysteries-and-misfortunes-of-the-doomed-line
372,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Pinball, 1973        (The Rat, #2)","Murakami, Haruki",4061860127,9784061860124,4061860127,215        pp,3.51,"18,723",Jun 1980,1980,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Haruki Murakami writes about the ordinary, the bland, and he makes it readable and enjoyable. I am riveted reading this stuff. This ordinary world he Haruki Murakami writes about the ordinary, the bland, and he makes it readable and enjoyable. I am riveted reading this stuff. This ordinary world he paints throws up some extra-ordinarily bizarre events. Non sequiturs of the highest order are thrown around too.Life can be like that, hey? Pinball, 1973 (The Rat #2) follows on from Hear the Wind (The Rat #1) with the nameless narrator and his drinking buddy The Rat, spending considerable time at the bar tended by “J”. Again, there is a lot of smoking and drinking beer in this novella. Murakami sometimes describes the act of smoking or lighting a cigarette in great detail – just as a person (in real-life) may sometimes observe these actions in great detail, maybe unintentionally.The themes here are similar to The Rat #1 these include, loneliness, loss, relationships, and the ordinariness of life. There is a striking blandness of the lives of our main characters. Interestingly, this is interspersed with some truly unusual happenings – such as our narrator one day finding twin sisters in his bed, they stay with him for two months, they all sleep together. However, the author mainly focusses on the fact they make good coffee and spend their time looking for balls at the golf course ‘next door’. He also started a thriving translation business, the admin assistant has a penchant for repairing holes in the armpits of his sweaters. But, our guy never seems happy, or sad – just neutral, indifferent and cruising through life.Where there is an entrance, there is usually an exit. That’s the way things are made. Mailboxes, vacuum cleaners, zoos, saltshakers. Of course, there are exceptions. Mousetraps for instance.However, the one thing he does seem passionate about is pinball. He played a particular machine at J’s bar, and developed quite a skill for it, the machine was called ‘Spaceship’ and had three flippers (3 flippers back then was new and exciting - believe me).One day, the machine isn’t there – so our protagonist engages the services of a university lecturer in Spanish to search for this machine – bizarre right? I think this is one thing our main character is truly obsessed about. Almost nothing can be gained from pinball. The only payoff is a numerical substitution of pride.Murakami’s musings of pinball are considerable – something I can relate to as I played a lot of pinball, usually on Sunday nights during my university days. I remember those days fondly. Life was simple.The Rat seems to carry on where he left off from the first book of the series – living a dull life. Drinking and smoking, much of his time spent at J’s bar. He does have a brief encounter with a woman – which doesn’t appear to be going anywhere, probably due to The Rat’s ambivalence. Surprisingly, The Rat makes an important decision towards the latter part of this book – something I will look forward to following in The Rat #3.Her breasts were small, and though her trim body was beautifully tanned, it was a reluctant rather than a boastful tan, as if it had been acquired without her approvalThis plotless wonder, where nothing much really happens, apart from the pinball odyssey – is so interesting because Murakami pulled me in several surprising and unexpected directions throughout.If you do read this, expect the unexpected as you proceed through a dark fug of banality. 4 Stars...more",Notes are private!,0,52,1,"Mar 06, 2023","Mar 08, 2023","Mar 06, 2023",,Paperback,view (with text),/book/show/591978.Pinball_1973
373,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Hear the Wind Sing        (The Rat, #1)","Murakami, Haruki",4061860267,9784061860261,B000I1SJBS,130        pp,3.57,"28,381",Jul 1979,Jun 1979,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Hear the Wind Sing, by Haruki Murakami, (The Rat #1) is an interesting novella set in the 1970s. The major themes here are love, life, loss, lies and Hear the Wind Sing, by Haruki Murakami, (The Rat #1) is an interesting novella set in the 1970s. The major themes here are love, life, loss, lies and literature - oh and drinking, eating and smoking. The unnamed narrator is a 21 year old man studying biology at a Tokyo University. One summer, he comes back to his small hometown in Kobe, near the sea. This is where most of the story is told. Each chapter is brief, to the point, and contains snippets of the narrator's life – childhood included.We hear about the 3 girls he’s slept with, we meet his barfly friend “The Rat” (this is the 1st of the Rat Trilogy BTW), these two guys drink a lot of beer and smoke heaps - over these 130 pages. The Chinese bartender “J” is prominent and makes great fries. The most interesting part for me was the narrator’s interesting relationship with a girl with 9 fingers – who he found on a toilet floor. The 3rd girl I slept with liked to call my penis “raison d’etre”The Rat’s favourite food was pancakes, hot off the griddle. He would stack several in a deep dish, cut them into 4 neat pieces, and pour Coke over the top.Rat thought this was a perfect way to “blend solid food and drink”. Interestingly, Murakami inserts a fictional American writer called Derek Hartfield into this story. Hartfield’s biographical details are included, as is a summary of a fascinating short story written by Hartfield called Martian Wells. There’s a number of poignant moments here and a handful of warm smiles. There are many beautifully written parts in this story that gave me reason to “feel”. To me, this story had an atmosphere of “otherness and loneliness”. I liked this a lot.This was Murakami’s first published book.4 Stars...more",Notes are private!,0,55,1,"Mar 05, 2023","Mar 06, 2023","Mar 05, 2023",,Paperback,view (with text),/book/show/226973.Hear_the_Wind_Sing
374,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Children Of Dynmouth,"Trevor, William",,,B003DXPTTI,212        pp,3.99,"1,017",1976,"Mar 25, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 03, 2023",,Kindle Edition,view,/book/show/35784641-the-children-of-dynmouth
375,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In the Fold,"Cusk, Rachel",0571351670,9780571351671,0571351670,240        pp,3.27,603,Sep 2005,"Oct 03, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 02, 2023",,Paperback,view,/book/show/43862242-in-the-fold
376,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lullabies for Little Criminals,"O'Neill, Heather*",0060875070,9780060875077,0060875070,330        pp,4.03,"26,451","Oct 17, 2006","Oct 17, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 01, 2023",,Paperback,view,/book/show/22207.Lullabies_for_Little_Criminals
377,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Death of Ivan Ilych,"Tolstoy, Leo",1600964338,9781600964336,1600964338,86        pp,4.13,"163,915",1886,"Aug 03, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 01, 2023",,Paperback,view,/book/show/18386.The_Death_of_Ivan_Ilych
378,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Journal of the Plague Year,"Defoe, Daniel",0140437851,9780140437850,0140437851,289        pp,3.56,"10,839",Mar 1722,"Aug 26, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 01, 2023",,Paperback,view,/book/show/46730.A_Journal_of_the_Plague_Year
379,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Constantius II: Usurpers, Eunuchs and the Antichrist","Crawford, Peter",,,B01M5AZ9VO,383        pp,3.86,44,unknown,"Nov 11, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 28, 2023",,Kindle Edition,view,/book/show/33024804-constantius-ii
380,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Song of Achilles,"Miller, Madeline*",,,,408        pp,4.33,"1,484,536","Sep 20, 2011","Aug 28, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Feb 27, 2023",,Paperback,view,/book/show/13623848-the-song-of-achilles
