,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Sara's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
525,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Napuklo srce,"Blobel, Brigitte",9536473879,,,171        pp,3.77,166,"Oct 01, 1990",1999,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Djevojčicu Ninu seksualno zlostavlja njezin očuh. Od ovakvih tema se i dan danas naježim, a čini mi se da sam imala nekih 12-13 godina kad sam čitala Djevojčicu Ninu seksualno zlostavlja njezin očuh. Od ovakvih tema se i dan danas naježim, a čini mi se da sam imala nekih 12-13 godina kad sam čitala ovu knjigu i da me baš gadno potresla i da me dugo, dugo pratila ta Nina i njezina tajna. Jedna od onih knjiga koju bi trebali pročitati svi tinejdžeri jer progovara o temi o kojoj mnogi šute iako bi trebali vikati o tome na sav glas....more",Notes are private!,0,3,1,not set,not set,"Aug 05, 2016",,Paperback,view (with text),/book/show/9837253-napuklo-srce
526,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Godina suše,"Álamo de la Rosa, Víctor",9537056341,,,176        pp,3.39,46,2002,2006,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 04, 2016",,Paperback,view,/book/show/18710010-godina-su-e
527,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kako živim sada,"Rosoff, Meg*",9532204326,,,154        pp,3.58,"45,211","Aug 24, 2004",2006,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 04, 2016",,Hardcover,view,/book/show/11338604-kako-ivim-sada
528,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Zaboravljeni Vrt,"Morton, Kate*",865210719X,9788652107193,865210719X,528        pp,4.15,"222,793",2008,2011,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Neodoljiva priča o obiteljskim tajnama, potrazi za srećom i istinom , puna predivnih opisa i sa nekoliko veoma lijepih bajki koja čitatelja vodi od AuNeodoljiva priča o obiteljskim tajnama, potrazi za srećom i istinom , puna predivnih opisa i sa nekoliko veoma lijepih bajki koja čitatelja vodi od Australije do Engleske i natrag.Lik Autorice uđe ti pod kožu, možeš je zamisliti onako lijepu, duge crvene kose kako piše svoje bajke i priča ih svima koji žele slušati....more",Notes are private!,0,4,1,"Aug 03, 2016","Aug 09, 2016","Aug 03, 2016",,Paperback,view (with text),/book/show/17188323-zaboravljeni-vrt
529,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gospodarica smrti,"Franklin, Ariana",,9788673466392,,352        pp,3.93,"39,681","Feb 06, 2007",Nov 2008,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 03, 2016",,Paperback,view,/book/show/22468350-gospodarica-smrti
530,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tvoj sin Huckleberry Finn,"Sejranović, Bekim",9533047488,9789533047485,9533047488,336        pp,4.37,"1,061",unknown,2015,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Definitivno jedna od depresivnijih knjiga koje sam pročitala u zadnje vrijeme. Moram priznati, na trenutke me i živcirala i došlo mi je da odustanem oDefinitivno jedna od depresivnijih knjiga koje sam pročitala u zadnje vrijeme. Moram priznati, na trenutke me i živcirala i došlo mi je da odustanem od čitanja, već dugo nisam imala takav osjećaj prilikom čitanja knjige.Ali svakako, pravo osvježenje u gomili dosadnjikavih pisaca s našeg područja (čast iznimkama), sirovo, iskreno i onako, baš udara ravno u glavu....more",Notes are private!,0,28,1,"Feb 07, 2017","Feb 15, 2017","Jul 29, 2016",,Paperback,view (with text),/book/show/27400046-tvoj-sin-huckleberry-finn
531,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Jungle,"Sinclair, Upton",1884365302,9781884365300,1884365302,335        pp,3.77,"145,494",1906,"Apr 01, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 27, 2016",,Paperback,view,/book/show/41681.The_Jungle
532,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Popcorn,"Elton, Ben",9531950865,9789531950862,,271        pp,3.52,"7,114","Jan 01, 1996",1999,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 27, 2016",,Paperback,view,/book/show/15994706-popcorn
533,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kuća sedam žena,"Wierzchowski, Leticia",8633128020,,,500        pp,4.09,751,2002,unknown,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 27, 2016",,Paperback,view,/book/show/18138240-ku-a-sedam-ena
534,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,God Wants You Dead,"Hastings, Sean",0979601118,9780979601118,0979601118,350        pp,4.17,78,unknown,"Jan 01, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 27, 2016",,Paperback,view,/book/show/2030273.God_Wants_You_Dead
535,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Derviš i smrt,"Selimović, Meša",866107018X,9788661070181,866107018X,423        pp,4.52,"9,765",1966,2009,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Malo je pisaca s ovih prostora koji znaju pisati kao Selimović .Ovo je poezija u prozi, pjesma o samoći, odvojenosti od svijeta i tuzi zbog izgubljeneMalo je pisaca s ovih prostora koji znaju pisati kao Selimović .Ovo je poezija u prozi, pjesma o samoći, odvojenosti od svijeta i tuzi zbog izgubljene ljubavi....more",Notes are private!,0,14,1,"Jul 27, 2016","Dec 04, 2016","Jul 27, 2016",,Hardcover,view (with text),/book/show/8487092-dervi-i-smrt
536,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Idi pa vidi,"Femenić, Stanislav",9536124467,,,135        pp,4.12,91,2005,2005,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 25, 2016",,Hardcover,view,/book/show/12475351-idi-pa-vidi
537,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Carrie,"King, Stephen*",1416524304,9781416524304,1416524304,272        pp,3.99,"721,571",1974,"Jan 01, 2005",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Religijski fanatizam i pretjerivanje u kombinaciji sa maltretiranjem u srednjoj školi i osjećajem usamljenosti, plus telekinetičke sposobnosti koje imReligijski fanatizam i pretjerivanje u kombinaciji sa maltretiranjem u srednjoj školi i osjećajem usamljenosti, plus telekinetičke sposobnosti koje ima Carrie recept su za sjajnu knjigu. King je stvorio glavnog lika kojeg unatoč svemu što učini ne možeš mrziti, baš suprotno možeš ju samo žaliti i biti na njezinoj strani od početka do kraja. Majstorski....more",Notes are private!,0,4,1,Feb 2021,Mar 2021,"Jul 22, 2016",,Mass Market Paperback,view (with text),/book/show/10592.Carrie
538,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Jedi, moli, voli","Gilbert, Elizabeth*",8677102167,9788677102166,8677102167,308        pp,3.63,"1,743,380","Feb 16, 2006",2008,did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Imala sam dobru namjeru pročitati do kraja ovu knjigu, ali dok ne ide, jednostavno ne ide. Prošla sam njeno putovanje kroz Italiju, došla do Indije i Imala sam dobru namjeru pročitati do kraja ovu knjigu, ali dok ne ide, jednostavno ne ide. Prošla sam njeno putovanje kroz Italiju, došla do Indije i tu jednostavno zatvorila knjigu. Definitivno nije knjiga kakve ja inače volim i nema tu pomoći. Previše patetike, sažaljevanja same sebe i prežvakavanje jedne te iste stvari sto puta, jer jao jadnica se sa 34 godine rastala (ne navodi točan razlog zašto) i kao pokušala se jedne večeri ubiti nožem, ali ipak je imala snage nazvati svoju prijateljicu i reći joj da se želi ubiti i izdržala je tako sve dok joj ova nije došla u stan i uzela joj nož, a onda odjednom njezina je depresija sama od sebe nestala (razumijem da je rastava bolan proces, ali ova žena me totalno izbacila iz takta sa svojim obraćanjem od Boga i sličnim situacijama) i jao jadna li sam, ali imam love da putujem po svijetu, fino jedem, upoznajem ljude i vježbam jogu i jedem tjesteninu, iako sam do sad jela samo organske jogurte sa sjemenkama lana ili čime već i tako u nedogled. ...more",Notes are private!,0,4,1,"Jul 21, 2016","Jul 27, 2016","Jul 21, 2016",,Paperback,view (with text),/book/show/11349875-jedi-moli-voli
539,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wishing Trees,"Shors, John*",0451231139,9780451231130,0451231139,368        pp,3.68,"1,002","Jul 29, 2010","Sep 07, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 21, 2016",,Paperback,view,/book/show/7934601-the-wishing-trees
540,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dragon House,"Shors, John*",0451227859,9780451227850,0451227859,354        pp,3.90,"1,037","Aug 28, 2009","Sep 01, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 21, 2016",,Paperback,view,/book/show/6535053-dragon-house
541,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Temple of a Thousand Faces,"Shors, John*",0451239172,9780451239174,0451239172,544        pp,3.83,"1,401","Feb 05, 2013","Feb 05, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 21, 2016",,Paperback,view,/book/show/15808466-temple-of-a-thousand-faces
542,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Svjetlo koje ne vidimo,"Doerr, Anthony*",9533133686,9789533133683,,531        pp,4.32,"1,661,392","May 06, 2014",2014,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 20, 2016",,Paperback,view,/book/show/25544533-svjetlo-koje-ne-vidimo
543,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Polovica žutog sunca,"Adichie, Chimamanda Ngozi",9532018832,9789532018837,9532018832,426        pp,4.34,"158,876","Sep 12, 2006",2011,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Zatvorila sam ovu knjigu sa suzama u očima. Moćna, očaravajuća, prekrasna, puna ljubavi, tuge, rata i borbe. Ova knjiga ima sve, od sjajno razrađenih Zatvorila sam ovu knjigu sa suzama u očima. Moćna, očaravajuća, prekrasna, puna ljubavi, tuge, rata i borbe. Ova knjiga ima sve, od sjajno razrađenih likova koji se pamte do majstorskih opisa tragedije koju sa sobom donosi besmislenost rata. Već dugo nisam pročitala nešto ovako dobro, istovremeno i tužno i sretno. Svijet je šutio dok smo umirali... zaista je. Definitivno ju stavljam na popis svojih najdražih knjiga....more",Notes are private!,0,7,1,"Aug 17, 2016","Aug 20, 2016","Jul 20, 2016",,Paperback,view (with text),/book/show/24910027-polovica-utog-sunca
544,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Večera,"Koch, Herman",,9789533430867,,264        pp,3.22,"162,292",2009,Nov 2014,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Dugo sam razmišljala koju ocjenu dati ovoj knjizi. Zanimljiva ideja, zanimljiv početak, ali... Otac, Paul, apsolutno je oduran lik, on kao ima neki neDugo sam razmišljala koju ocjenu dati ovoj knjizi. Zanimljiva ideja, zanimljiv početak, ali... Otac, Paul, apsolutno je oduran lik, on kao ima neki neimenovan poremećaj pa brzo plane i ne zna se kontrolirati (pretukao je svog brata, ravnatelja škole...), ali osim toga on ima razmišljanja od kojih boli glava i baš je seronja svoje vrste. Njegova žena prilično je slična, onaj dio kad objašnjava svoj stav o beskućnicima je odvratan, a tu je naravno i jedna doza rasizma koju ne možeš ne vidjeti i osjetiti u knjizi. Uglavnom, sve u svemu glupa knjiga. Razumijem ideju, što bi sve roditelj učinio za svoje dijete, ali ovi roditelji kao da nemaju ni trunke kajanja ni savjesti ni ičega ljudskog u sebi osim obične želje za samoodržanjem. ...more",Notes are private!,0,10,1,"Nov 22, 2016","Nov 27, 2016","Jul 20, 2016",,Hardcover,view (with text),/book/show/23516752-ve-era
545,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Anđeli i demoni        (Robert Langdon, #1)","Brown, Dan*",9532015981,9789532015980,9532015981,465        pp,3.94,"3,158,565",May 2000,2006,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 20, 2016",,Paperback,view,/book/show/9378239-an-eli-i-demoni
546,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kad opada lišće,"Güntekin, Reşat Nuri",,9789958290244,,174        pp,3.70,"4,656",1939,Jul 2011,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 20, 2016",,Paperback,view,/book/show/18370487-kad-opada-li-e
547,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nulti broj,"Eco, Umberto",,9788610015027,8610015025,208        pp,3.16,"13,211",2015,2015,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 19, 2016",,Hardcover,view,/book/show/27260849-nulti-broj
548,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pukovniku nema tko da piše,"García Márquez, Gabriel",,,,108        pp,3.80,"53,157",1961,1978,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 19, 2016",,Hardcover,view,/book/show/7201019-pukovniku-nema-tko-da-pi-e
549,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lov na losose u Jemenu,"Torday, Paul",,9789533034805,,292        pp,3.55,"15,904","Feb 08, 2007",2012,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 17, 2016",,Paperback,view,/book/show/23256292-lov-na-losose-u-jemenu
550,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tajanstveni svjetionik,"Gluščević, Maja",9531955514,9789531955515,,95        pp,3.44,9,"Jan 01, 2005",2006,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 17, 2016",,Hardcover,view,/book/show/17350622-tajanstveni-svjetionik
551,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Colour,"Tremain, Rose",,,,369        pp,3.85,"6,152","May 01, 2003","Apr 29, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 17, 2016",,Paperback,view,/book/show/1022376.The_Colour
552,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Austere Academy        (A Series of Unfortunate Events, #5)","Snicket, Lemony*",0064408639,9780064408639,0064408639,221        pp,4.01,"160,554","Aug 08, 2000","Aug 31, 2000",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 17, 2016",,Hardcover,view,/book/show/131123.The_Austere_Academy
553,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Swan Thieves,"Kostova, Elizabeth",1847442404,9781847442406,1847442404,565        pp,3.57,"34,417","Jan 12, 2010","Jan 21, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 17, 2016",,Hardcover,view,/book/show/5983057-the-swan-thieves
554,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Butterfly Skin,"Kuznetsov, Sergey",1783290242,9781783290246,1783290242,359        pp,3.03,309,2004,"Sep 23, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 17, 2016",,Paperback,view,/book/show/20890566-butterfly-skin
555,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sh*t My Dad Says,"Halpern, Justin",0061992704,9780061992704,0061992704,159        pp,3.98,"156,485","May 04, 2010","May 04, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 17, 2016",,Hardcover,view,/book/show/7821447-sh-t-my-dad-says
556,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Heart Is a Lonely Hunter,"McCullers, Carson",0618084746,9780618084746,0618084746,359        pp,3.99,"110,189","Jun 04, 1940","Jan 01, 1961",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 17, 2016",,Paperback,view,/book/show/37380.The_Heart_Is_a_Lonely_Hunter
557,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Graveyard Book,"Gaiman, Neil*",0060530928,9780060530921,0060530928,312        pp,4.16,"538,738","Sep 30, 2008","Sep 30, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 17, 2016",,Hardcover,view,/book/show/2213661.The_Graveyard_Book
558,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wind-Up Bird Chronicle,"Murakami, Haruki",0965341984,9780965341981,0965341984,607        pp,4.15,"283,468","Apr 12, 1994",1997,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 17, 2016",,Paperback,view,/book/show/11275.The_Wind_Up_Bird_Chronicle
559,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Night Circus,"Morgenstern, Erin*",,9780385534635,0385534639,506        pp,4.02,"974,941","Sep 13, 2011","Sep 13, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 17, 2016",,Hardcover,view,/book/show/9361589-the-night-circus
560,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Camp of the Saints,"Raspail, Jean",1881780074,9781881780076,1881780074,316        pp,3.79,"1,449",1973,"Jan 01, 1987",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 17, 2016",,Paperback,view,/book/show/1181058.The_Camp_of_the_Saints
561,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pustinjski cvijet,"Dirie, Waris",,9789533243474,,240        pp,4.21,"34,577","Aug 19, 1998",2011,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ova žena je nevjerojatna inspiracija i ja nemam riječi kojima bi opisala emocije koje osjećam nakon čitanja ove knjige. Ljuta sam na običaje koji dozvOva žena je nevjerojatna inspiracija i ja nemam riječi kojima bi opisala emocije koje osjećam nakon čitanja ove knjige. Ljuta sam na običaje koji dozvoljavaju obrezivanje žena, ne razumijem kako je to moguće, tko je odlučio da žene moraju to prolaziti, tko je rekao da su one prljave ako nisu obrezane, zbog koga djevojke to i dan danas prolaze, umiru od infekcija kao posljedica običaja, ili cijeli život žive sa neizdrživom boli. Plakala sam čitajući i znam da će mi ova knjiga još dugo biti u mislima, a ova predivna, mudra i hrabra žena zaslužuje samo dobro do kraja svoga života jer toliko je toga prošla i ostala čista i predivna. ...more",Notes are private!,0,7,1,"Jan 17, 2017","Jan 19, 2017","Jul 14, 2016",,Mass Market Paperback,view (with text),/book/show/12808590-pustinjski-cvijet
562,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Vaginini monolozi,"Ensler, Eve",9532010467,9789532010466,B004ZKXUYO,125        pp,3.87,"36,593",1996,2000,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 14, 2016",,Hardcover,view,/book/show/15772398-vaginini-monolozi
563,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Soba,"Donoghue, Emma*",,9789530608665,,313        pp,4.08,"803,862","Aug 20, 2010",2011,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 14, 2016",,Paperback,view,/book/show/15708916-soba
564,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Južno od granice, zapadno od sunca","Murakami, Haruki",9536791404,,,216        pp,3.86,"128,286","Oct 05, 1992",2003,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 14, 2016",,Paperback,view,/book/show/6456624-ju-no-od-granice-zapadno-od-sunca
565,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,She's Not There: A Life in Two Genders,"Boylan, Jennifer Finney*",0767914295,9780767914291,0767914295,320        pp,3.96,"12,307","Jul 01, 2003","Aug 10, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 14, 2016",,Paperback,view,/book/show/54935.She_s_Not_There
566,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"I konje ubijaju, zar ne?","McCoy, Horace",,9789536683857,,156        pp,3.86,"10,033","Jan 01, 1935",Oct 2008,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 14, 2016",,Hardcover,view,/book/show/18335710-i-konje-ubijaju-zar-ne
567,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Zauvijek,"Blume, Judy*",9531968632,9789531968638,,205        pp,3.63,"62,459",1975,2001,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 14, 2016",,Paperback,view,/book/show/9837032-zauvijek
568,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Shock,"Cook, Robin*",0307348105,9780307348104,0307348105,336        pp,3.43,"4,601","Jan 01, 1999","Mar 07, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 14, 2016",,Mass Market Paperback,view,/book/show/278796.Shock
569,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tijelo njenog tijela,"Drakulić, Slavenka",8679632961,9788679632968,B00SYQLN1C,140        pp,3.86,94,"Jan 01, 2006",2007,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ponekad mi zaista trebaju ovakve knjige da me podsjete na to da na svijetu još ima dobrote, samo se o njoj manje priča i manje piše, a ne bi trebalo bPonekad mi zaista trebaju ovakve knjige da me podsjete na to da na svijetu još ima dobrote, samo se o njoj manje priča i manje piše, a ne bi trebalo biti tako.Male stvari, stvari koje može učiniti svaki pojedinac mijenjaju svijet. ...more",Notes are private!,0,11,1,"Mar 15, 2018","Mar 21, 2018","Jul 14, 2016",,Paperback,view (with text),/book/show/8530726-tijelo-njenog-tijela
570,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Blood of Flowers,"Amirrezvani, Anita*",0316065765,9780316065764,0316065765,368        pp,3.98,"18,625","Jun 05, 2007","Jun 05, 2007",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Boje(toliko prekrasnih boja),mirisi i okusi(orijentalna kuhinja, što bogatih, ali i siromašnih) dolaze do vas sa stranica ove knjige i ulaze vam pod kBoje(toliko prekrasnih boja),mirisi i okusi(orijentalna kuhinja, što bogatih, ali i siromašnih) dolaze do vas sa stranica ove knjige i ulaze vam pod kožu. Fantastična knjiga nakon koje teško da ćete više i jedan sag koji je ručno izrađen gledati istim očima. Borba mlade, talentirane ali i siromašne djevojke, borba za bolji život, borba da prehrani svoju majku i da svijetu pokaže koliko je talentirana i sposobna teško da će nekoga ostaviti ravnodušnim. Moja iskrena preporuka!!...more",Notes are private!,0,0,1,not set,Jan 2016,"Jul 14, 2016",,Hardcover,view (with text),/book/show/348632.The_Blood_of_Flowers
571,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pod mramornim nebom,"Shors, John*",,9789531400633,,479        pp,4.02,"14,937","Jun 18, 2004",2007,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Više od 400 stranica knjige prošla sam kroz dan-dva. Moram priznati, zaista volim ovakve povijesne knjige, bile one apsolutno povijesno točne ili ne (Više od 400 stranica knjige prošla sam kroz dan-dva. Moram priznati, zaista volim ovakve povijesne knjige, bile one apsolutno povijesno točne ili ne (u ovom slučaju, autor koristi gradnju Taj Mahala, ali većina likova i događaja su ipak plod njegove mašte).Ono što me oduševilo kod ove knjige nije toliko glavna junakinja, čak ni ljubavna priča koja je ipak na trenutke malo sladunjava i pekmezasta, previše savršena (ali ne želim sitničariti) već je prekrasan opis Taj Mahala, dana, mjeseca i godina u kojima je građen, detaljan opis kupola i svodova, zatvoriš oči i tamo si, dodiruješ te zidove i hodaš vrtom ispred njega. Isto tako opisi gradova, hrane koju su jeli , načina na koji su slavili, pripremali se za vjenčanja... Fantastično!Možda nije apsolutno čista petica, ali je jako blizu. Mene je oduševila i svakako ću potražiti i još neke naslove ovog autora....more",Notes are private!,0,0,1,"Jul 14, 2016","Jul 21, 2016","Jul 14, 2016",,Paperback,view (with text),/book/show/15720344-pod-mramornim-nebom
