,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Adam's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,So Much Longing in So Little Space: The Art of Edvard Munch,"Knausgård, Karl Ove",,,B07FLRVJKW,252        pp,3.95,"1,102","May 02, 2017","Mar 26, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Very good (and I loved the movie that is a companion piece), but I found myself wishing for a little less transcript and a little more analysis",Notes are private!,0,47,1,not set,"Aug 11, 2021","Aug 11, 2021",,Kindle Edition,view (with text),/book/show/41431983-so-much-longing-in-so-little-space
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Beautiful World, Where Are You","Rooney, Sally*",0374602603,9780374602604,0374602603,356        pp,3.54,"388,512","Sep 07, 2021","Sep 07, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"If you love Sally Rooney - and I do, I think she’s a unique, spiky, marvelous voice - this will be a blast. The structure, part epistolary, part unusuIf you love Sally Rooney - and I do, I think she’s a unique, spiky, marvelous voice - this will be a blast. The structure, part epistolary, part unusually removed narration, is fascinating and Alice (a Rooney surrogate, in my reading) and Eileen are terrific leads. The test of multi-perspective, I think, is a feeling of loss every time the book pivots, followed quickly by a renewed interest, the reading speeding as it goes. That was the case here. ...more",Notes are private!,0,134,1,not set,"Aug 08, 2021","Aug 08, 2021",,Hardcover,view (with text),/book/show/56597885-beautiful-world-where-are-you
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Hades, Argentina","Loedel, Daniel",0593188640,9780593188644,0593188640,294        pp,3.75,"1,375","Jan 12, 2021","Jan 12, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The darkness here is the darkness of memory, as a character goes back to his past, literally, figuratively, literarily. And this past is particularly The darkness here is the darkness of memory, as a character goes back to his past, literally, figuratively, literarily. And this past is particularly harrowing, as the love of his life compels him to work in one of the worst places in the world, a place that his mentor (a fun character) knows all to well. I admired Loedel's direct gaze throughout - this is a smooth reading experience, thrumming with the sensory, and the surreal turn hooked me in....more",Notes are private!,0,59,1,not set,"Jul 21, 2021","Jul 20, 2021",,Hardcover,view (with text),/book/show/52644994-hades-argentina
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Morning Star,"Knausgård, Karl Ove",0399563423,9780399563423,0399563423,666        pp,3.93,"11,099","Sep 18, 2020","Sep 28, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"UPDATE: I interviewed Knausgaard about The Morning Star for The Millions: https://themillions.com/2021/09/karl-...Oh my goodness - what a dark novel, UPDATE: I interviewed Knausgaard about The Morning Star for The Millions: https://themillions.com/2021/09/karl-...Oh my goodness - what a dark novel, with a fascinating structure, as many perspectives suture together, with none of them being able to see what is apparent to the reader: that the star in the sky is changing the world. I'll have more on this closer to publication, but for anyone who liked Knausgaard's earlier novel, A TIME FOR EVERYTHING, this is going to be a very exciting read. Couldn't put it down - won't stop thinking about it for a long time....more",Notes are private!,1,222,1,not set,"Jul 19, 2021","Jul 19, 2021",,Hardcover,view (with text),/book/show/57799745-the-morning-star
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Craft in the Real World: Rethinking Fiction Writing and Workshopping,"Salesses, Matthew*",1948226804,9781948226806,1948226804,256        pp,4.48,"2,057","Jan 19, 2021","Jan 19, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Rewired my brain - for reading and for writing, yes- but most of all for teaching. This , therefore, will have to take on a slightly limited perRewired my brain - for reading and for writing, yes- but most of all for teaching. This , therefore, will have to take on a slightly limited perspective, because as a teacher of creative fiction, I found it immensely useful. Alternate forms of workshops - smart exercises - cohesive arguments about approaches to plot that include other narrative traditions. Shifted my syllabus for the fall: a great gift, and required reading for teachers who work within (and against) the classic Workshop tradition....more",Notes are private!,0,40,1,not set,"Jul 04, 2021","Jul 04, 2021",,Paperback,view (with text),/book/show/55155120-craft-in-the-real-world
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Masterpiece        (Les Rougon-Macquart, #14)","Zola, Émile",0199536910,9780199536917,0199536910,364        pp,3.98,"4,650",1886,"Sep 01, 2008",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Goodness gracious - I inhaled this. Great characters, amazing descriptions, incredibly depressing ruminations on the perils of the creative life. The Goodness gracious - I inhaled this. Great characters, amazing descriptions, incredibly depressing ruminations on the perils of the creative life. The arc of it is Zola-esque, apparently - a balloon deflating in slow motion. I waited for a while to try him, and I'm already excited to read more....more",Notes are private!,0,69,1,not set,"Jun 29, 2021","Jun 29, 2021",,Paperback,view (with text),/book/show/2904944-the-masterpiece
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Parakeet,"Bertino, Marie-Helene*",0374229457,9780374229450,0374229457,240        pp,3.65,"3,066","Jun 02, 2020","Jun 02, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A masterclass in free-wheeling experimental writing, with a big heart and a lot of humor.",Notes are private!,0,64,1,not set,not set,"Jun 26, 2021",,Hardcover,view (with text),/book/show/51542251-parakeet
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,On Freedom: Four Songs of Care and Constraint,"Nelson, Maggie",1787332691,9781787332690,1787332691,336        pp,4.01,"2,308","Sep 07, 2021","Sep 07, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A return to the lens and style of ART OF CRUELTY - crystalizing on four key questions of freedom. I was specially drawn to parts 2 (on sex) and 3 (on A return to the lens and style of ART OF CRUELTY - crystalizing on four key questions of freedom. I was specially drawn to parts 2 (on sex) and 3 (on drugs), and found the research there particularly fascinating. Nelson is brilliant, of course....more",Notes are private!,0,39,1,not set,"Jun 26, 2021","Jun 26, 2021",,Hardcover,view (with text),/book/show/56155179-on-freedom
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ecce Homo,"Nietzsche, Friedrich",0140445153,9780140445152,0140445153,144        pp,3.82,"17,094",1908,1992,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Outrageous, braggadocious, sometimes brilliant, sometimes confounding - one of the strangest auto-biographies that I have read, one that sometimes soaOutrageous, braggadocious, sometimes brilliant, sometimes confounding - one of the strangest auto-biographies that I have read, one that sometimes soars.""It seems to us as if we have as a reward a yet undiscovered country before us whose boundaries none has ever seen, a land beyond all known lands and corners of the ideal, a world so overfull of the beautiful, strange, questionable, terrible, and divine that our curiosity and our thirst for possession are both besides themselves so that nothing can any longer satisfy us.""...more",Notes are private!,0,37,1,not set,"Jun 23, 2021","Jun 23, 2021",,Paperback,view (with text),/book/show/479356.Ecce_Homo
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Seductive Poison: A Jonestown Survivor's Story of Life and Death in the Peoples Temple,"Layton, Deborah",0385489846,9780385489843,0385489846,384        pp,4.11,"3,629",1997,"Nov 09, 1999",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Good, smart, sad, addictive read - couldn't put it down, and read it in a day. It's a terrible story, well told.Good, smart, sad, addictive read - couldn't put it down, and read it in a day. It's a terrible story, well told....more",Notes are private!,0,39,1,not set,"Jun 19, 2021","Jun 19, 2021",,Paperback,view (with text),/book/show/345220.Seductive_Poison
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Power and the Glory,"Greene, Graham",0142437301,9780142437308,0142437301,222        pp,3.98,"39,520",Mar 1940,"Feb 25, 2003",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Extraordinary, my favorite of the Greenes I’ve read, like a kinetic action scene with some slowed down sequences out of Dostoyevsky, and a touch of ThExtraordinary, my favorite of the Greenes I’ve read, like a kinetic action scene with some slowed down sequences out of Dostoyevsky, and a touch of The Night of the Hunter. Goodness I loved this book. ...more",Notes are private!,0,55,1,not set,"Jun 19, 2021","Jun 19, 2021",,Paperback,view (with text),/book/show/3690.The_Power_and_the_Glory
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Temptation of Saint Anthony,"Flaubert, Gustave",0375759123,9780375759123,0375759123,288        pp,3.83,"3,040",Nov 1874,"Jan 08, 2002",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Brilliant and maddening...maddening and brilliant. I have not and will never read anything quite like it - a work of pure literary imagination, in theBrilliant and maddening...maddening and brilliant. I have not and will never read anything quite like it - a work of pure literary imagination, in the shape of a play, as St. Anthony suffers innumerable temptations that swirl across the text like visions from a nightmare. Flaubert worked on this for thirty years, but it has the immediacy of stream-of-consciousness, with certain sequences (a long death of the Roman Gods; a tour of distorted humans) especially standing out. The central force of the book is undeniable, but it is, as you might have guessed, something of a slog at points, as I felt that the text was engulfing me, and that I was sinking other. More brilliant than good, but perhaps more than a curiosity....more",Notes are private!,0,50,1,not set,"Jun 17, 2021","Jun 17, 2021",,Paperback,view (with text),/book/show/789432.The_Temptation_of_Saint_Anthony
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Woman from Uruguay,"Mairal, Pedro",1635577330,9781635577334,1635577330,160        pp,3.69,"10,369",2016,"Jul 20, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Super enjoyable, quick read that mingles slapstick with deep despair Made me laugh several times",Notes are private!,0,47,1,not set,not set,"Jun 17, 2021",,Hardcover,view (with text),/book/show/54860591-the-woman-from-uruguay
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Stories of John Cheever,"Cheever, John",0375724427,9780375724428,0375724427,693        pp,4.27,"15,163",1978,"May 16, 2000",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Two a morning for 6 weeks...brain candy. Loved it, loved reading it, Cheever is often incredibly funny and has captured the essence of time and place.Two a morning for 6 weeks...brain candy. Loved it, loved reading it, Cheever is often incredibly funny and has captured the essence of time and place.""He was a cheerful, heavy man with a round face that looked exactly like a pudding. Everyone was glad to see him, as one is glad to see, at the end of a meal, the appearance of a bland, fragrant, and nourishing dish made of fresh eggs, nutmeg, and country cream.""...more",Notes are private!,0,60,1,not set,"Jun 16, 2021","Jun 16, 2021",,Paperback,view (with text),/book/show/11686.The_Stories_of_John_Cheever
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Winter in Sokcho,"Dusapin, Elisa Shua",1911547542,9781911547549,1911547542,154        pp,3.57,"20,287","Aug 19, 2016","Feb 20, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book! So spare, so smart, with an incredible dynamic among its two leads, and no wasted motion. Rarely do I root so hard while reading - rarely aThis book! So spare, so smart, with an incredible dynamic among its two leads, and no wasted motion. Rarely do I root so hard while reading - rarely am I as pleased with an ending. Meditations on art, place, eating, and the body...don't miss it. Read it in two hours, thrilled the whole time....more",Notes are private!,0,79,1,not set,"Jun 16, 2021","Jun 16, 2021",,Paperback,view (with text),/book/show/52873922-winter-in-sokcho
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,W-3,"Howland, Bette",0998267538,9780998267531,0998267538,224        pp,3.67,386,"Aug 29, 1974","Jan 12, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Incredibly sad, harrowing, dark look at life on a Psych Ward - the insights are innumerable, and Howland's prose sparkles. Dated, in some ways, but asIncredibly sad, harrowing, dark look at life on a Psych Ward - the insights are innumerable, and Howland's prose sparkles. Dated, in some ways, but as a time capsule of life on a ward, this is a remarkable book. The arc from admission to leaving is well mapped, and the characters - especially Trudy - are extremely notable....more",Notes are private!,0,40,1,not set,"Jun 11, 2021","Jun 11, 2021",,Hardcover,view (with text),/book/show/50735650-w-3
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,LoveStar,"Magnason, Andri Snær*",1609804260,9781609804268,1609804260,320        pp,3.77,"2,069",2002,"Nov 20, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A parable about the hazards of advertising, and marketing of death - Inter-Ice Age 4 meets George Saunders, a lot of fun.",Notes are private!,0,30,1,not set,"Jun 07, 2021","Jun 07, 2021",,Paperback,view (with text),/book/show/13533771-lovestar
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Crossroads,"Franzen, Jonathan",0374181179,9780374181178,0374181179,592        pp,4.06,"56,508","Oct 05, 2021","Oct 05, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Really loved it, and was surprised by it, and am excited to hear what people think of it. It has its strange moments, and some regressive ones, but alReally loved it, and was surprised by it, and am excited to hear what people think of it. It has its strange moments, and some regressive ones, but also incredible sequences, and the Marion character, specifically, fascinated me. Franzen has a knack for intertwined family novels, and this one, while not up to the level of THE CORRECTIONS, is great. Excited for part 2!...more",Notes are private!,0,177,1,not set,"May 21, 2021","May 21, 2021",,Hardcover,view (with text),/book/show/55881796-crossroads
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Intimacies,"Kitamura, Katie*",0399576169,9780399576164,0399576169,225        pp,3.65,"33,282","Jul 20, 2021","Jul 20, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Jan 22 update: wrote about this for the Rumpus! https://therumpus.net/2022/01/intimac...Oh gosh I loved this - one of my faves in a while: A complex tJan 22 update: wrote about this for the Rumpus! https://therumpus.net/2022/01/intimac...Oh gosh I loved this - one of my faves in a while: A complex trial in The Hague, musings on interpretation and art (with a fabulous exhibition), and a memorable lead, with a great love dynamic. “That was, I thought, the prospect offered by a new relationship, the opportunity to be someone other than yourself”...more",Notes are private!,0,125,1,not set,"May 02, 2021","May 02, 2021",,Hardcover,view (with text),/book/show/55918474-intimacies
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Real Estate,"Levy, Deborah",024126801X,9780241268018,024126801X,297        pp,4.30,"6,681","May 13, 2021","May 13, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""That night, in the deep heat of Greece, devoured by mosquitos and reminiscences, I was thinking about all the doors I had closed in my life and what ""That night, in the deep heat of Greece, devoured by mosquitos and reminiscences, I was thinking about all the doors I had closed in my life and what it would have taken to keep them ajar.""I knew I would love this - I loved the first two volumes of this astonishing living autobiography series (though I classify them as criticism as well - but I really loved this. Levy is essential....more",Notes are private!,0,96,2,not setnot set,"Apr 23, 2021not set","Apr 23, 2021",,Hardcover,view (with text),/book/show/54546064-real-estate
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Great Mistake,"Lee, Jonathan*",0525658491,9780525658498,0525658491,304        pp,3.59,"2,517","Jun 15, 2021","Jun 15, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Terrific, really terrific. A beautifully researched examination of Andrew Haswell Green, with an innovative structure, bold writing, and a ton of hearTerrific, really terrific. A beautifully researched examination of Andrew Haswell Green, with an innovative structure, bold writing, and a ton of heart. The scenes with Samuel Tilden exploded off the page - marvelous to learn about a figure while marveling at the quality of Lee's prose. “New York is a comedy to those who think, and a tragedy to those who feel.”...more",Notes are private!,0,80,1,not set,"Apr 17, 2021","Apr 17, 2021",,Hardcover,view (with text),/book/show/55502632-the-great-mistake
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Ambassadors,"James, Henry",0140432337,9780140432336,0140432337,528        pp,3.64,"12,445","Sep 24, 1903","Mar 03, 1987",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A curious reading experience, and, in the end, a remarkable one. After banging my head against the first two hundred pages of this novel over several A curious reading experience, and, in the end, a remarkable one. After banging my head against the first two hundred pages of this novel over several weeks, something suddenly clicked in. Was it James's bizarre, flourishing syntax? Or the sudden realization that this is a simple plot, presented complexly? Was it to understand that, though we're in the 3rd person, we're deeply in the head of our protagonist, Strether, a character who is almost uniquely unreliable in his inability to think things TO HIMSELF - a passiveness I've not yet encountered in reading? It was all of it, of course, and I suddenly began to swoon, and marvel, to root for characters, charmed by the subtle mysteries of this work. The ending is marvelous - and I suspect, if I go back and re-read, that that blasted beginning is marvelous too....more",Notes are private!,0,87,1,not set,"Apr 09, 2021","Apr 09, 2021",,Paperback,view (with text),/book/show/775366.The_Ambassadors
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Paying the Land,"Sacco, Joe",1627799036,9781627799034,1627799036,272        pp,4.34,"2,592","Jul 07, 2020","Jul 07, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Excellent, winding graphic journalism looking at the consequences of resource extraction on Indigenous communities in the Pacific Northwest. The narraExcellent, winding graphic journalism looking at the consequences of resource extraction on Indigenous communities in the Pacific Northwest. The narrative often soars, and is of course extremely depressing, especially in the segment on the Residential School System. I lost a bit of the thru-line of narrative occasionally, w/ Sacco's presence and intentions a bit hard to keep track of, and it didn't feel like it knew how to end itself, but I very much enjoyed this, and learned a lot....more",Notes are private!,0,56,1,not set,"Apr 07, 2021","Apr 07, 2021",,Hardcover,view (with text),/book/show/52079617-paying-the-land
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Something New Under the Sun,"Kleeman, Alexandra*",1984826301,9781984826305,1984826301,368        pp,3.32,"2,927","Aug 03, 2021","Aug 03, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Exciting book - exciting and strange, an eco-parable mashed up with a detective thriller, with sci-fi elements and hollywood pastiche mixed in - it's Exciting book - exciting and strange, an eco-parable mashed up with a detective thriller, with sci-fi elements and hollywood pastiche mixed in - it's often funny, with a scary, sharp analysis of contemporary environmental issues lurking under the surface at all times.It's like: Inherent Vice meets an Alfred Hayes Hollywood novel. Keep your eye out for it....more",Notes are private!,0,91,1,not set,"Mar 17, 2021","Mar 17, 2021",,Hardcover,view (with text),/book/show/55905024-something-new-under-the-sun
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Real Life,"Taylor, Brandon",0525538887,9780525538882,0525538887,329        pp,3.81,"33,266","Feb 18, 2020","Feb 18, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Came to this book to re-read after reading FILTHY ANIMALS, a short story collection that I adored. Taylor's Wallace seems an indelible creation to me,Came to this book to re-read after reading FILTHY ANIMALS, a short story collection that I adored. Taylor's Wallace seems an indelible creation to me, a fully realized character, and the fine campus novel that emerges around him, full of dramatic characters and complex situations and plenty of biology, is secondary to the pure pleasure of the lead, and of the voice. It's a memorable debut....more",Notes are private!,0,67,1,not set,"Mar 10, 2021","Mar 10, 2021",,Hardcover,view (with text),/book/show/46263943-real-life
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Filthy Animals,"Taylor, Brandon",0525538917,9780525538912,0525538917,288        pp,3.65,"8,873","Jun 22, 2021","Jun 22, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Loved it - Taylor has accomplished something quite interesting here, with alternating stories filling in a 36 hour period for an intriguing set of chaLoved it - Taylor has accomplished something quite interesting here, with alternating stories filling in a 36 hour period for an intriguing set of characters in Madison. The non-connected pieces are often really good (I especially liked ""Anne of Cleves""), and the collection's high points (the last story, the story ""Proctoring"") present the sweeping pleasures of a novel with the intimacy of the short story form....more",Notes are private!,0,85,1,not set,"Mar 03, 2021","Mar 03, 2021",,Hardcover,view (with text),/book/show/55801198-filthy-animals
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mishima: A Biography,"Nathan, John",030680977X,9780306809774,030680977X,300        pp,4.01,532,1974,"Apr 07, 2000",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Interesting, sharp biography of Mishima by his former translator, crescendo in the bizarre suicide incident. I was particularly struck by this segmentInteresting, sharp biography of Mishima by his former translator, crescendo in the bizarre suicide incident. I was particularly struck by this segment: https://twitter.com/adalva/status/136......more",Notes are private!,0,41,1,not set,"Feb 16, 2021","Feb 16, 2021",,Paperback,view (with text),/book/show/62806.Mishima
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Swim in a Pond in the Rain: In Which Four Russians Give a Master Class on Writing, Reading, and Life","Saunders, George",1984856022,9781984856029,1984856022,410        pp,4.54,"18,702","Jan 12, 2021","Jan 12, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I was lucky enough, a couple of years ago, to attend a Saunders masterclass on""Gooseberries"" - he was an unforgettably good lecturer, and conjured a wI was lucky enough, a couple of years ago, to attend a Saunders masterclass on""Gooseberries"" - he was an unforgettably good lecturer, and conjured a warmth in the room that I recall happily, often. I've seen him talk a couple of times since, and both times radically amazed me, though slightly less so than the ""Gooseberries"" lecture. There is something about those sparking experiences, perhaps, that led to me feeling a slight disconnect from this charming, smart writerly analysis of stories by Tolstoy, Chekhov, Gogol, and Turgenev, which are provided, and which make for wonderful reading. The Saunders analytic style, so quippy and likable, somehow works perfectly out loud, and slightly less so on the page - but here comes a second confession: I think people who have taken an MFA, or a college writing class, may find less here, just because many of the reveals will be familiar to them. As a peek behind the veil, it could very well be fascinating; for a dweller behind the veil, the revelations are in the stories themselves....more",Notes are private!,0,95,1,not set,"Feb 13, 2021","Feb 13, 2021",,Hardcover,view (with text),/book/show/55290026-a-swim-in-a-pond-in-the-rain
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Vegetarian,Han Kang,0553448188,9780553448184,0553448188,188        pp,3.58,"165,691","Oct 30, 2007","Feb 02, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Structurally fascinating, three-part novella, with each part sort of functioning as a stand-alone. I realized the structure was working because I was Structurally fascinating, three-part novella, with each part sort of functioning as a stand-alone. I realized the structure was working because I was grievously disappointed when it first switched perspectives...and then was disappointed again, and both times the reason I was disappointed was because the book was reading so well. It's not really LIKE anything - maybe the more abstract Tanizaki stories are as close as I can think of (I don't get the frequent Kafka comparisons, different vibe for me). I found myself caring a lot. What a gift it is to care....more",Notes are private!,0,102,1,not set,"Feb 10, 2021","Feb 10, 2021",,Hardcover,view (with text),/book/show/25489025-the-vegetarian
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ruthie Fear,"Loskutoff, Maxim*",0393635562,9780393635560,0393635562,282        pp,3.72,657,"Sep 01, 2020","Sep 01, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Gripping, weird, smart - bravo!",Notes are private!,0,56,1,not set,"Jan 30, 2021","Jan 30, 2021",,Hardcover,view (with text),/book/show/50489347-ruthie-fear
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Second Place,"Cusk, Rachel",0374279225,9780374279226,0374279225,186        pp,3.69,"22,128",2021,"May 04, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I’m very happy to report that this upcoming novel, is fun and weird, with lots of thinking about painting and power structures, and lots of plotting bI’m very happy to report that this upcoming novel, is fun and weird, with lots of thinking about painting and power structures, and lots of plotting beneath the surface, and a surprising Iris Murdoch vibe, and paragraphs as good as anyone.It's great - really great...more",Notes are private!,0,140,1,not set,"Jan 27, 2021","Jan 27, 2021",,Hardcover,view (with text),/book/show/54785558-second-place
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lost Time: Lectures on Proust in a Soviet Prison Camp,"Czapski, Józef",,,B079R6BPG5,107        pp,4.07,678,1948,"Nov 06, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Remarkable for WHAT it is - more than the content, which is also quite good. Czapski, a Polish prisoner in Soviet military camp during WW2, was part oRemarkable for WHAT it is - more than the content, which is also quite good. Czapski, a Polish prisoner in Soviet military camp during WW2, was part of a group of officers who put together lecutres on subjects of their expertise. They had no source materials. And yet, from memory, he puts together an accomplished, detailed, uncannily accurate lecture on Proust - recalling scenes of the most minute importance, in detail. This is, in itself, Proustian, making the work fascinating. The lecture itself is informed and sharp, and would serve as a wonderful INTRODUCTION to In Search of Lost Time (my favorite book) if you haven't read it.Imagine hearing this lecture in an impossible circumstance! Time travel....more",Notes are private!,0,58,1,not set,"Jan 17, 2021","Jan 17, 2021",,Kindle Edition,view (with text),/book/show/40378238-lost-time
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Emigrants,"Sebald, W.G.",0811213668,9780811213660,0811213668,237        pp,4.17,"10,105",1992,"Sep 17, 1997",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Sebald as comfort; Sebald as an embodiment of experimental genius; Sebald, again, does the impossible. This is a hugely admirable linked story collectSebald as comfort; Sebald as an embodiment of experimental genius; Sebald, again, does the impossible. This is a hugely admirable linked story collection (basically, though no one would probably call it that), whose connections are at once subcutaneous and massive. The influence of Nazism on this strange, spectral, melancholy work is fascinating, as is the slow, steady realization that Nabokov (!) is a supporting character who appears in all 4 segments, mostly unnamed, as the butterfly man. Sebald is peripatetic, as ever, and his use of photographs is a marvel. If I had to choose a favorite of the four parts, it would be the second one, of the unnamed leads teacher, but this is a cohesive accomplishment....more",Notes are private!,0,84,2,not setnot set,"Jan 16, 2021not set","Jan 16, 2021",,Paperback,view (with text),/book/show/455781.The_Emigrants
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Girlhood,"Febos, Melissa*",1635572525,9781635572520,1635572525,320        pp,4.24,"9,829","Mar 30, 2021","Mar 30, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Really loved this smart, insightful essay collection. I’ve taught “Intrusions,” which is included, since it came out, and the rest of the book lives uReally loved this smart, insightful essay collection. I’ve taught “Intrusions,” which is included, since it came out, and the rest of the book lives up to it, forming a cohesive whole....more",Notes are private!,0,77,2,"Jan 15, 2022not set","Jan 15, 2022Jan 10, 2021","Jan 10, 2021",,Hardcover,view (with text),/book/show/53138199-girlhood
