,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,cypt's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Kind Worth Killing        (Henry Kimball/Lily Kintner, #1)","Swanson, Peter*",0062267523,9780062267528,0062267523,320        pp,4.00,"187,799","Feb 03, 2015","Feb 03, 2015",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Biški nuvylė. Pradžia puiki, ir visą pirmą knygos pusę galvojau, kad čia bus vienas geresnių pastarojo meto detektyvų, bet paskui viskas pradėjo ridenBiški nuvylė. Pradžia puiki, ir visą pirmą knygos pusę galvojau, kad čia bus vienas geresnių pastarojo meto detektyvų, bet paskui viskas pradėjo ridentis žemyn. Kaip ir Aštuoniose tobulose žmogžudystėse, Swansonui įdomu tobula žmogžudystė (turbūt Highsmith įtaka, o aš dar jos neskaičiau, tik filmą mačiau..) - ta, kuri neatsekama, kurios tobulai užslapstyti galai. Bet šioje knygoje iš pradžių atrodo, kad į tobulą žmogžudystę, anot jo, įeina ir pateisinamumas: visoj pirmoj pusėj ir mums kalbama apie žmones, nevertus gyventi, ir žudikai atrodo dar palygint suprantami, pvz paaugė mergaitė, žudanti tėvų priimtą pagyventi creepą, kuris planuoja ją išprievartauti. Toliau imama žudyti už išdavystę, už įskaudinimą, galiausiai - prevenciškai, kad neišsiaiškintų nusikaltimo... toks tipinis sūkurys - nežinau, ar jis tipinis gyvenime, bet tipinis serialuose ir knygose tai tikrai. Bet tada - kai nusikaltimai pereina į patogumo ir oganizacijos lygmenį, kaip dar vienas būdas sutvarkyti situaciją tarp kitų būdų, - nustoja būti įdomu.Visai patiko ta iš paauglės mergaitės išaugusi žudikė, jos aplinka ir istorija, patiko, kaip nedirbtinai susisiejo per gyvenimą jos patirti įskaudinimai. Galiausiai ji tampa kažkuo tarp emo paauglės ir Lady Gagos: ""[He] was bad through and through, someone who would go through life taking only what he wanteed and hurting the ones who loved him. I had handed him my love - my life really - and he had treated each with disdain."" Net labai patiko visa antrojo personažo, susiruošusio nužudyti žmoną, linija, taip pat ir tos linijos užsibaigimas. Bet va tai linijai užsibaigus (stengiuosi nespoilinti) liekame su jaunąja žudike, ir ji ilgainiui pradeda varginti. Nesu skaičiusi daug ""tobulos žmogžudystės"" detektyvų, tačiau iš tiek nedaugelio, kiek skaičiau / mačiau, susidariau įspūdį, kad tobulo nusikaltimo atveju turėtum šiek tiek, bent trupinėlį, sirgti už nusikaltėlį ir bent truputį norėti, kad nusikaltimas išties liktų tobulas, neišaiškintas, nepriekaištingai surežisuotas. (Turbūt atvirkščiai proporcingai nei gyvenime, kur tokie neišaiškinti nusikaltimai ir mirtys, kaip pvz baikerio dingimas-žmogžudystė, kelia nebent paniką ir frustraciją.) O šios Swansono knygos atveju gana greitai nustoji sirgti už jaunąją žudikę, gana greitai pasidaro vienodai, ar ją sugaus, ar ne.Atskirai gana bjauri vieta - pamąstymai apie tai, kad ji gyvena kitokios moralės ir vertybių sistemoje nei visas likęs pasaulis:I would continue to survive, knowing, as I'd known that night in the meadow, the stars pouring their light down on me, that I was special, that I was born with a different kind of morality. The morality of an animal - of a crow or a fox or an owl - and not of a normal human being.Taip taip, visų mūsų moralė pasikeičia į gamtos gaivalą, kai kontrolė prigauna be bilietėlio. O kitaip tariant, tokie svarstymai tiesiog paverčia visus jos nusikaltimus nusikaltimais iš išpindėjimo. Skaitydama su ilgesiu prisiminiau Gillian Flynn Dark Places - vat kas yra tikri nusikaltimai, jų motyvai, nusikaltėlių paveikslai, fikcija, kuri vis dėlto neleidžia tau pamiršti, kad skaitai ne cukinijos troškinimo receptą, o neatitaisomą pasaulio tvarkos suardymą. O Swansono knygoje nesuprasi - nusikalsti ir ypač žudyti verčia nei tai išpindėjimas, nei tai principas, netgi ne kokie nors keršto troškimai ar baimės. Tiesiog dar viena šachmatų partija nykioje kasdienybėje. Ok, supratom, ate.Jei ne ""Aštuonios žmogžudystės"", daugiau Swansonui nebeduočiau šanso. Dabar gal dar reikės ką nors paskaityti, bet tik jei ""Nenušaunami siužetai"" rekomenduos....more",Notes are private!,0,3,1,not set,Jan 2023,"Sep 13, 2023",,Hardcover,view (with text),/book/show/21936809-the-kind-worth-killing
144,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Secret Lives of Colour,"St. Clair, Kassia",1473630835,9781473630833,1473630835,328        pp,4.12,"14,585","Oct 20, 2016","Sep 06, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 08, 2023",,Paperback,view,/book/show/34855853-the-secret-lives-of-colour
145,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,On Cussing: Bad Words and Creative Cursing,"Dunn, Katherine",1947793268,9781947793262,1947793268,64        pp,3.81,455,"Mar 26, 2019","Mar 26, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 07, 2023",,Paperback,view,/book/show/40611198-on-cussing
146,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pasakų parkas,"Bernotas, Simonas*",6094803841,9786094803840,6094803841,88        pp,4.21,14,unknown,"Aug 09, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Labaiiii patiko. Antra Bernoto knyga jau nebe tokia vienos natos ir vieno atsikvėpimo kaip Reivas - kompleksiškesnė ir labiau visokia. Bet per visą knLabaiiii patiko. Antra Bernoto knyga jau nebe tokia vienos natos ir vieno atsikvėpimo kaip Reivas - kompleksiškesnė ir labiau visokia. Bet per visą knygą eina pasaulio ir pasakos leitmotyvai, viena vertus, kaip antiradauskiškas atradimas: ""Nebetikiu pasaka / pasauliu tikiu"" (p. 80), antra vertus - kaip vienas ir tas pats dalykas: laukiama slibinų, dvyliktą nakties pasibaigia (ar prasideda??) burtai, aplinkui pilna pėdų, iš kurių gali atsigerti, kad taptum į kažką panašus, taip pat takų, nubarstytų trupiniais, kad galėtum kažką pasekti. Šiaip tai visai pagal Radauską, tik jis pozuodamas skirstė į a ir b, o Bernotas neskirsto. Va čia tas gražus slibininis:Mums reikia daugiau slibinųOrai vis lengviau prognozuojamiŠlapdribos ir lietūsTušti namaiŠiukšlių ir purvo alėjosTačiau viskas lengvai išsprendžiamaReikia kelių slibinų grynaveisliųIr mūsų akyse vėl sužibs liepsnos(p. 51)Nemoku paaiškinti, bet kažkas labai gražaus čia vyksta net ne su veiksmažodžių, bet su eilėraščių laiku: praeitis ir ateitis pas jį tęstinė-amžina, ne įvykiška, o tarsi dėsninga. Gal čia ta anotacijoje minima utopija. Bet lyg ir nėra utopija ar kažkokia nereali erdvė / laikas - kaip tik viskas labai realu, dėsninga-būtina, ir tas dėsningumas veikia raminamai, kaip kokia meta teorija apie viską. Kaip keista, kad tie, kurie labai stengiasi nupasakoti Dėsnius ir Iasmę (galvoju apie ką tik skaitytą Stankevičių), kuria komišką efektą, o tie, kurie tarsi tik kažką konstatuoja arba spėja, pasako tai ir taip, kad norisi vėl galvoti apie tiesas, pasaulio ir mūsų veikimą.Subjektyvi meilė - konstrukcijai ""dabar jau"" / dabar jau žinau, atsimenu, kažkada perskaičiau Gedimino Kuktos eilėraščiuose ir net kvapą užėmė. Ji tuo pat metu ir konstatuoja lūžį, ir pati yra tas lūžis, ir už savęs slepia visą atskirą pasaulį su kitais dėsniais, kuris egzistavo kažkada anksčiau ir kurio nebėra, - ir tarsi tampa paminklu tam buvusiam pasauliui. Aš visada patikiu tuo pasauliu. Kaip ir cituotam Bernoto eilėrašty - pasauliu tikiu. Va čia dar vienas man be galo patikęs, knygoje pirmas:Pasaka be galoapie draugus sužinai iš jų eilėraščiųapie pasaulį išgirsti iš medijųdabar jau žinautu vis dar vienas tųlaviruojančių tarp vakar ir rytdienosviskas arba nieko šiandiensvyra į niekio pusę viskasniekada sau vietos nerasiblaškysies blaškysies blaškysiesmenkas tavo prakeiksmasšviesa spurda vidujemenka paguodadabar jau žinauapie draugus iš jų eilėraščiųapie pasaulį iš medijų(p. 9)Nu ir dar šitas - apie karą. Va čia ir matosi, kas yra ir kas nėra poezija: Vainius Bakas parašė apie karą visą knygą ir nieko nepasakė, o Bernotas vienu eilėraščiu perrašė Bruegelio karnavalą ir pasakas į chaotišką realybę ir pasakė tą, ką reikia -Žiemos žaidimaipūkuotukai su defektaisrungiasi paralimpinėseužvedus ant proginio gūglės logosiūlomi žiemos žaidimaio visai netoli nuo čiageometrine progresija augapotencialių paralimpiečių skaičiusiržaidžiančiųjų jau nebe šioje lygojepagal mums nesuvokiamas taisykleslaurų vainikai nuvytęmedaliai be prabospergalės skonis pernelyg panašus į kraujo2022 03 04(p. 77)Ne viską supratau iš karto skaitydama, ir čia viena iš tų knygų, kur norisi turėti ir paskui skaityti iš naujo. Patikėjau ir Bernoto pasauliais, ir jo elementariom sintaksinėm struktūrom - reikia to, ir įvyks tas; yra taip, vadinasi, nebėra anaip. Kažkada labai juokdavausi iš knygų recenzijų, kuriose primėto tokių deep frazių kaip ""yra taip, vadinasi, nebėra"". Dabar jau žinau :))...more",Notes are private!,0,19,1,not set,Jan 2023,"Sep 04, 2023",,Paperback,view (with text),/book/show/197427536-pasak-parkas
147,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nepriklausomybės saulėj        (Atsiminimai #5),"Vaitkus, Mykolas",,,,296        pp,4.00,1,1968,1968,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 04, 2023",,Paperback,view,/book/show/45014401-nepriklausomyb-s-saul-j
148,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Su Minija į Baltiją        (Atsiminimai #1),"Vaitkus, Mykolas",,,,210        pp,0.00,0,unknown,1962,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 04, 2023",,,view,/book/show/59122581-su-minija-baltij
149,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Emisaras,"Tawada, Yōko",,9786098306446,,128        pp,3.44,"11,040","Oct 31, 2014",2023,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 03, 2023",,Paperback,view,/book/show/195398872-emisaras
150,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gestai ir kt. eilėraščiai,"Ostups, Artis",,9786098325058,,88        pp,3.78,68,2016,"Aug 23, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 01, 2023",,Paperback,view,/book/show/197677157-gestai-ir-kt-eil-ra-iai
151,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gėlės kaip šunys,"Paklonskaitė, Diana",,9786098286441,,96        pp,3.67,3,2023,2023,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2023",,Paperback,view,/book/show/198310608-g-l-s-kaip-unys
152,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Mysterious Case of the Alperton Angels,"Hallett, Janice",1800810407,9781800810402,1800810407,416        pp,4.03,"14,141","Sep 14, 2023","Sep 14, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2023",,Hardcover,view,/book/show/61157639-the-mysterious-case-of-the-alperton-angels
153,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Biblijos vyrai ir moterys kryžkelėse,"Gudauskienė, Ingrida",,9786094666889,,368        pp,4.25,12,unknown,2022,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 30, 2023",,Hardcover,view,/book/show/75395535-biblijos-vyrai-ir-moterys-kry-kel-se
154,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Firebird,"Ginczanka, Zuzanna",1681377306,9781681377308,1681377306,80        pp,4.57,30,unknown,"Aug 22, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 29, 2023",,Paperback,view,/book/show/120771285-firebird
155,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Neplanuotas gyvenimas: Šeima sovietmečio Lietuvoje,"Leinartė, Dalia",,9786098120899,,296        pp,4.19,145,unknown,2022,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"TL;DR: NEPLANUOTAI SIURREALUNieko nežinau apie istorines knygas, nieko nežinau apie sovietinę šeimą, bandžiau apsišviesti, kažką sužinojau. Pirmi skyrTL;DR: NEPLANUOTAI SIURREALUNieko nežinau apie istorines knygas, nieko nežinau apie sovietinę šeimą, bandžiau apsišviesti, kažką sužinojau. Pirmi skyriai - teisinės SSRS bazės, susijusios su lyčių vaidmenimis ir svarbiausia visuomenės dalele šeima, pristatymas, toliau pasakojama pagal temas - santuoka, skyrybos, vaikai, namai.Šiurpiausios man, beveik nebepažįstančiai to sovietmečio savo kailiu, vietos - apie vaikų atidavimą į savaitinius darželius ir internatus; tarsi buvau skaičiusi apie tai Juknaitės prisiminimuose, bet nesuvokiau ir nežinojau, kokia įprasta ar bent jau paplitusi tai buvo praktika. Taip pat buvo labai įdomu skaityti apie kraičio praktikas ir tai, kiek tūkstančių ar nepiniginių gėrybių jaunosios tėvai galėdavo paskirti būsimam žentui už santuoką. Ir apie santuokos sampratą kaip partnerystę, bendrą reikalą (""emociškai artimi šeimos narių santykiai spaudoje ir profesionalioje literatūroje buvo vadinami egoistiškais"", p. 91).Bet jei ""vadinimas"" yra +- oficiali ideologija, o žmonės, kaip rodo knygoje cituojami interviu ir dokumentai, realiai gyveno visaip, ir vedami emocijų, ir grynai praktinių sumetimų, tai kas galiausiai yra analizuojama šitoj knygoj - tik ideologinis, įstatyminis, oficialusis, plakatinis lygmuo? O kam tada reikalingi interviu su žmonėmis, parodantys, kad įstatymai galėjo kurti, tiksliau - nurodyti tam tikrą vaizdą (PLANUOTI gyvenimą), tačiau tas vaizdas nebūtinai įsikūnydavo tikrovėje? O jei knygoje analizuojamas NEPLANUOTAS gyvenimas, nepaklūstantis įstatymams, tai kodėl čia pat nuolat cituojami atvejai ar bylos, tarsi turinčios pagrįsti, jog taiptaip įstatymai kažkiekten veikė? Aš nieko nesuprantu. Gal čia tik nemoksliški baubai mano galvoj.Truputį siurrealu, sako dar vienas baubas mano galvoj, skaityti apie 1944 m. šeimos planavimo įstatymus ir jų taikymą ar 1947 m. akcijas atrakcijas daugiavaikėms motinoms pagerbti. Kadangi atminty vis dar labai gyva Sajausko naujausia knyga apie karą ir pokarį, labai sunku toj pačioj galvoj suderinti ir tą žudymo, naikinimo vaizdą, ir tekstą apie tai, kad tuo pat metu galiojo biurokratinė tvarka ir kažkas ją vis dar vykdė ir ją šiandien galima vertinti kaip teisinio valstybės gyvenimo etapą. Baubas galvoj sako: nu bet čia absurdas. Bet aš nesu istorikė ir gal tik mano pačios žinių ir perspektyvos trūkumas kuria tas nesusikertančias plokštumas ir ERROR 404 pranešimą galvoje skaitant. Vis dėlto - siurrealu.Siurrealu skaityti apie vienišas netekėjusias motinas pokariu ir pamąstymus apie tai, kodėl jų staiga taip smarkokai padaugėjo, gal dėl pašalpų??? Gal dėl to, kad anksčiau jas prasčiau registravo? Gal dar painesnė situacija - ""kita vertus, tai galėjo būti netekėjusios moterys, kurios dėl neanuliuotos ankstesnės bažnytinės santuokos negalėjo įteisinti antrosios civilinėje metrikacijoje"" (p. 68)?! Aš suprantu, kad nei bylos, nei oficialios statistikos nerodo skaičiaus vaikų, gimusių po karo ir pokario prievartos, bet ar ne apie būtent tokias situacijas reikėtų galvoti knygoje, pavadintoje NEPLANUOTAS gyvenimas? Nes svarstyti apie pašalpinių mentalitetą pokariu tai šiaip reiškia svarstyti apie PLANUOTĄ gyvenimą, dar kitaip vadinamą kombinavimu. Esu mačius kombinavimo atvejų ir ojojoj kiek planavimo į šitai įeina.Siurrealu skaityti visokius apibendrinimus apie SSRS, cituojamus iš anglakalbių knygų. Jos turbūt teisingos ir turbūt remiamasi žymiausiais sovietmečio tyrinėtojais ir tyrinėtojomis, bet yra ir tokių šaltinių, kaip SSRS apsilankiusi rusų šaknų turinti amerikiečių rašytoja, paskui knygoje tvirtinusi, kad sovietinėse šeimose mažai tebuvo dvasinio ryšio (p. 130). Gal taip ir buvo, kad iš tiesų tas realus sovietmečio šeimos gyvenimas buvo toks nu kaip iš Riazanovo filmų? (nors šiaip juose yra daugiau emocijų ir ironijos, nei rašo amerikiečių mokslininkai) Nesuprantu.Labai šiurpios dalys apie smurtą ir alkoholizmą, bet vis dėlto siurrealu, kad jie yra pateikiami tik skyrybų kontekste kaip motyvas. O moterų žudymas ar smurtas NE kaip skyrybų motyvas, bet tiesiog kaip toks, kaip nuolatinis šeimos gyvenimo atributas? Prievartinės santuokos? Moterų savižudybės? Turbūt nėra duomenų. Vyrų, vaikų savižudybės? Turbūt dar labiau nėra. Bet tada ima nervint smulkmenos, pvz kai iliustracijoj pateikiama liudijimo apie smurtą faksimilė, joje rašoma ""pasivijo gatvėje, sm[u]ogė man tris kartus kai aš pergriuvau, jis nubėgo"" (p. 159), bet perrašinėjant ją autorės tekste tie žodžiai kažkodėl virsta ""pavijo gatvėje, smaugė, ir kai aš pargriuvau, pabėgo"" (p. 162). Smurtas ir ten, ir čia, bet o kodėl nebelieka aukos liudijimo. Nesuprantu.Siurrealu - būtasis dažninis veiksmažodžio laikas, kai po teiginio ""kaip iš padavimo"" pateiki tik vieną pavyzdį, pvz: ""Net jei žmonai pavykdavo nuslėpti faktą, kad sutuoktinis nėra biologinis jų vaiko tėvas, ilgainiui pačiai moteriai jos apgaulė virsdavo sunkiai pakeliama išdavyste. 1973 m. Rima L. teismui pasakojo, kad prieš keletą metų turėjo nesantuokinį meilės romaną ir tapo nėščia"" (p. 170). Arba: ""Patriarchalinėje Lietuvos visuomenėje teisėjai tradiciškai ieškodavo kaltojo ir tai nulemdavo bylų eigą"" (p. 172) <--- kam tas dažninis laikas, ar čia reikia suprasti, kad dabar taip nebedaro? Nesuprantu.Siurrealus sakinys knygos išvadose: ""Nors totalitarinės sovietinės ideologijos tikslai buvo kitokie nei radikalaus islamo, nacionalfašistų, savo prigimtimi ji nesiskyrė nuo bet kurios kitos totalitarinės indoktrinacijos"" (p. 279). Bandau suprast: sovietmetis nesiskyrė nuo bet kurios kitos nei islamas / nacionalfašistai indoktrinacijos? Nuo ko nesiskyrė sovietmetis? Ar sovietmetis tikslais skyrėsi, bet prigimtimi nesiskyrė nuo islamo? Kas yra nacionalfašistai? Italai? Kodėl nemini nacionalsocialistų? Ar nuo jų sovietmetis skyrėsi? Ar nacionalsocialistai ne tokie baisūs kaip radikalus islamas, nacionalfašizmas ir sovietmetis? Ar šių skyrybų pagrindas buvo alkoholis?Nemokslinės išvados:1. Ar knygoj bandoma pasakyti, kad sovietmetis šūdas, ar bandoma analizuot konkretybes? Kad šūdas, tai pasakyta, bet sovietmečio konkretybių nesuprantu, gal ten nėra ko suprasti, gal nieks niekada nesuprato. Gal tiesiog nereikia į vieną plotmę dėti sovietmečio įstatymų ir sovietmečio gyvenimo, nes jie nesusiję? Aš nežinau, nesuprantu.2. Kodėl nieks neverčia Yurchako Everything was Forever, Until it was No More? Man atrodo, ten jis nepainioja nesusijusių dalykų. Nu arba įdomiau painioja....more",Notes are private!,12,20,1,not set,Jan 2023,"Aug 29, 2023",,Paperback,view (with text),/book/show/63340368-neplanuotas-gyvenimas
156,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Džiaugiuosi, kad mirė mano mama","McCurdy, Jennette",,9786090156551,,352        pp,4.47,"965,199","Aug 09, 2022","Aug 24, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,18,1,not set,Jan 2024,"Aug 18, 2023",,Hardcover,view,/book/show/195548766-d-iaugiuosi-kad-mir-mano-mama
157,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Limit,"Belben, Rosalind",1681377535,9781681377537,B0BP66XN31,113        pp,3.66,29,1974,"Sep 12, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 17, 2023",,Kindle Edition,view,/book/show/123650176-the-limit
158,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Aš, tu, atostogos","Henry, Emily*",,9786094797477,,402        pp,3.88,"1,131,389","May 11, 2021","Jun 19, 2023",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Seksas per atostogas, turtingų middle class baltaodžių problemos, per AirBnb langą nesimato baseino!!! Darbo kreditinė kortelė nebeapmoka pirmos klasėSeksas per atostogas, turtingų middle class baltaodžių problemos, per AirBnb langą nesimato baseino!!! Darbo kreditinė kortelė nebeapmoka pirmos klasės viešbučių!!! Išsinuomotam automobily smirda žole!!! Karšta!!! Praeity buvo tokios brabangios atostogos!!! bet ir tokiomis sunkiomis sąlygomis gali suklestėti meilė. ir tada jau jie abu pakeičia savo gyvenimus, meta darbus, studijas, po ilgos dienos pareina namo ir šoka bute ir staiga yra nebe tokie kokie buvo anksčiau ir visos broblemos išsisprendžia. Tiktai apie atostogas kartu kažkodėl neberašo....more",Notes are private!,0,14,1,not set,Jan 2023,"Aug 16, 2023",,Hardcover,view (with text),/book/show/179003293-a-tu-atostogos
159,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mano vidinis vaikas – žudikas,"Dusse, Karsten",,9786090153536,,440        pp,4.00,"3,532","May 11, 2020",2022,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Pasiėmiau antrą Dussės knygą, nes labai patiko pavadinimas, nors ir labai nepatiko jo pirmoji knyga (Dėmesingo įsisąmoninimo vadovas žudikui). Ir, kažPasiėmiau antrą Dussės knygą, nes labai patiko pavadinimas, nors ir labai nepatiko jo pirmoji knyga (Dėmesingo įsisąmoninimo vadovas žudikui). Ir, kažkaip netikėtai, antroji pasirodė daug geresnė. Kaip ir pirmoje, čia šaipomasi iš psichologinės savigydos vadovų: pirmoje knygoje žmogus, pasiskaitęs mindfulness vadovėlį, ima sąmoningai ir apgalvotai daryt nusikaltimus, o antroje tas pats žmogus, davęs sau žodį nebežudyt, atranda vidinio vaiko konceptą, ir staiga paaiškėja, kad jo vidinis vaikas - piktas kraugerys. Ir šį kartą, stebuklas, buvo visai smagu. Pavaikščiojęs į terapiją, pasakotojas išmoksta komunikuoti su tuo vidiniu vaiku, ir tas jam išeina į naudą: vaikas ne tik rėkauja KERŠTO KERŠTO, bet ir sugalvoja gerų planų, kaip paslėpti nusikaltimus, kaip nužudyti pačiam nesusitepant rankų, ką pameluoti. O vidinį vaiką gi reikia puoselėti, juo rūpintis, tai kaip tu tiems planams nepaklusi.Šitoj knygoj daug geriau pavyko tai, ką turbūt Dusse nuo pat pradžių norėjo padaryti: nusikaltimus, visuomenės darnaus egzistavimo pažeidimą, jis integruoja į kasdienybę kaip žiauriai keblų, meistriškos vadybos ir logistikos reikalaujantį darbą, kuris sykiu tiesiog užknisa. Čia ne ""Sopranai"", nes nėra visai jokios egzistencinės dramos, gal labiau koks nors ""Boardwalk Empire""? Nors pasakotojas - ne bosas, o paprastas vidurinės grandies vadukas, kuris savaime jokių operacijų nekuria, tik turi susidoroti su kasdienybės iššūkiais, ir ką padarysi, kad tam reikia kažką pusę metų palaikyt rūsyje arba kažkam nupjauti ausį. Iš tos nusikaltimų buities turbūt ir turi kilti komiškumas, ir mano didžiausias širdies skausmas - kad knygą rašo ne britas su britišku humoru arba bent ne amerikietis su grand apibūdinimais ir išdidinimais. Vokietis gerai aprašo buiteką, bet buitekas ir išeina, nėra taip, kad su nekantra verstum kiekvieną puslapį. Bet vis tiek atrodo, kad šita dalis arba gyviau išversta, arba geriau parašyta. Pvz:O ką, jei vidinis vaikas yra prikišęs nagus prie to, kad laikau Borisą nelaisvėje, kad nužudžiau Draganą ir mulkinu du mafijos klanus, kad gyvenu tokį daugialypį gyvenimą? Iš šios teorijos galėčiau turėti naudos. Ji atrodė pernelyg viliojanti, kad kad ją atmesčiau. Taigi, su pono Breitnerio pagalba nusprendžiau atrasti savo vidinį vaiką. Ir tuoj pat susitariau dėl šešių papildomų saviugdos pamokų. (p. 74)Dar vienas labai simpatiškas dalykas - kad pasakotojas, atliekantis visus šiuos nusikaltimus, nėra nei šaltakraujis gezas, nei kaip nors kitaip šaržuojamas. Pirmoje serijos dalyje jis dar pjaustė pirštus ir kapojo kūnus, o šioje jam svarbiausias dalykas - kaip atrasti ramybę, nebežudyti (geriau tada užmūryt žmogų gyvą, vis tiek skaitosi kad nesusitepei rankų krauju), bendrauti su dukra, žmona ir nusipirkt galingą mašiną. Netgi kai jie su kolega mafijozu juokiasi iš woke diskursų (skaičiuoja, ar ginče laimi moteris, ar imigrantas, kokios įtakos tam turi politinės pažiūros ir amžius), knyga kažkaip netampa toksine patyčia. Pasakotojas iš tiesų pasiunčia klimato aktyvistes ten, kur nori, pats yra visiškai netvarus ir neekologiškas, bet vis dėlto savo gyvenimo būdo neišaukština, tik savom priemonėm (ir su vidinio vaiko pagalba) kovoja su tuo, kas jam nepatogu. Šiaip tai lygiai taip pat, kaip ir klimato aktyvistės, tai gal čia fair game?Gal turėtų nervinti tas bendras knygos amoralumas, gal stipresnė teksto ironija leistų dažniau pasijuokti ir pasakojui tapti ryškesniu antiherojum - gal taip nutinka kitose serijos knygose? Bandysiu skaityt toliau, o dėl šitos džiaugiuosi, kad nenervuoja, tai irgi yra neblogai....more",Notes are private!,0,8,1,not set,Jan 2023,"Aug 16, 2023",,Hardcover,view (with text),/book/show/75649728-mano-vidinis-vaikas-udikas
160,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Somewhere Towards the End,"Athill, Diana",039306770X,9780393067705,039306770X,182        pp,3.72,"2,788",2008,"Jan 05, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 16, 2023",,Hardcover,view,/book/show/5960563-somewhere-towards-the-end
161,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stet: An Editor's Life,"Athill, Diana",0802138624,9780802138620,0802138624,256        pp,3.95,"1,544",2000,"Mar 12, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 16, 2023",,Paperback,view,/book/show/930990.Stet
