,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Sally's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Body,"Ratajkowski, Emily",1250817862,9781250817860,1250817862,239        pp,4.02,"67,947","Nov 09, 2021","Nov 09, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Her essays are complex, interesting, and so deeply self-aware. I have such a newfound respect for her and her acknowledgment of her place, her body, aHer essays are complex, interesting, and so deeply self-aware. I have such a newfound respect for her and her acknowledgment of her place, her body, and her story. ...more",Notes are private!,0,0,1,"Apr 20, 2023","Sep 14, 2023","Apr 20, 2023",,Hardcover,view (with text),/book/show/57145833-my-body
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Life's Too Short to Pretend You're Not Religious,"Dark, David",0830844465,9780830844463,0830844465,199        pp,3.86,312,"Feb 15, 2016","Jan 13, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 06, 2023",,Hardcover,view,/book/show/26598215-life-s-too-short-to-pretend-you-re-not-religious
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Love in the Big City,"Park, Sang Young",0802158781,9780802158789,0802158781,240        pp,3.65,"10,230","Jun 28, 2019","Nov 16, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 03, 2023",,Hardcover,view,/book/show/57500766-love-in-the-big-city
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Everything I Know About Love,"Alderton, Dolly",0062968785,9780062968784,0062968785,368        pp,4.03,"296,227","Feb 01, 2018","Feb 25, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,One of those books I read from the library and am now buying my own copy— I just loved it !!! Such a beautiful and witty and relatable and fun read thOne of those books I read from the library and am now buying my own copy— I just loved it !!! Such a beautiful and witty and relatable and fun read that made me cry and laugh. Found myself re reading lines and paragraphs to write them down. Just wonderful! ...more,Notes are private!,0,1,1,"Mar 13, 2023","Mar 13, 2023","Mar 13, 2023",,Hardcover,view (with text),/book/show/46041465-everything-i-know-about-love
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Invisible Women: Data Bias in a World Designed for Men,"Criado Pérez, Caroline",1419729071,9781419729072,1419729071,448        pp,4.35,"117,344","Mar 07, 2019","Mar 12, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 26, 2023",,Hardcover,view,/book/show/41104077-invisible-women
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I'm Glad My Mom Died,"McCurdy, Jennette",,,,320        pp,4.47,"965,859","Aug 09, 2022","Aug 09, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 26, 2023",,ebook,view,/book/show/59364173-i-m-glad-my-mom-died
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We All Want Impossible Things,"Newman, Catherine*",0063230895,9780063230897,0063230895,224        pp,4.01,"28,366","Nov 08, 2022","Nov 08, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,really sad and good and honest,Notes are private!,0,0,1,"Feb 26, 2023",Mar 2023,"Feb 26, 2023",,Hardcover,view (with text),/book/show/60410002-we-all-want-impossible-things
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Color of Law: A Forgotten History of How Our Government Segregated America,"Rothstein, Richard",1631492853,9781631492853,1631492853,368        pp,4.45,"38,851","May 02, 2017","May 02, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 09, 2023",,Hardcover,view,/book/show/32191706-the-color-of-law
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Walkable City: How Downtown Can Save America, One Step at a Time","Speck, Jeff",0374285810,9780374285814,0374285810,312        pp,4.31,"7,219","Sep 18, 2012","Nov 13, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"AWESOME! Everyone should read this—really shifted my perspective on urban design, public health, and how we can make our cities better. Incredibly appAWESOME! Everyone should read this—really shifted my perspective on urban design, public health, and how we can make our cities better. Incredibly approachable for readers of all interests. However, I wish he considered the effects of urban renovation on gentrification and I would love an update specifically including COVID effects on street life. ...more",Notes are private!,0,1,1,"Mar 08, 2023","Mar 26, 2023","Feb 09, 2023",,Hardcover,view (with text),/book/show/13538794-walkable-city
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harry Potter and the Philosopher’s Stone        (Harry Potter, #1)","Rowling, J.K.",,,,223        pp,4.47,"10,053,157","Jun 26, 1997","Jun 30, 1997",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 02, 2023","Feb 04, 2023","Feb 07, 2023",,Paperback,view,/book/show/72193.Harry_Potter_and_the_Philosopher_s_Stone
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Women Talking,"Toews, Miriam",1635572584,9781635572582,1635572584,216        pp,3.62,"57,616","Aug 21, 2018","Apr 02, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Fell in love with the movie and the book did not disappoint! Their experiences are real and sad and honest and the element of grappling with their faiFell in love with the movie and the book did not disappoint! Their experiences are real and sad and honest and the element of grappling with their faith was beautiful. WOMEN ARE AMAZING !!!!!!!! Read it in one sitting and felt so fully in their world. ...more,Notes are private!,0,0,1,"Feb 05, 2023","Feb 05, 2023","Feb 05, 2023",,Hardcover,view (with text),/book/show/40046077-women-talking
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Urban Playground: How Child-Friendly Planning and Design Can Save Cities,"Gill, Tim",1000222063,9781000222067,1000222063,208        pp,4.32,22,unknown,"Mar 03, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 05, 2023",,ebook,view,/book/show/54218514-urban-playground
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beautiful Boy: A Father's Journey Through His Son's Addiction,"Sheff, David*",1328974715,9781328974716,1328974715,340        pp,4.15,"89,372",2007,"Sep 04, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 05, 2023",,Paperback,view,/book/show/35721089-beautiful-boy
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Gifts of Imperfection,"Brown, Brené*",159285849X,9781592858491,159285849X,137        pp,4.25,"192,598","Aug 27, 2010","Aug 27, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 24, 2023",,Paperback,view,/book/show/7015403-the-gifts-of-imperfection
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Other Woman,"Jones, Sandie*",,,,304        pp,3.75,"110,710","Mar 29, 2018","Aug 21, 2018",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I couldn’t quite get past my dislike of the main antagonist — made it frustrating and not fun to read for me,Notes are private!,0,0,1,"Jan 20, 2023","Jan 21, 2023","Jan 20, 2023",,Hardcover,view (with text),/book/show/36212848-the-other-woman
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Arrival Stories: Women Share Their Experiences of Becoming Mothers,"Schumer, Amy*",0593230280,9780593230282,0593230280,240        pp,3.87,"1,382","Apr 05, 2022","Apr 05, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Really loved reading these stories and learning more about the deficits in maternal healthcare in the U.S. but also just across the globe. These storiReally loved reading these stories and learning more about the deficits in maternal healthcare in the U.S. but also just across the globe. These stories are eye-opening and give me a deeper respect for mothers of all kinds. These writers were honest in a way that gave room for their experiences and that of others. However, I wish there had been more perspectives from women who do not have as many healthcare resources. ...more",Notes are private!,0,0,1,"Jan 14, 2023","Jan 17, 2023","Jan 14, 2023",,Hardcover,view (with text),/book/show/58735017-arrival-stories
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Making of Biblical Womanhood: How the Subjugation of Women Became Gospel Truth,"Barr, Beth Allison",1587434709,9781587434709,1587434709,245        pp,4.41,"13,536","Apr 20, 2021","Apr 20, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 08, 2023",,Paperback,view,/book/show/54233271-the-making-of-biblical-womanhood
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Somebody's Daughter,"Ford, Ashley C.*",1250305977,9781250305978,1250305977,224        pp,4.04,"65,167","Jun 01, 2021","Jun 01, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book is painfully honest and a beautiful yet complicated reflection of the connectedness of all people, specifically family. Really enjoyed readiThis book is painfully honest and a beautiful yet complicated reflection of the connectedness of all people, specifically family. Really enjoyed reading! Will be thinking about her writing for a while. ...more",Notes are private!,0,1,1,"Jan 08, 2023","Jan 11, 2023","Jan 08, 2023",,Hardcover,view (with text),/book/show/54860610-somebody-s-daughter
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"It Starts with Us        (It Ends with Us, #2)","Hoover, Colleen*",1668001225,9781668001226,1668001225,323        pp,3.87,"1,436,651","Oct 18, 2022","Oct 18, 2022",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Words I never want to read in a book : TikTok, PopSocket, Gen Z. This just felt like an unnecessary add-on to the original story, and overall felt blaWords I never want to read in a book : TikTok, PopSocket, Gen Z. This just felt like an unnecessary add-on to the original story, and overall felt bland and cheesy. But was I entertained????? Duh ...more",Notes are private!,2,3,1,"Jan 11, 2023","Jan 13, 2023","Dec 28, 2022",,Paperback,view (with text),/book/show/60393672-it-starts-with-us
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When the Body Says No: The Cost of Hidden Stress,"Maté, Gabor",0676973124,9780676973129,0676973124,320        pp,4.23,"21,919",2003,"Feb 01, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 28, 2022",,Paperback,view,/book/show/450534.When_the_Body_Says_No
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Just Haven't Met You Yet,"Cousens, Sophie",0593331524,9780593331521,0593331524,371        pp,3.77,"58,160","Sep 01, 2021","Nov 09, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Surprisingly deep with lovable yet complex characters. I loved the constant conversation on memory and remembrance through objects and stories! A greaSurprisingly deep with lovable yet complex characters. I loved the constant conversation on memory and remembrance through objects and stories! A great blend of fun + deep ! ...more,Notes are private!,0,1,1,"Dec 28, 2022","Dec 28, 2022","Dec 28, 2022",,Paperback,view (with text),/book/show/57070660-just-haven-t-met-you-yet
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Jayber Crow,"Berry, Wendell",1582431604,9781582431604,1582431604,363        pp,4.39,"18,606","Sep 05, 2000","Aug 30, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 02, 2022",,Paperback,view,/book/show/57460.Jayber_Crow
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,That Distant Land: The Collected Stories,"Berry, Wendell",159376054X,9781593760540,159376054X,448        pp,4.55,"1,556","Aug 01, 2002","Feb 24, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 02, 2022",,Paperback,view,/book/show/173438.That_Distant_Land
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Common Sense,"Paine, Thomas",0143036254,9780143036258,0143036254,104        pp,3.99,"36,222",1776,"Sep 06, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,“”Yeah I’ve been reading Common Sense by Thomas Paine”- Angelica Schuyler in Hamilton” - Me Read for class! Interesting to see how much of America’s c“”Yeah I’ve been reading Common Sense by Thomas Paine”- Angelica Schuyler in Hamilton” - Me Read for class! Interesting to see how much of America’s current government is a reflection of Paine’s thoughts 250 years ago. It’s common sense! ...more,Notes are private!,0,0,1,"Oct 10, 2022","Oct 10, 2022","Oct 10, 2022",,Paperback,view (with text),/book/show/161744.Common_Sense
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Redefining Realness: My Path to Womanhood, Identity, Love & So Much More","Mock, Janet*",1476709122,9781476709123,1476709122,263        pp,4.30,"16,130","Feb 04, 2014","Feb 04, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Read for class! Mock is an incredible writer, her story is one that broke my heart yet encouraged and inspired me to examine my own life.",Notes are private!,0,0,1,"Oct 10, 2022","Oct 19, 2022","Oct 10, 2022",,Hardcover,view (with text),/book/show/18144031-redefining-realness
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sun King: Louis Fourteenth at Versailles,"Mitford, Nancy",0060129883,9780060129880,0060129883,256        pp,3.80,"1,489","Jan 01, 1966","Jan 01, 1966",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Read for class and really didn’t like. I love some good gossip but this was written like an elitist gossip column that really lacked readability for mRead for class and really didn’t like. I love some good gossip but this was written like an elitist gossip column that really lacked readability for me. Felt solely focused on his personal life yet lacked context/understanding. Glad to be done with it ...more,Notes are private!,0,1,1,"Sep 23, 2022","Sep 29, 2022","Sep 29, 2022",,Hardcover,view (with text),/book/show/564979.The_Sun_King
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wreckage of My Presence,"Wilson, Casey",006296058X,9780062960580,006296058X,288        pp,4.15,"17,840","May 04, 2021","May 04, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Fantastic! A great collection of essays that made me laugh and cry and felt relatable.,Notes are private!,0,0,1,"Sep 18, 2022","Nov 21, 2022","Sep 18, 2022",,Hardcover,view (with text),/book/show/54798456-the-wreckage-of-my-presence
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Wife Said You May Want to Marry Me,"Rosenthal, Jason B.*",0062940597,9780062940599,0062940597,240        pp,3.70,"3,952","Apr 21, 2020","Apr 21, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Beautiful book! Their love story and their intentionality makes me want to live in a different way. However, I think it felt a little glossy or idealiBeautiful book! Their love story and their intentionality makes me want to live in a different way. However, I think it felt a little glossy or idealized which I couldn’t really connect with. ...more",Notes are private!,0,1,1,"Nov 21, 2022","Jan 04, 2023","Sep 17, 2022",,Hardcover,view (with text),/book/show/44890080-my-wife-said-you-may-want-to-marry-me
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Prodigal Prophet: Jonah and the Mystery of God's Mercy,"Keller, Timothy J.",0525641629,9780525641629,,5        pp,4.49,"3,745",2018,"Oct 02, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 15, 2022",,Audio CD,view,/book/show/39182384-the-prodigal-prophet
121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Modern Love: True Stories of Love, Loss, and Redemption","Jones, Daniel*",0593137043,9780593137048,0593137043,304        pp,4.21,"12,012","Sep 03, 2019","Sep 03, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,One of my favorites! My second time reading and each story is just so well written and makes me feel all my feelings — could read 100 more of this!,Notes are private!,0,0,1,"Sep 14, 2022","Nov 02, 2022","Sep 14, 2022",,Paperback,view (with text),/book/show/45697243-modern-love
122,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Paper Palace,"Heller, Miranda Cowley",,,,400        pp,3.81,"321,175","Jul 06, 2021","Jul 06, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Loved! It was deep and complex with characters that will stick with me for awhile. A true testament of the complexity of life + emotions. The flashbacLoved! It was deep and complex with characters that will stick with me for awhile. A true testament of the complexity of life + emotions. The flashbacks were a bit confusing at times but overall it was delightfully not what I expected! ...more,Notes are private!,0,4,1,"Jan 05, 2023","Jan 08, 2023","Sep 13, 2022",,Hardcover,view (with text),/book/show/55994372-the-paper-palace
123,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Prince,"Machiavelli, Niccolò",0937832383,9780937832387,0937832383,144        pp,3.84,"337,603",1513,"Jul 13, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 11, 2022","Sep 15, 2022","Sep 11, 2022",,Paperback,view,/book/show/28862.The_Prince
124,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Two Lives of Charlemagne,Einhard,0140442138,9780140442137,0140442138,240        pp,3.64,"1,937",887,"Jul 30, 1969",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Read this for class! Not the most entertaining read for me personally but it was surprisingly readable for stories written over 1,000 years ago! It waRead this for class! Not the most entertaining read for me personally but it was surprisingly readable for stories written over 1,000 years ago! It was interesting to compare the two different authors' depictions of Charlemagne. ...more",Notes are private!,0,0,1,"Aug 31, 2022",Sep 2022,"Aug 31, 2022",,Paperback,view (with text),/book/show/396270.Two_Lives_of_Charlemagne
125,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Turtles All the Way Down,"Green, John*",0525555366,9780525555360,0525555366,290        pp,3.89,"564,659","Oct 10, 2017","Oct 10, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 24, 2022",,Hardcover,view,/book/show/35504431-turtles-all-the-way-down
126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Conversations on Love,"Lunn, Natasha",0241448735,9780241448731,0241448735,320        pp,4.26,"25,907","Jul 08, 2021","Jul 15, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 20, 2022",,Hardcover,view,/book/show/57028269-conversations-on-love
127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Before the Coffee Gets Cold        (Before the Coffee Gets Cold, #1)","Kawaguchi, Toshikazu",1529029589,9781529029581,1529029589,272        pp,3.70,"406,684","Dec 06, 2015","Sep 19, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 15, 2022",,Paperback,view,/book/show/44421460-before-the-coffee-gets-cold
128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Every Summer After,"Fortune, Carley*",0593438531,9780593438534,0593438531,320        pp,4.22,"512,685","May 10, 2022","May 10, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,major summer I turned pretty vibes and I LIKED IT! Felt lighthearted and cute and fun but also made me tear up at times!,Notes are private!,0,0,1,"Aug 12, 2022","Aug 12, 2022","Aug 12, 2022",,Paperback,view (with text),/book/show/58014893-every-summer-after
129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In a New York Minute,"Spencer, Kate*",,,,304        pp,3.66,"31,645","Mar 15, 2022","Mar 15, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,delightful! it was cute and cheesy and felt like a cozy new york nora ephron movie,Notes are private!,0,0,1,"Aug 11, 2022","Aug 11, 2022","Aug 11, 2022",,Kindle Edition,view (with text),/book/show/57693870-in-a-new-york-minute
130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Book Lovers,"Henry, Emily*",,,0593440870,377        pp,4.14,"1,049,905","May 03, 2022","May 03, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,the perfect book to end my summer camp reading hiatus. it was delightfully entertaining yet had surprising depth! emily henry just doesn’t disappoint the perfect book to end my summer camp reading hiatus. it was delightfully entertaining yet had surprising depth! emily henry just doesn’t disappoint my love for a good rom com ...more,Notes are private!,0,2,1,"Aug 09, 2022","Aug 09, 2022","Aug 09, 2022",,Hardcover,view (with text),/book/show/58690308-book-lovers
131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"What If It's Wonderful?: Release Your Fears, Choose Joy, and Find the Courage to Celebrate","Zasowski, Nicole",0785226486,9780785226482,0785226486,240        pp,4.43,533,unknown,"Mar 08, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"this book is so good!!!!!!!! I usually don’t reach for Christian non-fiction, but this book truly changed the way I think! One of those that I think Ithis book is so good!!!!!!!! I usually don’t reach for Christian non-fiction, but this book truly changed the way I think! One of those that I think I’ll re-read each year. I loved the mixture of personal stories, biblical truth, and insight from counseling. LOVED IT ...more",Notes are private!,0,0,1,"Aug 09, 2022","Sep 17, 2022","Aug 09, 2022",,Paperback,view (with text),/book/show/58429253-what-if-it-s-wonderful
132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ghost Boys,"Rhodes, Jewell Parker*",,,,214        pp,4.35,"30,423","Apr 17, 2018","Apr 17, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 03, 2022","Jun 03, 2022","Jun 03, 2022",,Hardcover,view,/book/show/34647324-ghost-boys
133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Funny You Should Ask,"Sussman, Elissa",0593357329,9780593357323,0593357329,352        pp,3.60,"119,866","Apr 12, 2022","Apr 12, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I was thoroughly entertained but it felt lacking at times. I wish parts of the plot were more explored so that their relationship could feel more beliI was thoroughly entertained but it felt lacking at times. I wish parts of the plot were more explored so that their relationship could feel more believable and rooted. ...more,Notes are private!,0,0,1,"Aug 10, 2022","Aug 10, 2022","May 04, 2022",,Paperback,view (with text),/book/show/58065414-funny-you-should-ask
134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Humility: The Journey Toward Holiness,"Murray, Andrew",076422560X,9780764225604,076422560X,114        pp,4.38,"8,720","Mar 09, 1895","Sep 01, 2001",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,excellent! Will be an annual re-read for me,Notes are private!,0,0,1,"Apr 24, 2022","Jun 06, 2022","Apr 24, 2022",,Paperback,view (with text),/book/show/770265.Humility
135,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The World of Mexican Migrants: The Rock and the Hard Place,"Hellman, Judith Adler",1565848381,9781565848382,1565848381,256        pp,3.91,78,"Apr 01, 2008","Apr 01, 2008",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Read this for class! I was surprised at how much I enjoyed reading this book. Hellman does an excellent job of sharing the varying stories of those whRead this for class! I was surprised at how much I enjoyed reading this book. Hellman does an excellent job of sharing the varying stories of those who migrate and those who stay. I gained a new understanding of what life in America looks like for undocumented immigrants and I would love to read an updated version of this book! ...more,Notes are private!,0,0,1,"Apr 20, 2022","May 04, 2022","Apr 20, 2022",,Hardcover,view (with text),/book/show/2467561.The_World_of_Mexican_Migrants
136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In Every Mirror She's Black        (In Every Mirror She’s Black #1),"Åkerström, Lola Akinmade*",1728240387,9781728240381,1728240387,412        pp,3.82,"8,620","Sep 07, 2021","Sep 07, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Unsure how I feel about this one! Overall I think it was great, just left me a little bit unsatisfied in the end, although I think that is the point. Unsure how I feel about this one! Overall I think it was great, just left me a little bit unsatisfied in the end, although I think that is the point. I enjoyed reading from multiple perspectives that I don’t usually read from. ...more",Notes are private!,0,4,1,"Apr 20, 2022","Apr 24, 2022","Apr 20, 2022",,Hardcover,view (with text),/book/show/56787881-in-every-mirror-she-s-black
137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Family Upstairs        (The Family Upstairs, #1)","Jewell, Lisa*",1501190105,9781501190100,1501190105,340        pp,3.97,"414,735","Aug 06, 2019","Nov 05, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Trying to expand my genres (but also this was the closest book available at our house). I enjoyed the mystery but found myself just wanting to get to Trying to expand my genres (but also this was the closest book available at our house). I enjoyed the mystery but found myself just wanting to get to the end without enjoying the process. I also felt as though there were a few plot points not explored, which left me feeling dissatisfied. Overall, great writing and very creative! ...more",Notes are private!,0,4,1,"Mar 18, 2022","Mar 18, 2022","Mar 18, 2022",,Hardcover,view (with text),/book/show/43822820-the-family-upstairs
138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Summer of Broken Rules,"Walther, K.L.*",1728210291,9781728210292,1728210291,386        pp,3.94,"160,019","May 04, 2021","May 04, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,75/100 !! I was delightfully entertained by this. the perfect beach read. a great amount of taylor swift references. I wanted to join the family and t75/100 !! I was delightfully entertained by this. the perfect beach read. a great amount of taylor swift references. I wanted to join the family and the fun ...more,Notes are private!,0,2,1,"Mar 17, 2022","Mar 17, 2022","Mar 17, 2022",,Hardcover,view (with text),/book/show/49259788-the-summer-of-broken-rules
