,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Dagio_maya 's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rinascimento privato,"Bellonci, Maria",8804455705,9788804455707,8804455705,576        pp,3.69,941,1985,1998,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"”Sono tempi sordi, colmi di cupi avvisi, e soffrendo tanti affanni dell’intelletto e dell’anima non c’è persona che non sia inquieta.”[image]”Il m”Sono tempi sordi, colmi di cupi avvisi, e soffrendo tanti affanni dell’intelletto e dell’anima non c’è persona che non sia inquieta.”[image]”Il mio segreto è una memoria che agisce a volte per terribilità. Isolata, immobile, sul punto di scattare, sto al centro di correnti vorticose che girano a spirali in questa stanza dove i miei cento orologi sgranano battiti diversi in diversi timbri. Se alzo il capo li vedo fiammeggiare, e ad ogni tocco di fuoco corrisponde un’immagine. Sempre sono trascinata fuori di me dalla tempesta di vivere. Che cosa è il tempo, e perché deve considerarsi passato? Fino a quando viviamo esiste un solo tempo, il presente. Una forza struggente mi prende alle viscere: costruttiva o devastatrice non mi è dato di sapere; è senza regola, almeno apparente.”Poche righe ci introducono e ci danno la misura dell’assertività di chi ci parla.Isabella d’Este ci racconta il suo Rinascimento. Attraverso i suoi occhi e le sue emozioni attraversiamo trent’anni di storia italiana.Il racconto di un Rinascimento Privato, dunque, in quanto soggettivo. Sette capitoli intervallati da dieci intermezzi nella Stanza degli Orologi e dodici lettere di un prelato inglese, Robert de la Pole. Quest’ultimo (innamorato di Isabella) è un personaggio immaginario ma le sue missive sono un utile espediente letterario per fornirci sia informazioni sia un giudizio degli avvenimenti anche da un altro punto di vista.La Stanza degli Orologi è uno spazio angusto dove Isabella mette mano ai ricordi. E’ il 1533 e la mente torna indietro a partire dall’inizio del secolo quando era bambina alla corte di Ferrara.Un’epoca, quella del sedicesimo secolo, più che mai ricca di contrasti ed equilibri precari. Il suolo italiano è il centro della scena su molti fronti.Da un lato la splendida affermazione della creatività artistica per cui ogni Ducato si faceva promotore e finanziatore della miriade di artisti che girovagano tra le corti.Dall’altro l’asprezza e l’avidità di possedere terre ed affermare il proprio potere per cui leghe ed alleanze si facevano e disfacevano ad ogni battito di ciglia.Uomini acclamati come eroi il giorno dopo si ritrovavano chiuse le porte della città e banditi come traditori.Isabella si rivela come donna di potere attenta e scaltra nel muoversi su entrambe le scene.Un’epoca di pugnalate alle spalle, agguati nei vicoli, spie e venefici richiede intelligenza, furbizia. Nascere donna, poi, non è mai un buon affare a meno che si presentino congiunzioni favorevoli per cui si è al potere. Così, Isabella, vive con tristezza la nascita delle figlie femmine manifestando tutte le sue doti materne con i figli maschi soprattutto con Federico, il primogenito e quindi destinato a guidare il Ducato di Mantova. Romanzo aristocratico sia nella forma sia nel contenuto dove traspare non solo la passione storica di Maria Bellonci ma una certa ammirazione per Isabella d’Este la sua capacità di restare sulla scena nonostante la sua capacità di governare fosse ostacolata.” Mi è stato fatto intendere in tutti i modi che l’ingegno è una condanna per una donna; e si deve pagare caro”...more",Notes are private!,0,25,1,Apr 2023,"Apr 16, 2023","Mar 31, 2023",,Paperback,view (with text),/book/show/6605239-rinascimento-privato
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Primavera silenziosa,"Carson, Rachel",8807888815,9788807888816,8807888815,330        pp,4.03,"47,979","Sep 27, 1962","Oct 20, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Mar 29, 2023",,Paperback,view,/book/show/33950817-primavera-silenziosa
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Freeman's: Animals,"Freeman, John*",0802160123,9780802160126,0802160123,336        pp,4.00,25,unknown,"Oct 11, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"”Immancabilmente predatori, immancabilmente prede.”Una presentazione, sei corti e la bellezza di sedici contributi (di cui ammetto ignoravo tutti ”Immancabilmente predatori, immancabilmente prede.”Una presentazione, sei corti e la bellezza di sedici contributi (di cui ammetto ignoravo tutti gli autori e le autrici tranne Olga Tokarczuk) che spaziano dalla saggistica alla poesia passando attraverso la narrativa con il comune denominatore gli animali.Freeman’s è una rivista letteraria curata dallo scrittore americano John Freeman pubblicata in Italia da” Black Coffee”, casa editrice indipendente dedicata alla letteratura nordamericana contemporanea.""Questo numero di Freeman’s si propone di aprire quello spazio fecondo che esiste tra noi e la Terra, il luogo abitato dagli animali, siano essi simbolici o reali, parte della cultura o parte della nostra alimentazione”Giocatoli, strumenti, oggetti..Raramente gli animali sono concepiti come esseri in sé e quindi la relazione che instauriamo si basa su questo.Il punto centrale è che ora, come non mai, sono importanti. La pandemia ha creato dei varchi attraverso i quali molte persone hanno rivisto il loro rapporto con il mondo della natura ma l’urgenza ambientale e climatica in cui troviamo spinge ad una riflessione più profonda perché ciò che sta accadendo coinvolge tutti anche coloro che negano o non vogliono pensarci. Un mondo che si sta sgretolando deve farci pensare a ciò che accadrà a noi ma anche a loro.”Gli animali non sono mai stati così importanti, così sovraccarichi di significato come adesso, mentre gli umani affrontano l’estinzione senza affrontarla davvero. Eppure, dato che troppo spesso vengono guardati dal buco della serratura della nostra avidità, del nostro senso di colpa, della nostra morbosa curiosità passivo-aggressiva che si nutre di brutte notizie, gli animali restano invisibili. Fammi vedere che soffri, e ora lenisci il mio senso di colpa col tuo musetto adorabile. A che serve al regno animale risultare carino e coccoloso, quando è l’unica cosa che separa l’essere umano dall’apocalisse?”Animali reali o immaginarie, storie di fantasia o saggi che analizzano il rapporto uomo-animale.I contributi sono veramente molto diversi tra loro e (ovviamente) non mi sono piaciuti tutti allo stesso modo.Da cinque stelle la riflessione che fa Olga Tokarczuk (“Le maschere degli animali”).Citando La vita degli animali di J. M. Coetzee e Sotto la pelle di Michel Faber ci parla di come non tutti riescono/vogliono vedere l’orrore che ci circonda. E’ più facile negare e chi parla di diritti degli animali viene tacciato spesso e volentieri di radicalismo e stravaganza. Fa meno male. Il problema è che questa cecità volontaria ci rende complici.Parole ordine: comprensione ed empatia.Da cinque stelle anche “La cerimonia del Salmone” di - Sasha taqwsəblu LaPointe, autrice nativa americana di etnia Salish che ci parla di  cibo colonizzato raccontandoci la sua esperienza alimentare strettamente connessa al bisogno (più o meno conscio) di integrasi nella società americana…Di altro genere è la prova narrativa della scrittrice americana Tess Gunty che in “Pesci senza mandibola” mette in scena un grottesco racconto dove una cena a casa di un miliardario diventa metafora proprio della nostra società e la volontaria cecità in cui ci rifugiamo..”Quando mi intristisco pensando alla nostra economia di estrazione, penso a quanto sarà bella la vita delle altre specie quando noi umani ci autoelimineremo».Scoperta più che piacevole (non vedo l’ora di leggere altri numeri di questa rivista)....more",Notes are private!,0,11,1,"Mar 26, 2023","Mar 31, 2023","Mar 26, 2023",,Paperback,view (with text),/book/show/60707393-freeman-s
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Benedici la figlia cresciuta da una voce nella tua testa,"Shire, Warsan*",,,B0BRYJ7B15,154        pp,4.22,"7,266","Mar 01, 2022","Jan 13, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Che bella Warsan Shire!Mi piace guardare i volti di chi scrive forse per rendere più concrete le parole che leggo, non so.Quello che so è che fatico aChe bella Warsan Shire!Mi piace guardare i volti di chi scrive forse per rendere più concrete le parole che leggo, non so.Quello che so è che fatico a far coincidere la luce di questo volto con il buio dei versi che ho letto.Parole che tagliano, immagini che colpiscono duramente.Sottolineo, sottolineo, sottolineo e non rimangono righe scoperte.Ho letto con paura perché qui sono racchiusi dolori veri, reali.Ferite, violenze, malattie.Emozioni che trasudano rabbia ed odio.Corpi infantili e corpi adulti.Anche il tema del rifugiato ricorre e colpisce l’abilità dell’autrice di restituire immagini precise di un’esperienza che non ha fatto personalmente (figlia dei rifugiati somali è cresciuta nel Regno Unito). Sono versi che proprio in questi giorni fanno particolarmente male:” Nessuno lascerebbe casa se non fosse la casa a spingerti verso il mare. Nessuno lascerebbe casa se non quando la casa è una voce all’orecchio che dice – vattene, corri, subito. Non so più cosa sono.”...more",Notes are private!,0,24,1,"Mar 23, 2023","Mar 27, 2023","Mar 23, 2023",,Kindle Edition,view (with text),/book/show/77648958-benedici-la-figlia-cresciuta-da-una-voce-nella-tua-testa
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tutto quello che non abbiamo visto: Un viaggio in Eritrea,"Giartosio, Tommaso",8806255622,9788806255626,8806255622,184        pp,3.78,18,"Feb 21, 2023","Feb 21, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"” Nel gioco del vedere, si rischia la cecità etica.”Poetico, storico, sociologico, filosofico.Quante dimensioni in questo libro che solo apparente” Nel gioco del vedere, si rischia la cecità etica.”Poetico, storico, sociologico, filosofico.Quante dimensioni in questo libro che solo apparentemente parla di un viaggio ma (da subito, in realtà) rivela il suo vero volto: quello della sostanza di cui è fatto un viaggio.La relazione con l’Altro fatta di corpi che vengono in contatto, sguardi che si indagano, spazi che vengono occupati. L’immedesimarsi nell’Altro ma anche l’inevitabile confronto (forzato, non voluto ma inevitabile). In questo libro trovate tutto questo ed altro perché la meta del viaggio, ossia l’Eritrea carica l’esperienza di ulteriori significati. Innanzitutto, il peso e la vergogna di un passato colonialista che disconosciamo ma non possiamo cancellare. Siamo eredi di una colpa che imbarazza e vergogna.Tommaso Giartosio (poeta, scrittore e conduttore di Rai RadioTre Fahrenheit) si reca con alcuni amici in Eritrea nel 2019, all’indomani della firma al Trattato con l’Etiopia dopo una sanguinosa guerra durata ben sessant’anni. La pace durerà solo il tempo del viaggio.Una volta tornato, Giartosio decide di scrivere queste riflessioni e lo fa sotto forma epistolare indirizzando le lettere ad Antonio fotografo e compagno di viaggio.” Antonio, cos’è il racconto di viaggio? Secondo me è l’esperienza del non esperto: definizione che ne racchiude la forza e il limite.”Non una narrazione lineare in termini di spazio-tempo ma un percorso che pone al centro l’atto del “vedere” con tutti le barriere che può porre un pensiero soggettivo.Siamo fatti di pregiudizi che lo si voglia o no.Un viaggio di questo genere pone succubi dei sensi: immagini, suoni, odori che assalgono.” Cosí MI FERMO.Tiro lo sciacquone.Tutto si svuota. Anch’io mi svuoto.E dopo avere raccontato tutto quello che ho visto, fin dove potevo, fin dove dovevo, scopro che ciò che ora veramente mi interessa è altro: quello che non abbiamo visto.Ma preferisco fermarmi quiContinuo.Quello che non abbiamo visto, Antonio.(…)tutto quello che non riusciamo a vedere con i nostri occhi stranieri; tutto quello che ci siamo persi ignorando per decenni il nostro legame con questo paese; tutto quello che giace in una tomba di terra o d’acqua; tutto quello che nessuno può vedere perché è fatto di parole, pensieri, emozioni; tutto quello che possiamo solo immaginare o postulare. Penso invece a quello che a volte viene chiamato il “regime visivo” di un popolo: frutto della sua storia, della sua cultura, e di qualcos’altro di imponderabile.”Bellissima lettura consigliata a tutti coloro che sanno vedere oltre il proprio naso…https://www.youtube.com/watch?v=AKWPN......more",Notes are private!,0,13,1,"Mar 21, 2023","Mar 26, 2023","Mar 21, 2023",,Paperback,view (with text),/book/show/122861642-tutto-quello-che-non-abbiamo-visto
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il dottor Pascal,"Zola, Émile",8857403270,9788857403274,B00GZ9EMZY,309        pp,3.74,"1,028",1893,"Nov 28, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Nascondo questo commento non perché ci siano realmente spoiler ma perché il GDL a cui appartiene questa lettura è ancora in corso.Le mie compagne sappNascondo questo commento non perché ci siano realmente spoiler ma perché il GDL a cui appartiene questa lettura è ancora in corso.Le mie compagne sappiano che ho finito sì velocemente ma con tanta emozione.Abbiamo passato tre anni a commentare questi venti romanzi con accordi e disaccordi che mi mancheranno moltissimo!! ...more,Notes are private!,0,17,1,"Mar 16, 2023","Mar 21, 2023","Mar 16, 2023",,Kindle Edition,view (with text),/book/show/32777866-il-dottor-pascal
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Recitativo. Una storia,"Morrison, Toni",8820073986,9788820073985,8820073986,117        pp,4.33,"21,246",1983,Oct 2022,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,10,1,"Mar 13, 2023","Mar 13, 2023","Mar 12, 2023",,Hardcover,view,/book/show/65974518-recitativo-una-storia
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,L’orsacchiotto,"Simenon, Georges",8845986314,9788845986314,B0BV7FWKRT,160        pp,3.36,307,Jan 1961,"Feb 14, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,6,1,"Mar 11, 2023","Mar 13, 2023","Mar 11, 2023",,Paperback,view,/book/show/122775247-l-orsacchiotto
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Conversazione nella «Catedral»,"Vargas Llosa, Mario",880619576X,9788806195762,880619576X,710        pp,4.36,"9,509",1969,2008,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Mar 07, 2023",,Paperback,view,/book/show/14435312-conversazione-nella-catedral
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Le ragazze di maggio,"Céspedes, Alba de",,,,193        pp,3.92,100,unknown,1970,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Mar 04, 2023",,Hardcover,view,/book/show/51201660-le-ragazze-di-maggio
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Meditazione for dummies,"Bodian, Stephan*",8820379619,9788820379612,B06XK6N9HB,585        pp,3.76,"1,394","Mar 04, 1999","Mar 13, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Feb 22, 2023",,Kindle Edition,view,/book/show/36487597-meditazione-for-dummies
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dimentica il mio nome,Zerocalcare,8865432543,9788865432549,8865432543,208        pp,4.39,"7,990","Oct 16, 2014","Oct 16, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,14,1,"Jan 28, 2023","Jan 31, 2023","Jan 28, 2023",,Hardcover,view,/book/show/22722809-dimentica-il-mio-nome
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Aria,"Hozar, Nazanine",8806247808,9788806247805,8806247808,472        pp,3.58,"5,043","Jun 11, 2019","Sep 28, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Teheran- 1953-1981Aria è nata da poche ore quando sua madre l’abbandona in un vicolo tra i rifiuti dove poco dopo la troverà Behruz, uomo dal cuore teTeheran- 1953-1981Aria è nata da poche ore quando sua madre l’abbandona in un vicolo tra i rifiuti dove poco dopo la troverà Behruz, uomo dal cuore tenero con un desiderio di maternità repressa.Aria cresce passando dalla povertà dove si alternano le carezze di Berhuz e le botte della perfida Zahra; all’agiatezza silenziosa della ricca Fereshteh.Trent’anni di storia iraniana non sono solo lo sfondo ma il perno di questa storia. Un paese che soffre ed ha paura si affida alle parole di uomo che grazie all’ignoranza, alla superstizione e alla cattiveria diventerà il capo supremo. Il suo nome è Khomeini.Aria passerà dall’ingenua spensieratezza dell’infanzia,alla sfrontatezza adolescenziale fino ad arrivare all’età adulta, dolorosa per le verità che vengono a galla e per una nazione che si è ormai trasformata in una grande gabbia.Interessante esordio dell’autrice iraniana –canadese, Nazanne Hozar.” Come possono arrestare noi quando sono loro che stanno in una prigione?”...more",Notes are private!,0,13,1,"Mar 03, 2023","Mar 07, 2023","Jan 21, 2023",,Hardcover,view (with text),/book/show/59121111-aria
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Oroonoko. Nobile schiavo,"Behn, Aphra",8894070328,9788894070323,8894070328,354        pp,3.01,"14,851",1688,2015,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,0,not set,not set,"Jan 21, 2023",,Paperback,view,/book/show/35388976-oroonoko-nobile-schiavo
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,No sleep till Shengal,Zerocalcare,8832737493,9788832737493,8832737493,208        pp,4.45,"3,500","Oct 04, 2022","Oct 04, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"”..se st’urgenza non la capisci, si vede che non la puoi capì. Un altro viaggio raccontato con la giusta dose di ironico sarcasmo. Tanto quanto ba”..se st’urgenza non la capisci, si vede che non la puoi capì. Un altro viaggio raccontato con la giusta dose di ironico sarcasmo. Tanto quanto basta ad arrivare alla meta.[image]Secondo te con un fumetto gli faccio cambiare idea? chiede Zerocalcare.Elbak (responsabile dei curdi di Roma) risponde:”No, non cambiano idea con un fumetto.Ma è importante raccontare Shengal per almeno due motivi.Far vedere che il con federalismo democratico funziona non solo per i curdi anche per altri popoli.E perché quando nessuno parla..quando nessuno guarda..succedono massacriUn viaggio compiuto tra la primavera e l’estate del 2021 per conoscere la realtà degli Ezidi, una popolazione decimata dall’ISIS che ha proclamato a Shengal la propria autonomia sotto la continua minaccia irachena e turca.Una sporca vicenda tenuta non a caso nascosta..”...oggettivamente un mondo assurdo, regà”...more",Notes are private!,0,17,1,"Jan 22, 2023","Jan 27, 2023","Jan 19, 2023",,Hardcover,view (with text),/book/show/62244064-no-sleep-till-shengal
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dolores Claiborne,"King, Stephen*",8882743470,9788882743475,8882743470,288        pp,3.92,"153,338",Nov 1992,2005,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Una lunga chiacchierata in cui Dolores Clairbone, interrogata dallo sceriffo, mette a nudo la sua vita dopo la morte di Vera Donovan, la ricca signoraUna lunga chiacchierata in cui Dolores Clairbone, interrogata dallo sceriffo, mette a nudo la sua vita dopo la morte di Vera Donovan, la ricca signora da cui lavora da tantissimi anni.Volgarità e sfacciataggine possono essere garanti di verità?Sentiamo solo la sua voce in questa storia. Una voce che inizialmente sembra essere comica quasi una caricatura ma che. pagina dopo pagina, assume i toni drammatici di una vita veramente sofferta.Tutto si svolge sull’isola di Little Tally Island davanti alla costa del Maine.Un nome emblematico per una storia dura dove le colpe sono conti che sanno aspettare di essere saldati…Non dirò nulla di più..«Certe volte fare la carogna è tutto quello che resta a una donna.»...more",Notes are private!,0,30,1,"Jan 17, 2023","Jan 18, 2023","Jan 17, 2023",,Paperback,view (with text),/book/show/3011347-dolores-claiborne
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"La disfatta        (Les Rougon-Macquart, #19)","Zola, Émile",,,,503        pp,4.04,"1,634",1892,"Apr 01, 2002",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""Oh, la guerra, com'è atroce la guerra!""Credo di non andare molto lontano dal vero affermando che molti francesi riferendosi a La Disfatta sappian""Oh, la guerra, com'è atroce la guerra!""Credo di non andare molto lontano dal vero affermando che molti francesi riferendosi a La Disfatta sappiano già a quale momento della propria storia ci si stia riferendo.Le maiuscole determinano l’importanza che ha avuto non solo nella storia francese ma di tutta l'Europa.Questo diciannovesimo romanzo del Ciclo dei Rougon- Maquart fu pubblicato esattamente dodici anni dopo l’amara, nonché tragica, sconfitta subita a Sedan che determinò da un lato la caduta del secondo Impero, dall’altro, la nascita di quello Tedesco. [image] ""Bande di soldati scatenati avanzavano urlando in mezzo al fumo e alle scintille, nello spaventoso frastuono che era fatto da tutti i rumori: lamenti di agonizzanti, spari, improvvisi crolli di edifici. Ci si vedeva a malapena: nuvoloni di polvere livida nascondevano il sole diffondendo un insopportabile puzzo di sego e di sangue, come se fossero pregni di tutti gli orrori della strage.In ogni angolo di strada ancora si ammazzava, ancora si distruggeva: era la bestialità sfrenata, la collera demente, la pazzia furiosa dell'uomo che divora l'uomo.""In questo romanzo prevalentemente a tema militare, Zola, mette in scena errori madornali da parte dell’esercito francese nonché di intrighi che coinvolgono le alte cariche e che si ripercuotono sugli esiti della guerra. A dire il vero, poi, questo conflitto franco- prussiano fu, ancor prima di esplodere un ingegnoso tranello forgiato da Bismark.L’accerchiamento, l’altalena tra sentimenti ottimistici e disperazione che serpeggia tra i soldati, la cruenta battaglia di Sedan (di cui Zola non ci risparmia alcun dettaglio seppur raccapricciante..), fanno da sfondo a minuziose descrizioni di luoghi e tattiche militari che non aiutano la lettura.Per contro, coinvolgono i protagonisti a cui ci si aggrappa.Jean Macquart (già presente nel precedente “La terra”) e Maurice Levasseur , entrambi nel 106° reggimento diventano amici fraterni e sono il perno attorno a cui ruotano uomini e donne.Presenze che ci danno la misura di come un dramma nazionale s’insinua nel privato di chiunque.Ma non è finita: dopo Sedan, Metz e dopo Metz Parigi.[image]Una forma di autogoverno libertario s’instaura a Parigi a seguito della sconfitte subite dal governo Repubblicano e della sua intenzione di restaurare il regime monarchico.L’esperienza durò due mesi: dal 18 marzo al 28 maggio 1871 data in cui Mac- Mahon entrò in città con l’esercito massacrando in una settimana almeno 20 000 parigini compromessi con la rivolta durante la cosiddetta semaine sanglante, settimana sanguinosa.""Ah, la guerra, l'orribile guerra!"", disse a mezza voce Henriette, di fronte a quella città di stragi, di sofferenze e di morte.Era l'atto ultimo e fatale, la follia del sangue, iniziata sui capi delle sconfitte di Sedan e di Metz, l'epidemia di distruzione scoppiata durante l'assedio di Parigi, la crisi suprema di una nazione in pericolo di vita, in mezzo a distruzioni e a omicidi.""...more",Notes are private!,0,19,1,"Feb 06, 2023","Feb 21, 2023","Jan 16, 2023",,Hardcover,view (with text),/book/show/16159261-la-disfatta
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Spare: Il minore,Prince Harry,8835722470,9788835722472,B0BKSPSV6N,594        pp,3.86,"354,086","Jan 10, 2023","Jan 10, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Apro con una nota a margine anche se, mentre scrivo, mi rendo conto che vorrei parlare più che altro di questo. Mi riferisco alle reazioni di chi mi sApro con una nota a margine anche se, mentre scrivo, mi rendo conto che vorrei parlare più che altro di questo. Mi riferisco alle reazioni di chi mi sta attorno (nella vita fisica e non) alla scoperta di questa mia lettura.Non a caso, la chiamo “scoperta”, infatti, come fosse qualcosa di inaudito con gli occhi sbarrati o con emoticon significative mi è stato chiesto il perché più o meno con questo tono:«Ma dai! Anche tu?!».Tono tendente al derisorio, sguardo ammiccante come se ti avessero beccato con un giornaletto porno, anzi, peggio con una rivista di gossip..Il sotto testo è: «Perché sei caduta così in basso?».Ecco credo che queste reazioni la dicano lunga su questo successo editoriale.Conscia della grande operazione di marketing che sta dietro, davanti e ad ogni lato di questo “prodotto” non mi vergogno di ammettere che, per la prima volta nella mia vita sono stata curiosa di sapere qualcosa di questa famiglia ""Reale"" che poi, a pensarci bene, di ""reale"" ha ben poco. Sono sicuramente tra coloro che considerano la monarchia un vero e proprio anacronismo tanto da essere a miei occhi una vera e propria caricatura.Matrimoni, funerali, nascite e pettegolezzi vari: ne sapevo ben poco. Ovviamente sapevo di Diana, della separazione, di Camilla ma tutte informazioni superficiali di cui non ho mai avuto voglia e tempo di approfondire.Quello che sicuramente mi ha attratto è stata questa immagine del ribelle che certo non manca nelle pagine di storia ma altri tempi e altri modi. Insomma, questa versione 2.0 mi ha attratta e sinceramente non mi sono pentita della lettura.A metà tra un cahiers de doléances ed uno di quei mémoir dove la scrittura autobiografica è utilizzata come terapia (Duccio Demetrio docet).Riguardo alle lamentele sono principalmente indirizzate alla stampa gossippara inglese di cui si riportano una miriade di esempi dove l’invasione della privacy del Principe non è un fastidio ma diventa qualcosa su cui si regola ogni giornata. Rammarichi sono, ovviamente, rivolti, alla sua famiglia i cui silenzi hanno rivelato la loro complicità in tutto questo.Sull’altro versante, Harry sveste i panni del principe per rivelare il bambino ferito dalla prematura morte della madre di cui cerca segni in ogni cosa aggrappandosi ad un irrazionale pensiero magico. Una rilettura dell’anafettività di una famiglia che, per tradizione e protocollo, non esprime amore ma costruisce ruoli su cui ognuno si arrocca e combatte per mantenere una posizione di predominio.In mezzo c’è un ragazzino che diventa uomo aderendo ad una visione manichea e limitata della società e della storia. Soldato, cacciatore (entrambi ruoli che adora vestire) o benefattore si erge a giustiziere forse, anche, per rimuovere, quell’etichetta che tanto ferisce: spare, la riserva, la ruota di scorta.Autocelebrativo? Sì, molto ma non mi aspettavo nulla di diverso.(come di consueto non metto stelle alle autobiografie)...more",Notes are private!,0,17,1,Feb 2023,"Feb 06, 2023","Jan 14, 2023",,Kindle Edition,view (with text),/book/show/63348986-spare
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Centoquattro poesie,"Dickinson, Emily",8806198785,9788806198787,8806198785,221        pp,4.06,87,"May 31, 2011","May 31, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jan 12, 2023",,Paperback,view,/book/show/17558493-centoquattro-poesie
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Poesie,"Dickinson, Emily",8811368502,9788811368502,8811368502,200        pp,4.00,30,unknown,Aug 2010,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jan 12, 2023",,Paperback,view,/book/show/25588633-poesie
