,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Pranjal's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
549,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sacred Games,"Chandra, Vikram",0061130354,9780061130359,0061130354,916        pp,3.93,"8,823",Jan 2006,"Dec 29, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 12, 2018",,Hardcover,view,/book/show/40090.Sacred_Games
550,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cracking India,"Sidhwa, Bapsi",1571310487,9781571310484,1571310487,298        pp,3.85,"5,528",1988,"Jan 23, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 12, 2018",,Paperback,view,/book/show/40238.Cracking_India
551,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Crow Eaters,"Sidhwa, Bapsi",1571310509,9781571310507,1571310509,268        pp,3.77,"1,576",1980,"Jan 24, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 12, 2018",,Paperback,view,/book/show/94732.The_Crow_Eaters
552,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Chronicle of a Death Foretold,"García Márquez, Gabriel",140003471X,9781400034710,140003471X,120        pp,3.97,"193,418",1981,"Oct 07, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""Love can be learned too""Gabriel Garcia Marquez's novella Chronicle of a Death Foretold is an investigative retelling of a murder which the whole town""Love can be learned too""Gabriel Garcia Marquez's novella Chronicle of a Death Foretold is an investigative retelling of a murder which the whole town saw coming.....Recounting its multifaceted versions blow by blow Marquez weaves an intriguing tale of ""you can't imagine how hard it is to kill a man!""P.S.- The novella also struggle against a thinly disguised misogyny. The whole discourse of keeping a woman's virginity intact till the nuptial day and protecting her honor makes but a mere overtones to the larger picture....more",Notes are private!,0,3,1,"Apr 07, 2018","Apr 16, 2018","Sep 12, 2018",,Paperback,view (with text),/book/show/23878.Chronicle_of_a_Death_Foretold
553,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Love in the Time of Cholera,"García Márquez, Gabriel",140003468X,9781400034680,140003468X,348        pp,3.94,"504,609",Nov 1985,"Oct 05, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Sep 12, 2018",,Paperback,view,/book/show/9712.Love_in_the_Time_of_Cholera
554,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Secret History,"Tartt, Donna",0140167773,9780140167771,0140167773,629        pp,4.17,"741,799","Sep 16, 1992","Jul 01, 1993",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Welcome to the Antique world of Dionysian trance…A Bacchanalian Slumber Party on Loop!Death is the mother of Beauty.And what is Beauty?Terror……AlludinWelcome to the Antique world of Dionysian trance…A Bacchanalian Slumber Party on Loop!Death is the mother of Beauty.And what is Beauty?Terror……Alluding to ‘Anton Chekhov’s Gun’ term i.e. if at the beginning of the book you have a gun hanging on the wall, then it must fire in the last act….Apropos, Donna Tartt masterfully embroiders every strand of incident in the story to form a cohesive pattern that leads to a transfixing denouement.A clique of deft Greek Classics students at Hampden, an elite college in Vermont , with their sophomoric disposition shut their mental blinds to the conventional world and become ancient figures with ‘their dark sophistication’ from some ‘long forgotten garden party’. Their nightly Dionysiac Rituals of screaming, dancing, singing barefoot in the woods in the dead of the night, shattering the codes of their mortal selves, the students submit themselves to this religious ecstasy leading to irreversible catastrophes (read: murders). Tartt explores the elusiveness and complexity of an act of murder - like a chronological sorting of grotesque memorabilia. The book also sheds light on the swarm like nature of the hysteria linked to madness. A very interesting campus mystery marred by repetitive scenes of drunken charades and deep philosophical musings. (I recommend you read Tartt’s The Little Friend instead or read both for the sheer self-indulgence of the author. The bonus for reading this one is that you get to learn some cool Greek expressions.) Khairei! ...more",Notes are private!,0,3,1,"Feb 21, 2019","Feb 28, 2019","Sep 11, 2018",,Paperback,view (with text),/book/show/70897.The_Secret_History
555,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Mandibles: A Family, 2029–2047","Shriver, Lionel*",0062328247,9780062328243,0062328247,416        pp,3.70,"10,893","May 05, 2016","Jun 21, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 11, 2018",,Hardcover,view,/book/show/27064345-the-mandibles
556,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Perfectly Good Family,"Shriver, Lionel*",0061239496,9780061239496,0061239496,277        pp,3.36,"2,214","Jul 03, 2007","Jun 14, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 11, 2018",,Paperback,view,/book/show/708268.A_Perfectly_Good_Family
557,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Big Brother,"Shriver, Lionel*",0061458570,9780061458576,0061458570,384        pp,3.46,"14,072","Jun 04, 2013","Jun 04, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"“THE WILL IS A MUSCLE”Is ‘pantry’ as a topic ‘paltry’? (Shriver explores the thoughtlessness behind the chowing down of the last morsel and looking fo“THE WILL IS A MUSCLE”Is ‘pantry’ as a topic ‘paltry’? (Shriver explores the thoughtlessness behind the chowing down of the last morsel and looking forward to the next one (read: food), through fiction.)The book mulls over the concept of food and egregious obesity, an outcome of our lack of attention to ‘salivation, mastication and peristalsis’. Pandora, the brain behind the company churning the now-a-status item- pull-string dolls (‘ridicule paired with affection’) and her brother Edison, once-a-hot-deal-but-now-out-and-fading jazz pianist (once reedy thin now weighing over 386 pounds- he literally ate his piano- I mean, the money he got from selling off his piano-he ate that money off-polishing one chocolate mud cake after another) are the progeny of the has-been prime time TV star Travis Appaloosa of a hammy ‘cult show’ Joint Custody fame; now befuddled by popularity of the non-conventional crop of slick shows like Mad Men and Breaking Bad, he consoles himself on his lost stardom by being acerbic towards these series.The dynamics of kinship is deeply explored and tailspinned when the newly destitute and obese Edison comes to stay with her sister and Fletcher (Edison’s bête noir), her one-of-a-kind-unaffordable-furniture crafting husband (a compulsive quinoa and boiled broccoli eating cyclist). The Brother-Sister duo’s herculean mission of weight loss began on a bleak note where inhaling the wafting aromas of french fries felt like ‘window shopping without wallet’. Surviving on just four packets of protein powder liquid diet a day for six long months Edison (‘a human parade float’) not only loses weight but also learns to embrace a low-key life to a high profile limelight grabbing farce. Shriver does (as usual) provide a shocker of a last chapter both ambiguous and thought provoking.The book, for me, is an oxymoronic discourse on shattering the notions about fat pride while mocking the self-starved nutritional Nazis.Is size relative? (That is to say directly quoting from the text-‘If everyone is fat, no one is fat.’)...more",Notes are private!,0,4,1,"Aug 29, 2019","Sep 14, 2019","Sep 11, 2018",,Hardcover,view (with text),/book/show/16128105-big-brother
558,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Amazing Adventures of Kavalier & Clay,"Chabon, Michael",0312282990,9780312282998,B007C4D1G2,639        pp,4.18,"202,681","Sep 19, 2000","Jan 01, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 10, 2018",,Paperback,view,/book/show/3985.The_Amazing_Adventures_of_Kavalier_Clay
559,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wonder Boys,"Chabon, Michael",3423124172,9783423124171,3423124172,383        pp,3.93,"35,982","Mar 14, 1995",1998,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 10, 2018",,Kindle Edition,view,/book/show/16707.Wonder_Boys
560,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Little Fires Everywhere,"Ng, Celeste*",0735224293,9780735224292,0735224293,338        pp,4.08,"1,175,215","Sep 12, 2017","Sep 12, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 10, 2018",,Hardcover,view,/book/show/34273236-little-fires-everywhere
561,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sourdough,"Sloan, Robin*",0374203105,9780374203108,0374203105,259        pp,3.76,"56,774","Aug 01, 2017","Sep 05, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 10, 2018",,Hardcover,view,/book/show/33916024-sourdough
562,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Moth Smoke,"Hamid, Mohsin",0312273231,9780312273231,0312273231,256        pp,3.85,"11,477",2000,"Jan 01, 2001",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 10, 2018",,Paperback,view,/book/show/440777.Moth_Smoke
563,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Get Filthy Rich in Rising Asia,"Hamid, Mohsin",1594487294,9781594487293,1594487294,230        pp,3.81,"22,490","Mar 01, 2013","Mar 05, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 10, 2018",,Hardcover,view,/book/show/15815364-how-to-get-filthy-rich-in-rising-asia
564,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lost Flamingoes of Bombay,"Shanghvi, Siddharth Dhanvant",,,B00K82CNFA,208        pp,3.29,830,"Jan 01, 2010","Jun 01, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 10, 2018",,Kindle Edition,view,/book/show/24407056-the-lost-flamingoes-of-bombay
565,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fire on the Mountain,"Desai, Anita",006011066X,9780060110666,006011066X,145        pp,3.61,"1,158",1977,"Jan 01, 1977",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 10, 2018",,Hardcover,view,/book/show/1226459.Fire_on_the_Mountain
566,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Johnny Gone Down,"Bajaj, Karan*",8172237863,9788172237868,8172237863,324        pp,3.49,"2,504","Apr 01, 2010","Apr 01, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 10, 2018",,Paperback,view,/book/show/8240188-johnny-gone-down
567,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Company of Women,"Singh, Khushwant",0140290478,9780140290479,0140290478,232        pp,3.27,"4,315","Jan 01, 1999","Feb 01, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 10, 2018",,Paperback,view,/book/show/109201.The_Company_of_Women
568,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Red Earth and Pouring Rain,"Chandra, Vikram",0316132934,9780316132930,0316132934,542        pp,3.79,"2,699",1995,"Jan 01, 1995",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 10, 2018",,Paperback,view,/book/show/129678.Red_Earth_and_Pouring_Rain
569,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Golden Gate,"Seth, Vikram",0679734570,9780679734574,0679734570,307        pp,4.01,"4,693",1986,"Jun 18, 1991",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 10, 2018",,Paperback,view,/book/show/768496.The_Golden_Gate
570,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last Song of Dusk,"Shanghvi, Siddharth Dhanvant",0345485009,9780345485007,0345485009,336        pp,3.73,"1,562",2004,"Jun 13, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 10, 2018",,Paperback,view,/book/show/51077.The_Last_Song_of_Dusk
571,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Em and The Big Hoom,"Pinto, Jerry",8192328023,9788192328027,8192328023,240        pp,4.18,"6,812","Apr 01, 2012","Apr 01, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Sep 10, 2018",,Hardcover,view,/book/show/13601144-em-and-the-big-hoom
572,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Fasting, Feasting","Desai, Anita",0099284723,9780099284727,0099284723,228        pp,3.35,"4,952",1999,"Jan 01, 2000",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 10, 2018",,Paperback,view,/book/show/271734.Fasting_Feasting
573,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Inscrutable Americans,"Mathur, Anurag",1577310241,9781577310242,1577310241,250        pp,3.26,"6,776",1991,"Jan 01, 1997",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 10, 2018",,Paperback,view,/book/show/37447.The_Inscrutable_Americans
574,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Untouchable,"Anand, Mulk Raj",0140183957,9780140183955,0140183957,160        pp,3.73,"5,922",1935,"Jul 03, 1990",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 10, 2018",,Paperback,view,/book/show/162.Untouchable
575,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Maximum City: Bombay Lost and Found,"Mehta, Suketu",0375703403,9780375703409,0375703403,542        pp,3.94,"10,982",2004,"Sep 27, 2005",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 10, 2018",,Paperback,view,/book/show/4364.Maximum_City
576,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Great Indian Novel,"Tharoor, Shashi",1559701943,9781559701945,1559701943,423        pp,3.89,"6,551",1989,"Feb 26, 1993",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 10, 2018",,Paperback,view,/book/show/30843.The_Great_Indian_Novel
577,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"English, August: An Indian Story","Chatterjee, Upamanyu",1590171799,9781590171790,1590171799,326        pp,3.78,"5,894",1988,2006,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 10, 2018",,Paperback,view,/book/show/75703.English_August
578,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hungry Tide,"Ghosh, Amitav",061871166X,9780618711666,061871166X,333        pp,3.98,"18,430","Jun 07, 2004","Jun 07, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 10, 2018",,Paperback,view,/book/show/4950.The_Hungry_Tide
579,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Train to Pakistan,"Singh, Khushwant",0802132219,9780802132215,0802132219,181        pp,3.93,"29,293",1956,"Feb 11, 1994",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 10, 2018",,Paperback,view,/book/show/785454.Train_to_Pakistan
580,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The White Tiger,"Adiga, Aravind",1416562591,9781416562597,1416562591,276        pp,3.76,"191,605","Apr 22, 2008",2008,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Sep 10, 2018",,Hardcover,view,/book/show/1768603.The_White_Tiger
581,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Fine Balance,"Mistry, Rohinton",140003065X,9781400030651,140003065X,603        pp,4.37,"149,455",1995,"Jan 01, 1997",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 10, 2018",,Paperback,view,/book/show/5211.A_Fine_Balance
582,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Life is Elsewhere,"Kundera, Milan",0060997028,9780060997021,0060997028,432        pp,3.96,"19,368",1973,"Jul 25, 2000",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Sep 10, 2018",,Paperback,view,/book/show/44559.Life_is_Elsewhere
583,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Unbearable Lightness of Being,"Kundera, Milan",0571224385,9780571224388,0571224385,314        pp,4.11,"469,526",1984,"Oct 27, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Sep 10, 2018",,Paperback,view,/book/show/9717.The_Unbearable_Lightness_of_Being
584,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Course of Love,"de Botton, Alain*",0241145473,9780241145470,0241145473,240        pp,4.02,"43,687",Mar 2016,"Apr 28, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 10, 2018",,Hardcover,view,/book/show/27845690-the-course-of-love
585,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tender Is the Night,"Fitzgerald, F. Scott",,,068480154X,430        pp,3.79,"136,551","Apr 12, 1934","Jul 01, 1995",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 10, 2018",,Paperback,view,/book/show/46164.Tender_Is_the_Night
586,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Forsyte Saga        (The Forsyte Chronicles, #1-3)","Galsworthy, John",0192838628,9780192838629,0192838628,872        pp,4.18,"19,988",1921,"May 13, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 10, 2018",,Paperback,view,/book/show/103159.The_Forsyte_Saga
587,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Room with a View,"Forster, E.M.",1420925431,9781420925432,1420925431,119        pp,3.90,"183,925",1908,"Jan 01, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 10, 2018",,Paperback,view,/book/show/3087.A_Room_with_a_View
588,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Eileen,"Moshfegh, Ottessa",1594206627,9781594206627,1594206627,260        pp,3.58,"96,198","Aug 18, 2015","Aug 18, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 10, 2018",,Hardcover,view,/book/show/23453099-eileen
589,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hot Milk,"Levy, Deborah",1620406691,9781620406694,1620406691,218        pp,3.47,"29,594","Jan 01, 2015","Jul 12, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Sep 10, 2018",,Hardcover,view,/book/show/26883528-hot-milk
590,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Behind the Beautiful Forevers: Life, Death, and Hope in a Mumbai Undercity","Boo, Katherine",1400067553,9781400067558,1400067553,278        pp,3.98,"109,796","Apr 08, 2012","Feb 07, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"“Hope” indeed is “the thing with feathers” for the country (read: India) that houses one-third of poverty, and one quarter of hunger, of the world. Ka“Hope” indeed is “the thing with feathers” for the country (read: India) that houses one-third of poverty, and one quarter of hunger, of the world. Katherine Boo without being didactic (not carrying the pretentious white man’s/woman’s burden to enlighten the savages from their own sewage of ignorance) documents the trials and tribulations of Annawadians (Annawadi, a slum with its cheek-by-jowl Mumbai Airport and luxury hotels). Boo juxtaposes this bedlam of inequality by recording the inhabitants of Annawadi Slums-rag pickers, garbage sorters, scrap dealers, double-dealing policemen, unscrupulous (gold-chain wearing) area corporators - women and mostly children- “The children stepping obliviously from the roadsides into traffic, as if they didn’t know the value of their lives.”“At Annawadi, everyone had a wrong he wanted righted: the water shortage…..; the squashing of voter applications at the election office; the worthlessness of government schools; the fly-by-night subcontractors who ran off with their laborers’ pay….”The book is an intense testimony of the city’s least powerful citizens raising uncomfortable questions about “justice and opportunity”. – “…..as the capital rushes around the planet and the idea of permanent work becomes grinding down individual promise.”The growing inflation and global market meltdowns pushing the slum dwellers deeper into the abysmal pit of misery- pacified by “exuberant distractions”- bands, amps and twinkling lights- “The annual flirtfest, the Navratri festival, was about to begin”…………………….An unnerving read- as one more westerner zooms her lenses into India’s one of the countless rat-filled garbage sheds to comprehend “the pursuit of opportunity in an unequal, globalized world.”...more",Notes are private!,0,0,1,"Oct 08, 2018","Oct 14, 2018","Sep 10, 2018",,Hardcover,view (with text),/book/show/11869272-behind-the-beautiful-forevers
591,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,White Mughals: Love and Betrayal in Eighteenth-Century India,"Dalrymple, William",014200412X,9780142004128,014200412X,580        pp,3.96,"4,850","Mar 29, 2002","Apr 27, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 10, 2018",,Paperback,view,/book/show/124432.White_Mughals
592,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Grand Sophy,"Heyer, Georgette",0099465639,9780099465638,0099465639,328        pp,4.17,"33,166",1950,"Jan 01, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 10, 2018",,Paperback,view,/book/show/261689.The_Grand_Sophy
593,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Small World        (The Campus Trilogy, #2)","Lodge, David",0140244867,9780140244861,0140244867,339        pp,3.89,"6,029",1984,1985,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 10, 2018","Sep 26, 2018","Sep 10, 2018",,Paperback,view,/book/show/69930.Small_World
594,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Summer Wives,"Williams, Beatriz*",0062660349,9780062660343,0062660349,371        pp,3.74,"43,393","Jul 10, 2018","Jul 10, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 10, 2018",,Hardcover,view,/book/show/36381085-the-summer-wives
595,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The House of Mirth,"Wharton, Edith",1844082938,9781844082933,1844082938,351        pp,3.97,"97,906","Oct 14, 1905","Jan 19, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 10, 2018",,Paperback,view,/book/show/17728.The_House_of_Mirth
596,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lincoln in the Bardo,"Saunders, George",0812995341,9780812995343,0812995341,368        pp,3.75,"155,258",2017,"Feb 14, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 10, 2018",,Hardcover,view,/book/show/29906980-lincoln-in-the-bardo
597,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Curious Incident of the Dog in the Night-Time,"Haddon, Mark",1400032717,9781400032716,1400032717,226        pp,3.89,"1,478,829","Jul 31, 2003","May 18, 2004",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Sep 10, 2018",,Paperback,view,/book/show/1618.The_Curious_Incident_of_the_Dog_in_the_Night_Time
598,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Da Vinci Code        (Robert Langdon, #2)","Brown, Dan*",,,,489        pp,3.91,"2,351,513","Mar 18, 2003","Mar 28, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 10, 2018",,Paperback,view,/book/show/968.The_Da_Vinci_Code
599,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Handmaid’s Tale        (The Handmaid's Tale, #1)","Atwood, Margaret*",,,,311        pp,4.14,"2,046,742",1985,Apr 1998,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,not set,"Sep 10, 2018",,Paperback,view,/book/show/38447.The_Handmaid_s_Tale
600,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Frankenstein: The 1818 Text,"Shelley, Mary",,,,260        pp,3.87,"1,597,484",1818,"Mar 08, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 10, 2018",,Paperback,view,/book/show/35031085-frankenstein
