,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Martha's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Her Body and Other Parties,"Machado, Carmen Maria*",,,B01N9EB4LP,249        pp,3.85,"89,393","Oct 03, 2017","Oct 03, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Sooooo good and spooky, definitely similar to Shirley Jackson stories. Shocker, the stories mainly touch on women’s bodies and the “other parties” entSooooo good and spooky, definitely similar to Shirley Jackson stories. Shocker, the stories mainly touch on women’s bodies and the “other parties” entitled to them. Really enjoyed Inventory, Real Women Have Bodies, Residency, and Difficult at Parties. LOVED The Husband Stitch, a quasi oral narration of a woman’s life that shows how female desire is always secondary to men’s desire. ...more",Notes are private!,0,0,1,"Apr 06, 2023","Apr 10, 2023","Apr 06, 2023",,Kindle Edition,view (with text),/book/show/34198594-her-body-and-other-parties
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Ninth House        (Alex Stern, #1)","Bardugo, Leigh*",,,B07LF64DZ2,476        pp,4.03,"305,609","Oct 08, 2019","Oct 08, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Started this during spring semester but libby snatched it back before I could finish it. Don’t know that I really cared for the mystery they were tryiStarted this during spring semester but libby snatched it back before I could finish it. Don’t know that I really cared for the mystery they were trying to solve/ felt satisfied by how they wrapped it up but the overall magic/ghost/hell etc. Of it all was a vibe and a half. Also I understand that this book is like following someone in academia who is anti-academia but like I swear she didn’t go to class ONCE and the book covered like four months of time how is that possible. Nor did she hang out/live with her roommates and she still somehow had a relationship with them??? Ridic. Will be reading the second book tho...more,Notes are private!,0,0,1,"Apr 03, 2023","Jul 30, 2023","Apr 03, 2023",,Kindle Edition,view (with text),/book/show/43301737-ninth-house
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Poppy War        (The Poppy War, #1)","Kuang, R.F.*",,,B072L58JW6,545        pp,4.17,"260,060","May 01, 2018","May 01, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Pretty good, expecting more from the next two because this felt more like laying the foundation for bigger schemes… lots of ground covered here so notPretty good, expecting more from the next two because this felt more like laying the foundation for bigger schemes… lots of ground covered here so not feeling super sure of overall goal of books but enjoying the ride so far! Not sure what’s going to happen if all the characters keep dying though Lol...more",Notes are private!,0,1,1,"Mar 21, 2023","Apr 02, 2023","Mar 21, 2023",,Kindle Edition,view (with text),/book/show/55225045-the-poppy-war
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bunny,"Awad, Mona*",0525559736,9780525559733,0525559736,307        pp,3.52,"190,944","Jun 11, 2019","Jun 11, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Kind of overly quirky and personally found it kind of tough to follow what was happening b/c it was sooo stream of consciousness. Not quite sure what Kind of overly quirky and personally found it kind of tough to follow what was happening b/c it was sooo stream of consciousness. Not quite sure what happened TBH. All of the descriptions of things made me laugh. I want to be a Bunny, would totally join the group!...more",Notes are private!,0,0,1,"Mar 20, 2023","Mar 20, 2023","Mar 20, 2023",,Hardcover,view (with text),/book/show/42815544-bunny
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Status and Culture: How Our Desire for Social Rank Creates Taste, Identity, Art, Fashion, and Constant Change","Marx, W. David*",,,B09JVG323B,368        pp,3.86,816,2022,"Sep 06, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 21, 2023",,Kindle Edition,view,/book/show/62122504-status-and-culture
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Babel, or the Necessity of Violence: An Arcane History of the Oxford Translators' Revolution","Kuang, R.F.*",,,B09MD95S5V,560        pp,4.20,"218,433","Aug 23, 2022","Aug 23, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Another book started during spring sem that libby snatched back but I’m pleased I read it over different periods of time because there’s just so much Another book started during spring sem that libby snatched back but I’m pleased I read it over different periods of time because there’s just so much brilliance going on. Personally all of the content about translation was so fascinating, esp combined with the magical realism. Translation/ words are so magical! Obviously the larger narrative is about colonialism and both the ethics of AND the effectiveness of certain courses of action when overthrowing oppressors (usually misaligned). Really valuable insights about the usefulness of ‘tradition’ in academia (spoiler alert: bogus) and a good meditation on violence being the only route to combat colonialism. On top of all this, Babel is also just a sweet coming of age story (albeit bittersweet/tragic). Love! Need a sequel...more",Notes are private!,0,1,1,"Feb 16, 2023","Jul 30, 2023","Feb 16, 2023",,Kindle Edition,view (with text),/book/show/59729042-babel-or-the-necessity-of-violence
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,If We Were Villains,"Rio, M.L.*",,,B01LX8L8SH,370        pp,4.17,"272,426","Apr 11, 2017","Apr 11, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ok a lot to like here and really almost got 4 stars but I’m landing on 3.5 ish. The Halloween sequence is excellent and spooky, I really like all the Ok a lot to like here and really almost got 4 stars but I’m landing on 3.5 ish. The Halloween sequence is excellent and spooky, I really like all the Shakespeare back and forth, really compelling dynamics between the characters. Felt like the pacing was a bit off- first climax happens kind of early on and then it’s kind of a slow chug to the end. Feeling particularly robbed that the slow burn never ended up with anything satisfying- really fun to read but cmon where is the closure??? Was also expecting ending to pull everything together but was pretty lacking. Cool book overall...more",Notes are private!,0,1,1,"Feb 12, 2023","Apr 06, 2023","Feb 12, 2023",,Kindle Edition,view (with text),/book/show/32874746-if-we-were-villains
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"House of Sky and Breath        (Crescent City, #2)","Maas, Sarah J.*",,,B093WB84G1,884        pp,4.50,"452,891","Feb 15, 2022","Feb 15, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 09, 2023","Feb 12, 2023","Feb 09, 2023",,Kindle Edition,view,/book/show/57941596-house-of-sky-and-breath
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"House of Earth and Blood        (Crescent City, #1)","Maas, Sarah J.*",,,B07QBC8QTP,874        pp,4.49,"668,156","Mar 03, 2020","Mar 03, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 02, 2023","Feb 09, 2023","Feb 02, 2023",,Kindle Edition,view,/book/show/44797223-house-of-earth-and-blood
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lying Life of Adults,"Ferrante, Elena",1609455916,9781609455910,1609455916,336        pp,3.66,"70,647","Nov 07, 2019","Sep 01, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Adolescence is perpetual, Elena Ferrante I love you. Shoutout Tess for the 2022 bday gift that made its way to me in late 2023 <3",Notes are private!,0,3,1,"Sep 12, 2023","Sep 17, 2023","Jan 12, 2023",,Hardcover,view (with text),/book/show/48616787-the-lying-life-of-adults
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Either/Or,"Batuman, Elif",,,B09DK6VB27,396        pp,4.03,"20,926",2022,"May 24, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 04, 2023","Jan 12, 2023","Jan 04, 2023",,Kindle Edition,view,/book/show/59641259-either-or
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Homegoing,"Gyasi, Yaa*",,,,305        pp,4.47,"341,228","Jun 07, 2016","Jun 07, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 04, 2023","Jan 04, 2023","Jan 04, 2023",,Hardcover,view,/book/show/27071490-homegoing
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Vladimir,"Jonas, Julia May*",,,B098426N2G,288        pp,3.45,"32,015","Feb 01, 2022","Feb 01, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,Jan 2023,"Jan 03, 2023","Jan 01, 2023",,Kindle Edition,view,/book/show/57452610-vladimir
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The No-Show,"O'Leary, Beth*",,,B09B964FLL,348        pp,3.81,"92,253","Apr 12, 2022","Apr 12, 2022",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,"Dec 31, 2022","Dec 31, 2022",,Kindle Edition,view,/book/show/58756346-the-no-show
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Emerald Mile: The Epic Story of the Fastest Ride in History Through the Heart of the Grand Canyon,"Fedarko, Kevin*",1439159858,9781439159859,1439159858,432        pp,4.43,"11,064","May 07, 2013","May 07, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 25, 2022",,Hardcover,view,/book/show/15803144-the-emerald-mile
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Tomorrow, and Tomorrow, and Tomorrow","Zevin, Gabrielle*",,,,418        pp,4.18,"845,252","Jul 05, 2022","Jul 05, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 17, 2022","Dec 22, 2022","Dec 17, 2022",,Kindle Edition,view,/book/show/58916147-tomorrow-and-tomorrow-and-tomorrow
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Borderlands/La Frontera: The New Mestiza,"Anzaldúa, Gloria E.",1879960575,9781879960572,1879960575,260        pp,4.33,"12,313",1987,"Oct 01, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 17, 2022",,Hardcover,view,/book/show/45882.Borderlands_La_Frontera
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Answer / La Respuesta,"de la Cruz, Juana Inés",1558610774,9781558610774,1558610774,196        pp,4.13,800,1691,"May 01, 1994",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 07, 2022","Dec 07, 2022","Dec 07, 2022",,Paperback,view,/book/show/845352.The_Answer_La_Respuesta
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In the Café of Lost Youth,"Modiano, Patrick",0857055267,9780857055262,0857055267,153        pp,3.54,"12,231","Oct 04, 2007","Mar 08, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 04, 2022",,Hardcover,view,/book/show/31839659-in-the-caf-of-lost-youth
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Grace Year,"Liggett, Kim*",,,,407        pp,4.15,"131,858","Oct 08, 2019","Oct 08, 2019",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 29, 2022","Dec 02, 2022","Nov 29, 2022",,Kindle Edition,view,/book/show/45445840-the-grace-year
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Certain Hunger,"Summers, Chelsea G.*",,,B08N5D9KTN,237        pp,3.79,"38,667","Oct 31, 2019","Dec 08, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 23, 2022","Nov 27, 2022","Nov 23, 2022",,Kindle Edition,view,/book/show/56015367-a-certain-hunger
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Portrait of a Lady,"James, Henry",0141439637,9780141439631,0141439637,797        pp,3.79,"80,525","Jan 01, 1881","Sep 01, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 27, 2022",,Paperback,view,/book/show/264.The_Portrait_of_a_Lady
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Stars at Noon,"Johnson, Denis",0060976101,9780060976101,0060976101,192        pp,3.55,"1,032","Sep 12, 1986","Mar 31, 1995",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 13, 2022",,Paperback,view,/book/show/9908.The_Stars_at_Noon
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Never Promised You a Rose Garden,"Green, Hannah",0143136992,9780143136996,0143136992,304        pp,3.89,"32,476",1964,"May 03, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 04, 2022",,Paperback,view,/book/show/58733819-i-never-promised-you-a-rose-garden
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sea of Tranquility,"Mandel, Emily St. John*",,,,226        pp,4.08,"231,572","Apr 05, 2022","Apr 05, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 12, 2023","Jan 13, 2023","Aug 31, 2022",,Kindle Edition,view,/book/show/58601245-sea-of-tranquility
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Slouching Towards Bethlehem: Essays,"Didion, Joan",,,B06XRSTBMN,256        pp,4.19,"67,267",1968,"Mar 21, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Aug 28, 2022","Jan 04, 2023","Aug 28, 2022",,Kindle Edition,view,/book/show/36315211-slouching-towards-bethlehem
