,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Brian Rosenblat's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
162,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Yiddish Policemen's Union,"Chabon, Michael",0007149824,9780007149827,0007149824,414        pp,3.71,"76,742","May 01, 2007","May 01, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 22, 2015",,Hardcover,view,/book/show/16703.The_Yiddish_Policemen_s_Union
163,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Spare Parts: Four Undocumented Teenagers, One Ugly Robot, and the Battle for the American Dream","Davis, Joshua",0374183376,9780374183370,0374183376,240        pp,4.15,"3,134","Dec 02, 2014","Dec 02, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was an enjoyable book based on the true-story of how 4 high-schoolers at Carl Hayden Community High school in Phoenix unseated some of the top coThis was an enjoyable book based on the true-story of how 4 high-schoolers at Carl Hayden Community High school in Phoenix unseated some of the top collegiate engineering teams at a national underwater robotics competition. At its core is the well worn, root for the underdog storyline. But this time the protagonists are 4 underprivileged, Hispanic high-schoolers who beyond all odds, form a robotics team, enter a national marine-robotics competition, scrape together a small budget, put together their ROV (remote operated vehicle) with a bunch of spare parts, and ultimately go head-to-head with some of the best collegiate engineering teams in the country, including M.I.T.But aside from the heartfelt triumph, what made this story great was:* While the competition is the main theme of the book, the ups and downs of the contest ultimately seem trivial compared to the constant battle the high-schoolers face with poverty, home instability, and in some cases, fear of deportation* The author spends a lot of time helping really understand where the characters come from, their family history, and what they deal with even to show up to school, much less learn and compete in robotics* The competition isn't the end point. The real power of this book isn't just showing the power of a few to overcome, it's the focus on what becomes of the high schoolers after the competitionIt's an easy read and it delivers the expected underdog victory punch. But more importantly, it makes you think deeply about policy in the US, failures in our current system, and how we fail to develop what could be a great source of talent for our country....more",Notes are private!,0,11,1,"Feb 05, 2015","Feb 11, 2015","Jan 10, 2015",,Hardcover,view (with text),/book/show/20518979-spare-parts
164,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Exit Laughing: How Humor Takes the Sting Out of Death,"Zackheim, Victoria*",1583944079,9781583944073,1583944079,304        pp,3.82,65,"Jan 01, 2012","May 08, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 08, 2015",,Paperback,view,/book/show/13144427-exit-laughing
165,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tattoos on the Heart: The Power of Boundless Compassion,"Boyle, Gregory",1439153027,9781439153024,1439153027,240        pp,4.48,"25,828","Mar 09, 2009","Mar 09, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 06, 2015",,Hardcover,view,/book/show/7090193-tattoos-on-the-heart
166,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Things Fall Apart        (The African Trilogy, #1)","Achebe, Chinua",,,,212        pp,3.73,"371,884",1958,"Oct 06, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 22, 2014",,Kindle Edition,view,/book/show/9667950-things-fall-apart
167,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dip: A Little Book That Teaches You When to Quit,"Godin, Seth",1591841666,9781591841661,1591841666,80        pp,3.79,"35,081","Jan 01, 2007","May 10, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 22, 2014",,Hardcover,view,/book/show/324748.The_Dip
168,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Creativity, Inc.: Overcoming the Unseen Forces That Stand in the Way of True Inspiration","Catmull, Ed",0812993012,9780812993011,0812993012,368        pp,4.22,"92,932",Sep 2014,"Apr 08, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What I enjoyed most about this book is that it's a great overview on how to foster an inspirational product/design process and deliver products that wWhat I enjoyed most about this book is that it's a great overview on how to foster an inspirational product/design process and deliver products that wow your customers. The product in this case is animated film: Pixar has an amazing track record of delighting their audiences. But many of the lessons can be applied to product creation generally. Concepts that really stood out-- take the time to deeply understand your customers. For Pixar, this could be sending animation teams on location internationally, so the films they created would capture the essence of their subject- trusting the process. your first inspiration is rarely correct, and coming up with something great is an unknown, winding path. at times you will feel lost or want to abandon altogether, but you need to trust the invention process, the feedback from your customers, and the candid input from your peers. With an open mind and a willingness to revisit your assumptions you will arrive at solution that meets your customers needs- don't feed the beast - there is always pressure to deliver. in this case it was film production. in the world of software development, it can be sprint planning or backlogs. It is important is to get to market quickly, and in software, you can do this in a way that tests assumptions. However, a true product or design leader also needs to slow things down when need be. Don't rush to rush. Make sure what you deliver is high quality and delights customers- be willing to fail - if you don't make mistakes, you aren't pushing yourself hard enough to truly invent on behalf of your customers- be candid, but criticize ideas, not people - you need to be honest with your feedback. if something isn't working for customers, you need to be open with your observations. that said, it's important to foster a culture where people separate ideas from the people with the ideas, and realize that getting feedback on ideas ultimately creates a better experienceIn addition to the great product advice, the story about Pixar's creation, Steve Jobs involvement, their track record of award-winning films, and becoming part of Disney was fascinating. But the overall summary of their creation process was the real takeaway.This  is overdue- when I originally read this in 2015, I gave it 4 stars. Since then I've referenced this so many times, I recently upgraded it to 5 stars. Worth a read for anyone trying to lead through ambiguity and create products that delight....more",Notes are private!,0,6,1,"Nov 21, 2014","Feb 05, 2015","Nov 21, 2014",,Hardcover,view (with text),/book/show/18077903-creativity-inc
169,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What If? Serious Scientific Answers to Absurd Hypothetical Questions,"Munroe, Randall*",0544272994,9780544272996,0544272994,303        pp,4.14,"176,129","Sep 02, 2014","Sep 02, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 20, 2014",,Hardcover,view,/book/show/21413662-what-if-serious-scientific-answers-to-absurd-hypothetical-questions
170,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Power of Habit: Why We Do What We Do in Life and Business,"Duhigg, Charles*",1400069289,9781400069286,1400069289,375        pp,4.13,"507,057","Apr 25, 2012","Feb 28, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Mar 19, 2015","Mar 31, 2015","Nov 20, 2014",,Hardcover,view,/book/show/12609433-the-power-of-habit
171,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Station Eleven,"Mandel, Emily St. John*",,,,354        pp,4.07,"517,969","Aug 26, 2014","Sep 09, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 20, 2014",,Kindle Edition,view,/book/show/21792828-station-eleven
172,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,California,"Lepucki, Edan*",0316250813,9780316250818,0316250813,393        pp,3.24,"20,090","Jul 08, 2014","Jul 08, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 18, 2014",,Hardcover,view,/book/show/18774020-california
173,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Innovators: How a Group of Hackers, Geniuses, and Geeks Created the Digital Revolution","Isaacson, Walter*",1476708711,9781476708713,1476708711,560        pp,4.11,"37,208","Oct 07, 2011","Oct 07, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 23, 2014",,Kindle Edition,view,/book/show/21943368-the-innovators
174,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How Google Works,"Schmidt, Eric",,,B00HUU13Y0,303        pp,4.05,"28,661","Sep 01, 2014","Sep 23, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 28, 2014",,Kindle Edition,view,/book/show/23263733-how-google-works
175,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Zero to One: Notes on Startups, or How to Build the Future","Thiel, Peter",0804139296,9780804139298,0804139296,195        pp,4.16,"355,022","Sep 16, 2014","Sep 16, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 24, 2014",,Hardcover,view,/book/show/18050143-zero-to-one
176,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Everything Store: Jeff Bezos and the Age of Amazon,"Stone, Brad*",0316219266,9780316219266,0316219266,384        pp,4.14,"73,135","Oct 15, 2013","Oct 15, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Apr 08, 2015","Apr 20, 2015","Sep 19, 2014",,Hardcover,view,/book/show/17660462-the-everything-store
177,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"City of Stairs        (The Divine Cities, #1)","Bennett, Robert Jackson*",080413717X,9780804137171,080413717X,452        pp,4.09,"34,546","Sep 09, 2014","Sep 09, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 18, 2014",,Paperback,view,/book/show/20174424-city-of-stairs
178,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Raising Happiness: 10 Simple Steps for More Joyful Kids and Happier Parents,"Carter, Christine*",0345515617,9780345515612,0345515617,256        pp,3.92,"1,421","Jan 01, 2010","Feb 02, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 13, 2014",,Hardcover,view,/book/show/7294887-raising-happiness
179,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Smartphone: Anatomy of an Industry,"Woyke, Elizabeth*",1595589635,9781595589637,1595589635,304        pp,3.60,35,"Sep 09, 2014","Sep 09, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 13, 2014",,Paperback,view,/book/show/18406469-the-smartphone
180,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Martian,"Weir, Andy*",0804139024,9780804139021,0804139024,384        pp,4.42,"1,121,157","Sep 27, 2011","Feb 11, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I enjoyed this book. Man stranded on Mars and how he attempts to survive, and uses his knowledge of science to conquer the hurdles the red planet and I enjoyed this book. Man stranded on Mars and how he attempts to survive, and uses his knowledge of science to conquer the hurdles the red planet and his limited equipment throw at him every day (or in Mars parlance, every sol). Fast read & immersive. Castaway + Apollo 13 + Macgyver. I found it an entertaining story about the human instinct for survival and ingenuity. Would definitely recommend to a friend.With that said, my big gripe is that while this was a fun book, it could have been a great book if Weir invested more in character development. Supporting characters were totally flat. Watney himself showed shockingly little emotion for a man stranded by himself on Mars. While it was interesting to watch him logically think through every problem thrown at him (although sometimes this got a little repetitious), sometimes you just would have expected him to break down weeping, fight some sort of depression, or include some sort of internal battle between desperation and hope in his daily log entries. If you were stranded on Mars and writing a journal (okay, a lot of suspension of disbelief already), there might be some passages about feeling small, what is human existence, what is life? Possibly some fear? What if he wasn't really alone?? No internal questioning of his crew mates decision to abandon him? Maybe an occasional description of an awe-inspiring panorama of Mars? Best we got was a bunch of ""oh shit"" moments, logical dissection of the next problem, and moving on. He'd often diffuse a stressful situation with humor - although the extent of that humor was often no deeper than the equivalent of a yo-mama/fart joke to his counterparts at NASA. Feels like there just could have been more, and that would have been a great book.Again, all in all, I enjoyed it. Gets 4 stars for the fun read it was. Not 5 stars for the book it could've been. But have to hand it to Weir, very cool premise, awesome grasp of science, and kept me turning pages. And a movie deal. Looking forward to the movie- with some awesome special effects and a little more emotion, it'll be a hit. ...more",Notes are private!,0,3,1,"Jan 14, 2015","Jan 26, 2015","Sep 10, 2014",,Hardcover,view (with text),/book/show/18007564-the-martian
181,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Essentialism: The Disciplined Pursuit of Less,"McKeown, Greg*",0804137382,9780804137386,0804137382,260        pp,4.06,"110,239","Dec 31, 2011","Apr 15, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 21, 2014",,Hardcover,view,/book/show/18077875-essentialism
182,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,S.,"Abrams, J.J.",0316201642,9780316201643,0316201642,469        pp,3.87,"25,102","Oct 29, 2013","Oct 29, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 18, 2014",,Hardcover,view,/book/show/17860739-s
183,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Predictably Irrational: The Hidden Forces That Shape Our Decisions,"Ariely, Dan",,,,247        pp,4.12,"123,855","Feb 19, 2008","Feb 19, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 31, 2014","Sep 19, 2014","May 29, 2014",,Hardcover,view,/book/show/1713426.Predictably_Irrational
184,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Everything is Illuminated,"Foer, Jonathan Safran *",,,,288        pp,3.89,"179,577",2002,"Sep 03, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 16, 2017","Nov 07, 2017","Apr 26, 2014",,Kindle Edition,view,/book/show/9487538-everything-is-illuminated
185,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mental Models: Aligning Design Strategy with Human Behavior,"Young, Indi*",1933820063,9781933820064,1933820063,299        pp,3.88,"1,060","Jan 01, 2008","Feb 01, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 25, 2014",,Paperback,view,/book/show/2875137-mental-models
186,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hooked: How to Build Habit-Forming Products,"Eyal, Nir*",,,B00HJ4A43S,193        pp,4.11,"43,636","Dec 25, 2013","Dec 25, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 21, 2014",,Kindle Edition,view,/book/show/19404862-hooked
187,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hard Thing About Hard Things: Building a Business When There Are No Easy Answers,"Horowitz, Ben*",0062273205,9780062273208,0062273205,304        pp,4.22,"93,860","Oct 01, 2014","Mar 04, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Oct 06, 2014","Dec 08, 2014","Apr 01, 2014",,Hardcover,view,/book/show/18176747-the-hard-thing-about-hard-things
188,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Flash Boys: A Wall Street Revolt,"Lewis, Michael",,,B00HVJB4VM,323        pp,4.14,"83,916","Mar 31, 2014","Mar 31, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 20, 2014","May 13, 2014","Mar 24, 2014",,Kindle Edition,view,/book/show/20639917-flash-boys
189,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hop on Pop,Dr. Seuss,0375828370,9780375828379,0375828370,24        pp,4.03,"57,243",1963,"Jan 27, 2004",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,not setJan 1981,Jan 1982not set,"Mar 18, 2014",,Board Book,view,/book/show/909016.Hop_on_Pop
190,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Little Kids First Big Book of Dinosaurs,"Hughes, Catherine D.",1426308469,9781426308468,1426308469,128        pp,4.39,921,"Oct 11, 2011","Oct 11, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 18, 2014",,Hardcover,view,/book/show/11540816-little-kids-first-big-book-of-dinosaurs
191,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"How to Be a Baby . . . by Me, the Big Sister","Lloyd-Jones, Sally*",0375873880,9780375873881,0375873880,40        pp,4.04,361,"Feb 13, 2007","May 10, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 18, 2014",,Paperback,view,/book/show/10377074-how-to-be-a-baby-by-me-the-big-sister
192,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wheels on the Bus,"Zelinsky, Paul O.",,,,16        pp,4.24,"1,846","Oct 25, 1990","Sep 15, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 18, 2014",,Hardcover,view,/book/show/859744.The_Wheels_on_the_Bus
193,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Whistle for Willie,"Keats, Ezra Jack",0670880469,9780670880461,0670880469,32        pp,4.25,"11,362",1964,"May 01, 1998",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 18, 2014",,Board Book,view,/book/show/539419.Whistle_for_Willie
194,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Snowy Day,"Keats, Ezra Jack",0670867330,9780670867332,0670867330,32        pp,4.20,"115,911","Nov 05, 1962","Jan 01, 1996",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 18, 2014",,Board Book,view,/book/show/404514.The_Snowy_Day
195,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Animal Opposites,"Horáček, Petr",0763667765,9780763667764,0763667765,20        pp,4.34,196,"Jan 01, 2013","Aug 06, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 22, 2014",,Hardcover,view,/book/show/17262362-animal-opposites
196,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Effective Executive,"Drucker, Peter F.",,,B000FC11JW,208        pp,4.08,"35,389",1966,unknown,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 13, 2014",,Kindle Edition,view,/book/show/5539779-the-effective-executive
197,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When Genius Failed: The Rise and Fall of Long-Term Capital Management,"Lowenstein, Roger",0375758259,9780375758256,0375758259,264        pp,4.20,"29,067","Jan 01, 2000","Oct 09, 2001",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 09, 2015","May 24, 2015","Dec 30, 2013",,Paperback,view,/book/show/10669.When_Genius_Failed
198,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Slack: Getting Past Burnout, Busywork, and the Myth of Total Efficiency","DeMarco, Tom*",0767907698,9780767907699,0767907698,256        pp,4.02,"1,570","Jan 01, 2001","Apr 09, 2002",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Mar 25, 2014","Dec 28, 2013",,Paperback,view,/book/show/123715.Slack
199,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened","Brosh, Allie*",1451666179,9781451666175,1451666179,371        pp,4.17,"206,895","Oct 29, 2013","Oct 29, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 10, 2013",,Paperback,view,/book/show/17571564-hyperbole-and-a-half
200,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Remote: Office Not Required,"Hansson, David Heinemeier",0804148996,9780804148993,,256        pp,3.80,"13,429","Oct 29, 2013","Oct 29, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 26, 2013",,Audiobook,view,/book/show/17316682-remote
201,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Most Musical Nation: Jews and Culture in the Late Russian Empire,"Loeffler, James",0300137133,9780300137132,0300137133,288        pp,4.23,13,"Jun 09, 2010","Jul 13, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 18, 2013",,Hardcover,view,/book/show/7878778-the-most-musical-nation
202,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,There are No Children Here: The Story of Two Boys Growing Up in the Other America,"Kotlowitz, Alex",0385265565,9780385265560,B0056QYSKG,323        pp,4.30,"15,396","Feb 01, 1991","Jan 05, 1992",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 28, 2013",,Paperback,view,/book/show/41918.There_are_No_Children_Here
203,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Pigeon Finds a Hot Dog!,"Willems, Mo",0786818697,9780786818693,0786818697,40        pp,4.34,"29,249",unknown,"May 01, 2004",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 24, 2013",,Hardcover,view,/book/show/197512.The_Pigeon_Finds_a_Hot_Dog_
204,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stranger in a Strange Land,"Heinlein, Robert A.",,,,525        pp,3.92,"312,664",Jul 1961,"Oct 01, 1991",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 19, 2013",,Paperback,view,/book/show/350.Stranger_in_a_Strange_Land
205,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Mountains Beyond Mountains: The Quest of Dr. Paul Farmer, a Man Who Would Cure the World","Kidder, Tracy",0812973011,9780812973013,0812973011,333        pp,4.19,"84,505",2003,"Aug 31, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 03, 2013",,Paperback,view,/book/show/10235.Mountains_Beyond_Mountains
206,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Amazing Adventures of Kavalier & Clay,"Chabon, Michael",0312282990,9780312282998,B007C4D1G2,639        pp,4.18,"202,691","Sep 19, 2000","Jan 01, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 24, 2013",,Paperback,view,/book/show/3985.The_Amazing_Adventures_of_Kavalier_Clay
207,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Open,"Agassi, Andre",,,B003062GEE,547        pp,4.30,"123,396",2009,unknown,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was a great book. I'm not a big tennis fan (and apparently neither is Agassi), but this was really engaging. Agassi has had a fascinating life anThis was a great book. I'm not a big tennis fan (and apparently neither is Agassi), but this was really engaging. Agassi has had a fascinating life and it does make me want to watch tennis. I highly recommend!...more",Notes are private!,0,0,1,Jan 2017,Mar 2017,"Jun 21, 2013",,Kindle Edition,view (with text),/book/show/8175835-open
208,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"How Children Succeed: Grit, Curiosity, and the Hidden Power of Character","Tough, Paul*",0547564651,9780547564654,0547564651,231        pp,3.89,"24,092","Sep 04, 2012","Sep 04, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 16, 2013","Aug 28, 2013","May 14, 2013",,Hardcover,view,/book/show/13435889-how-children-succeed
209,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Managing the Unmanageable: Rules, Tools, and Insights for Managing Software People and Teams","Lichty, Mickey W. Mantle / Ron",032182203X,9780321822031,032182203X,422        pp,3.76,357,"Aug 27, 2012","Sep 16, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 10, 2013",,Paperback,view,/book/show/13705479-managing-the-unmanageable
210,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This is Rage: A Novel of Silicon Valley and Other Madness,"Goldstein, Ken*",1611880718,9781611880717,1611880718,530        pp,3.67,89,"Oct 08, 2013","Oct 08, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 08, 2013",,Paperback,view,/book/show/17707807-this-is-rage
211,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Inspired: How To Create Products Customers Love,"Cagan, Marty",0981690408,9780981690407,0981690408,242        pp,4.24,"22,423","Jan 01, 2008","Jun 18, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 08, 2013",,Hardcover,view,/book/show/3323374-inspired
