,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Kristen's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
624,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Hundred-Year-Old Man Who Climbed Out of the Window and Disappeared        (The Hundred-Year-Old Man, #1)","Jonasson, Jonas",1843913720,9781843913726,1843913720,396        pp,3.82,"277,065","Sep 09, 2009","Jul 12, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"2 1/2 stars, really. It liberally borrows from the Forrest Gump model, and if you have read Forrest Gump you'll be disappointed. It lacks the emotiona2 1/2 stars, really. It liberally borrows from the Forrest Gump model, and if you have read Forrest Gump you'll be disappointed. It lacks the emotional punch of that book but I also didn't find it as funny. Fluffy, fast moving, but ultimately forgettable....more",Notes are private!,0,0,1,"Mar 04, 2016","Mar 23, 2016","Mar 04, 2016",,Paperback,view (with text),/book/show/13486632-the-hundred-year-old-man-who-climbed-out-of-the-window-and-disappeared
625,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Storied Life of A.J. Fikry,"Zevin, Gabrielle*",1616203218,9781616203214,1616203218,260        pp,4.03,"298,459","Apr 01, 2014","Apr 01, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Fluffy, fast, and very sweet. I'm always a sucker for a book about people who love books, but I'd hoped for a little more substance from the story. ThFluffy, fast, and very sweet. I'm always a sucker for a book about people who love books, but I'd hoped for a little more substance from the story. That said it was very heartwarming and enjoyable (albeit predictable). ...more",Notes are private!,0,0,1,"Feb 26, 2016","Mar 03, 2016","Feb 26, 2016",,Hardcover,view (with text),/book/show/18293427-the-storied-life-of-a-j-fikry
626,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Team Dog: How to Train Your Dog--the Navy SEAL Way,"Ritland, Mike*",0399170758,9780399170751,0399170758,256        pp,4.07,918,"Jan 29, 2015","Jan 29, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Maybe only 50% of what was in this book applied to our situation, but his guidance was spot on. We were having fear-based aggression issues with our uMaybe only 50% of what was in this book applied to our situation, but his guidance was spot on. We were having fear-based aggression issues with our usually sweet dog, and his advice helped nip things in the bud right away. I've changed my voice, tone, and body language, and learned that like with children, dogs crave boundaries and structure. ...more",Notes are private!,0,0,1,"Feb 09, 2016","Feb 21, 2016","Feb 09, 2016",,Hardcover,view (with text),/book/show/22571489-team-dog
627,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wapshot Chronicle,"Cheever, John",0060528877,9780060528874,0060528877,352        pp,3.76,"7,304",1957,"Jun 28, 2011",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Some classics stand up to the test of time. For me, this book does not. I found the story dated, wearing, and ultimately unengaging. I'm surprised it Some classics stand up to the test of time. For me, this book does not. I found the story dated, wearing, and ultimately unengaging. I'm surprised it won the national book award when it was first published, but perhaps it was pretty unique then. Most of the characters were forgettable, and I hated that Cheever tried to wrap everything up and in a neat and tidy bow in just the last 10 pages....more",Notes are private!,0,0,1,"Jan 31, 2016","Feb 26, 2016","Jan 31, 2016",,Paperback,view (with text),/book/show/11890.The_Wapshot_Chronicle
628,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Crossing to Safety,"Stegner, Wallace",037575931X,9780375759314,037575931X,335        pp,4.16,"46,377",1987,"Apr 09, 2002",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is the second novel of Stegner's I have read, and it affirms for me his incredible talent for portraying the beautiful and imperfect relationshipThis is the second novel of Stegner's I have read, and it affirms for me his incredible talent for portraying the beautiful and imperfect relationships that shape each of our lives. Like Angle of Repose, this is a deliciously meaty read -- you do not read it quickly but instead savor it. It is also shorter, but no less impactful. Spanning 40 years, the novel focuses on two couples who become lifelong friends-- more than that, family. They are real, three-dimensional figures that you would actually see in life. There are no car chases or murders to solve. But instead the characters will stay with me for quite some time. ...more",Notes are private!,0,0,1,"Jan 12, 2016","Jan 31, 2016","Jan 12, 2016",,Paperback,view (with text),/book/show/9820.Crossing_to_Safety
629,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Celebrated Jumping Frog of Calaveras County,"Twain, Mark",0318518899,9780318518893,0318518899,202        pp,3.69,"8,157",1865,"Oct 01, 1965",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 30, 2015","Dec 30, 2015","Dec 30, 2015",,Hardcover,view,/book/show/3284885-the-celebrated-jumping-frog-of-calaveras-county
630,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Girl on the Train,"Hawkins, Paula*",1594633665,9781594633669,1594633665,336        pp,3.96,"2,942,771","Jan 13, 2015","Jan 13, 2015",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Listened to as an audio book and I struggled to see the hype. It felt tedious, and the characters were mostly unlikeable and only occasionally empatheListened to as an audio book and I struggled to see the hype. It felt tedious, and the characters were mostly unlikeable and only occasionally empathetic. I also didn't find the mystery particularly compelling....more",Notes are private!,0,2,1,"Dec 21, 2015","Dec 30, 2015","Dec 21, 2015",,Hardcover,view (with text),/book/show/22557272-the-girl-on-the-train
631,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Un Lun Dun,"Miéville, China*",0345495160,9780345495167,0345495160,432        pp,3.83,"19,016","Feb 13, 2007","Feb 13, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Such an entertaining YA fantasy book. I won't give too much away, but two young girls -- one the Chosen One, the other her sidekick -- get drawn into Such an entertaining YA fantasy book. I won't give too much away, but two young girls -- one the Chosen One, the other her sidekick -- get drawn into the abcity of Un Lun Dun, a twisted sort of sister city to London. I loved that it continually dealt in the cliches and tropes of YA and Fantasy, and every time subverted them and turned them on their head. It's fun with wordplay reminded me of reading Phantom Tollbooth as a child. ...more",Notes are private!,0,0,1,"Dec 21, 2015","Jan 12, 2016","Dec 21, 2015",,Hardcover,view (with text),/book/show/68496.Un_Lun_Dun
632,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Notorious RBG: The Life and Times of Ruth Bader Ginsburg,"Carmon, Irin",0062415832,9780062415837,0062415832,240        pp,4.19,"59,659","Oct 27, 2015","Oct 27, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It's easy to dismiss this book as part of an Internet meme trend. But it's written by a respected journalist, and RBG herself is interviewed by then tIt's easy to dismiss this book as part of an Internet meme trend. But it's written by a respected journalist, and RBG herself is interviewed by then throughout. It's practically a semi-official biography and it's fantastic. A must read for anyone who cares about women's rights and social justice issues. And anyone who aspires to still do 20 push-ups a day at age 80. RBG is the kind of role model young girls need today, and one who can help them appreciate how far we have come and how far we still have to go. ...more",Notes are private!,0,0,1,"Dec 09, 2015","Dec 21, 2015","Dec 09, 2015",,Hardcover,view (with text),/book/show/25422234-notorious-rbg
633,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Bad Beginning        (A Series of Unfortunate Events, #1)","Snicket, Lemony*",0439206472,9780439206471,0439206472,176        pp,4.01,"520,892","Aug 25, 1999","Sep 30, 1999",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 14, 2015","Nov 18, 2015","Nov 14, 2015",,Paperback,view,/book/show/78411.The_Bad_Beginning
634,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Wildwood        (Wildwood Chronicles, #1)","Meloy, Colin",006202468X,9780062024688,B00BG7F3TO,541        pp,3.69,"33,957","Aug 30, 2011","Jan 01, 2002",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"2.5 stars. The tricky thing about people comparing your book to other iconic stories is that you can't help but do just that: compare. Meloy's is clea2.5 stars. The tricky thing about people comparing your book to other iconic stories is that you can't help but do just that: compare. Meloy's is clearly influenced by Narnia, Labryinth, and The Dark Crystal. But his story feels like a lesser version of them, and not in any way distinct or unique.I picked this book up at Powell's in Portland because it was their #1 selling book. The fact that it takes place near Portland and is written by the Decemberists lead singer certainly helps its local appeal. And I wanted to love it. But there was hardly anything in the way of character development or anything that made you really care about the characters. It was instead a lot of mediocre description of action which did even less to draw you in. It's a 541 page book that felt like 541 pages. But it ends pleasantly and I find myself feeling like it deserves 2.5 stars. Maybe just because I love Portland....more",Notes are private!,0,0,1,not set,"Nov 14, 2015","Nov 14, 2015",,Hardcover,view (with text),/book/show/10431447-wildwood
635,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Tipping Point: How Little Things Can Make a Big Difference,"Gladwell, Malcolm",0316346624,9780316346627,0316346624,301        pp,4.00,"814,323","Jan 01, 2002",2002,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 08, 2015","Oct 25, 2015","Oct 08, 2015",,Paperback,view,/book/show/2612.The_Tipping_Point
636,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Annihilation        (Southern Reach, #1)","VanderMeer, Jeff*",0374104093,9780374104092,0374104093,195        pp,3.77,"232,202","Feb 04, 2014","Feb 04, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 21, 2015","Oct 08, 2015","Sep 21, 2015",,Paperback,view,/book/show/17934530-annihilation
637,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Maine,"Sullivan, J. Courtney*",0307595129,9780307595126,0307595129,388        pp,3.39,"35,595",2011,"Jun 14, 2011",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 29, 2015","Sep 21, 2015","Aug 29, 2015",,Hardcover,view,/book/show/9923372-maine
638,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,One Day in the Life of Ivan Denisovich,"Solzhenitsyn, Aleksandr",,,,182        pp,3.98,"114,379","Nov 01, 1962","Mar 16, 2005",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 19, 2015","Aug 29, 2015","Aug 19, 2015",,Paperback,view,/book/show/17125.One_Day_in_the_Life_of_Ivan_Denisovich
639,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Go Set a Watchman,"Lee, Harper",0062409859,9780062409850,0062409859,278        pp,3.31,"273,807","Jul 14, 2015","Jul 14, 2015",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"NOTE: This  contains some spoilers. To be fair, I had no intention of reading this book, particularly after reading several s. But it was NOTE: This  contains some spoilers. To be fair, I had no intention of reading this book, particularly after reading several s. But it was given to me by a loved one, who told me that I should form my own opinions about it. So I did. This book was written before Lee wrote To Kill A Mockingbird, and wasn't an after-the-fact sequel. This fact is helpful when assessing the book. It also should be said that for 50+ years this book was not published while Lee was still of sound mind. Her sister, who managed her affairs after Lee's mind gave way, fiercely protected her. And then her sister died, and someone else took over Lee's affairs. And I truly believe that if Lee were of sound mind this would not have been published. She had 50+ years to do it and she never did, and I think for good reason. To me, it seems the motivations to publish were purely financial (and not to benefit her), and it forever changes her legacy.I believe I was given this book to read for the positives in it. Scout, now age 26 and living in New York, comes back to Maycomb on holiday and realizes for the first time how different her beliefs and values, particularly when it comes to racial equality, are from her lifelong friends and loved ones. Scout is a strong and passionate independent woman in the 1960s, and (one hopes) most readers will empathize with her struggle amidst the racism she sees around her, and her desire to have her own identity and own ideas and not just be someone's docile wife. And one could argue that the book paints a reasonably accurate picture of race relations and perceptions in the rural South in the 1960s, as awful as they were. It also becomes a story in which a child must recognize their parent as a flawed and imperfect human, and take them down from their pedestal. In those ways, this book has some merit.But it is the complete and utter degradation of the character of Atticus Finch and his seemingly newfound libertarian/state's rights/benevolent child perception of racism and race equality that gnaws at me without end. For me, Atticus Finch was and has been one of the most noble characters in all of literature. He's the sort of character people name their child after, in the hope that their child can emulate some of his most noble virtues. To see him as an older and yes, racist man, is devastating and also out of character with who he is To Kill A Mockingbird. The trial and his actions as a younger man are mentioned in the book, and Scout clearly believes that the same person who represented a one-armed black child accused of raping a white girl couldn't be the same racist older man. I feel the same. I feel like Lee wrote this manuscript to get a feel for her characters, and she told the story she wanted to tell when she wrote To Kill A Mockingbird. She dropped the microphone and peaced out after writing one great masterpiece. This book completely tarnishes that, and that saddens things for me. I fully admit to being one of those readers who loves the Atticus Finch of To Kill A Mockingbird. That book had a profound and lasting impact on me, not the least of which because this was a good, just, and noble man, a quietly unremarkable everyday hero who did the right thing because it was simply that -- the right and noble thing. I am actively choosing to ignore this novel in the legacy of Finch, and for Lee somewhat, too. ...more",Notes are private!,0,2,1,"Aug 08, 2015","Aug 19, 2015","Aug 08, 2015",,Hardcover,view (with text),/book/show/24817626-go-set-a-watchman
640,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Big Sleep        (Philip Marlowe, #1)","Chandler, Raymond",0394758285,9780394758282,0394758285,231        pp,3.95,"155,385","Feb 06, 1939","Jul 12, 1988",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a tricky book to . It's kind of between 2 1/2 and 3 stars for me. Chandler is one of the original crime/mystery fiction writers, and he This is a tricky book to . It's kind of between 2 1/2 and 3 stars for me. Chandler is one of the original crime/mystery fiction writers, and he writes in the hard boiled noir style of a plucky detective, in this case in 1930s Hollywood. He practically created the genre, and some things that seem cliche you realize he invented, so he actually deserves a lot of credit. The crime and mystery itself were interesting, but I didn't quite anticipate the historical relativism I would have to use. I should have, but I didn't. Women are only there to be sexual enticements and sometimes devious objects (emphasis on objects) and sometimes in this world you have to knock women around from time to time to get them in line. Gay men and minorities get their share of disparaging remarks, too. I realize that these were prevailing attitudes in the 1930s, but it takes away from the enjoyment of reading it in 2015. ...more",Notes are private!,0,0,1,"Jul 27, 2015",not set,"Jul 27, 2015",,Paperback,view (with text),/book/show/2052.The_Big_Sleep
641,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Immortal Life of Henrietta Lacks,"Skloot, Rebecca*",1400052173,9781400052172,1400052173,370        pp,4.12,"735,158","Feb 02, 2010","Feb 02, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 10, 2015","Jul 27, 2015","Jul 10, 2015",,Hardcover,view,/book/show/6493208-the-immortal-life-of-henrietta-lacks
642,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dead Wake: The Last Crossing of the Lusitania,"Larson, Erik*",0307408868,9780307408860,0307408868,430        pp,4.11,"144,172",2015,"Mar 03, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Larson always puts together good historical novels, and this was reliably solid. I have to admit that I was more interested in the stories of the passLarson always puts together good historical novels, and this was reliably solid. I have to admit that I was more interested in the stories of the passengers than some of the maritime history, but i definitely learned a great deal about the Lusitania's role in WWI (and how I erroneously thought we entered the war right after it was torpedoed...not two years later). ...more",Notes are private!,0,0,1,"Nov 18, 2015","Dec 09, 2015","Jul 01, 2015",,Hardcover,view (with text),/book/show/22551730-dead-wake
643,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Empty Mansions: The Mysterious Life of Huguette Clark and the Spending of a Great American Fortune,"Dedman, Bill*",0345534522,9780345534521,0345534522,456        pp,3.79,"37,717","Sep 10, 2013","Sep 10, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 24, 2017","Feb 28, 2017","Jul 01, 2015",,Hardcover,view,/book/show/17704903-empty-mansions
644,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Great with Child: Letters to a Young Mother,"Fennelly, Beth Ann",0393061825,9780393061826,0393061825,224        pp,4.30,"1,497","Apr 17, 2006","Apr 17, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""With books I practiced escapism, but it is also books that, in the end, led me back to my life. While reading can be deeply narcotic, it is also a dr""With books I practiced escapism, but it is also books that, in the end, led me back to my life. While reading can be deeply narcotic, it is also a drug that heals. For reading lifts us out of ourselves, and when we're returned, we're more empathetic, more capacious, wiser. I think reading can be a moral act."" One of my favorite passages from this collection of letters from one friend to another as she prepares to have her first child. It really hit its stride in its last 50 pages. It's a testament to friendship, major life changes, and reading, and fittingly was given to me by a friend. Here's one other passage that stayed with me, from the author's perspective as writer: ""I educated my soul through reading. I played with point-of-view, imagining other characters in the story, like my parents. Through this, I began to understand them, which softened me a little. As time went on I learned how events create plot, so when I felt that because my father had made a mess of his life I was bound to make a mess of mine or marry someone who'd mess it up for me -- well, eventually I had to admit this plot lacked the ""inevitability"" of a thoughtfully designed story. I understood at last I really could choose my own ending.""Strangely, one of the largest takeaways for me from this book was the hope that if I have a child, I hope they love reading as much as I do. ...more",Notes are private!,0,1,1,Jul 2015,"Jul 10, 2015","Jul 01, 2015",,Hardcover,view (with text),/book/show/759877.Great_with_Child
645,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Tree Grows in Brooklyn,"Smith, Betty",0061120073,9780061120077,0061120073,496        pp,4.29,"465,617","Aug 18, 1943","May 30, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is one of those books that I have always meant to read and never got around to until now. I was prompted by an NPR Fresh Air interview I heard, iThis is one of those books that I have always meant to read and never got around to until now. I was prompted by an NPR Fresh Air interview I heard, in which the guest (author of a recent book on The Great Gatsby) talked about how these two books were almost forgotten when first published, but they gained a remarkable second life as part of the books for soldiers program in WWII. The publishers of Gatsby and A Tree Grows in Brooklyn gave thousands of free copies of the books to soldiers oversees as part of a government's armed services editions (made to fit into a pocket), and they were two of the most popular titles amongst soldiers, which I think says a lot about stories and themes resonated with soldiers at that time.It's a book that more or less chronicles the childhood of Francie Nolan, the semi-autographical character based on the author Betty Smith. Long before Brooklyn was a hip enclave, it was a working class neighborhood full of poor immigrants who made it on determination, gumption, and a little luck to get their slice of the American dream. It's so fully realized that you feel as if you are there, and while not a great deal happens in the book, you find yourself invested in Francie in her life. I couldn't help but find parallels between this and the recent film ""Boyhood.""It's a book to be read at a leisurely pace, and when it's done you know that Francie Nolan will stick with you long after....more",Notes are private!,0,2,1,Jun 2015,Jul 2015,"Jun 01, 2015",,Paperback,view (with text),/book/show/14891.A_Tree_Grows_in_Brooklyn
646,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What I Talk About When I Talk About Running,"Murakami, Haruki",0307269191,9780307269195,0307269191,188        pp,3.87,"167,215","Oct 15, 2007","Jul 29, 2008",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A great book to read when you're needing some extra running motivation. Murakami's style, like his fiction, is spare and honest, and you have to commeA great book to read when you're needing some extra running motivation. Murakami's style, like his fiction, is spare and honest, and you have to commend someone who has run 6 days a week for the past 30+ years. He makes a strong argument for the value of regular mental reflection time and just how much we can (healthfully) push our bodies. ...more",Notes are private!,0,0,1,"May 23, 2015","May 31, 2015","May 23, 2015",,Hardcover,view (with text),/book/show/2195464.What_I_Talk_About_When_I_Talk_About_Running
647,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Walt Disney's Cinderella,"Rylant, Cynthia",1423104218,9781423104216,1423104218,64        pp,4.33,"1,976","Aug 01, 2007","Aug 28, 2007",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 10, 2015","May 11, 2015","May 10, 2015",,Hardcover,view,/book/show/944604.Walt_Disney_s_Cinderella
648,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Where'd You Go, Bernadette","Semple, Maria",0316204277,9780316204279,0316204277,330        pp,3.88,"572,358","Aug 14, 2012","Aug 14, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A fun, fast read whose narrative style I at first thought was a gimmick. Then it all played out and you realize how clever it is. Perfect beach or sumA fun, fast read whose narrative style I at first thought was a gimmick. Then it all played out and you realize how clever it is. Perfect beach or summer read, for sure. ...more",Notes are private!,0,0,1,"May 10, 2015","May 22, 2015","May 09, 2015",,Hardcover,view (with text),/book/show/13526165-where-d-you-go-bernadette
649,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Manhood for Amateurs,"Chabon, Michael",0061490180,9780061490187,0061490180,306        pp,3.73,"7,962","Sep 21, 2009","Sep 30, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A reminder to me that I would read an essay on paint drying if Chabon wrote it. He's one of my favorite living writers, and this collection of essays A reminder to me that I would read an essay on paint drying if Chabon wrote it. He's one of my favorite living writers, and this collection of essays is beautiful, touching, charming, humane - the list could keep going and going. I picked it up because I thought it might speak to me at the stage in my life that I am at right now, and it certainly did. I'm giving it to my brother next, who as a soon-to-be father is perhaps even more primed for this collection. If you like essays on family, love, struggle, or marriage, I can't recommend Chabon's stories highly enough. ...more",Notes are private!,0,1,1,"Apr 25, 2015","May 09, 2015","Apr 25, 2015",,Hardcover,view (with text),/book/show/6356399-manhood-for-amateurs
650,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Perks of Being a Wallflower,"Chbosky, Stephen",,,,213        pp,4.23,"1,793,516","Feb 01, 1999",Feb 1999,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Apr 17, 2015","Apr 25, 2015","Apr 17, 2015",,Paperback,view,/book/show/22628.The_Perks_of_Being_a_Wallflower
651,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This is the Story of a Happy Marriage,"Patchett, Ann",0062236679,9780062236678,0062236679,308        pp,4.00,"35,147","Nov 11, 2013","Nov 05, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Goodness Patchett is such a talented writer. Like so many people who read her books, I'm both impressed by her prowess but also find her such an approGoodness Patchett is such a talented writer. Like so many people who read her books, I'm both impressed by her prowess but also find her such an approachable, likable person. I told someone the other day that reading her works is like curling up under a blanket, which might sound like her writing is fluffy but it's not. It's comforting and good for the soul. This collection of short stories is fantastic, plain and simple. ...more",Notes are private!,0,0,1,"Mar 30, 2015","Apr 17, 2015","Mar 30, 2015",,Hardcover,view (with text),/book/show/17349222-this-is-the-story-of-a-happy-marriage
652,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Unfamiliar Fishes,"Vowell, Sarah",1594487871,9781594487873,1594487871,238        pp,3.64,"14,967","Feb 04, 2011","Mar 22, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Mar 11, 2015","Mar 30, 2015","Mar 11, 2015",,Hardcover,view,/book/show/8857310-unfamiliar-fishes
653,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Magician's Assistant,"Patchett, Ann",,,,357        pp,3.72,"44,008",1997,"Dec 01, 1998",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Yet another fine novel from Patchett, which I read as 'homework' before an upcoming trip to The Magic Castle in LA. While not as strong as some of herYet another fine novel from Patchett, which I read as 'homework' before an upcoming trip to The Magic Castle in LA. While not as strong as some of her more recent novels, it's still a wonderful read. The novel has far less to do with magic and much more to do with the families we choose and the people who enter and exit our life, making an indelible mark in the process. Patchett writes with a tremendous amount of compassion, and she manages to make you care about her characters almost from the outset. There is a great sense of comfort one feels when reading her novels, almost like sinking into a comfortable couch for a nap on a day when the sun warms your body. You know you are in good hands with her. She's an intelligent writer who writes intelligently and humanely, while at the same time keeping good pacing. ...more",Notes are private!,0,0,1,"Feb 25, 2015","Mar 11, 2015","Feb 25, 2015",,Paperback,view (with text),/book/show/16055.The_Magician_s_Assistant
654,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wall,"Sartre, Jean-Paul",184391400X,9781843914006,184391400X,183        pp,4.07,"25,267",1939,Apr 2005,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 04, 2015","Feb 25, 2015","Feb 04, 2015",,Paperback,view,/book/show/10031.The_Wall
655,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Ocean at the End of the Lane,"Gaiman, Neil*",0062255657,9780062255655,0062255657,181        pp,4.02,"618,006","Jun 18, 2013","Jun 18, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Jan 08, 2015","Jan 28, 2015","Jan 08, 2015",,Hardcover,view,/book/show/15783514-the-ocean-at-the-end-of-the-lane
656,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Golem and the Jinni        (The Golem and the Jinni, #1)","Wecker, Helene*",0062110837,9780062110831,0062110837,486        pp,4.13,"123,843","Apr 13, 2013","Apr 23, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I enjoyed reading this book, but for reasons I can't explain it took me forever to finish. It has elements of the great fairy tales and bedtime storieI enjoyed reading this book, but for reasons I can't explain it took me forever to finish. It has elements of the great fairy tales and bedtime stories, which is perhaps why it always managed to put me to sleep after 10 pages. Not in a bad way, but in a relaxing way. I don't think it needed to be 500 pages, because it had a few lagging points, but the last 80 pages were riveting. I couldn't help but be reminded of Kavalier and Clay from time to time....more",Notes are private!,0,0,1,"Jan 03, 2015","Feb 04, 2015","Jan 03, 2015",,Hardcover,view (with text),/book/show/15819028-the-golem-and-the-jinni
