,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Madison's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Practical Magic        (Practical Magic, #1)","Hoffman, Alice*",,,,286        pp,3.73,"133,195","Jul 01, 1995","Aug 05, 2003",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I accidentally read the prequel to this first and just watched the movie a couple weeks ago for the first time, so I was surprised and also a bit let I accidentally read the prequel to this first and just watched the movie a couple weeks ago for the first time, so I was surprised and also a bit let down by this one. I wish there was wayyy more magic in this one as there was in the prequel (I won’t get into the plot inconsistencies between the two, they don’t matter much, but they were definitely noticeable). Good, fun story, but I found myself annoyed with our two protagonists towards the end and felt like almost, if not all, of the characters lacked depth.Additionally, this book was soooo corny AND horny for no reason. “Of course, she thought, math plus desire equals who you really are.” WHAT does that even mean? I was also surprised at how vulgar this one was compared to the prequel, there was one too many “she thought about him fucking her”s in this one. It was an odd, quick change of tone whenever it happened and I never got used to it while reading.The prequel is way better but I do love a good witchy story. It was a nice, easy read for a weekend of traveling....more",Notes are private!,0,1,1,"May 19, 2023","May 21, 2023","Feb 17, 2023",,Paperback,view (with text),/book/show/22896.Practical_Magic
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Goldfinch,"Tartt, Donna",0316055433,9780316055437,0316055433,771        pp,3.94,"925,180","Sep 23, 2013","Oct 22, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Not even sure where to begin with this one. Crushed the first 200 pages in one day, slowed to about 30-40 a day and then had to fully stop for about aNot even sure where to begin with this one. Crushed the first 200 pages in one day, slowed to about 30-40 a day and then had to fully stop for about a month. This book is gorgeous and captivating but it is also a cesspool of anxiety and despair. It broke my heart soooo many times. Donna weaves such an incredible story, it’s almost too real sometimes. I’ve never been so anxious over a book before. This, of course, got me thinking: isn’t this what a good book is supposed to do? Immerse readers in a world and make them really feel with the character? To understand and care for fictional beings?? But honestly, it was too much sometimes, especially with how tragic it is from start to finish.This book was an absolute behemoth. It covers SO much ground, sometimes too slowly, but it was never a bore to read. Looking back, there’s a lot of fluff in its nearly 800 pages, but it’s all so beautiful. I would give this a five star  if it weren’t for the anxiety. Despite it being such a phenomenal book, I’m fairly hesitant to openly recommend it. Even now after finishing it, I’m feeling a little unsatisfied. I feel like I have grieved so much while reading, I’m not sure how else to describe it. Was it an incredibly fuckin journey? Absolutely. Was it worth the devastation? I’m not sure....more",Notes are private!,0,1,1,"Apr 24, 2023","Jul 13, 2023","Feb 13, 2023",,Hardcover,view (with text),/book/show/17333223-the-goldfinch
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Count of Monte Cristo,"Dumas, Alexandre",0140449264,9780140449266,0140449264,"1,276        pp",4.30,"913,641","Aug 28, 1844","May 27, 2003",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,not setnot set,"Jan 05, 2019Jun 05, 2012","Feb 13, 2023",,Paperback,view,/book/show/7126.The_Count_of_Monte_Cristo
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Everything I Know About Love,"Alderton, Dolly",0062968785,9780062968784,0062968785,368        pp,4.03,"296,151","Feb 01, 2018","Feb 25, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 08, 2023",,Hardcover,view,/book/show/46041465-everything-i-know-about-love
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Persuasion,"Austen, Jane",0192802631,9780192802637,0192802631,249        pp,4.15,"702,324","Dec 20, 1817","Jan 01, 2004",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"**spoiler alert** My third Jane Austen is my favorite by far. While I think Jane’s ‘slow burn’ romantic plots are delicious, I find them a little pred**spoiler alert** My third Jane Austen is my favorite by far. While I think Jane’s ‘slow burn’ romantic plots are delicious, I find them a little predictable at this point. For some reason, that still doesn’t deter from my audible gasping at one of her classically dramatic declarations of adoration. I love Jane for that dearly.On top of a slow burn, Jane loves to throw in a wrench of two seemingly unsuited side characters getting quickly married in secret. I couldn’t help but be a tad disappointed at this particular plot line, thinking I had the rest of the book figured out already. However, there was another element of deception (that I haven’t seen in her others) that really elevated the storyline for me and kept me engaged.I’m fortunate to have read my Jane Austen’s in the order I did: Pride and Prejudice first, then Emma, and finally Persuasion. It was so sweet to follow her growth as an author throughout her life, and each ranked in ascending order as I went along. Jane’s writing is a fine wine, and only got better with time. As this was her last completed novel, I truly think it’s her best—and to be a little crass— an incredible high note to go out on.There’s something so satisfying about reaching the climax of one of Jane’s books, which tend to happen 1 or 2 chapters before it ends. Some would find it frustrating to have to wait so long for it, but Jane has a way of making all of it feel *~worth~* it. Like I, as a reader, FINALLY deserved it, and how perfect it was. What a lovely, talented, sarcastic, and sharp woman....more",Notes are private!,0,4,1,"Jan 16, 2024","Feb 08, 2024","Feb 04, 2023",,Paperback,view (with text),/book/show/2156.Persuasion
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Evelina,"Burney, Frances",0192840312,9780192840318,0192840312,455        pp,3.69,"17,370",1778,"Jul 18, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 04, 2023",,Paperback,view,/book/show/37638.Evelina
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Glass Castle,"Walls, Jeannette*",074324754X,9780743247542,074324754X,288        pp,4.31,"1,212,369",Jan 2005,"Jan 17, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Mar 29, 2023","Apr 23, 2023","Feb 04, 2023",,Paperback,view,/book/show/7445.The_Glass_Castle
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Slapstick, or Lonesome No More!","Vonnegut, Kurt, Jr.",0385334230,9780385334235,0385334230,288        pp,3.86,"41,454",1976,"May 11, 1999",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Aug 2019,"Feb 04, 2023",,Paperback,view,/book/show/9595.Slapstick_or_Lonesome_No_More_
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sirens of Titan,"Vonnegut, Kurt, Jr.",,,,224        pp,4.15,"141,462",1959,"Sep 09, 1999",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jul 31, 2019","Feb 04, 2023",,Paperback,view,/book/show/4982.The_Sirens_of_Titan
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cat’s Cradle,"Vonnegut, Kurt, Jr.",0140285601,9780140285604,0140285601,179        pp,4.16,"402,903",1963,1999,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"May 08, 2018","Feb 04, 2023",,Paperback,view,/book/show/135479.Cat_s_Cradle
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Slaughterhouse-Five,"Vonnegut, Kurt, Jr.",0385333846,9780385333849,0385333846,275        pp,4.10,"1,369,584","Mar 31, 1969","Jan 12, 1999",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jun 04, 2018","Feb 04, 2023",,Paperback,view,/book/show/4981.Slaughterhouse_Five
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Venus and Adonis,"Sacher-Masoch, Leopold von",,,,unknown,1.00,1,1933,1933,did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"When I got a Goodreads account I thought “I could never be a person that leaves s” because I was so intimidated by the ones I’ve read on here. IWhen I got a Goodreads account I thought “I could never be a person that leaves s” because I was so intimidated by the ones I’ve read on here. I have decided to give my first (and probably only)  to a book I FORGOT I read last year as I was pursuing my bookcase today to add to my ‘want to read’ list. The reason being because I am the sole er, and thus (probably) the only audience that will read it.I’ll be 100% honest: I got this book in the ‘romance’ section of a rare and used bookstore thinking it was gonna be an old English and slightly smutty read. I was not looking for story. I wanted to reminisce on the time I did a project on Aphrodite in fourth grade and thus was allowed to read promiscuous Greek myths for hours on end under the guise of ‘research’.In short: I was wrong. This book centers around the escapades of Catherine the Great and took on a common theme of sex, jealousy, and death. Don’t get me wrong, I’m a HUGE fan of secrecy and yearning, but it got repetitive and boring. The most popular and closest thing to sexy this book got was constantly describing Catherine’s boobs as anything ranging from ‘massive’ to ‘spilling out the top of her corset’, you get the gist. It was nothing special nor crazy; we get it, she’s got huge knockers.Was it a quick read? Yes. Does the red hardcover look incredible on my ‘read’ bookshelf? Yes. Was it worth it for those reasons alone? Sure. Would I read it again? Certainly not. ...more",Notes are private!,0,1,1,"Sep 21, 2022","Oct 04, 2022","Feb 04, 2023",,Hardcover,view (with text),/book/show/797364.Venus_and_Adonis
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Jane Eyre,"Brontë, Charlotte",0142437204,9780142437209,0142437204,532        pp,4.15,"2,094,546","Oct 16, 1847","Feb 04, 2003",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Feb 19, 2023","Apr 29, 2023","Feb 04, 2023",,Paperback,view,/book/show/10210.Jane_Eyre
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Unclean Jobs for Women and Girls,"Nutting, Alissa*",0984213325,9780984213320,0984213325,188        pp,3.83,"3,085","Oct 01, 2010","Oct 01, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 28, 2023","Feb 21, 2023","Jan 28, 2023",,Paperback,view,/book/show/8603232-unclean-jobs-for-women-and-girls
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,East of Eden,"Steinbeck, John",0142000655,9780142000656,0142000655,601        pp,4.41,"538,903",1952,2002,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 28, 2023",,Paperback,view,/book/show/4406.East_of_Eden
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Tree Grows in Brooklyn,"Smith, Betty",0061120073,9780061120077,0061120073,496        pp,4.29,"465,622","Aug 18, 1943","May 30, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 28, 2023",,Paperback,view,/book/show/14891.A_Tree_Grows_in_Brooklyn
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Writers & Lovers,"King, Lily*",,,,320        pp,4.02,"142,113","Mar 03, 2020",2020,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Finished this in three sittings! Covers a lot of heavy topics (grief, heart break, anxiety/depression) without getting too dark or miserable, does a gFinished this in three sittings! Covers a lot of heavy topics (grief, heart break, anxiety/depression) without getting too dark or miserable, does a great job of keeping it light and being funny. I was always excited to jump back into her world and was sad when it ended. Definitely recommend for a quick travel book...more",Notes are private!,0,1,1,Jul 2023,"Jul 09, 2023","Jan 28, 2023",,Hardcover,view (with text),/book/show/45289222-writers-lovers
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Untethered Soul: The Journey Beyond Yourself,"Singer, Michael A.*",1572245379,9781572245372,,183        pp,4.21,"110,526","Oct 03, 2007","Oct 03, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 28, 2023",,Paperback,view,/book/show/1963638.The_Untethered_Soul
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Birds in Fall,"Kessler, Brad",0743287398,9780743287395,0743287398,256        pp,3.92,"1,342","Apr 11, 2006","Mar 13, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 28, 2023",,Paperback,view,/book/show/365179.Birds_in_Fall
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,On Earth We're Briefly Gorgeous,"Vuong, Ocean",0525562028,9780525562023,0525562028,246        pp,4.04,"299,657","Jun 04, 2019","Jun 04, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 02, 2024",not set,"Jan 26, 2023",,Hardcover,view,/book/show/41880609-on-earth-we-re-briefly-gorgeous
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Madame Bovary,"Flaubert, Gustave",0192840398,9780192840394,0192840398,329        pp,3.70,"334,520","Dec 15, 1856",2004,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Feb 25, 2020","Jan 25, 2023",,Paperback,view,/book/show/2175.Madame_Bovary
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stay Sexy & Don't Get Murdered: The Definitive How-To Guide,"Kilgariff, Karen",,,B07G3DSXP1,304        pp,4.08,"71,865","May 28, 2019","May 28, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Mar 25, 2020","Jan 25, 2023",,Kindle Edition,view,/book/show/41068144-stay-sexy-don-t-get-murdered
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Ladies' Paradise,"Zola, Émile",0192836021,9780192836021,0192836021,438        pp,3.99,"17,417",1883,"Sep 01, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jun 25, 2020","Jan 25, 2023",,Paperback,view,/book/show/28413.The_Ladies_Paradise
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Severed Head,"Murdoch, Iris",0140020039,9780140020038,0140020039,204        pp,3.74,"5,816",1961,"Nov 18, 1976",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Apr 2020,"Jan 25, 2023",,Paperback,view,/book/show/11253.A_Severed_Head
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Look at the Birdie: Unpublished Short Fiction,"Vonnegut, Kurt, Jr.",038534371X,9780385343718,038534371X,251        pp,3.97,"7,903",2009,"Oct 20, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jun 18, 2020","Jan 25, 2023",,Hardcover,view,/book/show/6370612-look-at-the-birdie
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Revolution for the Hell of It,"Hoffman, Abbie",1560256907,9781560256908,1560256907,286        pp,3.89,527,1968,"Apr 27, 2005",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jul 31, 2020","Jan 25, 2023",,Paperback,view,/book/show/290562.Revolution_for_the_Hell_of_It
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Normal People,"Rooney, Sally*",1984822179,9781984822178,1984822179,273        pp,3.81,"1,385,542","Aug 28, 2018","Apr 16, 2019",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,1,0,1,not set,"Aug 19, 2020","Jan 25, 2023",,Hardcover,view,/book/show/41057294-normal-people
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Meet Me in the Bathroom: Rebirth and Rock and Roll in New York City 2001-2011,"Goodman, Lizzy",0062233092,9780062233097,0062233092,622        pp,4.16,"10,510","May 23, 2017","May 23, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Aug 21, 2020","Jan 25, 2023",,Hardcover,view,/book/show/25816741-meet-me-in-the-bathroom
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Between the World and Me,"Coates, Ta-Nehisi",,,,152        pp,4.40,"333,007","Jul 14, 2015","Jul 14, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Sep 21, 2020","Jan 25, 2023",,Hardcover,view,/book/show/25489625-between-the-world-and-me
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lolita,"Nabokov, Vladimir",,,,368        pp,3.88,"850,098",Sep 1955,1995,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,"Nov 28, 2020","Jan 25, 2023",,Paperback,view,/book/show/7604.Lolita
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,LETTERS FROM THE UNDERGROUND,"Hoffman, Abbie",1888996285,9781888996289,1888996285,224        pp,4.02,91,"Sep 01, 2000","Sep 05, 2000",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Dec 25, 2020","Jan 25, 2023",,Paperback,view,/book/show/30743.LETTERS_FROM_THE_UNDERGROUND
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fast Funny Women,"Barreca, Gina*",1949116212,9781949116212,,unknown,4.23,56,"Mar 02, 2021","Oct 20, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Dec 25, 2021","Jan 25, 2023",,ebook,view,/book/show/54985681-fast-funny-women
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Life and Other Shortcomings,"Adjmi, Corie",1631527134,9781631527135,1631527134,170        pp,3.61,457,"Aug 04, 2020","Aug 04, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Aug 14, 2021","Jan 25, 2023",,Paperback,view,/book/show/53350744-life-and-other-shortcomings
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"At Bertram's Hotel        (Miss Marple, #11)","Christie, Agatha",,,,320        pp,3.71,"38,940",1965,Oct 2003,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Aug 19, 2021","Jan 25, 2023",,Kindle Edition,view,/book/show/6579050-at-bertram-s-hotel
121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dune        (Dune, #1)","Herbert, Frank",059309932X,9780593099322,059309932X,658        pp,4.27,"1,357,859","Jun 01, 1965","Oct 01, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Oct 31, 2021","Jan 25, 2023",,Hardcover,view,/book/show/44767458-dune
122,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Conversations with Friends,"Rooney, Sally*",0451499077,,B01M6XMA62,304        pp,3.76,"474,057","May 25, 2017","Jul 11, 2017",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Feb 14, 2021","Jan 25, 2023",,Kindle Edition,view,/book/show/32187419-conversations-with-friends
123,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Rules of Magic        (Practical Magic, #0.2)","Hoffman, Alice*",,,,369        pp,4.00,"111,906","Oct 10, 2017","Oct 10, 2017",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Oct 20, 2022","Jan 20, 2023",,Kindle Edition,view,/book/show/34037113-the-rules-of-magic
124,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Da Vinci Code        (Robert Langdon, #2)","Brown, Dan*",,,,489        pp,3.91,"2,351,634","Mar 18, 2003","Mar 28, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Sep 2022,"Jan 20, 2023",,Paperback,view,/book/show/968.The_Da_Vinci_Code
125,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Beauty in Breaking,"Harper, Michele",0525537384,9780525537380,0525537384,304        pp,3.82,"29,758","Jul 07, 2020","Jul 07, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Aug 20, 2022","Jan 20, 2023",,Hardcover,view,/book/show/50043108-the-beauty-in-breaking
126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bell Jar,"Plath, Sylvia",,,,294        pp,4.05,"960,098",Jan 1963,2006,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jul 09, 2022","Jan 20, 2023",,Paperback,view,/book/show/6514.The_Bell_Jar
127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Girl with the Dragon Tattoo        (Millennium, #1)","Larsson, Stieg",0670069019,9780670069019,,480        pp,4.17,"3,182,795",Aug 2005,"Sep 23, 2008",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jun 14, 2022","Jan 20, 2023",,Hardcover,view,/book/show/2429135.The_Girl_with_the_Dragon_Tattoo
128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma","Kolk, Bessel van der",0670785938,9780670785933,0670785938,464        pp,4.40,"182,928","Jun 12, 2014","Sep 25, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Jan 2022,"Jan 31, 2022","Jan 20, 2023",,Hardcover,view,/book/show/18693771-the-body-keeps-the-score
129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Circe,"Miller, Madeline*",0316556343,9780316556347,0316556343,393        pp,4.24,"1,052,786","Apr 10, 2018","Apr 10, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Nov 25, 2022","Jan 20, 2023",,Hardcover,view,/book/show/35959740-circe
130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Secret History,"Tartt, Donna",1400031702,9781400031702,1400031702,559        pp,4.17,"741,958","Sep 16, 1992","Sep 11, 1992",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jan 16, 2023","Feb 13, 2023","Dec 21, 2022",,Paperback,view,/book/show/29044.The_Secret_History
131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Memoirs of a Geisha,"Golden, Arthur",0679781587,9780679781585,0679781587,428        pp,4.15,"2,000,937",1997,Feb 1999,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Jan 2023,"Jan 16, 2023","Dec 21, 2022",,Paperback,view,/book/show/374147.Memoirs_of_a_Geisha
132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Frankenstein: The 1818 Text,"Shelley, Mary",,,,260        pp,3.87,"1,597,622",1818,"Mar 08, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,"Dec 31, 2022","Dec 21, 2022",,Paperback,view,/book/show/35031085-frankenstein
133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Emma,"Austen, Jane",,,,474        pp,4.05,"886,166","Dec 23, 1815","May 06, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 08, 2022","Feb 18, 2022","Dec 08, 2022",,Paperback,view,/book/show/6969.Emma
134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wuthering Heights,"Brontë, Emily",,,,464        pp,3.89,"1,805,401",Dec 1847,2002,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 10, 2022","Nov 10, 2022","Dec 08, 2022",,Paperback,view,/book/show/6185.Wuthering_Heights
135,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pride and Prejudice,"Austen, Jane",,,,279        pp,4.29,"4,269,170","Jan 28, 1813","Oct 10, 2000",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jan 05, 2020","Mar 01, 2021",,Paperback,view,/book/show/1885.Pride_and_Prejudice
