,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Allison's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Sorcery of Thorns        (Sorcery of Thorns, #1)","Rogerson, Margaret*",1481497618,9781481497619,1481497618,456        pp,4.06,"136,863","Jun 04, 2019","Jun 04, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Read more s like this at www.universewithinpages.com4.5/5 In the beginning, I actually found the first few chapters kind of confusing. I loved tRead more s like this at www.universewithinpages.com4.5/5 In the beginning, I actually found the first few chapters kind of confusing. I loved that it dived right into the story and the action, but it threw me off a bit. It took me a chapter or so to really understand what was happening with the living books and the “maleficts” but once I did, it made everything 100 times better. I absolutely loved the idea of books being alive and just being real. They’re so powerful and the entire world crafted was beautiful. The sorcery and the magic added an interesting layer of fantasy that made the book special. Magic has to be one of my favorite YA tropes and the fact that hate-to-love was thrown in there too made it so much better.I loved the relationships in this book. The relationships between Silas and Nathaniel added a nice touch to this book, and I actually liked it more than the primary relationship between Nathaniel and Elisabeth. I loved that Silas truly cared for him despite the fact that he was a demon and his species wasn’t meant to be like that. With Nathaniel’s family dead, he was the only one who was there to care for him, and the friendship/bond between them was heartwarming to read about. It was really sad to know that Nathaniel was alone outside of him, and I think that fact made their relationship even more meaningful.I did also like the relationship between Elisabeth and Nathaniel. I love hate to love relationships and if you threw me a book with that in it, I am almost certain it’s going to be a good read. I liked Nathaniel’s witty humor, and I like that it’s not insta-love and that they grow closer and closer over time. I did find that Elisabeth was kind of awkward and strange at times, like when she bit Nathaniel’s hand (like is this not supposed to be weird?), but that didn’t stop me from liking their relationship. I also think that she didn’t really comprehend some of the information given to her, and there were definitely moments where I was like “why are you not getting this!” Like when she read that sorcerers carried demons next to them and wondered where Nathaniel’s demon was, I just thought that it was way too obvious to not get and it made her a little less real.As for Nathaniel himself, I loved his backstory, and I think that it’s why I liked him so much as a character. He constantly doubts himself and blames himself for all the deaths in his family, and it’s really sad. He’s always alone and he’s dragged down by the horrible acts of necromancy that his ancestors did. It made me feel really bad for him and it kind of worked itself into the present. There were so many moments that connected to his backstory, and it made him so much more real. I love him with all my heart andI did feel like some of the plot was repetitive, but I didn’t have too much of a problem with it. They have so many attempts against Ashcroft, and I feel like it can be repetitive at times. However, I do think that the characters made this small defect better and it made me want to continue on and read more. I’ve seen s that also talk about how the book is too quick at the end, and I sort of agree. I just wish there would have been more to it, but I do like how it contributed to Silas’s character....more",Notes are private!,0,19,1,not set,"Apr 02, 2020","May 11, 2020",,Hardcover,view (with text),/book/show/42201395-sorcery-of-thorns
141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Serpent & Dove        (Serpent & Dove, #1)","Mahurin, Shelby*",,,,513        pp,3.99,"296,361","Sep 03, 2019","Sep 03, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Reread 10/23/203.5/5I decided to reread this one in honor of Blood and Honey, and I'm unfortunately lowering my rating for this one. It took me weeks Reread 10/23/203.5/5I decided to reread this one in honor of Blood and Honey, and I'm unfortunately lowering my rating for this one. It took me weeks to get through, and I feel like I just couldn't connect with any of the characters too much. I did enjoy the enemies-to-lovers romance, but other than that, the story fell flat. It was kind of slow at times, and the pacing definitely took away from my enjoyment. Anyways, with that said, I'm still going to try to get to Blood and Honey! While it certainly isn't my favorite read, I am still looking forward to seeing what happens to all the characters and with the plot of the story. ----4/5Serpent and Dove honestly isn’t really a book I’d normally go for. I’m not the biggest fan of witch stories, but I really wanted to give it a try because of all the good things I’ve heard about it! There are so many people that loved this book, and now that I’ve finally gotten to it, I get why. This book has a perfect hate-to-love romance with forced marriage (if that’s a trope) and I loved reading abou tit.First of all, I loved getting to know Lou and Reid! I always love getting alternating perspectives in books, and it really gave important insight into what each of the characters were thinking. Their contrasting roles and how they were always meant to hate each other was interesting and I loved how their relationship developed through the story. I’m a huge fan of hate-to-love, which added to my enjoyment, but it might be a downside to those who don’t. It was nice to see how their forced marriage literally forced them to come together.Lou is the snarkiest down-to-earth character that I’ve read about for a while, and it was refreshing to see someone like that. She is someone who says what’s on her mind and isn’t afraid to defy everyone’s expectations. It was interesting that she had such a big role in the witch-society and I think that the ending gave a nice cliffhanger for the sequels.Reid contrasted Lou in so many was with his honor-bound loyalty, Christianity, and the fact that he was born to hunt witches, but it worked out so well. I honestly found him to be a quite average male lead, and there wasn’t as much stand-out-ish about him, but it worked for the story. I liked Lou pestering Reid all the time, and it was more fun to read about, especially because of how pure he was. His heritage at the end was also intertwined well to potentially lead up more into the following novels.As for the side characters, I love Coco and Ansel. I found Coco to be a really good supporting character, and she was so supportive to Lou throughout the story. Ansel was so cute too and I loved reading about him. While he is training to be a Chasseur, he was so much more relaxed, calm, and innocent than Reid, which was nice to read about. I loved how loyal both him and Coco were, and I would love to read more about them in the next books (with maybe another romance?).More generally, the plot was good, but I found the pacing to be way too slow for my enjoyment. I feel like the beginning set up nicely to introduce the characters, and the ending was a nice conclusion, but nothing really happened in the middle of the story. The middle basically consisted of Lou and Reid getting to know each other, and it got tedious after a while. I think the only reason why I was able to get through it was because of how much I liked the characters and how they pushed the story along. While we got the original heist and forced-marriage in the beginning and Lou’s mother coming after her in the end, I can’t say that there was any defining moment of the middle of the story, besides Lou and Reid falling in love.I’m going to try to not severely spoil the book, but I did find the general plot of the story interesting. The synopsis for the book honestly sums most of it up with the exception of the last quarter, so for the most part, you get what you’re promised. The entire historical France atmosphere is something that I usually wouldn’t go for, but it didn’t impact my enjoyment of the novel at all.Overall, I found this book to be well written, but slow at times. The middle of the story really took away from my enjoyment, but the beginning and the end had a really strong plot with a ton of action. The characters were well developed and they helped move the story along. While there is the main romance of Lou and Reid, the supporting characters of Ansel and Coco fit in with the story just as well.I would really recommend this book to everyone who likes witch stories with a slow-burn forced marriage hate-to-love romance! All of these tropes work well with each other, and it was quite enjoyable. If you’re not the biggest fan of slower paced novels, this might not be the book for you, but I really liked it nevertheless. I’m super excited for Blood and Honey, and I’m looking forward to reading the sequel!...more",Notes are private!,0,6,2,not setnot set,"Oct 23, 2020Apr 24, 2020","May 11, 2020",,Hardcover,view (with text),/book/show/40024139-serpent-dove
142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"House of Earth and Blood        (Crescent City, #1)","Maas, Sarah J.*",1635574048,9781635574043,1635574048,803        pp,4.49,"668,168","Mar 03, 2020","Mar 03, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Read more s like this at www.universewithinpages.com!I was a bit hesitant towards reading this, because this is usually not a book I'd go for, bRead more s like this at www.universewithinpages.com!I was a bit hesitant towards reading this, because this is usually not a book I'd go for, but I'm happily surprised at how much I liked it! While the beginning was a little slow for my preferences, it picked up and the ending ended up being really good. I'd rate the first third a 3 star, the second third a 4 star, and the last third a 5 star, so I'm averaging these ratings out to a 4 star! I'm glad that my streak of good books has continued, and I want to read the next one so badly, especially with that ending/epilogue.When I first read this book, I was initially really bored. There is a ton of chapters that focus on setting up the story, but I suppose that's what needed to be done for the rest of the book (and especially because it's the first in the series). I was actually going to quit the book because of the slow pacing in the beginning, but it started to get much better once Hunt and Bryce finally met to solve the murder of Danika. As the story unfolds, the story gets really good. The last 1/3-1/4 of the book were absolutely amazing, and left me feeling really satisfied with the book. There is a ton of action and everything climaxes at this point, with facts from the earlier parts of the book tying into important events at the end. I found that there were a lot of parallels between the overall concept between this story and ACOTAR, and it felt a little like I was reading the same book with some tweaks. For instance, there is the broken female heroine slowly falls in love with a supposed ""evil"" but also broken male heroine as they heal each other through their love and ultimately save the world, but I liked both of them, so it's fine with me.I really liked the development with Bryce throughout the story, and loved the entire reveal of her true powers at the end, especially with The Drop. I didn't hate the whole fact that she was a ""party-girl,"" and I found it interesting that she was more outside of just that. Yeah, there were times where she annoyed me, but looking back, I thought she was a good character. More interesting than her character itself, I loved Bryce's relationships. The hate-to-love romance between herself and Hunt was executed nicely and while it can be cliche, it didn't affect my overall enjoyment. I loved their witty banter and the constant photo-taking made me smile. Their tragic backstories bonded them together, and I thought it was nice when they each sacrificed their lives to save the other. I do find it slightly annoying how many times they're close to death and come back to life, as I feel like it was a bit overused. It's obvious that the main character has to survive because its a series, but I wish there were just less ""miraculous recoveries from death"". I do wish there was more to her relationship with Fury and Juniper though. I feel as if they were tossed in there, and didn't really contribute much to the story. With Juniper, it seemed as if she just fit the role as a ""supportive friend"" and I don't remember doing much else to benefit the story. I just wish she had a greater role than simply hanging out and talking to Bryce. With Fury, it was more than she just wasn't present in the story. She seemed like a really interesting character, yet we barely heard from her until the last third of the story. I get that it might have been a character choice to highlight how missing she's been in Bryce's life, but I do still wish we got to see more of her. One of my favorite relationships was the one between Bryce and Ruhn. I loved the idea of them being half-twins with Bryce being disowned from her real father, and it was interesting to see both of them develop. My heart broke for Ruhn after seeing how hard he was trying to restore their friendship, and I was nearly crying when Bryce said she finally forgave him. I'm usually more interested in the romantic relationships of books like these, but I found myself to like this friendship much more (which I did like, since it's something different). Moving onto the world-building, it is definitely a strong point in this book, but it can be a bit overwhelming. Especially because it is a new world, there are a ton of politics, rulers, and buildings that took me a while to understand. For most of the book, it was a bit confusing knowing the leaders and how the world operated. It might just be more of a personal thing, but I wish that there was a little less complexity to it. I did enjoyed reading about this urban, paranormal universe, and liked the fact that there was a wide range of fantasy characters. There were also mermaids, wolves, angels, and so many others that made it interesting because it changed things up a little. I also absolutely love fae books of any kind (most of my favorites have them in it), and of course, loved their inclusion in this series. I also liked the entire magic system in this book, but I was similarly confused at times. There are so many powers with lore behind them that each group has, that it is easy to get lost. However, once I began to have greater understanding of it, it definitely made the book more interesting. I liked the concept of the Starborn fae and there is definitely room for that entire ideal to carry onto the sequels of this series. Overall, I'd consider this to be a really nice read, and I'm super glad that I decided to pick this up. I would recommend this book if you enjoyed her other novels, especially ACOTAR because of its similarities. I do get why this book isn't for everyone but if you're willing to pick this one up, I'd definitely say to go for it! It's a long one and needs some patience, but it's definitely worth it....more",Notes are private!,0,7,1,"May 11, 2020","May 16, 2020","May 11, 2020",,Hardcover,view (with text),/book/show/44778083-house-of-earth-and-blood
143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Speak,"Anderson, Laurie Halse*",0142407321,9780142407325,0142407321,198        pp,4.05,"592,445","Oct 22, 1999","Apr 20, 2006",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The topic is important, but I hated the main character. The plot was also boring/tedious.",Notes are private!,0,5,1,not set,"Feb 14, 2019","Feb 14, 2019",,Paperback,view (with text),/book/show/91445.Speak
144,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,White Rose,"Wilson, Kip*",,,,358        pp,3.97,"4,713","Apr 02, 2019","Apr 02, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a really meaningful book told in verse. It does not have a happy ending, and although I was kind of sad (I usually like books with happy endinThis is a really meaningful book told in verse. It does not have a happy ending, and although I was kind of sad (I usually like books with happy endings), I really couldn’t see the book going any other way for it to still be as meaningful and realistic. I liked how the story was told in verses and I found it more interesting. However, I found that the random changes in perspective were kind of confusing but they were readable. The changes between past and present were good from a storytelling view but I have a personal preference of books told in chronological order. I don’t usually read and like much historical fiction (which is the main reason why I didn’t give this book more stars) but I think it’s a really good book for those who enjoy that genre. Anyways, I’m glad I read it though and I appreciate how the author brought attention to one important defiance in Nazi Germany. ...more",Notes are private!,0,10,1,not set,"Feb 04, 2019","Feb 01, 2019",,Hardcover,view (with text),/book/show/39884755-white-rose
145,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Bloodleaf        (Bloodleaf, #1)","Smith, Crystal*",1328496309,9781328496300,1328496309,373        pp,3.81,"6,955","Mar 12, 2019","Mar 12, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I really liked the characters in this as well (I loved both Aurelia and Zan) as the usage of magic. The plot was a bit slow towards the beginning, butI really liked the characters in this as well (I loved both Aurelia and Zan) as the usage of magic. The plot was a bit slow towards the beginning, but it definitely picked up for me when Zan and the other characters began being introduced. The idea of this being a retelling of The Goose Girl was pretty interesting, and after reading over a summary of it, I can definitely see the connection. I honestly thought that this was going to be a standalone rather than a trilogy, because the story ended in a concluding way. Either way, I'm excited to check out the author's second book when it does come out. ...more",Notes are private!,0,15,1,not set,"Feb 03, 2019","Feb 01, 2019",,Hardcover,view (with text),/book/show/40142462-bloodleaf
146,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We Rule the Night,"Bartlett, Claire Eliza*",0316417270,9780316417273,0316417270,400        pp,3.73,"1,804","Apr 02, 2019","Apr 02, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I like the story but it can get really boring at times.,Notes are private!,0,13,1,"Jan 31, 2019","Feb 19, 2019","Jan 31, 2019",,Hardcover,view (with text),/book/show/36527513-we-rule-the-night
147,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Once & Future        (Once & Future, #1)","Capetta, A.R.",,,,336        pp,3.56,"9,928","Mar 26, 2019","Mar 26, 2019",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I appreciate the character diversity, but it just wasn't an interesting story. The plot was boring and there wasn't much depth to it. I felt like the I appreciate the character diversity, but it just wasn't an interesting story. The plot was boring and there wasn't much depth to it. I felt like the book was drawn out too long and the characters were just dull. ...more",Notes are private!,0,5,1,not set,"Jan 27, 2019","Jan 16, 2019",,Hardcover,view (with text),/book/show/36233085-once-future
148,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Curse So Dark and Lonely        (Cursebreakers, #1)","Kemmerer, Brigid*",,,,496        pp,3.98,"158,157","Jan 29, 2019","Jan 29, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,*4.25,Notes are private!,0,6,1,not set,"Mar 17, 2019","Dec 12, 2018",,Hardcover,view (with text),/book/show/38714357-a-curse-so-dark-and-lonely
149,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Defy Me        (Shatter Me, #5)","Mafi, Tahereh",0062676393,9780062676399,0062676393,357        pp,4.28,"225,392","Apr 02, 2019","Apr 02, 2019",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,not set,"Apr 02, 2019","Dec 12, 2018",,Hardcover,view,/book/show/34992959-defy-me
150,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Heart of Thorns        (Heart of Thorns, #1)",Bree Barton*,0062447688,9780062447685,0062447688,438        pp,3.55,"5,550","Jul 31, 2018","Jul 31, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,dnf page 242 because the book is so predictable and the characters are getting really boring. I literally can’t force myself to read more,Notes are private!,0,11,1,"Dec 03, 2018","Dec 05, 2018","Dec 03, 2018",,Hardcover,view (with text),/book/show/36426005-heart-of-thorns
151,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Everless        (Everless, #1)","Holland, Sara*",0062653679,9780062653673,0062653679,384        pp,3.79,"42,049","Jan 02, 2018","Dec 04, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,not set,not set,"Nov 30, 2018",,Paperback,view,/book/show/39813101-everless
152,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Amber & Dusk        (Amber & Dusk, #1)","Selene, Lyra*",1338210033,9781338210033,1338210033,368        pp,3.51,"2,655","Nov 27, 2018","Nov 27, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Overall, I found the book's concept and everything interesting, but it was too predictable to be as enjoyable as it could have. Overall, I found the book's concept and everything interesting, but it was too predictable to be as enjoyable as it could have. ...more",Notes are private!,0,18,1,not set,"Dec 22, 2018","Nov 27, 2018",,Hardcover,view (with text),/book/show/37825423-amber-dusk
153,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"King of Scars        (King of Scars, #1)","Bardugo, Leigh*",,,B07C25Z679,527        pp,4.16,"200,738","Jan 29, 2019","Jan 29, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"*3.5/5 starsI'm back again with another *sorta unpopular* opinion and I didn't actually think that this was that amazing of a book? The first 60% or s*3.5/5 starsI'm back again with another *sorta unpopular* opinion and I didn't actually think that this was that amazing of a book? The first 60% or so dragged on for sooo long and it was just way too boring to hold my attention. I had to force myself to read like 50 pages a day because I didn't actually have enough motivation to get through it on my own. HOWEVER, the last 40% or so was actually pretty decent! The plot and everything started building up and things actually started to happen! Like if the first half of the book was a 2 star, the last half of the book is probably a 4 star & I'm just rounding up to 3.5 because it left me with a good impression. The CharactersThis is a four POV book, which I really loved because it's just so fun to see inside of everyone's head. We have Nikolai, our witty, charming boy king who I will forever be in love with. He desperately wants to do what is best for Ravka and restore it after all the events of Shadow and Bone. I liked seeing his internal struggles throughout the story and his desperation to balance his own problems and responsibilities. He also has some top-tier banter that actually gave me life. We also have Zoya, our general who uses her coldness to prevent herself from being seen as weak. I really enjoyed reading about her backstory in this one, and it helped me saw her as less rude and annoying. Going into this book, I had exactly 0 memory of what happened in the Grisha trilogy thanks to my short-term memory loss, but I felt like I didn't like her too much? Anyways, she got a redemption from me, so it's all good. Tragic childhood backstories will always get to me and I thought it kinda helped contribute to her character!THEN, we have Nina, probably the most boring POV of the entire book. Her story just wasn't as fun as the main arc with Nikolai/Zoya/Isaak, and I found myself speedreading the last few chapters with her in it just to get to the ""good"" perspectives (in fact, I didn't even know there was a hint at a romantic relationship until I read some of the other s). Like the plotline had absolutely no connection to what was going on with the entire rest of the story. It felt like her perspective was there just for the sake of being there and adding another 200 pages to the story. A lot of the characters in her half of the storyline were boring, and I *sorta* forgot everyone else's name that isn't Nina. I don't know, I remember really liking Nina/Matthias in Six of Crows, but she just disappointed in this one. Finally we have Isaak, a royal guard who is dedicated to serving Nikolai, especially after being saved from him years ago. I won't talk about his importance, because it gets revealed later in the story, but you'll have to trust me on the fact that it's kinda interesting!The RelationshipsI'm going to dedicate this entire section to talking about Nikolai and Zoya, because I didn't really find any of the others that relevant. I loved these two. They just have such a fun dynamic going and their contrasting personalities just fit so well together! Like Nikolai being warm and open and Zoya being known to be cold and closed off is just so good?? I loved seeing their relationship grow throughout the story, and I feel like we get crumbs of what could soon be a romance between them? Please give it all to me. They have a ton of cute moments and I don't know what else to say besides the fact that they just work. The Plot & PacingThe plot wasn't bad (besides the Nina plot). The pacing was the big issue. I know I already talked about it, but we're all just going to hear it again. The first half of the book is honestly a waste of time. It goes so slow and I can tell you approximately two things that happen in it. And this book is huge. The first half is a whole 250 pages. I was struggling to find the patience to read through it all. They do a lot of talking and talking and not any doing. There is just so much lengthy setup for the rest of the book, and I just wish that I could have put it on 2x speed like a Youtube video I want to rush through. I will give credit for the last half though. There's a big reveal at the end that I sorta saw coming because I accidentally spoiled myself, but it's still interesting regardless. Things actually happen! I think that 80% of the story happened in the last half. It made it so fun to read through, and I just wish that I didn't have to go through the slowness of the other half to get to it. Final ThoughtsOverall, I thought this book wasn't bad. I will still be trying to read Rule of Wolves as soon as I can, and I'm kind of looking forward to seeing what will happen next! I would recommend it if you've read and liked the Grisha series. If you haven't, I'd really recommend reading both Six of Crows and Shadow and Bone, because there are some major spoilers for it in this one. Also, it'll make you less confused. It was a fun read, and I'm glad I knocked off another book from my physical TBR....more",Notes are private!,0,2,1,not set,"Jul 02, 2021","Nov 24, 2018",,Kindle Edition,view (with text),/book/show/36307634-king-of-scars
154,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Girls of Paper and Fire        (Girls of Paper and Fire, #1)","Ngan, Natasha*",0316561363,9780316561365,0316561363,385        pp,3.81,"53,873","Nov 06, 2018","Nov 06, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,3.25/5It's okay but I expected more. maybe rtc3.25/5It's okay but I expected more. maybe rtc...more,Notes are private!,0,7,1,"Dec 05, 2018","Dec 07, 2018","Nov 18, 2018",,Hardcover,view (with text),/book/show/34433755-girls-of-paper-and-fire
155,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Blanca & Roja,"McLemore, Anna-Marie*",1250162718,9781250162717,1250162718,375        pp,3.77,"3,847","Oct 09, 2018","Oct 09, 2018",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Okay so the beginning of this book was actually really good. I loved the concept of it and it’s been on my tbr for a while so I ended up buying it. I Okay so the beginning of this book was actually really good. I loved the concept of it and it’s been on my tbr for a while so I ended up buying it. I read a bit of it at the bookstore and was thinking that maybe this could be an amazing book. If you couldn’t tell by my rating, it wasn’t.First of all, I didn’t understand the plot at all. It made sense in the beginning but I don’t even know what it was at the end. Also I don’t know if you’d call it a plot twist, but whatever it was, it was just bad. The ending made no sense at all and it didn’t align with the rest of the story. It just annoyed me a lot. The entire thing with Roja resurrecting (I don’t know what it’s called) from the lake was confusing and it didn’t make any sense.With the characters, they just deteriorated the more and more I read. Roja became so annoying at the end and the hatred between Roja and Blanca for one of the scenes were so forced. Blanca had no depth to her and she was basically “the sister who cared about her sister”. The characters were so plain and they could have been developed so much more. That were also so predictable, and never strayed away from the stereotypes assigned in the beginning of the book. Roja was always the misunderstood, lonely character, while Blanca was always the soft character everyone liked. The idea of “I won’t let the swans take my sister” got so tiring after a while, and the entire book is basically based off of that.The same applied to both Page and Barclay. They were so dull and there was nothing to them. I also hated their romance with Roja and Blanca. They were predictable (which doesn’t bother me that much), but they were also annoying. The entire idea of Blanca trying to make Barclay fall in love with her was such an empty idea that the author didn’t continue with. It felt so unnecessary other than to maybe see the lengths each sister will go for each other. With Liam, he was just a bad antagonist. I guess the reason he hated Barclay made sense but it was just so plain and basic.What I did like (and I talked about before) was the beginning. It gave background and set up the story well, and I feel like it could have led to something better. Anyway, I wouldn’t really recommend this book, but if you’ve read through and think you’ll like it, then you can give it a shot. I think it had the potential to be something better, but it was just disappointing....more",Notes are private!,0,7,1,not set,"Dec 09, 2018","Nov 18, 2018",,Hardcover,view (with text),/book/show/36952596-blanca-roja
156,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Macbeth,"Shakespeare, William",0743477103,9780743477109,0743477103,249        pp,3.90,"897,656",1606,"Jul 01, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,not set,"Nov 14, 2018","Nov 14, 2018",,Mass Market Paperback,view,/book/show/8852.Macbeth
157,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Muse of Nightmares        (Strange the Dreamer, #2)","Taylor, Laini*",0316341711,9780316341714,0316341711,528        pp,4.43,"61,903","Oct 02, 2018","Oct 02, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"“Wishes don’t just come true. They’re only the target you paint around what you want. You still have to hit the bull’s-eye yourself.”I actually liked “Wishes don’t just come true. They’re only the target you paint around what you want. You still have to hit the bull’s-eye yourself.”I actually liked Muse of Nightmares a lot more than Strange the Dreamer. The beginning was just okay, but the story got a lot better as it progressed. This book was of similar pacing to the first one, but it felt more necessary and enjoyable. The side characters (not Lazlo and Sarai) got better from this book. A bunch of characters that I considered ""tolerable"" became much more interesting. The perspectives were more meaningful that the prior book. We get more insight into Eril-Fane and Azareen, and how (view spoiler)[Sarai is their half daughter, so we get family reunions and I liked it (hide spoiler)]. Also Thyon gets so much better and we kind of see how he's a genuinely good person. (view spoiler)[ He talks about how he regrets being mean to Lazlo, and it makes me feel really sympathetic towards him (hide spoiler)]. Also I really didn't like Minya in the first book but so much information got revealed and I feel really bad for her now. We get a lot of information about her and why she was sort of evil in the first book. Ruby, Sparrow, and Feral were good characters, but I felt like there wasn't as much to them as there were for all the others. With Kora and Nova, I enjoyed their side story in this. (view spoiler)[I mean I appreciated that she suddenly stopped being insane after Sarai talked to her, but for me, it was almost too immediate. Her mood took a huge turn, and it felt kind of unnatural. (hide spoiler)] I felt like they didn't really do much for the story, other than offer another side plot device. They didn't contribute much towards the story and honestly this book would have been fine without them. This book answered a lot of the questions from the first book, which made it more interesting in general. I liked the plot more in this than Strange the Dreamer. It talks about why the god spawn are even here in the first place and it gives a lot of information into the powers that they were exploiting. I really liked the ending together because it tied everything up from this book and even the prior one. We get to know the name of the city which takes us back full circle, and it was a good conclusion to the series. Also it opens up even more questions which sounds like there might be another book? Overall, I'm happy I finally started/finished the series, and I would recommend this to anyone who likes YA fantasy as well. ...more",Notes are private!,0,8,1,"Nov 08, 2018","Nov 09, 2018","Nov 07, 2018",,Hardcover,view (with text),/book/show/25446343-muse-of-nightmares
158,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Carve the Mark        (Carve the Mark, #1)","Roth, Veronica*",0062348639,9780062348630,0062348639,468        pp,3.78,"88,223","Jan 17, 2017","Jan 17, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 29, 2018",,Hardcover,view,/book/show/30117284-carve-the-mark
159,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lord of the Flies,"Golding, William",,,,291        pp,3.69,"2,904,099","Sep 17, 1954","Sep 01, 1987",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Apr 25, 2018","Oct 26, 2018",,Paperback,view,/book/show/526.Lord_of_the_Flies
