,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Kate's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cinderella Ate My Daughter: Dispatches from the Frontlines of the New Girlie-Girl Culture,"Orenstein, Peggy",,,B004DI7M2Y,256        pp,3.67,"16,073","Jan 25, 2011","Jan 25, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5 starsThis is a very timely book. As a nanny for several 3 to 5 year old girls, this book had great discussion points on the causes and effects of 3.5 starsThis is a very timely book. As a nanny for several 3 to 5 year old girls, this book had great discussion points on the causes and effects of the girly-girl, princess, and online marketing industries; offers well researched advice, and personal anecdotes on how to help guide them through these challenging times without losing track of who they really are, as well as, helping them find their very own happily ever afters. However, as a woman who has read a lot of feminist books, I found it to be a bit lacking, since it doesn't offer anything new.All in all, a decent fast paced read with a likable, believable, and familiar voice that mainstream moms, dads, teachers, and babysitters can relate to and get something out of for sure, and this can prove more helpful then no questioning or criticism on the subject at all....more",Notes are private!,0,2,1,Oct 2013,"Oct 06, 2013","Aug 09, 2013",,Kindle Edition,view (with text),/book/show/10360139-cinderella-ate-my-daughter
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Shifting Hearts,"Brownless, Lauren",1491051027,9781491051023,1491051027,196        pp,3.92,13,"Jun 21, 2013","Jun 21, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 09, 2013",,Paperback,view,/book/show/18220094-shifting-hearts
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Courage to Write: How Writers Transcend Fear,"Keyes, Ralph",0805074678,9780805074673,0805074678,240        pp,4.02,"1,954",1995,"Oct 01, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 09, 2013",,Paperback,view,/book/show/765773.The_Courage_to_Write
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Slept with Slender Man,"Steele, Emma",,,B00DPJMTBG,14        pp,3.22,87,"Jun 28, 2013","Jun 28, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 06, 2013",,Kindle Edition,view,/book/show/18143726-i-slept-with-slender-man
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mastering the Art of French Eating: Lessons in Food and Love from a Year in Paris,"Mah, Ann*",0670025992,9780670025992,0670025992,288        pp,3.62,"5,280","Sep 26, 2013","Sep 26, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 01, 2013",,Hardcover,view,/book/show/17675004-mastering-the-art-of-french-eating
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Die Empty: Unleash Your Best Work Every Day,"Henry, Todd*",1591845890,9781591845898,1591845890,240        pp,3.76,"3,431","May 30, 2013","Sep 26, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 01, 2013",,Hardcover,view,/book/show/16158560-die-empty
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Turn Around Bright Eyes: The Rituals of Love & Karaoke,"Sheffield, Rob",0062207628,9780062207623,0062207628,276        pp,3.64,"3,257",Aug 2013,"Aug 06, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 01, 2013",,Hardcover,view,/book/show/13182465-turn-around-bright-eyes
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Don't Kiss Me: Stories,"Hunter, Lindsay*",0374533857,9780374533854,0374533857,192        pp,3.67,502,"Jul 02, 2013","Jul 02, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 01, 2013",,Paperback,view,/book/show/16059557-don-t-kiss-me
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Thinking Woman's Guide to Real Magic        (The Thinking Woman's Guide to Real Magic, #1)","Barker, Emily Croy*",0670023663,9780670023660,0670023663,563        pp,3.56,"14,408","Aug 01, 2013","Aug 01, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 01, 2013",,Hardcover,view,/book/show/16158565-the-thinking-woman-s-guide-to-real-magic
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"You Are WHY You Eat: Change Your Food Attitude, Change Your Life","Durvasula, Ramani*",0762782455,9780762782451,0762782455,288        pp,3.46,223,"Jan 01, 2013","Jan 01, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 31, 2013",,Hardcover,view,/book/show/13593074-you-are-why-you-eat
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Double Take: A Memoir,"Connolly, Kevin Michael",0061791539,9780061791536,0061791539,240        pp,3.67,723,"Sep 30, 2009","Oct 13, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 30, 2013",,Hardcover,view,/book/show/6636199-double-take
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Powered On: The SOUNDS I choose to hear & the NOISE I don't,"Churman, Sarah*",0985603356,9780985603359,0985603356,144        pp,4.42,31,"Jan 01, 2012",2012,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 26, 2013",,Paperback,view,/book/show/16181112-powered-on
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Goldfinch,"Tartt, Donna",0316248673,9780316248679,,718        pp,3.94,"925,169","Sep 23, 2013","Oct 22, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 24, 2013",,ebook,view,/book/show/17333794-the-goldfinch
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"This Is How: Proven Aid in Overcoming Shyness, Molestation, Fatness, Spinsterhood, Grief, Disease, Lushery, Decrepitude & More. For Young and Old Alike.","Burroughs, Augusten*",0312563558,9780312563554,0312563558,230        pp,3.68,"12,875","May 08, 2012","May 08, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 19, 2013",,Hardcover,view,/book/show/13167087-this-is-how
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,First Aide Medicine,"Patnaude, Nicholaus*",0983693234,9780983693239,0983693234,128        pp,3.47,75,"Apr 22, 2013","Jun 11, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Jack hearts Karen. Karen commits suicide, and the rest of the story reads like a haunted, surreal love letter trapped in a never ending nightmare. ThiJack hearts Karen. Karen commits suicide, and the rest of the story reads like a haunted, surreal love letter trapped in a never ending nightmare. This is Jack's descent into madness through little vignettes of his tortured mind. Prose poetry told from the perspective of a monster caught inside his own personal hell. There is a perplexed, dis-jointed feel throughout the whole of this short novella. Disgusting yet beautiful imagery and fantastic illustrations sprinkled though out. A hard one to put down once you start the journey and so many wonderful quotes, one of which I will leave you with:""They called our usual excursions into these nights of infinite danger suicide. But what they didn't understand is that the blue light of these modern dream machines had colored not only their nights but also their days a frozen hue of darker-than-the-deepest-seas blue. Time can never be regained in this fantasy world...or lost.""...more",Notes are private!,0,2,1,"Jul 18, 2013","Jul 30, 2013","Jul 18, 2013",,Paperback,view (with text),/book/show/16073089-first-aide-medicine
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Amy Falls Down        (Amy Gallup, #2)","Willett, Jincy",1250028280,9781250028280,1250028280,336        pp,3.69,"2,454","May 01, 2013","Jul 09, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 12, 2013",,ebook,view,/book/show/16066896-amy-falls-down
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Lost Lake        (Lost Lake, #1)","Allen, Sarah Addison*",125001980X,9781250019806,125001980X,296        pp,3.89,"36,373","Jan 21, 2014","Jan 21, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 07, 2013",,Hardcover,view,/book/show/13481275-lost-lake
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dan Poynter's Self-Publishing Manual: How to Write, Print and Sell Your Own Book","Poynter, Dan*",1568601425,9781568601427,1568601425,463        pp,4.02,406,"Jul 28, 1979","Mar 25, 2007",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 09, 2013","Jan 23, 2014","Jul 02, 2013",,Paperback,view,/book/show/992011.Dan_Poynter_s_Self_Publishing_Manual
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Girlfriend Game,"Antosca, Nick",0985558008,9780985558000,0985558008,176        pp,3.91,127,"May 14, 2013","Jun 30, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Recommended by Jackie C.,Notes are private!,0,0,0,not set,not set,"Jun 30, 2013",,Paperback,view (with text),/book/show/17868203-the-girlfriend-game
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Kickstarter Letters,"Katzman, David David*",,9781939987051,,128        pp,3.87,15,"Dec 01, 2012","Apr 01, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A very meta book that features a collection of 52 letters that David David Katzman wrote in stream of consciousness form, as a reward for his KickstarA very meta book that features a collection of 52 letters that David David Katzman wrote in stream of consciousness form, as a reward for his Kickstarter campaign backers, for his newest novel A Greater Monster.Even though I didn't know any of the people, the letters were quite amusing and well written. The illustrations were fun, and I just loved the colors on the cover. Oh yeah, and the playlist was phenomenal! You cannot read this book without the music playing on repeat in the background. That alone makes this book a must read, just saying....more",Notes are private!,0,3,1,not set,"Jun 30, 2013","Jun 30, 2013",,Hardcover,view (with text),/book/show/17727126-the-kickstarter-letters
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tyranny of the Muse #1,"Wright, Eddie*",,,,unknown,3.83,12,"Jan 01, 2012",2012,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"An excellent fast paced read with fantastic illustrations that bring together the bizarre romance of Frank Fisher, Bonnie, and his ""inspiration addictAn excellent fast paced read with fantastic illustrations that bring together the bizarre romance of Frank Fisher, Bonnie, and his ""inspiration addiction"" in an interesting format, as they search for meaning for themselves and each other.I can't wait to read volume two and was glad to be part of Eddie and Jesse's Kickstarter project, which I guess makes me biased, but I really did enjoy this unique comic....more",Notes are private!,0,1,1,not set,"Jun 30, 2013","Jun 30, 2013",,Paperback,view (with text),/book/show/18130098-tyranny-of-the-muse-1
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mo' Meta Blues: The World According to Questlove,"Thompson, Ahmir Questlove",1455501352,9781455501359,1455501352,288        pp,4.12,"7,020",Jun 2013,"Jun 18, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Jun 25, 2013",,Hardcover,view,/book/show/16131189-mo-meta-blues
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Antonia Lively Breaks the Silence,"Levinson, David Samuel*",1565129180,9781565129184,1565129180,320        pp,3.14,395,"Jun 04, 2013","Jun 04, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 25, 2013",,Hardcover,view,/book/show/16111942-antonia-lively-breaks-the-silence
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Southern Cross the Dog,"Cheng, Bill*",0062225030,9780062225030,0062225030,336        pp,3.17,"1,423","May 01, 2013","May 07, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 25, 2013",,Kindle Edition,view,/book/show/16065628-southern-cross-the-dog
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Ocean at the End of the Lane,"Gaiman, Neil*",0062255657,9780062255655,0062255657,181        pp,4.02,"618,007","Jun 18, 2013","Jun 18, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 25, 2013",,Hardcover,view,/book/show/15783514-the-ocean-at-the-end-of-the-lane
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Entrance to a colonial pageant in which we all begin to intricate,"Goransson, Johannes",0982541651,9780982541654,0982541651,82        pp,4.06,84,"May 15, 2011","Jun 01, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 25, 2013",,Paperback,view,/book/show/10278019-entrance-to-a-colonial-pageant-in-which-we-all-begin-to-intricate
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,DangerRAMA,"Slater, Danger*",0615837298,9780615837291,0615837298,170        pp,4.26,65,"Jul 01, 2013",Jul 2013,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 25, 2013",,Paperback,view,/book/show/18102902-dangerrama
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Rag, Issue 5: Winter/Spring 2013","Porter, Seth*",,,B00B749ZRM,202        pp,3.74,82,"Jan 27, 2013","Jan 27, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A wonderful collection of short stories, poetry and artwork gathered together from new and up and coming artists throughout the United States as well A wonderful collection of short stories, poetry and artwork gathered together from new and up and coming artists throughout the United States as well as overseas, and released to the world as a digital zine. I really love indie presses and was honored to be given a chance to read this one. All the stories were a little left of right, which I totally dug, and if I had to choose a favorite, I'd have to pick Zeke Stargazing By: Rachel Kimbrough which is about a brother and sister who want to give their mother something she loves for Christmas and it goes horribly awry.So, if you like your stories with a dash of hot sauce or stories that might make you a little queasy after reading them, then I suggest you pick up this zine and give it a chance. I'm glad I did and look forward to reading more issues in the future for sure....more",Notes are private!,0,2,1,"Jun 26, 2013","Jul 13, 2013","Jun 19, 2013",,Kindle Edition,view (with text),/book/show/17348832-the-rag-issue-5
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Shining Girls,"Beukes, Lauren*",0316216852,9780316216852,0316216852,368        pp,3.54,"51,081","Apr 15, 2013","Jun 04, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Recommended by Lea.,Notes are private!,0,0,0,not set,not set,"Jun 19, 2013",,Hardcover,view (with text),/book/show/16131077-the-shining-girls
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Moveable Feast,"Hemingway, Ernest",068482499X,9780684824994,068482499X,211        pp,4.02,"151,130",1964,"May 29, 1996",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I need to be honest, I am not a Hemingway fan.So for me to have finished this book and have actually enjoyed it for the most part, I found to be interI need to be honest, I am not a Hemingway fan.So for me to have finished this book and have actually enjoyed it for the most part, I found to be interesting.I liked his descriptions about Paris. The food he ate there, the people he met, and the insights into his writing habits.I was hoping to learn more about his first wife, Hadley, and was disappointed that she only played a secondary role here and there through out this book. ...more",Notes are private!,0,2,1,"Jun 07, 2013","Jun 16, 2013","Jun 07, 2013",,Paperback,view (with text),/book/show/46169.A_Moveable_Feast
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Torch,"Strayed, Cheryl*",0345805615,9780345805614,0345805615,432        pp,3.63,"7,903","Feb 01, 2006","Oct 12, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 06, 2013",,Paperback,view,/book/show/15849470-torch
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dream of a Common Language,"Rich, Adrienne",0393310337,9780393310337,0393310337,96        pp,4.33,"6,361","Dec 31, 1978","Apr 17, 1993",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 06, 2013",,Paperback,view,/book/show/364141.The_Dream_of_a_Common_Language
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Chicago: City on the Make,"Algren, Nelson",0226013847,9780226013848,0226013847,106        pp,4.16,"1,084",1951,"Aug 15, 1987",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"An epic prose poem about Chicago that celebrates all that is good and bad in our city. A slim book that makes the most out of every single word writteAn epic prose poem about Chicago that celebrates all that is good and bad in our city. A slim book that makes the most out of every single word written. With a wonderful introduction by Studs Terkel and a brilliant afterword by Algren himself, I found that once I got started I had a hard time putting it down.I loved Algren's use of colorful language and felt that he made many statements that still hold true today. Such as: ""The hard necessity of bringing the judge on the bench down into the dock has been the particular responsibility of the writer in all ages of man. In Chicago, in our own curious span, we have seesawed between blind assault and blind counter-assault, hanging men in one decade for beliefs which, in another, we honor others.""Algren is a witty, smart man, and a wonderful writer. I hope to read his short stories and fiction next.A must read for all Chicagoans as well as history and literature buffs....more",Notes are private!,0,2,1,"Jun 02, 2013","Jun 07, 2013","Jun 02, 2013",,Paperback,view (with text),/book/show/1788111.Chicago
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wild: From Lost to Found on the Pacific Crest Trail,"Strayed, Cheryl*",0307592731,9780307592736,0307592731,315        pp,4.06,"796,781","Mar 20, 2012","Mar 20, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5 starsEven though Cheryl is woefully unprepared to hike the Pacific Crest Trail, I liked how honest her writing was about those memories.I liked he3.5 starsEven though Cheryl is woefully unprepared to hike the Pacific Crest Trail, I liked how honest her writing was about those memories.I liked her detailed writing about the trail itself, the people she met along the way, how and why she chose to change her last name to 'Strayed', the wonderful books she read to keep her company, and her mishaps along the way that helped transform her into the person she is today.My favorite mishap was when Cheryl loses her boots over the edge of the mountain and has to hike in casts made of duct tape until she can get to her next box. This story reminded me of my own loss of shoes when I was in Utah, going white water rafting for a week, with my dad and brother. The first night on the water we stopped at these amazing cliffs and our guides told us we could jump off of them as long as we had good shoes and life vests on. I didn't hesitate to have this experience and when I hit the water one of my good Teva Mary Janes was missing. It sank to the bottom and the current took it away. After that the only shoes I had left were my Teva flip flops, which weren't good for the boat - too slippery, nor hiking. Somehow I managed to survive and enjoy myself, but when we returned to civilization, the first thing I had to do was spend some money on a nice pair of shoes. I purchased a pair of Keens which I still have to this day and they were totally worth the money.I also need to read some of the books Cheryl read on the PCT trail like:- 'The Dream Of A Common Language' By: Adrienne Rich- 'Complete Stories' By: Flannery O'Connor- 'A Summer Bird-Cage' By: Margaret Drabble- 'The Best American Essays 1991' Edited By: Robert Atwan and Joyce Carol Oates- 'The Ten Thousand Things' By: Maria DermoutAll in all, a must read if you like tales of travel, wilderness, and transformation. I am looking forward to reading another book by Cheryl Strayed in the future....more",Notes are private!,0,3,1,"May 14, 2013","Jun 06, 2013","May 14, 2013",,Hardcover,view (with text),/book/show/12262741-wild
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Girl Trouble,"Jones, Holly Goddard*",0061776300,9780061776304,0061776300,324        pp,4.07,761,2009,"Sep 01, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 14, 2013",,Paperback,view,/book/show/6488059-girl-trouble
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,COMATOSE,"Tyler, J.A.*",0615596215,9780615596211,0615596215,130        pp,4.71,17,"Mar 01, 2012","Mar 01, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 14, 2013",,Paperback,view,/book/show/13512451-comatose
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Spare Change        (Wyattsville, #1)","Crosby, Bette Lee*",0983887918,9780983887911,0983887918,272        pp,4.14,"3,549","Sep 01, 2011","Sep 27, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 03, 2013",,Paperback,view,/book/show/12768566-spare-change
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Become a Scandal: Adventures in Bad Behavior,"Kipnis, Laura*",0805089799,9780805089790,0805089799,224        pp,3.34,218,"Aug 24, 2010","Aug 31, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 24, 2013",,Hardcover,view,/book/show/7997108-how-to-become-a-scandal
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Female Thing: Dirt, Sex, Envy, Vulnerability","Kipnis, Laura*",0375424172,9780375424175,0375424172,192        pp,3.55,580,"Oct 01, 2006","Oct 17, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Well researched, wonderfully poetic, and at times (the essays on Sex and Dirt) quite fierce and funny all at the same time. Even if you don't agree wiWell researched, wonderfully poetic, and at times (the essays on Sex and Dirt) quite fierce and funny all at the same time. Even if you don't agree with everything Laura Kipnis has to say in this short, but gripping tome, I think it's an interesting social commentary that everyone in our post modern world should read. We've definitely made progress, but there's still a lot more progress that needs to be made, and maybe a good place to start is looking within ourselves.I am intrigued to hear her lecture at Elmhurst College on Narcissism: A Defense once it's rescheduled, (It was originally supposed to take place March 5, but we had a big snow storm so it was cancelled) as I like that she speaks her mind no matter what. The lecture was rescheduled for today, April 24, 2013. It was an easy commute by Metra to Elmhurst College. It's a small but beautiful campus and Laura Kipnis was great! In her speech she said that narcissism is an anxiety about ourselves and our relationships at the moment. She deconstructed the clinical definition of narcissism and said as our society and sense of self shift, so does this word and how it's defined. Which also raised an interesting question: Does leisure = narcissism? The simple answer is no. Having time to explore other activities isn't necessarily a bad thing. It's how we discover new things about ourselves and reinvent ourselves in a way that just might surprise us. How much work does it take to uphold a societal system? Why do we have to work so much when we have so much abundance out there that just needs to be redistributed evenly across the board? Again, there are no easy answers for these questions, but I was glad she started this conversation and that I could be a part of this dialogue. I hope to attend another of her lectures in the future and in the meantime, I need to read her other books....more",Notes are private!,0,1,1,"Feb 17, 2013","Mar 08, 2013","Apr 24, 2013",,Hardcover,view (with text),/book/show/283773.The_Female_Thing
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Life and Hard Times,"Thurber, James",0060933089,9780060933081,0060933089,106        pp,4.11,"3,607",Nov 1933,"Oct 06, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 17, 2013",,Paperback,view,/book/show/72995.My_Life_and_Hard_Times
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Artificial Light,"Greer, James*",1933354003,9781933354002,1933354003,336        pp,3.58,165,"Jul 01, 2006","Jul 01, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 02, 2013",,Paperback,view,/book/show/448844.Artificial_Light
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Unstuck: A Supportive and Practical Guide to Working Through Writer's Block,"Staw, Jane Anne",0312339801,9780312339807,0312339801,272        pp,3.95,75,"Oct 01, 2003","Jan 01, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 02, 2013","Dec 29, 2013","Apr 02, 2013",,Paperback,view,/book/show/1392142.Unstuck
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gulp: Adventures on the Alimentary Canal,"Roach, Mary",0393081575,9780393081572,0393081575,348        pp,3.93,"48,473","Jan 04, 2013","Apr 01, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 02, 2013",,Hardcover,view,/book/show/13615414-gulp
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cooked: A Natural History of Transformation,"Pollan, Michael*",1594204217,9781594204210,1594204217,468        pp,4.07,"24,980","Apr 23, 2013","Apr 23, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 02, 2013",,Hardcover,view,/book/show/15811496-cooked
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Night Film,"Pessl, Marisha*",,,,624        pp,3.78,"90,930","Jul 16, 2013","Aug 20, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 02, 2013",,Kindle Edition,view,/book/show/10281556-night-film
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Woke Up Lonely,"Maazel, Fiona*",1555976387,9781555976385,1555976387,323        pp,2.74,805,"Apr 02, 2013","Apr 02, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 02, 2013",,Hardcover,view,/book/show/15784300-woke-up-lonely
