,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Sheryl's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
399,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,To End a Presidency: The Power of Impeachment,"Tribe, Laurence H.",1541644883,9781541644885,1541644883,304        pp,4.14,401,"May 15, 2018","May 15, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 18, 2018",,Hardcover,view,/book/show/36204900-to-end-a-presidency
400,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Vaccine Epidemic: How Corporate Greed, Biased Science, and Coercive Government Threaten Our Human Rights, Our Health, and Our Children","Habakus, Louise Kuo",1616082720,9781616082727,1616082720,356        pp,4.11,311,"Feb 09, 2011","Feb 28, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 18, 2018",,Hardcover,view,/book/show/10323530-vaccine-epidemic
401,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Modern Lovers,"Straub, Emma*",159463467X,9781594634673,159463467X,353        pp,3.43,"51,695","May 31, 2016","May 31, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"May 18, 2018",,Hardcover,view,/book/show/27209486-modern-lovers
402,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Slave Nation: How Slavery United the Colonies and Sparked the American Revolution,"Blumrosen, Alfred W.",1402206976,9781402206979,1402206976,304        pp,4.00,108,2005,"Nov 01, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 13, 2018",,Paperback,view,/book/show/432532.Slave_Nation
403,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Beginner's Goodbye,"Tyler, Anne*",0307957276,9780307957276,0307957276,198        pp,3.62,"19,682","Apr 03, 2012","Apr 03, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Mildly entertaining; I downloaded it from the library to read on my device during a train ride. I guess I thought the story would delve more into the Mildly entertaining; I downloaded it from the library to read on my device during a train ride. I guess I thought the story would delve more into the phenomenon of ""seeing"" the dead (Is it really possible?), but instead it was a touching recount of one quirky man's grieving process. The narrator, Aaron, who lost his wife when a tree fell into their house, is surrounded by several other quirky characters, like his sister and coworkers. I couldn't help but wonder how, in this age of print-on-demand online publishing, Wolcott Publishing (the fictitious ""vanity publisher"" which Aaron and his sister inherited and ran) was profitable enough to pay a living wage to them and three other employees, but I suppose if we can ""roll"" with Aaron's deceased wife reappearing from the dead into thin air, we can suspend disbelief about the viability of this enterprise.I really liked Dinner at the Homesick Cafe by the same author (though I gave up on A Spool of Blue Thread midway), so I thought I'd give Anne Tyler another shot....more",Notes are private!,0,1,1,not set,not set,"May 12, 2018",,Hardcover,view (with text),/book/show/12482658-the-beginner-s-goodbye
404,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Secret History,"Tartt, Donna",1400031702,9781400031702,1400031702,559        pp,4.17,"741,883","Sep 16, 1992","Sep 11, 1992",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Gripping story; phenomenal writing. Despite the fact that (1) we know who was murdered and whodunnit from the very beginning, and (2) the characters aGripping story; phenomenal writing. Despite the fact that (1) we know who was murdered and whodunnit from the very beginning, and (2) the characters are all fairly odious, I was hooked and couldn't put this down. ...more",Notes are private!,0,5,1,"Jun 16, 2018","Jun 26, 2018","May 10, 2018",,Paperback,view (with text),/book/show/29044.The_Secret_History
405,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Story of Edgar Sawtelle,"Wroblewski, David",0061374229,9780061374227,B005DIGU4O,566        pp,3.64,"98,775","Jun 01, 2008","Jun 01, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 18, 2018","Jul 29, 2018","May 10, 2018",,Hardcover,view,/book/show/2731276-the-story-of-edgar-sawtelle
406,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Tea Girl of Hummingbird Lane,"See, Lisa*",,,B01HMXRVL8,384        pp,4.28,"104,085","Mar 21, 2017","Mar 21, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 10, 2018",,Kindle Edition,view,/book/show/25150798-the-tea-girl-of-hummingbird-lane
407,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Nix,"Hill, Nathan",110194661X,9781101946619,110194661X,640        pp,4.08,"74,430","Aug 30, 2016","Aug 30, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Listened on CD. I found The Nix to be a mildly interesting but mostly plodding, all-over-the-place story. Maybe it would be better if I'd read it instListened on CD. I found The Nix to be a mildly interesting but mostly plodding, all-over-the-place story. Maybe it would be better if I'd read it instead of listened (I didn't especially care for the narration). And I will admit my mind was slightly elsewhere during the weeks that I listened. Maybe I will give this another try when I have more time. ...more",Notes are private!,0,0,1,"Jun 27, 2018","Jul 23, 2018","May 10, 2018",,Hardcover,view (with text),/book/show/28251002-the-nix
408,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Trip to the Stars,"Christopher, Nicholas",0743203305,9780743203302,0743203305,499        pp,4.27,"2,633","Feb 15, 2000","Feb 20, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 10, 2018",,Paperback,view,/book/show/14967.A_Trip_to_the_Stars
409,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tales from the Town of Widows: And Chronicles from the Land of Men,"Cañón, James*",0007241097,9780007241095,0007241097,352        pp,3.78,"1,217","Jan 02, 2007","Jan 01, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 10, 2018",,Paperback,view,/book/show/2713623-tales-from-the-town-of-widows
410,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Beartown        (Beartown, #1)","Backman, Fredrik*",,,,432        pp,4.29,"439,174","Sep 15, 2016","Apr 25, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 10, 2018",,Kindle Edition,view,/book/show/33413128-beartown
411,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In the Country We Love: My Family Divided,"Guerrero, Diane",1627795278,9781627795272,1627795278,259        pp,4.16,"10,935","May 03, 2016","May 03, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I was on the way to giving five stars to Diane Guerrero's memoir about losing her parents to deportation at the age of 14. In the Country We Love had I was on the way to giving five stars to Diane Guerrero's memoir about losing her parents to deportation at the age of 14. In the Country We Love had me in tears. The ""voice"" in the early chapters was moving and heartbreaking, and drove home to me the barbarity and senselessness of ripping apart loving, law-abiding (apart from immigration documentation issues) families for seemingly no reason. Ms. Guerrero intimately reflects on her insidious emotional ""dive to the bottom"" even as she struggled—alone in the shadow of her abandonment issues—to make a successful life for herself as a first-generation U.S. citizen. It is a compelling story that needs to be heard. However, the writing got a bit ""cutesy"" in the middle, what with the ""OMGs,"" ""WTFs,"" and smiley faces. I felt like I was reading a series of Facebook posts rather than a serious memoir. And then, we move into the final chapters, when the book takes yet another turn into a more impersonal ""voice"" that does not sound like the same author, especially in the last chapter's call to action. I felt like I was ""dumped"" at a party by a warm and engaging host and turned over to an eloquent but more distant party guest. Hence the drop to four stars.Don't get me wrong: Ms. Guerrero's arguments about immigration and human rights are spot-on. It is not a crime to want a better life for oneself and one's family if, by chance of birth, one is unfortunate enough to be born in a violent and hopeless country. It is not a crime to want to survive and make a living—in fact, those who uproot themselves and leave behind everything and everyone familiar to them to toil in the U.S. at the lowest rungs for sh*t wages and, in the process, endure all sorts of indignities and abuses are the most perseverant, indefatigable people on earth. It is a good thing—not a bad one—that people the world over want to come to the United States. It is a good thing—not a bad one—that our southern neighbors are willing to pick our produce, scrub our toilets, trim our hedges and wipe our babies' butts with grace and good humor. Our ""legal"" immigration system is a travesty and a joke, and immigration reform—not building a midieval wall to fend off the brown-skinned ""bogeyman""—is the true ""emergency"" at the border. And when you factor in our own ugly history, and how much we continue to deplete resources the world over to satisfy our lust and insatiable desire for excessive comfort and unnecessary ""stuff,"" basic human fairness demands that we give something back to the folks whose homelands we so callously exploit to keep our high-powered economic engine chugging along.I agree 100% with Ms. Guerrero's urge that any person with a conscience not sit idly by while our country's best ideals are crushed by cruelty founded in racism and falsehood. Good for Ms. Guerrero for turning her personal tragedy into a rallying cry. My only issue with all this is that the ""voice"" in the last chapter sounds completely different than the narrative that preceded it. I see there is a ""co-writer"" and wonder whether this persuasive, almost legalistic parting-shot was written by her and not Diane Guerrero. I think In the Country We Love could easily be a five-star home-run with a tad more editing to smooth over these choppy edges. As it is, I still highly recommend it, as it is a story with widespread relevance that everyone should read, regardless of where you stand on the immigration debate. It is authentic, powerful, engrossing, and topical....more",Notes are private!,0,1,1,"Jan 14, 2019","Jan 25, 2019","May 10, 2018",,Hardcover,view (with text),/book/show/25666051-in-the-country-we-love
412,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The House of Broken Angels,"Urrea, Luis Alberto*",0316154881,9780316154888,0316154881,326        pp,3.89,"17,611","Mar 06, 2018","Mar 06, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 08, 2018",,Hardcover,view,/book/show/35604591-the-house-of-broken-angels
413,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Leavers,"Ko, Lisa*",1616206888,9781616206888,1616206888,396        pp,3.89,"47,125","May 02, 2017","May 02, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Worth the read, especially now that U.S. policy is to separate parents from their children through detention and deportation, as happens to Peilan (a/Worth the read, especially now that U.S. policy is to separate parents from their children through detention and deportation, as happens to Peilan (a/k/a ""Polly"") and her son Deming (a/k/a Daniel). Lisa Ko beautifully captures the determination and everyday life of a Fuzhou Chinese immigrant making her way in a strange new world, as well as the cultural ""no man's land"" inhabited by Deming, who finds himself renamed and caught between two worlds after his mother disappears and he is adopted by two white professors who have certain expectations of him, gratitude among them.I'm always a bit jolted when a story suddenly switches from third person to first, as this one does. Why does Polly's story warrant telling in the first person whereas Deming's does not? And the editing was less than stellar (I stumbled on at least half-a-dozen typos over the course of the book). But that aside, Polly's and Deming's narratives are each compelling and heartrending in their own right. This story drew me in and kept me hooked....more",Notes are private!,0,0,1,"May 22, 2018","May 28, 2018","May 08, 2018",,Hardcover,view (with text),/book/show/30753987-the-leavers
414,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A House for Mr Biswas,"Naipaul, V.S.",0330487191,9780330487191,0330487191,623        pp,3.81,"21,090",1961,2003,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 10, 2018",not set,"May 07, 2018",,Paperback,view,/book/show/5849.A_House_for_Mr_Biswas
415,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Street Cat Named Bob: How One Man and His Cat Found Hope on the Streets,"Bowen, James",1444737090,9781444737097,1444737090,279        pp,3.98,"55,468","Mar 01, 2012","Jan 01, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 05, 2018",,Hardcover,view,/book/show/12394068-a-street-cat-named-bob
416,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Soul of America: The Battle for Our Better Angels,"Meacham, Jon",039958983X,,B079KV32KF,372        pp,4.26,"14,751","May 08, 2018","May 08, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 13, 2020","Jan 21, 2021","May 05, 2018",,Kindle Edition,view,/book/show/38385947-the-soul-of-america
417,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Season of the Witch: Enchantment, Terror and Deliverance in the City of Love","Talbot, David",1439108218,9781439108215,1439108218,453        pp,4.29,"6,090","May 08, 2012","May 08, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 02, 2018",,Hardcover,view,/book/show/12352452-season-of-the-witch
418,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Brother,"Chariandy, David",1635572045,9781635572049,1635572045,192        pp,4.00,"10,859","Sep 26, 2017","Jul 31, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 01, 2018",,Hardcover,view,/book/show/36672820-brother
419,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Night of Miracles        (Mason, #2)","Berg, Elizabeth",052550950X,9780525509509,052550950X,267        pp,4.02,"19,442","Nov 13, 2018","Nov 13, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 01, 2018",,Hardcover,view,/book/show/39025786-night-of-miracles
420,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The View From Flyover Country: Essays by Sarah Kendzior,"Kendzior, Sarah",,,B00WPW5EDY,165        pp,4.11,"4,186","Apr 25, 2015","Apr 25, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 29, 2018",,Kindle Edition,view,/book/show/25437695-the-view-from-flyover-country
421,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,War on Peace: The End of Diplomacy and the Decline of American Influence,"Farrow, Ronan",0393652106,9780393652109,0393652106,392        pp,4.15,"8,153","Apr 24, 2018","Apr 24, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 28, 2018",,Hardcover,view,/book/show/37564532-war-on-peace
422,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,New Boy,"Chevalier, Tracy*",,9781781090312,1781090319,188        pp,3.49,"8,829",May 2017,"May 11, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5. This was no Girl With a Pearl Earring, but it was an enjoyable and interesting read. I'm not sure if this is supposed to be Y-A? Some of Ian's sc3.5. This was no Girl With a Pearl Earring, but it was an enjoyable and interesting read. I'm not sure if this is supposed to be Y-A? Some of Ian's schoolyard bully tactics and machinations seemed convoluted and unrealistic, as did the immediate and deep connection between Osei and Dee. These features made the story seem too mature and ""soap-opera-ish"" for this cast of sixth grade characters, but so be it. (view spoiler)[Ending is both tragic and ambiguous. (hide spoiler)] ...more",Notes are private!,0,0,1,"Aug 24, 2018","Sep 02, 2018","Apr 27, 2018",,Hardcover,view (with text),/book/show/31706250-new-boy
423,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Goodbye, Vitamin","Khong, Rachel*",1250109167,9781471159480,1471159485,208        pp,3.73,"25,355","Jun 01, 2017","Jul 11, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 27, 2018",,Paperback,view,/book/show/27746288-goodbye-vitamin
424,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Me, Myself and Them","Mooney, Dan*",077836884X,9780778368847,077836884X,336        pp,3.88,384,"Jun 19, 2018","Jun 19, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 26, 2018",,Hardcover,view,/book/show/36868738-me-myself-and-them
425,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,At the Edge of the Orchard,"Chevalier, Tracy*",0525953000,9780525953005,0525953000,289        pp,3.66,"20,999","Mar 16, 2016","Mar 15, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Meh. Nowhere near as brilliant or moving as Girl with a Pearl Earring. (Listened on CD.),Notes are private!,0,0,1,not set,not set,"Apr 26, 2018",,Hardcover,view (with text),/book/show/24611681-at-the-edge-of-the-orchard
426,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Family Pictures,sue-miller,0575403217,9780575403215,0575403217,unknown,3.81,"5,331","Apr 01, 1990",1990,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 21, 2018",,Hardcover,view,/book/show/409991.Family_Pictures
427,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Good Mother,"Miller, Sue",0060505931,9780060505936,0060505931,322        pp,3.82,"11,688",May 1986,"Sep 17, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Read it a long time ago. I remember liking it.,Notes are private!,0,1,2,not setnot set,not setnot set,"Apr 21, 2018",,Paperback,view (with text),/book/show/46685.The_Good_Mother
428,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The List: A Week-by-Week Reckoning of Trump’s First Year,"Siskind, Amy*",1635572711,9781635572711,1635572711,528        pp,4.22,249,"Mar 27, 2018","Mar 27, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 24, 2018",not set,"Apr 12, 2018",,Hardcover,view,/book/show/37534320-the-list
429,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lost in the Forest,"Miller, Sue",0345469593,9780345469595,0345469593,247        pp,3.38,"3,621",2005,"Jul 25, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,3.5. I am really not sure what to make of this one.,Notes are private!,0,2,1,"Apr 12, 2018","Apr 21, 2018","Apr 12, 2018",,Paperback,view (with text),/book/show/86237.Lost_in_the_Forest
430,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,An American Marriage,"Jones, Tayari*",1616201347,9781616201340,1616201347,308        pp,3.94,"358,677","Jan 29, 2018","Feb 06, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I give An American Marriage a ""qualified"" five stars. It has so much heart, for most of the novel, it feels like being ""up close and personal"" in an AI give An American Marriage a ""qualified"" five stars. It has so much heart, for most of the novel, it feels like being ""up close and personal"" in an African American family's living room. But what tipped this book from 4 to 5 stars for me is all the wisdom and moral ambiguity so artfully woven within its pages. This story pulls back the curtain on the landmine of being a Black man in America. The main character, Roy Hamilton, tries to ""make it"" by doing all the right things. Despite his humble Louisiana upbringing (by a young mom who was abandoned by his biological father and a loving adoptive dad), Roy manages to move to Atlanta, find the ""right"" job, the ""right"" clothes, and (so it would seem) the ""right"" well-bred woman to be his life partner and mother of his future children. But even with all these ""right"" moves, Roy literally gets yanked from his bed one night and is wrongfully convicted of rape and sent to prison. His accuser is an older Black lady whom he helped to her hotel room earlier that evening, but to her, and to the jury, Roy is just another ""animal"" who is not entitled to the benefit of any doubt.An American Marriage examines the human cost of this tragedy, and the many ethical dilemmas foisted on Roy's wife, best friend, and family members in its aftermath. It shows how prison brutalizes and dehumanizes its inhabitants, especially (and ironically) those who are imprisoned wrongly. It raises universal moral questions about loyalty, friendship, marriage, abortion, what it means to be a father, and even what constitutes ""consensual"" sex. The scenes run the gamut from touching, laugh-out-loud funny, to stomach-knotting, but if I had to characterize this work in one word, it would be deep.I give it a ""qualified"" five-stars for two reasons: First, in some small, indefinable way, the ""rubber just didn't meet the road"" as far as Roy and Celestial's marriage and their feelings for each other. Perhaps deliberately, their relationship seemed opaque and wobbly. I think the author was going for something here by making their connection not-so-solid as it needed to be for Celestial to remain faithful throughout Roy's incarceration. But I think an even stronger case could have been made—and the story might have been even more powerful—if despite a rock-solid marriage, it still couldn't withstand the wrecking ball of Roy's incarceration. I think that would have made the scenes in the second half of the book that much more captivating.Secondly, somewhere along the way, the three main characters (Roy, Celestial, and Andre) became ""wooden""—ironically, during some of the most emotionally-charged scenes. The dialogue grew vague and stilted, leaving me feeling unnerved in the same way I feel when shouting at the TV because a movie's characters are dancing around the bush and not stating the obvious. All the supposedly tense silences, the [symbolic] shrugged shoulders after what these people had been through? It just did not ring true to me. Nevertheless, by that point, I was so invested in this story and so taken by this author, that I was ready to forgive any flaws that I perceived. Apropos of nothing, but as an aside, I started reading An American Marriage as I struggled to finish All the Light We Cannot See, and the difference was stark. It was like a slice of warm, homemade apple pie being set before me, its spicy fragrance reassuring my nose that there really was such a thing as ""delicious"" as I struggled to clean my plate of some highly recommended but bland and overly-heavy food that I was supposed to like because Michelin or some-such told me it was good, but it really wasn't.On balance, for whatever its blemishes, An American Marriage is a really satisfying and worthwhile read that didn't leave me feeling like I'd wasted my precious time. I wholeheartedly recommend it....more",Notes are private!,0,3,1,"Nov 18, 2018","Nov 20, 2018","Apr 08, 2018",,Hardcover,view (with text),/book/show/33590210-an-american-marriage
431,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The 57 Bus: A True Story of Two Teenagers and the Crime That Changed Their Lives,"Slater, Dashka*",0374303231,9780374303235,0374303231,320        pp,4.12,"37,695","Oct 17, 2017","Oct 17, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 07, 2018",,Hardcover,view,/book/show/33155325-the-57-bus
432,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,It's Time to Fight Dirty: How Democrats Can Build a Lasting Majority in American Politics,"Faris, David",,,B073YT8P8S,202        pp,3.87,469,"Apr 10, 2018","Apr 10, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 31, 2018",,Kindle Edition,view,/book/show/35757549-it-s-time-to-fight-dirty
433,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dear Madam President: An Open Letter to the Women Who Will Run the World,"Palmieri, Jennifer",1538713454,9781538713457,1538713454,179        pp,3.90,"5,258","Mar 27, 2018","Mar 27, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 27, 2018",,Hardcover,view,/book/show/36262849-dear-madam-president
434,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The World in Half,"Henríquez, Cristina*",,,B001TLZE5A,332        pp,3.68,"1,016","Feb 20, 2009","Feb 20, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Aug 11, 2018","Aug 23, 2018","Mar 24, 2018",,Kindle Edition,view,/book/show/21257531-the-world-in-half
435,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Little Fires Everywhere,"Ng, Celeste*",0735224293,9780735224292,0735224293,338        pp,4.08,"1,175,307","Sep 12, 2017","Sep 12, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 23, 2018",,Hardcover,view,/book/show/34273236-little-fires-everywhere
436,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Population Bomb,"Ehrlich, Paul R.",1568495870,9781568495873,1568495870,201        pp,3.13,526,1968,"Aug 28, 1971",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 22, 2018",,Hardcover,view,/book/show/760870.The_Population_Bomb
437,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Russian Roulette: The Inside Story of Putin's War on America and the Election of Donald Trump,"Isikoff, Michael",1538728753,9781538728758,1538728753,352        pp,4.21,"6,533","Mar 13, 2018","Mar 13, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I NEVER buy a book the day it comes out, but I did just that with Russian Roulette because I sensed that this was a seminal work that I, as an engagedI NEVER buy a book the day it comes out, but I did just that with Russian Roulette because I sensed that this was a seminal work that I, as an engaged American citizen, had an obligation to read. I was not wrong.Although a bit dry in parts, Russian Roulette is, overall, a fascinating must-read for anyone who is the least bit concerned or curious about what really happened before, during, and after the 2016 sh*tstorm that passed for an election. Unlike What Happened by Hillary Clinton (which I have not read) or Fire and Fury by Michael Wolff (ditto), Russian Roulette is neither self-serving nor gossipy. Rather, it is a well-researched, even-handed expose by two well-respected journalists that lays out the truly alarming Russian campaign to not only hijack the 2016 U.S. election, but to dismantle Western democracy overall. It spares no one—not Barack Obama and certainly not Hillary Clinton. A sobering read, this book is well worth not just the price and time it takes to digest, but the mental distress that its sobering material evokes....more",Notes are private!,0,4,1,"Mar 19, 2018","Mar 27, 2018","Mar 19, 2018",,Hardcover,view (with text),/book/show/36222733-russian-roulette
