,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Azita's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
742,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Oranges Are Not the Only Fruit,"Winterson, Jeanette",,,,176        pp,3.73,"79,692","Mar 21, 1985","Aug 20, 1997",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 22, 2019",,Paperback,view,/book/show/15055.Oranges_Are_Not_the_Only_Fruit
743,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Darius the Great Is Not Okay        (Darius The Great, #1)","Khorram, Adib*",0525552960,9780525552963,0525552960,316        pp,4.25,"33,036","Aug 28, 2018","Aug 28, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 22, 2019",,Hardcover,view,/book/show/37506437-darius-the-great-is-not-okay
744,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Deceivers        (Vale Hall, #1)","Simmons, Kristen*",1250175798,9781250175793,1250175798,384        pp,3.91,"1,982","Feb 05, 2019","Feb 05, 2019",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Sep 23, 2021","Sep 28, 2021","May 22, 2019",,Hardcover,view,/book/show/39863259-the-deceivers
745,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sweet Sorrow,"Nicholls, David",1444715402,9781444715408,1444715402,416        pp,3.79,"18,115","Jul 09, 2019","Jul 11, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 22, 2019",,Hardcover,view,/book/show/43203660-sweet-sorrow
746,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Marsh King's Daughter,"Dionne, Karen*",0735213003,9780735213005,0735213003,310        pp,3.87,"40,985","Jun 13, 2017","Jun 13, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 22, 2019",,Hardcover,view,/book/show/32889533-the-marsh-king-s-daughter
747,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This House of Grief,"Garner, Helen",1925240681,9781925240689,1925240681,320        pp,4.04,"7,373","Aug 20, 2014","Mar 29, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 22, 2019",,Paperback,view,/book/show/26196001-this-house-of-grief
748,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tender is the Night,"Fitzgerald, F. Scott",150983141X,9781509831418,B01CGMBWJW,396        pp,3.79,"136,561","Apr 12, 1934","Sep 08, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 21, 2019",,Kindle Edition,view,/book/show/31900535-tender-is-the-night
749,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Silkworm        (Cormoran Strike, #2)","Galbraith, Robert",0316206873,9780316206877,0316206873,464        pp,4.05,"269,627","Jun 19, 2014","Jun 19, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I enjoyed this one much more than the first in the series, which was good in itself but more of a ground-laying book than a full-fledged crime novel iI enjoyed this one much more than the first in the series, which was good in itself but more of a ground-laying book than a full-fledged crime novel in my opinion. The Silkworm was quite something. The ending was as twisted as you can wish for, and the novel structure was solid as well. Enjoyed it a lot and looking forward to the third in the series. ...more",Notes are private!,0,5,1,"May 20, 2019",Jun 2019,"May 19, 2019",,Hardcover,view (with text),/book/show/18214414-the-silkworm
750,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"No God but God: The Origins, Evolution and Future of Islam","Aslan, Reza",,,B004SOQ0U8,384        pp,4.13,"27,026","Mar 15, 2005","Aug 30, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The only reason I didn’t give this book five stars was that I don’t share some of Aslan’s views; otherwise, the author has done a fantastic job with oThe only reason I didn’t give this book five stars was that I don’t share some of Aslan’s views; otherwise, the author has done a fantastic job with organizing and narrating the history of Islam and arguing his points. It’s very methodical but at the same time quite grasping and not at all dry. It’s a far cry from Armstrong’s History of God, where she is so adamant in being politically correct and not stepping on anybody’s toes that she has produced a bland book from which you can learn nothing new if you’re familiar with the basics of the three Abrahamic religions. I learned a lot by listening to Aslan’s book, and what’s more, I am intrigued to continue learning about the subject, something that I didn’t get from Armstrong’s book....more",Notes are private!,0,4,1,"May 18, 2019","Jun 03, 2019","May 18, 2019",,Kindle Edition,view (with text),/book/show/40411388-no-god-but-god
751,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Great Deliverance        (Inspector Lynley, #1)","George, Elizabeth*",0553278029,9780553278026,0553278029,413        pp,4.04,"49,014",1985,Jun 1989,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The best crime novel I’ve read so far in 2019. Thank you, Rohinton, for telling me about Elizabeth George.",Notes are private!,0,5,1,"May 15, 2019","May 18, 2019","May 14, 2019",,Mass Market Paperback,view (with text),/book/show/31374.A_Great_Deliverance
752,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hard Times,"Dickens, Charles",0321107217,9780321107213,0321107217,384        pp,3.54,"68,418",1854,"Oct 09, 2003",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"**spoiler alert** With the exception of Harthouse’s subplot, and especially his hasty and groundless submission to Sissy telling him that he should qu**spoiler alert** With the exception of Harthouse’s subplot, and especially his hasty and groundless submission to Sissy telling him that he should quit his job and leave the town, I loved every part of this book. I especially liked Stephen’s two talks with Bounderby, and the unusual way that in the epilogue the narrator reveals that Louisa will never have children and an adoring husband. Beautiful book. ...more",Notes are private!,0,4,1,"May 10, 2019","May 26, 2019","May 10, 2019",,Paperback,view (with text),/book/show/5344.Hard_Times
753,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,North of Dawn,"Farah, Nuruddin",,,B07BD2QHMT,383        pp,3.39,873,"Dec 04, 2018","Dec 04, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The beginning of the book was very promising, but it didn’t deliver. I don’t know whether this book is a translation or is originally written in EngliThe beginning of the book was very promising, but it didn’t deliver. I don’t know whether this book is a translation or is originally written in English, but the prose was very artificial, especially the dialogues. It was like reading a political essay instead of a novel. The characters were either good or bad, and it didn’t take you beyond a few sentences to figure out which. All the same, the story itself was an engaging one, which is why I finished the book. It deals with vital issues of our present world. I only wish the author refrained from turning certain characters into his mouthpiece and let the events and normal dialogue have their own effect. At times it felt like reading Sophie’s World, with every conversation being carefully devised to teach the reader a lesson. I couldn’t help comparing this novel with Home Fire. They both deal with Islamophobia, jihadis, and the ensuing havoc amid the families who are torn apart by opposing ideologies and ways of life, but how different they are from one another. ...more",Notes are private!,0,6,1,"May 06, 2019","May 10, 2019","May 06, 2019",,Kindle Edition,view (with text),/book/show/40910592-north-of-dawn
754,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Everything is Illuminated,"Foer, Jonathan Safran *",0060529709,9780060529703,0060529709,276        pp,3.89,"179,580",2002,"Apr 01, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"May 06, 2019","May 16, 2019","May 06, 2019",,Paperback,view,/book/show/256566.Everything_is_Illuminated
755,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Crime at Black Dudley        (Albert Campion Mystery, #1)","Allingham, Margery",0140007709,9780140007701,0140007709,208        pp,3.61,"8,258",Apr 1929,1973,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 25, 2019",,Paperback,view,/book/show/76633.The_Crime_at_Black_Dudley
756,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Cuckoo's Calling        (Cormoran Strike, #1)","Galbraith, Robert",0316206849,9780316206846,0316206849,456        pp,3.89,"581,615","Apr 18, 2013","Apr 30, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Apr 29, 2019","May 05, 2019","Apr 25, 2019",,Hardcover,view,/book/show/16160797-the-cuckoo-s-calling
757,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Talking to My Daughter About the Economy: or, How Capitalism Works—and How It Fails","Varoufakis, Yanis",,,B076H4WMY1,224        pp,4.12,"17,291",2013,"May 08, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 25, 2019",,Kindle Edition,view,/book/show/36490332-talking-to-my-daughter-about-the-economy
758,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Call the Midwife        (The Midwife Trilogy, #1)","Worth, Jennifer",1407228048,9781407228044,1407228048,340        pp,4.19,"72,664",2002,"Jan 01, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Apr 25, 2019","May 05, 2019","Apr 25, 2019",,Paperback,view,/book/show/21288872-call-the-midwife
759,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Familiars,"Halls, Stacey",,,,420        pp,3.88,"46,122","Feb 07, 2019","Feb 19, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A fascinating re-creation of real people’s lives and relationships in early 17th century.,Notes are private!,0,5,1,"Apr 24, 2019","Apr 27, 2019","Apr 23, 2019",,Hardcover,view (with text),/book/show/39835415-the-familiars
760,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lord of the Flies,"Golding, William",0140283331,9780140283334,0140283331,182        pp,3.69,"2,904,216","Sep 17, 1954","Oct 01, 1999",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This is the second time that I’ve read Lord of the Flies; the first time was a Persian translation and this time it was the English audiobook read by This is the second time that I’ve read Lord of the Flies; the first time was a Persian translation and this time it was the English audiobook read by the author. I was fascinated and disturbed by this masterpiece both times. ...more,Notes are private!,0,3,1,"Apr 16, 2019","Apr 20, 2019","Apr 20, 2019",,Paperback,view (with text),/book/show/7624.Lord_of_the_Flies
761,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A History of God: The 4,000-Year Quest of Judaism, Christianity and Islam","Armstrong, Karen",,,B005DB6LSG,635        pp,3.88,"49,730",1993,"Aug 10, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Objective but rather boring.,Notes are private!,0,6,1,"Apr 15, 2019","May 20, 2019","Apr 15, 2019",,Kindle Edition,view (with text),/book/show/18938795-a-history-of-god
762,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Treasury of Greek Mythology: Classic Stories of Gods, Goddesses, Heroes & Monsters","Napoli, Donna Jo*",1426308442,9781426308444,1426308442,192        pp,4.04,"2,905","Oct 11, 2011","Oct 11, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 14, 2019","Apr 20, 2019","Apr 14, 2019",,Hardcover,view,/book/show/10455110-treasury-of-greek-mythology
763,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Watermark,"Finn, Joanna Atherfold*",1925533980,9781925533989,B075WZW7LQ,237        pp,3.97,61,unknown,"Apr 01, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Amazingly beautiful, compassionate, heartwrenching stories. I have never enjoyed a collection of short stories more than this. I hope Ms Finn continueAmazingly beautiful, compassionate, heartwrenching stories. I have never enjoyed a collection of short stories more than this. I hope Ms Finn continues to write and publish every year for many years to come and that I have the fortune of reading all of her works....more",Notes are private!,0,6,1,"Apr 14, 2019","Sep 23, 2019","Apr 14, 2019",,Kindle Edition,view (with text),/book/show/39817858-watermark
764,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Go, Went, Gone","Erpenbeck, Jenny",1846276217,9781846276217,B075FXY4VL,339        pp,3.97,"8,681","Aug 31, 2015","Sep 07, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 14, 2019",,Kindle Edition,view,/book/show/36217818-go-went-gone
765,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Finder,"Harrison, Colin",0374299498,9780374299491,0374299498,336        pp,3.45,793,"Apr 01, 2008","Apr 01, 2008",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book is very well researched and quite well written, albeit more or less formulaic, but it isn’t the sort of crime fiction I enjoy. Give me PoiroThis book is very well researched and quite well written, albeit more or less formulaic, but it isn’t the sort of crime fiction I enjoy. Give me Poirot-like mind puzzles or psychological thrillers any day of the week, and I’ll be a happy camper. ...more",Notes are private!,0,2,1,"Apr 13, 2019","Apr 23, 2019","Apr 13, 2019",,Hardcover,view (with text),/book/show/2961719-the-finder
766,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Six of Crows        (Six of Crows, #1)","Bardugo, Leigh*",,,,479        pp,4.49,"947,562","Sep 29, 2015","Sep 29, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I think I would have loved this book as much as to give it 5 stars if I hadn’t read Sabaa Tahir’s amazing series of the same genre (An Ember in the AsI think I would have loved this book as much as to give it 5 stars if I hadn’t read Sabaa Tahir’s amazing series of the same genre (An Ember in the Ashes). I’ll read the second volume because this duology is the title discussed in our YA book club meeting this week. ...more,Notes are private!,0,5,1,"Jun 02, 2019",Jul 2019,"Apr 13, 2019",,Kindle Edition,view (with text),/book/show/22294935-six-of-crows
767,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Gentleman's Guide to Vice and Virtue        (Montague Siblings, #1)","Lee, Mackenzi*",0062382802,9780062382801,0062382802,528        pp,4.04,"137,219","Jun 27, 2017","Jun 27, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 13, 2019",,Hardcover,view,/book/show/29283884-the-gentleman-s-guide-to-vice-and-virtue
768,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Master and His Emissary: The Divided Brain and the Making of the Western World,"McGilchrist, Iain*",030014878X,9780300148787,030014878X,608        pp,4.35,"3,085","Oct 30, 2009","Dec 15, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 11, 2019",,Hardcover,view,/book/show/6968772-the-master-and-his-emissary
769,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,White Noise,"DeLillo, Don",0143129554,9780143129554,0143129554,320        pp,3.86,"115,129","Jan 21, 1985","Oct 18, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 11, 2019",,Paperback,view,/book/show/28251250-white-noise
770,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Adulterants,"Dunthorne, Joe",194104087X,9781941040874,194104087X,150        pp,3.40,"1,667","Feb 08, 2018","Mar 06, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 11, 2019",,Hardcover,view,/book/show/35276866-the-adulterants
771,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dreamers of the Day,"Russell, Mary Doria*",1400064716,9781400064717,1400064716,253        pp,3.66,"6,170","Jan 01, 2008","Mar 11, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The book contains many beautiful, memorable passages, and I like the viewpoint chosen for retelling important historical events. My only qualm is thatThe book contains many beautiful, memorable passages, and I like the viewpoint chosen for retelling important historical events. My only qualm is that it doesn’t have a strong pull. I was able to put the book aside for several days and not miss it. However, I’m sure I’ll remember many of its scenes vividly for years to come. ...more",Notes are private!,0,2,1,"Apr 11, 2019","Apr 23, 2019","Apr 10, 2019",,Hardcover,view (with text),/book/show/1276938.Dreamers_of_the_Day
772,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Sex, Lies, and Online Dating        (Writer Friends, #1)","Gibson, Rachel*",0060772913,9780060772918,0060772913,352        pp,3.78,"14,713","Jan 24, 2006","Jan 31, 2006",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"**spoiler alert** Although I was disappointed that the heroine became a cliche damsel in distress and was saved by the handsome, muscular hero, this b**spoiler alert** Although I was disappointed that the heroine became a cliche damsel in distress and was saved by the handsome, muscular hero, this book served its purpose for me: I needed a palate cleanser after devouring too many serious books, great books, but still. This fact still doesn’t convince me to give more than two stars to Rachel Gibson’s book though. If Lucy had participated in solving the crime and if she had saved herself, then I would have considered three stars :-))...more",Notes are private!,0,8,1,"Apr 08, 2019","Apr 10, 2019","Apr 08, 2019",,Mass Market Paperback,view (with text),/book/show/60219.Sex_Lies_and_Online_Dating
773,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dante Trap,"Delalande, Arnaud",0297852035,9780297852032,0297852035,unknown,3.28,443,"Mar 08, 2006","Jan 01, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 06, 2019",,Paperback,view,/book/show/1575505.The_Dante_Trap
774,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Virtuoso,"Moskovich, Yelena*",1788160258,9781788160254,1788160258,250        pp,3.60,525,"Jan 03, 2019","Jan 03, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 01, 2019",,Hardcover,view,/book/show/40139305-virtuoso
775,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Natashas,"Moskovich, Yelena*",1781254583,9781781254585,1781254583,240        pp,3.48,267,"Jan 21, 2016",Jan 2016,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 01, 2019",,Paperback,view,/book/show/27241057-the-natashas
776,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Ravenous Brain: How the New Science of Consciousness Explains Our Insatiable Search for Meaning,"Bor, Daniel",046502047X,9780465020478,046502047X,352        pp,3.90,417,"Aug 28, 2012","Aug 28, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 29, 2019",,Hardcover,view,/book/show/13586335-the-ravenous-brain
777,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Science of Mindfulness: A Research-Based Path to Well-Being,"Siegel, Ronald D.",1598035649,9781598035643,1598035649,6        pp,4.24,936,2014,2014,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 29, 2019",,Audio CD,view,/book/show/29353087-the-science-of-mindfulness
778,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Consciousness and the Social Brain,"Graziano, Michael S.A.*",0199928649,9780199928644,0199928649,280        pp,4.14,487,"Jan 01, 2013","Sep 02, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 29, 2019",,Hardcover,view,/book/show/17349805-consciousness-and-the-social-brain
779,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,An Unnecessary Woman,"Alameddine, Rabih",0802122140,9780802122148,0802122140,291        pp,3.82,"13,127",2013,"Feb 04, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 29, 2019",,Hardcover,view,/book/show/18114449-an-unnecessary-woman
780,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Death of Mrs. Westaway,"Ware, Ruth*",1501156217,9781501156212,1501156217,368        pp,3.81,"175,276","May 29, 2018","May 29, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"**spoiler alert** I don’t know whether it’s my fault that I’ve read too many crime novels and can guess the plot twists or if this book was too transp**spoiler alert** I don’t know whether it’s my fault that I’ve read too many crime novels and can guess the plot twists or if this book was too transparent, but I could easily guess that Maud has assumed Maggie’s identity as soon as it was mentioned that they had the same first name. Ezra being the bad guy was also more or less apparent from the fact that kind, sympathetic Mitsy (not sure of the spelling as I listened to the audiobook) hated him. I knew Mrs Warren wasn’t the killer because she was portrayed as evil, and it was quite obvious that she is the red herring. However, my main problem with the book is not that I wasn’t much surprised by the revelations. Rather, it was the overt sentimentality of the book. Ugh. The narrator lingered in Hal’s mind for too long, describing over and over and over again how she felt, how strong her grief was, how miserable she felt, how frightened and desperate she was, how guilty she felt, etc. Enough already, Ms Ware. Show us, don’t tell us, or at least tell us less. Apparently the writer is described as the modern age Agatha Christie, but if you ask me, she’s anything but. I increased the speed of the audiobook to 1.75. I couldn’t put up with the whiny atmosphere otherwise. I’m not saying the novel is hopeless. Not at all. This book could have been a really good one if it had a ruthless editor who wouldn’t be afraid of trimming it to a third of its present length. When we come out of Hal’s mind and there is some dialogue between other characters, uninterrupted by the commentary on how Hal was perceiving the conversation, things improve a lot. The plot is intriguing as well and perhaps not as transparent for one who doesn’t read a crime novel every week or so :-))...more",Notes are private!,0,5,1,"Mar 27, 2019","Mar 29, 2019","Mar 26, 2019",,Hardcover,view (with text),/book/show/36373481-the-death-of-mrs-westaway
781,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Library of Lost and Found,"Patrick, Phaedra*",0778369358,9780778369356,0778369358,352        pp,3.74,"30,747","Mar 26, 2019","Mar 26, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 26, 2019",,Hardcover,view,/book/show/39873227-the-library-of-lost-and-found
782,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Lovely Wife,"Downing, Samantha*",,,,390        pp,3.84,"142,583","Mar 26, 2019","Mar 26, 2019",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Jun 2020,"Feb 23, 2022","Mar 26, 2019",,Hardcover,view,/book/show/39796904-my-lovely-wife
783,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Sparrow        (The Sparrow, #1)","Russell, Mary Doria*",0449912558,9780449912553,0449912558,419        pp,4.14,"75,550","Sep 09, 1996","Sep 08, 1997",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 23, 2019",,Paperback,view,/book/show/334176.The_Sparrow
784,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"My Brilliant Friend        (The Neapolitan Novels, #1)","Ferrante, Elena",,,,331        pp,4.04,"332,958","Oct 19, 2011","Sep 25, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Sep 20, 2021","Sep 23, 2021","Mar 22, 2019",,Paperback,view,/book/show/35036409-my-brilliant-friend
785,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Let's Kill Uncle,"O'Grady, Rohan",1608195112,9781608195114,1608195112,279        pp,3.84,856,1963,"Mar 08, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 22, 2019",,Paperback,view,/book/show/8729105-let-s-kill-uncle
786,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When You Reach Me,"Stead, Rebecca",0385737424,9780385737425,0385737424,199        pp,4.08,"110,385","Jul 14, 2009","Jul 14, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"**spoiler alert** The four stars are from the point of view of a 12-year-old me. The 50-year-old me gives it three stars. However, since this is a boo**spoiler alert** The four stars are from the point of view of a 12-year-old me. The 50-year-old me gives it three stars. However, since this is a book about time travel among other things, it seems only fair to give priority to my younger self’s opinion. ...more",Notes are private!,0,4,1,"Mar 24, 2019","Mar 26, 2019","Mar 22, 2019",,Hardcover,view (with text),/book/show/5310515-when-you-reach-me
787,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Anniversary Man,"Ellory, R.J.",0752898752,9780752898759,0752898752,389        pp,3.89,"1,759","Jan 01, 2009",2009,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Bitter and beautiful, different and real. It’s not a normal whodunnit at all. Thank you, Mr. Ellory.",Notes are private!,0,2,1,"Mar 18, 2019","Mar 21, 2019","Mar 17, 2019",,Paperback,view (with text),/book/show/5547521-the-anniversary-man
788,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Art of thinking clearly and good life[hardcover] 2 books collection set,"Dobelli, Rolf",9123718676,9789123718672,9123718676,0        pp,4.16,38,unknown,unknown,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 15, 2019",,Paperback,view,/book/show/41542100-art-of-thinking-clearly-and-good-life-hardcover-2-books-collection-set
