,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Suanne's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
338,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Leave the Gun, Take the Cannoli: The Epic Story of the Making of The Godfather","Seal, Mark",198215859X,9781982158590,198215859X,432        pp,4.36,"3,394","Oct 19, 2021","Oct 19, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,not set,not set,"Jun 29, 2022",,Hardcover,view,/book/show/56898210-leave-the-gun-take-the-cannoli
339,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Shawshank Redemption: A Story from Different Seasons,"King, Stephen*",,,,unknown,4.50,"43,333","Aug 27, 1982","Jan 08, 2009",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,The perfect audio novella doesn’t exis—…….,Notes are private!,0,2,1,not set,"Jun 09, 2022","Jun 08, 2022",,Audible Audio,view (with text),/book/show/34395762-the-shawshank-redemption
340,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Mary Poppins, She Wrote: The Life of P.L. Travers","Lawson, Valerie",1476762929,9781476762920,1476762929,416        pp,3.08,"1,657","Sep 01, 1999","Dec 03, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 08, 2022","Jun 29, 2022","Jun 08, 2022",,Paperback,view,/book/show/18223752-mary-poppins-she-wrote
341,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Witch and the Tsar,"Gilmore, Olesya Salnikova*",0593546970,9780593546970,0593546970,432        pp,3.56,"3,964","Sep 20, 2022","Sep 20, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 07, 2022",,Hardcover,view,/book/show/59781695-the-witch-and-the-tsar
342,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bound for the Promised Land: Harriet Tubman: Portrait of an American Hero,"Larson, Kate Clifford*",0345456289,9780345456281,0345456289,432        pp,4.06,958,2003,"Dec 28, 2004",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 31, 2022","Jun 29, 2022","May 31, 2022",,Paperback,view,/book/show/916637.Bound_for_the_Promised_Land
343,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Carrie,"King, Stephen*",1416524304,9781416524304,1416524304,272        pp,3.99,"721,574",1974,"Jan 01, 2005",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Holy shit. I’ve read Carrie a few times but I think I enjoyed this audio trip the best. Sissy Spacek is AMAZING. But duh, of course she’d be.",Notes are private!,0,7,1,"May 30, 2022","May 31, 2022","May 30, 2022",,Mass Market Paperback,view (with text),/book/show/10592.Carrie
344,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Last Duel: A True Story of Crime, Scandal, and Trial by Combat in Medieval France","Jager, Eric",,,,242        pp,3.97,"6,190","Oct 12, 2004","Oct 12, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 30, 2022",,Hardcover,view,/book/show/438538.The_Last_Duel
345,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Show Me        (Extracurricular Activities #3),"Wilder, Neve*",,,B08YS5511Z,320        pp,4.11,"5,713","Mar 21, 2021","Mar 23, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 11, 2022","May 12, 2022","May 11, 2022",,Kindle Edition,view,/book/show/57442258-show-me
346,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Washington: A Life,"Chernow, Ron",1594202664,9781594202667,1594202664,904        pp,4.15,"73,335","Jan 05, 2010","Oct 05, 2010",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Ron Chernow is a national treasure and I hope one day he is declared so. And now I have this ambitious idea to read a biography of every US president.Ron Chernow is a national treasure and I hope one day he is declared so. And now I have this ambitious idea to read a biography of every US president. Someone talk me out of it. ...more,Notes are private!,0,5,1,"May 10, 2022","May 28, 2022","May 10, 2022",,Hardcover,view (with text),/book/show/8255917-washington
347,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"This Will Not Pass: Trump, Biden and the Battle for American Democracy","Martin, Jonathan",1797142089,9781797142081,,unknown,4.00,"3,039","May 03, 2022","May 03, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Eh? There's only so much you can read about assholes being assholes.Eh? There's only so much you can read about assholes being assholes....more,Notes are private!,0,40,1,"May 08, 2022","May 10, 2022","May 08, 2022",,Audiobook,view (with text),/book/show/59577818-this-will-not-pass
348,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Medical Downfall of the Tudors: Sex, Reproduction & Succession","Soberton, Sylvia Barbara",,,B08L713HRD,233        pp,3.89,869,unknown,"Oct 13, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 08, 2022",,Kindle Edition,view,/book/show/55674116-medical-downfall-of-the-tudors
349,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,City of Secrets,"O'Nan, Stewart*",0670785962,9780670785964,0670785962,194        pp,3.32,"1,259","Apr 26, 2016","Apr 26, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 29, 2022",,Hardcover,view,/book/show/25938427-city-of-secrets
350,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Winners        (Beartown, #3)","Backman, Fredrik*",1982112794,9781982112790,1982112794,673        pp,4.46,"110,886",2022,"Sep 27, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 23, 2022",,Hardcover,view,/book/show/60209470-the-winners
351,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Queer, There and Everywhere: 23 People Who Changed the World","Prager, Sarah*",,,B01KT182Y0,262        pp,4.13,"3,130","May 23, 2017","May 23, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 22, 2022",,Kindle Edition,view,/book/show/35046241-queer-there-and-everywhere
352,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Crown & Sceptre: A New History of the British Monarchy, from William the Conqueror to Elizabeth II","Borman, Tracy",0802159109,9780802159106,0802159109,576        pp,4.31,"1,107","Nov 18, 2021","Feb 22, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It was good, but not as good as I thought it was going to be.",Notes are private!,0,2,1,not set,not set,"Apr 16, 2022",,Hardcover,view (with text),/book/show/57500773-crown-sceptre
353,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Grant,"Chernow, Ron",159420487X,9781594204876,159420487X,"1,074        pp",4.49,"37,153","Oct 10, 2017","Oct 10, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Wow. WOW. This was a beast of a book and I am a better person for having read it.,Notes are private!,0,6,1,"Apr 16, 2022","May 08, 2022","Apr 16, 2022",,Hardcover,view (with text),/book/show/34237826-grant
354,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Taste for Poison: Eleven Deadly Molecules and the Killers Who Used Them,"Bradbury, Neil*",1250270758,9781250270757,1250270758,304        pp,4.12,"6,963","Feb 01, 2022","Feb 01, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Excellent and entertaining.,Notes are private!,0,5,1,"Jun 24, 2023","Jun 25, 2023","Apr 06, 2022",,Hardcover,view (with text),/book/show/56269163-a-taste-for-poison
355,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Other Victorians: A Study of Sexuality and Pornography in Mid-Nineteenth-Century England,"Marcus, Steven",0393302369,9780393302363,0393302369,292        pp,3.51,162,1966,Apr 1985,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 03, 2022",,Paperback,view,/book/show/595539.The_Other_Victorians
356,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hotel Magnifique,"Taylor, Emily J.*",0593404513,9780593404515,0593404513,400        pp,3.78,"23,589","Apr 05, 2022","Apr 05, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 22, 2022",,Hardcover,view,/book/show/55812605-hotel-magnifique
357,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pictures from an Institution,"Jarrell, Randall",0226393747,9780226393742,0226393747,286        pp,3.49,472,1954,"Apr 15, 1986",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 14, 2022",,Paperback,view,/book/show/80989.Pictures_from_an_Institution
358,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Who Cooked the Last Supper: The Women's History of the World,"Miles, Rosalind",0609806955,9780609806951,0609806955,352        pp,3.81,"3,164","Apr 01, 1989","Apr 10, 2001",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Not many books upset my stomach. This was one of them. Like I said, it’s written with a lot of humor, which you need to get through it and keep you frNot many books upset my stomach. This was one of them. Like I said, it’s written with a lot of humor, which you need to get through it and keep you from screaming uncontrollably. An essential and necessary read. I do recommend it….but gird your loins. ...more",Notes are private!,0,2,1,"May 28, 2022","May 30, 2022","Mar 12, 2022",,Paperback,view (with text),/book/show/56354.Who_Cooked_the_Last_Supper
359,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The City of Lost Fortunes,"Camp, Bryan*",1785656570,9781785656576,1785656570,496        pp,3.81,"1,916","Apr 17, 2018","Apr 17, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 11, 2022",,Paperback,view,/book/show/39854840-the-city-of-lost-fortunes
360,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Reclaim the Stars: 17 Tales Across Realms & Space,"Córdova, Zoraida*",1250790638,9781250790637,1250790638,417        pp,3.83,"1,240","Feb 15, 2022","Feb 15, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 11, 2022",,Hardcover,view,/book/show/57693456-reclaim-the-stars
361,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Blitzed: Drugs in the Third Reich,"Ohler, Norman",,,B01IAS9G94,306        pp,4.05,"24,284","Sep 10, 2015","Mar 07, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Wow. Listened to the whole thing in one day. Could not turn it off. FUCKED. UP. CRAZY. Horrifying. Loved it.When you're a WW2 history nerd, you reach Wow. Listened to the whole thing in one day. Could not turn it off. FUCKED. UP. CRAZY. Horrifying. Loved it.When you're a WW2 history nerd, you reach a point when you become kind of saturated. Meaning nothing you read or watch is new in the revelatory sense. The ""I had no idea"" moments become fewer and far between.This book was not only thoroughly entertaining and thoroughly fucked up, but revelatory. At least three instances where my jaw was on the floor because I'd had no idea. Highly recommend. No pun intended....more",Notes are private!,0,10,1,"Mar 11, 2022","Mar 12, 2022","Mar 11, 2022",,Kindle Edition,view (with text),/book/show/32279524-blitzed
362,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Prairie Fires: The American Dreams of Laura Ingalls Wilder,"Fraser, Caroline",1627792767,9781627792769,1627792767,640        pp,3.94,"17,497","Nov 14, 2017","Nov 21, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,"Mar 02, 2022","Mar 11, 2022","Mar 02, 2022",,Hardcover,view,/book/show/33911349-prairie-fires
363,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Confusions of Young Törless,"Musil, Robert",0191648167,9780191648168,B00IGSZLAM,208        pp,3.68,"8,926",1906,"Jan 09, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was really wordy, and really weird.",Notes are private!,0,1,1,"Feb 17, 2022","Feb 20, 2022","Feb 17, 2022",,Kindle Edition,view (with text),/book/show/22043048-the-confusions-of-young-t-rless
364,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Moonstone Girls,"Skipstone, Brooke*",,,B09MP9FF3Q,338        pp,4.15,163,unknown,"Feb 14, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 14, 2022",,Kindle Edition,view,/book/show/59754703-the-moonstone-girls
365,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Vladimir,"Jonas, Julia May*",1982187638,9781982187637,1982187638,238        pp,3.45,"32,015","Feb 01, 2022","Feb 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 12, 2022",,Hardcover,view,/book/show/57846324-vladimir
366,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pure Colour,"Heti, Sheila*",0374603944,9780374603946,0374603944,224        pp,3.47,"15,457","Feb 15, 2022","Feb 15, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 09, 2022",,Hardcover,view,/book/show/57693639-pure-colour
367,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Blood Royal: Dynastic Politics in Medieval Europe,"Bartlett, Robert",1108490670,9781108490672,1108490670,672        pp,4.09,118,Jul 2020,"Aug 06, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 06, 2022",,Hardcover,view,/book/show/49355898-blood-royal
368,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wanderlust,"Payne, Nick",0571272886,9780571272884,0571272886,112        pp,3.51,39,"Jan 01, 2010","Jan 01, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 29, 2022",,Paperback,view,/book/show/10050301-wanderlust
369,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Let's Get Back to the Party,"Salih, Zak",1616209577,9781616209575,1616209577,288        pp,3.55,"1,430","Feb 16, 2021","Feb 16, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 28, 2022",,Hardcover,view,/book/show/49151018-let-s-get-back-to-the-party
370,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Troubleseeker,"Lessik, Alan*",,,B01JWG4RFG,235        pp,4.06,16,"Sep 22, 2016","Aug 06, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,"Feb 27, 2022","Mar 05, 2022","Jan 28, 2022",,Kindle Edition,view,/book/show/31434530-the-troubleseeker
371,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Policeman,"Roberts, Bethan",,,B08XN889RN,304        pp,4.01,"79,688","Feb 02, 2012","Jun 15, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Fun fact: between 1806 and 1835, Great Britain executed more men for homosexuality than they did for murder. It was illegal to be gay in England and WFun fact: between 1806 and 1835, Great Britain executed more men for homosexuality than they did for murder. It was illegal to be gay in England and Wales until 1967. Scotland until 1980. Northern Ireland until 1981. Tens of thousands of lives absolutely ruined. And for what?Uggghghghhh…....more",Notes are private!,0,2,1,"Dec 15, 2022","Dec 15, 2022","Jan 28, 2022",,Kindle Edition,view (with text),/book/show/57653006-my-policeman
372,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Previous Life,"White, Edmund",1635577276,9781635577273,1635577276,288        pp,3.00,356,"Jan 25, 2022","Jan 25, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 28, 2022",,Hardcover,view,/book/show/56268846-a-previous-life
373,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,That Way Madness Lies,"Adler, Dahlia*",,,,221        pp,3.46,"1,295","Mar 16, 2021","Mar 16, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 27, 2022",,Hardcover,view,/book/show/51260768-that-way-madness-lies
374,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Anne of Manhattan,"Starler, Brina",0063020742,9780063020740,0063020742,327        pp,3.24,"4,726","Jun 01, 2021","Jun 01, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 27, 2022",,Paperback,view,/book/show/55276645-anne-of-manhattan
375,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"In a Garden Burning Gold        (Argyrosi, #1)","Power, Rory*",0593354974,9780593354971,0593354974,432        pp,3.50,"2,058","Apr 05, 2022","Apr 05, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 26, 2022",,Hardcover,view,/book/show/58529366-in-a-garden-burning-gold
376,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Double Cross: The True Story of the D-Day Spies,"Macintyre, Ben",0307990443,9780307990440,,399        pp,3.97,"12,428","Mar 27, 2012","Jul 31, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2022",,Paperback,view,/book/show/13154628-double-cross
377,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Three Hares: A Curiosity Worth Regarding,"Andrew, Sue",0993103928,9780993103926,0993103928,368        pp,4.00,4,2016,2016,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2022",,Hardcover,view,/book/show/29839434-the-three-hares
378,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Winter Soldier,"Mason, Daniel*",0316477605,9780316477604,0316477605,323        pp,3.98,"13,764","Sep 11, 2018","Sep 11, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 07, 2022",,Hardcover,view,/book/show/37946436-the-winter-soldier
379,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tomorrow Will Be Better,"Smith, Betty",0062988689,9780062988683,0062988689,336        pp,3.93,"3,673","Jan 01, 1948","Nov 24, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 06, 2022",,Paperback,view,/book/show/52518154-tomorrow-will-be-better
380,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Honeycomb,"Harris, Joanne M.",1473213991,9781473213999,1473213991,432        pp,4.12,"1,350","May 25, 2021","Jun 06, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2022",,Hardcover,view,/book/show/56961529-honeycomb
381,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Last Sun        (The Tarot Sequence, #1)","Edwards, K.D.*",,,B075PW1YQN,371        pp,4.19,"10,036","Jun 12, 2018","Jun 12, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 01, 2022",,Kindle Edition,view,/book/show/36466732-the-last-sun
382,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Peter Darling,"Chant, Austin*",,9781087818191,,310        pp,4.06,"10,291","Feb 09, 2017","Jun 01, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 27, 2021",,ebook,view,/book/show/58170822-peter-darling
383,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Queen's Jewels: The Personal Collection of Elizabeth II,"Field, Leslie",0810915251,9780810915251,0810915251,192        pp,4.45,121,Sep 1987,"Jan 01, 1987",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 23, 2021",,Hardcover,view,/book/show/1991377.The_Queen_s_Jewels
384,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Threadneedle        (The Language of Magic, #1)","Thomas, Cari*",0008407002,9780008407001,0008407002,576        pp,3.97,"6,988","May 27, 2021","May 27, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 23, 2021",,Hardcover,view,/book/show/51867529-threadneedle
385,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Enchanted April,"Arnim, Elizabeth von",,,B004J4WMMW,156        pp,3.92,"30,160",1922,unknown,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Such a perfect little book.,Notes are private!,0,3,1,"Dec 23, 2021","Dec 23, 2021","Dec 23, 2021",,Kindle Edition,view (with text),/book/show/11216255-the-enchanted-april
386,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Paladin’s Grace        (The Saint of Steel, #1)","Kingfisher, T.",,,B0848Q8JVW,366        pp,4.14,"19,325","Feb 11, 2020","Feb 11, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 22, 2021",,Kindle Edition,view,/book/show/50702014-paladin-s-grace
387,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Prince Eddy: The King Britain Never Had,"Cook, Andrew",,,B01M7M91YQ,352        pp,3.63,260,2006,"Aug 26, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 22, 2021","Dec 22, 2021","Dec 22, 2021",,Kindle Edition,view,/book/show/32496401-prince-eddy
388,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lost Shtetl,"Gross, Max",,,B083SNHCFX,416        pp,3.80,"3,172","Oct 13, 2020","Oct 13, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 26, 2023","Jun 05, 2023","Dec 22, 2021",,Kindle Edition,view,/book/show/53286628-the-lost-shtetl
389,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Department of Rare Books and Special Collections,"Jurczyk, Eva*",1728238609,,B08ZJSYCGP,336        pp,3.23,"10,233","Jan 25, 2022","Jan 25, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Holy crap, I loved it! What a little gem of a book.",Notes are private!,0,6,1,"Feb 09, 2023","Feb 10, 2023","Dec 21, 2021",,Kindle Edition,view (with text),/book/show/57687890-the-department-of-rare-books-and-special-collections
390,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Vera,"Arnim, Elizabeth von",1365687295,9781365687297,B01MY91IQD,133        pp,3.89,"2,603",1921,"Jan 16, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"AAAAAAAAAAAAAAAAHHHHHHHHHHH!!!!! Oh my God that was awful. Makes “Rebecca” read like a fairy tale. Beautifully and brilliantly written and SO FUCKED UAAAAAAAAAAAAAAAAHHHHHHHHHHH!!!!! Oh my God that was awful. Makes “Rebecca” read like a fairy tale. Beautifully and brilliantly written and SO FUCKED UP.CW: young, immature woman marries a conceited, self-centered, misogynistic, patronizing, domineering, controlling malignant narcissist and no, she doesn't wise up and save herself and nobody saves her, either. Nobody even punches him in the mouth. And still it manages to be funny in that driest of British sensible ways. My skin is still crawling. Fabulous....more",Notes are private!,0,4,1,"Dec 19, 2021","Dec 19, 2021","Dec 19, 2021",,Kindle Edition,view (with text),/book/show/33977129-vera
391,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In the Shadow of Time,"Ansbro, Kevin*",1914083229,9781914083228,1914083229,388        pp,4.31,132,"Aug 30, 2021","Aug 30, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 15, 2021",,Paperback,view,/book/show/58889695-in-the-shadow-of-time
392,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Power of the Dog,"Savage, Thomas",0316610895,9780316610896,0316610895,293        pp,4.19,"13,954",1967,"Jun 01, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 15, 2021",,Paperback,view,/book/show/128073.The_Power_of_the_Dog
