,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Quiltgranny's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Laura Ingalls Wilder: A Biography,"Anderson, William",0060885521,9780060885526,0060885521,256        pp,4.21,"4,659",1992,"Jan 02, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 08, 2023",,Paperback,view,/book/show/8202.Laura_Ingalls_Wilder
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Maus I: A Survivor's Tale: My Father Bleeds History        (Maus, #1)","Spiegelman, Art",0394541553,9780394541556,0394541553,159        pp,4.38,"334,106","Aug 12, 1986","Jan 01, 1991",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"**spoiler alert** How do I  this? Do I  the method of delivery (graphic novel), the theme (Holocaust), or the vehicle that the story is to**spoiler alert** How do I  this? Do I  the method of delivery (graphic novel), the theme (Holocaust), or the vehicle that the story is told (Animals). I know I am not going to do it justice, and the following are my thoughts upon finishing this book. We are, each of us entitled to our own opinions, and that is what my  is. I’m not trying to convince anyone that the Holocaust happened or not, that animals depicting humans was right or not, or who the audience for this book should be. I’m late to the party reading a graphic novel. I was read this for my “challenge” book club, and I’m glad I did. Graphic novels, or at least this one seem to be multi-layered with not only the story but also with the visualizations of the surroundings, and the storytellers themselves. So much so, as a new graphic novel reader, I spent more time looking at the graphics than reading the story. I think graphic novels are a great way to introduce non-readers to reading. For this particular novel, I think it’s a brilliant way to tell about the Holocaust. Using animals to tell about personal experiences, helps tell who was who, much like the bad guys wear black and the good guys wear white. I can also understand why so many people were upset about that very issue. The Holocaust is not an easy subject to tell about without showing how awful different ethnicities were to each other, and the things they did. No one likes to be named, even if it wasn’t them personally, but rather their heritage connections. On the other hand, I still can’t understand how or why there are Holocaust deniers, or why this novel was banned in Tennessee. As rational, thinking adults, this novel should be acclaimed (as it is) as an excellent book to present the material to young adults (not necessarily young children) in a less threatening way than film but perhaps an easier way of understanding what happened....more",Notes are private!,0,0,1,"Jan 06, 2023","Jan 10, 2023","Jan 06, 2023",,Hardcover,view (with text),/book/show/15196.Maus_I
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Heartburn,"Ephron, Nora",,,,179        pp,3.61,"65,370",1983,May 1996,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I listened to this as an audible book read by Meryl Streep. I know many people love Nora Ephrom, but this was so very flat. I kept thinking what is soI listened to this as an audible book read by Meryl Streep. I know many people love Nora Ephrom, but this was so very flat. I kept thinking what is so remarkable about this story? Everyone knows people with the same situation or even had the same feelings. So what? Meryl Streep was the only interesting thing about the book. She was an excellent reader, and quite frankly had I been reading this on my own, I probably would have divorced myself from it....more",Notes are private!,0,1,1,Jan 2023,"Jan 06, 2023","Jan 06, 2023",,Paperback,view (with text),/book/show/225343.Heartburn
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Have Some Questions For You,"Makkai, Rebecca*",0593490150,,B09ZRWP8DS,448        pp,3.62,"101,902","Feb 21, 2023","Feb 21, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 28, 2023","Mar 07, 2023","Jan 03, 2023",,Kindle Edition,view,/book/show/61053833-i-have-some-questions-for-you
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Looking for Jane,"Marshall, Heather*",1668013681,9781668013687,1668013681,400        pp,4.37,"39,356","Mar 01, 2022","Feb 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 01, 2023",,Hardcover,view,/book/show/61273371-looking-for-jane
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Age of Vice,"Kapoor, Deepti",0593328795,9780593328798,0593328795,544        pp,3.61,"28,127","Jan 03, 2023","Jan 03, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 01, 2023",,Hardcover,view,/book/show/60177466-age-of-vice
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hello Beautiful,"Napolitano, Ann*",,,,400        pp,4.18,"297,655","Mar 14, 2023","Mar 14, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,"Aug 09, 2023Jul 27, 2023","Aug 12, 2023Aug 06, 2023","Jan 01, 2023",,Hardcover,view,/book/show/61827495-hello-beautiful
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Light to the Hills,"Blaylock, Bonnie*",1542039932,9781542039932,B09QPL7XT5,271        pp,4.33,"11,521","Dec 01, 2022","Dec 01, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 04, 2022","Dec 05, 2022","Dec 04, 2022",,Kindle Edition,view,/book/show/63107523-light-to-the-hills
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Castle in Brooklyn,"Wachtel, Shirley Russak*",166250876X,9781662508769,B09W8KC1K9,263        pp,3.80,"9,255","Jan 01, 2023","Jan 01, 2023",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 04, 2022","Dec 21, 2022","Dec 04, 2022",,Kindle Edition,view,/book/show/63341961-a-castle-in-brooklyn
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Winners        (Beartown, #3)","Backman, Fredrik*",,,B09R2J1DXF,671        pp,4.46,"110,881",2022,"Sep 27, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 24, 2022","Dec 21, 2022","Nov 24, 2022",,Kindle Edition,view,/book/show/60318890-the-winners
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"One for the Blackbird, One for the Crow","Hawker, Olivia",1542091136,9781542091138,B07GS96FVN,497        pp,4.20,"40,213","Oct 08, 2019","Oct 08, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 11, 2022","Nov 24, 2022","Nov 11, 2022",,Kindle Edition,view,/book/show/41692854-one-for-the-blackbird-one-for-the-crow
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Demon Copperhead,"Kingsolver, Barbara",,,,560        pp,4.51,"397,811","Oct 18, 2022","Oct 18, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 08, 2022","Nov 11, 2022","Nov 08, 2022",,Hardcover,view,/book/show/60194162-demon-copperhead
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Everyone Knows Your Mother Is a Witch,"Galchen, Rivka",0374280460,9780374280468,0374280460,275        pp,3.40,"10,426","Jun 08, 2021","Jun 08, 2021",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 31, 2022","Oct 31, 2022","Oct 31, 2022",,Hardcover,view,/book/show/54785536-everyone-knows-your-mother-is-a-witch
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Marriage Portrait,"O'Farrell, Maggie*",,,,355        pp,4.02,"139,095","Aug 30, 2022","Sep 06, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 04, 2022","Oct 15, 2022","Oct 04, 2022",,Hardcover,view,/book/show/60353768-the-marriage-portrait
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lost Girls of Willowbrook,"Wiseman, Ellen Marie*",1496715888,9781496715883,1496715888,355        pp,3.93,"36,616","Aug 30, 2022","Aug 30, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Many facts were incorporated in this story of the 70s and before. Willowbrook was an actual institution, and I remember the public outrage after BobbyMany facts were incorporated in this story of the 70s and before. Willowbrook was an actual institution, and I remember the public outrage after Bobby Kennedy visited there, and brought to light all the abuse in institutions. Mental health issues are still not dealt with properly today, but hopefully the reasons to institutionalize someone have changed. It’s not an easy story to hear (I listened on audiobook). I needed to stop numerous times because the descriptions of abuse were repetitively awful and things of which nightmares are made. There was no sugar coating to anything. I rated it a 3 after much consideration. It’s a powerful story of survival, but like many other ers, I found the writing style annoyingly simplistic. Perhaps that was purposefully used for impact, but i found it annoying. Overall it’s a book worth reading, but be prepared to cry, get angry, and wonder again and again how people can inflict so much anguish and physical pain on others. ...more",Notes are private!,0,0,1,"Jan 03, 2023","Jan 10, 2023","Oct 04, 2022",,Paperback,view (with text),/book/show/59530862-the-lost-girls-of-willowbrook
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Many Daughters of Afong Moy,"Ford, Jamie*",,,B09JPHK66Q,384        pp,3.88,"23,915","Aug 02, 2022","Aug 02, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"2.5 rounded up to 3. I’ve always enjoyed Jamie Ford novels. This one was ok but I had the hardest time reading it. It certainly could have used editin2.5 rounded up to 3. I’ve always enjoyed Jamie Ford novels. This one was ok but I had the hardest time reading it. It certainly could have used editing; there was a lot of repeats. I think the storyline was complicated by the number of main characters and jumping back and forth in time. The premise of epigenics (the study of inherited trauma not transmitted through DNA) is interesting, but it wasn’t made clear that this was the central core of the 7 daughters. Instead it felt like 7 distinct stories of 7 distinct women who happened to have an ancestor who had a story. Perhaps it was the method of weaving around in time and people that made this a less satisfying read for me. Interesting concept though. ...more",Notes are private!,0,0,1,"Jan 13, 2023","Jan 24, 2023","Oct 04, 2022",,Kindle Edition,view (with text),/book/show/59429066-the-many-daughters-of-afong-moy
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Haven,"Donoghue, Emma*",0316413933,9780316413930,0316413933,272        pp,3.42,"9,267","Aug 23, 2022","Aug 23, 2022",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 15, 2022","Oct 31, 2022","Oct 04, 2022",,Hardcover,view,/book/show/59801788-haven
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Touch,"Olafsson, Olaf*",0063226987,9780063226982,0063226987,272        pp,3.99,"1,116","Aug 16, 2022","Aug 16, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 25, 2022","Oct 04, 2022","Sep 25, 2022",,Hardcover,view,/book/show/59681625-touch
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Klara and the Sun,"Ishiguro, Kazuo*",059331817X,9780593318171,059331817X,303        pp,3.75,"336,702","Mar 02, 2021","Mar 02, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 24, 2022","Oct 24, 2022","Sep 24, 2022",,Hardcover,view,/book/show/54120408-klara-and-the-sun
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Horse,"Brooks, Geraldine*",,,B09G9D94VW,413        pp,4.28,"128,848","Jun 14, 2022","Jun 14, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Aug 23, 2022","Sep 24, 2022","Aug 23, 2022",,Kindle Edition,view,/book/show/59560942-horse
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lessons in Chemistry,"Garmus, Bonnie*",,,,390        pp,4.30,"1,230,418","Mar 31, 2022","Apr 05, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 02, 2022","Sep 24, 2022","Aug 02, 2022",,Hardcover,view,/book/show/58065033-lessons-in-chemistry
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Big Lies in a Small Town,"Chamberlain, Diane*",1250087333,9781250087331,1250087333,391        pp,4.14,"91,207","Jan 14, 2020","Jan 14, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 02, 2022","Aug 06, 2022","Aug 02, 2022",,Hardcover,view,/book/show/45046808-big-lies-in-a-small-town
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"How the Penguins Saved Veronica        (Veronica McCreedy, #1)","Prior, Hazel*",1984803816,9781984803818,1984803816,355        pp,4.10,"36,740","Mar 05, 2020","Jun 16, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,"Jul 10, 2022not set","Jul 21, 2022not set","Aug 02, 2022",,Paperback,view,/book/show/50519007-how-the-penguins-saved-veronica
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The World Played Chess,"Dugoni, Robert*",1542029384,9781542029384,B08RD8WFH9,400        pp,4.46,"27,383","Sep 14, 2021","Sep 14, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 06, 2022","Aug 02, 2022","Jul 06, 2022",,Kindle Edition,view,/book/show/56922052-the-world-played-chess
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All the Secrets of the World: A Novel,"Almond, Steve*",1638930023,9781638930020,1638930023,416        pp,3.85,707,"Apr 19, 2022","May 03, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 03, 2022","Jul 06, 2022","Jun 03, 2022",,Hardcover,view,/book/show/59093586-all-the-secrets-of-the-world
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Taste of Ginger,"Shah, Mansi*",1542031893,9781542031899,B08YYYVVTC,317        pp,3.99,"13,526","Dec 07, 2021","Jan 01, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 02, 2022","Jun 10, 2022","Jun 02, 2022",,Kindle Edition,view,/book/show/58262303-the-taste-of-ginger
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Searching for Sylvie Lee,"Kwok, Jean*",0062834304,9780062834300,0062834304,336        pp,3.65,"37,671","Jun 04, 2019","Jun 04, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 15, 2022",,Hardcover,view,/book/show/41716679-searching-for-sylvie-lee
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Diamond Eye,"Quinn, Kate*",0062943510,9780062943514,0062943510,435        pp,4.29,"135,179","Mar 29, 2022","Mar 29, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 15, 2022",,Hardcover,view,/book/show/58490567-the-diamond-eye
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dictionary of Lost Words,"Williams, Pip",1925972593,9781925972597,1925972593,384        pp,4.03,"141,136","Mar 31, 2020","Apr 06, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 14, 2022",,Paperback,view,/book/show/49354511-the-dictionary-of-lost-words
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Silent Patient,"Michaelides, Alex*",1250301696,9781250301697,1250301696,336        pp,4.18,"2,167,195",2018,"Feb 05, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 23, 2022","May 08, 2022","Apr 23, 2022",,Hardcover,view,/book/show/40097951-the-silent-patient
