,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Arbuz Dumbledore's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
407,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Chrzest ognia        (Saga o Wiedźminie, #3)","Sapkowski, Andrzej",8375780677,9788375780673,8375780677,382        pp,4.26,"117,810",1996,Oct 2014,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Większość czasu byłam przekonana, że Sapkowski pisał to na kolanie. Dodatkowa gwiazdka za wzruszenie, gdy historia zaczęła wyglądać tak jak wcześniej.",Notes are private!,0,18,1,"Apr 27, 2022","May 24, 2022","Apr 27, 2022",,Paperback,view (with text),/book/show/23592274-chrzest-ognia
408,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Życie Violette,"Perrin, Valérie",8382153763,9788382153767,8382153763,480        pp,4.28,"72,376","Feb 28, 2018","Mar 23, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 24, 2022",,Hardcover,view,/book/show/60423626-ycie-violette
409,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dwór miodu i popiołu        (Trylogia miodu i lodu, #1)","Mayer, Shannon*",8381788706,9788381788700,8381788706,309        pp,4.04,"20,675","Jul 06, 2021","May 10, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 17, 2022",,Paperback,view,/book/show/60819016-dw-r-miodu-i-popio-u
410,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dzieci ziemi i nieba,"Kay, Guy Gavriel*",8382022561,9788382022568,8382022561,712        pp,4.15,"7,241","May 10, 2016","Jul 06, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 16, 2022",,Hardcover,view,/book/show/57877082-dzieci-ziemi-i-nieba
411,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Eleanor Oliphant ma się całkiem dobrze,"Honeyman, Gail",8327628690,9788327628695,8327628690,352        pp,4.24,"1,226,923","May 09, 2017","May 24, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 16, 2022",,Paperback,view,/book/show/35855419-eleanor-oliphant-ma-si-ca-kiem-dobrze
412,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ona i jej kot,"Shinkai, Makoto",8323350760,9788323350767,8323350760,160        pp,3.88,"12,165","Jun 21, 2013","Feb 17, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Przeurocza, wzruszająca i ładnie napisana powieść ❤️ chociaż przyznam, że nie mogłam przeżyć, że wizja kotów wychodzących jest tu potraktowana jako jePrzeurocza, wzruszająca i ładnie napisana powieść ❤️ chociaż przyznam, że nie mogłam przeżyć, że wizja kotów wychodzących jest tu potraktowana jako jedyny szczęśliwy model kociego życia, kiedy absolutnie wychodzić nie powinny ...more",Notes are private!,0,8,1,"Jul 15, 2023","Jul 17, 2023","Apr 16, 2022",,Paperback,view (with text),/book/show/59823641-ona-i-jej-kot
413,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pustka wietrzna. Polowanie na Morrigan Crow        (Nevermoor #3),"Townsend, Jessica*",8380089081,9788380089082,8380089081,576        pp,4.49,"23,465","Feb 04, 2020","Apr 14, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Jak ja przeżyję czekanie na kolejne tomy,Notes are private!,0,21,1,"Apr 15, 2022","Apr 24, 2022","Apr 15, 2022",,Paperback,view (with text),/book/show/57736209-pustka-wietrzna-polowanie-na-morrigan-crow
414,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Czas pogardy        (Wiedźmin, #4)","Sapkowski, Andrzej",8375780316,9788375780314,8375780316,320        pp,4.16,"142,583",1995,Jan 2011,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Na razie najlepszy tom,Notes are private!,0,9,1,"Apr 15, 2022","Apr 27, 2022","Apr 15, 2022",,Paperback,view (with text),/book/show/12412384-czas-pogardy
415,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Wundermistrz. Powołanie Morrigan Crow        (Nevermoor, #2)","Townsend, Jessica*",8380085795,9788380085794,8380085795,464        pp,4.48,"35,998","Oct 30, 2018","Apr 04, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Kocham Morysię,Notes are private!,0,53,1,"Apr 07, 2022","Apr 15, 2022","Apr 07, 2022",,Paperback,view (with text),/book/show/44786024-wundermistrz-powo-anie-morrigan-crow
416,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Porzucenie kota. Wspomnienie o ojcu,"Murakami, Haruki",8328722127,9788328722125,8328722127,80        pp,3.58,"5,750",Jun 2019,"Apr 13, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Przeczytałam. I wiecie co? Nie sądziłam tak naprawdę, że będzie mi się podobało. Bo to jednak esej, wspomnienie. To bardzo osobiste, to nie moje klimaPrzeczytałam. I wiecie co? Nie sądziłam tak naprawdę, że będzie mi się podobało. Bo to jednak esej, wspomnienie. To bardzo osobiste, to nie moje klimaty. Ale to Murakami i podobało mi się bardzo. Bo to jego pióra i jego historia. Pięknie było być świadkiem, jak Murakami za pomocą pisania układa sobie w głowie relację z ojcem. Pięknie było poznać cząstki historii tego niezwykłego człowieka....more",Notes are private!,0,16,1,"Apr 07, 2022","Apr 07, 2022","Apr 07, 2022",,Paperback,view (with text),/book/show/60628809-porzucenie-kota-wspomnienie-o-ojcu
417,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hard Land,"Wells, Benedict*",8367176308,9788367176309,8367176308,376        pp,4.29,"14,544","Feb 24, 2021","Apr 13, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 07, 2022",,Hardcover,view,/book/show/60465320-hard-land
418,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Krew elfów        (Saga o Wiedźminie, #1)","Sapkowski, Andrzej",8375780650,9788375780659,8375780650,340        pp,4.10,"206,187",1994,Oct 2014,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Uwielbiam te słuchowiska, niesamowite doświadczenie. A sama książka, wiadomo - świetna ❤️",Notes are private!,0,24,1,"Apr 07, 2022","Apr 14, 2022","Apr 07, 2022",,Paperback,view (with text),/book/show/23592243-krew-elf-w
419,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Malowany człowiek. Księga I        (Demoniczny Cykl, #1A)","Brett, Peter V.*",8375740578,9788375740578,8375740578,504        pp,4.20,"3,736",2008,2008,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 05, 2022",,Paperback,view,/book/show/6057931-malowany-cz-owiek-ksi-ga-i
420,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Smutek i rozkosz,"Mason, Meg*",8324074139,9788324074136,8324074139,384        pp,4.10,"99,726","Sep 02, 2020","Apr 11, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 05, 2022",,Paperback,view,/book/show/60538099-smutek-i-rozkosz
421,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Perswazje,"Austen, Jane",8380313992,9788380313996,8380313992,256        pp,4.15,"702,280","Dec 20, 1817","Nov 04, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 29, 2022",,Hardcover,view,/book/show/28382020-perswazje
422,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Posiadłość East Lynne,"Wood, Mrs. Henry",,,,740        pp,3.73,"5,128",1861,2021,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 29, 2022",,Hardcover,view,/book/show/59233841-posiad-o-east-lynne
423,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Żywe morze snów na jawie,"Flanagan, Richard",8308075088,9788308075081,8308075088,272        pp,3.71,"4,171","Sep 29, 2020","Mar 16, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 29, 2022",,Hardcover,view,/book/show/60152729-ywe-morze-sn-w-na-jawie
424,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Inheritance Games        (The Inheritance Games, #1)","Barnes, Jennifer Lynn*",8380089456,9788380089457,8380089456,400        pp,4.17,"705,914","Sep 01, 2020","Apr 13, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 28, 2022",,Paperback,view,/book/show/60429986-the-inheritance-games
425,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Prawo lini,"Pyun, Hye-Young",8366658201,9788366658202,8366658201,264        pp,3.20,506,"Jun 15, 2015","Feb 14, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 28, 2022",,Paperback,view,/book/show/60054597-prawo-lini
426,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Miecz przeznaczenia        (Saga o Wiedźminie, #0.7)","Sapkowski, Andrzej",8375780642,9788375780642,8375780642,400        pp,4.27,"185,060","May 21, 1992",Oct 2014,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Uwielbiam ten zbiór opowiadań, tak jak zapamiętałam - lubię go o wiele bardziej niż pierwszy. Czas na powieści, jestem podekscytowana <3",Notes are private!,0,12,1,"Mar 26, 2022","Apr 07, 2022","Mar 26, 2022",,Paperback,view (with text),/book/show/23592334-miecz-przeznaczenia
427,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Tam, gdzie las spotyka się z niebem","Vanderah, Glendy",8328720892,9788328720893,8328720892,352        pp,4.14,"191,795","Mar 01, 2019","Mar 23, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 26, 2022",,Paperback,view,/book/show/60550061-tam-gdzie-las-spotyka-si-z-niebem
428,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Serce wiedźmy,"Gornichec, Genevieve*",8367137906,9788367137904,8367137906,392        pp,4.05,"49,711","Feb 09, 2021",May 2022,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 26, 2022",,Hardcover,view,/book/show/60637234-serce-wied-my
429,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Ruchomy zamek Hauru        (Zamek, #1)","Jones, Diana Wynne",8382030025,9788382030020,8382030025,312        pp,4.29,"356,407",Apr 1986,"Jun 30, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Nie mogłam dać innej oceny. Animacja jest o wiele lepsza, ale książka też ma w sobie mnóstwo uroku. Samego Hauru wolę książkowego. Wspaniale się to czNie mogłam dać innej oceny. Animacja jest o wiele lepsza, ale książka też ma w sobie mnóstwo uroku. Samego Hauru wolę książkowego. Wspaniale się to czytało, wzruszałam się co chwilę, przytulona tą piękną, znajomą, idealną historią....more",Notes are private!,0,31,1,"Mar 26, 2022","Mar 30, 2022","Mar 26, 2022",,Paperback,view (with text),/book/show/52075135-ruchomy-zamek-hauru
430,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Przypadki Morrigan Crow        (Nevermoor, #1)","Townsend, Jessica*",8380085272,9788380085275,8380085272,432        pp,4.33,"64,176","Oct 12, 2017","Oct 17, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,4.5 Jestem zachwycona,Notes are private!,0,40,1,"Mar 25, 2022","Apr 07, 2022","Mar 25, 2022",,Paperback,view (with text),/book/show/41880417-przypadki-morrigan-crow
431,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Godzina wiedźm,"Henderson, Alexis*",8367137183,9788367137188,8367137183,424        pp,3.81,"37,309","Jul 21, 2020","Apr 13, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Niesamowita książka. W końcu mroczne, przerażające wiedźmy, a cały wątek ograny w klasyczny, choć absolutnie niecodzienny w powieściach sposób. Nie poNiesamowita książka. W końcu mroczne, przerażające wiedźmy, a cały wątek ograny w klasyczny, choć absolutnie niecodzienny w powieściach sposób. Nie podobało mi się za to, że finał rozegrał się na 40 stronach - jakby autorka na siłę chciała już to skończyć....more",Notes are private!,0,11,1,"May 08, 2022","Jun 04, 2022","Mar 24, 2022",,Hardcover,view (with text),/book/show/60550395-godzina-wied-m
432,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dziewczyna, która skoczyła do morza","Oh, Axie*",8381788447,9788381788441,8381788447,290        pp,4.12,"64,570","Feb 22, 2022","Apr 19, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Przepiękna książka. Angażująca do granic, nasycona akcją i emocjami. Z obłędnym baśniowym klimatem, rzeczywiście bardzo zbliżonym do Spirited Away. MoPrzepiękna książka. Angażująca do granic, nasycona akcją i emocjami. Z obłędnym baśniowym klimatem, rzeczywiście bardzo zbliżonym do Spirited Away. Może i plot twist był dość oczywisty, może i pewne zagrania fabularne wymagałyby dopracowania, ale w tej konkretnej książce mi to nie przeszkadza. Bo dała mi tyle radości i wzruszeń, że nie mogę ocenić jej inaczej niż na 5 gwiazdek. Wspaniała, mądra, kreatywna i inspirująca baśń, z pięknym, wyrazistym światem. Ale ostrzegam przed samym wydaniem, nie wiem, gdzie była korekta, ale masa tu błędów różnego rodzaju :/...more",Notes are private!,0,30,1,"Apr 25, 2022","May 02, 2022","Mar 24, 2022",,Paperback,view (with text),/book/show/60683351-dziewczyna-kt-ra-skoczy-a-do-morza
433,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Piękno i bestie. Niebezpieczne baśnie,"Chainani, Soman*",8382660762,9788382660760,8382660762,336        pp,3.81,"7,545","Sep 21, 2021","Mar 09, 2022",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"2.5Piękna i Bestia, Mała syrenka i Piotruś Pan zrobiły na mnie wrażenie i zapamiętam je na długo. Reszta już niekoniecznie. I jestem naprawdę mocno zm2.5Piękna i Bestia, Mała syrenka i Piotruś Pan zrobiły na mnie wrażenie i zapamiętam je na długo. Reszta już niekoniecznie. I jestem naprawdę mocno zmęczona tym, że w tej książce nie było żadnego mężczyzny, który nie był gnojem, nie zdradzał, nie porzucał, nie był agresorem, idiotą, próżniakiem itd....more",Notes are private!,0,10,1,"Mar 22, 2022","Mar 24, 2022","Mar 22, 2022",,Paperback,view (with text),/book/show/60395075-pi-kno-i-bestie-niebezpieczne-ba-nie
434,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Liście,"Dazai, Osamu",8382380352,9788382380354,8382380352,294        pp,3.81,174,Feb 2022,Feb 2022,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Lubię twórczość Dazaia, ale chyba nie w formie opowiadań. Te, które mi się podobały, podobały się bardzo. Te, które mi się nie podobały, męczyły mnie Lubię twórczość Dazaia, ale chyba nie w formie opowiadań. Te, które mi się podobały, podobały się bardzo. Te, które mi się nie podobały, męczyły mnie i wlokły się niemiłosiernie. Finalnie jestem raczej na nie, chociaż doceniam i ze dwa opowiadania zapamiętam....more",Notes are private!,0,6,1,"Mar 22, 2022","Mar 22, 2022","Mar 22, 2022",,Paperback,view (with text),/book/show/60428699-li-cie
435,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ostatnie życzenie,"Sapkowski, Andrzej",,,,332        pp,4.14,"353,477","Jan 31, 1993","Nov 01, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5Niezmiennie - bardzo lubię, słuchowisko jest świetne, ale jednak czekam na powieści ❤️",Notes are private!,0,21,1,"Mar 20, 2022","Mar 26, 2022","Mar 20, 2022",,,view (with text),/book/show/59521846-ostatnie-yczenie
436,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Akty desperacji,"Nolan, Megan",8396270627,9788396270627,8396270627,352        pp,3.75,"26,190","Mar 09, 2021","Feb 16, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Wciągnęła mnie tak, że przeczytałam w jeden dzień. Wspaniała. Przed przeczytaniem zachęcam do sprawdzenia trigger warningów na StoryGraph",Notes are private!,0,20,1,"May 27, 2022","May 28, 2022","Mar 15, 2022",,Paperback,view (with text),/book/show/60122925-akty-desperacji
437,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dół,"Pyun, Hye-Young",8394432794,9788394432799,8394432794,174        pp,3.36,"7,246","Mar 23, 2016","Nov 30, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 13, 2022",,Paperback,view,/book/show/37764749-d
438,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Perfect on Paper,"Gonzales, Sophie*",8367137124,9788367137126,8367137124,420        pp,3.99,"32,215","Mar 09, 2021","Feb 23, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Bardzo dobra w swoim gatunku. Pochłonęłam ją w sumie na dwa posiedzenia. Niesamowicie przyjemnie mi się ją czytało,Notes are private!,0,18,1,"Mar 12, 2022","Mar 13, 2022","Mar 12, 2022",,Paperback,view (with text),/book/show/59839954-perfect-on-paper
439,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Księga żywych sekretów,"Roux, Madeleine*",8382660789,9788382660784,8382660789,416        pp,3.17,"3,073","Mar 08, 2022","Mar 23, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 12, 2022",,Paperback,view,/book/show/60425714-ksi-ga-ywych-sekret-w
440,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Królestwo Nikczemnych        (Królestwo Nikczemnych, #1)","Maniscalco, Kerri*",8328721082,9788328721081,8328721082,448        pp,3.89,"275,812","Oct 27, 2020","Apr 13, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 11, 2022",,Paperback,view,/book/show/60542975-kr-lestwo-nikczemnych
441,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Horrorstör,"Hendrix, Grady*",8377313898,9788377313893,8377313898,248        pp,3.66,"92,067","Sep 23, 2014","Feb 16, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 11, 2022",,Paperback,view,/book/show/59825259-horrorst-r
442,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Zamknij wszystkie drzwi,"Sager, Riley*",8367137027,9788367137027,8367137027,432        pp,3.90,"210,673","Jul 02, 2019","Mar 23, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Chyba będę jedną z nielicznych osób, którym ta książka się podobała",Notes are private!,0,18,1,"May 25, 2022","May 30, 2022","Mar 11, 2022",,Paperback,view (with text),/book/show/60104582-zamknij-wszystkie-drzwi
443,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Jedno po drugim,"Ware, Ruth*",836705492X,9788367054928,836705492X,464        pp,3.73,"186,682","Sep 08, 2020","Mar 23, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Przyjemne, wciągające czytadełko. Nie domyśliłam się, kto zabił, ale też ten reveal nie zrobił na mnie żadnego wrażenia, bo w sumie był dość oczywistyPrzyjemne, wciągające czytadełko. Nie domyśliłam się, kto zabił, ale też ten reveal nie zrobił na mnie żadnego wrażenia, bo w sumie był dość oczywisty. Ja celowałam po prostu w inną stronę ...more",Notes are private!,0,24,1,"May 29, 2023","May 31, 2023","Mar 11, 2022",,Paperback,view (with text),/book/show/60464130-jedno-po-drugim
444,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Papierowy Pałac,"Heller, Miranda Cowley",8367054423,9788367054423,8367054423,400        pp,3.81,"321,090","Jul 06, 2021","Feb 23, 2022",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Drogie osoby recenzenckie - piszcie proszę o trigger warningach w swoich recenzjach. Jeśli wy tego nie zrobicie, to nikt nie zrobi. Naprawdę możecie oDrogie osoby recenzenckie - piszcie proszę o trigger warningach w swoich recenzjach. Jeśli wy tego nie zrobicie, to nikt nie zrobi. Naprawdę możecie oszczędzić komuś niepotrzebnej krzywdy....more",Notes are private!,0,26,1,"Apr 24, 2022","Apr 25, 2022","Mar 10, 2022",,Hardcover,view (with text),/book/show/60229523-papierowy-pa-ac
445,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hrabia Monte Christo. Część 1,"Dumas, Alexandre",8377793180,9788377793183,8377793180,704        pp,4.52,"10,828",Aug 1844,"Jan 11, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 10, 2022",,Hardcover,view,/book/show/35037522-hrabia-monte-christo-cz-1
446,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Mroczna krypta        (Archiwum, #1-2.5)","Schwab, V.E.*",836705458X,9788367054584,836705458X,653        pp,4.26,"3,621","Aug 14, 2018","Mar 09, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 09, 2022",,Hardcover,view,/book/show/60379716-mroczna-krypta
447,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dziewczyna, która prześcignęła czas        (Vortex, #2)","Benning, Anna",8380089413,9788380089419,8380089413,512        pp,4.47,"3,231","Sep 23, 2020","Mar 09, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"4.5Uwielbiam tę serię, uwielbiam ten świat, uwielbiam obłędną dynamikę. Dajcie mi 3 część!",Notes are private!,0,36,1,"Mar 15, 2022","Mar 26, 2022","Mar 09, 2022",,Paperback,view (with text),/book/show/60543995-dziewczyna-kt-ra-prze-cign-a-czas
448,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Oberża na pustkowiu,"du Maurier, Daphne",8382159044,9788382159042,8382159044,336        pp,3.89,"50,073",1936,"Apr 13, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"4.5 Zakochałam się. Wspaniała książka, emocjonująca, trzymająca w napięciu, z mądrą, cudowną bohaterką, która stała się moją ulubienicą. Z niesamowity4.5 Zakochałam się. Wspaniała książka, emocjonująca, trzymająca w napięciu, z mądrą, cudowną bohaterką, która stała się moją ulubienicą. Z niesamowitym, zimnym i mglistym klimatem. Nie spodziewałam się czegoś tak dobrego ❤️...more",Notes are private!,0,20,1,"Aug 05, 2022","Aug 13, 2022","Mar 09, 2022",,Hardcover,view (with text),/book/show/60575755-ober-a-na-pustkowiu
449,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tsugumi,"Yoshimoto, Banana",830602947X,9788306029475,,150        pp,3.76,"13,136","Mar 20, 1989",2005,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Zdecydowanie gorsza książka niż wspaniałe N.P czy Kuchnia, to na pewno. Ale nie była też zła. Taka czytanka na jeden wieczór.",Notes are private!,0,6,1,"May 13, 2023","May 14, 2023","Mar 08, 2022",,Paperback,view (with text),/book/show/6313541-tsugumi
450,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,N.P.,"Yoshimoto, Banana",8366658015,9788366658011,8366658015,158        pp,3.55,"11,273","Dec 25, 1990","Jul 15, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Dziwna, niekiedy mocno gorsząca, ale jednocześnie niesamowita i piękna.",Notes are private!,0,15,1,"Mar 03, 2022","Mar 06, 2022","Mar 03, 2022",,Paperback,view (with text),/book/show/54634213-n-p
451,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Heartstopper: Volume Four        (Heartstopper, #4)","Oseman, Alice*",1338617567,9781338617566,1338617567,384        pp,4.61,"378,215","May 06, 2021","Jan 04, 2022",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,8,1,"Mar 02, 2022","Mar 02, 2022","Mar 02, 2022",,Hardcover,view,/book/show/56060300-heartstopper
452,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Heartstopper: Volume Three        (Heartstopper, #3)","Oseman, Alice*",,,,384        pp,4.58,"430,783","Feb 06, 2020","Feb 06, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Szybko mi to idzie,Notes are private!,0,10,1,"Mar 02, 2022","Mar 02, 2022","Mar 01, 2022",,Paperback,view (with text),/book/show/43449920-heartstopper
