,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,NILTON's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pope Joan,"Cross, Donna Woolfolk*",0345416260,9780345416261,0345416260,422        pp,4.09,"71,489",1996,"Jun 09, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 29, 2023",,Paperback,view,/book/show/27252.Pope_Joan
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Kitchen House,"Grissom, Kathleen*",1439153663,9781439153666,1439153663,369        pp,4.22,"275,045","Feb 02, 2010","Feb 02, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"TW: sexual abuse, alcohol abuseAlthough very melodramatic and formulaic, I couldn’t stop reading this. I do love some drama, and there are plenty in hTW: sexual abuse, alcohol abuseAlthough very melodramatic and formulaic, I couldn’t stop reading this. I do love some drama, and there are plenty in here.The simple writing and the storytelling were very engaging, and the characters were interesting and likeable.This is a work of fiction set in Virginia, before the American Civil War.The story is narrated in alternating chapters by two distinct characters: Belle, a black slave and Lavinia, a white indentured servant.The author clearly has done extensive research into plantation life, but the cruelty and injustice of slavery is never really spoken of.As an entertainment this worked out well for me.I think that it would be perfect for a tv series.I do recommend the excellent audiobook.ebook (Kobo): 410 pages (default), 127k words (55 chapters)Audiobook narrated by Orlagh Cassidy and Bahni Turpin: 13 hours (normal speed)...more",Notes are private!,0,8,1,"Dec 29, 2023","Dec 30, 2023","Dec 29, 2023",,Paperback,view (with text),/book/show/6837103-the-kitchen-house
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Demon of Unrest: A Saga of Hubris, Heartbreak, and Heroism at the Dawn of the Civil War","Larson, Erik*",0385348746,9780385348744,0385348746,592        pp,4.31,68,"Apr 30, 2024","Apr 30, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 29, 2023",,Hardcover,view,/book/show/195608683-the-demon-of-unrest
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Divine Might: Goddesses in Greek Myth,"Haynes, Natalie*",0063377098,9780063377097,0063377098,288        pp,4.11,"3,103","Sep 28, 2023","Jan 02, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 29, 2023",,Hardcover,view,/book/show/187016352-divine-might
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,You Like It Darker,"King, Stephen*",1668060582,9781668060582,1668060582,512        pp,4.18,39,"May 21, 2024","May 21, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 29, 2023",,Hardcover,view,/book/show/201244026-you-like-it-darker
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Mysterious Case of the Alperton Angels,"Hallett, Janice",1668023393,9781668023396,1668023393,432        pp,4.03,"14,133","Sep 14, 2023","Jan 23, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 29, 2023",,Hardcover,view,/book/show/176442891-the-mysterious-case-of-the-alperton-angels
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Women,"Hannah, Kristin*",1250178630,9781250178633,,480        pp,4.69,"224,094","Feb 06, 2024","Feb 06, 2024",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"“The Women”, by Kristin Hannah4 stars ⭐️⭐️⭐️⭐️ Another great work of fiction, inspired by firsthand accounts of the women who served in Vietnam.This w“The Women”, by Kristin Hannah4 stars ⭐️⭐️⭐️⭐️ Another great work of fiction, inspired by firsthand accounts of the women who served in Vietnam.This was my 7th book by this author and I read it in two sittings.My favourites to date are “The Nightingale” and “The Four Winds”.Although this book was melodramatic and the main character a bit unlikeable (and spoiled), I really enjoyed it.The storytelling was terrific and heartfelt, especially when it came to PTSD.The development of the story made this a compelling read, although some parts were a bit repetitive, but I wished that there were other voices (different perspectives or POV).The writing was really good, as expected.The conclusion was a bit chaotic (and rushed), but believable. Love can be so complicated for some.My ratings were based on its entertaining level.I may revisit this  later on, but for now this is all I have to say.By the way, I simultaneously listened to the audiobook. Julia Whelan is a terrific narrator.Hardcover (St Mark Press): 480 pages (2 parts, 35 chapters)ebook (Kobo): 426 pages (default), 142k words audiobook narrated by Julia Whelan: 15 hours (normal speed)(and yes, I have all 3 formats)PS. Don’t miss the author’s notes at the end of the book. This book was conceived in 1997, but the author felt she was too young and inexperienced at the time. It took her years to revisit her concept.Further readings recommended by the author:“Healing Wounds”, by Diane Carlson Evans & Bob Welch“American Daughter Gone to War”, by Winnie Smith & William Morrow“Home Before Morning”, by Lynda Van Devanter“Women in Vietnam: the oral history”, by Ron Steinman“A Piece of My Heart”, by Keith Walker“After the Hero’s Welcome”, by Dorothy H. McDaniel“The League of Wives”, by Heath Hardage Lee“In Love and War”, by Jim and Sybil Stockdale“The Turning: A History of Vietnam Veterans Against the War “, by Andrew E. Hunt...more",Notes are private!,12,37,1,"Feb 17, 2024","Feb 18, 2024","Dec 29, 2023",,Hardcover,view (with text),/book/show/127305853-the-women
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Stranger in the Lifeboat,"Albom, Mitch*",006288834X,9780062888341,006288834X,271        pp,4.12,"80,170","Nov 02, 2021","Nov 02, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was my second book by this author (and in the same month), highly recommended by a fellow reader.It’s a small book and I had no idea as what to eThis was my second book by this author (and in the same month), highly recommended by a fellow reader.It’s a small book and I had no idea as what to expect.As soon as I started I was immediately pleased with the writing and the storytelling.This book is about faith, but mostly it’s about grief and hope. I found that the story was captivating.But to really enjoy the story, you must forget about being logical. Take it as an entertainment, if you must.I’m not a religious person, but I absolutely respect and understand people’s beliefs.In times of desperation everyone will try to hold on to something.An excerpt: “Despair has its own voice. It is a prayer unlike any other.”I read while simultaneously listening to the audiobook narrated by the author, who’d did an excellent job. It simply enhanced my reading experience.e-book (Kobo): 158 pages (default), 42k words Hardcover (Harper): 271 pagesAudiobook narrated by the author: 4.9 hours (normal speed)...more",Notes are private!,2,10,1,"Dec 28, 2023","Dec 29, 2023","Dec 28, 2023",,Hardcover,view (with text),/book/show/56922594-the-stranger-in-the-lifeboat
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Maurice,"Forster, E.M.",0141441135,9780141441139,,272        pp,4.08,"46,850",1971,"Jul 28, 2005",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"TW: suicidal thoughtsI’ve been meaning to read this book since I watched the movie adaptation in 1987.I don’t know what triggered my desired to read tTW: suicidal thoughtsI’ve been meaning to read this book since I watched the movie adaptation in 1987.I don’t know what triggered my desired to read this work now, but I was suddenly desperately seeking for a copy within my books, certain that I owned one. As I couldn’t find, I tried ordering a copy from the library but there was a 4 weeks waiting period. At the end I purchased a copy from Kobo, as well as the audiobook narrated by Ben Whishaw, available on Audible.I listened to the audiobook as I read the book. The narration is formidable! One of those voices that you love listening at normal speed. It made my experience extraordinary! As I read each page, scenes from the movie would clearly appear in front of my eyes, as if I had watched the movie adaptation just yesterday.I immensely enjoyed the writing, which I thought was very easy and clear.I also liked the structure and the development of the storyline.The story is set in England, starting in 1898, when Maurice was 14 years old (in the movie he was 11).The main character is not very likeable, but he is shown as being very human and believable. Maurice’s & Clive’s struggles with theirs sexuality were quite touching (the young generation has no idea how fortunate they are now).Differences in social status were also evident among the characters.I praised the author for writing a story based on his own struggles and experiences, and also for not making the story about sex. This book is free of vulgarities.I wonder how this book would have been taken by the society, had it been released back in 1914, instead of 1971.Some readers may be upset about the treatment towards women, but you have to remember when the story is set (only selected women of 30 years old or older were allowed to vote in England starting in 1918, and 10 years later women of at least 21 years of age were finally able to vote).Yes, society was cruel to women and homosexuals were treated as criminals There are differences between the novel and the movie adaptation, and these differences are listed in Wikipedia. Nothing major in my opinion, but the book is definitely better.e-book (Kobo): 242 pages (default), 62k wordsAudiobook narrated by Ben Whishaw: 7:28:17 hours (normal speed)Paperback (Penguin Books): 272 pages...more",Notes are private!,10,18,1,"Dec 27, 2023","Dec 28, 2023","Dec 27, 2023",,Paperback,view (with text),/book/show/262147.Maurice
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Vanity Fair,"Thackeray, William Makepeace",0141439831,9780141439839,0141439831,867        pp,3.80,"128,164",1847,"Apr 29, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 26, 2023",,Paperback,view,/book/show/5797.Vanity_Fair
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Great Reclamation,"Heng, Rachel*",059342011X,9780593420119,059342011X,464        pp,4.03,"2,539","Mar 28, 2023","Mar 28, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 26, 2023",,Hardcover,view,/book/show/60462539-the-great-reclamation
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Caleb's Crossing,"Brooks, Geraldine*",,,B004Q7DQJA,435        pp,3.85,"67,806","May 01, 2011",Jun 2023,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Well, I did struggle with this one.I think that the writer was too concerned about writing with perfection and forgot to put her heart in it. This is Well, I did struggle with this one.I think that the writer was too concerned about writing with perfection and forgot to put her heart in it. This is clearly a brain’s work (in my opinion). The narrative felt academic.It’s too dry and flat. I was totally detached from the whole thing.Even the audiobook, which I listened while reading, did not help with my enjoyment.The concept is great, but the development of the story was slow and uninteresting.Some parts are upsetting, especially the hypocrisy of the people claiming to be religious.Also, this book has little to do with Caleb. I mean, he is a minor character despite the title of the book.It left me so frustrated that I don’t feel talking about it.And yes. I was completely bored.There! I said it.I’m giving it 3 stars taking into consideration the writing and the research.Audiobook narrated by Jennifer Ehle: 12.1 hours (normal speed) e-book (Kobo): 411 pages (default), 111k words ...more",Notes are private!,10,19,1,"Dec 29, 2023","Dec 29, 2023","Dec 25, 2023",,Kindle Edition,view (with text),/book/show/181864792-caleb-s-crossing
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,West with Giraffes,"Rutledge, Lynda*",1542023351,9781542023351,B088FF4S7Q,381        pp,4.37,"128,528","Feb 01, 2021","Feb 01, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 25, 2023",,Kindle Edition,view,/book/show/56449476-west-with-giraffes
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Home Front,"Hannah, Kristin*",1250858232,9781250858238,1250858232,432        pp,4.21,"134,145","Jan 31, 2012","Nov 08, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.75 starsThis was my sixth book by this author. I simply adore her writing and storytelling.This book was published in 2012. It’s quite enjoyable and3.75 starsThis was my sixth book by this author. I simply adore her writing and storytelling.This book was published in 2012. It’s quite enjoyable and it’s a very easy read. It’s also quite emotional.The development of the story around PTSD was skillfully executed. The family dynamic was a bit unbelievable and the conclusion was a bit too easy, but overall I thought that this book as a good entertainment.Not all characters are likeable, and I think that most readers rated this book negatively just based on that.I read it practically in one sitting.The audiobook narrated by Maggi-Meg Reed is excellent!Don’t miss the interview with the author, at the end of the book.Ebook (Kobo): 416 pages, 129k wordsAudiobook: 15.5 hours (normal speed)...more",Notes are private!,6,22,1,"Dec 23, 2023","Dec 23, 2023","Dec 23, 2023",,Paperback,view (with text),/book/show/59808223-home-front
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Little Liar,"Albom, Mitch*",0062406655,9780062406651,0062406655,352        pp,4.62,"33,085",unknown,"Nov 14, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5 stars ⭐️⭐️⭐️✨ This was quite interesting and I loved the concept.The story is narrated by the voice of “Truth” (just like “Death” was the voice in3.5 stars ⭐️⭐️⭐️✨ This was quite interesting and I loved the concept.The story is narrated by the voice of “Truth” (just like “Death” was the voice in “The Book Thief”, by Markus Zusak but here the impact is much lower).This was somewhat refreshing, as I have never read a book about the Holocaust that was set in Greece but ends in America.The story was well executed (although there were large gaps between time), and its development was heartbreaking, as expected from such a topic.My main complaint is that I did not feel connected with the characters.I did enjoy the twist at the end.This was my first book by this author.I have already separated “The Stranger in the Lifeboat”.Ebook (Kobo): 225 pages (default), 69k wordsHardcover (Harper): 352 pages (6 parts, 45 chapters)...more",Notes are private!,24,62,1,"Dec 23, 2023","Dec 23, 2023","Dec 22, 2023",,Hardcover,view (with text),/book/show/112975105-the-little-liar
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Earth,"Boyne, John*",152991650X,9781529916508,B0CGWRSP2H,168        pp,4.51,137,unknown,"Apr 18, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 21, 2023",,Kindle Edition,view,/book/show/198222359-earth
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Blind Assassin,"Atwood, Margaret*",0385720955,9780385720953,0385720955,521        pp,3.96,"155,479",Sep 2000,"Aug 28, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,0,not set,not set,"Dec 20, 2023",,Paperback,view,/book/show/227614.The_Blind_Assassin
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Boy's Life,"McCammon, Robert",,,,625        pp,4.39,"34,969",Aug 1991,"Oct 18, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 20, 2023",,Kindle Edition,view,/book/show/12923449-boy-s-life
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Swan Song,"McCammon, Robert",,,B005T54IAY,929        pp,4.29,"68,112","Jun 01, 1987","Oct 18, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 20, 2023",,Kindle Edition,view,/book/show/12972591-swan-song
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Cousin Rachel,"du Maurier, Daphne",1844087638,9781844087631,1844087638,335        pp,3.99,"59,119",1951,"Aug 04, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 20, 2023",,Hardcover,view,/book/show/11158245-my-cousin-rachel
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Clara Callan: A novel,"Wright, Richard B.",0002005018,9780002005012,0002005018,414        pp,3.87,"9,106","Jan 01, 2001","Jan 01, 2001",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"“Clara Callan”, by Richard B. Wright5 stars ⭐️⭐️⭐️⭐️⭐️ TW: rape, abortion, adulteryThis was another book that I had sitting unopened in my library sin“Clara Callan”, by Richard B. Wright5 stars ⭐️⭐️⭐️⭐️⭐️ TW: rape, abortion, adulteryThis was another book that I had sitting unopened in my library since its release in 2001. A hardcover and first edition.And I’m very happy for finally feeling that it was time to read it.And what a compelling book it is. I was completely enthralled. Some parts were moving.Not so much for the story (there is no plot but it’s about two small-town sisters and their life-changing experiences on the eve of the Second World War), but for the writing, the storytelling and for its epistolary form, which can be so hard to give depth to a story or characters.The work here is superb, hence my ratings.The flow was perfect, although the year of 1937 felt a bit long and repetitive (the book is divided into 5 years: 1934, 1935, 1936, 1937 & 1938), and the characters felt real and were all likeable or believable.This book won the Giller Prize, the Governor General’s Award and the Trillium Award.It’s in my opinion a gem.Hardcover (first edition by Harper Flamingo Canada): 414 pages ebook (Kobo): 492 pages (default), 142k words ...more",Notes are private!,8,19,1,"Mar 08, 2024","Mar 17, 2024","Dec 20, 2023",,Hardcover,view (with text),/book/show/969335.Clara_Callan
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Drowning Faith        (The Poppy War, #2.5)","Kuang, R.F.*",,,,15        pp,4.53,"15,633",Nov 2020,Nov 2020,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 20, 2023",,ebook,view,/book/show/55927316-the-drowning-faith
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Burning God        (The Poppy War, #3)","Kuang, R.F.*",0008339147,9780008339142,0008339147,622        pp,4.31,"86,912","Nov 17, 2020","Nov 26, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 20, 2023",,Hardcover,view,/book/show/45857086-the-burning-god
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Dragon Republic        (The Poppy War, #2)","Kuang, R.F.*",,,,658        pp,4.38,"116,236","Aug 06, 2019","Aug 08, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 20, 2023",,Hardcover,view,/book/show/41118857-the-dragon-republic
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Running Grave        (Cormoran Strike, #7)","Galbraith, Robert",0316572101,9780316572101,0316572101,960        pp,4.62,"65,707","Sep 26, 2023","Sep 26, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"5 brilliant stars ⭐️⭐️⭐️⭐️⭐️ TW: sexual and emotional abuse; suicide.What a great surprise! It’s not flawless, but I loved it!This was my first book b5 brilliant stars ⭐️⭐️⭐️⭐️⭐️ TW: sexual and emotional abuse; suicide.What a great surprise! It’s not flawless, but I loved it!This was my first book by this author (not including Harry Potter).I only decided to start with this one because everyone said it’s her best. Besides, I find stories about cults a bit intriguing and fascinating. The opening/prologue written in epistolary form got me immediately hooked. I wished that the prologue was longer or that a big part of the book was written in that style. Yes, I have a weakness for that.The concept and the development of the storyline were simply brilliant! I don’t think that I experienced a moment of boredom. It’s quite riveting.Anyways… I don’t want to go on pointing out everything that I liked or didn’t like, except that I thought it could have been shorter (Charlotte’s obsession with Strike was quite annoying, but poor, poor Charlotte). Robin’s experience was heartbreaking.I’m so looking forward to reading the other books in this series, but I decided to do it backwards (yes, I understand that reading in order is better for understanding a character and also to avoid possible spoilers).I had the pleasure of reading and simultaneously listening to the audiobook, which I borrowed from the public library.Hardcover (Mulholand Books): 960 pages (136 chapters)ebook (Kobo): 971 pages (default), 301k wordsaudiobook narrated by Robert Glenister: 34.2 hours (highly recommend, unless the way he pronounces “I Ching” - 136 times at least - is a problem for you - I just got used to it )PS. I noticed that lots of ers complained about misspelling or orthographic errors, but in my edition it seems that those were used to represent a figure of speech for some characters of lower education....more",Notes are private!,6,20,1,Jan 2024,"Jan 04, 2024","Dec 20, 2023",,Hardcover,view (with text),/book/show/139399948-the-running-grave
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Ink Black Heart        (Cormoran Strike, #6)","Galbraith, Robert",0316473537,9780316473538,0316473537,"1,391        pp",4.12,"89,800","Aug 30, 2022","Sep 21, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 20, 2023",,Hardcover,view,/book/show/60144955-the-ink-black-heart
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Lethal White        (Cormoran Strike, #4)","Galbraith, Robert",0316422770,9780316422772,0316422770,650        pp,4.24,"165,653","Sep 18, 2018","Jun 11, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 20, 2023",,Paperback,view,/book/show/42283287-lethal-white
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Career of Evil        (Cormoran Strike, #3)","Galbraith, Robert",,,B0106E2CO6,609        pp,4.22,"208,755","Oct 20, 2015",Jun 2018,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 20, 2023",,Kindle Edition,view,/book/show/40611999-career-of-evil
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Troubled Blood        (Cormoran Strike, #5)","Galbraith, Robert",0751579939,9780751579932,0751579939,944        pp,4.37,"125,915","Sep 15, 2020","Sep 15, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 20, 2023",,Hardcover,view,/book/show/51807232-troubled-blood
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Silkworm        (Cormoran Strike, #2)","Galbraith, Robert",0316206873,9780316206877,0316206873,464        pp,4.05,"269,594","Jun 19, 2014","Jun 19, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 20, 2023",,Hardcover,view,/book/show/18214414-the-silkworm
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Cuckoo's Calling        (Cormoran Strike, #1)","Galbraith, Robert",0316206849,9780316206846,0316206849,456        pp,3.89,"581,562","Apr 18, 2013","Apr 30, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 20, 2023",,Hardcover,view,/book/show/16160797-the-cuckoo-s-calling
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Institute,"King, Stephen*",,,,561        pp,4.20,"270,809","Sep 10, 2019","Sep 10, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I purchased a copy of this book in 2019, the year it was published, but only in 2020 i decided to read it. I couldn’t pass 15%.In 2021 I tried again, I purchased a copy of this book in 2019, the year it was published, but only in 2020 i decided to read it. I couldn’t pass 15%.In 2021 I tried again, and again in 2023, with the same results. I just couldn’t get into it.Now, 2024, I decided to face it and forever remove it from my TBR pile.The funny (or sad) thing, is that I had to restart 3 times before the 4th chapter. Seriously. So I added the audiobook to play alongside. It helped me pass the first 15%. Now I knew that I was not going to put it back in shelves, unfinished.I went through this ordeal just because I’ve been a huge fan of Mr. King and because I had purchased a copy.But honestly, it was not worth it.There was nothing in this book that made me feel entertained.I was bored most of the time.The writing didn’t feel like it was done by King. In my opinion, the dialogues were bad and silly and the audiobook made the dialogues sound even worse.The last 30% was the best part (the pace was faster and the chapters were shorter).Anyways, this book was not meant to be read by me. I really did not care about anything.My fellow readers absolutely loved this book.Young adults may have a blast with this book (King is good about creating teens characters).Oh well… I should have trusted my gut from the beginning (note to myself)Paperback (Gallery Books): 576 pagesE-book (Kobo): 572 pages (default), 177k words Audiobook narrated by Santino Fontana: 19 hours (normal speed) - Fontana won the Audie Award for his performance. He does have a nice voice, but at normal speed it would put me to sleep)....more",Notes are private!,2,2,1,"Jan 10, 2024","Jan 12, 2024","Dec 20, 2023",,Hardcover,view (with text),/book/show/43798285-the-institute
121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,2023 on Goodreads,Various,,,,unknown,4.12,"1,420",2023,2023,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was a very good year for reading. I found plenty of 4 stars, and of course, I had lots of disappointments and some I couldn’t finish.Discovered nThis was a very good year for reading. I found plenty of 4 stars, and of course, I had lots of disappointments and some I couldn’t finish.Discovered new authors and I have to mention how impressed I was by Michael Crummey’s and Nathan Hill’s writing.Here are my 5 stars for 2023, in order of preference, out of 202 books, to date: Reviews posted on Goodreads: 1. “The Covenant of Water”, by Abraham Verghese2. “Funny Boy”, by Shyam Selvadurai3. “Hello Beautiful”, by Ann Napolitano4. “The Innocents”, by Michael Crummey5. “Age of Vice”, by Deepti Kapoor6. “All The Broken Places”, by John Boyne7. “The Thirteenth Tale”, by Diane Setterfield 8. “The River We Remember”, by William Kent Krueger9. “Cutting for Stone”, Abraham Verghese10. “The Nix”, by Nathan Hill11. “Mystic River”, by Dennis Legane12. “Nineteen Minutes”, by Jodi Picoult 13. “My Sister’s Keeper”, by Jodi Picoult14. “When We Lost Our Heads”, by Heather O’Neil (historical fiction)15. “The Quiet Tenant”, by Clémence Michallon (psychological thriller)16. “The Pact”, by Jodi Picoult17. “Strange Sally Diamond”, by Liz Nugent18. “Wellness”, by Nathan Hill19. “How the Penguins Saved Veronica”, (aka “Away With The Penguins”), by Hazel Prior20. “The Humans”, by Matt Haig21. “No Two Persons”, by Erica Bauermeister22. “Honor”, by Thrity Umrigar23. “Lady Tan's Circle of Women”, by Lisa See24. “Maurice”, by E. M. Forster25. “All the Sinners Bleed”, by S. A. Cosby26. “My Darkest Prayer”, by S. A. Cosby27. “Hang the Moon”, by Jeannette Walls28. “Scythe”, by Neal Shusterman (book 1 of “Arc of a Scythe” series)29. “The Sculptor”, by Tony GregoryAdditional 5 stars - re-reads, but first time in English:1. “David Copperfield”, by Charles Dickens 2. “Wuthering Heights”, by Emily Brontë 3. “The Pearl”, by John Steinbeck (a novella)4. “The Strange Case of Dr. Jekyll and Mr. Hyde and Other Tales of Horror”, by Robert Louis Stevenson (on Kindle) (a novella)...more",Notes are private!,22,58,1,Jan 2023,"Dec 29, 2023","Dec 17, 2023",,,view (with text),/book/show/62316199-2023-on-goodreads
