,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Angela's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Galatea,"Miller, Madeline*",,,,37        pp,3.93,"88,446","Aug 13, 2013","Aug 13, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 18, 2020","Apr 21, 2020","Feb 18, 2020",,Kindle Edition,view,/book/show/18241102-galatea
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Girl at War,"Nović, Sara*",0812996348,9780812996340,0812996348,320        pp,4.01,"31,166","May 12, 2015","May 12, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 10, 2020","Feb 18, 2020","Feb 10, 2020",,Hardcover,view,/book/show/23209971-girl-at-war
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Over the Top: A Raw Journey to Self-Love,"Van Ness, Jonathan",0062906402,9780062906403,,6        pp,4.19,"65,517","Sep 24, 2019","Sep 24, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This ended up being a lot more emotional for me than I was ready for— ugly crying in my car while JVN tells me the dark parts of his story. This book This ended up being a lot more emotional for me than I was ready for— ugly crying in my car while JVN tells me the dark parts of his story. This book might be hard for people who have lost loved ones to the AIDS virus— it stirred some memories for me but I know that my hot air balloonist, quirky Uncle Larry is living his dreams further on the other side.JVN made me laugh (clearly made me cry) but also shared some amazing insight into forgiving yourself and moving forward no matter how many mistakes you’ve made. It was nice to learn about the varying layers of JVN and how the Fab Five first met. I highly recommend this one in audiobook form :)...more",Notes are private!,0,1,1,"Jan 27, 2020","Jan 30, 2020","Jan 27, 2020",,Audiobook,view (with text),/book/show/41824023-over-the-top
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sanditon: Jane Austen's Last Novel Completed,"Austen, Jane",,,0684843420,316        pp,3.79,"6,836",1975,"Oct 06, 1998",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I was going to go on a rant, but it is not necessary. If you did not like the ending to the Sanditon miniseries on ITV, PBS Masterpiece --just read thI was going to go on a rant, but it is not necessary. If you did not like the ending to the Sanditon miniseries on ITV, PBS Masterpiece --just read this. You will be happier. The End....more",Notes are private!,0,29,1,"Jan 22, 2020","Jan 27, 2020","Jan 22, 2020",,Paperback,view (with text),/book/show/166177.Sanditon
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Kiss Quotient        (The Kiss Quotient, #1)","Hoang, Helen*",0451490819,,B075HXST4P,323        pp,3.90,"437,219","Jun 05, 2018","Jun 05, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Is it cheesy? Yes! Was it predictable? Yes, but entertaining and like reading a dirty Hallmark Movie script (well slightly better than Hallmark). DefiIs it cheesy? Yes! Was it predictable? Yes, but entertaining and like reading a dirty Hallmark Movie script (well slightly better than Hallmark). Definitely listen to this with headphones :)...more",Notes are private!,0,8,1,"Jan 08, 2020","Jan 14, 2020","Jan 08, 2020",,Kindle Edition,view (with text),/book/show/36199084-the-kiss-quotient
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Toxic Parents: Overcoming Their Hurtful Legacy and Reclaiming Your Life,"Forward, Susan",0553381407,9780553381405,0553381407,308        pp,4.15,"14,932","Jan 01, 1990","Jan 02, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2020",,Paperback,view,/book/show/103999.Toxic_Parents
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Dream Thieves        (The Raven Cycle, #2)","Stiefvater, Maggie*",0545424941,9780545424943,0545424941,439        pp,4.22,"200,824","Sep 17, 2013","Sep 17, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 02, 2020",Apr 2020,"Jan 02, 2020",,Hardcover,view,/book/show/17347389-the-dream-thieves
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Call of the Wild and Other Stories,"London, Jack",,,B017A1FDJO,96        pp,3.95,275,unknown,"Oct 01, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,Jan 2020,"Feb 07, 2020","Jan 01, 2020",,Kindle Edition,view,/book/show/27778297-the-call-of-the-wild-and-other-stories
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Super Attractor: Methods for Manifesting a Life beyond Your Wildest Dreams,"Bernstein, Gabrielle",1401957161,9781401957162,1401957161,248        pp,4.13,"9,739","Nov 05, 2019","Sep 24, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Dec 17, 2019","Apr 04, 2020","Dec 17, 2019",,Hardcover,view,/book/show/43496426-super-attractor
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Raven Boys        (The Raven Cycle, #1)","Stiefvater, Maggie*",0545424925,9780545424929,0545424925,409        pp,4.05,"367,451","Sep 18, 2012","Sep 18, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 14, 2019","Dec 23, 2019","Dec 14, 2019",,Hardcover,view,/book/show/17675462-the-raven-boys
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,North and South,"Gaskell, Elizabeth",,,,18        pp,4.15,"169,963",1855,"Sep 18, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Still wonderful and with Juliet Stevenson narrating you can't go wrong :)Still wonderful and with Juliet Stevenson narrating you can't go wrong :)...more,Notes are private!,0,0,1,"Dec 03, 2019","Dec 10, 2019","Dec 07, 2019",,Audible Audio,view (with text),/book/show/36050852-north-and-south
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Daisy Jones & The Six,"Reid, Taylor Jenkins*",,,,10        pp,4.21,"1,486,749","Mar 05, 2019","Mar 05, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I really enjoyed the audiobook for this one!,Notes are private!,0,4,1,"Dec 07, 2019","Dec 14, 2019","Dec 07, 2019",,Audible Audio,view (with text),/book/show/43998422-daisy-jones-the-six
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,City of Thieves,"Benioff, David",0670018708,9780670018703,0670018708,258        pp,4.29,"149,818","May 15, 2008","May 15, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"So, I take back the comment about having to read another WWII story in book club. I actually enjoyed this one quite a bit. I think that this story wilSo, I take back the comment about having to read another WWII story in book club. I actually enjoyed this one quite a bit. I think that this story will resonate more with men than women, but clearly I liked it. I started by reading the paperback and then transitioned to the audiobook because I saw that the brilliant Ron Perlman was the narrator. He did not disappoint. (My husband has currently commandeered the paperback) Yes, this story is crude in parts (mostly Kolya) and definitely has a ""series of unfortunate events"" but that is to be expected from a book set during the war. However, I loved the dynamic between Koyla and Lev and the rather odd quest that pushed the unlikely pair together. Though Kolya could be a bit much at times, I ended up not taking him too seriously. He was more of an odd comic relief. I appreciated his older brother mentality towards Lev. Poor Lev was just a kid trying to survive in a horrific world. This was a fast read for me. It was uncomfortable and heart-wrenching at times, but that was the story!...more",Notes are private!,0,3,1,"Nov 27, 2019","Dec 07, 2019","Nov 27, 2019",,Hardcover,view (with text),/book/show/1971304.City_of_Thieves
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mansfield Park,"Austen, Jane",9626344679,9789626344675,9626344679,17        pp,3.86,"349,596",May 1814,"Sep 01, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,"Oct 29, 2019not set","Nov 16, 2019not set","Nov 27, 2019",,Audiobook,view,/book/show/488568.Mansfield_Park
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Whiskey in a Teacup: What Growing Up in the South Taught Me About Life, Love, and Baking Biscuits","Witherspoon, Reese",,,B07CL96ZWB,380        pp,3.61,"33,079","Sep 18, 2018","Sep 18, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 16, 2019","Oct 28, 2019","Nov 21, 2019",,Kindle Edition,view,/book/show/40009804-whiskey-in-a-teacup
121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Daughter of a Daughter of a Queen,"Bird, Sarah*",,,B07FKQL436,17        pp,4.08,"4,584","Sep 04, 2018","Sep 04, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Everyone needs to know about Cathay Williams aka ""William Cathy."" She was the first African American woman to enlist in the United States Army. After Everyone needs to know about Cathay Williams aka ""William Cathy."" She was the first African American woman to enlist in the United States Army. After the end of the Civil War, she did not want to be stuck with her two options of either being laundress or whore, so she disguised herself as a man and served as a Buffalo Soldier for two years. This is a well-written story and highly recommend if you like historical fiction. ...more",Notes are private!,0,0,1,"Nov 07, 2019","Nov 21, 2019","Nov 07, 2019",,Audible Audio,view (with text),/book/show/44003612-daughter-of-a-daughter-of-a-queen
122,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,City of Girls,"Gilbert, Elizabeth*",1594634734,9781594634734,1594634734,470        pp,4.04,"289,160","Jun 04, 2019","Jun 04, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,Jan 2019,"Oct 25, 2019",,Hardcover,view,/book/show/42135029-city-of-girls
123,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,There There,"Orange, Tommy*",,9780525635598,,8        pp,3.98,"181,605","Jun 05, 2018","Jun 05, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Oct 04, 2019","Oct 11, 2019","Oct 04, 2019",,Audiobook,view,/book/show/40818453-there-there
124,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Lethal White        (Cormoran Strike, #4)","Galbraith, Robert",0316422770,9780316422772,0316422770,650        pp,4.24,"165,662","Sep 18, 2018","Jun 11, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,2,"May 11, 2019not set","Sep 21, 2019not set","Sep 29, 2019",,Paperback,view,/book/show/42283287-lethal-white
125,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Career of Evil        (Cormoran Strike, #3)","Galbraith, Robert",,,B0106E2CO6,609        pp,4.22,"208,763","Oct 20, 2015",Jun 2018,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Mar 02, 2019","Mar 30, 2019","Sep 19, 2019",,Kindle Edition,view,/book/show/40611999-career-of-evil
126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Silkworm        (Cormoran Strike, #2)","Galbraith, Robert",0316206873,9780316206877,0316206873,464        pp,4.05,"269,604","Jun 19, 2014","Jun 19, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,"Jan 04, 2019","Feb 10, 2019","Sep 19, 2019",,Hardcover,view,/book/show/18214414-the-silkworm
127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rick Steves' Travel As a Political Act,"Steves, Rick",1568584350,9781568584355,1568584350,209        pp,4.09,"3,554","Mar 20, 2009","May 05, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,"Aug 13, 2019not set","Sep 07, 2019not set","Sep 07, 2019",,Paperback,view,/book/show/6419542-rick-steves-travel-as-a-political-act
128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Cannery Row        (Cannery Row, #1)","Steinbeck, John",,,B001BC6GUO,196        pp,4.06,"137,768",1945,2008,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 10, 2019","Sep 07, 2019","Aug 10, 2019",,Kindle Edition,view,/book/show/8167250-cannery-row
129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Hate U Give        (The Hate U Give, #1)","Thomas, Angie*",,,,448        pp,4.47,"897,573","Feb 28, 2017","Apr 06, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jul 31, 2019","Aug 04, 2019","Jul 31, 2019",,Paperback,view,/book/show/32613366-the-hate-u-give
130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Persuasion,"Austen, Jane",,,B000G1TD92,unknown,4.15,"702,298","Dec 20, 1817","Jun 05, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Still as good the 2nd time around :),Notes are private!,0,1,1,"Jul 30, 2019","Aug 03, 2019","Jul 30, 2019",,Audiobook,view (with text),/book/show/18042268-persuasion
131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Rise and Fall of the Dinosaurs: A New History of a Lost World,"Brusatte, Steve",,,B0727TN8H6,401        pp,4.20,"31,307","Apr 24, 2018","Apr 24, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 12, 2019","Jan 22, 2020","Jul 12, 2019",,Kindle Edition,view,/book/show/37849187-the-rise-and-fall-of-the-dinosaurs
132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Soul of an Octopus,"Montgomery, Sy",1451697716,9781451697711,1451697716,261        pp,3.93,"48,784","May 12, 2015","May 12, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I learned a lot about octopuses! This book was more of a love letter to her (Sy Montgomery's) experience and connection with the octopuses at the New I learned a lot about octopuses! This book was more of a love letter to her (Sy Montgomery's) experience and connection with the octopuses at the New England Aquarium. I would not say it dives deep into animal consciousness but you do get little nuggets of supporting evidence throughout the book. Overall I enjoyed the book because I have always been intrigued by ocean animals, octopuses especially. ...more",Notes are private!,0,1,1,"Jul 12, 2019","Jul 23, 2019","Jul 12, 2019",,Hardcover,view (with text),/book/show/22609485-the-soul-of-an-octopus
133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The One,"Marrs, John*",1473551943,9781473551947,,unknown,4.11,"171,699","Jul 15, 2016","May 04, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jul 02, 2019","Jul 09, 2019","Jul 02, 2019",,Audiobook,view,/book/show/35653370-the-one
134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Cuckoo's Calling        (Cormoran Strike, #1)","Galbraith, Robert",0316206849,9780316206846,0316206849,456        pp,3.89,"581,578","Apr 18, 2013","Apr 30, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Sep 07, 2019","Sep 09, 2019","Jun 18, 2019",,Hardcover,view,/book/show/16160797-the-cuckoo-s-calling
135,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Guernsey Literary and Potato Peel Pie Society,"Shaffer, Mary Ann",1415954429,9781415954423,,9        pp,4.19,"752,835","Jul 29, 2008","Jul 29, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,3.5 Rounded up! I'll write a full  after I think about it a bit!3.5 Rounded up! I'll write a full  after I think about it a bit!...more,Notes are private!,0,1,1,"Jun 13, 2019","Jun 19, 2019","Jun 13, 2019",,Audiobook,view (with text),/book/show/10924618-the-guernsey-literary-and-potato-peel-pie-society
136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Educated,"Westover, Tara*",,,B075F8MBMQ,352        pp,4.47,"1,525,575","Feb 20, 2018","Feb 20, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Jun 13, 2019","Jun 21, 2019","Jun 13, 2019",,Audible Audio,view,/book/show/38630767-educated
137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Anne of Avonlea        (Anne of Green Gables, #2)","Montgomery, L.M.",0553213148,9780553213140,0553213148,276        pp,4.22,"198,628","Jan 14, 1909",Sep 1992,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 30, 2019","Jun 09, 2019","May 30, 2019",,Mass Market Paperback,view,/book/show/77390.Anne_of_Avonlea
138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,City of Girls,"Gilbert, Elizabeth*",,,B07J1SJH6M,unknown,4.04,"289,160","Jun 04, 2019","Jun 04, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Sep 30, 2019","Oct 25, 2019","May 07, 2019",,Audible Audio,view,/book/show/44288527-city-of-girls
139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Testaments        (The Handmaid's Tale, #2)","Atwood, Margaret*",1784742325,9781784742324,1784742325,419        pp,4.19,"352,066","Sep 10, 2019","Sep 10, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,0,not set,not set,"May 07, 2019",,Hardcover,view,/book/show/42973319-the-testaments
140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Valedictorian of Being Dead: The True Story of Dying Ten Times to Live,"Armstrong, Heather B.*",1501197045,9781501197048,1501197045,272        pp,4.03,"4,568","Apr 23, 2019","Apr 23, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 24, 2019",,Hardcover,view,/book/show/40539150-the-valedictorian-of-being-dead
141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Angel of Darkness,"Carr, Caleb*",,,,26        pp,3.99,"29,686",1997,"Nov 06, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5 rounded up! I loved the first one and I just ""liked"" this one. I do not think I enjoyed Stevie as the narrator as much as I loved John Moore in th3.5 rounded up! I loved the first one and I just ""liked"" this one. I do not think I enjoyed Stevie as the narrator as much as I loved John Moore in the first one. There were some holes in the plot but it was still entertaining. The Libby Hatch/ Ana Linares story lines were intriguing. The investigation into Dr. Kriezler's institution was so on the wayside it was almost unnecessary. I still enjoyed the book but definitely, recommend you just skim when you get to the court scenes---- not gonna miss much! I promise :)...more",Notes are private!,0,1,1,"Apr 19, 2019","May 07, 2019","Apr 19, 2019",,Audiobook,view (with text),/book/show/16074293-the-angel-of-darkness
142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Alienist,"Carr, Caleb*",0743520084,9780743520089,0743520084,0        pp,4.06,"173,089","Mar 15, 1994","May 01, 1994",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Apr 17, 2019","Apr 19, 2019","Apr 17, 2019",,Audiobook,view,/book/show/6985083-the-alienist
143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Gertrude Bell: Queen of the Desert, Shaper of Nations","Howell, Georgina",0374161623,9780374161620,0374161623,481        pp,3.97,"3,276",2006,"Apr 17, 2007",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"DNF...and I do not think I need to. Such an intriguing woman but I do not think that this was the author to tell her story. I was really looking forwaDNF...and I do not think I need to. Such an intriguing woman but I do not think that this was the author to tell her story. I was really looking forward to learning more about Gertrude Bell, but this whole biography just fell flat and I just lost interest. The author went from saying a lot about Gertrude's clothing (apparently this author is more of a fashion writer..it shows) and family lineage to love affairs (all the while bouncing around chronologically) and then some VERY DETAILED political information about the Middle East. Somewhere in the middle of the book, the heart and soul of Gertrude was lost. Most of her time in the desert was vague...I am very saddened about this. I also would not recommend the movie Queen of the Desert also about Gertrude Bell's life. It is entertaining but too Hollywood. There is an author and/or a movie that will best represent her at some point---but not yet :(...more",Notes are private!,0,0,1,"Apr 06, 2019","Apr 16, 2019","Apr 06, 2019",,Hardcover,view (with text),/book/show/164972.Gertrude_Bell
144,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Queenie,"Carty-Williams, Candice*",,,,336        pp,3.86,"142,180","Mar 19, 2019","Mar 19, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 03, 2019",,Kindle Edition,view,/book/show/41392364-queenie
145,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"An Absolutely Remarkable Thing        (The Carls, #1)","Green, Hank*",0525641815,9780525641810,,10        pp,4.04,"115,993","Sep 25, 2018","Sep 25, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,3.5 rounded up for the audiobook. I wish I would have read this in book form or on Kindle. I did not like the narrator. The story was amazing and I pr3.5 rounded up for the audiobook. I wish I would have read this in book form or on Kindle. I did not like the narrator. The story was amazing and I probably would have given it 5 stars if the voice of April May didn't make me cringe. I will be reading this again. ...more,Notes are private!,0,5,1,"Mar 31, 2019","Apr 06, 2019","Mar 31, 2019",,Audiobook,view (with text),/book/show/42085586-an-absolutely-remarkable-thing
146,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Erotic Stories for Punjabi Widows,"Jaswal, Balli Kaur*",0062680560,9780062680563,,unknown,3.93,"100,688","Mar 09, 2017","Jun 13, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5 rounded up! Not everyone will like this one, but I enjoyed it. I have been obsessed with Indian culture ever since I was a little girl ( secret Bo3.5 rounded up! Not everyone will like this one, but I enjoyed it. I have been obsessed with Indian culture ever since I was a little girl ( secret Bollywood fan over here). I loved reading the cultural aspects of this story and getting to hang out with the Punjabi Widows. The interweaving of their ""erotic"" stories made me giggle and I loved them! I was intrigued by the darker ""mysterious"" parts of the tale but I am not sure if it added much to the story! I feel like the controversy of Punjabi widows writing erotic stories in an English writing class (financially supported by the temple) would have been enough. I wish we had been given more details of the widows' personal lives; Joy Luck Club style. Still, an enjoyable read though :)...more",Notes are private!,0,3,1,"Mar 26, 2019","Mar 30, 2019","Mar 26, 2019",,Audiobook,view (with text),/book/show/32792163-erotic-stories-for-punjabi-widows
147,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Inheritance: A Memoir of Genealogy, Paternity, and Love","Shapiro, Dani*",1524732710,9781524732714,1524732710,252        pp,3.89,"43,622","Jan 15, 2019","Jan 15, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 20, 2019",,Hardcover,view,/book/show/40364332-inheritance
148,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Becoming,"Obama, Michelle*",,9780525633709,,20        pp,4.46,"1,047,679","Nov 13, 2018","Nov 13, 2018",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I feel like I am in the minority with my book club on this one but this book has been a struggle for me! The best way I can explain it is...I have beeI feel like I am in the minority with my book club on this one but this book has been a struggle for me! The best way I can explain it is...I have been mostly bored by this book???!!! I wanted so much more but I have been found wanting. Just cannot finish this one!!!...more,Notes are private!,0,8,1,"Mar 16, 2019","May 30, 2019","Mar 16, 2019",,Audiobook,view (with text),/book/show/40910991-becoming
149,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,It Ends with Us,"Hoover, Colleen*",1508212694,9781508212690,1508212694,12        pp,4.17,"3,333,229","Aug 02, 2016","Aug 02, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I didn't really like this book, but I want to give it major props for handling such a controversial subject with grace and understanding to the victimI didn't really like this book, but I want to give it major props for handling such a controversial subject with grace and understanding to the victims. I did have to stop reading every once in a while when I could sense something going wrong. Almost like yelling at the blonde girl in the horror movie going into a dark shed in her underwear --- I kept yelling ""Stupid, don't do it!!"" I had a hard time with some of the ways the romance(s) was portrayed -VERY Nicholas Sparks-- Hallmark BLAH! However, the gritty times were very real and I appreciated those. The character I really liked and I wish I got to know AND follow more was Atlas but alas his story sort of fell flat. :( I would recommend reading the author's note, it persuaded me to look at the story a little differently and made me give it more credit than I originally had planned. This is the FIRST book I have read of Colleen Hoover's. I know she has a pretty strong following! I will give her another try because you can't judge an author by one book. ...more",Notes are private!,0,4,1,"Mar 16, 2019","Mar 21, 2019","Mar 16, 2019",,Audiobook,view (with text),/book/show/27408565-it-ends-with-us
150,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harry Potter and the Chamber of Secrets        (Harry Potter, #2)","Rowling, J.K.",1781102643,9781781102640,,10        pp,4.43,"3,928,007","Jul 02, 1998","Mar 23, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I really love listening to these! I do have my favorites in the series but I love the nostalgia of getting back into this world but letting someone elI really love listening to these! I do have my favorites in the series but I love the nostalgia of getting back into this world but letting someone else read them to me ha!...more,Notes are private!,0,3,1,"Mar 10, 2019","Mar 15, 2019","Mar 10, 2019",,Audiobook,view (with text),/book/show/29917268-harry-potter-and-the-chamber-of-secrets
