,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Rusalka's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
301,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Miss Iceland,"Ólafsdóttir, Auður Ava",0802149235,9780802149237,0802149235,256        pp,3.87,"6,622",Nov 2018,"Jun 16, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 15, 2022",,Paperback,view,/book/show/48637765-miss-iceland
302,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Summer Light, and Then Comes the Night","Stefánsson, Jón Kalman",0063136473,9780063136472,0063136473,250        pp,3.99,"4,916",2005,"Sep 07, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 15, 2022",,Hardcover,view,/book/show/56470421-summer-light-and-then-comes-the-night
303,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Three Apples Fell from the Sky,"Abgaryan, Narine",1786077310,9781786077318,,256        pp,4.26,"13,733","Mar 16, 2015","Mar 05, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 15, 2022",,ebook,view,/book/show/51551602-three-apples-fell-from-the-sky
304,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Who Gets to Be Smart: Privilege, Power and Knowledge","Lee, Bri*",1760879800,9781760879808,1760879800,296        pp,3.65,"2,712",unknown,Jun 2021,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 15, 2022",,Paperback,view,/book/show/57339501-who-gets-to-be-smart
305,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Survivors,"Harper, Jane*",1408711990,9781408711996,1408711990,378        pp,3.76,"96,018","Sep 22, 2020","Jan 21, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 10, 2022",,Paperback,view,/book/show/56919216-the-survivors
306,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Exiles        (Aaron Falk, #3)","Harper, Jane*",1760783951,9781760783952,1760783951,407        pp,4.05,"57,355","Sep 20, 2022","Sep 20, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 10, 2022",,Paperback,view,/book/show/60472579-exiles
307,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Empire of the Vampire        (Empire of the Vampire #1),"Kristoff, Jay*",0008350450,9780008350451,0008350450,720        pp,4.36,"45,527","Sep 07, 2021","Feb 01, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 02, 2022",,Paperback,view,/book/show/67353479-empire-of-the-vampire
308,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Certain Dark Things,"Moreno-Garcia, Silvia*",1250785588,9781250785589,1250785588,256        pp,3.74,"16,165","Oct 25, 2016","Sep 07, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 02, 2022",,Paperback,view,/book/show/54785481-certain-dark-things
309,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Broken Homes        (Rivers of London, #4)","Aaronovitch, Ben*",0575132485,9780575132481,0575132485,357        pp,4.17,"49,048","Feb 04, 2013",May 2020,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This continues to be one of the most consistently, enjoyable series in my life. Peter's nerdy architectural knowledge really comes into it's own this This continues to be one of the most consistently, enjoyable series in my life. Peter's nerdy architectural knowledge really comes into it's own this book. And I am here for it. While he doesn't get the recognition in the book, I as a reader see him. Another solid installment. Always have more Nightingale questions. The twist blindsided me. Looking forward to the next one!...more",Notes are private!,0,1,1,"Dec 31, 2023","Jan 14, 2024","Aug 20, 2022",,Paperback,view (with text),/book/show/53713066-broken-homes
310,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Cruellest Month        (Chief Inspector Armand Gamache, #3)","Penny, Louise*",0751547484,9780751547481,0751547484,454        pp,4.16,"102,600",2007,"Jan 01, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 20, 2022",,Paperback,view,/book/show/11076072-the-cruellest-month
311,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Paper Towns,"Green, John*",0732289009,9780732289003,0732289009,358        pp,3.71,"1,357,352","Oct 16, 2008",Mar 2009,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 20, 2022",,Paperback,view,/book/show/6997223-paper-towns
312,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hausfrau,"Essbaum, Jill Alexander*",1447280814,9781447280811,1447280814,338        pp,3.24,"15,493","Mar 17, 2015","Apr 07, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 20, 2022",,Paperback,view,/book/show/32068604-hausfrau
313,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,If We Were Villains,"Rio, M.L.*",1922711527,9781922711526,1922711527,354        pp,4.17,"272,367","Apr 11, 2017","Mar 29, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 08, 2022",,Paperback,view,/book/show/60735395-if-we-were-villains
314,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last Watchman of Old Cairo,"Lukas, Michael David*",0399181172,9780399181177,B073YT3HS5,192        pp,3.74,"2,641","Mar 13, 2018","Mar 13, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 05, 2022",,Kindle Edition,view,/book/show/37772118-the-last-watchman-of-old-cairo
315,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Blitz        (The Checquy Files, #3)","O'Malley, Daniel",146075638X,9781460756386,146075638X,496        pp,4.05,"3,679","Oct 18, 2022","Oct 04, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 30, 2022",,Paperback,view,/book/show/55228104-blitz
316,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Auē,"Manawatu, Becky",,9780995111028,,328        pp,4.51,"5,325",Sep 2019,Aug 2019,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 29, 2022",,Paperback,view,/book/show/51544112-au
317,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In Praise of Veg: A Modern Kitchen Companion,"Zaslavsky, Alice",1760525723,9781760525729,1760525723,487        pp,4.20,109,unknown,"Nov 03, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 08, 2022",,Hardcover,view,/book/show/56489377-in-praise-of-veg
318,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mabu Mabu: An Australian Kitchen Cookbook,"Bero, Nornie",1743797281,9781743797280,1743797281,216        pp,4.24,29,unknown,"Apr 05, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 08, 2022",,Hardcover,view,/book/show/58739459-mabu-mabu
319,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Sweet Hands: Island Cooking from Trinidad & Tobago, 3rd edition: Island Cooking from Trinidad & Tobago","Ganeshram, Ramin",0781813697,9780781813693,0781813697,288        pp,4.17,63,"Mar 17, 2006","Aug 28, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 08, 2022",,Paperback,view,/book/show/36028495-sweet-hands
320,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"To Asia, with Love","McKinnon, Hetty",1760787671,9781760787677,1760787671,256        pp,4.46,325,unknown,"Sep 29, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 08, 2022",,Paperback,view,/book/show/54337288-to-asia-with-love
321,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Shepherd's Life: A Tale of the Lake District,"Rebanks, James",0141979364,9780141979366,0141979364,293        pp,4.13,"13,630","Apr 02, 2015","Jan 01, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 08, 2022",,Paperback,view,/book/show/29487224-the-shepherd-s-life
322,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Hanging Tree        (Rivers of London, #6)","Aaronovitch, Ben*",0575132558,9780575132559,0575132558,387        pp,4.22,"35,781","Nov 03, 2016","Nov 03, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 08, 2022",,Hardcover,view,/book/show/21479290-the-hanging-tree
323,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Swift and the Harrier,"Walters, Minette",1761065203,9781761065200,1761065203,493        pp,4.11,"2,176","Nov 04, 2021","Nov 02, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 08, 2022",,Paperback,view,/book/show/59220552-the-swift-and-the-harrier
324,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Burning Bright        (The Extraordinaries, #1)","McShane, Melissa*",,9781620074008,,318        pp,4.01,"3,441","Aug 15, 2016","Aug 15, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I picked this up as I needed a book with a sailor as a character, but the book I was reading was so incredibly dark. And no one needs dark at the momeI picked this up as I needed a book with a sailor as a character, but the book I was reading was so incredibly dark. And no one needs dark at the moment. This book, however, was not dark in any way shape or form.I didn't know what to expect, as I had never heard of the author or this book before and found it randomly on a goodreads list. And it was a wonderful, navy fantasy cross over I never thought I needed. Just fun fluff with people with magical abilities serving in the English navy in the times of the Napoleonic wars, but over in the Caribbean fighting pirates. I may have found the second one for the next time I need this exact kind of thing....more",Notes are private!,0,0,1,"Jun 18, 2022","Jun 21, 2022","Jun 18, 2022",,ebook,view (with text),/book/show/29868735-burning-bright
325,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sea of Tranquility,"Mandel, Emily St. John*",1529083516,9781529083514,1529083516,258        pp,4.08,"231,517","Apr 05, 2022","Mar 18, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 11, 2022",,Paperback,view,/book/show/123639782-sea-of-tranquility
326,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Solutions and Other Problems,"Brosh, Allie*",0224101285,9780224101288,0224101285,528        pp,4.21,"36,213","Sep 22, 2020","Sep 22, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 03, 2022",,Paperback,view,/book/show/24493732-solutions-and-other-problems
327,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Messenger,"Zusak, Markus*",0330424734,9780330424738,0330424734,399        pp,4.03,"160,791","Jan 10, 2002",2009,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 24, 2022",,Paperback,view,/book/show/6556225-the-messenger
328,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Murder Rule,"McTiernan, Dervla*",1460760123,9781460760123,1460760123,304        pp,3.67,"21,612","May 10, 2022","May 04, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 01, 2022",,Paperback,view,/book/show/59517183-the-murder-rule
329,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Weaver,"Itäranta, Emmi*",0062326171,9780062326171,0062326171,320        pp,3.48,"2,314","Oct 15, 2015","Nov 01, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 01, 2022",,Paperback,view,/book/show/26198839-the-weaver
330,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cloud Cuckoo Land,"Doerr, Anthony*",0008478678,9780008478674,0008478678,580        pp,4.26,"214,054","Sep 28, 2021",2022,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 21, 2022",,Paperback,view,/book/show/62847008-cloud-cuckoo-land
331,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Where the Desert Meets the Sea,"Sonne, Werner",1542043891,9781542043892,B07HM1ZP3B,258        pp,3.77,"7,844",2008,"May 01, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 14, 2022",,Kindle Edition,view,/book/show/44678320-where-the-desert-meets-the-sea
332,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"An Eye for an Eye        (Detective Kate Young, #1)","Wyer, Carol*",1542020972,9781542020978,B087Q1DKMR,426        pp,4.15,"14,437","Feb 01, 2021","Feb 01, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 14, 2022",,Kindle Edition,view,/book/show/53624264-an-eye-for-an-eye
333,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,North to Paradise,"Umar, Ousman",1542030129,9781542030120,B094JM3PDB,159        pp,4.27,"11,630","Apr 04, 2019","Mar 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 14, 2022",,Kindle Edition,view,/book/show/60033201-north-to-paradise
334,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Easy Life in Kamusari        (Forest, #1)","Miura, Shion",1542027144,9781542027144,B08VJ6T8CF,205        pp,3.98,"5,253","May 15, 2009","Nov 02, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 14, 2022",,Kindle Edition,view,/book/show/58755262-the-easy-life-in-kamusari
335,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Ardent Swarm,"Manai, Yamen",1542020476,9781542020473,1542020476,204        pp,4.10,"7,448","Apr 11, 2017","Feb 01, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 14, 2022",,Hardcover,view,/book/show/52737424-the-ardent-swarm
336,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tonight's Dinner,"Liaw, Adam",1743797729,9781743797723,1743797729,224        pp,4.19,36,unknown,"Oct 27, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 13, 2022",,Hardcover,view,/book/show/58962084-tonight-s-dinner
337,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Growing Up in Country Australia,"Morton, Rick*",1760643068,9781760643065,1760643068,320        pp,3.81,199,2022,"Mar 29, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 13, 2022",,Paperback,view,/book/show/60001491-growing-up-in-country-australia
338,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Vox Machina: Kith & Kin,"Nijkamp, Marieke*",1529101247,9781529101249,1529101247,355        pp,4.00,"5,060","Nov 30, 2021","Oct 26, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is definitely a Critter read.That said, I really enjoyed it. However my expectations were pretty low from reading other s. Because of that This is definitely a Critter read.That said, I really enjoyed it. However my expectations were pretty low from reading other s. Because of that I was really happy and surprised with the elements of Vax's and Vex's back story that we discovered in this book, and the amount of pieces that sort of clunked into place - you knew something in the game was hinted at but you never knew what. This fills in some gaps.Vax and Vex were never my favourite characters. I enjoyed them, but they just had too many character flaws that rubbed me the wrong way. This book made the more endearing to me. It wasn't the best written thing I have ever read, but it was a fun romp with characters from Campaign 1 who I do love and miss spending time with....more",Notes are private!,0,1,1,"Jun 24, 2022","Jun 25, 2022","Apr 13, 2022",,Paperback,view (with text),/book/show/57892340-vox-machina
339,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lost Man,"Harper, Jane*",1760781061,9781760781064,1760781061,366        pp,4.16,"98,514","Oct 23, 2018","May 28, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Once again, Jane Harper has an amazing ability to describe the Australian landscape. I have a friend who's family owns a large cattle station in Far NOnce again, Jane Harper has an amazing ability to describe the Australian landscape. I have a friend who's family owns a large cattle station in Far North Queensland, and this book matches so many descriptions that he has told us over the years. The oppressive and lethal heat (although he still finds days here down south under 40C cold), the barren and desolate but completely beautiful country. The isolation and the need for families to be completely self sufficient and able to rely on themselves and their staff for everything. And with that comes problems. I very much appreciated the honest take of the problems that happen in Australian life still, not just in remote, isolated families, but in urban environments too. The problem however with these communities is that when help or friends or medical assistance are a drive hours and hours away, the issues compound. People have problems with violence in the home when help is 15 mins away, when it is 4 hours away that must be so disempowering. And I appreciated the detailed discussion about these issues. Still a master of Australian contemporary fiction....more",Notes are private!,0,2,1,"May 25, 2022","May 31, 2022","Apr 13, 2022",,Paperback,view (with text),/book/show/44596829-the-lost-man
340,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Digital Silk Road: Chinas Quest To Wire The World And Win The Future,"Hillman, Jonathan E.",1788169581,9781788169585,1788169581,368        pp,3.71,318,unknown,"Oct 14, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 13, 2022",,Paperback,view,/book/show/57356673-the-digital-silk-road
341,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When We Were Birds,"Banwo, Ayanna Lloyd*",0385547269,9780385547260,0385547269,292        pp,3.80,"6,935","Mar 15, 2022","Mar 15, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 10, 2022",,Hardcover,view,/book/show/58065031-when-we-were-birds
342,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Serpent's Tale        (Mistress of the Art of Death, #2)","Franklin, Ariana",0399154647,9780399154645,0399154647,371        pp,3.96,"13,213","Jan 31, 2008","Jan 31, 2008",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I was really looking forward to jump back into this series, as I really enjoyed the first one. But I found this one a lot more plodding in pace. I alsI was really looking forward to jump back into this series, as I really enjoyed the first one. But I found this one a lot more plodding in pace. I also found Adelia a little piney. A bit too focused on her little girl - which she 100% should be and I approve of, but not the best for a mystery novel protagonist when we the reader want to know who did things to whom, not that you are separated from your daughter. And she just felt tired, which again, she really should be!I learnt a little about Henry II and his affairs, and have followed it up with a good wiki hunt. I like the potential of this series still, and I will give number three a go. I just hope this is the unfortunate second book and we spring back to where the first one was....more",Notes are private!,0,0,1,"Jan 14, 2024","Jan 31, 2024","Mar 02, 2022",,Hardcover,view (with text),/book/show/1232140.The_Serpent_s_Tale
343,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sharks in the Time of Saviours,"Washburn, Kawai Strong*",0143796607,9780143796602,0143796607,329        pp,3.84,"18,632","Mar 03, 2020",Feb 2020,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 02, 2022",,Paperback,view,/book/show/50647288-sharks-in-the-time-of-saviours
344,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sheilas: Badass Women of Australian History,"Reilly, Eliza",1760984019,9781760984014,1760984019,208        pp,3.72,253,"Feb 22, 2022","Feb 22, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 25, 2022",,Hardcover,view,/book/show/59517411-sheilas
345,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Girl, Woman, Other","Evaristo, Bernardine",0241984998,9780241984994,,453        pp,4.29,"231,158","May 02, 2019",2020,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 20, 2022",,Paperback,view,/book/show/60243617-girl-woman-other
346,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Ultimate Tragedy,"Sila, Abdulai",1910213543,9781910213544,1910213543,187        pp,3.53,184,1995,"May 05, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 26, 2024",not set,"Feb 05, 2022",,Paperback,view,/book/show/33145604-the-ultimate-tragedy
347,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All the Tears in China        (Rowland Sinclair #9),"Gentill, Sulari*",1925700305,9781925700305,1925700305,0        pp,4.02,704,"Jan 21, 2019","Mar 03, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 02, 2022",,Mass Market Paperback,view,/book/show/59043093-all-the-tears-in-china
348,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Leave the World Behind,"Alam, Rumaan*",0062667637,9780062667632,0062667637,241        pp,3.17,"148,487","Oct 06, 2020","Oct 06, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 29, 2022",,Hardcover,view,/book/show/50358031-leave-the-world-behind
349,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Such a Fun Age,"Reid, Kiley",1526612151,9781526612151,1526612151,310        pp,3.79,"521,119","Dec 31, 2019","Jan 07, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 29, 2022",,Paperback,view,/book/show/50356574-such-a-fun-age
350,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Blacksmith's Daughter        (Anatolian Blues Trilogy #1),"Özdogan, Selim",3863913094,9783863913090,B08T1L9JTG,263        pp,4.02,162,"Feb 28, 2005","Mar 01, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 22, 2022",,Kindle Edition,view,/book/show/57333870-the-blacksmith-s-daughter
351,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sworn Virgin,"Dones, Elvira*",1908276347,9781908276346,1908276347,275        pp,3.58,753,2007,"May 13, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 22, 2022",,Paperback,view,/book/show/18528175-sworn-virgin
352,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,It Would Be Night in Caracas,"Sainz Borgo, Karina*",0062936859,9780062936851,0062936859,240        pp,3.71,"6,251",Mar 2019,"Oct 01, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"With the last couple of years which have made most of us focus entirely on ourselves and our communities, and then when emerging out into the greater With the last couple of years which have made most of us focus entirely on ourselves and our communities, and then when emerging out into the greater world again Russia does whatever the fuck it thinks it's doing, we have completely forgotten about those places and conflicts and cluster-disasters that were happening in the before times.And one of the massive ones that was happening, and is still happening, is the complete economic and political disintegration of Venezuela. This novel is the story of one woman and how her world around her collapses, against the backdrop of her country doing the same. What choices would you make? How would you carry them out? What point do you cross in order to survive? What memories are the enduring ones that shine through when everything you know crumbles around you?It is a short novel, and at times pretty graphic. But an important one so we don't forget these contemporary stories and lives that have been forgotten by the rest of us....more",Notes are private!,0,4,1,"Sep 25, 2022","Sep 28, 2022","Jan 21, 2022",,Paperback,view (with text),/book/show/49771812-it-would-be-night-in-caracas
353,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Hell to Pay        (Hirsch, #1)","Disher, Garry",1616953950,9781616953959,1616953950,320        pp,4.04,"3,895",Oct 2013,"Jun 24, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 15, 2022",,Hardcover,view,/book/show/18630612-hell-to-pay
354,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We Begin at the End,"Whitaker, Chris*",1250759668,9781250759665,1250759668,384        pp,4.16,"100,757","Mar 26, 2020","Mar 02, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 15, 2022",,Hardcover,view,/book/show/50279680-we-begin-at-the-end
