,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Fabian's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
565,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dr. Jekyll and Mr. Hyde,"Stevenson, Robert Louis",0451528956,9780451528957,0451528956,139        pp,3.83,"580,392","Jan 05, 1886","Sep 02, 2003",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The appearances/superficiality motif appears as early on as the first sentence in this tense, tight, but ultimately convoluted smear of a novella. CouThe appearances/superficiality motif appears as early on as the first sentence in this tense, tight, but ultimately convoluted smear of a novella. Count on countenance for good & sturdy bones in a story of detection... & yet... Plus there are really nice framing devices on display here, a check-mark always in my book, like the letters within letters narrative, a nifty exercise, which is mighty cool. (Here, my favorite sentence from the Robert Louis Stevenson classic: ""Jekyll had more than a father's interest; Hyde had more than a son's indifference."" [85] Super dooper neat!)Yet... And then there is the fact that the main protagonists become manifested once they are uttered into existence by the status quo, the pre turn of the century Londonfolk. Rumor creates their reputations before the two, er one, ever make the center stage. However...I must mention that I feel as though the actual occurrence, the solved crime, what's underneath all the whispy artifices of this rudimentary detective-noir novel, is a homosexual relationship gone to extremes, to a level that's too... literary? Maybe that's a stretch. Also, I LOVE that JEKYLL sounds like jackal, as in Devil. Cute.ButThis is not worthy of the canon (!!!!). Bottom Line. Cos the whole Dual-Nature and Commingling-of-Good-and-Evil thing is overdone, stamped into the reader like some mantra that could be interpreted in many different ways and becomes, quite frankly, overly exhausted. This ain't as kitschy, or pre-kitschy-- nowhere near-- as I'd foolishly predicted. If you want something macabre AND brilliant, go to the French serial-classic ""The Phantom of the Opera""!...more",Notes are private!,0,152,1,"Oct 27, 2014","Oct 29, 2014","Oct 27, 2014",,Mass Market Paperback,view (with text),/book/show/51496.Dr_Jekyll_and_Mr_Hyde
566,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Girl Next Door,"Ketchum, Jack",0843955430,9780843955439,0843955430,370        pp,3.94,"41,433","Dec 01, 1989","Jan 01, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Great, cruel cautionary tale. The type that valiantly finds the Sad in Sadism. This one's about the hideousness of child abuse, about Miserable PsychoGreat, cruel cautionary tale. The type that valiantly finds the Sad in Sadism. This one's about the hideousness of child abuse, about Miserable Psychopaths & their deep punctures that leave nothing but death and devastation behind...Herein THAT form of evil, which is regularly found, sprinkled, Disneyfied previously in such forms as Cinderella, To Kill a Mockingbird, The Body/Stand By Me, Misery...Jewels, really, all of them, to our culture. It is a summer idyll worthy of Lord of the Flies (!). And the children come directly from the same mold that made Stephen King's Children of the Corn (but nothing so corny to be found here). & the parents are not as good or sympathetic as we would expect. It is a devastating type of realism that I have not come to expect outside of true snuff-stuff or the superb, undervalued film by Peter Jackson, ""Heavenly Creatures."" ""Girl"" is actually pretty terrific....more",Notes are private!,0,66,1,"Oct 27, 2014","Oct 28, 2014","Oct 27, 2014",,Paperback,view (with text),/book/show/179735.The_Girl_Next_Door
567,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Coldheart Canyon,"Barker, Clive*",006103018X,9780061030185,006103018X,686        pp,3.71,"8,538",2001,"Nov 05, 2002",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Preposterous yet emblematic; never restrained, overly graphic, written handsomely... it's less of a mess than previous novels surely, though undoubtedPreposterous yet emblematic; never restrained, overly graphic, written handsomely... it's less of a mess than previous novels surely, though undoubtedly nowhere near as great as his short stories are. (""The Forbidden"", for me, reigns supreme in that category-- it may just be my favorite short story OF ALL time.)Yup, LA is rife with possibilities of the supernatural & evil forces colliding isnt too much of a stretch. The ironies, nay, the gruesome details, is what makes Barker such a supernova. Let me just say that when some human/peacock hybrid begins to rape an overweight woman, pinning her like some ancient dinosaur to the ground, well, there's simply no other like Clive Barker!...more",Notes are private!,0,55,1,"Oct 21, 2014","Oct 27, 2014","Oct 21, 2014",,Mass Market Paperback,view (with text),/book/show/108051.Coldheart_Canyon
568,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sense of an Ending,"Barnes, Julian",0224094157,9780224094153,0224094157,150        pp,3.74,"179,057","Aug 04, 2011","Aug 04, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The Sense of an Ending is the type of British novel ALL OTHER AMERICAN NOVELS TREMBLE IN THE PRESENCE OF. It is blessed with an aura of flawless, impeThe Sense of an Ending is the type of British novel ALL OTHER AMERICAN NOVELS TREMBLE IN THE PRESENCE OF. It is blessed with an aura of flawless, impeccable English perfection; the prose is exquisitely clean & concise, GODLY by most-- especially my own-- standards. It is an uncommon, unpolluted work that should be embedded in psychology books everywhere: the gears of life are described in their rare light, in degrees that, you must agree, can only possibly come from another world, or another dimension. Barnes, like my other major European discovery of the year Michel Houellebecq, is a purveyor of human behavior, adding and utilizing British conventions of Modern English Literature in his own book. The occasion which hooks the reader, like in another perennial favorite by the sublime Kazuo Ishiguro's ""Never Let Me Go"" in which a little girl dances, a school teacher has a breakdown, is present in a similar, indeed also masterful scene, when a teacher actually tells his student he possesses the knowledge to teach the entire class. The reader won't let this one go from page 6. The knowledge, the expounding of it in our naïve brains, is terrifyingly constant: it radiates from the book like an individual's life force.The small details present in literature-- from Desdemona's handkerchief, to Aurora's spindle's needle, to, in this instance, a hateful childhood curse, a simple adolescent note (think, obviously ""Atonement"")-- those small and almost invisible details always seem to carry an immense heft, a terrible burden of the psychological kind. This conceit, this must, is also found in our gorgeous mini novel.""Sense"" is at the apex of literary brilliance, my astute friends. & the gushing, for me, shall simply, without a doubt, not end here......more",Notes are private!,0,124,1,"Oct 21, 2014","Oct 22, 2014","Oct 21, 2014",,Hardcover,view (with text),/book/show/10746542-the-sense-of-an-ending
569,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Invisible,"Auster, Paul",0805090800,9780805090802,0805090800,308        pp,3.73,"21,000","Oct 27, 2009","Oct 27, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"My favorite Paul Auster novel so far. But if you've read ""Oracle Night"", ""New York Trilogy"", ""Book of Illusions"", then you've totally read ""Invisible.My favorite Paul Auster novel so far. But if you've read ""Oracle Night"", ""New York Trilogy"", ""Book of Illusions"", then you've totally read ""Invisible."" The brand is unique*, but the plotless-ness can become quite disconcerting. I THOROUGHLY dug this one, reading it all in a day.* ""Timbuktu"" is the only one of his that's not ""meta."" Just really really sad....more",Notes are private!,0,42,1,"Oct 20, 2014","Oct 21, 2014","Oct 20, 2014",,Hardcover,view (with text),/book/show/6345193-invisible
570,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Middlesex,"Eugenides, Jeffrey",0312422156,9780312422158,0312422156,529        pp,4.03,"639,162","Sep 04, 2002","Sep 16, 2002",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Exactly the flawless masterpiece you've heard it is. I've read hundreds of novels in my day, & this is in the top 3 (On equal shelf with ""A ConfederacExactly the flawless masterpiece you've heard it is. I've read hundreds of novels in my day, & this is in the top 3 (On equal shelf with ""A Confederacy of Dunces"" & ""Blonde."" (My own personal trifecta perfecta: The THE the best novels of ALL TIME!)) I will never stop lauding this book. Unbelievable, mythic; the stuff from the Gods to anyone with an eye & brain to receive from the way-up up up heights.This is LIFE AFFIRMING literature that's meant to be treasured for the rest of your blessed life. The main character will stay with you until the day you die......more",Notes are private!,0,273,1,not set,not set,"Oct 07, 2014",,Paperback,view (with text),/book/show/2187.Middlesex
571,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Goldfinch,"Tartt, Donna",0316055433,9780316055437,0316055433,771        pp,3.94,"925,078","Sep 23, 2013","Oct 22, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Only a reader not familiar with Dickens, especially ""Great Expectations,"" will find the book amusing, even good.But while the conventions are indeed lOnly a reader not familiar with Dickens, especially ""Great Expectations,"" will find the book amusing, even good.But while the conventions are indeed laudable, I cannot help but find the ultra-cool character of Boris (an avatar of Dickens' Fagan); the tale of two cities revamped into a dull threesome of perhaps the three most exciting cities--NYC, Vegas, Amsterdam; the teenage dawdling akin to Oliver Twist's-- they are, ultimately, safe & unoriginal. Where's the innovation, 2014's Oracle? This is a marble cake novel (the parts are extremely long, but, yes, contrasting enough to be, well, readable), & something a tad... unspecial. In the grand recipe of Pulitzer recipients, the paint-it-by-numbers kind, it doesn't take a genius to understand that key ingredients MUST exist in the beloved monster. Take incidents of terrorism (""American Pastoral""), incidents with goons of the underworld (alas, not ""Goon Squad"", but most definitely ""Humboldt's Gift"") & an overlong, overcooked, just preposterous ending (""Rabbit at Rest"")--meditations on art, life, etc. etc. Gag. Gag. Gag.To keep it concise (a mercy sadly not granted to the reader of the latest Donna Tartt): It's a must to the Canon-&-Literary-Prize aficionado, and will be lauded as ""great."" But know, dear reader, that all the hype remains bafflingly undeserved....more",Notes are private!,0,192,1,"Oct 07, 2014","Oct 20, 2014","Oct 07, 2014",,Hardcover,view (with text),/book/show/17333223-the-goldfinch
572,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Secret of Evil,"Bolaño, Roberto",,9780811218153,0811218155,144        pp,3.63,"1,242",2007,"Apr 28, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"For the love of God: don't make this your first venture into Bolaño. Here are but scraps decoupaged by eager (greedy?) editors that have canonized, riFor the love of God: don't make this your first venture into Bolaño. Here are but scraps decoupaged by eager (greedy?) editors that have canonized, rightfully so, the tragic author. But here we see him mimicking the talented Mr. Puig (the brilliant Argentinian) in his movie/zeitgeist insight, in his critical statements, all of which are incredibly beautifully put. He is also infatuated with prolonged lists (well, duh, just recall ""The Women"" section of ""2666,"" itself almost 266 pages long as a grisly chamber of too true terrors in a from that rivals the Marquis de Sade's) & the art-like criticism of music, art & literature.Herein gorgeous trains-of-thought which defy a general classification. Are they notes and sketches, or beginnings, middles and ends? The writer has established this device of nonentity, of non-resolution and an omnipresent sense of dread, which may infuriate readers, divide them; but ultimately defines the awful discovery of literary prophecy: the whole point of these snippets, their infinite value, is the fact that Bolaño was writing about his impending annihilation by coming close to his text, breathing into it and from it, then retreading devastatingly far, causing in the reader disbelief, sadness & awe.We find here the modern day Flannery O'Connor of Latin America. Bolaño's poetics include people and God being inherently cruel, the world a dangerous place. The fear of strangers pervades; and the voices coming from neighboring rooms is by now a motif representing a discovery that, I guess, just cannot be made, cannot occur. Basically, all of it is some sad, hidden defunct but beautiful possibility.It should be made clear that this is not a collection of short stories, much less a novel. A complete liberty (generous indeed) of publishers, editors made this seem like something its quite frankly not. Better than the title, a more befitting and less confusing ""Notes of Roberto Bolaño"" would have sufficed. I'd still read it with equal enthusiasm....more",Notes are private!,0,36,1,"Oct 06, 2014","Oct 07, 2014","Oct 06, 2014",,Hardcover,view (with text),/book/show/12303116-the-secret-of-evil
573,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Master,"Tóibín, Colm",0743250400,9780743250405,0743250400,338        pp,3.84,"10,692","May 25, 2004","May 25, 2004",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What a year I've had (2014)! Perhaps 20 books of the 80 or so have been Phenomenal (thanks, 1001 Books to Read Before You Die List). Seriously, the maWhat a year I've had (2014)! Perhaps 20 books of the 80 or so have been Phenomenal (thanks, 1001 Books to Read Before You Die List). Seriously, the majority of these are at least above average, some of them are true essentials that you mustmust MUST absolutely experience). In that vein, ""The Master"" reigns supreme. Novels about novel-writing are a hit because they embody the ""perfect package"": it's drama about drama, prose about prose, what the unfictitious writer had to do to ultimately get his fiction out there... even whole sets of poetics and stylistic inclinations have a TRUE (dare I add: educational) purpose in these exciting, intrepid endeavors. Yeah, Cunningham hit a home run with ""The Hours""--his trying to explain a writer's madness somehow allowed it transcendence of the boundaries of time and space. And in Joyce Carol Oates ""Blonde"" (my favorite novel all year), there is a sincere and Godly effort to portray the ARTIST in all her bright and dark dimensions. THE MASTER is a work about the restraint felt by the artist, in this case, the incomparable Henry James, and how every small moment is erected in his mind with hints of feeling and memory. He feels sadness for children--for their future lives that seem so distant and so full of possibility, including, of course, the possibility of demise. For his sister, for mortality; for the new form of novel which could (and in my very humble opinion DID) surpass his own brand of the same.Like Woolf, James is a victim of his age, his society--we all are. But Woolf was intrepid; James was insistent on the PROPER way to write a novel (see also, ""The Art of Fiction""). His ideas went into his refined and sophisticated art; indeed with so many tuggings and distractions, & clashes with historical events, acquaintances, social gatherings, etc., James became diverted from his clear literary tasks. He is a master of his element, in his element; a brilliant man of unexpected colors.This one, to me, is PERFECT. Yes, a book about the contemplative nature of one of the greatest writers in the English language is, not boring or dull, but magnificent in its courage to properly give the Master back his due. This is one of the greatest of tributes imaginable. It must be said that this stands as a clear example of apprentice beating master. I will read Colm Toibin in the future with enormous expectation....more",Notes are private!,0,197,1,Oct 2014,"Oct 06, 2014","Oct 01, 2014",,Hardcover,view (with text),/book/show/1084126.The_Master
574,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fahrenheit 451,"Bradbury, Ray",0007491565,9780007491568,0007491565,227        pp,3.97,"2,416,778","Oct 19, 1953","Mar 28, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""We are living in a time when flowers are trying to live on flowers, instead of growing on good rain & black loam."" (111)What outstanding prose--proph""We are living in a time when flowers are trying to live on flowers, instead of growing on good rain & black loam."" (111)What outstanding prose--prophetic, which is by far the most rare and inspiring of attributes a work of literature can ever possess. & Ray ""I Don't Talk Things, Sir. I Talk The Meaning Of Things"" Bradbury is here at his absolute best. I cannot decide whether this or ""Martian Chronicles"" is my favorite... they are definitely my favorite of his, the best possible possibly in ANY sci-fi adventure.This is ""The Giver"" for adults. Here, another example of overpraised books that shockingly do live up to the hype. It's a resplendent petition for life, beauty, & literature; an AMEN for The Book's very core of existence... THE BOOK that actually worships other BOOKS (like The Bible does with God). Personal events and not the battlefields of Tolkien-sized scope (I mean small occurrences such as breakdowns, unpleasant jobs, below-par relationships...) tightens the razor-sharp string of terror; a severe lack of details is a tenacious and masterful way to portray this post-apocalyptic nightmare in the most disconcerting way. (If you're a lover of books, this seems like some Dantean form of poetic retribution!) ""451"" is an example of when planets aligned just right and gave the writer a light for him to share. This, a writer's ""capacity for collecting metaphors"" is absolutely enthralling. I am wholly amazed!A PLUS: read the edition with the 3 introductions by the inspiring Bradbury (there are 451 printings or so of this novel after all) & save a couple bucks in a creative writing class. His writing tips are genuinely far-out!...more",Notes are private!,0,358,1,"Sep 26, 2014","Sep 28, 2014","Sep 26, 2014",,Hardcover,view (with text),/book/show/17470674-fahrenheit-451
575,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Fantômas        (Fantômas, #1)","Allain, Marcel",0143104845,9780143104841,0143104845,295        pp,3.67,"1,968",1911,"Dec 26, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What began as an expected, plain, elementary Whodunit becomes quite a crafty convolution in the end. Train-hopping, fake identities (including transveWhat began as an expected, plain, elementary Whodunit becomes quite a crafty convolution in the end. Train-hopping, fake identities (including transvestites), bluffs, double bluffs, Bentillon dynamometers (rudimentary CSI), slit throats and gruesome violence, insane Victorians, specters, the beginnings of witness protection, schedules and time frames-- this is in that same category of classics like W. Collin's very cool ""The Woman in White."" The hero/villain dynamics and the inherent sensationalism that the both inspire are explored & interesting questions do pop up (like, who are we REALLY rooting for? I mean, the Joker won the Oscar--Batman, zilch. Antiheroes and villains are our new heroes & superstars). It's a delight to read the stages of the chase: here, of the mouse and cat AND dog. And dog-catcher. The list of suspects grows, aptly, and the archetypes pile up nicely. The true scare is the hint that Fantomas, or, early Michael Myers, is possibly many people... like in William Peter Blatty's exorcist novels. But, alas, it (the idea), like its labyrinthine plot (you know exactly whodunit from the get-go...Boo!), becomes un-horrific and quirky... there's blatant overexplanations PLUS a constant betrayal of the reader (the tricks are overused and, dare I say, useless). Honestly though, the Shakesperean tableus make you realize the literary form this landmark novel is taking. But get this, fellow bookworms: read the exemplary ""Phantom of the Opera"" instead. There, everything comes together like a delicious dessert table at the Paris, Las Vegas buffet...you know, with those strawberry things and mini crème brule. That one, to me, is a full-square masterpiece and vastly superior--so different from the musical (no romance, all shadow and gossip, smoke, mirrors, theatrical mayhem)--& it has all that this ""Phantom""as seems to sadly lack....more",Notes are private!,0,43,1,"Sep 26, 2014","Sep 30, 2014","Sep 26, 2014",,Paperback,view (with text),/book/show/657537.Fant_mas
576,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Grass Harp,"Capote, Truman",0679766707,9780679766704,0679766707,97        pp,3.89,"3,460",1951,"Aug 13, 1996",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Capote masterfully turns the somber Benji figure of Faulkner's lore into a boy that's almost a movie camera. Mostly mute, he gives the reader insightsCapote masterfully turns the somber Benji figure of Faulkner's lore into a boy that's almost a movie camera. Mostly mute, he gives the reader insights both witty and sad (like a Sunday, like a Johnny Cash Sunday). He is a sly observer & a great filter. All the philosophizing and speaking about inner feelings (finding thus an outlet that surpasses social restraints & conventions) takes place in a floating cocoon, an egg, free from most earthly encumbrances. A tree house, quaintly enough. (In Modern Times the ""strangers stuck in an elevator"" device is an apt counterpart. In Classical terms, its represented by that plot-within-vessel, Huck Finn's gay ass raft.)Tender, strange, it's about relationships as much as it is about aging and getting old. There's bottled-up homosexuality (like the fickle details of pastoral life including swimming nude in communal lakes) and a physical/emotional undressing of past costumes of the European Victorian persuasion in the good ole Great American South. Also, there is a surreal aspect to all the grownups playing childish games out in the deep green forest.The central question here is: IS THE WORLD A BAD PLACE? This band of outsiders begins to delve into it, transforming ""The Glass Harp"" into a bittersweet fantasia/coming of Age in the South-yarn, that's nice & neat, with-a-cute-bow-on-top story, reminiscent of the plays of George B. Shaw....more",Notes are private!,0,56,1,"Sep 24, 2014","Sep 26, 2014","Sep 24, 2014",,Paperback,view (with text),/book/show/142781.The_Grass_Harp
577,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The White Tiger,"Adiga, Aravind",1416562591,9781416562597,1416562591,276        pp,3.76,"191,602","Apr 22, 2008",2008,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The ""White Tiger of Bangalore"" is cunning, fast, intrepid-- the perfect symbol for this perfect novel that reminds the reader of characters like ScarfThe ""White Tiger of Bangalore"" is cunning, fast, intrepid-- the perfect symbol for this perfect novel that reminds the reader of characters like Scarface & friends-- Antiheroes all. Adiga's yarn is utterly engrossing; it's a mystery unraveled in the purest tradition of classic storytelling. It has that picaresque quality (which is one of the hardest tricks for a novelist to pull off, truly, really) needed to balance out all the heaviness of a constant train of melancholic events (violence and tenderness masterfully intermingled), an oppressive setting (modern day India), & a tale that when stripped of its resplendent coat of heavy whites and blacks, is all pulpy, red, meaty, nasty-- still retaining a beauty that is more than the reader expected or felt entitled to. Coincidentally, it has hints of some of my favorite books/film: Ishiguro's ""Remains of the Day"", Indra Sinha's ""Animal's People"" & Danny Boyle's ""Slumdog Millionaire."" I wholly give FULL endorsement to this marvelously universal yet blissfully irreverent novel....more",Notes are private!,0,120,1,"Sep 19, 2014","Sep 24, 2014","Sep 19, 2014",,Hardcover,view (with text),/book/show/1768603.The_White_Tiger
578,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Guts,"Johnston, Kristen",,,,unknown,3.88,"5,030","Mar 13, 2012","Mar 13, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Evil ulcers & morphine monsters are the true villains out to get the famous comedian in this, a self-help/inspirational book/cautionary life story hybEvil ulcers & morphine monsters are the true villains out to get the famous comedian in this, a self-help/inspirational book/cautionary life story hybrid. Kristen Johnson has the congeniality and taste to render her tale incredibly vivid and real; she takes that inimitable home girl attitude about the whole dilemma (a prolonged hospital stay in merry ol England which costed both very much [the actress' very sanity at stake] & very little [only $3000 for almost two months! At 'ospital! This... an undercover petition for healthcare reform? NAH, but that's like, blasé]).GUTS brings out the pathos that must manifest itself like an aura, like whats under ""the burka"" (thanks gaga) if the comedic autobio will become a tremendous success. Guts REALLY is. Johnson tells us about the importance of ambition, without getting into Hollywood elements (which works). To be ready, she advises, at any level or time in your life, to be betrayed, & or slapped in the face with full-on excrement called judgment.I know exactly two girls that exemplify Johnson's enviable brand of joie de vivre. They are exactly like her, talk like her--this is the chick from that famous second-to-penultimate episode of Sex and the City. Oh, you know. SPLAT! These wise, risk addict women... much love to 'em!...more",Notes are private!,0,46,1,"Sep 17, 2014","Sep 18, 2014","Sep 17, 2014",,,view (with text),/book/show/23157899-guts
579,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Moviegoer,"Percy, Walker",0394437039,9780394437033,0394437039,256        pp,3.65,"28,753",1960,"May 12, 1961",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Shitty, shitty book. With no plot & worse, no climax, whatsoever. Just...pretty megabaffling!",Notes are private!,0,75,1,"Sep 17, 2014","Sep 21, 2014","Sep 17, 2014",,Hardcover,view (with text),/book/show/1051671.The_Moviegoer
580,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wind in the Willows,"Grahame, Kenneth",0143039091,9780143039099,0143039091,197        pp,4.01,"218,232","Oct 08, 1908","Jul 26, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A genuinely refreshing little romp through tunnels & pastures. Zen is something that's somehow--& very surprisingly--reached. This is the ultimate impA genuinely refreshing little romp through tunnels & pastures. Zen is something that's somehow--& very surprisingly--reached. This is the ultimate impression the reader is left with. Outstanding, engaging and more fun than Aesop's menagerie, it moralizes vaguely on fidelity, the value of friendships & associations... The final sentence even addresses finally the main target audience-- the 'lil tykes and treasured ones; and even sustains with the theory that looks may be deceiving... the Badger is ultimately not the savage beast you may've erroneously predicted.Sure, it is rife with discrepancies: a world where humans speak animal & animals speak human. The aid of humans is, I will admit --KAhYYute! There is wisdom in this, far surpassing anything in Disney's* imaginarium. The animals begin to hear a single string, a musical undertone, & this drives their natures and certainly seals their fates. Which are you? Adventurous Toad? Impressionable Mole? Generous Badger? otter? fox? washer-woman? little girl (remember, womenfolk don't enter the tale until half-way the story!)?... or do you simply presume to know it all, omnipresent, and wise as the wind?*okay, so obviously the Disney version DOES exist [although, did the ride outright disappear from the Anaheim theme park?]. I'm not stupid... But really the book is a longer journey, more in the literary tradition of Thoreau, and not instantaneous and vapid and bumpy, like the ""ride."" [But, DID YOU KNOW?!?! You CAN read Kenneth Grahame's entire novel waiting in line for Mr. Toad's Wild Ride. If it still exists.]...more",Notes are private!,0,86,1,"Sep 15, 2014","Sep 16, 2014","Sep 15, 2014",,Paperback,view (with text),/book/show/5659.The_Wind_in_the_Willows
581,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Good Man Is Hard to Find and Other Stories,"O'Connor, Flannery",,,,251        pp,4.18,"45,720",1955,1983,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"An exemplary short story collection & very likely at the zenith in most ""all-time"" lists. All 10 vignettes are blissfully cinematographic, spewing outAn exemplary short story collection & very likely at the zenith in most ""all-time"" lists. All 10 vignettes are blissfully cinematographic, spewing out image after retched image, illuminating lives filled with woe, woe, & more woe. In a place of stasis & violence. The setting is that of the inglorious Southern U.S.--minus its usual sheen of glittery magnificence.It is without a doubt one very strong dose of American Gothic. The elements of which practically overflow in each short story: the immortal clashes between races, between sexes, between ages... reluctance to the advances of technology, the always impressionable war between rural & urban spaces.... plus the fabulous and macabre for which we've come to know and love the artist, such as: bizarrely wise children and inane adults; monkeys (of course!); trains, cars, transportation; self-fulfilling prophecy (the titular story is the main example of this); death, missteps, punishment exchanged for ingrained ignorance; as one character boldly puts it, an infatuation with ""secret infections, hidden deformities, assaults upon children"" (173). Sentences are overstuffed with a hidden meaning, & there is absolutely no real key to unlock each mysterious element or eerie undertone.After the first story, the stories linger on insignificance much to long, but this is quickly forgiven as the last four stories (A Circle of Fire, A Late Encounter with the Enemy, Good Country People [my personal winner], and The Displaced Person) in the book match, if not surpass, the first one, the very very good ""A Good Man..."". & the immigrant polemic of this country in the modern day is a prophetic way to end her collection, in tale #10.With these horrific and morbid morsels, it begins to dawn on us that no one else but the devil is in the details. It is no wonder that O'Connor is conversing with Faulkner in the Afterlife at this very moment... (Imagine, for a second, a fantasy collaboration between the two. A screenplay? WOW.)...more",Notes are private!,1,202,1,"Sep 15, 2014","Sep 17, 2014","Sep 15, 2014",,Paperback,view (with text),/book/show/11367079-a-good-man-is-hard-to-find-and-other-stories
582,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wide Sargasso Sea,"Rhys, Jean",0393308804,9780393308808,0393308804,190        pp,3.59,"92,867",Oct 1966,"Aug 19, 1992",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"An epic romance made meek, singular, aromatic, ethereal, surreal. A fresh little nugget of splendor, of much-needed prose perfection. This is gothic rAn epic romance made meek, singular, aromatic, ethereal, surreal. A fresh little nugget of splendor, of much-needed prose perfection. This is gothic romance at its absolute height. (It's perhaps the best piece of fan-fiction ever.) & I say this as ""WSS"" is in actuality a side story formulated for the emblematic crazed woman smack in the middle of ""Jane Eyre"". But it takes a life of its own... merging elements of brutal nature and brutal nurture both, to birth a spectacle like one I've never experienced before. Not short of magical, it's baffling how truly impactful these short novels really are. Rhys gives us so much by giving us the absolute least. Leaving the reader naturally to ask for more. There are specks of Graham Greene (the impeccable) here; as well as Toni Morrison (the visionary)-- SO the best of the best in the best.To be read IMMEDIATELY. ""Wide Sargasso Sea"": certainly a masterpiece....more",Notes are private!,0,97,1,"Sep 05, 2014","Sep 13, 2014","Sep 05, 2014",,Paperback,view (with text),/book/show/481558.Wide_Sargasso_Sea
