,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,John's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Introduction to the Devout Life,"Sales, Francis de",0375725628,9780375725623,0375725628,288        pp,4.36,"6,257",1609,"Apr 09, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 14, 2022","Dec 05, 2022","Aug 20, 2022",,Paperback,view,/book/show/398834.Introduction_to_the_Devout_Life
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Double,"Dostoevsky, Fyodor",0486295729,9780486295725,0486295729,144        pp,3.68,"32,909",1846,"Mar 12, 1997",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Comic? Creepy? Tragic?Yes. Yes. Yes.,Notes are private!,0,1,1,"Aug 02, 2022","Aug 06, 2022","Aug 02, 2022",,Paperback,view (with text),/book/show/210190.The_Double
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Can Science Explain Everything?,"Lennox, John C.",1784984116,9781784984113,1784984116,128        pp,4.36,"1,014",Jan 2019,"Jan 01, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 01, 2022",,Paperback,view,/book/show/42371002-can-science-explain-everything
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Last Duchess and Other Poems,"Browning, Robert",0486277836,9780486277837,0486277836,110        pp,4.06,"5,494",1842,"Dec 23, 1993",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 29, 2022","Aug 09, 2022","Jul 29, 2022",,Paperback,view,/book/show/430400.My_Last_Duchess_and_Other_Poems
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lincoln Reader,"Angle, Paul M.",0313227578,9780313227578,0313227578,564        pp,4.29,45,1947,Jun 1980,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 28, 2022",,Hardcover,view,/book/show/4266118-lincoln-reader
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Surprised by Oxford,"Weber, Carolyn*",0849946115,9780849946110,0849946115,456        pp,4.30,"5,216","Aug 09, 2011","Jan 01, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 26, 2023","Oct 31, 2023","Jul 26, 2022",,Paperback,view,/book/show/9923943-surprised-by-oxford
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Miss Lonelyhearts,"West, Nathanael",082220763X,9780822207634,082220763X,208        pp,3.58,"6,163",1933,unknown,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 26, 2022",,Paperback,view,/book/show/250041.Miss_Lonelyhearts
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Merton's Palace of Nowhere,"Finley, James",0877930414,9780877930419,0877930414,157        pp,4.39,528,"Nov 30, 1977","Aug 01, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 23, 2022",,Paperback,view,/book/show/351725.Merton_s_Palace_of_Nowhere
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gates of Fire,"Pressfield, Steven*",055338368X,9780553383683,055338368X,526        pp,4.40,"38,462","Oct 20, 1998","Sep 27, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 20, 2022",,Paperback,view,/book/show/1305.Gates_of_Fire
121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Prisoner of Heaven        (The Cemetery of Forgotten Books, #3)","Ruiz Zafón, Carlos",,,B0070XFNDE,293        pp,4.12,"100,636","Nov 01, 2011","Jul 10, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 21, 2022","Aug 02, 2022","Jul 16, 2022",,Kindle Edition,view,/book/show/18900805-the-prisoner-of-heaven
122,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Poor Folk,"Dostoevsky, Fyodor",1592244319,9781592244317,1592244319,167        pp,3.78,"30,508",1846,"Sep 01, 2003",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,His first novel. Contains hints of his mastery. Terribly sad but very beautiful.,Notes are private!,0,1,1,"Jul 09, 2022","Jul 13, 2022","Jul 09, 2022",,Paperback,view (with text),/book/show/67326.Poor_Folk
123,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Law of Innocence        (The Lincoln Lawyer, #6; Harry Bosch Universe #35)","Connelly, Michael*",0316498025,9780316498029,B0852ZXJSD,400        pp,4.35,"63,783","Nov 10, 2020","Nov 10, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A page turner. Easy read. But why do we need to be bombarded with the left wing politics? Haller hates guns, Trump, cops, district attorneys. And he fA page turner. Easy read. But why do we need to be bombarded with the left wing politics? Haller hates guns, Trump, cops, district attorneys. And he fears Covid. None of this was needed for the story. This is why I prefer to read the classics. ...more",Notes are private!,0,1,1,"Jul 08, 2022","Jul 11, 2022","Jul 08, 2022",,Kindle Edition,view (with text),/book/show/51810799-the-law-of-innocence
124,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Warning: Testimonies and Prophecies of the Illumination of Conscience,"Watkins, Christine",,,B08193JNJ4,414        pp,4.56,919,"Sep 28, 2019","Nov 09, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I don’t know what to make of it. It’s likely my weak faith but this was too much for me. These testimonies all involve miraculous individual revelatioI don’t know what to make of it. It’s likely my weak faith but this was too much for me. These testimonies all involve miraculous individual revelations. I know God can do that but I don’t know anyone who has experienced such. Read this book. Don’t let my doubts stop you. Very high rating. ...more,Notes are private!,0,0,1,"Sep 18, 2022","Oct 06, 2022","Jul 01, 2022",,Kindle Edition,view (with text),/book/show/48748880-the-warning
125,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Gambler,"Dostoevsky, Fyodor",,,,188        pp,3.91,"91,369","Mar 10, 1866","Apr 08, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 30, 2022",,Paperback,view,/book/show/12857.The_Gambler
126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"On the Unseriousness of Human Affairs: Teaching, Writing, Playing, Believing, Lecturing, Philosophizing, Singing, Dancing","Schall, James V.",1882926633,9781882926633,1882926633,205        pp,4.04,129,"Oct 01, 2001","Jan 01, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 29, 2022",,Hardcover,view,/book/show/1657738.On_the_Unseriousness_of_Human_Affairs
127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Grandfather's Son,"Thomas, Clarence",0060565551,9780060565558,0060565551,289        pp,4.23,"4,149","Dec 01, 2007","Oct 01, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Inspirational. From poverty to the Supreme Ct. I wish he hadn’t dumped on Anita Hill. He won. She lost. His forgiveness would have been terribly diffiInspirational. From poverty to the Supreme Ct. I wish he hadn’t dumped on Anita Hill. He won. She lost. His forgiveness would have been terribly difficult but so much better. ...more,Notes are private!,0,1,1,"Jun 29, 2022","Jul 08, 2022","Jun 28, 2022",,Hardcover,view (with text),/book/show/907011.My_Grandfather_s_Son
128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Miracles,"Lewis, C.S.",0007461259,9780007461257,0007461259,294        pp,4.05,"18,577",1947,"Jan 01, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 25, 2022",,Paperback,view,/book/show/13650512-miracles
129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Stonemason: A Play in Five Acts,"McCarthy, Cormac",0679762809,9780679762805,0679762809,144        pp,3.88,"1,318",1994,"Aug 01, 1995",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 16, 2022",,Paperback,view,/book/show/383602.The_Stonemason
130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tiny Love: The Complete Stories,"Brown, Larry",1616209755,9781616209759,1616209755,480        pp,4.18,306,"Nov 26, 2019","Nov 26, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 12, 2022","Jan 20, 2023","Jun 12, 2022",,Paperback,view,/book/show/43212934-tiny-love
131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Catholics,"Moore, Brian",0829423338,9780829423334,0829423338,160        pp,3.75,643,1972,"Jan 01, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A story of doubt. Of choosing faith. I get this. For me faith is a choice. I don’t feel things. Never felt anything at mass. Over 20 years spending anA story of doubt. Of choosing faith. I get this. For me faith is a choice. I don’t feel things. Never felt anything at mass. Over 20 years spending an hour a week in adoration. I meet silence. Humble obedience. Prayer while looking into the darkness. Choose to sing praise. Choose hope. “Why so sad my soul and anxious within me. Hope in the lord and I will praise him.” Psalm 42...more,Notes are private!,0,0,1,"Jun 06, 2022","Jun 10, 2022","Jun 06, 2022",,Paperback,view (with text),/book/show/277851.Catholics
132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,True Devotion to the Holy Spirit,"Martínez, Luis M.",1928832059,9781928832058,1928832059,271        pp,4.35,68,"Mar 01, 2000","Mar 01, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 04, 2022",,Paperback,view,/book/show/307835.True_Devotion_to_the_Holy_Spirit
133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Conflict of Visions: Ideological Origins of Political Struggles,"Sowell, Thomas",0465081428,9780465081424,0465081428,304        pp,4.32,"4,144",1986,"Jan 03, 2002",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 31, 2022","Jun 20, 2022","May 31, 2022",,Paperback,view,/book/show/3047.A_Conflict_of_Visions
134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The New Iberia Blues        (Dave Robicheaux, #22)","Burke, James Lee",1501176870,9781501176876,1501176870,451        pp,4.11,"7,580","Jan 08, 2019","Jan 08, 2019",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 26, 2022","Jun 03, 2022","May 26, 2022",,Hardcover,view,/book/show/40538584-the-new-iberia-blues
135,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Reading the Church Fathers: A History of the Early Church and the Development of Doctrine,"Papandrea, James",1644136570,9781644136577,B09X3KJ3X1,613        pp,4.40,20,unknown,"Apr 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 11, 2024",not set,"May 25, 2022",,Kindle Edition,view,/book/show/60802552-reading-the-church-fathers
136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Silmarillion,"Tolkien, J.R.R.",0618391118,9780618391110,0618391118,386        pp,4.01,"292,797","Sep 15, 1977","Nov 15, 2004",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Not LOTR. Not an easy read. But a beautiful tale of the creation of middle earth and the introduction of evil.,Notes are private!,0,0,1,"May 23, 2022","Jun 12, 2022","May 23, 2022",,Hardcover,view (with text),/book/show/7332.The_Silmarillion
137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Good Apprentice,"Murdoch, Iris",0141186682,9780141186689,0141186682,522        pp,3.84,"1,621",1985,"Dec 01, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 30, 2022",,Paperback,view,/book/show/234069.The_Good_Apprentice
138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wisdom of the Desert: Sayings from the Desert Fathers of the Fourth Century,"Merton, Thomas",1590300394,9781590300398,1590300394,128        pp,3.96,"3,098",1960,"Nov 16, 2004",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,So much wisdom in the desert fathers.,Notes are private!,0,2,1,"Apr 27, 2022",May 2022,"Apr 23, 2022",,Hardcover,view (with text),/book/show/225806.The_Wisdom_of_the_Desert
139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,No Greater Love,"Teresa, Mother",1577310063,9781577310068,1577310063,206        pp,4.38,"2,556","Feb 01, 1997","Jan 01, 1997",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 19, 2022","Apr 29, 2022","Apr 18, 2022",,Hardcover,view,/book/show/400763.No_Greater_Love
140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Memento Mori,"Spark, Muriel",0811214389,9780811214384,0811214389,224        pp,3.62,"6,361",Jan 1959,"Jun 01, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 17, 2022",,Paperback,view,/book/show/120158.Memento_Mori
141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Scandal of Holiness: Renewing Your Imagination in the Company of Literary Saints,"Wilson, Jessica Hooten",1587435241,9781587435249,1587435241,240        pp,4.27,289,unknown,"Mar 29, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I love books about books. I love books about Christianity. 4.5 stars.,Notes are private!,0,4,1,"Apr 13, 2022","Apr 17, 2022","Apr 13, 2022",,Hardcover,view (with text),/book/show/58383240-the-scandal-of-holiness
142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Poems by Rainer Maria Rilke,"Rilke, Rainer Maria",,,B09BXQVY85,77        pp,3.00,7,unknown,"Jul 26, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 30, 2022","Apr 17, 2022","Mar 30, 2022",,Kindle Edition,view,/book/show/59511907-poems-by-rainer-maria-rilke
143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"From Strength to Strength: Finding Success, Happiness, and Deep Purpose in the Second Half of Life","Brooks, Arthur C.",,,B08WCKY8MB,270        pp,3.94,"10,344",unknown,"Feb 15, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 29, 2022","Apr 08, 2022","Mar 29, 2022",,Kindle Edition,view,/book/show/58100575-from-strength-to-strength
144,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Tao of Pooh,"Hoff, Benjamin",1405204265,9781405204262,1405204265,176        pp,4.01,"120,694","Apr 28, 1982","Feb 06, 2003",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 28, 2022","Mar 30, 2022","Mar 28, 2022",,Paperback,view,/book/show/48757.The_Tao_of_Pooh
145,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,House of Leaves,"Danielewski, Mark Z.*",,,,710        pp,4.09,"170,084","May 07, 2000","Mar 07, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 27, 2022",,Paperback,view,/book/show/24800.House_of_Leaves
146,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wait Till Next Year,"Goodwin, Doris Kearns",0684847957,9780684847955,0684847957,272        pp,4.03,"9,821","Oct 01, 1997","Jun 02, 1998",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Perfect for baseball lovers.,Notes are private!,0,0,1,not set,May 2022,"Mar 27, 2022",,Paperback,view (with text),/book/show/77125.Wait_Till_Next_Year
147,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Dante Club        (The Dante Club, #1)","Pearl, Matthew*",034549038X,9780345490384,034549038X,424        pp,3.41,"41,428","Feb 04, 2003","Jun 27, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 23, 2022",,Mass Market Paperback,view,/book/show/18402.The_Dante_Club
148,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rembrandt Is in the Wind: Learning to Love Art through the Eyes of Faith,"Ramsey, Russ*",0310129729,9780310129721,0310129729,256        pp,4.52,"2,114","Mar 22, 2022","Mar 22, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 22, 2022",,Hardcover,view,/book/show/58429156-rembrandt-is-in-the-wind
149,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Best Things in Life: A Contemporary Socrates Looks at Power, Pleasure, Truth & the Good Life","Kreeft, Peter",0877849226,9780877849223,0877849226,190        pp,4.09,674,Jul 1984,"Jul 12, 1984",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 11, 2022",,Paperback,view,/book/show/325190.The_Best_Things_in_Life
150,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Confession,"Tolstoy, Leo",1598184717,9781598184716,1598184717,108        pp,4.10,"15,959",1880,"Oct 01, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"May 02, 2022","May 08, 2022","Mar 05, 2022",,Paperback,view,/book/show/26244.A_Confession
151,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Virtue and Meaning: A Neo-Aristotelian Perspective,"McPherson, David*",1108477887,9781108477888,1108477887,224        pp,3.75,4,unknown,"Apr 30, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 04, 2022",,Hardcover,view,/book/show/49799741-virtue-and-meaning
152,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Archbishop Fulton Sheen's St. Therese - A Treasured Love Story,"Sheen, Fulton J.",1930314094,9781930314092,1930314094,183        pp,4.76,176,"Nov 01, 2007","Nov 01, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Mar 2022,"Mar 11, 2022","Mar 01, 2022",,Hardcover,view,/book/show/2293160.Archbishop_Fulton_Sheen_s_St_Therese_A_Treasured_Love_Story
153,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Normal People,"Rooney, Sally*",1984822179,9781984822178,1984822179,273        pp,3.81,"1,385,480","Aug 28, 2018","Apr 16, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 28, 2022","Mar 03, 2022","Feb 27, 2022",,Hardcover,view,/book/show/41057294-normal-people
154,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Preface to Paradise Lost,"Lewis, C.S.",0195003454,9780195003451,0195003454,143        pp,4.26,"1,334",1942,"Jan 01, 1961",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 23, 2022",,Paperback,view,/book/show/207546.A_Preface_to_Paradise_Lost
155,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Odd Hours        (Odd Thomas, #4)","Koontz, Dean*",0553807056,9780553807059,0553807056,283        pp,3.96,"47,311",2008,"May 20, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 21, 2022",,Hardcover,view,/book/show/2029927.Odd_Hours
156,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Foundation        (Foundation, #1)","Asimov, Isaac",0553803719,9780553803716,0553803719,244        pp,4.17,"539,078","Aug 30, 1951","Jun 01, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 19, 2022",,Hardcover,view,/book/show/29579.Foundation
157,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Brother Odd        (Odd Thomas, #3)","Koontz, Dean*",0553804804,9780553804805,0553804804,364        pp,4.00,"66,949",2006,"Nov 28, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This was fun. Best in the series so far.,Notes are private!,0,0,1,"Feb 17, 2022","Feb 21, 2022","Feb 17, 2022",,Hardcover,view (with text),/book/show/14996.Brother_Odd
158,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Island of the World,"O'Brien, Michael D.",1586172166,9781586172169,1586172166,850        pp,4.70,"1,976","Nov 15, 2007","Nov 15, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 13, 2022",,Hardcover,view,/book/show/2084211.Island_of_the_World
159,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Secular Age,"Taylor, Charles",0674026764,9780674026766,0674026764,874        pp,4.27,"1,630",2007,2007,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 13, 2022",,Hardcover,view,/book/show/824412.A_Secular_Age
160,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Father's Tale,"O'Brien, Michael D.",089870815X,9780898708158,089870815X,"1,076        pp",4.38,840,2011,"Sep 01, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 11, 2022",,Hardcover,view,/book/show/12707152-the-father-s-tale
161,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Forever Odd        (Odd Thomas, #2)","Koontz, Dean*",0553588265,9780553588262,B007230850,364        pp,3.98,"77,403",2005,"Jan 01, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Fun. I love Odd, especially his humility. He makes me think of Tolkien’s hobbits. The humble defeat evil.But slow",Notes are private!,0,0,1,"Feb 10, 2022","Feb 14, 2022","Feb 10, 2022",,Paperback,view (with text),/book/show/16433.Forever_Odd
162,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,On Union With God,"Great, Albert the",1434433013,9781434433015,1434433013,50        pp,4.15,136,1911,"Jul 20, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 09, 2022",,Paperback,view,/book/show/12991435-on-union-with-god
163,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Union with God: According to St. John of the Cross,"Magdalen, Fr. Gabriel of St. Ma",,,B07T1LWLH7,135        pp,4.70,43,unknown,"Jun 13, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 09, 2022",,Kindle Edition,view,/book/show/50149079-union-with-god
164,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Man Called Ove,"Backman, Fredrik*",,,,353        pp,4.38,"1,031,683","Aug 27, 2012","Jul 15, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A great book. It’s about real things. Pain. Suffering. Despair. Love. Hope. Redemption. Looking forward to more from my new friend Fred.,Notes are private!,0,0,1,"Feb 09, 2022","Feb 13, 2022","Feb 03, 2022",,Kindle Edition,view (with text),/book/show/20492604-a-man-called-ove
165,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Call Me By Your Name        (Call Me By Your Name, #1)","Aciman, André*",1786495252,9781786495259,1786495252,248        pp,4.11,"493,008","Jan 23, 2007","Sep 21, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 03, 2022",,Paperback,view,/book/show/36336078-call-me-by-your-name
166,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stampede: Gold Fever and Disaster in the Klondike,"Castner, Brian*",0385544502,9780385544504,0385544502,269        pp,4.12,491,"Apr 13, 2021","Apr 13, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 02, 2022",,Hardcover,view,/book/show/54895271-stampede
