,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Jamie's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
823,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mr. Right Now,"Albert, Annabeth*",,,,127        pp,3.81,"1,616","Nov 14, 2019","Nov 14, 2019",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Another December read I’m ing in June. Long live the fake dating trope, but for such a short book, this one is tedious. Small talk is not hot orAnother December read I’m ing in June. Long live the fake dating trope, but for such a short book, this one is tedious. Small talk is not hot or interesting. Neither is telling not showing. Argh....more",Notes are private!,0,0,1,"Dec 23, 2019","Dec 23, 2019","Jun 26, 2020",,ebook,view (with text),/book/show/52972278-mr-right-now
824,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,To Touch the Light        (Irons and Works #6.5),"Lindsey, E.M.",,,B081NTP8T8,170        pp,4.07,"1,326","Dec 05, 2019","Dec 05, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is how far behind I am in s— there are books I read in December that I’m ing in June. But I have a feeling I’ll re-read this sweet-heThis is how far behind I am in s— there are books I read in December that I’m ing in June. But I have a feeling I’ll re-read this sweet-hearted novella, so it won’t matter much if it’s June, July, or November. ...more",Notes are private!,0,0,1,"Dec 28, 2019","Dec 28, 2019","Jun 26, 2020",,Kindle Edition,view (with text),/book/show/48894801-to-touch-the-light
825,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Transcendent Kingdom,"Gyasi, Yaa*",,,,264        pp,4.11,"146,879","Aug 31, 2020","Sep 01, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 26, 2020",,Hardcover,view,/book/show/48570454-transcendent-kingdom
826,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,On Imagination        (Quarternote Chapbook Series),"Ruefle, Mary",1941411479,9781941411476,1941411479,32        pp,4.20,466,"Jul 25, 2017","Jul 25, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"“All I can tell you is that at long last I am myself and free, even if isolated, and I am happy when I want to be and sad when I feel like it, and “All I can tell you is that at long last I am myself and free, even if isolated, and I am happy when I want to be and sad when I feel like it, and about the only thing that troubles me is knowing how many people on earth do not have that privilege, some for external reasons and some for internal ones, and to these I bow and for these I pray.”...more",Notes are private!,0,4,1,"Jun 21, 2020","Jun 21, 2020","Jun 24, 2020",,Paperback,view (with text),/book/show/31944643-on-imagination
827,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Merlin in the Library        (The Agency, #1.5)","Soto, Ada Maria*",1386736961,,B07GFBXG4S,19        pp,4.16,603,"Aug 18, 2018","Aug 18, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Aw, Merlin. I’ll say it again, you can tell the writers who got their start writing fanfic. They know how to give the readers what they want.",Notes are private!,0,1,1,"Jun 13, 2020","Jun 13, 2020","Jun 23, 2020",,Kindle Edition,view (with text),/book/show/41147433-merlin-in-the-library
828,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Black God's Drums,"Clark, P. Djèlí*",1250294711,9781250294715,1250294711,111        pp,4.02,"10,044","Aug 21, 2018","Aug 21, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,P. Djèlí Clark does it again. I am gonna be here for Ring Shout come October 13th. P. Djèlí Clark does it again. I am gonna be here for Ring Shout come October 13th. ...more,Notes are private!,0,3,1,"Jun 13, 2020","Jun 13, 2020","Jun 19, 2020",,Paperback,view (with text),/book/show/37941785-the-black-god-s-drums
829,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sword Dance        (Sword Dance #1),"Demas, A.J.*",1988086132,9781988086132,1988086132,297        pp,4.10,"1,434","Jul 31, 2019","Jul 31, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This didn’t quite work for me. I can’t decide whether I’ve read too much Greek history lately to buy the alt-history, or if my current reading made itThis didn’t quite work for me. I can’t decide whether I’ve read too much Greek history lately to buy the alt-history, or if my current reading made it suffer by comparison, or if the similarity to beloved favs works to its detriment (another  said it was like Captive Prince and The Persian Boy in a blender, and yep) or if it’s off the standard of the other books of hers I read. Main complaint: it’s modern times playing dress up. I do remember that bugging me a little in Boukos, but it feels more conspicuous here. There are ways to do alt-history and even comment on social issues in 2020 without just throwing a tunic on a contemporary book. I didn’t feel immersed in the world, and unfortunately, the influences were distracting. I wanted to love it but it just didn’t click....more",Notes are private!,0,0,1,"May 22, 2020","May 23, 2020","Jun 19, 2020",,Paperback,view (with text),/book/show/50612657-sword-dance
830,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Waiting on a Bright Moon,"Yang, J.Y.*",,,B0717436NW,40        pp,3.80,"1,375","Jul 12, 2017","Jul 12, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It’s so difficult to do 2nd person POV right. Those who want to attempt it: take notice of this novella. Yang does it right. Also, I love that Ursula It’s so difficult to do 2nd person POV right. Those who want to attempt it: take notice of this novella. Yang does it right. Also, I love that Ursula Le Guin coined “ansible” in 1966 and it’s still alive and well today....more",Notes are private!,0,2,1,"Jun 15, 2020","Jun 15, 2020","Jun 17, 2020",,Kindle Edition,view (with text),/book/show/35395539-waiting-on-a-bright-moon
831,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Minor Mage,"Kingfisher, T.",,,B07VNV5L8Q,176        pp,4.19,"7,217","Jul 30, 2019","Jul 30, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Oliver was already on his knees, but he bowed his head, feeling complicated things he didn’t know how to deal with. When kindness came from muOliver was already on his knees, but he bowed his head, feeling complicated things he didn’t know how to deal with. When kindness came from murdered ghosts and lost pigs, and the adults that were supposed to help you were monsters that walked like men… What was he supposed to do? It wasn’t right. He wanted the world to be different.I don’t have the brain power to say much more than: this was lovable and relevant. ...more",Notes are private!,0,0,1,"May 22, 2020","May 23, 2020","Jun 16, 2020",,Kindle Edition,view (with text),/book/show/52369824-minor-mage
832,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Navigate Your Stars,"Ward, Jesmyn*",,,B07Y3TF87P,1        pp,4.19,"3,322","Apr 07, 2020","Apr 14, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I’m usually not one for stirring speeches of the commencement variety, but this one— in audio, read by the author— was worth the listen.",Notes are private!,0,0,1,"Jun 06, 2020","Jun 06, 2020","Jun 16, 2020",,Audible Audio,view (with text),/book/show/53290907-navigate-your-stars
833,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Woman and Nature: The Roaring Inside Her,"Griffin, Susan",1578050472,9781578050475,1578050472,300        pp,4.15,696,1978,"Jan 03, 2000",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I read this months ago and forgot to  it, but what I remember: the timeline of witch trials alongside historical milestones is a mighty profoundI read this months ago and forgot to  it, but what I remember: the timeline of witch trials alongside historical milestones is a mighty profound thing....more",Notes are private!,0,0,1,"Apr 09, 2020","Apr 11, 2020","Jun 16, 2020",,Paperback,view (with text),/book/show/506016.Woman_and_Nature
834,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Decameron,"Boccaccio, Giovanni",,,,unknown,3.88,"40,034",1349,1975,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Hey, remember way back when there was this pandemic happening? This was good reading during it.",Notes are private!,0,2,1,Apr 2020,"Apr 30, 2020","Jun 16, 2020",,,view (with text),/book/show/2084783.The_Decameron
835,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Torture Letters: Reckoning with Police Violence,"Ralph, Laurence*",022665009X,9780226650098,022665009X,248        pp,4.24,124,"Jan 09, 2020","Jan 09, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"We’re just now beginning to reckon with the militarization of police, not to mention the racism or corruption, but let’s talk about how four decades iWe’re just now beginning to reckon with the militarization of police, not to mention the racism or corruption, but let’s talk about how four decades in CPD gets you a job at Guantanamo. How public school kids had to travel to the UN in Geneva to get their case heard—only to be dismissed and insulted by the DOJ. How this was published in January 2020 but still doesn’t talk about Homan Square or police bonds or [insert endless names here] because the scope is just so big, in one city, that one book can’t cover it....more",Notes are private!,0,4,1,"Jun 05, 2020","Jun 05, 2020","Jun 10, 2020",,Paperback,view (with text),/book/show/43819468-the-torture-letters
836,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Uses of Anger: Women Responding to Racism,"Lorde, Audre",,,,unknown,4.76,100,1981,1981,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"For it is not the anger of Black women which is dripping down over this globe like a diseased liquid. It is not my anger that launches rockets, speFor it is not the anger of Black women which is dripping down over this globe like a diseased liquid. It is not my anger that launches rockets, spends over sixty thousand dollars a second on missiles and other agents of war and death, slaughters children in cities, stockpiles nerve gas and chemical bombs, sodomizes our daughters and our earth. It is not the anger of Black women which corrodes into blind, dehumanizing power, bent upon the annihilation of us all unless we meet it with what we have, our power to examine and to redefine the terms upon which we will live and work; our power to envision and to reconstruct, anger by painful anger, stone upon heavy stone, a future of pollinating difference and the earth to support our choices....more",Notes are private!,0,5,1,"Jun 02, 2020","Jun 02, 2020","Jun 10, 2020",,,view (with text),/book/show/32709697-the-uses-of-anger
837,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stonewall: The Definitive Story of the LGBT Rights Uprising that Changed America,"Duberman, Martin",0593083997,9780593083994,B07N5J4VLP,384        pp,3.92,"1,838",1993,"Jun 04, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Much broader and deeper than one riot, which is why it’s so important to know history. The most disheartening part is how much momentum was lost becauMuch broader and deeper than one riot, which is why it’s so important to know history. The most disheartening part is how much momentum was lost because the antiwar, Black, feminist, gay and lesbian movements were intent on excluding each other. How much more progress could have been made?Also, this, by way of history repeating:“For the better part of a week, the police, with little or no provocation, literally assaulted antiwar demonstrators and yippies alike, spilling so much blood, and bashing onlookers, reporters, and “freaks” so indiscriminately, that TV images of their rampaging brutality produced national revulsion.”That’s the Chicago Democratic Convention, 1968....more",Notes are private!,0,4,1,"Jun 02, 2020","Jun 03, 2020","Jun 10, 2020",,Kindle Edition,view (with text),/book/show/45861556-stonewall
838,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,On Genocide: and a Summary of the Evidence and the Judgments of the International War Crimes Tribunal,"Sartre, Jean-Paul",,,,85        pp,4.26,23,"Jan 01, 1968",unknown,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Sartre in 1967: When a peasant falls in his rice paddy, mowed down by a machine gun, every one of us is hit. The Vietnamese fight for all men and tSartre in 1967: When a peasant falls in his rice paddy, mowed down by a machine gun, every one of us is hit. The Vietnamese fight for all men and the American forces against all. Neither figuratively nor abstractly. And not only because genocide would be a crime universally condemned by international law, but because little by little the whole human race is being subjected to this genocidal blackmail piled on top of atomic blackmail, that is, to absolute, total war. This crime, carried out every day before the eyes of the world, renders all who do not denounce it accomplices of those who commit it, so we are being degraded today for our future enslavement.In this sense imperialist genocide can only become more complete. The group which the United States wants to intimidate and terrorize by way of the Vietnamese nation is the human group in its entirety. Today in 2020:Proof....more",Notes are private!,0,0,1,Jun 2020,Jun 2020,"Jun 10, 2020",,Paperback,view (with text),/book/show/42072741-on-genocide
839,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Home Fire,"Shamsie, Kamila",0735217688,9780735217683,0735217688,276        pp,4.03,"65,160","Aug 15, 2017","Aug 15, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The power of myth. If you’re retelling Antigone 25 centuries later, here’s how to make it count.",Notes are private!,0,3,1,"May 27, 2020","May 29, 2020","Jun 10, 2020",,Hardcover,view (with text),/book/show/33621427-home-fire
840,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Candide and other tales,Voltaire,,,,352        pp,3.93,"4,842",1759,1937,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Maybe it’s just my mood—and my ear currently tuned to 18th century language—but this Tobias Smollett translation is so much better than the Penguin ClMaybe it’s just my mood—and my ear currently tuned to 18th century language—but this Tobias Smollett translation is so much better than the Penguin Classics, new or old....more",Notes are private!,0,0,1,"May 02, 2020","May 10, 2020","Jun 10, 2020",,Hardcover,view (with text),/book/show/15845350-candide-and-other-tales
841,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Riot Baby,"Onyebuchi, Tochi",1250214750,9781250214751,1250214750,176        pp,3.72,"10,903",Jan 2020,"Jan 21, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"From Tochi Onyebuchi, “I Have No Mouth and I Must Scream,” published June 1, 2020 on tor.com:On my back porch, I held my phone in my lap and IFrom Tochi Onyebuchi, “I Have No Mouth and I Must Scream,” published June 1, 2020 on tor.com:On my back porch, I held my phone in my lap and I watched that precinct burn and I saw those fireworks light up the night sky and I thought, “good.”And something of this is in my book, I remember thinking at the time. A book where a black boy can hurt and get older and be smart and be sad and want to escape occupation and fail and have a family, and where having written it felt less like writing and more like paying witness. And this boy had a sister and she was be capable of unimaginable things. She wanted to save him from this. And she was able to fly.On Minnehaha Avenue South, bounded by Interstates 35 W and 94 on the west and north respectively and by the Mississippi River to the east, beneath a flowerhead of fireworks was a police precinct ablaze.I knew that image. It was in my book.I read this book and watched a world burn, and thought, good. I look at the news and watch a world burn, and think, good. It’s time....more",Notes are private!,0,3,1,"May 31, 2020","May 31, 2020","Jun 01, 2020",,Hardcover,view (with text),/book/show/44804077-riot-baby
842,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wind in the Willows,"Grahame, Kenneth",0143106643,9780143106647,0143106643,157        pp,4.01,"218,250","Oct 08, 1908","Apr 24, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Count me among those who expected a good story, but did not expect such beautiful writing.",Notes are private!,0,5,1,"May 25, 2020","May 25, 2020","May 30, 2020",,Paperback,view (with text),/book/show/12987187-the-wind-in-the-willows
843,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,War of the Foxes,"Siken, Richard",1556594771,9781556594779,1556594771,49        pp,4.15,"7,595","Apr 28, 2015","Apr 28, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I believe I’m in the minority of loving this more than Crush. But then I always do love the aftermath. Everyone needs a place. It shouldn’t be insiI believe I’m in the minority of loving this more than Crush. But then I always do love the aftermath. Everyone needs a place. It shouldn’t be inside of someone else....more,Notes are private!,0,2,1,"May 27, 2020","May 27, 2020","May 30, 2020",,Paperback,view (with text),/book/show/21532793-war-of-the-foxes
844,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Crush,"Siken, Richard",0300107897,9780300107890,0300107897,62        pp,4.34,"36,242","Apr 11, 2005","Apr 11, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Tremendous. It didn’t get me in the gut the way Vuong did, but without Siken there might not be a Vuong, and who I am to choose one over the other wheTremendous. It didn’t get me in the gut the way Vuong did, but without Siken there might not be a Vuong, and who I am to choose one over the other when I don’t have to choose at all....more",Notes are private!,0,1,1,"May 26, 2020","May 26, 2020","May 30, 2020",,Paperback,view (with text),/book/show/96259.Crush
845,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rameau's Nephew / D'Alembert's Dream,"Diderot, Denis",0140441735,9780140441734,0140441735,237        pp,3.67,"1,553",1769,"Oct 28, 1976",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,How was this written two and a half centuries ago?,Notes are private!,0,0,1,"May 23, 2020","May 26, 2020","May 30, 2020",,Paperback,view (with text),/book/show/18217.Rameau_s_Nephew_D_Alembert_s_Dream
846,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tigana,"Kay, Guy Gavriel*",0451457765,9780451457769,0451457765,676        pp,4.09,"48,227",Aug 1990,"Dec 01, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 23, 2020",,Paperback,view,/book/show/104089.Tigana
847,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cotillion,"Heyer, Georgette",0330201506,9780330201506,B0011HTSH2,334        pp,4.09,"16,684",1953,1966,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Now I get why anybody who talks about Georgette Heyer says, “Freddy!” FREDDY! Between Freddy and Dolphinton and Fish and Meg and of course Kit, how thNow I get why anybody who talks about Georgette Heyer says, “Freddy!” FREDDY! Between Freddy and Dolphinton and Fish and Meg and of course Kit, how this hasn’t been made and remade into a dozen movies by now I have no idea. “You don’t mean it?” exclaimed Freddy, much struck. “Of course he ain’t a lunatic! Got no brains, that’s all. Well, I ain’t got any either, but you wouldn’t say I was a lunatic, would you?” “No, and you have got brains, Freddy!” said Kitty indignantly. Mr. Standen, already shaken by having his hand rubbed worshipfully against a lady’s cheek, goggled at her. “You think I’ve got brains?” he said, awed. “Not confusing me with Charlie?”“Charlie!” uttered Miss Charing contemptuously. “I daresay he has book-learning, but you have— you have address, Freddy!” “Well, by Jove!” said Mr. Standen, dazzled by this new vision of himself....more",Notes are private!,0,5,1,"May 16, 2020","May 21, 2020","May 22, 2020",,Paperback,view (with text),/book/show/2122848.Cotillion
848,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Waiting for the Flood        (Spires, #2)","Hall, Alexis*",1626492700,9781626492707,,106        pp,4.01,"4,369","Feb 21, 2015","Feb 23, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I thought myself such an expert at listening, at fading, at creating space for others. It was power, of a kind. But here I was all overthrown by a I thought myself such an expert at listening, at fading, at creating space for others. It was power, of a kind. But here I was all overthrown by a sandbag philosopher, who’d listened because he wanted to listen, not because he was afraid to speak. We’ve just had six days of rain here, so the timing of this audiobook was pretty much excellent. ...more",Notes are private!,0,2,1,"May 20, 2019","May 20, 2019","May 22, 2020",,ebook,view (with text),/book/show/23775601-waiting-for-the-flood
849,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Castle of Crossed Destinies,"Calvino, Italo",,,,144        pp,3.46,"9,527",1969,"Oct 02, 1997",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A lot of Ariosto, a little of Boccaccio, a lot of Homer, Sophocles, and Shakespeare and a little of Dante too. Had I not been recently indulging in alA lot of Ariosto, a little of Boccaccio, a lot of Homer, Sophocles, and Shakespeare and a little of Dante too. Had I not been recently indulging in all of those authors, the story might have lost me, but now it’s just in good company. There’s even specific references to Sade that would have flown past me three months ago. So yes, this meta story on “the story that’s hidden in the warp of all stories” is, in Calvino fashion, a damn fine way to spend an evening. Everything does connect.Leave me like this. I have come full circle and I understand. The world must be read backward. All is clear....more",Notes are private!,0,1,1,"May 15, 2020","May 16, 2020","May 17, 2020",,Paperback,view (with text),/book/show/59779.The_Castle_of_Crossed_Destinies
850,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Six Memos for the Next Millennium,"Calvino, Italo",0544146670,9780544146679,0544146670,176        pp,4.19,"9,362",1988,"Aug 02, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"At this rate, this is the year of Ursula and Italo rearranging my thoughts, not to mention my reading and writing.",Notes are private!,0,2,1,"May 10, 2020","May 11, 2020","May 14, 2020",,Paperback,view (with text),/book/show/18222748-six-memos-for-the-next-millennium
851,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Outside the Gates,"Gloss, Molly",068931275X,9780689312755,068931275X,120        pp,3.88,316,Sep 1986,"Jan 01, 1986",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Beautifully done. If only there was more lightness to it instead of heaviness, which is only the fault of reading Calvino alongside it.",Notes are private!,0,0,1,"May 09, 2020","May 12, 2020","May 14, 2020",,Hardcover,view (with text),/book/show/671879.Outside_the_Gates
852,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Slippery Creatures        (The Will Darling Adventures, #1)","Charles, K.J.*",1912688158,9781912688159,,265        pp,4.05,"11,151","May 13, 2020","May 13, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"My favorite KJ Charles yet. I should probably wait till the end of the trilogy to make declarative statements, but there’s WWI spies and bookshops andMy favorite KJ Charles yet. I should probably wait till the end of the trilogy to make declarative statements, but there’s WWI spies and bookshops and gentle friendship despite odds and this is as far into my wheelhouse as you can get until sheep herding or Belgium is involved. Oh wait, Belgium is involved. It’s my favorite plot structure too, and my favorite types of characters. Not sure who I like best, actually: Will, Kim, Phoebe. (It’s Will, but the others do have a chance at the title, which says something.)So, yes. Her best yet, my favorite yet, and I say that as someone who just re-read Band Sinister. I can’t wait for more.“Thanks for the inheritance, Uncle,” he said into the shadowy silence of the books. “It’s a treat.”...more",Notes are private!,0,13,1,"May 13, 2020","May 16, 2020","May 13, 2020",,ebook,view (with text),/book/show/52237989-slippery-creatures
853,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Venetia,"Heyer, Georgette",1402238843,9781402238840,1402238843,384        pp,4.11,"17,911",1958,"May 01, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This might be the first Georgette Heyer— well, maybe The Grand Sophy— that I’ve wished was shorter, but only because the first half is scrumptious, anThis might be the first Georgette Heyer— well, maybe The Grand Sophy— that I’ve wished was shorter, but only because the first half is scrumptious, and I love Aubrey best, even with stiff competition from Damerel and Venetia— who both love Aubrey best— but then the complications arrive in the form of busybody relations-by-marriage and I’m pretty sure I’d rather just keep reading about Venetia romping over the countryside and hatching plots with her bff Damerel and Aubrey in love with Damerel’s library, because let’s face it, who wouldn’t be, and the three of them forming a happy little family, getting into mischief, provoking the ton, happily ever after. Also, Venetia would totally be into the orgies. I’m just saying. But then of course the last two chapters arrive, and they’re so splendid that I couldn’t wish the book shorter after all: She looked at Damerel. “Well, my dear friend?” “Well, my dear delight?” he returned, a glint in his eyes.“Do you think you will make me unhappy?”“I don’t — but I will offer you no promises!”“No, pray don’t!” she said seriously. “As soon as one promises not to do something, it becomes the one thing above all others that one most wishes to do!” She turned her head towards her uncle again. “You mean to warn me that he may continue to have mistresses, and orgies, and — and so on, don’t you, sir?”“Particularly so on!” interpolated Damerel. “Well, how should I know all the shocking things you do? The thing is, uncle, that I don’t think I ever should know.”“You’d know about my orgies!” objected Damerel.“Yes, but I shouldn’t care about them, once in a while. After all, it would be quite unreasonable to wish you to change all your habits, and I can always retire to bed, can’t I?”“Oh, won’t you preside over them?” he said, much disappointed.“Yes, love, if you wish me to,” she replied, smiling at him. “Should I enjoy them?”He stretched out his hand, and when she laid her own in it, held it very tightly. “You shall have a splendid orgy, my dear delight, and you will enjoy it very much indeed!”...more",Notes are private!,0,3,1,"Apr 24, 2020","May 12, 2020","May 12, 2020",,Paperback,view (with text),/book/show/10051392-venetia
854,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Civil War: A Narrative, Vol. 3: Red River to Appomattox","Foote, Shelby",,,,"1,128        pp",4.54,"7,030","Jan 01, 1974",1986,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 17, 2016","Nov 20, 2016","May 11, 2020",,Paperback,view,/book/show/15981169-the-civil-war
855,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Five Red Herrings        (Lord Peter Wimsey, #7)","Sayers, Dorothy L.",,,B008JVJHYM,297        pp,3.78,"13,962",Mar 1931,"Jul 31, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Oof. Good stuff here, but suffers overmuch from: timetables, dialect (paragraphs of near indecipherable text), and lack of the Cattery. Onto the next.",Notes are private!,0,1,1,"May 03, 2020","May 04, 2020","May 11, 2020",,Kindle Edition,view (with text),/book/show/40669974-the-five-red-herrings
856,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How To Be Free,"Hodgkinson, Tom*",0141022027,9780141022024,0141022027,340        pp,3.88,"1,917",2006,"Jul 24, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The second book in weeks to point out that success = somebody else’s failure. I’m listening, universe.The second book in weeks to point out that success = somebody else’s failure. I’m listening, universe....more",Notes are private!,0,2,1,"May 05, 2020","May 08, 2020","May 11, 2020",,Paperback,view (with text),/book/show/603849.How_To_Be_Free
857,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Selection of Poems,"Cummings, E.E.",,,,194        pp,4.36,717,1965,1965,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Don’t read e.e. cummings. Read e.e. cummings aloud.,Notes are private!,0,6,1,"May 09, 2020","May 10, 2020","May 10, 2020",,Paperback,view (with text),/book/show/290348.A_Selection_of_Poems
