,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Marco's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
275,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Kurt blir grusom        (Kurt, #2)","Loe, Erlend",8202157919,9788202157913,8202157919,103        pp,4.04,708,1995,1995,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 23, 2015","Apr 18, 2015","Mar 23, 2015",,Hardcover,view,/book/show/7454510-kurt-blir-grusom
276,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,En folkefiende,"Ibsen, Henrik",8205336512,9788205336513,8205336512,114        pp,3.86,"13,778",1882,2006,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""STOCKMANN: Niente paura, li farò subito, i nomi. Perché è proprio questa la mia scoperta, la mia grande scoperta di ieri. (con un tono di voce più al""STOCKMANN: Niente paura, li farò subito, i nomi. Perché è proprio questa la mia scoperta, la mia grande scoperta di ieri. (con un tono di voce più alto) Il più pericoloso nemico della verità e della libertà, fra noi, è, se proprio volete saperlo, sì, è la maggioranza, la solida e compatta maggioranza, la maledetta maggioranza democratica. Sì proprio lei, nessun altro che lei! Sappiatelo!""Sono pochi i testi teatrali che possono vantarsi di una potenza linguistica e ideologica come questo dramma di Ibsen. Non solo: qui siamo davanti a un testo così forte che la resa sulla carta stampata non è inferiore alla resa teatrale, o almeno, io ne sono convinto.Un nemico del popolo parla di un uomo che si scontra con la maggioranza. Un uomo che porta avanti delle idee alte e nobili, anche se tali idee potrebbero nuocere gravemente alla città in cui vive. Ed è per questo che viene isolato, deriso e aggredito. La maggioranza non accetta di essere messa in discussione, non accetta di essere in pericolo. Si compatta e, vigliaccamente, si scontra contro il singolo. È il più acceso attacco alla democrazia che mi sia capitato di leggere. Ibsen ha scritto un dramma attualissimo. Non viviamo infatti in un mondo in cui le minoranze, soprattutto quelle politiche, si vedono isolate e ignorate? Non viviamo forse in un mondo in cui, a volte, vorremmo vedere abolito (neanche tanto ironicamente) il suffragio universale?La sensazione che proviamo quando la nostra idea si scontra contro l'idea della maggioranza è la stessa sensazione che prova il dottor Stockmann. Ci sentiamo soli, diversi, emarginati. La nostra ideologia deve fare i conti con l'ideologia comune, imposta e indistruttibile. Lottare diventa un dovere, non più un diritto. E alla fine Stockmann capisce che essere l'unico a propugnare un'idea lo eleva al di sopra di tutta la comunità:""E sapete cos'ho scoperto? Che l'uomo più potente, più forte del mondo è l'uomo solo, il più solo, il più solo...""...more",Notes are private!,0,6,1,"Mar 11, 2015","Mar 13, 2015","Mar 11, 2015",,Paperback,view (with text),/book/show/8698779-en-folkefiende
277,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Inferno - Leggende - Giacobbe lotta,"Strindberg, August",8845900762,9788845900761,8845900762,444        pp,3.70,27,1891,"Jan 01, 1972",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Io l'amo, lei m'ama, e ci odiamo d'un feroce odio d'amore, che l'assenza accresce.""Non mi sono mai interessate le pugnette mentali di Strindberg, Io l'amo, lei m'ama, e ci odiamo d'un feroce odio d'amore, che l'assenza accresce.""Non mi sono mai interessate le pugnette mentali di Strindberg, e oggi mi interessano ancora meno. Un libro orrendo, di cui si salva solo la frase qui sopra e qualche altro passo qua e là....more",Notes are private!,0,1,1,"Mar 05, 2015","Mar 11, 2015","Mar 02, 2015",,Paperback,view (with text),/book/show/17663940-inferno---leggende---giacobbe-lotta
278,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Heart of Darkness,"Conrad, Joseph",1892295490,9781892295491,1892295490,188        pp,3.43,"513,020",1899,"Oct 01, 2003",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""I thought his memory was like the other memories of the dead that accumulate in every man’s life—a vague impress on the brain of shadows that had ""I thought his memory was like the other memories of the dead that accumulate in every man’s life—a vague impress on the brain of shadows that had fallen on it in their swift and final passage; but before the high and ponderous door, between the tall houses of a street as still and decorous as a well-kept alley in a cemetery, I had a vision of him on the stretcher, opening his mouth voraciously, as if to devour all the earth with all its mankind.""Heart of Darkness non è un romanzo che vuole raccontare una storia attraverso una trama accattivante, né è un romanzo che tenta di lanciare qualche messaggio moderno per la sua epoca o porcate varie. No, Heart of Darkness vuole solo - nemmeno troppo modestamente - parlare dell'Africa, del cuore nero dell'Africa, di quel cuore che ha trasformato Mr. Kurtz da essere umano con scopi ben chiari, a un folle che non riesce più a riconoscere il vero motivo per cui si trova nel centro dell'Africa selvaggia.Attraverso l'abbondanza di aggettivi a cui ormai Conrad ci ha abituati, Marlow e il fiume (a forma di serpente) che percorre ci conducono fino al luogo più buio e pauroso dell'intero continente africano, sebbene si sia privi di precisi riferimenti geografici. Insieme a Marlow noi percepiamo il terrore, la crescente paura che ti spinge sempre di più verso il cuore di tenebra, verso un punto di non ritorno.Non ha molto senso ripetere per l'ennesima volta cose già dette in tutte le recensioni e nelle università del mondo. Heart of Darkness è un romanzo importantissimo per la letteratura coloniale e imperiale, al di là del fatto che piaccia a meno. Non ci sono altri libri che riescano a trasmettere l'angoscia dell'uomo bianco di fronte alla selvaggia Africa, abitata da cannibali e uomini primitivi....more",Notes are private!,0,5,2,"Mar 2015Jul 30, 2022","Mar 05, 2015not set","Mar 01, 2015",,Paperback,view (with text),/book/show/4900.Heart_of_Darkness
279,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Bend in the River,"Naipaul, V.S.",033052299X,9780330522991,033052299X,326        pp,3.77,"17,687","Sep 20, 1979","Jan 01, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""That illumination I held on to, about the unity of experience and the illusion of pain, was part of the same way of feeling. We fell into it—peopl""That illumination I held on to, about the unity of experience and the illusion of pain, was part of the same way of feeling. We fell into it—people like Indar and myself—because it was the basis of our old way of life. But I had rejected that way of life—and just in time. In spite of the girls in the cigarette kiosks, that way of life no longer existed, in London or Africa. There could be no going back; there was nothing to go back to. We had become what the world outside had made us; we had to live in the world as it existed. The younger Indar was wiser. Use the airplane; trample on the past, as Indar had said he had trampled on the past. Get rid of that idea of the past; make the dream-like scenes of loss ordinary.""Naipaul, premio Nobel nel 2001, è stato largamente criticato da molti dei suoi colleghi post-coloniali. L'accusa, dopo aver letto questo romanzo, a me suona assurda. Gli si critica di essere troppo ""inglese"", troppo pessimista e cupo nei confronti del futuro dell'Africa. La verità è che io ho trovato questo romanzo tra i più realistici letti durante questo corso su colonialismo e post-colonialismo. Non mi sono mai immaginato l'Africa come un luogo dove il futuro riserba speranze e gioie, ma come un luogo devastato dal sangue e dalle guerre, che altro non sono che l'eredità del passato coloniale. Senza mai nominarlo direttamente, Naipaul parla del Congo di Mobutu, dell'aria pesante e tesa che si respirava durante la dittatura del ""Big Man"", come viene a volte definito. I personaggi del romanzo, a partire dalla bellissima narrazione in prima persona di Salim, il pratogonista, sono alla ricerca di un luogo dove poter mettere radici, di una casa, di un riferimento solido. Non lo troveranno mai. L'Africa si evolve sempre, e anche quando sembra che la situazione stia per stabilizzarsi, ecco che tornano le lotte intestine, i massacri, il sangue. Tutta la narrazione è pervasa dalla presenza di Mobutu, un'immagine costante che tappezza qualsiasi casa e negozio, il volto onnipresente in ogni angolo della città ""alla curva del fiume"". The President vuole che la sua immagine sia enorme e sproporzionata rispetto a quelle degli ufficiali del suo esercito, vuole che chiunque si avvicini a un livello alto nella società venga tolto di mezzo. Mobutu incarna, nella sua persona, sia le speranze che le delusioni dei giovani africani. Mobutu dà e Mobutu toglie. E il futuro africano è solo aria.""I was homesick, had been homesick for months. But home was hardly a place I could return to. Home was something in my head. It was something I had lost.""La frenesia continua dei personaggi, che arrancano giorno dopo giorno attraverso le strade delle loro vite, sempre alla ricerca di qualcosa e sempre insoddisfatti, delusi, senza speranze, è rappresentata da una bellissima metafora che paragona l'umanità africana a una colonia di formiche:""If you look at a column of ants on the march you will see that there are some who are stragglers or have lost their way. The column has no time for them; it goes on. Sometimes the stragglers die. But even this has no effect on the column, There is little disturbance around the corpse, which is eventually carried off – and then it appears so light. And all the time the great busyness continues, and that apparent sociability, that rite of meeting and greeting which ants travelling in opposite directions, to and from their nest, perform without fail.""...more",Notes are private!,0,1,1,"Jun 07, 2015","Jun 11, 2015","Feb 25, 2015",,Paperback,view (with text),/book/show/8773442-a-bend-in-the-river
280,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Inferno,"Strindberg, August",8879834428,9788879834421,8879834428,98        pp,3.59,"1,274",1897,Mar 1994,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 25, 2015",,Paperback,view,/book/show/10358250-inferno
281,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Farthest North: The Incredible Three-Year Voyage to the Frozen Latitudes of the North,"Nansen, Fridtjof",0375754725,9780375754722,0375754725,544        pp,4.13,"1,846",1897,"Aug 17, 1999",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""Sono qui seduto da solo nella mia cuccetta e i pensieri scivolano indietro ai due anni trascorsi. Qual è il demone che tesse i fili delle nostre e""Sono qui seduto da solo nella mia cuccetta e i pensieri scivolano indietro ai due anni trascorsi. Qual è il demone che tesse i fili delle nostre esistenze e che fa ingannare noi stessi, quello che ci spinge sempre avanti su sentieri che non abbiamo tracciato noi - sentieri sui quali non abbiamo desiderio di incamminarci? È stato il puro senso del dovere a spingermi? No di certo! lo ero semplicemente un bimbo che anelava la grande avventura nell'ignoto, così a lungo sognata che alla fine ho creduto che fosse lei ad attendere me. E certamente mi è stata data la grande avventura del ghiaccio profondo e puro come l'infinito; la notte polare illuminata di stelle e silente, la natura nella sua profondità, il mistero della vita, l'incessante circumnavigare dell'universo, il banchetto della morte eterna in se stessa - senza sofferenza, senza rimpianto. Eccoti qui nella grande notte in tutta la tua nuda meschinità, faccia a faccia con la natura; te ne stai seduto con devozioni ai piedi dell'eternità in riverente ascolto e conosci Dio [...]. Tutti gli enigmi dell'universo a te paiono chiari e ridi di te stesso per esserti consumato a meditare, poiché è tutto così piccolo, così indicibilmente piccolo...""La poesia con cui Nansen descrive il paesaggio artico si scontra inevitabilmente con la brutalità del trattamento riservato ai cani da slitta e al resto della fauna locale. Nansen sembra rincarare la dose raccontandoci le scene strazianti delle madri di trichechi e orsi polari che non si capacitano della morte dei loro cuccioli. Ho trovato la descrizione di questi ripetuti episodi decisamente evitabile dopo il primo o il secondo caso. Un appunto sarebbe stato sufficiente. Tuttavia l'importanza scientifica della spedizione di Nansen è innegabile, il coraggio che gli ci è voluto per metterla in atto è fuori dagli schemi, per noi abitanti del mediterraneo è semplicemente inconcepibile. ...more",Notes are private!,0,1,2,"Feb 28, 2015Jul 30, 2022",Mar 2015not set,"Feb 25, 2015",,Paperback,view (with text),/book/show/888369.Farthest_North
282,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Don't Let's Go to the Dogs Tonight: An African Childhood,"Fuller, Alexandra",,,,315        pp,3.96,"55,270","Dec 01, 2001","Mar 11, 2003",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""Vanessa declares, hopelessly, that she is thinking of running away from home. I stare out at the nothingness into which she would run and say, 'I'""Vanessa declares, hopelessly, that she is thinking of running away from home. I stare out at the nothingness into which she would run and say, 'I'll come with you.'Mum says, 'Me too.' ""Alexandra Fuller ci regala una bellissima autobiografia che ha il pregio di far riflettere sulla questione identitaria dei coloni inglesi in Africa anche in tempi recenti. Prendendoci per mano, sin dai suoi primi ricordi fino al proprio matrimonio, Bobo (l'autrice) ci racconta di come sia l'Africa la sua vera casa, non l'Inghilterra o il mondo occidentale. L'Africa è il luogo in cui è cresciuta, e l'Africa rappresenta casa, con i suoi odori e i suoi suoni. L'infanzia di Bobo è segnata dalla guerra civile in Rhodesia (che diventa Zimbabwe dopo la vittoria dei ribelli) e dagli eventi successivi che costringono lei e la sua famiglia a spostarsi continuamente (anche tra diversi stati), spesso vivendo sulla soglia della povertà. I componenti della famiglia Fuller si delineano sempre di più pagina dopo pagina, finché, arrivati alla fine del romanzo, è uno strazio doverci separare da loro. A partire dalla sorella maggiore dell'autrice, Vanessa (detta e chiamata Van), per finire con le due M-O-N-U-M-E-N-T-A-L-I figure dei genitori, un padre e una madre difficilmente dimenticabili. La madre è forse il personaggio più concreto, aggressiva e forte quanto un uomo, nonché spesso ubriaca e depressa per la perdita di 3 figli (uno dei quali, Olivia, peserà molto sulla coscienza della protagonista, che, essendo ancora una bambina ingenua al momento dell'incidente in cui la sorellina morirà affogata in uno stagno, crederà di esserne la responsabile della morte).La guerra civile farà vivere ai Fuller degli anni intensi, difficili, in cui noi possiamo respirare insieme a loro le tensioni tra bianchi e neri, tra i coloni che stanno perdendo la terra conquistata e tra i colonizzati che se la stanno riprendendo. Nel libro, questo passaggio della terra da un'etnia all'altra è descritto perfettamente nel passo in cui Bobo si trova a scuola e vede, col passare dei giorni, i genitori delle sue compagne di classe venire a ritirare le figlie, finché non rimangono lei e poche altre ragazzine. Non passa troppo tempo che iniziano ad arrivare gli studenti di colore, e, anche se si tratta dei più borghesi, la protagonista rimane impressionata dal fatto che non mangino come dei selvaggi (o i servitori della sua fattoria) e non si comportino come lei è abituata a veder comportarsi i nativi.La storia prosegue tra un aneddoto e l'altro, uno più bello dell'altro. L'ultimo che ho apprezzato particolarmente è quello in cui Bobo, tornando a casa in Zambia dopo essere stata del tempo a scuola, ha un piccolo incidente con la sua moto ed è costretta ad accettare l'ospitalità di una famiglia povera locale. Non può rifiutare il cibo, lo sa, offenderebbe terribilmente quella famiglia. La ragazzina è quindi obbligata a mangiare un pranzo designato per 5 persone, mentre i 10 occhi della famiglia la fissano, in particolare i 3 bambini, chiaramente denutriti. Quando poi arriva a casa, la madre, vedendo la figlia preparare delle borse con alcuni vestiti da portare ai bambini della famiglia di neri, comprende la sua ""scoperta"" e le dice:"" 'I know, Bobo.''But it's so awful.''It won't go away.' She is watching me stuff plastic bags with clothes. 'You can't make it go away.'I sniff.'It was there before you noticed it.''I know, but...'She gets up with a sigh, dusts her knees. She says, 'And it will be there after you leave.' ""...more",Notes are private!,0,1,1,"Mar 13, 2015","Mar 26, 2015","Feb 24, 2015",,Paperback,view (with text),/book/show/24687.Don_t_Let_s_Go_to_the_Dogs_Tonight
283,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kim,"Kipling, Rudyard",0140183523,9780140183528,0140183523,366        pp,3.70,"37,659",Oct 1901,1981,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""Chela, hast thou never a wish to leave me?""""No,"" he said almost sternly. ""I am not a dog or a snake to bite when I have learned to love"".Kim non ""Chela, hast thou never a wish to leave me?""""No,"" he said almost sternly. ""I am not a dog or a snake to bite when I have learned to love"".Kim non è un romanzo semplice da definire. È prima di tutto una grandissima testimonianza dell'imperialismo britannico in India, e in secondo luogo una delle più belle storie di amicizia che abbia mai letto. Il senso del romanzo sta probabilmente nell'essere ibrido di Kim: il giovane protagonista non è né bianco né nero, né inglese né indiano. Kim racchiude in sé l'incontro di due culture. È il figlio di un Sahib (di un inglese, di un colonizzatore), ma è anche un bambino povero cresciuto per le strade delle cittadine indiane. Viene chiamato ""Friend of all the World"" e anche ""Friend of all the Stars"".Nel momento in cui Kim incontra il lama, non sa fin dove lo porterà il suo rapporto con il vecchio uomo. L'amicizia che i due coltiveranno sarà un'amicizia tenera, spirituale, disinteressata. Nonostante Kim riceva, a metà romanzo, un'educazione in una scuola per Sahib e per figli di Sahib, la preoccupazione per la salute e la Ricerca del suo lama non lo abbandonerà mai. Diventerà il suo discepolo, il suo ""chela"".Le logiche imperialiste sono rappresentate dal ""Grande Gioco"", ovvero lo spietato e costante spionaggio messo in atto dalle forze inglesi sul territorio indiano. Kim ha in sé la saggezza del colonizzato e l'intelligenza del colonizzatore. Quando rincontrerà il lama le loro strade si riuniranno, ma in maniera diversa rispetto a quando si erano lasciati....more",Notes are private!,0,6,1,"Feb 22, 2015","Feb 27, 2015","Feb 22, 2015",,Mass Market Paperback,view (with text),/book/show/210834.Kim
284,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Le Bourgeois Gentilhomme,Molière,2038716617,9782038716610,2038716617,240        pp,3.72,"12,647","Oct 14, 1670","Jan 01, 2003",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jan 02, 2015","Jan 02, 2015",,Mass Market Paperback,view,/book/show/257213.Le_Bourgeois_Gentilhomme
285,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il malato immaginario,Molière,8817120898,9788817120890,8817120898,229        pp,3.63,"15,905","Feb 10, 1673",1976,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,"Jan 02, 2015","Jan 02, 2015",,Paperback,view,/book/show/9762409-il-malato-immaginario
286,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il mito di Don Giovanni,"Rousset, Jean",,,,165        pp,3.57,28,"Jan 01, 1976",1980,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Da leggere assolutamente se si vuole approfondire uno dei miti letterari più noti al mondo.,Notes are private!,0,2,1,"Dec 13, 2014","Dec 16, 2014","Dec 13, 2014",,Paperback,view (with text),/book/show/11339876-il-mito-di-don-giovanni
287,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Frankenstein,"Shelley, Mary",0393927938,9780393927931,0393927938,544        pp,3.87,"1,597,579",1818,Feb 2012,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Un libro stilisticamente lodevole, umanamente comprensibile e sotto un certo punto di vista persino poetico. Ma troppo, troppo triste e deprimente. PeUn libro stilisticamente lodevole, umanamente comprensibile e sotto un certo punto di vista persino poetico. Ma troppo, troppo triste e deprimente. Persino per i miei tristi e deprimenti gusti....more",Notes are private!,0,3,1,"Dec 07, 2014","Jan 25, 2015","Dec 07, 2014",,Paperback,view (with text),/book/show/2291467.Frankenstein
288,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Misanthrope,Molière,,,,70        pp,3.77,"23,215",Jun 1666,"Feb 05, 1992",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 22, 2014","Nov 22, 2014","Nov 22, 2014",,Paperback,view,/book/show/752994.The_Misanthrope
289,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Don Juan,Molière,015601310X,9780156013109,015601310X,146        pp,3.56,"15,014",1665,"Jan 25, 2001",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 29, 2014","Oct 29, 2014","Oct 29, 2014",,Paperback,view,/book/show/52828.Don_Juan
290,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hard Times,"Dickens, Charles",0321107217,9780321107213,0321107217,384        pp,3.54,"68,415",1854,"Oct 09, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""It was a fundamental principle of the Gradgrind philosophy that everything was to be paid for. Nobody was ever on any account to give anybody anyt""It was a fundamental principle of the Gradgrind philosophy that everything was to be paid for. Nobody was ever on any account to give anybody anything, or render anybody help without purchase. Gratitude was to be abolished, and the virtues springing from it were not to be. Every inch of the existence of mankind, from birth to death, was to be a bargain across a counter. And if we didn’t get to Heaven that way, it was not a politico-economical place, and we had no business there.""Questo libro è stato un parto. In passato ho letto altre opere di Dickens (Oliver Twist, Grandi speranze, David Copperfield), ma sempre in italiano. Hard times, invece, mi è toccato leggerlo in inglese per ragioni universitarie. Da un lato mi è piaciuto molto, e lo sforzo che la lettura richiedeva mi ha fatto capire quanto ancora io abbia da imparare da questa lingua. Dall'altro lato ho trovato alcune parti eccessivamente lente, ma sono l'unica pecca di cui si può accusare questo grande romanzo.Partiamo dall'inizio. Tom e Louisa Gradgring sono i figli di Thomas Gradgrind, ideatore del sistema scolastico di Coketown. Ciò che importa al loro genitore sono solo i fatti. Questo sistema educativo si basa essenzialmente su nozioni di tipo scientifico. Diventa quindi emblematico l'episodi in cui i due figli del signor Gradgrind stanno spiando all'interno del tendone di un circo. Relativamente a questo episodio, il signor Bounderby, miglior amico del signor Gradgrind, afferma che tale curiosità dei ragazzi proviene dalla ""idle imagination"". I personaggi di Louisa e Tom crescono quindi con questa educazione rigorosa, ritenuta dal padre la migliore e l'unica possibile. Non solo, ma il signor Gradgrind è anche convinto che i suoi figli siano dei modelli per gli altri, modelli che potrebbero ispirare altri bambini. Ciò non avviene però con Sissy (Cecilia) Jupe, bambina abbandonata dal padre a causa dei ripetuti insuccessi come intrattenitore comico. Sissy è il contrario di Tom e Louisa. Non riesce a basare la sua formazione scolastica sui fatti, nonostante ci metta tutta la sua buona volontà. Sarà questo a evitarle lo stesso tragico destino dei due giovani Gradgrind. Louisa non conosce i sentimenti, non è mai stata corteggiata, l'unico amore che prova è quello per suo fratello. Così, quando il padre le chiede se vuole sposare il signor Bounderby, nonostante le lasci libera scelta, lei accetta. Principalmente lo fa perché non conosce cosa si prova ad amare veramente, e anche perché crede che così riesca ad aiutare il fratello, impiegato presso la banca di Bounderby. Parlare della trama da qui in avanti significherebbe spoilerarla, quindi evito. Dickens ha scritto il più sociale del suoi romanzi, ma anche il più drammatico. La condizione dei poveri di Coketown è analizzata molto bene, come del resto la città stessa (che corrisponde a Manchester). Coketown assurge quasi a personaggio, forse, esagerando un po', anche a protagonista. I personaggi secondari come Stephen Blackpool, Rachel, Mrs Sparsit e la stessa Sissy Jupe sono quasi anti-dickensiani nella loro umanità: non ci troviamo di fronte a caricature, ma a realtà ben definite, a storie, sofferenze ed emozioni. Il finale è definitivo. Lo scorcio che si è aperto per noi lettori sulle vite dei protagonisti si richiude con frasi lapidarie, che non lasciano scampo a un futuro migliore. Dopotutto, come dice lo stesso Dickens prima di iniziare il romanzo, sono ""Hard times for these times"" (Tempi difficili per questi tempi)....more",Notes are private!,0,2,1,"Oct 09, 2014","Dec 04, 2014","Oct 09, 2014",,Paperback,view (with text),/book/show/5344.Hard_Times
291,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Northanger Abbey,"Austen, Jane",1593082649,9781593082642,1593082649,260        pp,3.85,"401,129","Dec 20, 1817","Mar 03, 2005",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 03, 2014",Feb 2015,"Oct 03, 2014",,Paperback,view,/book/show/50398.Northanger_Abbey
292,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,L'École des Femmes,Molière,0785931317,9780785931317,0785931317,185        pp,3.62,"8,888","Dec 26, 1662","Oct 01, 1986",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Oct 2014,"Oct 01, 2014",,Paperback,view,/book/show/389189.L_cole_des_Femmes
293,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il self-publishing (non) è per tutti!: Come auto-pubblicarsi nell'era digitale,"Carabini, Francesca*",,,B00MEINO18,76        pp,4.00,7,"Aug 05, 2014","Aug 05, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Sep 09, 2014","Sep 21, 2014",,Kindle Edition,view,/book/show/22880139-il-self-publishing-non-per-tutti
294,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nine Stories,"Salinger, J.D.",0316767727,9780316767729,0316767727,302        pp,4.18,"147,448","Apr 06, 1953","Jan 30, 2001",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""Teddy lo guardò in faccia per la prima volta. - È un poeta, lei? - chiese.- Un poeta? - disse Nicholson. - Dio del cielo, no. Purtroppo no. Perché""Teddy lo guardò in faccia per la prima volta. - È un poeta, lei? - chiese.- Un poeta? - disse Nicholson. - Dio del cielo, no. Purtroppo no. Perché me lo chiedi?- Non so. I poeti prendono sempre il tempo come una faccenda personale, mi pare. Stanno sempre a ficcare le loro emozioni in cose che non hanno emozioni.""In questi nove racconti, lo scrittore de ""Il giovane Holden"" raggiunge vette letterarie impressionanti. A mio parere, tutte e 9 le storie rientrano a pieno titolo tra i migliori racconti mai scritti in lingua inglese. La raccolta si apre con ""Un giorno ideale per i pescibanana"", il cui finale si può dire in perfetto equilibrio col finale dell'ultimo racconto, ""Teddy"". Salinger scrive racconti lineari, molto dialogati e stilisticamente perfetti. Le storie lasciano spesso con grandi interrogativi, altre volte invece sanno fornire risposte meravigliose, come ""L'uomo ghignante"", onestissima parabola dell'amore dei grandi visto dai piccoli. Il finale di ""Bella bocca e occhi miei verdi"" ci fornisce entrambi: interrogativo e risposta, ma anche la consapevolezza che la natura umana cerca sempre un modo per sviare la presa di coscienza definitiva di uno squallore personale ed individuale dovuto agli altri. Tutte le storie, in fin dei conti, riflettono un disagio tipicamente americano, perfettamente inserito nel contesto culturale dell'epoca (attraverso i modi di dire, le espressioni colloquiali, la punteggiatura...). Salinger non sbaglia un colpo e, ogni volta che giriamo l'ultima pagina di uno di questi 9 racconti, viene da piangere al pensiero che non siano romanzi. ...more",Notes are private!,0,8,1,not set,"Sep 20, 2014","Sep 20, 2014",,Paperback,view (with text),/book/show/4009.Nine_Stories
295,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Roxana,"Defoe, Daniel",0192834592,9780192834591,0192834592,356        pp,3.42,"5,278",1724,"Nov 19, 1998",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 03, 2014",,Paperback,view,/book/show/332152.Roxana
296,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Tempest,"Shakespeare, William",,,,218        pp,3.79,"209,831",1611,Jul 2004,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 13, 2014","Aug 13, 2014","Aug 13, 2014",,Mass Market Paperback,view,/book/show/12985.The_Tempest
