,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Chris's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
123,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Here I Am,"Foer, Jonathan Safran *",0374280029,9780374280024,0374280029,592        pp,3.64,"26,607",2016,"Sep 06, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 22, 2016",,Hardcover,view,/book/show/28116847-here-i-am
124,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Underground Railroad,"Whitehead, Colson*",0385542364,9780385542364,0385542364,320        pp,4.06,"401,205","Aug 02, 2016","Aug 02, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 22, 2016",,Hardcover,view,/book/show/30555488-the-underground-railroad
125,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lincoln in the Bardo,"Saunders, George",0812995341,9780812995343,0812995341,368        pp,3.75,"155,268",2017,"Feb 14, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 11, 2017","Apr 25, 2017","Aug 22, 2016",,Hardcover,view,/book/show/29906980-lincoln-in-the-bardo
126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cured: The Tale of Two Imaginary Boys,"Tolhurst, Lol*",0306824280,9780306824289,0306824280,287        pp,4.05,"2,224","Sep 22, 2016","Oct 11, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 19, 2016",,Hardcover,view,/book/show/28369597-cured
127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Devil in the White City,"Larson, Erik*",0739303406,9780739303405,0739303406,15        pp,4.00,"682,632","Feb 11, 2003","Feb 11, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 17, 2016",,Audio Cassette,view,/book/show/21996.The_Devil_in_the_White_City
128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The New World,"Adrian, Chris",0374536295,9780374536299,0374536295,224        pp,3.09,643,"Jul 22, 2014","May 03, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 16, 2016",,Paperback,view,/book/show/26114634-the-new-world
129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The People of Paper,"Plascencia, Salvador",0156032112,9780156032117,0156032112,256        pp,4.07,"5,267","Jun 06, 2005","Nov 13, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 16, 2016",,Paperback,view,/book/show/43603.The_People_of_Paper
130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Elephant Keepers' Children,"Høeg, Peter",1590514904,9781590514900,1590514904,496        pp,3.44,"3,222","Sep 06, 2010","Oct 23, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 16, 2016",,Hardcover,view,/book/show/13367230-the-elephant-keepers-children
131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Speedboat,"Adler, Renata",0060971436,9780060971434,0060971436,192        pp,3.78,"6,490",1976,"Jan 01, 1988",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Writing for writing’s sake. I have notebooks full of it. You have notebooks full of it. This is a notebook full of it.,Notes are private!,0,5,1,Jun 2016,Jun 2016,"May 16, 2016",,Paperback,view (with text),/book/show/129344.Speedboat
132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dog Stars,"Heller, Peter",0307959945,9780307959942,0307959945,336        pp,3.95,"64,432","Aug 07, 2012","Aug 07, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 16, 2016",,Hardcover,view,/book/show/13330761-the-dog-stars
133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Cove,"Rash, Ron*",,,,255        pp,3.70,"11,932","Feb 22, 2012","Apr 10, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 16, 2016",,Hardcover,view,/book/show/11807189-the-cove
134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When Breath Becomes Air,"Kalanithi, Paul",081298840X,9780812988406,,229        pp,4.40,"668,484","Jan 12, 2016","Jan 12, 2016",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Mar 2017,Mar 2017,"May 16, 2016",,Hardcover,view,/book/show/25614898-when-breath-becomes-air
135,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Geek Love,"Dunn, Katherine",0375713344,9780375713347,0375713344,348        pp,3.96,"67,521",Mar 1989,"Jun 11, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 16, 2016",,Paperback,view,/book/show/13872.Geek_Love
136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hawksmoor,"Ackroyd, Peter",0140171134,9780140171136,0140171134,217        pp,3.47,"4,616","Sep 23, 1985","Mar 25, 1993",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 09, 2016",,Paperback,view,/book/show/67729.Hawksmoor
137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Jesus and Mary Chain: Barbed Wire Kisses,"Howe, Zoë*",1250030242,9781250030245,1250030242,320        pp,3.86,353,"May 19, 2014","Nov 11, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 08, 2016",,Hardcover,view,/book/show/20613682-the-jesus-and-mary-chain
138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Legend of a Suicide,"Vann, David*",1558496726,9781558496729,1558496726,160        pp,3.73,"3,684",2008,"Nov 05, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 07, 2016",,Hardcover,view,/book/show/5086417-legend-of-a-suicide
139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Heartsnatcher,"Vian, Boris",1564782999,9781564782991,1564782999,245        pp,3.92,"6,193",Jan 1953,"Oct 03, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 07, 2016",,Paperback,view,/book/show/28377.Heartsnatcher
140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,CivilWarLand in Bad Decline,"Saunders, George",0812987683,9780812987683,0812987683,198        pp,4.21,"20,844","Jan 16, 1996","Apr 26, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 30, 2016",,Paperback,view,/book/show/28814892-civilwarland-in-bad-decline
141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Course of Love,"de Botton, Alain*",0241145473,9780241145470,0241145473,240        pp,4.02,"43,688",Mar 2016,"Apr 28, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 30, 2016",,Hardcover,view,/book/show/27845690-the-course-of-love
142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Complicated Game: Inside the Songs of XTC,"Partridge, Andy",1908279788,9781908279781,1908279788,400        pp,4.17,295,unknown,"Mar 22, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 27, 2016",,Paperback,view,/book/show/24397221-complicated-game
143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,On Seeing and Noticing,"de Botton, Alain*",0141023074,9780141023076,0141023074,56        pp,3.66,"1,433",May 2005,"Jan 01, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 14, 2016",,Paperback,view,/book/show/292583.On_Seeing_and_Noticing
144,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Manual for Cleaning Women: Selected Stories,"Berlin, Lucia",0374202397,9780374202392,0374202397,406        pp,4.20,"30,704",Apr 2015,"Aug 18, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 03, 2016",not set,"Mar 03, 2016",,Hardcover,view,/book/show/22929586-a-manual-for-cleaning-women
145,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Course of Love,"de Botton, Alain*",0771027613,9780771027611,0771027613,240        pp,4.02,"43,688",Mar 2016,"Jun 14, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 23, 2016",,Hardcover,view,/book/show/25733947-the-course-of-love
146,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"My Name Is Lucy Barton        (Amgash, #1)","Strout, Elizabeth*",1400067693,9781400067695,1400067693,193        pp,3.58,"161,443","Jan 12, 2016","Jan 12, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 08, 2016",,Hardcover,view,/book/show/25893709-my-name-is-lucy-barton
147,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Zero K,"DeLillo, Don",1501135392,9781501135392,1501135392,274        pp,3.20,"11,625","Mar 03, 2016","May 03, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 08, 2016",,Hardcover,view,/book/show/26154389-zero-k
148,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This Census-Taker,"Miéville, China*",1101967323,9781101967324,1101967323,210        pp,3.34,"7,762","Jan 05, 2016","Jan 12, 2016",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 03, 2016","May 17, 2016","Jan 07, 2016",,Hardcover,view,/book/show/25489159-this-census-taker
149,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sound of Things Falling,"Vásquez, Juan Gabriel",1594487480,9781594487484,1594487480,302        pp,3.83,"18,596",May 2011,2014,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I guess a personality isn't all of a sudden going to manifest itself after 200+ pages. I guess a personality isn't all of a sudden going to manifest itself after 200+ pages. ...more,Notes are private!,0,0,1,"Jan 02, 2016","Jan 30, 2016","Dec 15, 2015",,Hardcover,view (with text),/book/show/16171259-the-sound-of-things-falling
150,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Pastrix: The Cranky, Beautiful Faith of a Sinner & Saint","Bolz-Weber, Nadia",1455527084,9781455527083,1455527084,204        pp,4.32,"13,514","Jan 01, 2013","Sep 10, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 07, 2015",,Hardcover,view,/book/show/17333440-pastrix
151,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Preemptive Love: Pursuing Peace One Heart at a Time,"Courtney, Jeremy*",1476733473,9781476733470,1476733473,240        pp,4.30,524,"Oct 01, 2013","Oct 01, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 23, 2015",,Kindle Edition,view,/book/show/17571174-preemptive-love
152,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What Is Punk?,"Morse, Eric",1617753920,9781617753923,1617753920,32        pp,4.16,294,"Sep 14, 2015","Oct 06, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 05, 2015",,Hardcover,view,/book/show/25074132-what-is-punk
153,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Strangeness in My Mind,"Pamuk, Orhan",0307700291,9780307700292,0307700291,624        pp,4.14,"14,917","Dec 12, 2014","Oct 20, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 05, 2015",,Hardcover,view,/book/show/24904280-a-strangeness-in-my-mind
154,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fortune Smiles,"Johnson, Adam",0857522973,9780857522979,0857522973,304        pp,4.02,"10,747","Aug 18, 2015","Aug 27, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 04, 2015",,Hardcover,view,/book/show/23590496-fortune-smiles
155,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Going Clear: Scientology, Hollywood, and the Prison of Belief","Wright, Lawrence*",0307745309,9780307745309,0307745309,538        pp,4.04,"43,267","Jan 17, 2013","Nov 05, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 22, 2015",,Paperback,view,/book/show/17288588-going-clear
156,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All My Puny Sorrows,"Toews, Miriam",0345808002,9780345808004,0345808002,321        pp,4.00,"28,791","Apr 15, 2014","Apr 15, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 02, 2015",,Hardcover,view,/book/show/18339630-all-my-puny-sorrows
157,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,List of the Lost,Morrissey,0141982969,9780141982960,0141982969,118        pp,2.31,935,"Sep 24, 2015","Sep 24, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 29, 2015",,Paperback,view,/book/show/26155235-list-of-the-lost
158,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Accidental Saints: Finding God in All the Wrong People,"Bolz-Weber, Nadia",1601427573,9781601427571,,224        pp,4.19,"13,327","Sep 08, 2015","Sep 08, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 29, 2015",,ebook,view,/book/show/25430352-accidental-saints
159,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Letters to Vera,"Nabokov, Vladimir",0141192232,9780141192239,0141192232,864        pp,3.97,"1,013",2014,"Sep 25, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 21, 2015",,Hardcover,view,/book/show/15710982-letters-to-vera
160,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Slade House,"Mitchell, David",0812998685,9780812998689,0812998685,238        pp,3.81,"64,533",Oct 2015,"Oct 27, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 21, 2015",,Hardcover,view,/book/show/24499258-slade-house
161,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Daydreams of Angels,"O'Neill, Heather*",0374280428,9780374280420,0374280428,368        pp,3.96,"1,426","Apr 02, 2015","Oct 06, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 16, 2015",,Hardcover,view,/book/show/23848004-daydreams-of-angels
162,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Heart Goes Last,"Atwood, Margaret*",0385540353,9780385540353,0385540353,320        pp,3.40,"69,985",May 2013,"Sep 29, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 16, 2015",,Hardcover,view,/book/show/24388326-the-heart-goes-last
163,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,J,"Jacobson, Howard",0553419560,9780553419566,0553419560,352        pp,2.93,"3,620","Oct 04, 2014","Sep 01, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 16, 2015",,Paperback,view,/book/show/25585793-j
164,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Chapter and Verse: New Order, Joy Division and Me","Sumner, Bernard",1250077729,9781250077721,1250077729,343        pp,3.69,"1,230","Aug 28, 2014","Nov 03, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 16, 2015",,Hardcover,view,/book/show/24464160-chapter-and-verse
165,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Purity,"Franzen, Jonathan",0385681518,9780385681513,0385681518,563        pp,3.64,"48,805","Sep 01, 2015","Sep 01, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 15, 2015",,Hardcover,view,/book/show/23995259-purity
166,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gold Fame Citrus,"Watkins, Claire Vaye",1594634238,9781594634239,1594634238,339        pp,3.30,"9,345","Sep 29, 2015","Sep 29, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 15, 2015",,Hardcover,view,/book/show/24612148-gold-fame-citrus
167,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Half an Inch of Water,"Everett, Percival",1555977197,9781555977191,1555977197,163        pp,3.98,"1,141","Sep 15, 2015","Sep 15, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 15, 2015",,Paperback,view,/book/show/23848505-half-an-inch-of-water
168,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Submission,"Houellebecq, Michel",0374271577,9780374271572,0374271577,246        pp,3.65,"44,952","Jan 07, 2015",2015,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 22, 2015",,Hardcover,view,/book/show/25322084-submission
169,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book of Strange New Things,"Faber, Michel",055341884X,9780553418842,055341884X,500        pp,3.66,"31,443","Oct 06, 2014","Oct 28, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 23, 2015",,Hardcover,view,/book/show/20697435-the-book-of-strange-new-things
170,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gotham Unbound: The Ecological History of Greater New York,"Steinberg, Ted",1476741247,9781476741246,1476741247,544        pp,4.05,150,"Jun 01, 2014","Jun 03, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 23, 2015",,Hardcover,view,/book/show/18775501-gotham-unbound
171,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Fellowship: The Literary Lives of the Inklings: J.R.R. Tolkien, C. S. Lewis, Owen Barfield, Charles Williams","Zaleski, Philip*",0374154090,9780374154097,0374154090,644        pp,4.08,"1,939","Jun 02, 2015","Jun 02, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 06, 2015",,Hardcover,view,/book/show/22929475-the-fellowship
172,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stories and Prose Poems,"Solzhenitsyn, Aleksandr",0374534721,9780374534721,0374534721,288        pp,3.90,"2,396",1963,"Apr 14, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 06, 2015",,Paperback,view,/book/show/20613565-stories-and-prose-poems
173,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Festival of Insignificance,"Kundera, Milan",0062356895,9780062356895,,115        pp,3.35,"19,463","Oct 30, 2013","Jun 23, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 06, 2015",,Hardcover,view,/book/show/23315843-the-festival-of-insignificance
174,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Shape of the Journey: New & Collected Poems,"Harrison, Jim",1556590954,9781556590955,1556590954,484        pp,4.32,365,1998,"Sep 01, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 05, 2015",,Hardcover,view,/book/show/435110.The_Shape_of_the_Journey
175,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Anger is an Energy: My Life Uncensored,"Lydon, John",1471137198,9781471137198,1471137198,519        pp,3.76,"2,445","Oct 01, 2014","Oct 09, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 05, 2015",,Hardcover,view,/book/show/22911580-anger-is-an-energy
176,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Rotten: No Irish, No Blacks, No Dogs","Lydon, John",031211883X,9780312118839,031211883X,352        pp,3.95,"6,478",Mar 1994,"Feb 15, 1995",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 05, 2015",,Paperback,view,/book/show/175094.Rotten
177,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In the Unlikely Event,"Blume, Judy*",1101875046,9781101875049,1101875046,402        pp,3.56,"68,951","Jun 02, 2015","Jun 02, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 29, 2015",,Hardcover,view,/book/show/23899174-in-the-unlikely-event
178,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Making of Zombie Wars,"Hemon, Aleksandar",0374203415,9780374203412,0374203415,307        pp,3.06,"1,005","May 05, 2015","May 05, 2015",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 03, 2015","Nov 09, 2015","Apr 29, 2015",,Hardcover,view,/book/show/22929562-the-making-of-zombie-wars
179,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Girl Who Was Saturday Night,"O'Neill, Heather*",0374162662,9780374162665,0374162662,416        pp,3.83,"5,818","Apr 24, 2014","Jun 03, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 10, 2015",,Hardcover,view,/book/show/18490554-the-girl-who-was-saturday-night
180,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Betrayers,"Bezmozgis, David*",0316284335,9780316284332,0316284335,240        pp,3.50,"2,194",Sep 2014,"Sep 23, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 10, 2015",,Hardcover,view,/book/show/18741817-the-betrayers
181,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Cost of Discipleship,"Bonhoeffer, Dietrich",0684815001,9780684815008,0684815001,320        pp,4.30,"44,830",1937,"Sep 01, 1995",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 09, 2015",,Paperback,view,/book/show/174834.The_Cost_of_Discipleship
182,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Bonhoeffer: Pastor, Martyr, Prophet, Spy","Metaxas, Eric*",1595551387,9781595551382,1595551387,608        pp,4.22,"74,437","Apr 18, 2010","Apr 18, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 09, 2015",,Hardcover,view,/book/show/7501962-bonhoeffer
183,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Housekeeping,"Robinson, Marilynne",0312424094,9780312424091,0312424094,219        pp,3.81,"53,444","Mar 01, 1980","Nov 01, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 03, 2015",,Paperback,view,/book/show/11741.Housekeeping
184,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Day Lasts More than a Hundred Years,"Aitmatov, Chingiz",0253204828,9780253204820,0253204828,368        pp,4.33,"6,948",1980,"Feb 22, 1988",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 03, 2015",,Paperback,view,/book/show/366889.The_Day_Lasts_More_than_a_Hundred_Years
