,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Tannaz's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Beneath the Surface        (Inspector Tom Reynolds, #2)","Spain, Jo*",,,B01DA1PHDK,342        pp,3.90,"2,298","Sep 08, 2016","Sep 08, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Nov 08, 2023",,Kindle Edition,view,/book/show/30247702-beneath-the-surface
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Tuesday's Gone        (Frieda Klein, #2)","French, Nicci",071815696X,9780718156961,071815696X,456        pp,3.96,"15,207",2012,"Jul 19, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 01, 2023",,Paperback,view,/book/show/13613568-tuesday-s-gone
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Rare Coin Score        (Parker, #9)","Stark, Richard",,,,160        pp,4.02,"1,917",1967,1967,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 25, 2023",,Mass Market Paperback,view,/book/show/619067.The_Rare_Coin_Score
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Handle        (Parker, #8)","Stark, Richard",,,,158        pp,3.96,"2,056",1966,1966,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Oct 23, 2023",,Mass Market Paperback,view,/book/show/618975.The_Handle
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Seventh        (Parker, #7)","Stark, Richard",,,,158        pp,4.08,"2,287",1966,1966,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 18, 2023",,Mass Market Paperback,view,/book/show/618849.The_Seventh
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Richard Stark's Parker: Slayground,"Cooke, Darwyn",1613778120,9781613778128,1613778120,96        pp,4.09,"1,548","Dec 17, 2013","Dec 24, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 18, 2023",,Hardcover,view,/book/show/18430293-richard-stark-s-parker
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Richard Stark’s Parker: The Score,"Cooke, Darwyn",1613772084,9781613772089,1613772084,160        pp,4.29,"2,656","Jul 24, 2012","Jul 24, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 18, 2023",,Hardcover,view,/book/show/14539948-richard-stark-s-parker
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Richard Stark’s Parker: The Outfit,"Cooke, Darwyn",1600107621,9781600107627,1600107621,152        pp,4.25,"4,361","Jan 01, 2010","Oct 06, 2010",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 18, 2023",,Hardcover,view,/book/show/7961296-richard-stark-s-parker
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Richard Stark's Parker: The Man with the Getaway Face,"Cooke, Darwyn",,,B003HOWQN0,24        pp,4.28,122,Jul 2010,Jul 2010,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 18, 2023",,Paperback,view,/book/show/24563289-richard-stark-s-parker
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Richard Stark's Parker: The Hunter,"Cooke, Darwyn",1600104932,9781600104930,1600104932,140        pp,4.18,"7,757","Jun 01, 2009","Jul 14, 2009",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 18, 2023",,Hardcover,view,/book/show/6149789-richard-stark-s-parker
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Poodle Springs,"Chandler, Raymond",042512343X,9780425123430,042512343X,304        pp,3.60,"5,061",1989,"Nov 01, 1990",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 18, 2023",,Mass Market Paperback,view,/book/show/247060.Poodle_Springs
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,اعترافات یک آنارشیست,"Reza, Parisa",,9786001523359,,176        pp,3.74,34,"Apr 04, 2019",1399,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 17, 2023",,Paperback,view,/book/show/60473559
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Dragon's Promise        (Six Crimson Cranes, #2)","Lim, Elizabeth*",1529356784,9781529356786,1529356784,482        pp,3.79,"22,010","Aug 30, 2022","Aug 30, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,من جلد اول رو بیشتر دوست داشتم.,Notes are private!,0,1,1,not set,not set,"Oct 14, 2023",,Hardcover,view (with text),/book/show/53457102-the-dragon-s-promise
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Things We Left Behind        (Knockemout, #3)","Score, Lucy*",,9798886439298,B0BVNZD4FY,592        pp,4.44,"234,463","Sep 05, 2023","Sep 05, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I really really do love this series.,Notes are private!,0,0,1,"Oct 11, 2023","Dec 03, 2023","Oct 11, 2023",,Kindle Edition,view (with text),/book/show/116536542-things-we-left-behind
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Six Crimson Cranes        (Six Crimson Cranes, #1)","Lim, Elizabeth*",0593300939,9780593300930,,454        pp,4.21,"75,476","Jul 06, 2021","Jul 06, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,1,5,1,not set,not set,"Oct 11, 2023",,ebook,view,/book/show/53457092-six-crimson-cranes
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kayıp Tanrılar Ülkesi,"Ümit, Ahmet",9750850416,9789750850417,9750850416,504        pp,4.21,"3,192","Jun 11, 2021","Jun 11, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 10, 2023",,Paperback,view,/book/show/58233907-kay-p-tanr-lar-lkesi
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Locked Door,"McFadden, Freida*",,,B092RXXJDM,313        pp,4.09,"243,809","Jun 01, 2021","Jun 01, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Oct 07, 2023",,Kindle Edition,view,/book/show/57795665-the-locked-door
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,دختر مهتاب,"Tan, Sue Lynn*",,9786229250730,,536        pp,4.12,"83,647","Jan 11, 2022",unknown,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 06, 2023",,,view,/book/show/181864099
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Blue Moon        (Jack Reacher, #24)","Child, Lee*",,,B07NCNVZ5P,359        pp,3.96,"71,102","Oct 29, 2019","Oct 29, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"He is one of my Gods,",Notes are private!,0,1,1,not set,not set,"Oct 04, 2023",,Kindle Edition,view (with text),/book/show/43903354-blue-moon
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,حصار و سگ‌های پدرم,"Hassan, Sherzad",,9789643622084,,107        pp,3.72,393,1996,2017,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 02, 2023",,Paperback,view,/book/show/43328557
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Arctic Chill        (Inspector Erlendur #7),"Indriðason, Arnaldur",1846550653,9781846550652,1846550653,344        pp,3.83,"12,093",2005,Sep 2008,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Sep 30, 2023",,Paperback,view,/book/show/3322382-arctic-chill
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Whisperer        (Konrad Sejer, #13)","Fossum, Karin",1328614190,9781328614193,1328614190,336        pp,3.54,"2,095","Feb 23, 2012","Aug 06, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 25, 2023",,Hardcover,view,/book/show/40878541-the-whisperer
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Turn a Blind Eye        (William Warwick, #3)","Archer, Jeffrey*",1250200806,9781250200808,1250200806,342        pp,4.17,"16,340","Mar 30, 2021","Apr 13, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,not set,"Sep 24, 2023",,Hardcover,view,/book/show/54589749-turn-a-blind-eye
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,درباره‌ی کشتن,"مرعشی, نسیم",,9786220111436,,106        pp,2.10,88,2023,2023,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Sep 22, 2023",,Paperback,view,/book/show/199052614
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Al Capone Does My Shirts        (Tales from Alcatraz, #1)","Choldenko, Gennifer*",,,0142403709,225        pp,3.84,"44,317","Mar 30, 2004","Apr 20, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 22, 2023","Oct 08, 2023","Sep 22, 2023",,Paperback,view,/book/show/89716.Al_Capone_Does_My_Shirts
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Hell Screen        (Sugawara Akitada, #5)","Parker, I.J.*",031228795X,9780312287955,031228795X,352        pp,4.05,529,"Sep 30, 2003","Sep 30, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 22, 2023",,Hardcover,view,/book/show/680031.The_Hell_Screen
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Match        (Wilde, #2)","Coben, Harlan*",,,,352        pp,4.20,"51,365","Mar 15, 2022","Mar 15, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Sep 20, 2023",,Hardcover,view,/book/show/58340968-the-match
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Tress of the Emerald Sea        (The Cosmere, #28)","Sanderson, Brandon*",,,,483        pp,4.43,"114,102","Jan 10, 2023","Apr 04, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,not set,"Sep 19, 2023",,Kindle Edition,view,/book/show/60531406-tress-of-the-emerald-sea
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Little Darlings,"Golding, Melanie*",1683319974,9781683319979,1683319974,312        pp,3.63,"14,108","Apr 30, 2019","Apr 30, 2019",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,not set,"Sep 17, 2023",,Hardcover,view,/book/show/41806986-little-darlings
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,سرو سفید یا حافظ ناصر,"قلمکاری, ناصر",,9786220108221,,164        pp,3.20,15,unknown,2021,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,نمی دانم چرا دیگر کتابهای چشمه را دوست ندارم...,Notes are private!,1,3,1,not set,not set,"Sep 17, 2023",,Paperback,view (with text),/book/show/59786870
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Will You Be There?,"Musso, Guillaume",0340933712,9780340933718,0340933712,304        pp,3.98,"10,330",2006,"Jan 24, 2008",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Sep 16, 2023",,Hardcover,view,/book/show/1572497.Will_You_Be_There_
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Again the Magic        (Wallflowers, #0)","Kleypas, Lisa*",0380811081,9780380811083,0380811081,409        pp,4.04,"42,888","Jan 29, 2004","May 28, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,not set,not set,"Sep 14, 2023",,Mass Market Paperback,view,/book/show/674220.Again_the_Magic
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Never Lie,"McFadden, Freida*",,,B0BBL2ZW73,286        pp,4.11,"509,972","Sep 19, 2022","Sep 19, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 14, 2023",,Kindle Edition,view,/book/show/62080187-never-lie
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"In the Woods        (Dublin Murder Squad, #1)","French, Tana*",,,,431        pp,3.79,"399,710","May 17, 2007","May 27, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,not set,"Sep 10, 2023",,Paperback,view,/book/show/2459785.In_the_Woods
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Nine Rules to Break When Romancing a Rake        (Love By Numbers, #1)","MacLean, Sarah*",0061852058,9780061852053,0061852058,397        pp,4.08,"55,239","Mar 30, 2010","Mar 30, 2010",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,not set,"Sep 06, 2023",,Mass Market Paperback,view,/book/show/6584134-nine-rules-to-break-when-romancing-a-rake
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Death in the Family        (Shana Merchant #1),"Wegert, Tessa*",0593097890,9780593097892,0593097890,307        pp,3.67,"3,982","Feb 18, 2020","Feb 18, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 06, 2023",,Hardcover,view,/book/show/45999073-death-in-the-family
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Burial Rites,"Kent, Hannah*",0316243914,9780316243919,0316243914,336        pp,4.03,"112,511","Sep 10, 2013","Sep 10, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 03, 2023",,Hardcover,view,/book/show/17333319-burial-rites
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,ما چگونه ما شدیم؟,"زیباکلام, صادق",9649013350,9789649013350,9649013350,480        pp,3.78,"1,086",1998,2011,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,روزگاری عجیب خواندنش مد بود. سالهای دور دانشجویی من,Notes are private!,0,0,1,not set,not set,"Aug 30, 2023",,Paperback,view (with text),/book/show/2278153._
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,شکار و تاریکی,"Edogawa, Ranpo",6009585880,9786009585885,,108        pp,3.84,"1,049",unknown,"Mar 01, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 30, 2023",,Paperback,view,/book/show/30295690
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,معجزه‌های خواربارفروشی نامیا,"Higashino, Keigo",,9786222543884,,312        pp,4.43,"29,936","Mar 28, 2012",2023,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Aug 28, 2023",,Paperback,view,/book/show/82368403
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Silent Parade        (Detective Galileo, #4)","Higashino, Keigo",1250624819,9781250624819,1250624819,344        pp,3.90,"5,040","Oct 11, 2018","Dec 14, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 26, 2023",,Hardcover,view,/book/show/56269004-silent-parade
