,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Pendle's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
122,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Grapes of Wrath,"Steinbeck, John",067001690X,9780670016907,067001690X,479        pp,4.01,"906,517","Apr 14, 1939","Apr 10, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 06, 2022",,Hardcover,view,/book/show/18114322-the-grapes-of-wrath
123,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cat’s Cradle,"Vonnegut, Kurt, Jr.",0140285601,9780140285604,0140285601,179        pp,4.16,"402,912",1963,1999,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 06, 2022",,Paperback,view,/book/show/135479.Cat_s_Cradle
124,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Kite Runner,"Hosseini, Khaled*",,,,371        pp,4.34,"3,149,072","May 29, 2003",May 2004,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 06, 2022",,Paperback,view,/book/show/77203.The_Kite_Runner
125,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Thousand Splendid Suns,"Hosseini, Khaled*",1594489505,9781594489501,B002FVPH5A,372        pp,4.43,"1,529,587",May 2007,"Jan 01, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 06, 2022",,Hardcover,view,/book/show/128029.A_Thousand_Splendid_Suns
126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This Is How You Lose Her,"Díaz, Junot",1594487367,9781594487361,1594487367,217        pp,3.75,"97,833","Mar 22, 2010","Sep 11, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 06, 2022",,Hardcover,view,/book/show/13503109-this-is-how-you-lose-her
127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Five People You Meet in Heaven,"Albom, Mitch*",,,1401308589,196        pp,3.99,"720,453","Sep 01, 2003","Sep 23, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 06, 2022",,Paperback,view,/book/show/3431.The_Five_People_You_Meet_in_Heaven
128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nine Stories,"Salinger, J.D.",0316767727,9780316767729,0316767727,302        pp,4.18,"147,450","Apr 06, 1953","Jan 30, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 06, 2022",,Paperback,view,/book/show/4009.Nine_Stories
129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Homage to Catalonia,"Orwell, George",0156421178,9780156421171,0156421178,232        pp,4.09,"60,945","Apr 25, 1938","Oct 22, 1980",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 06, 2022",,Paperback,view,/book/show/9646.Homage_to_Catalonia
130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Defining Decade: Why Your Twenties Matter—And How to Make the Most of Them Now,"Jay, Meg",,,B005SCSCAU,273        pp,4.11,"74,059","Apr 17, 2012","Apr 17, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 06, 2022",,Kindle Edition,view,/book/show/40603783-the-defining-decade
131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The New Jim Crow: Mass Incarceration in the Age of Colorblindness,"Alexander, Michelle",,,,290        pp,4.52,"108,096","Jan 05, 2010","Jan 05, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 06, 2022",,Hardcover,view,/book/show/6792458-the-new-jim-crow
132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tuesdays with Morrie,"Albom, Mitch*",,,0751529818,210        pp,4.17,"1,027,285","Aug 18, 1997",2000,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 06, 2022",,Paperback,view,/book/show/6900.Tuesdays_with_Morrie
133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Enrique's Journey,"Nazario, Sonia",0812971787,9780812971781,0812971787,294        pp,3.88,"15,960","Feb 01, 2005","Jan 02, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 06, 2022",,Paperback,view,/book/show/158277.Enrique_s_Journey
134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Confessions of an Ugly Stepsister,"Maguire, Gregory",0060987529,9780060987527,0060987529,372        pp,3.54,"60,317","Oct 06, 1999","Sep 21, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 06, 2022",,Paperback,view,/book/show/18943.Confessions_of_an_Ugly_Stepsister
135,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Love and Capital: Karl and Jenny Marx and the Birth of a Revolution,"Gabriel, Mary",0316066117,9780316066112,0316066117,709        pp,4.26,752,"Sep 14, 2011","Sep 14, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 06, 2022",,Hardcover,view,/book/show/11516279-love-and-capital
136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Little Fires Everywhere,"Ng, Celeste*",0143135163,9780143135166,0143135163,368        pp,4.08,"1,175,380","Sep 12, 2017","Mar 17, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 06, 2022",,Paperback,view,/book/show/51704136-little-fires-everywhere
137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wretched of the Earth,"Fanon, Frantz",0802141323,9780802141323,0802141323,251        pp,4.32,"26,484",1961,"Mar 12, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 06, 2022",,Paperback,view,/book/show/66933.The_Wretched_of_the_Earth
138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Left Hand of Darkness,"Le Guin, Ursula K.",,,,304        pp,4.10,"181,978",1969,"Jul 01, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 06, 2022",not set,"Jan 06, 2022",,Paperback,view,/book/show/18423.The_Left_Hand_of_Darkness
139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dear Ijeawele, or A Feminist Manifesto in Fifteen Suggestions","Adichie, Chimamanda Ngozi",,,,63        pp,4.51,"82,014","Mar 07, 2017","Mar 07, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 06, 2022",,Hardcover,view,/book/show/33585392-dear-ijeawele-or-a-feminist-manifesto-in-fifteen-suggestions
140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Fire Next Time,"Baldwin, James",067974472X,9780679744726,067974472X,106        pp,4.54,"100,414","Jan 31, 1963","Feb 01, 1993",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 06, 2022",,Paperback,view,/book/show/464260.The_Fire_Next_Time
141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Girl Is a Body of Water,"Makumbi, Jennifer Nansubuga",1951142047,9781951142049,1951142047,560        pp,4.15,"7,165","Sep 01, 2020","Sep 01, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 06, 2022",,Hardcover,view,/book/show/51188678-a-girl-is-a-body-of-water
142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Post-Scarcity Anarchism,"Bookchin, Murray",1904859062,9781904859062,1904859062,242        pp,3.99,"1,071",1971,"Nov 01, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 06, 2022",,Paperback,view,/book/show/312957.Post_Scarcity_Anarchism
143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Getting Near to Baby,"Couloumbis, Audrey*",0698118928,9780698118928,0698118928,224        pp,3.81,"3,601","Sep 13, 1999","Apr 24, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 06, 2022",,Paperback,view,/book/show/628218.Getting_Near_to_Baby
144,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,One Hundred Years of Solitude,"García Márquez, Gabriel",,,,417        pp,4.11,"971,254",1967,"Jun 24, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 06, 2022",,Mass Market Paperback,view,/book/show/320.One_Hundred_Years_of_Solitude
145,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Not That Bad: Dispatches from Rape Culture,"Gay, Roxane*",0062413503,9780062413505,,368        pp,4.43,"20,222","May 01, 2018","May 01, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This book was fucking hard to get through but it should be mandatory reading for all high school students everywhere.,Notes are private!,0,0,1,not set,not set,"Jan 06, 2022",,ebook,view (with text),/book/show/35068524-not-that-bad
146,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Power,"Alderman, Naomi*",0670919985,9780670919987,0670919985,341        pp,3.76,"230,129","Oct 27, 2016","Oct 27, 2017",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 06, 2022",,Hardcover,view,/book/show/29751398-the-power
147,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Polysecure: Attachment, Trauma and Consensual Nonmonogamy","Fern, Jessica",1944934987,9781944934989,1944934987,268        pp,4.42,"10,067","Oct 23, 2020","Oct 23, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 06, 2022",,Paperback,view,/book/show/52569124-polysecure
148,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Parable of the Sower        (Earthseed, #1)","Butler, Octavia E.",0446675504,9780446675505,0446675504,345        pp,4.21,"167,838",Oct 1993,"Jan 01, 2000",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 06, 2022",,Paperback,view,/book/show/52397.Parable_of_the_Sower
149,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dispossessed: An Ambiguous Utopia,"Le Guin, Ursula K.",,,,387        pp,4.25,"125,031",May 1974,"Oct 20, 1994",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 06, 2022",,Paperback,view,/book/show/13651.The_Dispossessed
150,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Unbound: A Woman’s Guide To Power,"Urbaniak, Kasia",1785042882,9781785042881,1785042882,288        pp,4.35,990,unknown,"Aug 13, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 06, 2022",,Paperback,view,/book/show/51205436-unbound
151,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Detransition, Baby","Peters, Torrey",0593133374,9780593133378,0593133374,337        pp,3.95,"77,270","Jan 12, 2021","Jan 12, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 06, 2022",,Hardcover,view,/book/show/48890225-detransition-baby
152,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We Were Witches,"Gore, Ariel*",1558614338,9781558614338,1558614338,292        pp,4.43,"2,263","Sep 05, 2017","Sep 05, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,not setnot set,not setnot set,"Jan 06, 2022",,Paperback,view,/book/show/34183379-we-were-witches
153,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Anarchism and Other Essays,"Goldman, Emma",0486224848,9780486224848,0486224848,271        pp,4.05,"6,567",1910,"Jun 01, 1969",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 06, 2022",,Paperback,view,/book/show/551926.Anarchism_and_Other_Essays
154,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bullshit Jobs: A Theory,"Graeber, David",150114331X,9781501143311,150114331X,335        pp,4.04,"25,511","May 01, 2018","May 15, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 06, 2022",,Hardcover,view,/book/show/34466958-bullshit-jobs
155,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In the Dream House,"Machado, Carmen Maria*",1644450038,9781644450031,1644450038,251        pp,4.43,"124,524","Nov 05, 2019","Nov 05, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""the intimacy, the trust would have been almost unbearable if I thought it was trust."" Ugh. Currently trying to memorize the Queen and the Squid for m""the intimacy, the trust would have been almost unbearable if I thought it was trust."" Ugh. Currently trying to memorize the Queen and the Squid for my next campfire night....more",Notes are private!,0,0,1,not set,"Jan 05, 2022","Jan 06, 2022",,Hardcover,view (with text),/book/show/43317482-in-the-dream-house
156,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Song of Solomon: A Novel,"Morrison, Toni",,,B000RMT40I,354        pp,4.14,"112,926","Aug 12, 1977","Jul 24, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 06, 2022",,Kindle Edition,view,/book/show/6582898-song-of-solomon
157,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Postcolonial Love Poem,"Díaz, Natalie",,,B07RXDRK1Q,122        pp,4.35,"6,704","Mar 03, 2020","Mar 03, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 06, 2022",,Kindle Edition,view,/book/show/45894469-postcolonial-love-poem
158,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When Someone You Love Is Polyamorous: Understanding Poly People and Relationships        (Thorntree Fundamentals Book 1),"Sheff, Elisabeth",0996460195,9780996460194,B01E0L4CQM,48        pp,3.93,293,"Nov 26, 2013","Mar 01, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Aug 2020,"Aug 01, 2020",,Kindle Edition,view,/book/show/29934652-when-someone-you-love-is-polyamorous
159,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The New York Regional Mormon Singles Halloween Dance: A Memoir,"Baker, Elna",0525951350,9780525951353,0525951350,288        pp,3.60,"7,451","Sep 28, 2009","Oct 15, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 03, 2017",,Hardcover,view,/book/show/6523058-the-new-york-regional-mormon-singles-halloween-dance
160,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Collected Stories of Jean Stafford,"Stafford, Jean",0374529930,9780374529932,0374529930,512        pp,3.73,"1,474",1969,"Sep 14, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 03, 2017",,Paperback,view,/book/show/805969.The_Collected_Stories_of_Jean_Stafford
161,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Selected Poems,"García Lorca, Federico",0811216225,9780811216227,0811216225,186        pp,4.32,"8,725",1936,2005,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 03, 2017",,Paperback,view,/book/show/22992.The_Selected_Poems
162,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Angels & Demons        (Robert Langdon, #1)","Brown, Dan*",1416524797,9781416524793,1416524797,736        pp,3.94,"3,157,584",May 2000,"Apr 01, 2006",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 03, 2017",,Paperback,view,/book/show/960.Angels_Demons
163,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Brave New World,"Huxley, Aldous",0060929871,9780060929879,0060929871,268        pp,3.99,"1,855,397",1932,"Jan 01, 1998",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 03, 2017",,Paperback,view,/book/show/5129.Brave_New_World
164,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harry Potter and the Deathly Hallows        (Harry Potter, #7)","Rowling, J.K.",,,,759        pp,4.62,"3,708,039","Jul 21, 2007","Jul 21, 2007",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 03, 2017",,Hardcover,view,/book/show/136251.Harry_Potter_and_the_Deathly_Hallows
165,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harry Potter and the Half-Blood Prince        (Harry Potter, #6)","Rowling, J.K.",,,,652        pp,4.58,"3,274,662","Jul 16, 2005","Sep 16, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 03, 2017",,Paperback,view,/book/show/1.Harry_Potter_and_the_Half_Blood_Prince
166,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harry Potter and the Goblet of Fire        (Harry Potter, #4)","Rowling, J.K.",,,,734        pp,4.57,"3,695,080","Jul 08, 2000","Sep 28, 2002",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 03, 2017",,Paperback,view,/book/show/6.Harry_Potter_and_the_Goblet_of_Fire
167,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harry Potter and the Prisoner of Azkaban        (Harry Potter, #3)","Rowling, J.K.",043965548X,9780439655484,043965548X,435        pp,4.58,"4,185,119","Jul 08, 1999","May 01, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 03, 2017",,Mass Market Paperback,view,/book/show/5.Harry_Potter_and_the_Prisoner_of_Azkaban
168,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harry Potter and the Chamber of Secrets        (Harry Potter, #2)","Rowling, J.K.",,,B00ES27LCQ,352        pp,4.43,"3,928,369","Jul 02, 1998","Jun 02, 1999",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 03, 2017",,Hardcover,view,/book/show/15881.Harry_Potter_and_the_Chamber_of_Secrets
169,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Da Vinci Code        (Robert Langdon, #2)","Brown, Dan*",,,,489        pp,3.91,"2,351,693","Mar 18, 2003","Mar 28, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 03, 2017",,Paperback,view,/book/show/968.The_Da_Vinci_Code
170,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Persepolis: The Story of a Childhood        (Persepolis, #1)","Satrapi, Marjane",037571457X,9780375714573,037571457X,153        pp,4.26,"208,430","Apr 29, 2003","Jun 01, 2004",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 03, 2017",,Paperback,view,/book/show/9516.Persepolis
171,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Spoon River Anthology,"Masters, Edgar Lee",1406946133,9781406946130,1406946133,112        pp,4.06,"12,145",1915,2006,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 03, 2017",,Paperback,view,/book/show/292668.Spoon_River_Anthology
172,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bridge of San Luis Rey,"Wilder, Thornton",0060088877,9780060088873,0060088877,160        pp,3.79,"35,114",1927,"Apr 15, 2003",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 03, 2017",,Paperback,view,/book/show/92508.The_Bridge_of_San_Luis_Rey
173,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,To Build a Fire and Other Stories,"London, Jack",0812565169,9780812565164,0812565169,480        pp,4.07,"4,890",Nov 1908,"May 15, 1999",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 03, 2017",,Mass Market Paperback,view,/book/show/70791.To_Build_a_Fire_and_Other_Stories
174,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Naked and the Dead,"Mailer, Norman",0312265050,9780312265052,0312265050,721        pp,3.94,"25,415",1948,"Aug 28, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 03, 2017",,Paperback,view,/book/show/12467.The_Naked_and_the_Dead
175,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Selected Essays,"Emerson, Ralph Waldo",0140390138,9780140390131,0140390138,416        pp,3.96,655,1876,"Apr 29, 1982",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 03, 2017",,Paperback,view,/book/show/448437.Selected_Essays
176,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What She Saw...,"Rosenfeld, Lucinda*",0385498233,9780385498234,0385498233,304        pp,3.13,"1,543","Sep 12, 2000","Sep 04, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 03, 2017",,Paperback,view,/book/show/105778.What_She_Saw_
177,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sneetches and Other Stories,Dr. Seuss,0007158505,9780007158508,0007158505,68        pp,4.31,"65,417",1961,"May 06, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 03, 2017",,Paperback,view,/book/show/105549.The_Sneetches_and_Other_Stories
178,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Namesake,"Lahiri, Jhumpa",0618485228,9780618485222,0965141667,291        pp,4.01,"269,645","Sep 16, 2003","Jan 01, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 03, 2017",,Paperback,view,/book/show/33917.The_Namesake
179,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Brief Wondrous Life of Oscar Wao,"Díaz, Junot",1594489580,9781594489587,1594489580,335        pp,3.89,"263,643","Sep 06, 2007","Sep 06, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 03, 2017",,Hardcover,view,/book/show/297673.The_Brief_Wondrous_Life_of_Oscar_Wao
180,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Everything is Illuminated,"Foer, Jonathan Safran *",0060529709,9780060529703,0060529709,276        pp,3.89,"179,580",2002,"Apr 01, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 03, 2017",,Paperback,view,/book/show/256566.Everything_is_Illuminated
181,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Waste Land,"Eliot, T.S.",0393974995,9780393974997,0393974995,288        pp,4.11,"54,015",1922,"Jan 01, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 03, 2017",,Paperback,view,/book/show/34080.The_Waste_Land
