,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Jeanne's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Things Fall Apart        (The African Trilogy, #1)","Achebe, Chinua",,,B004478AS4,215        pp,3.73,"371,877",1958,"Oct 06, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Novels are often about personal transitions, but also sometimes about cultural or societal transitions. Things Fall Apart, the first in Chinua Achebe'Novels are often about personal transitions, but also sometimes about cultural or societal transitions. Things Fall Apart, the first in Chinua Achebe's African trilogy, focused on the latter kind of transition that took place when the traditional Ibo society (now called Igbo) came in contact with white Christians in late 19th century Nigeria. No happy ending here.Things Fall Apart sketched a technologically unsophisticated culture, but Achebe avoided both idealization and caricatures of the Ibo and its people. Okonkwo, its central character, was an unlikable character: uninsightful, inflexible, and afraid of showing positive feelings towards others: ""To show affection was a sign of weakness; the only thing worth demonstrating was strength"" (p. 28). This style didn't seem to cripple his children, as they had other people who supported them, but his fears and inflexibility crippled him. Interestingly, Obierika, his best friend, reminds us that there is more to Okonkwo, as he himself is a thoughtful and good man who questioned the Ibo way while also accepting it:Why should a man suffer so grievously for an offense he had committed inadvertently? But although he thought for a long time he found no answer. He was merely led into greater complexities. He remembered his wife’s twin children, whom he had thrown away. What crime had they committed? The Earth had decreed that they were an offense on the land and must be destroyed. And if the clan did not exact punishment for an offense against the great goddess, her wrath was loosed on all the land and not just on the offender. As the elders said, if one finger brought oil it soiled the others. (p. 125). Often, a character like Okonkwo would turn me off from a book, but having Obierika and others changed my view of Okonkwo and Things Fall Apart. For me, Okonkwo's tribal family and the Ibo culture was a large, complex, and interesting character, one that engaged.Although the Ibo here are individuals, many of them open to new ideas, Achebe drew whites as rigid and with imperialistic intentions, failing to understand the Ibo. In this respect, Okonkwo was more similar to the white characters than to other Ibo. I have not read the colonialist literature on Africa, which stereotyped Africans, while allowing whites greater agency and superior morality. Agho (2010), for example, criticized Joseph Conrad, Graham Greene, and others, quoting Ogude's critique of Heart of Darkness as “perhaps the most telling account of the rape of Africa by the white man. So complete is the destruction of this portion of the continent that the only Africans represented in the novel are realized as shadows, mere shadows which are often felt merging with the immensity of dark impenetrable, tropical forest” (p. 173).Contrast that with Achebe's own hope for his African novels:Here, then, is an adequate revolution for me to espouse – to help my society regain its belief in itself and put away the complexes of the years of the denigration and self-abasement. And it is essentially a question of education, in the best sense of that word. Here, I think, my aims and the deepest aspirations of my society meet. For no thinking African can escape the pain of the wound in our soul.... I would be quite satisfied if my novels (especially the ones set in the past) did no more than teach my readers that their past – with all its imperfections – was not one long night of savagery from which the first Europeans acting on God’s behalf delivered them. (Achebe, 1965)I both recognize and fail to recognize the propaganda in what I read. I thank Achebe – and Agho and Ogude – for helping me find greater balance.I read Things Fall Apart as part of the 2023 Read Harder Challenge: a book I had DNFed. To be fair, this was a DNF mostly because I got distracted. So many books, too little time....more",Notes are private!,0,13,1,"Apr 13, 2023","Apr 21, 2023","Apr 13, 2023",,Kindle Edition,view (with text),/book/show/55468022-things-fall-apart
142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Elatsoe        (Elatsoe #1),"Little Badger, Darcie*",1646140060,,B08BRBL9JR,362        pp,4.01,"19,243","Aug 25, 2020","Aug 25, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"At least at the beginning, one might imagine that Elatsoe is set in our universe, at least a part of that universe characterized by Native American trAt least at the beginning, one might imagine that Elatsoe is set in our universe, at least a part of that universe characterized by Native American traditions, stories, and beliefs. This first part of the book was my favorite.I was willing to go down the road where Ellie had a (lovely) ghost dog and her recently-murdered cousin talked to her in a dream, identifying the murderer, and that family and friends believed this. This was a story of social outrage, oppression and extreme privilege, handling adolescence, and friendship. ""This summer, investigating my cousin’s murder, we might skirt the line between wise and unwise danger. It’s hard to know that you’re flying too high until the feathers start dropping” (p. 49). Supernatural events rapidly expanded in the last quarter of the book: vampires, health snatchers, fairy portals, and more. These were all put in the same popcorn popper, but events exploded and everything imaginable happened all at once. New metaphor: imagine that I decided to make dinner tonight and wasn't sure what to make, so threw cheese, peanut butter, Greek yoghurt, tomatoes, bread, black beans, and pasta in the same pot and stirred. That's Elatsoe – many wonderful things (especially Ellie and her ghost dog), but too many wonderful things.Yes, I wasn't the target audience for the end of this book (I was charmed by the beginning). I read it for the Read Harder Challenge: a YA book by an indigenous author....more",Notes are private!,0,4,1,"Apr 06, 2023","Apr 09, 2023","Apr 09, 2023",,Kindle Edition,view (with text),/book/show/54267644-elatsoe
143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Tomorrow, and Tomorrow, and Tomorrow","Zevin, Gabrielle*",,,B09JBCGQB8,418        pp,4.18,"845,252","Jul 05, 2022",Jan 2023,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I didn't like The Nix or The Three-Body Problem, so I was assuming that I didn't like books about gaming (I'm not a gamer). Tomorrow, and TomoI didn't like The Nix or The Three-Body Problem, so I was assuming that I didn't like books about gaming (I'm not a gamer). Tomorrow, and Tomorrow, and Tomorrow is different. Tomorrow, and Tomorrow, and Tomorrow (T3) is about gaming, but often about moral questions. An early game, Solution, placed people in a factory supplying machinery for WW2 Germany; ""if you won the game on points, you lost it morally"" (p. 32). One of Sadie's classmates at MIT was appalled to have the game identify her as a Nazi.The gaming in T3 challenged my stereotypes about gaming: people die in these games, but rarely shot at each other. Characters were not hyperstylized or -sexualized. Sadie, Mazur, and Marx's games were often thought questions and, although T3 occasionally showed game play, often focused more on the fraught nature of work, friendships, identity, and love. ""Maybe she had been like the player in Solution. Maybe she hadn’t asked the right or enough questions because she hadn’t wanted to know the answers"" (p. 33). Life, work, and love are complicated and Sam and Sadie often misunderstood each other.[image]Katsushika Hokusai, Under the Wave off KanagawaTheir first commercial game was Ichigo, set against a Hokusai backdrop, where a preverbal child is separated from its parents by a tsunami. Was this choice cultural appropriation – during a time period when people didn't make such choices? They noted they had had many influences: ""Dickens, Shakespeare, Homer, the Bible, Philip Glass, Chuck Close, Escher….And what is the alternative to appropriation?"" (p. 77). Should we, Mazer asked, only reference our own cultures? And, what is ""one's own culture"" for a kid raised in New York City and Los Angeles, by a Korean American woman and her Korean immigrant parents? A kid whose absent father was Jewish and who appeared Korean in groups of whites, but white with Koreans.Tomorrow, and Tomorrow, and Tomorrow is a pseudo-documentary told in third person (somewhat reminiscent of Daisy Jones and the Six, omniscient, with occasional observations and interviews from the near future. These comments were so infrequent that I was often taken aback by them, even when I enjoyed the doubled view.My stereotypes of gamers are two-dimensional, but these three people defied simple stereotypes to be complex and changing beings, coming together and moving violently apart due to trauma, challenges, and death; nonetheless, they continued to play and learn from their mistakes. As Marx observed, “What is a game?... It’s tomorrow, and tomorrow, and tomorrow. It’s the possibility of infinite rebirth, infinite redemption. The idea that if you keep playing, you could win. No loss is permanent, because nothing is permanent, ever” (p. 336). Even death....more",Notes are private!,0,5,1,"Apr 04, 2023","Apr 08, 2023","Apr 08, 2023",,Kindle Edition,view (with text),/book/show/77262337-tomorrow-and-tomorrow-and-tomorrow
144,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,River Spirit,"Aboulela, Leila*",,9780802160676,B0B7YYX8XL,320        pp,4.06,653,"Mar 07, 2023","Mar 07, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The Mahdi, a messianic figure in 19th century Sudan, was supposed to signal the end of times and a period of equity and justice. That, unfortunately, The Mahdi, a messianic figure in 19th century Sudan, was supposed to signal the end of times and a period of equity and justice. That, unfortunately, is not how the world works. The resulting war against Turco-Egyptian rule, then later the British, devastated Sudan. Was he the true Mahdi? Although this initially mattered, later his appearance seemed to offer a response to Turco-Egyptian oppression, ""injustice unleashes storms; injustice causes the kind of damage that perpetuates itself"" (p. 32). But governing people is challenging, as Yaseen observed, ""Fanatics can never draw out the good in people. They will go to war I predict. They will raise armies, invade, and pillage because it is only aggression that will keep their cause alive. Fighting an enemy is always easier than governing human complexity"" (p. 136). That complexity is at the heart of River Spirit, a story told in eight voices: Musa, Zamzam, Yaseen, Salha, Fatimah, Robert, Charles, Christina. Four female, four male; five from Sudan, three from the UK; one enslaved, five well-educated. The white narrators, in particular, believed they understood others' intentions and acted in what they believed were the best interests of the Sudanese, but their understanding was clouded. General Gordon, for example, sent the Mahdi a gift of a Turkish cloak and a tarbush – when men were killed for wearing a tarbush. The Mahdi sent ""the clothes of true humility and asceticism. Clothes like the ones these two are wearing—muslin trousers, a jibbah with patches of different colors and a straw skullcap"" (p. 223). General Gordon was outraged – by the Mahdi's words, his tone, his nonchalance. Was the Mahdi's act courage or ploy? From Gordon's perspective, either was a provocation.Robert's paintings of the Sudan were (apparently) beautiful, but he painted two paintings of the conflict. In the former, Gordon was an insignificant figure; the latter rewrote history and played to Britain's patriotic impulses, eventually (according to this narrative) leading to British involvement in the conflict. Christina found her father's painting of Zamzam after his death – naked, savage eyes, muscular, insolent expression – and burned it, as an affront to propriety and his reputation. This painting had probably been his favorite, his masterpiece, from his time in the Sudan.We cannot understand each other. We choose not to understand each other. These misunderstandings lead to violence: Gordon pulled a gun on Robert. Zamzam damaged her portrait, Robert then beat her. The previously described gifts fired outrage and attacks.Nonetheless, at the heart of this story is an unexpected and touching love story, one that withstood class and religious differences, multiple enslavements and separations. Zamzam and Yaseen are both surprising characters, but so was Musa, an uneducated supporter of the Mahdi.[image]Stamp honoring Marie-Guillemine Benoist's Portrait of Madeleine And its cover? The cover might be a depiction of Salha but definitely was not Zamzam, definitely not a woman who heard the river's song. Zamzam was enslaved and poor for most of the book; she had blue-black skin, muscular arms, and tribal scars. Benoist's Portrait of Madeleine is a more likely Zamzam. To be clear, I love this cover – the model's expression, the traditional dress, the swirling ""waters"" – just not for this book. Would River Spirit have failed to sell if a more accurate depiction was used? Authors generally have some, although limited say over their covers. I hope Leila Aboulela fought long and hard against this one....more",Notes are private!,0,6,1,"Mar 30, 2023","Apr 02, 2023","Apr 02, 2023",,Hardcover,view (with text),/book/show/61995200-river-spirit
145,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Native Speaker,"Lee, Chang-rae",1101660031,,B00DUGZZ8S,386        pp,3.75,"8,216",1995,"Mar 01, 1996",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"So far, 2023 has been a great reading year; Native Speaker continues this trend. Native Speaker is a heady stew of love, loss, and betrayal; grief, alSo far, 2023 has been a great reading year; Native Speaker continues this trend. Native Speaker is a heady stew of love, loss, and betrayal; grief, alienation, and connection; and perhaps acceptance – all from the perspective of a Korean American man of immigrants who had a complicated relationship to the US. Henry Park is a son, father, husband, and spy, but each of those roles is strained.Who is Henry Park? This is a question that Chang-rae Lee answers several times in different ways. His white wife left a note when leaving him:You are surreptitious B+ student of life first thing hummer of Wagner and Strauss illegal alien emotional alien genre bug Yellow peril: neo-American great in bed overrated poppa’s boy sentimentalist anti-romantic ——analyst (you fill in) stranger follower traitor spy (p. 5)This description would leave me devastated but also slightly pleased that I had been seen (and yet not). His own self-analysis is more nuanced: I am an amiable man. I can be most personable, if not charming, and whatever I possess in this life is more or less the result of a talent I have for making you feel good about yourself when you are with me. In this sense I am not a seducer. I am hardly seen. I won’t speak untruths to you, I won’t pass easy compliments or odious offerings of flattery. I make do with on-hand materials, what I can chip out of you, your natural ore. Then I fuel the fire of your most secret vanity. (p. 8)This makes Park a good friend, an easy date, and an excellent spy. In meeting his wife for the first time, for example, he observed,I did something then that I didn’t know I could do. It was strangely automatic. Instantly I was thinking of the lover she might want, the man whom she’d searched out but hadn’t yet found in her life. I thought of the ways Nils was perhaps falling short. I put myself in her place and imagined her father and mother. Boyfriends, recent loves. (p. 14)How flattering and attractive! But I don't think I would want to be married to a chameleon. The traits desirable in a date are different than those in a spouse and partner.This is a spy novel unlike any I've read (not that I've read many in the last 40 years), although sometimes I thought of John le Carré while reading this. Henry Park, like le Carré's protagonists, is knowledgeable and competent, an outsider, a consummate observer, loyal. These traits/skills make Park a good friend and colleague – and a wonderful spy (view spoiler)[– until he's not, as these strengths both facilitate and undermine the spying enterprise (hide spoiler)]. This story focuses more on Henry as a person, which includes the spy, rather than primarily the task at hand. Love, loyalty, and spying complement (and fail to complement) each other here.Past and present circle and intertwine in Lee's narrative. At times, it may seem that there is no Story, just extended anecdotes, but then life is rarely linear and direct. Read this....more",Notes are private!,0,6,1,"Mar 25, 2023","Mar 31, 2023","Apr 01, 2023",,Kindle Edition,view (with text),/book/show/18982520-native-speaker
146,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Standard Deviations: Flawed Assumptions, Tortured Data, and Other Ways to Lie with Statistics","Smith, Gary",,,B07MWBRFST,413        pp,3.93,786,"Jan 01, 2014","Jul 31, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"People lie. People lie with statistics and graphs, sometimes intentionally, sometimes unintentionally. Our job is to think critically about what we sePeople lie. People lie with statistics and graphs, sometimes intentionally, sometimes unintentionally. Our job is to think critically about what we see, to look at the things that don't make sense in how the data presented.Thinking critically about data is more difficult than we expect it to be. We are seduced by patterns, seeing them even when nothing is there. People make mistakes, both in their arithmetic and their reasoning. We look for what we expect to find and create theories to explain what we found (without treating these data as a pilot).I believe in science, in data. I love numbers (the Count is my favorite Sesame Street character).[image]The CountScience isn't the problem, numbers aren't the problem either, but we need to be careful not to jump to conclusions, to hold ourselves honest, even when we are the reader. There's often too much weight put on the process (sales, publications and careers, awards, promotions, our theories)....more",Notes are private!,0,5,1,"Mar 26, 2023","Mar 30, 2023","Mar 30, 2023",,Kindle Edition,view (with text),/book/show/43713424-standard-deviations
147,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sanditon: Austen's Last Novel,"Austen, Jane",,,B07ZDLZDK1,321        pp,3.79,"6,836",1975,"Dec 03, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Sanditon is Jane Austen's novel that she had been working on when she got ill, then died. She had written about 10 ½ of the ultimate 30 chapters at thSanditon is Jane Austen's novel that she had been working on when she got ill, then died. She had written about 10 ½ of the ultimate 30 chapters at that point. The version I read was finished in 1975 by ""Another Lady,"" a pseudonymous British novelist identified as Anne Telscombe on Goodreads.Austen's section of the book really only sets the scene, as it is only the first 22% of the book. All but three of the final characters can be found here, but the raw materials could be recombined in dozens of different ways and still remain within Austen's oeuvre. In fact, this version of the finished novel – there are probably others – appears very different from PBS's version (we're early in Season 1). As a result, Sanditon should probably be authored by ""Another Lady"" with Jane Austen.Is Sanditon consistent with Austen's other works? By my reading, yes. Charlotte, the heroine, is an observant but shy country girl who made some errors in understanding others, some because they were hiding their intent, others because she was self-absorbed with love. The characters vary, but there are a number of narcissists, silly buffoons, hypochondriacs (who made me very thankful for modern medicine), and of course the Love Interest, who is obscure at best. Charlotte noted, ""Very few of us lack superficial faults and we must rely on each other’s kindness to overlook them."" (p. 97). Many of the characters here have far more central faults. As Austen's other books, there is no place for death, maimings, or politics, but there is a happy ending. Austen (and ""Another Lady"") wrote what we would call romcoms. Charlotte is a very likeable character, as are all of the Parkers – and several other characters. Unlike many of the others, she underestimated herself; this lack of self-worth (or relative worth?) was a central motivating force for much of the action. Charlotte ""well knew that such beauty as she herself possessed was unlikely to tempt so popular, polished and lively a young man, that her fortune was nonexistent and her personality a trifle narrow and over-decorous for his tastes"" (p. 242). Any reader of Austen knows that her characters do tempt such men.A fun read....more",Notes are private!,0,4,1,"Mar 20, 2023","Mar 24, 2023","Mar 24, 2023",,Kindle Edition,view (with text),/book/show/48616745-sanditon
148,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book of Hope: A Survival Guide for Trying Times,"Goodall, Jane*",,,B08QGN3VX4,272        pp,4.19,"14,075","Oct 19, 2021","Oct 19, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The Book of Hope is the second in a series – following the Dalai Lama and Desmond Tutu talking about happiness in The Book of Joy. This book was cThe Book of Hope is the second in a series – following the Dalai Lama and Desmond Tutu talking about happiness in The Book of Joy. This book was charming and I could imagine spending an evening (or many evenings) in front of a fire with her, but I was not enraptured and often put it aside over the last month.Jane Goodall defined hope as ""what enables us to keep going in the face of adversity. It is what we desire to happen, but we must be prepared to work hard to make it so” (p. 8). She maintained that she was hopeful about the future because of the ""amazing human intellect,"" nature's resilience, the power of young people, and the indomitable human spirit, telling many stories from around the world to bolster her case.I listened to about half of this on audiobook, as I was traveling earlier this month. I loved Goodall's voice. I didn't like Adams' readings, which included both his half of their conversations and his observations. Her sections sounded natural and drawn from the initial interviews, while his seemed to be recorded in the studio. I moved to the book when my initial lending period ended....more",Notes are private!,0,4,1,Mar 2023,"Mar 20, 2023","Mar 20, 2023",,Kindle Edition,view (with text),/book/show/58583507-the-book-of-hope
149,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Our Missing Hearts,"Ng, Celeste*",,,B09QBYCC3J,352        pp,3.81,"174,148","Oct 04, 2022","Oct 04, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I read and love dystopian novels, in part because they (often) remind us that we can get through anything, even things we cannot imagine getting throuI read and love dystopian novels, in part because they (often) remind us that we can get through anything, even things we cannot imagine getting through, but also perhaps because they serve as a how-to, in case the worst ever does happen. What I learned when reading Anne Frank in 8th grade is that the worst can happen.Dystopias are often drawn with a broad brush: 1984, Fahrenheit 451, Animal Farm. There's something to a dystopia painted with a more subtle brush, where good and evil reside in a single person, where people fail to match simple stereotypes and stories (e.g., Sunlight Pilgrims).[image]Norman Rockwell, The Problem We All Live With, 1964Our Missing Hearts is a subtle dystopia. Our Missing Hearts is set maybe 20 years in the future, with numerous events crossing the line from life to novel, so close that I was looking up PACT (Preserving American Culture and Traditions Act) to determine whether it was real. Its characters are believable, and I would want Bird, Margaret, Sadie, Domi as friends, even Ethan (I would want to tell him to grow a pair, although I might make choices similar to his own). Bird's father told him: ""Don’t attract attention. Keep your head down. And: If you see any trouble, you go the other way, understand?"" (pp. 75-76). Many of us would choose to tell our children to do these things. Many of us already do. [image]George Floyd mural at CUP Foods, where he was murderedOne way the government controlled people under PACT was by removing or threatening to remove children from un-American environments, ""the definition of which was ever expanding: Appearing sympathetic to China. Appearing insufficiently anti-China. Having any doubts about anything American; having any ties to China at all—no matter how many generations past. Questioning whether China was really the problem; questioning whether PACT was being applied fairly; eventually, questioning PACT itself"" (pp. 185-186). This strategy of family separations is not a new one but one used throughout US history (e.g., boarding schools for indigenous children, separations of slave families, migrant families at the US/Mexico border, class inequities in the foster care system). What would you be willing to do to keep your children safe? (view spoiler)[Margaret chose an equally valid, although perhaps surprising strategy to keep Bird and other children safe (hide spoiler)] PACT also sounded much like McCarthyism (Joseph, not Kevin). These similarities added to its truthfulness.[image]Keith Haring, Ignorance = Fear / Silence = Death, 1989I loved that art, poetry, and memoir were at the center of political protests in Our Missing Hearts – although art was also used to support the status quo. Art's function in protests isn't new, but Celeste Ng (pronounced ing) argues that art captures our attention and can redirect the narrative. Pay attention to how you respond to the images in this . Do you look at them? How long?[image]Banksy, Rage, The Flower Thrower, 2005If this isn't my favorite book this year, then this will be a very, very good year, and I'm a very lucky woman. I hope to discover that this is only in my top ten. :)I read Our Missing Hearts with my mother....more",Notes are private!,0,10,1,"Mar 17, 2023","Mar 19, 2023","Mar 19, 2023",,Kindle Edition,view (with text),/book/show/60197169-our-missing-hearts
150,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"River Woman, River Demon","Givhan, Jennifer*",1665057505,9781665057509,1665057505,330        pp,3.60,"9,955","Oct 24, 2022","Oct 04, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I love unreliable narrators. (Are they always female or do I only remember the female ones?) Eva is as unreliable as they come; even she doesn't trustI love unreliable narrators. (Are they always female or do I only remember the female ones?) Eva is as unreliable as they come; even she doesn't trust her memories. Eva has been blamed for Karma's and Cecilia's drownings, knows that she does not know what happened, and is haunted by their ghosts. She loved them, but could she have also murdered them? In River Woman, River Demon, Jennifer Givhan mixed trauma, magical realism, brujería, hoodoo, curanderismo, and Wicca in a spicy mix. Eva and Jericho, in particular, survived by combining indigenous ways of knowing the world with cultural survival skills. Eva questioned why Jericho teaches their children to disappear.“Kids of color need every art of the craft at their fingertips.” “How not to be seen?” “Especially that one.” (Kindle) Eva is talented and intuitive, a motherless bruja, more weakly connected to her spiritual traditions than she needs, and a talented but struggling artist. Despite many strengths, skills, and people supporting her, Eva was often impulsive, struggled to understand her emotions, and misread the people around her. Trauma tips all of us on our heads.I read this with my mother as part of Libby's Together We Read project. River Woman, River Demon is mystery, brujería, romance, thriller, female empowerment, YA. My mother often does not enjoy several of these genres, but she did this one. Ditto for me....more",Notes are private!,0,4,1,"Mar 16, 2023","Mar 18, 2023","Mar 18, 2023",,Hardcover,view (with text),/book/show/60633524-river-woman-river-demon
151,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Beartown        (Beartown, #1)","Backman, Fredrik*",,,,432        pp,4.29,"439,179","Sep 15, 2016","Apr 25, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A town obsessed with hockey. Hockey was not just a sport but offered personal and community self-esteem, pride of place, a brighter future for playersA town obsessed with hockey. Hockey was not just a sport but offered personal and community self-esteem, pride of place, a brighter future for players and their community. A rape. That rape a betrayal of community, attributed to jealousy, reported due to misguided loyalties. (To whom should she, her family remain loyal?) ""She’s not thinking like someone who’s been the victim of a crime, she’s thinking like someone who’s committed one: all she can think is that no one must ever know, that she must get rid of all the evidence"" (p. 186). Beartown was told in many voices, from many different perspectives, with shame, guilt, frustration, anger, and loyalty threaded through their stories. These stories often rung true: ""For the perpetrator, rape lasts just a matter of minutes. For the victim, it never stops"" (p. 177). These stories often framed life in binaries; ambivalence and layers of feelings were obscured. In a hockey town, he was the victim, the town believed it was the victim. You were for against him, for or against the town. It took courage for family, friends, acquaintances, store owners to stand with her.To what degree were they culpable? ""Most people don’t do what we tell them to. They do what we let them get away with” (p. 210). They struggled with their culture's messages: ""Beartown’s real traditional sports: shame and silence"" (p. 223).What would Beartown stand for? What were they willing to sacrifice to win? (What would we?)Beartown is a bright, polished book that, not surprisingly, has been made into a five-part Amazon Prime series (not currently available in the US). You might expect it in Hollywood. I would have liked more burr to this story and its characters, for its characters to rebound more slowly, more realistically – too many heros in this book – but, Fredrik Backman questioned the roles of culture and sports in sexual assaults and earned a star for this....more",Notes are private!,0,2,1,"Mar 14, 2023","Mar 16, 2023","Mar 14, 2023",,Kindle Edition,view (with text),/book/show/33413128-beartown
152,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Not Just In Sickness But Also In Health: Moving Beyond Sickcare To Health Optimization For All,"Margolis, Jeff",,,B08MWDB4DJ,226        pp,4.33,15,unknown,"Feb 16, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The US healthcare system is flipped on its head, focused on sickcare rather than healthcare. We ignore lifestyle behaviors and social determinants of The US healthcare system is flipped on its head, focused on sickcare rather than healthcare. We ignore lifestyle behaviors and social determinants of health, focusing instead on resolving sickness with medical interventions. Five percent of the population, people at the end of life, incur 45% of the sickcare costs. Relatively little (20%) is spent on the healthiest 75% of the population.If we were wise, we would focus on lifestyle behaviors and social determinants of health that would increase wellness – all kinds of wellness – over the lifespan.[image]What if most of us were healthier longer? SourceSo, I am very receptive to many of the ideas in this book – we should be eating and sleeping better, meditating regularly, handling stress more effectively, building supportive relationships – but Not Just in Sickness was less focused on consumers and more focused on healthcare systems and service providers. It was also full of the sort of jargon that made the book less accessible than it could be if Jeff Margolis had set aside his systems analyst hat and focused more on communicating to the broader population. When he did so, he was very clear, his points clear....more",Notes are private!,0,5,1,"Mar 09, 2023","Mar 12, 2023","Mar 12, 2023",,Kindle Edition,view (with text),/book/show/58081752-not-just-in-sickness-but-also-in-health
153,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,White Tears/Brown Scars: How White Feminism Betrays Women of Color,"Hamad, Ruby",,,B084GHDG4L,304        pp,4.56,"8,978",2020,"Oct 06, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"There are clearly exceptions, but this isn't a world that's friendly to BIPOC women. It's not always friendly to white women either, but white women'sThere are clearly exceptions, but this isn't a world that's friendly to BIPOC women. It's not always friendly to white women either, but white women's emotional needs are frequently prioritized over those of BIPOC women. White women may not ""play fair."" What is unfair? Clearly false claims of rape against Black men (think Emmett Till) are unfair, but sometimes this unfairness is much more subtle. At a meeting I was at last year, when a white woman felt guilty – she wasn't even being discussed or attacked – she began crying and our discussion of race just stopped. How can you talk about serious things with someone who is sobbing? Instead, we soothed her feelings, leaving the others in the room, especially the black women, out in the cold. The issue here is the fragility with which some people respond when their worldview, their dominance is threatened.[image]Emmett Till (1941-1955)What is unfair? White women believing that we cannot tolerate any racial discord. As Ruby Hamad argues, The mere suggestion that being white has meaning often triggers a range of defensive responses. These include emotions such as anger, fear, and guilt and behaviors such as argumentation, silence, and withdrawal from the stress-inducing situation. These responses work to reinstate white equilibrium as they repel the challenge, return our racial comfort, and maintain our dominance within the racial hierarchy. (p. 12)Hamad felt guilty when a Black woman lost her job for posting an article Hamad had written about white tears. She then noted, ""But this reaction is itself internalized racism, scolding people of color for whatever bad thing happens to us, telling us it’s our own fault, keeping us in check by taking away our will to speak"" (p. 15).What is unfair? Failing to see beyond stereotypes when looking at BIPOC women: Jezebels, Black velvet, harem girls, China Dolls, Princess Pocahontas. ""If [BIPOC women] are angry, it is because we are bullies. If we are crying, it is because we are indulging in the cult of victimhood. If we are poised, it is because we lack emotion. If we are emotional, it is because we are less rational human and more primitive animal"" (p. 16). Hamad says more, but read White Tears, Brown Scars, regardless of your gender, skin color, or ethnicity.The Angry Black Woman and Angry Brown Woman are tools of gaslighting. The very existence of these tropes should serve as a warning sign that women of color are living their entire lives on the wrong end of a lopsided, controlling relationship with whiteness. (p. 50)...more",Notes are private!,0,7,1,"Feb 15, 2023","Mar 06, 2023","Mar 06, 2023",,Kindle Edition,view (with text),/book/show/53921838-white-tears-brown-scars
