,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Mary-ellen's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
123,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The River of Silver,"Chakraborty, S.A.*",,,B08ZV51G11,10        pp,4.31,"7,415","Mar 01, 2022","Mar 01, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"So nice to be back in the world of the Daevabad trilogy.This is a book of stories set before, during and after Shannon Chakraborty’s outstanding DaevaSo nice to be back in the world of the Daevabad trilogy.This is a book of stories set before, during and after Shannon Chakraborty’s outstanding Daevabad Trilogy. If you haven’t read the trilogy, beware, spoilers abound. Which books are spoiled is helpfully announced ahead of each story.I’m not sure if this skated under my radar because it was released as an audiobook first, but I was completely unaware of its existence until it popped up on the available audiobooks list at my library this week.I enjoyed getting reacquainted with all my favourite characters, and seeing some events from the books through new eyes. The stand out highlight was the last story which featured Nahri and Ali....more",Notes are private!,0,2,1,"Jun 03, 2022","Jun 05, 2022","Jun 03, 2022",,Audible Audio,view (with text),/book/show/58413322-the-river-of-silver
124,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Book Lovers,"Henry, Emily*",,,,379        pp,4.14,"1,049,604","May 03, 2022","May 03, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Third time’s the charm for this romance writer.I was ready to give up on Emily Henry. I found Beach Read just okay and dnf’d People You Meet on VacatiThird time’s the charm for this romance writer.I was ready to give up on Emily Henry. I found Beach Read just okay and dnf’d People You Meet on Vacation, so I had low expectations coming to this one, but I was pleasantly surprised.The banter in this book is at times hilarious. I love Nora’s personality and Charlie grew on me as the story progressed. As with the earlier two books, there were characters in this one that seriously annoyed me. Nora’s sister, Libbby, starts out okay, but by the end she seemed incredibly selfish, manipulative and controlling. The way Nora flips from caring, clever and capable to emotional wreck jarred a little and that part of the story really dragged for me, but, although predictable, I like the way it ended.This was a fun read....more",Notes are private!,0,5,1,"May 29, 2022","May 31, 2022","May 29, 2022",,Kindle Edition,view (with text),/book/show/59135234-book-lovers
125,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Haunting of Tram Car 015        (Dead Djinn Universe, #0.3)","Clark, P. Djèlí*",1250294800,9781250294807,1250294800,130        pp,3.99,"15,587","Feb 19, 2019","Feb 19, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 24, 2022",,Paperback,view,/book/show/36546128-the-haunting-of-tram-car-015
126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Angel of Khan el-Khalili        (Dead Djinn Universe, #0.2)","Clark, P. Djèlí*",,,,32        pp,3.94,"2,891","Jun 01, 2017","Apr 28, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I listened to the Levar Burton audio of this short story set in the Dead Djinn Universe and it is fabulous.So much gets packed into this short story. I listened to the Levar Burton audio of this short story set in the Dead Djinn Universe and it is fabulous.So much gets packed into this short story. The language, imagery and description positively sparkle. And it’s nice to get an insight into angels in this world....more",Notes are private!,0,2,1,"May 24, 2022","May 24, 2022","May 24, 2022",,ebook,view (with text),/book/show/57888459-the-angel-of-khan-el-khalili
127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Dead Djinn in Cairo        (Dead Djinn Universe, #0.1)","Clark, P. Djèlí*",0765389444,9780765389442,,43        pp,4.01,"16,878","May 18, 2016","May 18, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I read this short story as a first taste of the Dead Djinn Universe and I’m looking forward to reading more in this world.Fatma, a special investigatoI read this short story as a first taste of the Dead Djinn Universe and I’m looking forward to reading more in this world.Fatma, a special investigator from the Ministry of Alchemy, Enchantments and Supernatural Entities, is called to investigate a dead djinn in and alternate early 1900s Cairo. The name of the ministry, the dead djinn or the setting of early 1900s Cairo alone would have been enough to get me over the line to read this. All three makes it irresistible.There is a lot of seamless world-building here for such a short text, and Fatma is a smart, likeable protagonist. I love the subtle intrigue around her character and can’t wait to learn more about her....more",Notes are private!,0,0,1,"May 23, 2022","May 23, 2022","May 23, 2022",,ebook,view (with text),/book/show/29635542-a-dead-djinn-in-cairo
128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Master of Djinn        (Dead Djinn Universe, #1)","Clark, P. Djèlí*",,,B08HKXS84X,438        pp,4.04,"27,405","May 11, 2021","May 11, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 22, 2022",,Kindle Edition,view,/book/show/52504334-a-master-of-djinn
129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Under the Whispering Door,"Klune, T.J.*",1250217342,9781250217349,1250217342,384        pp,4.16,"224,047","Sep 21, 2021","Sep 21, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 15, 2022",,Hardcover,view,/book/show/53205888-under-the-whispering-door
130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Count of Monte Cristo,"Dumas, Alexandre",0140449264,9780140449266,0140449264,"1,276        pp",4.30,"913,610","Aug 28, 1844","May 27, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 14, 2022",,Paperback,view,/book/show/7126.The_Count_of_Monte_Cristo
131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Call Me Irresistible        (Wynette, Texas, #6)","Phillips, Susan Elizabeth*",0061351520,9780061351525,0061351520,385        pp,4.10,"24,346","Dec 31, 2010","Jan 18, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 14, 2022",,Hardcover,view,/book/show/8437379-call-me-irresistible
132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Gilded        (Gilded, #1)","Meyer, Marissa*",1250618843,9781250618849,1250618843,502        pp,3.89,"42,491","Nov 02, 2021","Nov 02, 2021",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Dnf at 40%.I never thought I would do this to a Marissa Meyer book, but there was so much padding and so little story progress that I became bored andDnf at 40%.I never thought I would do this to a Marissa Meyer book, but there was so much padding and so little story progress that I became bored and lost the will to pick it back up....more",Notes are private!,0,2,1,"May 11, 2022","May 14, 2022","May 11, 2022",,Hardcover,view (with text),/book/show/56614597-gilded
133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A River Enchanted        (Elements of Cadence, #1)","Ross, Rebecca*",0063055988,9780063055988,0063055988,480        pp,4.11,"52,456","Feb 15, 2022","Feb 15, 2022",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Dnf at 50%.I didn’t really care about these characters.I never felt anchored in this world and not a whole lot happened. Well, things happened, but thDnf at 50%.I didn’t really care about these characters.I never felt anchored in this world and not a whole lot happened. Well, things happened, but they weren’t really adding up to a cohesive story.It kept getting harder and harder to pick back up....more",Notes are private!,0,1,1,"Apr 12, 2022","Apr 20, 2022","May 11, 2022",,Hardcover,view (with text),/book/show/58132544-a-river-enchanted
134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Hook, Line, and Sinker        (Bellinger Sisters, #2)","Bailey, Tessa*",0063045699,9780063045699,0063045699,353        pp,3.93,"342,524","Mar 01, 2022","Mar 01, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This wasn't as good as the first book in the series.Both Hannah and Fox appear to have had character changes between the first and second books. If thThis wasn't as good as the first book in the series.Both Hannah and Fox appear to have had character changes between the first and second books. If they had stayed more true to their original characters, I think this might have been more interesting.There was never a doubt about how it was going to end, but the potential tension kept getting undercut by things happening between them so often along the way.Hannah's banter with her colleague Christian was more of a highlight than her interactions with Fox....more",Notes are private!,0,4,1,"May 17, 2022","May 18, 2022","Apr 25, 2022",,Paperback,view (with text),/book/show/58283080-hook-line-and-sinker
135,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Good Girl's Guide to Murder        (A Good Girl's Guide to Murder, #1)","Jackson, Holly*",1405293187,9781405293181,1405293187,433        pp,4.33,"1,043,712","May 02, 2019","May 02, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5 stars.Pippa Fitz-Amobi chooses to investigate the murder of local school girl Andie Bell for a school project. Andie’s body was never recovered, b3.5 stars.Pippa Fitz-Amobi chooses to investigate the murder of local school girl Andie Bell for a school project. Andie’s body was never recovered, but the case is closed. The alleged murderer, Andie’s boyfriend Sal Singh, committed suicide immediately following Andie’s disappearance. But Pippa knew Sal and doesn’t believe he’s guilty, so she launches her own investigation. It’s not long before she realises people really don’t want her looking into Andie’s murder.I liked this YA murder mystery, but I couldn’t shake the sense that I’d read it before. It is entirely possible that I did and forgot to mark it as read at the time. The audiobook made Pippa a little on the young side at times and the voice of her best friend (which was awfully similar to her younger brother’s) was also too young and drove me nuts. Pippa makes some dumb decisions, putting herself in danger in the name of plot progression a few times, but I like the complexity of how things play out, with the exception of one particular twist which was simply not believable. Can you really not recognise someone you’ve known for years?While this is the first book in the series, it felt pretty self-contained, and I’m not feeling compelled to read on....more",Notes are private!,0,4,1,"May 19, 2022","May 25, 2022","Apr 25, 2022",,Paperback,view (with text),/book/show/40916679-a-good-girl-s-guide-to-murder
136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Things We Never Got Over        (Knockemout, #1)","Score, Lucy*",1945631848,9781945631849,B09PNM8FFN,572        pp,4.17,"760,405","Jan 12, 2022","Jan 13, 2022",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Dnf at 75%.This small town romance started really well, but there were some small off notes in Knox’s behaviour, and one big one later on, that did noDnf at 75%.This small town romance started really well, but there were some small off notes in Knox’s behaviour, and one big one later on, that did not sit well with me. Then when the predictable road bump upset the relationship between Naomi and Knox and the entire town turned on him, it felt so contrived. It was so laboured. Honestly, I didn’t want them to get back together either, but nobody deserves that kind of censure. I ended up disliking them all and gave up....more",Notes are private!,1,4,1,"Jun 23, 2022","Sep 06, 2022","Apr 24, 2022",,Kindle Edition,view (with text),/book/show/60060431-things-we-never-got-over
137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Island of Dr. Moreau,"Wells, H.G.",0553214322,9780553214321,B006U1QDWM,160        pp,3.73,"120,947",1896,"Mar 31, 1999",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Once again, I find myself incredibly impressed by Wells. Not only was he a great thinker, he was a man of conscience and socially progressive in ways Once again, I find myself incredibly impressed by Wells. Not only was he a great thinker, he was a man of conscience and socially progressive in ways that were so far ahead of his time.The story is about a castaway, Prendrick, who is stuck on an island with a shunned scientist and his companion. When he discovers the nature of their scientific endeavours and comes face to face with some of Doctor Moreau’s previous experiments he is horrified. This is similar to Frankenstein. It’s man using science to create man with disastrous consequences, but it also draws a line between men and beasts. It’s about how easily the rules used to govern society, when toppled, lead men to revert to their baser (more beastly) natures. With the animal cruelty depicted here, it doesn’t take a lot of reflection to agree that men are the real beasts.As usual, Well’s writing has echo points far into the future. Despite this being written in 1895, long before WWII, it made me think of the concentration camps and the atrocities committed there in the name of science. And more recently, cloning and the ethics debate associated with it.After reading this book, I stumbled across an early foreword written by Wells. In it he states the book was written in response to the ‘scandalous trial’ of Oscar Wilde, which he referred to as ‘the graceless and pitiful downfall of a man of genius’. So, in addition to what I said about Wells at the start of this , he was also a brave, caring and awesome human being....more",Notes are private!,0,2,1,"Apr 24, 2022","May 05, 2022","Apr 24, 2022",,Unknown Binding,view (with text),/book/show/29981.The_Island_of_Dr_Moreau
138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Dryad Storm        (The Black Witch Chronicles, #5)","Forest, Laurie*",1335458050,9781335458056,1335458050,672        pp,4.36,88,"Mar 04, 2025","Jan 07, 2025",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 21, 2022",,Hardcover,view,/book/show/66098774-the-dryad-storm
139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The War of the Worlds,"Wells, H.G.",0375759239,9780375759239,0375759239,192        pp,3.83,"314,063",1898,"Mar 12, 2002",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This Sci-Fi classic is so impressive. Published in the 1890s, it was one of the first alien invasion stories. H G Wells was clearly an amazing thinkerThis Sci-Fi classic is so impressive. Published in the 1890s, it was one of the first alien invasion stories. H G Wells was clearly an amazing thinker with great insight into human behaviour in times of extreme hardship. I read somewhere that there was panic when the radio play version of this story first aired as people believed there was a Martian invasion taking place.The first person narration worked well to explore the novel’s themes of religion, colonialism and social Darwinism. Wells has a solid dig at British imperialism not just in the text of the book, but also in the title (‘World’ in Earth’s case being London and surrounds). Clearly he wanted to provoke thought at the time with his choice of setting. I got a distinct flavour of let’s see how you would like being invaded. At first I thought the ending softened his stance, but decided it was more prophetic about how he envisaged the ultimate outcome.I’m glad I finally got around to reading it....more",Notes are private!,0,0,1,"Apr 18, 2022","Apr 23, 2022","Apr 18, 2022",,Paperback,view (with text),/book/show/8909.The_War_of_the_Worlds
140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,"Clear, James*",,,B07D23CFGR,319        pp,4.36,"869,877","Oct 16, 2018","Oct 16, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was nothing new or world changing.The basic idea is to make small changes in your habits and link habits for better outcomes, etc.There was a bitThis was nothing new or world changing.The basic idea is to make small changes in your habits and link habits for better outcomes, etc.There was a bit of psychology around habit formation and consistency and the discussion around the tension between goals and systems was interesting, but ultimately this book did little to inspire me....more",Notes are private!,0,6,1,"Apr 14, 2022","Apr 17, 2022","Apr 14, 2022",,Kindle Edition,view (with text),/book/show/40121378-atomic-habits
141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Part of Your World        (Part of Your World, #1)","Jimenez, Abby*",1538704374,9781538704370,1538704374,400        pp,4.30,"244,725","Apr 19, 2022","Apr 19, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Mar 29, 2022",,Paperback,view,/book/show/58684524-part-of-your-world
142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Atonement,"McEwan, Ian*",038572179X,9780385721790,B00A2M6OLU,351        pp,3.94,"519,682","Sep 20, 2001",Mar 2003,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I loved this book.Briony spies her sister Cecilia engaged in some kind of illicit activity with their neighbour Robbie by the pool. She decides he is I loved this book.Briony spies her sister Cecilia engaged in some kind of illicit activity with their neighbour Robbie by the pool. She decides he is a monster and must save her sister from him. From this beginning McEwan spins an utterly heart wrenching tale of how the folly of youth in a single moment can tear families apart and ruin lives. And that a lifetime of repentance sometimes isn’t enough.I was absolutely spellbound by this novel. McEwan’s writing is brilliant. The prose is lovely but doesn’t overly draw attention to itself. The characters are complex and interesting. I particularly like the use of unreliable narration to make the reader shift their view of characters and deepen their understanding of events.This is a wonderfully told story about a terrible event. I can see why it’s on so many ‘best books of all time’ lists. It’s seriously good....more,Notes are private!,0,6,1,"Mar 16, 2022","Mar 18, 2022","Mar 16, 2022",,Paperback,view (with text),/book/show/6867.Atonement
143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Other Prince        (Royal Connections #1),"Dolman, Alice*",0645149713,9780645149715,B08R1X89WX,316        pp,3.94,"1,054","Apr 19, 2021","Apr 19, 2021",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I struggled with this predictable fairytale romance.Amelia is a big fan of the royal family, in particular Prince Leo. So when she finally meets him sI struggled with this predictable fairytale romance.Amelia is a big fan of the royal family, in particular Prince Leo. So when she finally meets him she’s gutted to discover that he’s not the nice guy/philanthropist the media portray him as. His brother Edmund on the other hand . . .It’s billed as a romantic comedy, but was a little short on comedy. It started well, but ended up turning over the same issues again and again. It was hard to have much empathy with the characters because the way it was written kept the reader at a distance. Also, there were some things that felt like a stretch....more",Notes are private!,0,4,1,"Mar 12, 2022","Mar 15, 2022","Mar 12, 2022",,Kindle Edition,view (with text),/book/show/56609806-the-other-prince
144,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Seven Days in June,"Williams, Tia*",,,,336        pp,4.03,"153,629","Jun 01, 2021","Jun 01, 2021",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Dnf @ 50%.This was so slow. The chopping between timeframes and characters didn’t help the pacing. The two main characters aren’t even in the same plaDnf @ 50%.This was so slow. The chopping between timeframes and characters didn’t help the pacing. The two main characters aren’t even in the same place until 20% into the book. At the time I gave up, I was still struggling to find reasons to care about them or get behind the idea of them being together....more",Notes are private!,0,2,1,"Jan 21, 2023","Feb 24, 2023","Mar 12, 2022",,Hardcover,view (with text),/book/show/55648820-seven-days-in-june
145,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Grandmaster of Demonic Cultivation: Mo Dao Zu Shi (Novel) Vol. 1,Mò Xiāng Tóng Xiù,1648279198,9781648279195,1648279198,395        pp,4.57,"19,406",2016,"Dec 14, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Mar 12, 2022",,Paperback,view,/book/show/58701673-grandmaster-of-demonic-cultivation
146,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Forging Silver into Stars        (Forging Silver into Stars, #1)","Kemmerer, Brigid*",1547609125,9781547609123,1547609125,560        pp,4.15,"7,692","Jun 07, 2022","Jun 07, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Mar 08, 2022",,Hardcover,view,/book/show/58484077-forging-silver-into-stars
147,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,See You Yesterday,"Solomon, Rachel Lynn*",1665901926,9781665901925,1665901926,419        pp,3.91,"23,737","May 17, 2022","May 17, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I was worried that this Groundhog Day style story might get repetitive, but it didn’t. After a disastrous first day at college, Barrett wakes up to thI was worried that this Groundhog Day style story might get repetitive, but it didn’t. After a disastrous first day at college, Barrett wakes up to the same day again and again. While stuck in her endless loop Barrett meets Miles and they work together to right time. This is a really sweet romance. I enjoyed the many adventures of Barrett and Miles. I particularly like Miles and the way he slowly emerges from his shell....more",Notes are private!,0,5,1,"Jul 12, 2022","Jul 16, 2022","Mar 08, 2022",,Hardcover,view (with text),/book/show/59365594-see-you-yesterday
148,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Soulless        (Parasol Protectorate, #1)","Carriger, Gail*",0316056634,9780316056632,0316056634,357        pp,3.90,"110,360","Sep 04, 2009","Oct 01, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book was fun in parts due to its forthright, spinster heroine, Alexia.Set in Victorian London where humans and the paranormal coexist, this is paThis book was fun in parts due to its forthright, spinster heroine, Alexia.Set in Victorian London where humans and the paranormal coexist, this is part mystery and part romance. At first, I thought the romance was totally overdone, but reasons come to light about why things unfolded the way they did.I don’t think it needed the amount of romance it had, though. It kind of overtook the story. Almost like the book was trying to be too many things.There was a great setup for the rest of the series, but I’m not sure I’ll read on....more",Notes are private!,0,7,1,"Mar 24, 2022","Mar 27, 2022","Mar 07, 2022",,Mass Market Paperback,view (with text),/book/show/6381205-soulless
149,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Ink Black Heart        (Cormoran Strike, #6)","Galbraith, Robert",0316413232,,B09QKTCYVB,"1,462        pp",4.12,"89,814","Aug 30, 2022","Aug 30, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I loved being back in this world.It's the characters that make this so engaging. Robin and Strike are both so likeable, I would have been happy to reaI loved being back in this world.It's the characters that make this so engaging. Robin and Strike are both so likeable, I would have been happy to read another 1,000 pages. I enjoyed the mystery more than in the previous books. Once again, it was a little too opaque for me to put it together, but still enjoyable.I'm looking forward to the next one....more",Notes are private!,0,2,1,"Sep 06, 2022","Oct 03, 2022","Mar 07, 2022",,Kindle Edition,view (with text),/book/show/60161644-the-ink-black-heart
150,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Heart To Start: Stop Procrastinating & Start Creating,"Kadavy, David*",,,,140        pp,4.17,"1,174",unknown,"Dec 03, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 05, 2022",,Kindle Edition,view,/book/show/36975276-the-heart-to-start
151,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Split Second        (Pivot Point, #2)","West, Kasie*",,,B00DB30K8K,360        pp,4.11,"17,257","Feb 11, 2014","Feb 11, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5 stars.Book two starts after the events of Addie's chosen path in book one play out. There is a great twist in this book, which I didn't see coming3.5 stars.Book two starts after the events of Addie's chosen path in book one play out. There is a great twist in this book, which I didn't see coming, and the last quarter of the book was action-packed. However, the ending felt rushed. I think it's because this story was told as a dual narrative and it seemed at times torn between telling Addie's story and Laila's story. There wasn't enough of a denouement for Addie's story and the developments for Addie throughout the story felt rushed.It was still an enjoyable read, but I think I prefer Kasie West's contemporary realist novels. ...more",Notes are private!,0,0,1,"Mar 05, 2022","Mar 07, 2022","Mar 05, 2022",,Kindle Edition,view (with text),/book/show/15792316-split-second
152,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Pivot Point        (Pivot Point, #1)","West, Kasie*",0062117378,9780062117373,0062117378,343        pp,4.07,"29,363","Feb 12, 2013","Feb 12, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Addie is a Searcher. When confronted with a choice she has the ability to look into the future to see how things will play out. So when her parents geAddie is a Searcher. When confronted with a choice she has the ability to look into the future to see how things will play out. So when her parents get a divorce and she has to decide who to live with she uses her ability. Only, her future is darker than she expected . . .I enjoyed this, but I did find the constant switching between Addie’s two paths frustrating at times and it took a couple of chapters to realise that’s what was happening.I enjoyed one story line much more than the other, and I’m looking forward to seeing how Addie’s choice plays out in book two....more",Notes are private!,0,3,1,"Mar 03, 2022","Mar 05, 2022","Mar 03, 2022",,Hardcover,view (with text),/book/show/11988046-pivot-point
153,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Toll        (Arc of a Scythe, #3)","Shusterman, Neal*",1481497065,9781481497060,1481497065,625        pp,4.19,"126,639","Nov 05, 2019","Nov 05, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This was a great conclusion to this brilliant series.Neal Shusterman is great at building and maintaining tension.I enjoyed the bittersweet/sweet endiThis was a great conclusion to this brilliant series.Neal Shusterman is great at building and maintaining tension.I enjoyed the bittersweet/sweet ending. It will be sad to leave behind my favourite new word . . . 'deadish'....more,Notes are private!,0,2,1,"Feb 27, 2022","Mar 03, 2022","Feb 27, 2022",,Hardcover,view (with text),/book/show/43822024-the-toll
154,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Group Therapy,"Easton, B.B.*",,9798985073010,B09MDWQ87Z,280        pp,3.73,"2,726","Feb 01, 2022","Feb 01, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This romantic comedy was highly unrealistic, but a lot of fun.Would-be psychologist, Lou, has to get her author crush Thomas over his writer’s block bThis romantic comedy was highly unrealistic, but a lot of fun.Would-be psychologist, Lou, has to get her author crush Thomas over his writer’s block before her boss will write a letter of recommendation formalising her credentials as a psychologist. When her dreams come true and Thomas asks her out, she comes up with the idea of ‘group therapy’ as a way to see him without compromising her professionalism. What could possibly go wrong?Bits of this were laugh out loud funny, but it very much read like a screenplay rather than a novel. There were some very clever lines here that while hilarious made the story seem too contrived. Some of the scenes were impossible to ever imagine happening anywhere other than on a big screen. It was at times too loud and too big. I would have like it better if there were more of a focus on why these two liked each other, which seemed largely physical, rather than the big group therapy scenes which while entertaining, were not believable.It felt like at times the author was chuffed with displaying her own cleverness instead of receding into the background and letting the story weave its magic. And it felt a little disjointed, like the rest of the book was tacked around the big set pieces of group therapy mayhem where hardly any of the characters felt believable....more",Notes are private!,0,8,1,"Mar 07, 2022","Mar 11, 2022","Feb 24, 2022",,Paperback,view (with text),/book/show/59747737-group-therapy
155,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Secret Life of Walter Kitty,"Hicks, Barbara Jean",0375831967,9780375831966,0375831967,40        pp,3.74,242,"Jan 01, 2007","Apr 10, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This is an adorable picture book with fun illustrations.The Secret Life of Walter Kitty mirrors The Secret Life of Walter Mitty with Walter Kitty (akaThis is an adorable picture book with fun illustrations.The Secret Life of Walter Kitty mirrors The Secret Life of Walter Mitty with Walter Kitty (aka Fang!) having a rich inner life with loads of adventures rather than his real life boring everyday cat existence. If only his person would understand. Fang of course humours his person by letting them scratch his chin and spoil him in other ways.Too cute....more,Notes are private!,0,4,1,"Feb 24, 2022","Feb 24, 2022","Feb 24, 2022",,Hardcover,view (with text),/book/show/122279.The_Secret_Life_of_Walter_Kitty
