,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Violet's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
297,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Shadow Queen        (Ravenspire, #1)","Redwine, C.J.*",0062360248,9780062360243,0062360248,390        pp,3.74,"20,385","Feb 16, 2016","Feb 16, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2021",,Hardcover,view,/book/show/23299513-the-shadow-queen
298,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Reign of Shadows,"Jordan, Sophie*",,,B00XU6RUBS,304        pp,3.65,"8,410","Feb 09, 2016","Feb 09, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2021",,Kindle Edition,view,/book/show/24657660-reign-of-shadows
299,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Blanca & Roja,"McLemore, Anna-Marie*",1250162718,9781250162717,1250162718,375        pp,3.77,"3,847","Oct 09, 2018","Oct 09, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2021",,Hardcover,view,/book/show/36952596-blanca-roja
300,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sherwood,"Spooner, Meagan*",0062422332,9780062422330,,496        pp,3.70,"5,596","Mar 19, 2019","Mar 19, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2021",,ebook,view,/book/show/38734256-sherwood
301,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Echo North        (Echo North, #1)","Meyer, Joanna Ruth*",1624147151,9781624147159,1624147151,394        pp,3.83,"6,157","Jan 15, 2019","Jan 15, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2021",,Hardcover,view,/book/show/40046030-echo-north
302,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"All the Stars and Teeth        (All the Stars and Teeth, #1)","Grace, Adalyn*",,,B07P9LPQDM,380        pp,3.67,"31,725","Feb 04, 2020","Feb 04, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2021",,Kindle Edition,view,/book/show/38325332-all-the-stars-and-teeth
303,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Beautiful        (The Beautiful, #1)","Ahdieh, Renee*",1524738174,9781524738174,1524738174,425        pp,3.66,"35,248","Oct 08, 2019","Oct 08, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2021",,Hardcover,view,/book/show/42265183-the-beautiful
304,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Crave        (Crave, #1)","Wolff, Tracy",1640638954,9781640638952,1640638954,571        pp,3.79,"190,055","Apr 07, 2020","Apr 07, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2021",,Hardcover,view,/book/show/45892228-crave
305,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Incendiary        (Hollow Crown, #1)","Córdova, Zoraida*",1368023800,9781368023801,1368023800,450        pp,3.88,"8,379","Apr 28, 2020","Apr 28, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2021",,Hardcover,view,/book/show/52888729-incendiary
306,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Viper        (Isles of Storm and Sorrow, #1)","Hogan, Bex*",,,B07K29VDDV,400        pp,3.80,"2,237","Apr 18, 2019","Apr 18, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2021",,Kindle Edition,view,/book/show/42606745-viper
307,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"To Sleep in a Sea of Stars        (Fractalverse, #1)","Paolini, Christopher*",1250762847,9781250762849,1250762847,880        pp,3.79,"58,330","Sep 15, 2020","Sep 15, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2021",,Hardcover,view,/book/show/48829708-to-sleep-in-a-sea-of-stars
308,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Bring Down the Stars        (Beautiful Hearts, #1)","Scott, Emma*",,,B07GN2BH12,285        pp,4.24,"13,485","Aug 15, 2018","Aug 19, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2021",,Kindle Edition,view,/book/show/36893907-bring-down-the-stars
309,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lexicon,"Barry, Max*",1594205388,9781594205385,1594205388,390        pp,3.91,"37,252","Jun 18, 2013","Jun 18, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2021",,Hardcover,view,/book/show/16158596-lexicon
310,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Magicians        (The Magicians, #1)","Grossman, Lev*",0670020559,9780670020553,0670020559,402        pp,3.53,"262,833","Aug 11, 2009","Aug 11, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2021",,Hardcover,view,/book/show/6101718-the-magicians
311,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Vita Nostra        (Vita Nostra, #1)","Dyachenko, Marina",0062694596,9780062694591,0062694596,408        pp,4.02,"17,700",2007,"Nov 01, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2021",,Hardcover,view,/book/show/38633526-vita-nostra
312,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Midnight Library,"Haig, Matt*",,,,288        pp,4.00,"1,766,973","Aug 13, 2020","Sep 29, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,the first time I tried reading this book I couldn’t get past the first 70 pages because they were kinda boring but I’m glad I tried again. it was so fthe first time I tried reading this book I couldn’t get past the first 70 pages because they were kinda boring but I’m glad I tried again. it was so fun to discuss this book in book club and oddly enough we basically predicted what would happen in the second half of the book. but that’s not necessarily a bad thing. I think we all just knew how the story had to go for it to have a meaningful message (which it did!!)...more,Notes are private!,0,3,1,"Jun 22, 2023","Jul 04, 2023","Jan 09, 2021",,Hardcover,view (with text),/book/show/52578297-the-midnight-library
313,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Rebel Rose        (The Queen's Council, #1)","Theriault, Emma*",,,,352        pp,3.57,"2,780","Nov 10, 2020","Nov 10, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2021",,ebook,view,/book/show/52277788-rebel-rose
314,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Among the Beasts & Briars,"Poston, Ashley*",0062847368,9780062847362,0062847368,352        pp,3.78,"13,138","Oct 20, 2020","Oct 20, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2021",,Hardcover,view,/book/show/50622362-among-the-beasts-briars
315,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Last Magician        (The Last Magician, #1)","Maxwell, Lisa*",1481432079,9781481432078,1481432079,500        pp,4.04,"20,667","Jul 18, 2017","Jul 18, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2021",,Hardcover,view,/book/show/30312855-the-last-magician
316,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Cinder        (The Lunar Chronicles, #1)","Meyer, Marissa*",,,,400        pp,4.13,"924,206","Jan 03, 2012",2012,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2021",,Hardcover,view,/book/show/36381037-cinder
317,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Black Witch        (The Black Witch Chronicles, #1)","Forest, Laurie*",0373212313,9780373212316,0373212313,601        pp,4.10,"36,064","May 02, 2017","May 02, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2021",,Hardcover,view,/book/show/25740412-the-black-witch
318,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Three Dark Crowns        (Three Dark Crowns, #1)","Blake, Kendare*",0062385437,9780062385437,0062385437,403        pp,3.80,"109,807","Sep 20, 2016","Sep 20, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2021",,Hardcover,view,/book/show/28374007-three-dark-crowns
319,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Nevernight        (The Nevernight Chronicle, #1)","Kristoff, Jay*",1250073022,9781250073020,1250073022,427        pp,4.23,"97,014","Aug 09, 2016","Aug 09, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2021",,Hardcover,view,/book/show/26114463-nevernight
320,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Contagion        (Contagion, #1)","Bowman, Erin*",,,,432        pp,3.88,"6,464","Jul 24, 2018","Jul 24, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2021",,ebook,view,/book/show/35068650-contagion
321,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dance of Thieves        (Dance of Thieves, #1)","Pearson, Mary E.*",1250159016,9781250159014,1250159016,512        pp,4.15,"140,415","Aug 07, 2018","Aug 07, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,i love the dual pov. i LIVE for that kind of stuff(i think there were some grammatical errors though),Notes are private!,0,0,1,"Jan 20, 2023","Jan 22, 2023","Jan 09, 2021",,Hardcover,view (with text),/book/show/35796008-dance-of-thieves
322,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Discovery of Witches        (All Souls, #1)","Harkness, Deborah*",0670022411,9780670022410,,579        pp,4.02,"491,076","Feb 08, 2011",Feb 2011,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2021",,Hardcover,view,/book/show/8667848-a-discovery-of-witches
323,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Layoverland,"Noone, Gabby*",1984836129,9781984836120,1984836129,304        pp,3.70,"2,944","Jan 21, 2020","Jan 21, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2021",,Hardcover,view,/book/show/45726037-layoverland
324,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Where Dreams Descend        (Kingdom of Cards, #1)","Angeles, Janella*",1250204356,9781250204356,1250204356,464        pp,3.66,"9,296","Aug 25, 2020","Aug 25, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2021",,Hardcover,view,/book/show/40144224-where-dreams-descend
325,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Kingdom of the Wicked        (Kingdom of the Wicked, #1)","Maniscalco, Kerri*",0316428469,9780316428460,0316428469,372        pp,3.89,"275,867","Oct 27, 2020","Oct 27, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2021",,Hardcover,view,/book/show/52735921-kingdom-of-the-wicked
326,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Murder at Rosamund's Gate        (Lucy Campion Mysteries, #1)","Calkins, Susanna*",1250007909,9781250007902,1250007909,352        pp,3.57,"2,026","Apr 16, 2013","Apr 23, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2021",,Hardcover,view,/book/show/15793158-a-murder-at-rosamund-s-gate
327,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Once and Future Witches,"Harrow, Alix E.*",0316422045,9780316422048,0316422045,517        pp,4.05,"82,723","Oct 13, 2020","Oct 13, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2021",,Hardcover,view,/book/show/49504061-the-once-and-future-witches
328,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Crier's War        (Crier's War, #1)","Varela, Nina*",0062823965,9780062823960,,464        pp,4.13,"41,508","Oct 01, 2019","Oct 01, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2021",,ebook,view,/book/show/41951626-crier-s-war
329,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"LIFEL1K3        (Lifelike, #1)","Kristoff, Jay*",1524713929,9781524713928,1524713929,402        pp,3.94,"11,639","Jul 26, 2018","May 29, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2021",,Hardcover,view,/book/show/29456569-lifel1k3
330,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Simple Wild        (Wild, #1)","Tucker, K.A.*",1501133438,9781501133435,1501133438,390        pp,4.31,"121,533","Aug 07, 2018","Aug 07, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2021",,Paperback,view,/book/show/36373564-the-simple-wild
331,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Song of Wraiths and Ruin        (A Song of Wraiths and Ruin, #1)","Brown, Roseanne A.*",0062891499,9780062891495,0062891499,466        pp,3.95,"18,602","Jun 02, 2020","Jun 02, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2021",,Hardcover,view,/book/show/49629448-a-song-of-wraiths-and-ruin
332,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The City of Brass        (The Daevabad Trilogy, #1)","Chakraborty, S.A.*",0062678108,9780062678102,0062678108,532        pp,4.15,"119,456","Nov 14, 2017","Nov 14, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2021",,Hardcover,view,/book/show/32718027-the-city-of-brass
333,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Lobizona        (Wolves of No World, #1)","Garber, Romina*",,,,400        pp,4.13,"7,818","Aug 04, 2020","Aug 04, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2021",,Hardcover,view,/book/show/51179882-lobizona
334,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Shadow of the Fox        (Shadow of the Fox, #1)","Kagawa, Julie*",1488097224,9781488097225,,454        pp,4.01,"21,441","Oct 02, 2018","Oct 02, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2021",,ebook,view,/book/show/36672988-shadow-of-the-fox
335,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Cerulean        (The Cerulean Duology, #1)","Ewing, Amy",,,,483        pp,3.56,"3,518","Feb 05, 2019","Jan 29, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2021",,Hardcover,view,/book/show/29751998-the-cerulean
336,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Queen in Hiding        (The Nine Realms, #1)","Kozloff, Sarah*",1250168546,9781250168542,1250168546,477        pp,3.77,"3,087","Jan 21, 2020","Jan 21, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2021",,Paperback,view,/book/show/45046606-a-queen-in-hiding
337,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Rhapsodic        (The Bargainer, #1)","Thalassa, Laura*",,,,326        pp,3.93,"126,515","Nov 15, 2016","Nov 15, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2021",,Paperback,view,/book/show/25820414-rhapsodic
338,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Storm and Fury        (The Harbinger, #1)","Armentrout, Jennifer L.*",1335218793,9781335218797,1335218793,512        pp,4.06,"54,318","Jun 11, 2019","Jun 11, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2021",,Hardcover,view,/book/show/40291564-storm-and-fury
339,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Cemetery Boys        (Cemetery Boys, #1)","Thomas, Aiden*",1250250463,9781250250469,1250250463,344        pp,4.28,"91,294","Sep 01, 2020","Sep 01, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2021",,Hardcover,view,/book/show/52339313-cemetery-boys
340,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Darkest Part of the Forest,"Black, Holly*",0316213071,9780316213073,0316213071,336        pp,3.87,"76,372","Jan 13, 2015","Jan 13, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2021",,Hardcover,view,/book/show/20958632-the-darkest-part-of-the-forest
341,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Crown's Dog        (Golden Guard, #1)","Kova, Elise*",,,B01MFAJOLR,292        pp,3.86,"1,353","Nov 22, 2016","Nov 22, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2021",,Kindle Edition,view,/book/show/32486827-the-crown-s-dog
342,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Vortex Visions        (Air Awakens: Vortex Chronicles, #1)","Kova, Elise*",1949694046,9781949694048,1949694046,374        pp,4.04,"5,359","Feb 04, 2019","Feb 04, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2021",,Paperback,view,/book/show/41834793-vortex-visions
343,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Alchemists of Loom        (Loom Saga, #1)","Kova, Elise*",1619844419,9781619844414,1619844419,395        pp,3.96,"7,303","Jan 10, 2017","Jan 10, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2021",,Hardcover,view,/book/show/31549513-the-alchemists-of-loom
344,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Air Awakens        (Air Awakens, #1)","Kova, Elise*",1932549935,9781932549935,1932549935,342        pp,3.99,"54,755","Aug 27, 2015","Aug 27, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2021",,Paperback,view,/book/show/23127048-air-awakens
345,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Deal with the Elf King        (Married to Magic, #1)","Kova, Elise*",1949694283,9781949694284,1949694283,317        pp,3.73,"94,772","Nov 06, 2020","Nov 06, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2021",,Paperback,view,/book/show/55285911-a-deal-with-the-elf-king
346,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Touch of Darkness        (Hades & Persephone, #1)","St. Clair, Scarlett*",,,,438        pp,3.83,"302,428","May 23, 2019","May 23, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2021",,Kindle Edition,view,/book/show/43175155-a-touch-of-darkness
347,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Nevermoor: The Trials of Morrigan Crow        (Nevermoor, #1)","Townsend, Jessica*",0316439959,9780316439954,0316439959,465        pp,4.33,"64,183","Oct 12, 2017","Oct 31, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2021",,Hardcover,view,/book/show/34219873-nevermoor
348,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Girl, Serpent, Thorn","Bashardoust, Melissa*",1250196140,9781250196149,1250196140,336        pp,3.66,"37,107","Jul 07, 2020","Jul 07, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2021",,Hardcover,view,/book/show/51182650-girl-serpent-thorn
349,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Ruby Red        (Precious Stone Trilogy, #1)","Gier, Kerstin",0805092528,9780805092523,0805092528,324        pp,4.13,"154,262","Jan 06, 2009","May 10, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2021",,Hardcover,view,/book/show/8835379-ruby-red
350,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Heart of Iron        (Heart of Iron, #1)","Poston, Ashley*",0062652850,9780062652850,0062652850,467        pp,3.75,"6,882","Feb 27, 2018","Feb 27, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2021",,Hardcover,view,/book/show/35181314-heart-of-iron
351,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Song of Achilles,"Miller, Madeline*",1408816032,9781408816035,1408816032,352        pp,4.33,"1,484,960","Sep 20, 2011","Sep 20, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Mar 07, 2021","Mar 20, 2021","Jan 09, 2021",,Hardcover,view,/book/show/11250317-the-song-of-achilles
352,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Fable        (The World of the Narrows, #1)","Young, Adrienne*",,,,357        pp,4.03,"92,497","Sep 01, 2020","Sep 01, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2021",,Hardcover,view,/book/show/44012880-fable
353,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Crown of Midnight        (Throne of Glass, #2)","Maas, Sarah J.*",1619630621,9781619630628,,420        pp,4.36,"1,004,981","Aug 15, 2013","Aug 27, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jul 22, 2019","Aug 15, 2019","Jan 09, 2021",,Hardcover,view,/book/show/17167166-crown-of-midnight
354,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Throne of Glass        (Throne of Glass, #1)","Maas, Sarah J.*",,,,406        pp,4.19,"1,479,798","Aug 07, 2012","Aug 07, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 10, 2019","Jul 18, 2019","Jan 09, 2021",,Hardcover,view,/book/show/7896527-throne-of-glass
355,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Unlocked        (Keeper of the Lost Cities, #8.5)","Messenger, Shannon*",,,B084VVPDZW,764        pp,4.26,"21,136","Nov 17, 2020","Nov 17, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,"Jan 19, 2021Jan 04, 2021","Jan 20, 2021Jan 05, 2021","Jan 05, 2021",,Kindle Edition,view,/book/show/51481198-unlocked
