,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,BAM who is Beth Anne's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
364,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lindbergh Nanny,"Fredericks, Mariah*",125082740X,9781250827401,125082740X,312        pp,3.78,"7,465","Nov 15, 2022","Nov 15, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 03, 2022",,Hardcover,view,/book/show/59808208-the-lindbergh-nanny
365,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Other Birds,"Allen, Sarah Addison*",1250019869,9781250019868,1250019869,290        pp,4.03,"61,375","Aug 30, 2022","Aug 30, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,What a lovely story full of magic and love and loss. I think the setting brought a special kind of magic in itself and was its own character in the stWhat a lovely story full of magic and love and loss. I think the setting brought a special kind of magic in itself and was its own character in the story. Beautifully written. Didn’t want it to end...more,Notes are private!,0,2,1,"Feb 05, 2023","Feb 11, 2023","May 03, 2022",,Hardcover,view (with text),/book/show/59807954-other-birds
366,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Joan Is Okay,"Wang, Weike",0525654836,9780525654834,0525654836,224        pp,3.68,"15,766","Jan 18, 2022","Jan 18, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"i thought this novel was just fine. not brilliant, but good. joan was an interesting character, but the novel was maybe too sparse for me. like -- unti thought this novel was just fine. not brilliant, but good. joan was an interesting character, but the novel was maybe too sparse for me. like -- until the end when it got real about the pandemic i felt like there wasn't much going on but a bunch of sporadic thoughts. i maybe wish it had more of a story. joan had a lot of depth as a character....i wish the story had more story....more",Notes are private!,0,0,1,May 2022,"May 03, 2022","May 01, 2022",,Hardcover,view (with text),/book/show/55333768-joan-is-okay
367,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Four Winds,"Hannah, Kristin*",,,,464        pp,4.30,"669,612","Feb 02, 2021","Feb 02, 2021",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"i was disappointed in this one.1. utterly predictable ending.2. while meticulously researched, this one felt like it was just a string of events takini was disappointed in this one.1. utterly predictable ending.2. while meticulously researched, this one felt like it was just a string of events taking place outside the story that she was trying to tell. ""banksters"" ""flappers"" ""bloody thursday"" -- and a ton more are referenced as events happening to move time along or call reference to the cultural happenings but it almost seems like name dropping as it's so vague and non-important to the story it feels really forced and overwraught.3. flat prose. too much repetition. dialogue was boring as hell.maybe im not in the right headspace, but i found despite the presence of mass amounts strife and turmoil all of it was just so boring. i wasn't engaged in this story. i wanted to feel myself rooting for elsa. but really the entire time i knew where this was headed -- she'd have her big moment in the last few pages. meh....more",Notes are private!,0,2,1,"Apr 30, 2022","May 06, 2022","Apr 30, 2022",,Hardcover,view (with text),/book/show/53138081-the-four-winds
368,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A River Enchanted        (Elements of Cadence, #1)","Ross, Rebecca*",0063055988,9780063055988,0063055988,480        pp,4.11,"52,482","Feb 15, 2022","Feb 15, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"rebecca ross has a wonderful imagination, i really liked the premise of this story -- but i think the book could have used a little editing. the beginrebecca ross has a wonderful imagination, i really liked the premise of this story -- but i think the book could have used a little editing. the beginning was a bit slooow for my tastes. i'm not sure if the pace would have been a bit quicker in the front end, i would have enjoyed the back bit more?the characters were great, the idea was fun. i just thought it was a little too much overall. i didn't find myself running back to the book to read it. ...more",Notes are private!,0,0,1,"Apr 24, 2022",May 2022,"Apr 24, 2022",,Hardcover,view (with text),/book/show/58132544-a-river-enchanted
369,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dreams Lie Beneath,"Ross, Rebecca*",0063015927,9780063015920,0063015927,482        pp,4.09,"11,434","Nov 02, 2021","Nov 02, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Apr 24, 2022","Apr 24, 2022","Apr 24, 2022",,Hardcover,view,/book/show/56922648-dreams-lie-beneath
370,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lost Apothecary,"Penner, Sarah *",0778311015,9780778311010,0778311015,301        pp,3.75,"369,403","Mar 02, 2021","Mar 02, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Although it’s another split timeline narrative (can we please stop it with these types of books? Please?), I did quite enjoy this woman power story.ItAlthough it’s another split timeline narrative (can we please stop it with these types of books? Please?), I did quite enjoy this woman power story.It’s right up my alley tho so…maybe I’m biased?...more",Notes are private!,0,0,1,"Apr 23, 2022","Apr 23, 2022","Apr 23, 2022",,Hardcover,view (with text),/book/show/53288434-the-lost-apothecary
371,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Like a Sister,"Garrett, Kellye*",0316256706,9780316256704,0316256706,336        pp,3.25,"12,772","Mar 08, 2022","Mar 08, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Quick read. I enjoyed the constant thrill ride of this woman looking for her sister’s murderer. The plot twists and use of social media was smart, notQuick read. I enjoyed the constant thrill ride of this woman looking for her sister’s murderer. The plot twists and use of social media was smart, not overdone or trite. Enjoyed how Garrett weaved in some “ripped from the headlines” story elements. This felt like it could be a great HBO or Netflix series that would keep me up late binging to see the “who done it” ending. Smart, well developed, and perfectly paced to keep the story moving and never boring. Also I didn’t guess who it was because really there was so many back and forths — it kept me on my toes — and I love a book I can’t figure out. ...more",Notes are private!,0,1,1,"Apr 23, 2022","Apr 23, 2022","Apr 23, 2022",,Hardcover,view (with text),/book/show/58310680-like-a-sister
372,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Air Awakens        (Air Awakens, #1)","Kova, Elise*",1932549935,9781932549935,1932549935,342        pp,3.99,"54,756","Aug 27, 2015","Aug 27, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"One of the best YA books I’ve read in a while. Great start to a series, can’t wait for Lola to read this one and can’t wait to pick up the rest!!",Notes are private!,0,0,1,"Apr 20, 2022","Apr 22, 2022","Apr 22, 2022",,Paperback,view (with text),/book/show/23127048-air-awakens
373,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lighthouse Witches,"Cooke, C.J.*",059333423X,9780593334232,059333423X,350        pp,3.95,"21,461","Sep 30, 2021","Oct 05, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 16, 2022","Apr 28, 2022","Apr 16, 2022",,Paperback,view,/book/show/56808509-the-lighthouse-witches
374,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Candy House,"Egan, Jennifer*",1476716765,9781476716763,1476716765,352        pp,3.65,"57,142","Apr 05, 2022","Apr 05, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Not quite as good as Goon Squad but good enough to read. I’m fully wobbling between a 3 and a 4 star rating because I did enjoy it while I was listeniNot quite as good as Goon Squad but good enough to read. I’m fully wobbling between a 3 and a 4 star rating because I did enjoy it while I was listening, but I can’t help but compare it to Goon Squad which was perfection as a piece of literature. Might change my rating later. ...more",Notes are private!,0,0,1,"Apr 15, 2022","Apr 18, 2022","Apr 16, 2022",,Hardcover,view (with text),/book/show/58437521-the-candy-house
375,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Anatomy of a Scandal,"Vaughan, Sarah*",1501172166,9781501172168,1501172166,392        pp,3.68,"40,969","Jan 11, 2018","Jan 23, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Wanted to read this before I watched the show. I really liked this though it’s super disturbing. Very interested in seeing it on screen because it’s eWanted to read this before I watched the show. I really liked this though it’s super disturbing. Very interested in seeing it on screen because it’s extremely upsetting content and I feel torn up emotionally reading it from all sides. The multiple narrator and timeline really works here — unfolding the story from various perspectives and really peeling that onion back one layer at a time til - boom - you are forced as a reader to confront the center of the plot like — eyes wide open! It was really done well. I don’t know how I missed this the first time around. ...more,Notes are private!,0,0,1,"Apr 16, 2022","Apr 23, 2022","Apr 16, 2022",,Hardcover,view (with text),/book/show/34466492-anatomy-of-a-scandal
376,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A House Between Earth and the Moon,"Scherm, Rebecca*",1101980109,9781101980101,1101980109,386        pp,3.46,"1,606","Mar 29, 2022","Mar 29, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,SOOOOO GOOOOOOD perfect science fiction. Well developed character. Cool science. Awesome story. I mean this was really just a knockout book I was so sSOOOOO GOOOOOOD perfect science fiction. Well developed character. Cool science. Awesome story. I mean this was really just a knockout book I was so sad when it ended. ...more,Notes are private!,0,0,1,"Apr 03, 2022","Apr 16, 2022","Apr 03, 2022",,Hardcover,view (with text),/book/show/58661987-a-house-between-earth-and-the-moon
377,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Butterfly House        (Korner and Werner, #3)","Engberg, Katrine",1982127600,9781982127602,1982127600,352        pp,3.80,"10,008",2018,"Jan 05, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Didn’t know this was a book in a series, I picked It up at the library but it’s fine as a stand-alone novel. It did keep me very interested, it’s quitDidn’t know this was a book in a series, I picked It up at the library but it’s fine as a stand-alone novel. It did keep me very interested, it’s quite a page turner. Lots of intrigue here and well written. Very disturbing story line around mistreatment of teen patients while in recovery for mental and drug problems. So if you have challenges or triggers with that sort of thing you may want to avoid. Overall good story but really gets intense at some parts and doesn’t hold punches. ...more",Notes are private!,0,0,1,"Apr 03, 2022","Apr 16, 2022","Apr 03, 2022",,Hardcover,view (with text),/book/show/54304201-the-butterfly-house
378,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book of Accidents,"Wendig, Chuck*",0399182136,9780399182136,0399182136,530        pp,3.74,"22,753","Jul 20, 2021","Jul 20, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"this book was exciting, surprising and creepy as hell. the journey we took from the beginning of this story to the end was really fun and also terrifythis book was exciting, surprising and creepy as hell. the journey we took from the beginning of this story to the end was really fun and also terrifying. i love a horror story, so the gory parts of the book didn't bother me -- comes with the territory.i'm going to dive into wending's other books asap.i ...more",Notes are private!,0,1,1,"Mar 25, 2022","Mar 29, 2022","Mar 25, 2022",,Hardcover,view (with text),/book/show/55782435-the-book-of-accidents
379,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Darling, You Can't Do Both","Kestin, Janet",,,B00G98R09Q,320        pp,3.77,333,"Jun 03, 2014","Jun 03, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 23, 2022","Mar 29, 2022","Mar 23, 2022",,Kindle Edition,view,/book/show/19854615-darling-you-can-t-do-both
380,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Portrait of the Artist as a Young Man,"Joyce, James",0142437344,9780142437346,0142437344,329        pp,3.64,"151,897","Dec 29, 1916","Mar 25, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 22, 2022","Mar 25, 2022","Mar 22, 2022",,Paperback,view,/book/show/7588.A_Portrait_of_the_Artist_as_a_Young_Man
381,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Devil House,"Darnielle, John*",0374212236,9780374212230,0374212236,416        pp,3.23,"13,675","Jan 25, 2022","Jan 25, 2022",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 20, 2022","Mar 25, 2022","Mar 20, 2022",,Hardcover,view,/book/show/57693663-devil-house
382,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Boy with a Bird in His Chest,"Lund, Emme*",1982171936,9781982171933,1982171936,308        pp,3.74,"2,076","Feb 15, 2022","Feb 15, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 19, 2022","Mar 20, 2022","Mar 20, 2022",,Hardcover,view,/book/show/58438595-the-boy-with-a-bird-in-his-chest
383,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gold Diggers,"Sathian, Sanjena*",1984882031,9781984882035,1984882031,352        pp,3.59,"10,765","Apr 06, 2021","Apr 06, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This book was funny and sad and real. It made me have all the feels.,Notes are private!,0,0,1,"Mar 15, 2022","Mar 22, 2022","Mar 15, 2022",,Hardcover,view (with text),/book/show/54719856-gold-diggers
384,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In My Dreams I Hold a Knife,"Winstead, Ashley*",172822988X,9781728229881,172822988X,345        pp,3.85,"96,607","Aug 03, 2021","Aug 03, 2021",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 12, 2022",,Hardcover,view,/book/show/50485649-in-my-dreams-i-hold-a-knife
385,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Honeycomb,"Harris, Joanne M.",1534433058,9781534433052,1534433058,432        pp,4.12,"1,350","May 25, 2021","May 25, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 11, 2022","Mar 18, 2022","Mar 11, 2022",,Hardcover,view,/book/show/54304280-honeycomb
386,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Cartographers,"Shepherd, Peng*",0062910698,9780062910691,0062910698,392        pp,3.64,"65,177","Mar 15, 2022","Mar 15, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 06, 2022","Apr 03, 2022","Mar 06, 2022",,Hardcover,view,/book/show/55004093-the-cartographers
387,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Great Goddesses: Life Lessons From Myths and Monsters,"Gill, Nikita*",0593085647,9780593085646,0593085647,256        pp,4.17,"7,420","Sep 03, 2019","Sep 03, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 06, 2022","Mar 12, 2022","Mar 06, 2022",,Paperback,view,/book/show/45152559-great-goddesses
388,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Mercy Falls        (Cork O'Connor, #5)","Krueger, William Kent*",0743445880,9780743445887,0743445880,352        pp,4.10,"13,941","Aug 16, 2005","Aug 16, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 06, 2022","Mar 06, 2022","Mar 06, 2022",,Hardcover,view,/book/show/2495543.Mercy_Falls
389,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Light from Uncommon Stars,"Aoki, Ryka*",1250789060,9781250789068,1250789060,372        pp,4.07,"29,102","Sep 28, 2021","Sep 28, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"My heart wants to love this. And did love parts of it. But my brain was also wishing that an editor took a red pen and done their job on some parts toMy heart wants to love this. And did love parts of it. But my brain was also wishing that an editor took a red pen and done their job on some parts too. Where the story excelled was in the language and the idea. Where it faltered was in the execution of the characters and their motivations. The absolute best part about the book was the world building. The amount of time spent describing the food, the setting and the shops or homes was incredible. I felt like I was there eating every bite or feeling every fabric. I wish Aoki had spent more time with that level of detail on the characters. It seemed like everything about their feelings was “told” to me, not shown. Like how many times Katrina repeated things in her head was a bit overt. Her growth as a character wasn’t fully realized enough for me. I wanted her to succeed so badly and she just fell flat as a human. Like I said, the novel was a mixed bag. Am I sad I read it? No. Could it have been better? For sure. ...more",Notes are private!,0,3,1,"Mar 06, 2022","Mar 15, 2022","Mar 06, 2022",,Hardcover,view (with text),/book/show/56179360-light-from-uncommon-stars
390,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Blue Ticket,"Mackintosh, Sophie",1984898906,9781984898906,1984898906,304        pp,3.22,"10,672","Jun 30, 2020","May 04, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 02, 2022","Mar 06, 2022","Mar 06, 2022",,Paperback,view,/book/show/56644576-blue-ticket
391,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Reprieve,"Mattson, James Han*",0063079917,9780063079915,0063079917,406        pp,3.40,"6,791","Oct 05, 2021","Oct 05, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 24, 2022","Mar 03, 2022","Mar 03, 2022",,Hardcover,view,/book/show/56554477-reprieve
392,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Clockmaker's Daughter,"Morton, Kate*",1451649398,9781451649390,1451649398,485        pp,3.75,"97,444",Sep 2018,"Oct 09, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 19, 2022","Mar 06, 2022","Feb 19, 2022",,Hardcover,view,/book/show/38530939-the-clockmaker-s-daughter
393,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mickey7        (Mickey7 #1),"Ashton, Edward*",1250275032,9781250275035,1250275032,296        pp,3.76,"13,099","Feb 15, 2022","Feb 15, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 19, 2022","Mar 03, 2022","Feb 19, 2022",,Hardcover,view,/book/show/57693457-mickey7
394,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sin Eater,"Campisi, Megan*",1982124105,9781982124106,1982124105,284        pp,3.61,"11,584","Mar 31, 2020","Apr 07, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 12, 2022","Feb 18, 2022","Feb 12, 2022",,Hardcover,view,/book/show/52185082-sin-eater
395,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Vladimir,"Jonas, Julia May*",1982187638,9781982187637,1982187638,238        pp,3.45,"32,016","Feb 01, 2022","Feb 01, 2022",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was not at all what I expected.I really liked the first third. Got abundantly bored by the middle. And was strangely confused by the end. I love This was not at all what I expected.I really liked the first third. Got abundantly bored by the middle. And was strangely confused by the end. I love a character study novel, but this was not for me. I will say that Jonas’ writing style is really beautiful and her words-smith-ing is something so special it is not to be reckoned with. So I would gladly read another book by her to see if she lands it next time. I will also say I know I’m in the minority here and everyone is enamored by this novel, so, there’s that.I did not find this “funny” or “razor sharp” or even “exciting”...more",Notes are private!,0,0,1,"Feb 12, 2022","Feb 18, 2022","Feb 12, 2022",,Hardcover,view (with text),/book/show/57846324-vladimir
396,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lore,"Bracken, Alexandra*",1484778200,9781484778203,1484778200,480        pp,3.76,"91,418","Jan 05, 2021","Jan 05, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 06, 2022","Feb 12, 2022","Feb 06, 2022",,Hardcover,view,/book/show/53375824-lore
397,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Blood Hollow        (Cork O'Connor, #4)","Krueger, William Kent*",0743445864,9780743445863,0743445864,352        pp,4.18,"15,915","Feb 03, 2004","Feb 03, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,These are my new candy solid reads. I’m plowing through this series but they always deliver exactly what I want them to.,Notes are private!,0,0,1,"Feb 05, 2022","Feb 06, 2022","Feb 05, 2022",,Hardcover,view (with text),/book/show/2444114.Blood_Hollow
398,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fake Accounts,"Oyler, Lauren",1948226928,9781948226929,1948226928,272        pp,2.86,"10,008","Feb 02, 2021","Feb 02, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 04, 2022",,Hardcover,view,/book/show/45732027-fake-accounts
399,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Notes on an Execution,"Kukafka, Danya*",0063052733,9780063052734,0063052733,306        pp,4.08,"88,973","Jan 25, 2022","Jan 25, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 25, 2022","Jun 25, 2022","Feb 04, 2022",,Hardcover,view,/book/show/57773248-notes-on-an-execution
400,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sistersong,"Holland, Lucy*",1529039037,9781529039030,1529039037,416        pp,3.98,"8,954","Apr 01, 2021","Apr 01, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"**spoiler alert** Another stellar tale of magic and family and Intrigue. I especially loved keyne and his struggle to become the man that no one sees **spoiler alert** Another stellar tale of magic and family and Intrigue. I especially loved keyne and his struggle to become the man that no one sees him as but he knows he is. This is another book that I don’t really care about how true historical reality amy is these stories are (like trans identities or pregnancy out of wedlock), but I loved the way Holland treated each of these characters and their unique character developments. ...more",Notes are private!,0,0,1,"Feb 04, 2022","Feb 12, 2022","Feb 04, 2022",,Hardcover,view (with text),/book/show/55264209-sistersong
401,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Witch's Heart,"Gornichec, Genevieve*",059309994X,9780593099940,059309994X,359        pp,4.05,"49,723","Feb 09, 2021","Feb 09, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"i swooned over Angrboda's story. she's a force to be reckoned with and i did not want this wonderful tale to end. however much leeway gornichec gave hi swooned over Angrboda's story. she's a force to be reckoned with and i did not want this wonderful tale to end. however much leeway gornichec gave herself winding this yarn, it didn't matter at all to me. the end result was powerful and beautiful and oh so entertaining. what a great character she's created in Angrboda, i pity those who don't know. ...more",Notes are private!,0,1,1,"Jan 25, 2022","Feb 02, 2022","Feb 02, 2022",,Hardcover,view (with text),/book/show/53438195-the-witch-s-heart
402,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"No Gods, No Monsters        (Convergence Saga, #1)","Turnbull, Cadwell*",1982603720,9781982603724,1982603720,387        pp,3.45,"6,346","Sep 07, 2021","Sep 07, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 02, 2022",,Hardcover,view,/book/show/55748103-no-gods-no-monsters
403,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The American Fiancée: A Novel,Éric Dupont*,0062971204,9780062971203,0062971204,672        pp,3.94,"1,466","Oct 01, 2012","Mar 16, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book was intense and very difficult for me to . There were parts of it I absolutely loved and parts that I thought were so overwrought I waThis book was intense and very difficult for me to . There were parts of it I absolutely loved and parts that I thought were so overwrought I wanted to stop reading. In the end, I would say I enjoyed my time spent with the Lamontagne family. I hold a special place for Louis “The Horse” despite his shortcomings and his daughter Madeleine who was my absolute favorite from her childhood through death. Quite a story. ...more",Notes are private!,0,0,1,"Jan 29, 2022","Feb 03, 2022","Jan 29, 2022",,Paperback,view (with text),/book/show/54110100-the-american-fianc-e
404,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Revelator,"Gregory, Daryl*",052565738X,9780525657385,052565738X,337        pp,3.98,"4,795","Aug 31, 2021","Aug 31, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Creepy gothic thriller that really snuck up on me. I loved the surprises. I loved Stella.,Notes are private!,0,0,1,"Jan 23, 2022","Jan 29, 2022","Jan 23, 2022",,Hardcover,view (with text),/book/show/56212587-revelator
405,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beautiful Country,"Wang, Qian Julie*",0385547218,9780385547215,0385547218,320        pp,4.18,"34,098","Sep 07, 2021","Sep 07, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Really makes you think about American privilege,Notes are private!,0,0,1,"Jan 13, 2022","Jan 19, 2022","Jan 23, 2022",,Hardcover,view (with text),/book/show/56461570-beautiful-country
406,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Doll Factory,"Macneal, Elizabeth*",198210676X,9781982106768,198210676X,362        pp,3.77,"23,802","May 02, 2019","Aug 13, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 21, 2022","Jan 22, 2022","Jan 21, 2022",,Hardcover,view,/book/show/42481375-the-doll-factory
407,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Under the Whispering Door,"Klune, T.J.*",1250217342,9781250217349,1250217342,384        pp,4.16,"224,080","Sep 21, 2021","Sep 21, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book was so sweet and while not my “usual” read, I am recommending it to everyone I meet because it was a very special read. It warmed my heart aThis book was so sweet and while not my “usual” read, I am recommending it to everyone I meet because it was a very special read. It warmed my heart and soul and made me feel all the things. Love love love. ...more",Notes are private!,0,0,1,"Jan 15, 2022","Jan 21, 2022","Jan 15, 2022",,Hardcover,view (with text),/book/show/53205888-under-the-whispering-door
