,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Amber's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
450,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Brain Wash: Detox Your Mind for Clearer Thinking, Deeper Relationships, and Lasting Happiness","Perlmutter, David",0316453323,9780316453325,0316453323,294        pp,3.80,"2,098","Jan 14, 2020","Jan 14, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 16, 2020",,Hardcover,view,/book/show/45730901-brain-wash
451,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Best of Enemies: Race and Redemption in the New South,"Davidson, Osha Gray",0807858692,9780807858691,0807858692,352        pp,3.95,848,1996,"Aug 27, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 16, 2020",,Paperback,view,/book/show/703451.The_Best_of_Enemies
452,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Brothers Karamazov,"Dostoevsky, Fyodor",,,0374528373,796        pp,4.37,"332,258",1880,"Jun 14, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 16, 2020",,Paperback,view,/book/show/4934.The_Brothers_Karamazov
453,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Guardians of the great commission: The story of women in modern missions,"Tucker, Ruth A.",0310414717,9780310414711,0310414717,278        pp,4.00,11,"Sep 27, 1994","Jan 01, 1994",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 15, 2020",,Paperback,view,/book/show/561829.Guardians_of_the_great_commission
454,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Magpie Murders        (Susan Ryeland, #1)","Horowitz, Anthony*",0062645226,9780062645227,0062645226,477        pp,3.95,"135,214","Oct 06, 2016","Jun 06, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 10, 2020",,Hardcover,view,/book/show/32075854-magpie-murders
455,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Elizabeth and Hazel: Two Women of Little Rock,"Margolick, David",0300141939,9780300141931,0300141939,320        pp,3.80,"1,556","Sep 27, 2011","Oct 04, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 31, 2020",,Hardcover,view,/book/show/11067867-elizabeth-and-hazel
456,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Talking to Strangers: What We Should Know About the People We Don’t Know,"Gladwell, Malcolm",,,024140827X,9        pp,4.01,"294,250","Sep 10, 2019","Sep 10, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 29, 2020",,Audible Audio,view,/book/show/53098669-talking-to-strangers
457,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bloom,"Oppel, Kenneth*",1443450316,9781443450317,1443450316,320        pp,3.97,"3,853","Feb 04, 2020","Feb 11, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 28, 2020",,Hardcover,view,/book/show/46060955-bloom
458,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dairy-Free Gluten-Free Baking Cookbook: 75+ Delicious Cookies, Cakes, Pies, Breads & More","Fahrenkrug, Danielle",164152913X,9781641529136,B081GDBHBF,234        pp,4.06,33,unknown,"Dec 03, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 24, 2020",,Kindle Edition,view,/book/show/49053948-dairy-free-gluten-free-baking-cookbook
459,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Just Mercy (Adapted for Young Adults): A True Story of the Fight for Justice,"Stevenson, Bryan",0525635920,9780525635925,,unknown,4.51,"6,433","Sep 18, 2018","Sep 18, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 15, 2020",,Audio CD,view,/book/show/38251354-just-mercy-adapted-for-young-adults
460,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Brokenness, Surrender, Holiness: A Revive Our Hearts Trilogy","Wolgemuth, Nancy DeMoss",0802412823,9780802412829,0802412823,416        pp,4.51,251,2008,"Jun 01, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 06, 2020",not set,"Jan 15, 2020",,Hardcover,view,/book/show/2162946.Brokenness_Surrender_Holiness
461,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Know This Much Is True,"Lamb, Wally*",,,,912        pp,4.20,"312,459","Jun 14, 1998","Mar 17, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2020",,Kindle Edition,view,/book/show/35120530-i-know-this-much-is-true
462,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,You're Not Listening: What You're Missing and Why It Matters,"Murphy, Kate*",,,,284        pp,4.09,"18,405","Jan 07, 2020","Jan 23, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 06, 2020",,ebook,view,/book/show/45015706-you-re-not-listening
463,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tess of the D’Urbervilles,"Hardy, Thomas",,,,518        pp,3.83,"283,550",1891,"Jan 30, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 01, 2020",,Paperback,view,/book/show/32261.Tess_of_the_D_Urbervilles
464,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Revolutionary Parenting: What the Research Shows Really Works,"Barna, George",1414307608,9781414307602,1414307608,192        pp,4.02,417,"Mar 06, 2007","Mar 20, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 17, 2019",,Hardcover,view,/book/show/259724.Revolutionary_Parenting
465,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Clergyman's Wife: A Pride and Prejudice Novel,"Greeley, Molly*",0062942905,9780062942906,,304        pp,3.78,"2,811","Dec 03, 2019","Dec 03, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 11, 2019",,ebook,view,/book/show/43245556-the-clergyman-s-wife
466,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Screen Schooled: Two Veteran Teachers Expose How Technology Overuse Is Making Our Kids Dumber,"Clement, Joe",1613739516,9781613739518,1613739516,272        pp,4.04,224,unknown,"Oct 01, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 30, 2019",,Paperback,view,/book/show/34734562-screen-schooled
467,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,To Hell with the Hustle,"Bethke, Jefferson*",0718039203,9780718039202,0718039203,224        pp,3.99,"6,160",unknown,"Oct 15, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 23, 2019",,Paperback,view,/book/show/44441957-to-hell-with-the-hustle
468,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Suggested Reading,"Connis, Dave*",,,B07LFGXGD6,304        pp,4.01,"3,507","Sep 17, 2019","Sep 17, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 10, 2019",,Kindle Edition,view,/book/show/34449411-suggested-reading
469,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Starless Sea,"Morgenstern, Erin*",038554121X,9780385541213,038554121X,498        pp,3.86,"203,429","Nov 05, 2019","Nov 05, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 10, 2019",,Hardcover,view,/book/show/43575115-the-starless-sea
470,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Overdue Life of Amy Byler,"Harms, Kelly*",1542090571,9781542090575,B07GVK5HW8,328        pp,3.84,"96,480","May 01, 2019","May 01, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 04, 2019",,Kindle Edition,view,/book/show/42399951-the-overdue-life-of-amy-byler
471,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wishtree,"Applegate, Katherine",1250043220,9781250043221,1250043220,224        pp,4.29,"36,547","Sep 26, 2017","Sep 26, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,“Hollows are proof that something bad can become something good with enough time and care and hope.”,Notes are private!,0,0,1,not set,not set,"Nov 04, 2019",,Hardcover,view (with text),/book/show/33158525-wishtree
472,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Long Way Down,"Reynolds, Jason",1481438255,9781481438254,,306        pp,4.26,"118,856","Oct 24, 2017","Oct 24, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 04, 2019",,Hardcover,view,/book/show/22552026-long-way-down
473,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Jesus Skeptic: A Journalist Explores the Credibility and Impact of Christianity,"Dickerson, John S.*",0801078083,9780801078088,0801078083,304        pp,4.29,198,2019,"Oct 15, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 01, 2019",,Paperback,view,/book/show/43984663-jesus-skeptic
474,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Boys Should Be Boys: 7 Secrets to Raising Healthy Sons,"Meeker, Meg",1596980575,9781596980570,1596980575,287        pp,3.92,"2,524","Jan 01, 2003","Apr 29, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 05, 2019","Apr 10, 2020","Oct 05, 2019",,Hardcover,view,/book/show/3241623-boys-should-be-boys
475,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Love and Respect in the Family: The Respect Parents Desire; The Love Children Need,"Eggerichs, Emerson",0849948207,9780849948206,0849948207,288        pp,4.30,682,"Dec 04, 2012","Nov 12, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 23, 2019",,Hardcover,view,/book/show/17657147-love-and-respect-in-the-family
476,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The World According to Humphrey        (According to Humphrey, #1)","Birney, Betty G.",,,,144        pp,4.16,"7,366","Feb 02, 2004","May 05, 2005",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5. Really sweet, and Wren really liked it.",Notes are private!,0,0,1,"Aug 30, 2019","Sep 07, 2019","Aug 30, 2019",,Paperback,view (with text),/book/show/825679.The_World_According_to_Humphrey
477,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Pippi Longstocking        (Pippi Långstrump, #1)","Lindgren, Astrid",0142402494,9780142402498,0142402494,160        pp,4.15,"199,912",1945,"Apr 21, 2005",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,3.5? Wren thought it was quite funny. :),Notes are private!,0,0,1,"Aug 28, 2019","Aug 30, 2019","Aug 28, 2019",,Mass Market Paperback,view (with text),/book/show/19302.Pippi_Longstocking
478,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Searching for Sunday: Loving, Leaving, and Finding the Church","Evans, Rachel Held",0718022122,9780718022129,0718022122,268        pp,4.21,"23,315","Apr 14, 2015","Apr 14, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 26, 2019",,Paperback,view,/book/show/22574709-searching-for-sunday
479,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"I Heart Hawaii        (I Heart, #8)","Kelk, Lindsey*",0008236879,,B07KL85PTQ,385        pp,4.21,"3,021","May 30, 2019","May 30, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 25, 2019",,Kindle Edition,view,/book/show/42848113-i-heart-hawaii
480,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Soul Survivor: How Thirteen Unlikely Mentors Helped My Faith Survive the Church,"Yancey, Philip*",0385502753,9780385502757,0385502753,330        pp,4.24,"4,072","Jan 01, 2001","Oct 21, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 25, 2019",,Paperback,view,/book/show/782832.Soul_Survivor
481,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Escape from Mr. Lemoncello's Library        (Mr. Lemoncello's Library, #1)","Grabenstein, Chris*",,,,293        pp,4.12,"56,560","Jun 25, 2013","Jun 25, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 03, 2023",not set,"Aug 22, 2019",,Kindle Edition,view,/book/show/17410571-escape-from-mr-lemoncello-s-library
482,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Drop of Water: A Book of Science and Wonder,"Wick, Walter",0590221973,9780590221979,0590221973,40        pp,4.22,695,"Apr 01, 1997","Apr 01, 1997",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 09, 2019",,Hardcover,view,/book/show/1829215.A_Drop_of_Water
483,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Camino Island        (Camino Island, #1)","Grisham, John*",0385543026,9780385543026,0385543026,290        pp,3.80,"131,646","Jun 06, 2017","Jun 06, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 02, 2019",,Hardcover,view,/book/show/34121119-camino-island
484,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nine Perfect Strangers,"Moriarty, Liane*",1250069823,9781250069825,1250069823,453        pp,3.55,"427,921","Sep 18, 2018","Nov 06, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 30, 2019",,Hardcover,view,/book/show/39280445-nine-perfect-strangers
485,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Husband's Secret,"Moriarty, Liane*",0399159347,9780399159343,0399159347,396        pp,3.95,"672,279",Mar 2015,"Jul 30, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 14, 2021","Jul 31, 2022","Jul 30, 2019",,Hardcover,view,/book/show/17802724-the-husband-s-secret
486,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Searching for Sylvie Lee,"Kwok, Jean*",0062834304,9780062834300,0062834304,336        pp,3.65,"37,671","Jun 04, 2019","Jun 04, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 13, 2019","Oct 31, 2019","Jul 28, 2019",,Hardcover,view,/book/show/41716679-searching-for-sylvie-lee
487,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Silence,"Endō, Shūsaku",0800871863,9780800871864,0800871863,219        pp,4.09,"34,201",1966,"Feb 15, 1980",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 14, 2019",,Paperback,view,/book/show/25200.Silence
488,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Whole-Brain Child: Revolutionary Strategies to Nurture Your Child's Developing Mind,"Siegel, Daniel J.*",0553807919,9780553807912,0553807919,192        pp,4.27,"44,227","Jan 01, 2011","Oct 04, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 14, 2019",,Hardcover,view,/book/show/10353369-the-whole-brain-child
489,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"At Home in Mitford        (Mitford Years, #1)","Karon, Jan",1589190629,9781589190627,1589190629,413        pp,4.13,"65,735","Oct 28, 1994","Jan 01, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 11, 2019",,Paperback,view,/book/show/71776.At_Home_in_Mitford
490,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Fortunately, the Milk","Gaiman, Neil*",0062224077,9780062224071,0062224077,128        pp,4.06,"63,940","Sep 17, 2013","Sep 17, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Jul 10, 2019",,Hardcover,view,/book/show/17349203-fortunately-the-milk
491,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Grain Brain: The Surprising Truth about Wheat, Carbs, and Sugar--Your Brain's Silent Killers","Perlmutter, David",031623480X,9780316234801,031623480X,336        pp,3.90,"23,073","Sep 17, 2013","Sep 17, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 10, 2019",,Hardcover,view,/book/show/17333302-grain-brain
492,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stuart Little,"White, E.B.",0064400565,9780064400565,B00AHFYJQE,131        pp,3.90,"125,732",1945,1973,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Wren says she doesn’t understand why the author wrote such a long book but didn’t finish it...? 🤔😂,Notes are private!,0,1,1,"Jul 07, 2019","Jul 10, 2019","Jul 07, 2019",,Paperback,view (with text),/book/show/138959.Stuart_Little
493,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Grace Will Lead Us Home: The Charleston Church Massacre and the Hard, Inspiring Journey to Forgiveness","Hawes, Jennifer Berry*",1250117763,9781250117762,1250117763,309        pp,4.46,"1,593","Jun 04, 2019","Jun 04, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 30, 2019",,Hardcover,view,/book/show/36742978-grace-will-lead-us-home
494,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The 57 Bus: A True Story of Two Teenagers and the Crime That Changed Their Lives,"Slater, Dashka*",0374303231,9780374303235,0374303231,320        pp,4.12,"37,695","Oct 17, 2017","Oct 17, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 28, 2019",,Hardcover,view,/book/show/33155325-the-57-bus
495,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Letters to the Lost        (Letters to the Lost, #1)","Kemmerer, Brigid*",1681190087,9781681190082,1681190087,391        pp,4.32,"46,051","Apr 04, 2017","Apr 04, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 22, 2019",,Hardcover,view,/book/show/30038855-letters-to-the-lost
496,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Not a Day Care: The Devastating Consequences of Abandoning Truth,"Piper, Everett",,,B01MYE6OTY,225        pp,4.15,154,unknown,"Aug 07, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 15, 2019",,Kindle Edition,view,/book/show/35305676-not-a-day-care
497,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Teach Your Child to Read in 100 Easy Lessons: Revised and Updated Second Edition,"Engelmann, Siegfried",0671631985,9780671631987,0671631985,420        pp,4.22,"2,873","Apr 01, 1983","Jun 15, 1986",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,"Jun 10, 2019Jan 13, 2023","Dec 28, 2021not set","Jun 10, 2019",,Paperback,view,/book/show/6619.Teach_Your_Child_to_Read_in_100_Easy_Lessons
498,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Enneagram Made Easy: Discover the 9 Types of People,"Wagele, Elizabeth*",0062510266,9780062510266,0062510266,161        pp,3.85,"3,264","Mar 11, 1994","Mar 11, 1994",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,So incredibly interesting and so incredibly useful. And the title didn’t lie - very easy read.,Notes are private!,0,0,1,"Jun 08, 2019","May 03, 2020","Jun 06, 2019",,Paperback,view (with text),/book/show/6635.The_Enneagram_Made_Easy
499,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Enneagram: A Christian Perspective,"Rohr, Richard",0824519507,9780824519506,0824519507,296        pp,4.15,"4,450",1989,"Sep 01, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 06, 2019",,Paperback,view,/book/show/311056.The_Enneagram
500,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Life Together: The Classic Exploration of Faith in Community,"Bonhoeffer, Dietrich",,,,122        pp,4.27,"29,064",1939,"Apr 07, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 04, 2019",,Audiobook,view,/book/show/8190650-life-together
501,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Rest of the Story,"Dessen, Sarah*",0062933620,9780062933621,0062933620,440        pp,4.05,"34,343","Jun 04, 2019","Jun 04, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 04, 2019",,Hardcover,view,/book/show/42245770-the-rest-of-the-story
502,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Truly Madly Guilty,"Moriarty, Liane*",1250125561,9781250069795,,432        pp,3.59,"294,068","Jul 26, 2016","Jul 26, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I really enjoy this author. And what a great push toward gratitude this story is - a reminder that we have no idea how good we have it or how bad it mI really enjoy this author. And what a great push toward gratitude this story is - a reminder that we have no idea how good we have it or how bad it might be for someone else.“You could jump so much higher when you had somewhere safe to fall.”...more,Notes are private!,0,2,0,not set,not set,"Jun 03, 2019",,Hardcover,view (with text),/book/show/26247008-truly-madly-guilty
503,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Voice in the Wind        (Mark of the Lion, #1)","Rivers, Francine*",,,,520        pp,4.57,"94,962",Mar 1993,"Mar 01, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 26, 2019",,Paperback,view,/book/show/95617.A_Voice_in_the_Wind
504,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This Beautiful Mess: Practicing the Presence of the Kingdom of God,"McKinley, Rick",1590525019,9781590525012,1590525019,208        pp,3.77,731,"Feb 17, 2005","Sep 30, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 26, 2019",,Paperback,view,/book/show/171110.This_Beautiful_Mess
505,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Good and Angry: Exchanging Frustration for Character …in You and Your Kids!,"Turansky, Scott",0877880301,9780877880301,0877880301,256        pp,4.32,370,"Sep 17, 2002","Sep 17, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 26, 2019",,Paperback,view,/book/show/198046.Good_and_Angry
506,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Families Where Grace Is in Place,"VanVonderen, Jeff",1556612664,9781556612664,1556612664,176        pp,4.40,602,1992,"Nov 01, 1992",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 26, 2019",,Paperback,view,/book/show/175200.Families_Where_Grace_Is_in_Place
507,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Questions of Character: Illuminating the Heart of Leadership Through Literature,"Badaracco Jr., Joseph L.",1591399688,9781591399681,1591399688,240        pp,3.95,332,"Mar 17, 2006","Apr 01, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 24, 2019",,Hardcover,view,/book/show/253021.Questions_of_Character
