,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Cheryl's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
241,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Psilocybin Connection - Psychedelics, the Transformation of Consciousness, and Evolution on the Planet– An Integral Approach","Khamsehzadeh, Jahan",1623176549,9781623176549,1623176549,368        pp,4.49,79,"Apr 05, 2022","Apr 05, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 09, 2022",,Paperback,view,/book/show/58818244-the-psilocybin-connection---psychedelics-the-transformation-of-consciou
242,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,101 Organic Garden Hacks: Eco-friendly Solutions to Improve Any Garden,"Coronado, Shawna*",1591866626,9781591866626,1591866626,160        pp,3.68,202,"Jan 01, 2017","Jan 01, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Mar 02, 2022","Mar 03, 2022","Mar 02, 2022",,Paperback,view,/book/show/30132427-101-organic-garden-hacks
243,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Horse,"Brooks, Geraldine*",0399562966,9780399562969,0399562966,401        pp,4.28,"128,876","Jun 14, 2022","Jun 14, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 02, 2022",,Hardcover,view,/book/show/59109077-horse
244,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Jill: A Biography of the First Lady,"Pace, Julie",0316377503,9780316377508,0316377503,320        pp,3.80,179,"Apr 19, 2022","Apr 19, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 02, 2022",,Hardcover,view,/book/show/58684305-jill
245,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Messy Lives of Book People,"Patrick, Phaedra*",0778312003,9780778312000,0778312003,352        pp,3.69,"23,105","May 31, 2022","May 31, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 02, 2022",,Paperback,view,/book/show/57938945-the-messy-lives-of-book-people
246,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Five People You Meet in Heaven,"Albom, Mitch*",,,1401308589,196        pp,3.99,"720,448","Sep 01, 2003","Sep 23, 2003",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Mar 02, 2022","Mar 03, 2022","Mar 02, 2022",,Paperback,view,/book/show/3431.The_Five_People_You_Meet_in_Heaven
247,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wonder Boy of Whistle Stop,"Flagg, Fannie",0593133846,9780593133842,0593133846,283        pp,4.10,"17,625","Oct 27, 2020","Oct 27, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Every bit as tasty as Fried Green Tomatoes at the Whistle Stop Cafe … multi-generations and eras all happenstance upon each other with heart-warming eEvery bit as tasty as Fried Green Tomatoes at the Whistle Stop Cafe … multi-generations and eras all happenstance upon each other with heart-warming effects. You can’t help but feel good when the last page flips. ...more,Notes are private!,0,4,1,"Feb 27, 2022","Feb 28, 2022","Feb 28, 2022",,Hardcover,view (with text),/book/show/51457328-the-wonder-boy-of-whistle-stop
248,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Death on the Page        (Castle Bookshop Mystery #2),"Lang, Essie",1643853155,9781643853154,B07T1V2HLL,330        pp,3.76,611,"Mar 10, 2020","Mar 10, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Good dialogue and characters. Believable scenes with make sense action, tho lacking severely in background, unless you read the first book in this serGood dialogue and characters. Believable scenes with make sense action, tho lacking severely in background, unless you read the first book in this series. But I enjoyed the book and found the climactic ending both exciting and humorous (you will too.) But left with the question of why the savior was there? Given it’s set around a bookstore, I’m sure I’ll be reading more, including the first book. ...more",Notes are private!,0,2,1,"Feb 26, 2022","Feb 27, 2022","Feb 27, 2022",,Kindle Edition,view (with text),/book/show/50794819-death-on-the-page
249,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Magician’s Nephew        (Chronicles of Narnia, #6)","Lewis, C.S.",0060764902,9780060764906,0060764902,221        pp,4.05,"541,307","May 02, 1955","May 24, 2005",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Quite appropriate for today, just after our world’s tyrant (witch) Putin has spread his greed into Ukraine and spills his evil across its soil.",Notes are private!,0,0,1,"Feb 23, 2022","Feb 25, 2022","Feb 23, 2022",,Mass Market Paperback,view (with text),/book/show/65605.The_Magician_s_Nephew
250,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Best of Impetus        (The First 10 Years),"Townsend, Cheryl A.*",0966466721,9780966466720,0966466721,175        pp,5.00,1,1996,"Jan 01, 1996",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 23, 2022",,Paperback,view,/book/show/5653850-the-best-of-impetus
251,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Want to Sing,"Townsend, Cheryl A.*",,,,20        pp,5.00,2,"Jan 01, 1994",1994,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 23, 2022",,Chapbook,view,/book/show/18798636-want-to-sing
252,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fuck Poetry,"Burroughs, John*",,,,50        pp,4.52,31,"Mar 15, 2011","Mar 15, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 23, 2022",,Unknown Binding,view,/book/show/13509876-fuck-poetry
253,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Big Head Press Broadside Poem Collection,"Holstad, Scott C.*",,,,unknown,5.00,3,unknown,1991,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 23, 2022",,Unknown Binding,view,/book/show/59707760-big-head-press-broadside-poem-collection
254,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Alien Buddha Zine #16: Black & White Print,"Buddha, Alien",,9798630695512,B086B7WR8J,145        pp,5.00,1,unknown,"Mar 25, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 23, 2022",,Paperback,view,/book/show/54852536-alien-buddha-zine-16
255,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cain's Jawbone,"Mathers, E. Powys",1783527412,9781783527410,1783527412,100        pp,3.85,"2,506",1934,"Sep 02, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 22, 2022",,Hardcover,view,/book/show/50074593-cain-s-jawbone
256,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Apprentice to a Garden: A new urban gardener goes wild,"Hadden, Evelyn J.*",0981969801,9780981969800,0981969801,176        pp,4.14,7,2005,"Mar 09, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A 4 year journal, of sorts, relating a first-time gardener’s intent, attempts, flops, and flourishes. It’s an enjoyable read that any gardener can relA 4 year journal, of sorts, relating a first-time gardener’s intent, attempts, flops, and flourishes. It’s an enjoyable read that any gardener can relate to and gives credence to our tenacity. Was happy she shied away from chemicals and sought to bring wildlife in. My kind of garden. Small space, big impact. Lots of book resources at the end, as she did a fair amount of research on her plants and critters....more",Notes are private!,0,3,1,"Feb 22, 2022","Feb 23, 2022","Feb 22, 2022",,Paperback,view (with text),/book/show/17713936-apprentice-to-a-garden
257,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Silent on the Moor        (Lady Julia Grey, #3)","Raybourn, Deanna*",0778326144,9780778326144,0778326144,465        pp,4.02,"14,421","Feb 24, 2009","Feb 24, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This one held no surprises, but was still a fun read. Much appreciate the final shift in dynamics.",Notes are private!,0,2,1,"Sep 10, 2022","Sep 11, 2022","Feb 22, 2022",,Paperback,view (with text),/book/show/4728979-silent-on-the-moor
258,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Silent in the Sanctuary        (Lady Julia Grey, #2)","Raybourn, Deanna*",0778324923,9780778324928,0778324923,552        pp,4.05,"17,200","Dec 28, 2007",2008,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I am an immense fan of Deanna Raybourn’s “Victoria Soeedwell” mystery series and really hope to be also of the “Lady Grey” books, as well. While this I am an immense fan of Deanna Raybourn’s “Victoria Soeedwell” mystery series and really hope to be also of the “Lady Grey” books, as well. While this one is quite good, a good twist, lots of great characters, I’m finding that of Brisbane to be a bit over done. Seriously, dude.. lighten up! But that said, the Lady is sure fun, even beyond the era she is set in. Her unconventional upbringing and likewise siblings are all refreshing.Home for Christmas from various locations, it is a gathering of kin, friends and new acquaintances. But when one is found dead and a confession given, it just doesn’t gel for our Lady, so she sets out to remedy that. Of course, Brisbane is brought in to the investigation, given that is his trade and expertise. There are many a facade, fib and folly about as the two butt heads (and certain parts there of) while sleuthing out a murdered, a jewel thief, a ghost, and a middle ground to which they can abide. The constant denials, separations, snarkiness, and redundant avoidance is just a bit over the top. So far…...more",Notes are private!,0,6,1,"Jul 25, 2022","Jul 26, 2022","Feb 22, 2022",,Paperback,view (with text),/book/show/1943742.Silent_in_the_Sanctuary
259,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Silent in the Grave        (Lady Julia Grey, #1)","Raybourn, Deanna*",0778324109,9780778324102,0778324109,509        pp,3.91,"26,083","Dec 19, 2006","Mar 01, 2007",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Raybourn is phenomenal! Her placement of time is exquisite. Her characters vivid and immediately ingrained. I am already enthralled with this series, Raybourn is phenomenal! Her placement of time is exquisite. Her characters vivid and immediately ingrained. I am already enthralled with this series, and will assuredly hold it as high as the Victoria Speedwell’s. ...more",Notes are private!,0,3,1,"Jul 20, 2022","Jul 21, 2022","Feb 22, 2022",,Hardcover,view (with text),/book/show/267869.Silent_in_the_Grave
260,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Findhorn Garden: Pioneering a New Vision of Man and Nature in Cooperation,"Community, The Findhorn",0060905204,9780060905200,0060905204,192        pp,4.18,228,1975,"Jan 01, 1976",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Cultivating respect and their gardens go hand in hand, literally, as a spiritual family starts a movement of back to nature life in a barren expanse oCultivating respect and their gardens go hand in hand, literally, as a spiritual family starts a movement of back to nature life in a barren expanse of sand and stone. Working the land, listening to it’s needs via the devas and spirits that also inhabit the area, this small troupe of 6 start a revolution of organic gardening, stoked in spirituality and hard labor. What started as necessity due to loss of employment became a trial and error success story of what can be accomplished when one simply listens and learns. The Findhorn garden is an international gem, heralded by countless professionals in horticultural fields for its unbelievable results from the most basic of care. If I ever get to Scotland, this is on my must see list.Told in chapters by its founding members and their main contribution to its success. Q&A follows it up with tips on soil improvements and such. But really, it’s about how we can all accomplish so much with so little if we only respect the needs and forgo the desires.Black and white images are offered, but not the main draw of this book....more",Notes are private!,0,4,1,"Feb 20, 2022","Feb 20, 2022","Feb 20, 2022",,Paperback,view (with text),/book/show/1031034.The_Findhorn_Garden
261,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Minstrel,"Benson, Bernard",0399122508,9780399122507,0399122508,39        pp,3.86,7,1952,"Jan 01, 1952",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Reproduction of hand written/drawn fablesque life of Elvis Presley, loosely based and spirituality imbued. How his singing heals and spreads joy. How Reproduction of hand written/drawn fablesque life of Elvis Presley, loosely based and spirituality imbued. How his singing heals and spreads joy. How his faith gave him that power. ...more",Notes are private!,0,2,1,"Feb 20, 2022","Feb 20, 2022","Feb 20, 2022",,Hardcover,view (with text),/book/show/463799.The_Minstrel
262,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Grass Harp,"Capote, Truman",0679766707,9780679766704,0679766707,97        pp,3.89,"3,461",1951,"Aug 13, 1996",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I aspire to be Dolly… or some semblance of this remarkably kind woman. She, along with narrator, an orphaned nephew who comes to live with her and herI aspire to be Dolly… or some semblance of this remarkably kind woman. She, along with narrator, an orphaned nephew who comes to live with her and her overbearing sister, who holds the purse strings and an iron fist, and the cook. It’s a near comical group of a dedicated trio (tyrant abstained) who decide they should break away and wind up in a treehouse. The powers that be are not happy and further separation and unions ensue. But Dolly maintains her desire for only kindness. A connoisseur of all things sweet, she exudes it around her. A feel good book (even in its notso end) that will stay with you and draw you back as needed....more",Notes are private!,0,0,1,"Feb 19, 2022","Feb 19, 2022","Feb 20, 2022",,Paperback,view (with text),/book/show/142781.The_Grass_Harp
263,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Dissent: Ruth Bader Ginsburg Makes Her Mark,"Levy, Debbie*",1481465597,9781481465595,1481465597,40        pp,4.33,"6,253","Sep 20, 2016","Sep 20, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Splendid synopsis on the heroic life of Ruth Bader Ginsburg, a young girl who was encouraged by her mother (and father) to do more, learn more, becomeSplendid synopsis on the heroic life of Ruth Bader Ginsburg, a young girl who was encouraged by her mother (and father) to do more, learn more, become more. And she did. Included is a selected bibliography, notes on Supreme Court cases and how to make your own “I dissent” collar....more",Notes are private!,0,0,1,"Feb 19, 2022","Feb 19, 2022","Feb 19, 2022",,Hardcover,view (with text),/book/show/28210996-i-dissent
264,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Deborah DeWit Marchant: In the Presence of Books,"Stafford, Kim Robert",1590281969,9781590281963,1590281969,unknown,4.56,18,"Sep 01, 2007","Sep 01, 2007",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Reproduced paintings centered around books. Lovely meditations that invite and stir desire to snuggle into your own stacks and pull out an afternoon oReproduced paintings centered around books. Lovely meditations that invite and stir desire to snuggle into your own stacks and pull out an afternoon of quiet bliss. ...more,Notes are private!,0,0,1,"Feb 17, 2022","Feb 19, 2022","Feb 19, 2022",,Paperback,view (with text),/book/show/1594335.Deborah_DeWit_Marchant
265,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dewey: The Small-Town Library Cat Who Touched the World,"Myron, Vicki",0446407410,9780446407410,B00342VG6S,277        pp,3.86,"60,378","Sep 24, 2008","Sep 24, 2008",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"An 8 week old kitten is dropped into a bright future when he’s (cruelly) dropped into a library’s overnight book drop on a -15 morning in Spencer, IowAn 8 week old kitten is dropped into a bright future when he’s (cruelly) dropped into a library’s overnight book drop on a -15 morning in Spencer, Iowa. (Thankfully, none appeared to be dropped after such.) Hearing the muffled noise, the early arriving library director (and author) reaches in and retrieved the cold, hungry and frightened little puff ball. It immediately shows its gratitude and snuggles into her warmth. A warmth bath is suggested and the little gray kitten is found to be an orange tabby. It’s love at first sight and the little fella is dubbed Dewey, after Melville Dewey, and soon becomes a main draw to the library.It’s hard times in Spencer, a farming area fallen into the farm crisis of the early 1980’s. But it’s a community more than just a city. People band and bend together, and they strive. Over and over, they rebound bigger and better.Dewey becomes a beacon to the area. A conversation piece that flows beyond the city limits. Soon, he’s countywide, statewide, nationwide and then internationally known. Magazines, radio, tv & even documentaries take note (and lots of footage) of this gentle cat.More than a story about a lucky cat, it’s a history of place its denizens. There are sad parts, as people die. Pets die. There’s no getting around it… unless you skip that chapter and end it on a brighter page. ...more",Notes are private!,0,4,1,"Feb 14, 2022","Feb 16, 2022","Feb 14, 2022",,Hardcover,view (with text),/book/show/3257136-dewey
266,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Song of the Redwing: Voice of the Wetlands,"McFadden, Tish",1684336872,9781684336876,1684336872,44        pp,4.57,49,2016,"Mar 25, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 14, 2022",,Hardcover,view,/book/show/56925074-song-of-the-redwing
267,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Animus,"Hong, Seonna",0972938850,9780972938853,0972938850,34        pp,4.33,100,"Oct 15, 2005","Oct 15, 2005",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A pop up, moving picture book about a girl who befriends a tied up & neglected dog with patience and a gentle voice.",Notes are private!,0,2,1,"Feb 13, 2022","Feb 13, 2022","Feb 13, 2022",,Paperback,view (with text),/book/show/75546.Animus
268,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dick and Jane and Vampires,"Marchesani, Laura",0448455684,9780448455686,0448455684,144        pp,3.74,402,"Aug 26, 2010","Aug 26, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It’s just funny. Told as the old, but with the addition of a vampire (or bat) thrown in the mix.",Notes are private!,0,1,1,"Feb 13, 2022","Feb 13, 2022","Feb 13, 2022",,Hardcover,view (with text),/book/show/8377369-dick-and-jane-and-vampires
269,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Savage Journey: Hunter S. Thompson and the Weird Road to Gonzo,"Richardson, Peter*",0520304926,9780520304925,0520304926,296        pp,3.87,45,unknown,"Jan 25, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 09, 2022",,Hardcover,view,/book/show/57527345-savage-journey
270,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Welcome to Dunder Mifflin: The Ultimate Oral History of The Office,"Baumgartner, Brian",0063082217,9780063082212,,352        pp,4.28,"3,899","Oct 19, 2021","Oct 19, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"In as much as the TV show had a voyeuristic slant to it, this book also does. We are sort of a fly on the wall as the cast and crew take us through inIn as much as the TV show had a voyeuristic slant to it, this book also does. We are sort of a fly on the wall as the cast and crew take us through inception to completion, chatting amongst themselves, sharing memories, divulging secrets. Side bar mini bios and candid photos add to the overall we loved so much about this show. Oh, how I miss them! ...more",Notes are private!,0,2,1,"Feb 09, 2022","Feb 20, 2022","Feb 09, 2022",,ebook,view (with text),/book/show/55742925-welcome-to-dunder-mifflin
271,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Things should match,"Oberman, Sheldon",,,,unknown,3.20,5,unknown,2019,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"illustrated by Paul Meisel.Shmendrick lives with his wife and 12 children in a one room log cabin out in nature. They grow their own food, make their illustrated by Paul Meisel.Shmendrick lives with his wife and 12 children in a one room log cabin out in nature. They grow their own food, make their own clothes and entertain each other with contentment. When a stranger shows up and offers to buy one of their chickens, they decide, in unison, to sell it. Never having money before, they take the one coin into town to buy a missing button from his shirt. The sales clerk assumes they need more and soon the whole force is pushing items at them, from clothing to toys to cars to finally, a new house. Matching one thing to another. But when it comes time to pay for it all, Shmedrick’s one coin won’t do. Back everything grumpily goes and home goes the family. Content again in simplicity...more",Notes are private!,0,5,1,"Feb 07, 2022","Feb 07, 2022","Feb 07, 2022",,,view (with text),/book/show/50626104-things-should-match
272,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Excalibur Lost,"Garson, Chris",,,B08RGV6VW6,476        pp,5.00,1,unknown,"May 18, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"These are not your typical days. Magic, in all its forms, has returned to earth, pitting King Arthur against the Morganite witches and the depths of HThese are not your typical days. Magic, in all its forms, has returned to earth, pitting King Arthur against the Morganite witches and the depths of Hell. Oh, and us humans are in there, too. Duke Pendragon is a private investigator/witch hunter. He is also an on-call lackey for the Cleveland mafia don. Being called into service sets up a series of unfortunate events that put him on a quest for Excalibur. Along with Pendragon are his best friends and sidekicks, Two Dogs the shaman, Tom the troll, with additions of his vixen sister, Lana and demon sent elf, Snap. But Pendragon is not the only one seeking the sword, given that whoever can withdraw it from the stone in which it is embedded can rule the world.Many battles ensue, causing Pendragon and his cronies to constantly be looking over their shoulder for the next attack. There are some pretty funny events, as one would expect with this cast, and a little bit of blood and guts. Unfortunately, the only downfall to this read, is the main character himself. If he could lose with the detective noir dialogue, this would be so much more enjoyable. All aside, I did really, really enjoy this book and look forward the next two installments. Hats off to Garner for incorporating so many characters into this one volume. ...more",Notes are private!,0,1,1,"Feb 07, 2022","Feb 08, 2022","Feb 07, 2022",,Paperback,view (with text),/book/show/60366830-excalibur-lost
273,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wanderground: Stories of the Hill Women,"Gearhart, Sally Miller",1883523478,9781883523473,1883523478,196        pp,3.74,304,1978,"Jan 01, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 04, 2022",,Paperback,view,/book/show/1124610.Wanderground
274,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Witch Queens, Voodoo Spirits, and Hoodoo Saints: A Guide to Magical New Orleans","Alvarado, Denise*",1578636744,9781578636747,1578636744,240        pp,3.97,208,unknown,"Feb 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 02, 2022",,Paperback,view,/book/show/57192344-witch-queens-voodoo-spirits-and-hoodoo-saints
275,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bear is My Father: Indigenous Wisdom of a Muscogee Creek Caretaker of Sacred Ways,"Heart, Bear",0907791891,9780907791898,0907791891,192        pp,4.14,21,unknown,"Jan 11, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 02, 2022",,Paperback,view,/book/show/57642149-the-bear-is-my-father
276,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Secrets of the Sprakkar: Iceland's Extraordinary Women and How They Are Changing the World,"Reid, Eliza*",1728242169,9781728242163,1728242169,288        pp,3.81,"2,149","Feb 08, 2022","Feb 08, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 02, 2022",,Hardcover,view,/book/show/58925007-secrets-of-the-sprakkar
277,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ten Months in Wonderland,"Persun, Terry*",,,B00CIZQIA6,286        pp,4.00,5,"Apr 25, 2013","Jan 18, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 02, 2022",,Kindle Edition,view,/book/show/22357786-ten-months-in-wonderland
278,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The NSA Files,"Persun, Terry*",1482577127,9781482577129,1482577127,212        pp,4.43,21,"Jun 01, 2013",Jun 2013,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A Shaman detective series? Yes!!! Dan Johnston is a detective that remedies his clients woes in the quiet of his own abode via altered states and spirA Shaman detective series? Yes!!! Dan Johnston is a detective that remedies his clients woes in the quiet of his own abode via altered states and spiritual guides, (animals encountered while in his trance) and mental prowess. Always alert to any potential sign/signal, he keeps a notebook for reference when encountered, notating when it comes to play.Working as a not so fun verifier of wayward spouses, disgruntled employees, etc, he is finding himself bored with his life…but safe. It wasn’t always so. A prior professor, married father of a son, it all came to a head when his calling took him away too often and too far. Divorced and estranged from his son, life is about to hand him a mission he will not refuse.His son, Jason, arrives at his residence after years of separation, and a series of oddities begin. Strangers bearing obtuse messages, nature offering their own. It shows intent when he/they are recruited to help NSA find the source of subliminal messages swaying the voting decisions of politicians via animal totems. Technology meshes with the power of Shamanism as a team forms to find, stop and destroy the source of manipulation. Dan and Jason journey into realms where everything has meaning and they have to find it to solve and save. It’s a fast paced read with car chases, shoot-outs, duct tape, and fetish tools as father and son repair years of damage while remedying the ills of corporate greed. The author, a Shaman of length, knows of which he pens and if interested, you will find yourself jotting down many a note as you read along. ...more",Notes are private!,0,1,1,"Mar 03, 2022","Mar 05, 2022","Feb 02, 2022",,Paperback,view (with text),/book/show/18874258-the-nsa-files
