,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Shauna's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Gilead        (Gilead, #1)","Robinson, Marilynne",031242440X,9780312424404,031242440X,247        pp,3.85,"110,306","Oct 28, 2004","Jan 10, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 27, 2011",,Paperback,view,/book/show/68210.Gilead
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A People’s History of the United States,"Zinn, Howard",0060838655,9780060838652,B007CDYGTO,729        pp,4.08,"243,638",1980,"Jan 01, 1995",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 14, 2011",,Paperback,view,/book/show/2767.A_People_s_History_of_the_United_States
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Who Fears Death,"Okorafor, Nnedi*",075640617X,9780756406172,075640617X,386        pp,3.94,"25,841","Jun 01, 2010","Jun 01, 2010",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I bought this book from the airport book shop to kill some time, and I'm so happy I did. Awesome writing and an intriguing story that sucks you right I bought this book from the airport book shop to kill some time, and I'm so happy I did. Awesome writing and an intriguing story that sucks you right in. I had been going through a fallow book season, unable to get into any book long enough to care about the characters, but I devoured this one. Highly recommended!...more",Notes are private!,0,0,1,not set,not set,"Sep 13, 2011",,Hardcover,view (with text),/book/show/7767021-who-fears-death
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Magicians        (The Magicians, #1)","Grossman, Lev*",0670020559,9780670020553,0670020559,402        pp,3.53,"262,832","Aug 11, 2009","Aug 11, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"More like 3.5 stars.I've been thinking about my reaction to this book a lot, and I can recommend the book on that alone. I liked it, I did, but in tryMore like 3.5 stars.I've been thinking about my reaction to this book a lot, and I can recommend the book on that alone. I liked it, I did, but in trying to be the anti-Harry Potter/Narnia/Earthsea, the book didn't do it for me on a certain level. Being the ""anti"" book can make the story a bit predictable in some ways. Also, Quentin has to be one of the most unlikeable protagonists I've ever encountered. Yet, I did enjoy the way Grossman turned the genre on it's head and the realism of (some of) the interactions between the characters, and I'm interested in seeing how the characters have grown and changed (if they have at all) in The Magician King. ...more",Notes are private!,0,0,1,not set,not set,"Aug 24, 2011",,Hardcover,view (with text),/book/show/6101718-the-magicians
121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Forever,"Hamill, Pete",0316735698,9780316735698,0316735698,613        pp,3.96,"13,014","Oct 01, 2002","Nov 01, 2003",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I was enthralled with the first half of this book, but the second half just didn't work. II won't spoil anything, but the emotion behind the second haI was enthralled with the first half of this book, but the second half just didn't work. II won't spoil anything, but the emotion behind the second half probably should have been saved for an entirely different work. ...more",Notes are private!,0,0,1,"Sep 14, 2011","Sep 30, 2011","Aug 24, 2011",,Paperback,view (with text),/book/show/148465.Forever
122,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We3,"Morrison, Grant",1401204953,9781401204952,1401204953,104        pp,3.91,"24,882","Jul 01, 2005","Jul 01, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Strange, but touching. The animals don't have much dialogue, but what little there was still made me cry.Strange, but touching. The animals don't have much dialogue, but what little there was still made me cry....more",Notes are private!,0,0,1,not set,not set,"Aug 09, 2011",,Paperback,view (with text),/book/show/22358.We3
123,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Wizard of Earthsea        (Earthsea Cycle, #1)","Le Guin, Ursula K.",0553383043,9780553383041,0553383043,183        pp,4.01,"317,292","Jan 01, 1968","Sep 28, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 09, 2011",,Paperback,view,/book/show/13642.A_Wizard_of_Earthsea
124,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Devilish,"Johnson, Maureen*",1595140603,9781595140609,1595140603,263        pp,3.46,"5,245","Sep 07, 2006","Sep 07, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 28, 2011",not set,"Jul 28, 2011",,Hardcover,view,/book/show/17005.Devilish
125,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Sex, Drugs, and Cocoa Puffs: A Low Culture Manifesto","Klosterman, Chuck",0743236017,9780743236010,B003RCJPGI,272        pp,3.74,"71,119","Jul 20, 2003","Jun 22, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 26, 2011",,Paperback,view,/book/show/599.Sex_Drugs_and_Cocoa_Puffs
126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Man Who Knew Too Much,"Chesterton, G.K.",0486431789,9780486431789,0486431789,156        pp,3.59,"6,789",1922,"Feb 19, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 25, 2011","Jul 26, 2011","Jul 25, 2011",,Paperback,view,/book/show/174852.The_Man_Who_Knew_Too_Much
127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Deathless,"Valente, Catherynne M.*",0765326302,9780765326300,0765326302,352        pp,3.95,"20,765","Mar 29, 2011","Mar 29, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 19, 2011","Jul 25, 2011","Jul 19, 2011",,Hardcover,view,/book/show/8694389-deathless
128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Room with a View,"Forster, E.M.",1420925431,9781420925432,1420925431,119        pp,3.90,"183,933",1908,"Jan 01, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 14, 2011",not set,"Jul 14, 2011",,Paperback,view,/book/show/3087.A_Room_with_a_View
129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Kitchen God's Wife,"Tan, Amy*",0143038109,9780143038108,0143038109,416        pp,4.03,"84,380",1991,"Sep 21, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 23, 2011",,Paperback,view,/book/show/12557.The_Kitchen_God_s_Wife
130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Tea with the Black Dragon        (Black Dragon, #1)","MacAvoy, R.A.",1585861979,9781585861972,1585861979,140        pp,3.95,"5,122","Jan 01, 1983","Feb 01, 2001",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 23, 2011",not set,"Jun 23, 2011",,Paperback,view,/book/show/435415.Tea_with_the_Black_Dragon
131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Demon's Covenant,"Brennan, Sarah Rees*",1416963812,9781416963813,1416963812,440        pp,4.02,"5,054","May 18, 2010","May 18, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 22, 2011",,Hardcover,view,/book/show/6594657-the-demon-s-covenant
132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Demon's Surrender,"Brennan, Sarah Rees*",1416963839,9781416963837,1416963839,387        pp,3.99,"3,307","Jun 09, 2011","Jun 14, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 02, 2011",,Hardcover,view,/book/show/9666870-the-demon-s-surrender
133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harry Potter and the Deathly Hallows        (Harry Potter, #7)","Rowling, J.K.",0545139708,9780545139700,0545139708,759        pp,4.62,"3,707,946","Jul 21, 2007",2009,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 25, 2011",,Paperback,view,/book/show/4979435-harry-potter-and-the-deathly-hallows
134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harry Potter and the Half-Blood Prince        (Harry Potter, #6)","Rowling, J.K.",,,,652        pp,4.58,"3,274,572","Jul 16, 2005","Sep 16, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 25, 2011",,Paperback,view,/book/show/1.Harry_Potter_and_the_Half_Blood_Prince
135,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Akata Witch        (The Nsibidi Scripts, #1)","Okorafor, Nnedi*",0670011967,9780670011964,0670011967,349        pp,4.04,"34,895","Apr 14, 2011","Apr 14, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 03, 2011",,Hardcover,view,/book/show/7507944-akata-witch
136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Night Circus,"Morgenstern, Erin*",,9780385534635,0385534639,506        pp,4.02,"974,977","Sep 13, 2011","Sep 13, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 21, 2011",,Hardcover,view,/book/show/9361589-the-night-circus
137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Madness of Lord Ian Mackenzie        (Mackenzies & McBrides, #1)","Ashley, Jennifer*",0843960434,9780843960433,0843960434,320        pp,4.04,"38,140","Apr 28, 2009","Jan 01, 2009",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A romance hero with Asperger's...this was an awesome take on the obsessive romance hero who can't love. A fun, sweet read!A romance hero with Asperger's...this was an awesome take on the obsessive romance hero who can't love. A fun, sweet read!...more",Notes are private!,0,0,1,not set,not set,"Apr 20, 2011",,Mass Market Paperback,view (with text),/book/show/5981872-the-madness-of-lord-ian-mackenzie
138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Sandman, Vol. 9: The Kindly Ones","Gaiman, Neil*",1563892049,9781563892042,B008SUMJI0,352        pp,4.59,"50,776",1995,"Jan 01, 1996",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 13, 2011",,Hardcover,view,/book/show/71252.The_Sandman_Vol_9
139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Sandman, Vol. 10: The Wake","Gaiman, Neil*",1563892871,9781563892875,1563892871,192        pp,4.52,"50,072",1996,"Jan 01, 1997",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 13, 2011",,Hardcover,view,/book/show/25104.The_Sandman_Vol_10
140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Sandman, Vol. 8: Worlds' End","Gaiman, Neil*",1563891700,9781563891700,B001DB0U46,160        pp,4.45,"52,276",1993,"Jan 01, 1994",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 13, 2011",,Hardcover,view,/book/show/25103.The_Sandman_Vol_8
141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Demon's Lexicon,"Brennan, Sarah Rees*",1416963804,9781416963806,1416963804,322        pp,3.73,"10,199","Jun 02, 2009","Apr 27, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 13, 2011",,Paperback,view,/book/show/6600732-the-demon-s-lexicon
142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"At the Dark End of the Street: Black Women, Rape, and Resistance--A New History of the Civil Rights Movement from Rosa Parks to the Rise of Black Power","McGuire, Danielle L.*",030726906X,9780307269065,030726906X,346        pp,4.46,"3,460","Sep 07, 2010","Sep 07, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The subtitle should be noted: ""Black Women, Rape, and Resistance--A New History of the Civil Rights Movement from Rosa Parks to the Rise of Black PoweThe subtitle should be noted: ""Black Women, Rape, and Resistance--A New History of the Civil Rights Movement from Rosa Parks to the Rise of Black Power""I'm only about 20 pages in, but so far the stories being told are devastating and, frankly, rage inducing. It's interesting seeing a focus on women in teh civil rights movement, and also cool learning the real back story of Rosa Parks. She wasn't just some woman who refused to give up her seat on the bus because she was tired, as they teach you in school; she had been active in the civil rights movement for a good portion of her life. ...more",Notes are private!,0,13,1,"Apr 13, 2011",not set,"Apr 13, 2011",,Hardcover,view (with text),/book/show/8494282-at-the-dark-end-of-the-street
143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Pleasure Unbound        (Demonica, #1)","Ione, Larissa*",044640103X,9780446401036,044640103X,389        pp,4.04,"53,930","Jul 01, 2008","Jul 01, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 23, 2011",,Mass Market Paperback,view,/book/show/2679633-pleasure-unbound
144,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Sandman, Vol. 6: Fables & Reflections","Gaiman, Neil*",1563891069,9781563891069,1563891069,264        pp,4.42,"59,002",Jun 1993,"Feb 01, 1994",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 23, 2011",,Hardcover,view,/book/show/25106.The_Sandman_Vol_6
145,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Sandman, Vol. 5: A Game of You","Gaiman, Neil*",1563890933,9781563890932,B005IGQ0LO,192        pp,4.41,"66,159",1992,"Jan 01, 1993",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 23, 2011",,Hardcover,view,/book/show/25102.The_Sandman_Vol_5
146,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Sandman, Vol. 7: Brief Lives","Gaiman, Neil*",1563891379,9781563891373,1563891379,256        pp,4.55,"59,018",1993,"Jun 01, 1994",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 23, 2011",,Hardcover,view,/book/show/25105.The_Sandman_Vol_7
147,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Man Who Was Thursday: A Nightmare,"Chesterton, G.K.",0375757910,9780375757914,0375757910,182        pp,3.83,"40,919",1908,"Oct 09, 2001",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Interesting book. I wasn't completely into it, but Chesterton is great at writing sentences that are so beautiful that you can't help but remember theInteresting book. I wasn't completely into it, but Chesterton is great at writing sentences that are so beautiful that you can't help but remember the quote and think about it for days after.Sidenote: I wonder if the character of Sunday is what inspired Cormac McCarthy's character The Judge in Blood Meridian......more",Notes are private!,0,0,1,"Mar 14, 2011",not set,"Mar 14, 2011",,Paperback,view (with text),/book/show/184419.The_Man_Who_Was_Thursday
148,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Anna Karenina,"Tolstoy, Leo",,,0451528611,960        pp,4.09,"848,039",1878,"Nov 05, 2002",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Awe-struck at Tolstoy's ability to portray so many different personalities so realistically, especially when writing from a woman's perspective.Awe-struck at Tolstoy's ability to portray so many different personalities so realistically, especially when writing from a woman's perspective....more",Notes are private!,0,0,1,not set,not set,"Mar 14, 2011",,Mass Market Paperback,view (with text),/book/show/152.Anna_Karenina
149,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lacuna,"Kingsolver, Barbara",0060852577,9780060852573,0060852577,508        pp,3.81,"69,417","Nov 03, 2009","Nov 03, 2009",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 27, 2011",,Hardcover,view,/book/show/6433752-the-lacuna
150,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Cider House Rules,"Irving, John*",0345417941,9780345417947,0345417941,640        pp,4.16,"185,190","May 10, 1985","Jun 23, 1997",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 27, 2011",,Paperback,view,/book/show/176000.The_Cider_House_Rules
151,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Freedom Riders: 1961 and the Struggle for Racial Justice,"Arsenault, Raymond",0195327144,9780195327144,0195327144,690        pp,4.30,502,"Jan 15, 2006","Feb 19, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 17, 2012",not set,"Jan 11, 2011",,Paperback,view,/book/show/413583.Freedom_Riders
152,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harry Potter and the Order of the Phoenix        (Harry Potter, #5)","Rowling, J.K.",,,,912        pp,4.50,"3,383,271","Jun 21, 2003",Sep 2004,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 11, 2011",,Paperback,view,/book/show/2.Harry_Potter_and_the_Order_of_the_Phoenix
153,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Breach of Peace: Portraits of the 1961 Mississippi Freedom Riders,"Etheridge, Eric",097774339X,9780977743391,097774339X,224        pp,4.51,95,"May 23, 2008","May 23, 2008",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I was going to give this four stars. After I finished reading it (at about 1:30 am, right before bed)I thought ""That was an interesting look at all thI was going to give this four stars. After I finished reading it (at about 1:30 am, right before bed)I thought ""That was an interesting look at all the different kinds of people who participated, but it didn't tell me that much."" 45 minutes later I was still thinking about, so I got out of bed to go  some anecdotes. This morning I ordered one of the books used a source of information to get a more in-depth overview of this time period.Basically, this book is like a gateway drug. It is full of interesting personalities relating their personal experiences, plus a brief overview of the terrible times that bought about the need for Freedom Riders. I'd definitely recommend checking this book out, or at the very least heading over to the website: www.breachofpeace.com....more",Notes are private!,0,0,1,not set,not set,"Jan 06, 2011",,Hardcover,view (with text),/book/show/2031234.Breach_of_Peace
154,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Over to You: Ten Stories of Flyers and Flying,"Dahl, Roald",0140035745,9780140035742,0140035745,160        pp,3.83,"1,899",1946,1991,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 06, 2011",,Paperback,view,/book/show/44522.Over_to_You
155,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,An Experienced Mistress,"Donovan, Bryn*",1601547560,9781601547569,1601547560,264        pp,4.38,29,2010,"Aug 13, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Fun romance without all the annoying cliches.,Notes are private!,0,0,1,not set,not set,"Dec 08, 2010",,Paperback,view (with text),/book/show/7380771-an-experienced-mistress
156,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bet Me,"Crusie, Jennifer*",0312987854,9780312987855,0312987854,432        pp,3.93,"92,829","Jan 01, 2004","Aug 31, 2004",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 08, 2010",,Mass Market Paperback,view,/book/show/854757.Bet_Me
157,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harry Potter and the Goblet of Fire        (Harry Potter, #4)","Rowling, J.K.",,,,734        pp,4.57,"3,694,965","Jul 08, 2000","Sep 28, 2002",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 07, 2010",,Paperback,view,/book/show/6.Harry_Potter_and_the_Goblet_of_Fire
158,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harry Potter and the Prisoner of Azkaban        (Harry Potter, #3)","Rowling, J.K.",043965548X,9780439655484,043965548X,435        pp,4.58,"4,184,976","Jul 08, 1999","May 01, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 07, 2010",,Mass Market Paperback,view,/book/show/5.Harry_Potter_and_the_Prisoner_of_Azkaban
159,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harry Potter and the Chamber of Secrets        (Harry Potter, #2)","Rowling, J.K.",,,B00ES27LCQ,352        pp,4.43,"3,928,247","Jul 02, 1998","Jun 02, 1999",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 07, 2010",,Hardcover,view,/book/show/15881.Harry_Potter_and_the_Chamber_of_Secrets
160,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harry Potter and the Sorcerer's Stone        (Harry Potter, #1)","Rowling, J.K.",,,0439554934,309        pp,4.47,"10,052,932","Jun 26, 1997","Nov 01, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 01, 2010",,Hardcover,view,/book/show/3.Harry_Potter_and_the_Sorcerer_s_Stone
161,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Persuasion,"Austen, Jane",0192802631,9780192802637,0192802631,249        pp,4.15,"702,331","Dec 20, 1817","Jan 01, 2004",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 19, 2010",,Paperback,view,/book/show/2156.Persuasion
162,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Hunter's Moon        (The Chronicles of Faerie, #1)","Melling, O.R.*",0810992140,9780810992146,0810992140,305        pp,3.82,"5,868",1993,"May 01, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 12, 2010",,Paperback,view,/book/show/398479.The_Hunter_s_Moon
163,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ice,"Durst, Sarah Beth*",141698643X,9781416986430,141698643X,308        pp,3.71,"7,291","Sep 14, 2009","Oct 06, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 10, 2010",,Hardcover,view,/book/show/6321845-ice
164,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Water for Elephants,"Gruen, Sara*",1565125606,9781565125605,1565125606,368        pp,4.11,"1,615,237","May 22, 2006","Apr 09, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 29, 2010",,Paperback,view,/book/show/43641.Water_for_Elephants
165,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Memoirs of a Geisha,"Golden, Arthur",0739326228,9780739326220,0739326228,434        pp,4.15,"2,000,944",1997,"Nov 15, 2005",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 29, 2010",,Hardcover,view,/book/show/930.Memoirs_of_a_Geisha
166,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Instructions,"Gaiman, Neil*",0061960306,9780061960307,0061960306,40        pp,4.28,"7,539","Apr 27, 2010","Apr 27, 2010",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 21, 2010",,Hardcover,view,/book/show/7023148-instructions
167,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Eternals,"Gaiman, Neil*",0785125418,9780785125419,0785125418,256        pp,3.61,"10,583",Nov 2006,"Jan 01, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 21, 2010",,Hardcover,view,/book/show/47694.Eternals
168,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wolves in the Walls,"Gaiman, Neil*",0380810956,9780380810956,0380810956,56        pp,4.04,"18,191","Aug 05, 2003",2003,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 21, 2010",,Paperback,view,/book/show/22341.The_Wolves_in_the_Walls
169,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Mockingjay        (The Hunger Games, #3)","Collins, Suzanne",0439023513,9780439023511,0439023513,390        pp,4.09,"3,226,739","Aug 24, 2010","Aug 24, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Although it was still enjoyable, this felt too rushed.",Notes are private!,0,0,1,not set,not set,"Sep 09, 2010",,Hardcover,view (with text),/book/show/7260188-mockingjay
